"โรงพยาบาล","B","A","อัตรา(100)"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","68","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","716","0","0.00"
"10753  :  โรงพยาบาลบางพลี","15,366","11","0.07"
"10754  :  โรงพยาบาลบางจาก","23","0","0.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","1,428","0","0.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","1,886","1","0.05"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","62","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","1,160","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","1","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","606","0","0.00"
"10757  :  โรงพยาบาลบางใหญ่","2,700","2","0.07"
"10758  :  โรงพยาบาลบางบัวทอง","1,060","1","0.09"
"10759  :  โรงพยาบาลไทรน้อย","1,407","2","0.14"
"10760  :  โรงพยาบาลปากเกร็ด","4,643","4","0.09"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","24","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","0","0","0.00"
"10687  :  โรงพยาบาลปทุมธานี","32","0","0.00"
"10761  :  โรงพยาบาลคลองหลวง","256","1","0.39"
"10762  :  โรงพยาบาลธัญบุรี","2,601","5","0.19"
"10763  :  โรงพยาบาลประชาธิปัตย์","872","0","0.00"
"10764  :  โรงพยาบาลหนองเสือ","486","0","0.00"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","472","1","0.21"
"10766  :  โรงพยาบาลลำลูกกา","0","0","0.00"
"10767  :  โรงพยาบาลสามโคก","306","0","0.00"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0.00"
"10688  :  โรงพยาบาลเสนา","256","0","0.00"
"10768  :  โรงพยาบาลท่าเรือ","978","0","0.00"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","0","0","0.00"
"10770  :  โรงพยาบาลบางไทร","284","0","0.00"
"10771  :  โรงพยาบาลบางบาล","145","5","3.45"
"10772  :  โรงพยาบาลบางปะอิน","1,201","7","0.58"
"10773  :  โรงพยาบาลบางปะหัน","115","0","0.00"
"10774  :  โรงพยาบาลผักไห่","89","0","0.00"
"10775  :  โรงพยาบาลภาชี","470","0","0.00"
"10776  :  โรงพยาบาลลาดบัวหลวง","226","2","0.88"
"10777  :  โรงพยาบาลวังน้อย","510","14","2.75"
"10778  :  โรงพยาบาลบางซ้าย","293","6","2.05"
"10779  :  โรงพยาบาลอุทัย","127","0","0.00"
"10780  :  โรงพยาบาลมหาราช","88","4","4.55"
"10781  :  โรงพยาบาลบ้านแพรก","116","4","3.45"
"10689  :  โรงพยาบาลอ่างทอง","73","0","0.00"
"10782  :  โรงพยาบาลไชโย","150","1","0.67"
"10784  :  โรงพยาบาลป่าโมก","320","2","0.63"
"10785  :  โรงพยาบาลโพธิ์ทอง","154","1","0.65"
"10786  :  โรงพยาบาลแสวงหา","389","4","1.03"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","629","7","1.11"
"10788  :  โรงพยาบาลสามโก้","93","3","3.23"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","1","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","229","0","0.00"
"10789  :  โรงพยาบาลพัฒนานิคม","687","0","0.00"
"10790  :  โรงพยาบาลโคกสำโรง","773","0","0.00"
"10791  :  โรงพยาบาลชัยบาดาล","1,026","0","0.00"
"10792  :  โรงพยาบาลท่าวุ้ง","230","0","0.00"
"10793  :  โรงพยาบาลท่าหลวง","401","3","0.75"
"10794  :  โรงพยาบาลสระโบสถ์","684","1","0.15"
"10795  :  โรงพยาบาลโคกเจริญ","322","1","0.31"
"10796  :  โรงพยาบาลลำสนธิ","283","5","1.77"
"10797  :  โรงพยาบาลหนองม่วง","342","10","2.92"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","650","3","0.46"
"10693  :  โรงพยาบาลอินทร์บุรี","133","1","0.75"
"10798  :  โรงพยาบาลบางระจัน","259","1","0.39"
"10799  :  โรงพยาบาลค่ายบางระจัน","466","35","7.51"
"10800  :  โรงพยาบาลพรหมบุรี","279","3","1.08"
"10801  :  โรงพยาบาลท่าช้าง","208","0","0.00"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","6","0","0.00"
"10802  :  โรงพยาบาลมโนรมย์","434","0","0.00"
"10803  :  โรงพยาบาลวัดสิงห์","323","2","0.62"
"10804  :  โรงพยาบาลสรรพยา","173","0","0.00"
"10805  :  โรงพยาบาลสรรคบุรี","602","6","1.00"
"10806  :  โรงพยาบาลหันคา","372","0","0.00"
"27974  :  โรงพยาบาลหนองมะโมง","122","5","4.10"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","2,303","6","0.26"
"10695  :  โรงพยาบาลพระพุทธบาท","0","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","928","13","1.40"
"10808  :  โรงพยาบาลหนองแค","1,389","3","0.22"
"10809  :  โรงพยาบาลวิหารแดง","311","11","3.54"
"10810  :  โรงพยาบาลหนองแซง","270","0","0.00"
"10811  :  โรงพยาบาลบ้านหมอ","428","0","0.00"
"10812  :  โรงพยาบาลดอนพุด","220","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","607","3","0.49"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","380","2","0.53"
"10815  :  โรงพยาบาลมวกเหล็ก","700","6","0.86"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","2,758","15","0.54"
"11485  :  โรงพยาบาลค่ายอดิศร","1,980","10","0.51"
"10662  :  โรงพยาบาลชลบุรี","0","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","2,280","1","0.04"
"10818  :  โรงพยาบาลหนองใหญ่","635","7","1.10"
"10819  :  โรงพยาบาลบางละมุง","4,764","5","0.10"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","290","2","0.69"
"10821  :  โรงพยาบาลพานทอง","710","1","0.14"
"10822  :  โรงพยาบาลพนัสนิคม","1,038","0","0.00"
"10823  :  โรงพยาบาลแหลมฉบัง","4,970","107","2.15"
"10824  :  โรงพยาบาลเกาะสีชัง","319","28","8.78"
"10825  :  โรงพยาบาลสัตหีบกม10","1,974","2","0.10"
"10826  :  โรงพยาบาลบ่อทอง","394","0","0.00"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","1,165","3","0.26"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","4,287","17","0.40"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","21,983","8","0.04"
"28005  :  โรงพยาบาลเมืองพัทยา","324","0","0.00"
"28006  :  โรงพยาบาลเกาะจันทร์","849","0","0.00"
"10663  :  โรงพยาบาลระยอง","0","0","0.00"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","1,492","0","0.00"
"10828  :  โรงพยาบาลบ้านฉาง","2,897","0","0.00"
"10829  :  โรงพยาบาลแกลง","436","0","0.00"
"10830  :  โรงพยาบาลวังจันทร์","429","6","1.40"
"10831  :  โรงพยาบาลบ้านค่าย","503","2","0.40"
"10832  :  โรงพยาบาลปลวกแดง","2,111","1","0.05"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","182","4","2.20"
"23962  :  โรงพยาบาลนิคมพัฒนา","297","3","1.01"
"10664  :  โรงพยาบาลพระปกเกล้า","160","0","0.00"
"10834  :  โรงพยาบาลขลุง","0","0","0.00"
"10835  :  โรงพยาบาลท่าใหม่","3","0","0.00"
"10836  :  โรงพยาบาลเขาสุกิม","410","2","0.49"
"10837  :  โรงพยาบาลสองพี่น้อง","321","1","0.31"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","651","5","0.77"
"10839  :  โรงพยาบาลมะขาม","37","1","2.70"
"10840  :  โรงพยาบาลแหลมสิงห์","0","0","0.00"
"10841  :  โรงพยาบาลสอยดาว","0","0","0.00"
"10842  :  โรงพยาบาลแก่งหางแมว","124","2","1.61"
"10843  :  โรงพยาบาลนายายอาม","216","2","0.93"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","303","0","0.00"
"10696  :  โรงพยาบาลตราด","527","0","0.00"
"10845  :  โรงพยาบาลคลองใหญ่","1,026","11","1.07"
"10846  :  โรงพยาบาลเขาสมิง","402","0","0.00"
"10847  :  โรงพยาบาลบ่อไร่","329","1","0.30"
"10848  :  โรงพยาบาลแหลมงอบ","429","0","0.00"
"10849  :  โรงพยาบาลเกาะกูด","82","0","0.00"
"13816  :  โรงพยาบาลเกาะช้าง","51","0","0.00"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","520","0","0.00"
"10850  :  โรงพยาบาลบางคล้า","1,339","0","0.00"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","102","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","162","0","0.00"
"10854  :  โรงพยาบาลพนมสารคาม","921","0","0.00"
"10855  :  โรงพยาบาลสนามชัยเขต","2","0","0.00"
"10856  :  โรงพยาบาลแปลงยาว","602","1","0.17"
"13747  :  โรงพยาบาลราชสาส์น","584","0","0.00"
"31327  :  โรงพยาบาลคลองเขื่อน","129","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","141","0","0.00"
"10857  :  โรงพยาบาลกบินทร์บุรี","883","2","0.23"
"10858  :  โรงพยาบาลนาดี","444","0","0.00"
"10859  :  โรงพยาบาลบ้านสร้าง","315","1","0.32"
"10860  :  โรงพยาบาลประจันตคาม","457","0","0.00"
"10861  :  โรงพยาบาลศรีมหาโพธิ","540","0","0.00"
"10862  :  โรงพยาบาลศรีมโหสถ","533","2","0.38"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","2,655","0","0.00"
"10698  :  โรงพยาบาลนครนายก","2,415","9","0.37"
"10863  :  โรงพยาบาลปากพลี","128","0","0.00"
"10864  :  โรงพยาบาลบ้านนา","720","2","0.28"
"10865  :  โรงพยาบาลองครักษ์","195","0","0.00"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","2,285","9","0.39"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","582","1","0.17"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","0","0","0.00"
"10866  :  โรงพยาบาลคลองหาด","566","3","0.53"
"10867  :  โรงพยาบาลตาพระยา","398","2","0.50"
"10868  :  โรงพยาบาลวังน้ำเย็น","1,581","36","2.28"
"10869  :  โรงพยาบาลวัฒนานคร","540","18","3.33"
"10870  :  โรงพยาบาลอรัญประเทศ","682","7","1.03"
"13817  :  โรงพยาบาลเขาฉกรรจ์","275","2","0.73"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00"
"10871  :  โรงพยาบาลครบุรี","0","0","0.00"
"10872  :  โรงพยาบาลเสิงสาง","0","0","0.00"
"10873  :  โรงพยาบาลคง","0","0","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","0","0","0.00"
"10875  :  โรงพยาบาลจักราช","0","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","0","0","0.00"
"10877  :  โรงพยาบาลด่านขุนทด","0","0","0.00"
"10878  :  โรงพยาบาลโนนไทย","0","0","0.00"
"10879  :  โรงพยาบาลโนนสูง","0","0","0.00"
"10880  :  โรงพยาบาลขามสะแกแสง","0","0","0.00"
"10881  :  โรงพยาบาลบัวใหญ่","0","0","0.00"
"10882  :  โรงพยาบาลประทาย","0","0","0.00"
"10883  :  โรงพยาบาลปักธงชัย","0","0","0.00"
"10884  :  โรงพยาบาลพิมาย","0","0","0.00"
"10885  :  โรงพยาบาลห้วยแถลง","0","0","0.00"
"10886  :  โรงพยาบาลชุมพวง","0","0","0.00"
"10887  :  โรงพยาบาลสูงเนิน","0","0","0.00"
"10888  :  โรงพยาบาลขามทะเลสอ","0","0","0.00"
"10889  :  โรงพยาบาลสีคิ้ว","0","0","0.00"
"10890  :  โรงพยาบาลปากช่องนานา","0","0","0.00"
"10891  :  โรงพยาบาลหนองบุญมาก","0","0","0.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","0","0","0.00"
"10893  :  โรงพยาบาลโนนแดง","0","0","0.00"
"10894  :  โรงพยาบาลวังน้ำเขียว","0","0","0.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","0","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","0","0","0.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","0","0","0.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","0","0","0.00"
"27840  :  โรงพยาบาลสีดา","0","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","0","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","0","0","0.00"
"10896  :  โรงพยาบาลกระสัง","0","0","0.00"
"10897  :  โรงพยาบาลนางรอง","0","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","0","0","0.00"
"10899  :  โรงพยาบาลละหานทราย","0","0","0.00"
"10900  :  โรงพยาบาลประโคนชัย","0","0","0.00"
"10901  :  โรงพยาบาลบ้านกรวด","0","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","0","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0.00"
"10905  :  โรงพยาบาลสตึก","0","0","0.00"
"10906  :  โรงพยาบาลปะคำ","0","0","0.00"
"10907  :  โรงพยาบาลนาโพธิ์","0","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","0","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","0","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","0","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","0","0","0.00"
"10912  :  โรงพยาบาลชำนิ","0","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","0","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","0","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0.00"
"23578  :  โรงพยาบาลแคนดง","0","0","0.00"
"28020  :  โรงพยาบาลบ้านด่าน","0","0","0.00"
"10668  :  โรงพยาบาลสุรินทร์","0","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","566","3","0.53"
"10916  :  โรงพยาบาลท่าตูม","963","25","2.60"
"10917  :  โรงพยาบาลจอมพระ","444","6","1.35"
"10918  :  โรงพยาบาลปราสาท","905","9","0.99"
"10919  :  โรงพยาบาลกาบเชิง","366","2","0.55"
"10920  :  โรงพยาบาลรัตนบุรี","925","15","1.62"
"10921  :  โรงพยาบาลสนม","259","2","0.77"
"10922  :  โรงพยาบาลศีขรภูมิ","710","32","4.51"
"10923  :  โรงพยาบาลสังขะ","1,194","27","2.26"
"10924  :  โรงพยาบาลลำดวน","479","29","6.05"
"10925  :  โรงพยาบาลสำโรงทาบ","491","6","1.22"
"10926  :  โรงพยาบาลบัวเชด","496","3","0.60"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","324","9","2.78"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","324","4","1.23"
"27842  :  โรงพยาบาลเขวาสินรินทร์","163","8","4.91"
"27843  :  โรงพยาบาลศรีณรงค์","294","16","5.44"
"27844  :  โรงพยาบาลโนนนารายณ์","238","3","1.26"
"10700  :  โรงพยาบาลศรีสะเกษ","0","0","0.00"
"10927  :  โรงพยาบาลยางชุมน้อย","0","0","0.00"
"10928  :  โรงพยาบาลกันทรารมย์","0","0","0.00"
"10929  :  โรงพยาบาลกันทรลักษ์","0","0","0.00"
"10930  :  โรงพยาบาลขุขันธ์","0","0","0.00"
"10931  :  โรงพยาบาลไพรบึง","0","0","0.00"
"10932  :  โรงพยาบาลปรางค์กู่","0","0","0.00"
"10933  :  โรงพยาบาลขุนหาญ","0","0","0.00"
"10934  :  โรงพยาบาลราษีไศล","0","0","0.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","0","0","0.00"
"10936  :  โรงพยาบาลบึงบูรพ์","0","0","0.00"
"10937  :  โรงพยาบาลห้วยทับทัน","0","0","0.00"
"10938  :  โรงพยาบาลโนนคูณ","0","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","0","0","0.00"
"10940  :  โรงพยาบาลวังหิน","0","0","0.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","0","0","0.00"
"10942  :  โรงพยาบาลภูสิงห์","0","0","0.00"
"10943  :  โรงพยาบาลเมืองจันทร์","0","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00"
"28014  :  โรงพยาบาลพยุห์","0","0","0.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","0","0","0.00"
"28016  :  โรงพยาบาลศิลาลาด","0","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","0","0","0.00"
"10944  :  โรงพยาบาลศรีเมืองใหม่","150","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","336","0","0.00"
"10946  :  โรงพยาบาลเขื่องใน","1","0","0.00"
