"โรงพยาบาล","จำนวนผู้ป่วยที่ส่งต่อออกนอกเขตสุขภาพรายไตรมาสปี 
								2558 (A)","จำนวนผู้ป่วยที่ส่งต่อออกนอกเขตสุขภาพรายไตรมาสปี 
                                  2559 (B)","ผลการดำเนินงานในรอบปีงบประมาณ 2559 (A-B)/A*100"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0","0","0","0","0","0","0","0","0","0"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0","0","0","0","0","0","0","0","0","0"
"12439  :  สถาบันประสาทวิทยา","0","0","0","0","0","0","0","0","0","0","0","0"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0","0","0","0","0","0","0","0","0","0"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0","0","0","0","0","0","0","0","0","0"
"13814  :  โรงพยาบาลศิริราช","0","0","0","0","0","0","0","0","0","0","0","0"
"14173  :  โรงพยาบาลตำรวจ","0","0","0","0","0","0","0","0","0","0","0","0"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0","0","0","0","0","0","0","0","0","0"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0","0","0","0","0","0","0","0","0","0"
"14577  :  โรงพยาบาลวิภาราม","0","0","0","0","0","0","0","0","0","0","0","0"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0","0","0","0","0","0","0","0","0","0"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0","0","0","0","0","0","0","0","0","0"
"15049  :  โรงพยาบาลสิรินธร","0","0","0","0","0","0","0","0","0","0","0","0"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"22155  :  โรงพยาบาลครู","0","0","0","0","0","0","0","0","0","0","0","0"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0","0","0","0","0","0","0","0","0","0"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0","0","0","0","0","0","0","0","0","0"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0","0","0","0","0","0","0","0","0"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0","0","0","0","0","0","0","0","0"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0","0","0","0","0","0","0","0","0"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0","0","0","0","0","0","0","0","0"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0","0","0","0","0","0","0","0","0"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0","0","0","0","0","0","0","0","0"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0","0","0","0","0","0","0","0","0"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0","0","0","0","0","0","0","0","0"
"10685  :  โรงพยาบาลสมุทรปราการ","302","0","0","0","0","0","0","0","100","0","0","0"
"10752  :  โรงพยาบาลบางบ่อ","171","0","0","0","0","0","0","0","100","0","0","0"
"10753  :  โรงพยาบาลบางพลี","632","557","656","1,101","763","541","431","753","-21","3","34","32"
"10754  :  โรงพยาบาลบางจาก","760","738","717","671","706","756","720","715","7","-2","-0","-7"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","368","575","573","535","522","519","522","568","-42","10","9","-6"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0","0","0","0","0","0","420","0","0","0","0"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","73","0","0","0","0","0","0","0","100","0","0","0"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0","0","0","0","0","0","0","0","0","0"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","1","0","0","0","0","0","0","0","100","0","0","0"
"28785  :  โรงพยาบาลบางเสาธง","0","0","0","0","0","0","0","0","0","0","0","0"
"10686  :  โรงพยาบาลพระนั่งเกล้า","27","11","7","32","4","8","5","7","85","27","29","78"
"10756  :  โรงพยาบาลบางกรวย","181","158","121","135","86","91","66","74","52","42","45","45"
"10757  :  โรงพยาบาลบางใหญ่","290","0","0","0","0","0","0","0","100","0","0","0"
"10758  :  โรงพยาบาลบางบัวทอง","0","0","0","265","135","0","0","409","0","0","0","-54"
"10759  :  โรงพยาบาลไทรน้อย","362","290","31","278","81","103","82","72","78","64","-165","74"
"10760  :  โรงพยาบาลปากเกร็ด","173","0","0","70","0","0","0","0","100","0","0","100"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0","0","0","0","0","0","0","0","0"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0","0","0","0","0","0","0","0","0"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"12256  :  สถาบันโรคทรวงอก","0","0","0","0","0","0","0","0","0","0","0","0"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0","0","0","0","0","0","0","0","0"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0","0","0","0","0","0","0","0","0"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0","0","0","0","0","0","0","0","0","0"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","0","0","0","0","0","0","0","0","0","0","0","0"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0","0","0","0","0","0","0","0","0"
"28875  :  โรงพยาบาลบางบัวทอง ๒","0","0","0","0","0","0","0","0","0","0","0","0"
"10687  :  โรงพยาบาลปทุมธานี","0","503","391","395","463","401","329","380","0","20","16","4"
"10761  :  โรงพยาบาลคลองหลวง","294","388","9","8","19","18","15","153","94","95","-67","-1,813"
"10762  :  โรงพยาบาลธัญบุรี","653","581","288","0","610","674","657","622","7","-16","-128","0"
"10763  :  โรงพยาบาลประชาธิปัตย์","30","82","92","104","299","142","72","76","-897","-73","22","27"
"10764  :  โรงพยาบาลหนองเสือ","17","3","8","17","53","36","111","112","-212","-1,100","-1,288","-559"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","41","43","47","46","40","35","19","15","2","19","60","67"
"10766  :  โรงพยาบาลลำลูกกา","0","426","287","0","0","0","0","0","0","100","100","0"
"10767  :  โรงพยาบาลสามโคก","24","5","1","0","0","1","0","0","100","80","100","0"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0","0","0","0","0","0","0","0","0","0"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0","56","40","46","38","32","0","0","0","43"
"10688  :  โรงพยาบาลเสนา","159","219","179","176","190","139","129","166","-19","37","28","6"
"10768  :  โรงพยาบาลท่าเรือ","118","31","26","62","120","44","21","46","-2","-42","19","26"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","10","12","8","12","4","5","4","2","60","58","50","83"
"10770  :  โรงพยาบาลบางไทร","126","55","28","55","127","47","37","54","-1","15","-32","2"
"10771  :  โรงพยาบาลบางบาล","3","0","4","0","1","3","0","5","67","0","100","0"
"10772  :  โรงพยาบาลบางปะอิน","11","8","9","11","14","6","16","98","-27","25","-78","-791"
"10773  :  โรงพยาบาลบางปะหัน","174","59","34","77","77","40","29","24","56","32","15","69"
"10774  :  โรงพยาบาลผักไห่","0","98","113","224","159","94","98","124","0","4","13","45"
"10775  :  โรงพยาบาลภาชี","2","3","2","4","2","7","1","3","0","-133","50","25"
"10776  :  โรงพยาบาลลาดบัวหลวง","221","110","112","188","169","93","61","93","24","15","46","51"
"10777  :  โรงพยาบาลวังน้อย","173","76","34","89","151","53","36","75","13","30","-6","16"
"10778  :  โรงพยาบาลบางซ้าย","1","21","4","2","3","6","2","5","-200","71","50","-150"
"10779  :  โรงพยาบาลอุทัย","0","0","0","0","99","50","43","58","0","0","0","0"
"10780  :  โรงพยาบาลมหาราช","70","25","15","16","44","26","18","19","37","-4","-20","-19"
"10781  :  โรงพยาบาลบ้านแพรก","14","18","12","11","28","21","27","16","-100","-17","-125","-45"
"10689  :  โรงพยาบาลอ่างทอง","2","4","0","2","2","1","0","2","0","75","0","0"
"10782  :  โรงพยาบาลไชโย","27","11","11","12","28","18","10","19","-4","-64","9","-58"
"10784  :  โรงพยาบาลป่าโมก","5","0","20","36","94","52","46","49","-1,780","0","-130","-36"
"10785  :  โรงพยาบาลโพธิ์ทอง","159","77","74","82","175","85","62","103","-10","-10","16","-26"
"10786  :  โรงพยาบาลแสวงหา","51","35","12","20","48","12","5","36","6","66","58","-80"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","176","0","0","0","0","0","1","0","100","0","0","0"
"10788  :  โรงพยาบาลสามโก้","0","0","0","0","0","0","0","0","0","0","0","0"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","388","355","250","300","5","0","0","0","99","100","100","100"
"10691  :  โรงพยาบาลบ้านหมี่","3","0","0","0","0","0","0","0","100","0","0","0"
"10789  :  โรงพยาบาลพัฒนานิคม","0","0","0","0","0","0","1","2","0","0","0","0"
"10790  :  โรงพยาบาลโคกสำโรง","140","9","12","21","43","0","0","0","69","100","100","100"
"10791  :  โรงพยาบาลชัยบาดาล","29","15","9","18","261","136","69","103","-800","-807","-667","-472"
"10792  :  โรงพยาบาลท่าวุ้ง","0","0","0","0","0","0","0","0","0","0","0","0"
"10793  :  โรงพยาบาลท่าหลวง","0","0","0","0","0","0","0","0","0","0","0","0"
"10794  :  โรงพยาบาลสระโบสถ์","12","24","10","0","0","0","0","0","100","100","100","0"
"10795  :  โรงพยาบาลโคกเจริญ","33","26","21","11","42","24","12","22","-27","8","43","-100"
"10796  :  โรงพยาบาลลำสนธิ","13","0","0","0","0","0","0","0","100","0","0","0"
"10797  :  โรงพยาบาลหนองม่วง","82","43","27","54","74","12","0","0","10","72","100","100"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0","0","0","0","0","0","0","0","0","0"
"10692  :  โรงพยาบาลสิงห์บุรี","25","25","26","55","181","141","161","273","-624","-464","-519","-396"
"10693  :  โรงพยาบาลอินทร์บุรี","16","3","2","8","4","5","29","24","75","-67","-1,350","-200"
"10798  :  โรงพยาบาลบางระจัน","0","0","0","0","80","48","9","25","0","0","0","0"
"10799  :  โรงพยาบาลค่ายบางระจัน","40","57","56","50","72","64","26","18","-80","-12","54","64"
"10800  :  โรงพยาบาลพรหมบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"10801  :  โรงพยาบาลท่าช้าง","3","3","5","4","4","6","1","29","-33","-100","80","-625"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","8","153","0","0","271","342","346","225","-3,288","-124","0","0"
"10802  :  โรงพยาบาลมโนรมย์","0","0","0","0","62","76","64","70","0","0","0","0"
"10803  :  โรงพยาบาลวัดสิงห์","94","0","0","0","0","0","0","0","100","0","0","0"
"10804  :  โรงพยาบาลสรรพยา","130","124","107","100","121","116","112","83","7","6","-5","17"
"10805  :  โรงพยาบาลสรรคบุรี","9","4","1","0","0","0","0","0","100","100","100","0"
"10806  :  โรงพยาบาลหันคา","12","0","0","0","16","6","10","12","-33","0","0","0"
"27974  :  โรงพยาบาลหนองมะโมง","8","12","4","1","0","0","1","1","100","100","75","0"
"27975  :  โรงพยาบาลเนินขาม","2","0","0","0","0","0","0","0","100","0","0","0"
"10661  :  โรงพยาบาลสระบุรี","0","0","0","0","1","0","0","1","0","0","0","0"
"10695  :  โรงพยาบาลพระพุทธบาท","138","64","22","77","139","51","36","56","-1","20","-64","27"
"10807  :  โรงพยาบาลแก่งคอย","17","7","13","14","6","5","0","0","65","29","100","100"
"10808  :  โรงพยาบาลหนองแค","1","0","0","0","0","0","0","0","100","0","0","0"
"10809  :  โรงพยาบาลวิหารแดง","0","0","0","0","0","0","0","0","0","0","0","0"
"10810  :  โรงพยาบาลหนองแซง","0","0","0","0","0","0","0","0","0","0","0","0"
"10811  :  โรงพยาบาลบ้านหมอ","0","0","0","0","0","0","0","1","0","0","0","0"
"10812  :  โรงพยาบาลดอนพุด","0","0","0","0","0","0","0","0","0","0","0","0"
"10813  :  โรงพยาบาลหนองโดน","0","0","0","0","0","0","0","0","0","0","0","0"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","0","0","0","0","0","0","0","0","0","0","0","0"
"10815  :  โรงพยาบาลมวกเหล็ก","60","42","35","78","110","71","42","64","-83","-69","-20","18"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","4","2","3","1","2","1","1","9","50","50","67","-800"
"11485  :  โรงพยาบาลค่ายอดิศร","9","0","1","0","1","0","0","0","89","0","100","0"
"10662  :  โรงพยาบาลชลบุรี","0","0","14","0","0","0","0","0","0","0","100","0"
"10817  :  โรงพยาบาลบ้านบึง","99","43","116","59","99","59","71","62","0","-37","39","-5"
"10818  :  โรงพยาบาลหนองใหญ่","0","0","0","0","0","0","1","1","0","0","0","0"
"10819  :  โรงพยาบาลบางละมุง","5","49","42","24","12","29","21","100","-140","41","50","-317"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","1","0","1","2","0","0","1","2","100","0","0","0"
"10821  :  โรงพยาบาลพานทอง","3","0","0","0","55","32","30","67","-1,733","0","0","0"
"10822  :  โรงพยาบาลพนัสนิคม","159","150","148","137","149","157","175","157","6","-5","-18","-15"
"10823  :  โรงพยาบาลแหลมฉบัง","88","0","0","0","16","20","27","43","82","0","0","0"
"10824  :  โรงพยาบาลเกาะสีชัง","0","0","0","0","2","0","4","6","0","0","0","0"
"10825  :  โรงพยาบาลสัตหีบกม10","99","45","32","39","213","54","37","61","-115","-20","-16","-56"
"10826  :  โรงพยาบาลบ่อทอง","1","1","3","3","2","2","6","8","-100","-100","-100","-167"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","0","0","0","0","0","1","2","0","0","0","0","0"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0","0","0","0","0","0","0","0","0","0"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","0","0","0","0","0","0","0","0","0","0","0","0"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0","0","0","0","0","0","0","0","0","0"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0","0","0","0","2","3","0","0","0","0"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","0","0","0","0","0","0","0","46","0","0","0","0"
"28005  :  โรงพยาบาลเมืองพัทยา","0","0","0","0","0","0","0","0","0","0","0","0"
"28006  :  โรงพยาบาลเกาะจันทร์","20","26","18","27","21","2","4","13","-5","92","78","52"
"10663  :  โรงพยาบาลระยอง","112","52","58","81","161","57","46","122","-44","-10","21","-51"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","47","10","0","0","0","0","0","0","100","100","0","0"
"10828  :  โรงพยาบาลบ้านฉาง","44","32","29","20","33","27","19","11","25","16","34","45"
"10829  :  โรงพยาบาลแกลง","62","37","18","27","251","122","57","65","-305","-230","-217","-141"
"10830  :  โรงพยาบาลวังจันทร์","17","1","1","1","22","12","6","12","-29","-1,100","-500","-1,100"
"10831  :  โรงพยาบาลบ้านค่าย","2","0","0","0","119","71","28","42","-5,850","0","0","0"
"10832  :  โรงพยาบาลปลวกแดง","55","13","10","15","83","23","19","13","-51","-77","-90","13"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0","0","0","0","8","0","0","0","0"
"23962  :  โรงพยาบาลนิคมพัฒนา","2","0","0","0","0","0","0","34","100","0","0","0"
"10664  :  โรงพยาบาลพระปกเกล้า","0","0","0","0","0","3","2","5","0","0","0","0"
"10834  :  โรงพยาบาลขลุง","12","5","5","0","0","0","0","0","100","100","100","0"
"10835  :  โรงพยาบาลท่าใหม่","11","0","0","0","0","0","0","0","100","0","0","0"
"10836  :  โรงพยาบาลเขาสุกิม","0","1","0","0","15","7","6","6","0","-600","0","0"
"10837  :  โรงพยาบาลสองพี่น้อง","0","2","0","0","0","0","0","0","0","100","0","0"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","0","0","0","0","0","0","0","0","0","0","0","0"
"10839  :  โรงพยาบาลมะขาม","0","0","0","0","0","0","0","0","0","0","0","0"
"10840  :  โรงพยาบาลแหลมสิงห์","0","0","14","45","3","31","33","40","0","0","-136","11"
"10841  :  โรงพยาบาลสอยดาว","20","0","0","0","0","0","0","0","100","0","0","0"
"10842  :  โรงพยาบาลแก่งหางแมว","0","0","0","0","0","0","0","0","0","0","0","0"
"10843  :  โรงพยาบาลนายายอาม","0","0","0","0","0","0","0","0","0","0","0","0"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","0","0","0","0","0","0","0","0","0","0","0","0"
"10696  :  โรงพยาบาลตราด","125","236","216","233","219","245","250","110","-75","-4","-16","53"
"10845  :  โรงพยาบาลคลองใหญ่","17","0","0","13","0","0","0","0","100","0","0","100"
"10846  :  โรงพยาบาลเขาสมิง","12","6","3","8","6","9","5","5","50","-50","-67","38"
"10847  :  โรงพยาบาลบ่อไร่","0","0","0","0","0","0","0","0","0","0","0","0"
"10848  :  โรงพยาบาลแหลมงอบ","23","29","29","23","26","24","23","30","-13","17","21","-30"
"10849  :  โรงพยาบาลเกาะกูด","0","0","0","0","0","0","0","0","0","0","0","0"
"13816  :  โรงพยาบาลเกาะช้าง","0","0","0","0","0","0","0","0","0","0","0","0"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0","0","0","0","0","0","0","0","0","0"
"10833  :  โรงพยาบาลท่าตะเกียบ","0","0","0","0","0","0","0","0","0","0","0","0"
"10850  :  โรงพยาบาลบางคล้า","91","77","35","42","130","57","28","53","-43","26","20","-26"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0","0","0","0","0","0","0","0","0","0"
"10852  :  โรงพยาบาลบางปะกง","0","0","0","0","0","0","0","0","0","0","0","0"
"10853  :  โรงพยาบาลบ้านโพธิ์","0","0","0","0","0","0","0","0","0","0","0","0"
"10854  :  โรงพยาบาลพนมสารคาม","6","10","29","17","30","15","33","42","-400","-50","-14","-147"
"10855  :  โรงพยาบาลสนามชัยเขต","7","7","6","11","9","12","10","9","-29","-71","-67","18"
"10856  :  โรงพยาบาลแปลงยาว","2","0","0","0","0","0","0","0","100","0","0","0"
"13747  :  โรงพยาบาลราชสาส์น","15","20","17","11","20","11","19","16","-33","45","-12","-45"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0","0","0","0","0","0","0","0","0","0"
