"โรงพยาบาล","ราย","LOS","วัน/ราย","ค่ารักษา","บาท/ราย","AdjRW","CMI","รับ Refer(ราย)","CMI Refer"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"22155  :  โรงพยาบาลครู","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"10685  :  โรงพยาบาลสมุทรปราการ","1,822","21,764","11.95","95,430,807.88","52,376.95","8,058.9017","4.7714","0","0.0000"
"10752  :  โรงพยาบาลบางบ่อ","224","2,844","12.70","11,326,678.00","50,565.53","1,013.9664","4.7604","0","0.0000"
"10753  :  โรงพยาบาลบางพลี","352","5,496","15.61","22,233,175.00","63,162.43","0.0000","0.0000","0","0.0000"
"10754  :  โรงพยาบาลบางจาก","91","1,278","14.04","6,014,526.00","66,093.69","164.4753","3.4266","0","0.0000"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","52","376","7.23","815,588.00","15,684.38","88.3362","1.8028","0","0.0000"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"28785  :  โรงพยาบาลบางเสาธง","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"10686  :  โรงพยาบาลพระนั่งเกล้า","1,873","28,335","15.13","133,624,490.91","71,533.45","8,598.2526","4.6005","343","5.6810"
"10756  :  โรงพยาบาลบางกรวย","114","756","6.63","2,797,018.00","24,535.25","226.2832","1.9849","0","0.0000"
"10757  :  โรงพยาบาลบางใหญ่","80","1,045","13.06","3,993,931.00","49,924.14","206.3948","2.7519","0","0.0000"
"10758  :  โรงพยาบาลบางบัวทอง","64","305","4.77","1,009,734.00","15,777.09","119.8847","1.9336","0","0.0000"
"10759  :  โรงพยาบาลไทรน้อย","76","487","6.41","1,167,261.00","15,358.70","164.9155","2.2286","0","0.0000"
"10760  :  โรงพยาบาลปากเกร็ด","57","431","7.56","1,705,486.00","29,920.81","140.7955","2.5142","1","0.9361"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"28875  :  โรงพยาบาลบางบัวทอง ๒","6","7","1.17","2,381.00","2,381.00","0.0000","0.0000","0","0.0000"
"10687  :  โรงพยาบาลปทุมธานี","1,709","14,905","8.72","87,942,677.00","51,458.56","8,178.0857","4.8305","0","0.0000"
"10761  :  โรงพยาบาลคลองหลวง","56","580","10.36","1,080,872.00","19,301.29","90.0415","1.8759","0","0.0000"
"10762  :  โรงพยาบาลธัญบุรี","158","1,625","10.28","2,146,120.00","13,583.04","202.7132","2.0685","0","0.0000"
"10763  :  โรงพยาบาลประชาธิปัตย์","78","668","8.56","1,395,582.00","17,892.08","115.1239","1.5557","0","0.0000"
"10764  :  โรงพยาบาลหนองเสือ","20","102","5.10","313,457.00","15,672.85","24.7618","1.9048","0","0.0000"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","27","201","7.44","613,643.00","22,727.52","41.7423","1.5460","0","0.0000"
"10766  :  โรงพยาบาลลำลูกกา","60","465","7.75","1,413,253.00","23,554.22","64.4742","2.2232","0","0.0000"
"10767  :  โรงพยาบาลสามโคก","17","104","6.12","302,545.00","17,796.76","10.4332","1.4905","0","0.0000"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","2,159","24,068","11.15","143,184,733.25","66,319.93","6,877.8864","3.5145","1,077","3.7433"
"10688  :  โรงพยาบาลเสนา","531","7,527","14.18","35,191,199.00","66,273.44","2,268.9815","4.3551","0","0.0000"
"10768  :  โรงพยาบาลท่าเรือ","29","343","11.83","679,649.00","23,436.17","49.1872","1.7567","0","0.0000"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","36","391","10.86","799,056.55","22,196.02","54.5649","1.6049","0","0.0000"
"10770  :  โรงพยาบาลบางไทร","16","292","18.25","668,519.00","41,782.44","21.4055","1.5290","0","0.0000"
"10771  :  โรงพยาบาลบางบาล","10","55","5.50","120,429.00","12,042.90","18.0965","2.0107","0","0.0000"
"10772  :  โรงพยาบาลบางปะอิน","31","479","15.45","973,919.00","31,416.74","93.8148","3.2350","0","0.0000"
"10773  :  โรงพยาบาลบางปะหัน","26","179","6.88","411,064.00","15,810.15","41.0366","1.7842","0","0.0000"
"10774  :  โรงพยาบาลผักไห่","18","121","6.72","316,938.00","17,607.67","29.6244","1.6458","0","0.0000"
"10775  :  โรงพยาบาลภาชี","24","227","9.46","510,983.00","21,290.96","36.0660","1.5028","0","0.0000"
"10776  :  โรงพยาบาลลาดบัวหลวง","21","110","5.24","304,477.00","14,498.90","29.0225","1.3820","0","0.0000"
"10777  :  โรงพยาบาลวังน้อย","37","445","12.03","1,359,333.00","36,738.73","76.8085","2.1336","0","0.0000"
"10778  :  โรงพยาบาลบางซ้าย","2","14","7.00","18,616.00","9,308.00","4.5630","2.2815","0","0.0000"
"10779  :  โรงพยาบาลอุทัย","30","437","14.57","770,696.00","25,689.87","32.7363","1.4880","0","0.0000"
"10780  :  โรงพยาบาลมหาราช","24","145","6.04","388,675.00","16,194.79","40.2128","1.6755","0","0.0000"
"10781  :  โรงพยาบาลบ้านแพรก","14","85","6.07","199,974.00","14,283.86","34.6305","2.6639","0","0.0000"
"10689  :  โรงพยาบาลอ่างทอง","998","10,073","10.09","49,836,468.00","49,936.34","4,496.6200","4.6072","544","4.4580"
"10782  :  โรงพยาบาลไชโย","6","68","11.33","110,074.00","18,345.67","15.8663","2.6444","1","6.3777"
"10784  :  โรงพยาบาลป่าโมก","19","185","9.74","341,353.00","17,965.95","19.4642","1.2165","0","0.0000"
"10785  :  โรงพยาบาลโพธิ์ทอง","40","305","7.63","731,394.75","18,284.87","70.7327","2.0804","0","0.0000"
"10786  :  โรงพยาบาลแสวงหา","25","246","9.84","473,093.00","18,923.72","45.1449","1.8058","0","0.0000"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","76","552","7.26","1,128,990.00","14,855.13","126.6050","1.8349","0","0.0000"
"10788  :  โรงพยาบาลสามโก้","20","106","5.30","202,968.00","10,148.40","30.1771","1.6765","0","0.0000"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"10691  :  โรงพยาบาลบ้านหมี่","740","5,689","7.69","22,542,635.00","30,463.02","1,730.1225","3.4811","0","0.0000"
"10789  :  โรงพยาบาลพัฒนานิคม","30","199","6.63","144,178.50","4,971.67","62.1649","2.0722","0","0.0000"
"10790  :  โรงพยาบาลโคกสำโรง","107","1,468","13.72","5,663,371.00","52,928.70","366.2785","4.4668","0","0.0000"
"10791  :  โรงพยาบาลชัยบาดาล","202","2,234","11.06","8,343,046.00","41,302.21","713.3205","3.9410","0","0.0000"
"10792  :  โรงพยาบาลท่าวุ้ง","39","285","7.31","660,935.00","16,947.05","46.4610","1.6593","0","0.0000"
"10793  :  โรงพยาบาลท่าหลวง","25","128","5.12","325,156.00","13,006.24","44.3760","2.0171","0","0.0000"
"10794  :  โรงพยาบาลสระโบสถ์","19","83","4.37","304,062.00","16,003.26","34.0582","1.8921","0","0.0000"
"10795  :  โรงพยาบาลโคกเจริญ","13","46","3.54","104,190.00","8,014.62","22.2081","1.7083","0","0.0000"
"10796  :  โรงพยาบาลลำสนธิ","8","95","11.88","231,513.00","28,939.13","6.3478","1.0580","0","0.0000"
"10797  :  โรงพยาบาลหนองม่วง","19","117","6.16","187,247.00","9,855.11","30.5773","1.9111","0","0.0000"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"10692  :  โรงพยาบาลสิงห์บุรี","638","7,040","11.03","35,634,397.00","55,853.29","2,827.5002","4.5096","92","5.6582"
"10693  :  โรงพยาบาลอินทร์บุรี","262","2,726","10.40","11,906,973.15","45,446.46","1,032.0301","3.9390","4","3.2672"
"10798  :  โรงพยาบาลบางระจัน","28","213","7.61","524,594.00","18,735.50","49.0210","1.7508","0","0.0000"
"10799  :  โรงพยาบาลค่ายบางระจัน","18","161","8.94","287,615.00","15,978.61","22.0553","1.2974","0","0.0000"
"10800  :  โรงพยาบาลพรหมบุรี","5","24","4.80","50,960.00","10,192.00","5.4005","1.0801","0","0.0000"
"10801  :  โรงพยาบาลท่าช้าง","22","192","8.73","320,046.00","14,547.55","24.2317","1.4254","0","0.0000"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","1,192","7,615","6.39","39,073,490.50","32,779.77","4,514.2565","3.7935","601","3.7002"
"10802  :  โรงพยาบาลมโนรมย์","14","25","1.79","54,013.00","3,858.07","19.7453","1.4104","0","0.0000"
"10803  :  โรงพยาบาลวัดสิงห์","24","144","6.00","306,032.00","12,751.33","40.8332","1.7014","0","0.0000"
"10804  :  โรงพยาบาลสรรพยา","18","85","4.72","141,160.50","7,842.25","28.7559","1.6915","0","0.0000"
"10805  :  โรงพยาบาลสรรคบุรี","29","160","5.52","449,157.00","15,488.17","40.1947","1.6078","0","0.0000"
"10806  :  โรงพยาบาลหันคา","22","84","3.82","66,845,443.00","3,038,429.23","45.2032","2.2602","0","0.0000"
"27974  :  โรงพยาบาลหนองมะโมง","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"10661  :  โรงพยาบาลสระบุรี","2,163","25,313","11.70","164,473,881.00","76,074.88","11,564.2091","5.5785","2,163","5.5785"
"10695  :  โรงพยาบาลพระพุทธบาท","750","13,679","18.24","13,889,606.00","55,117.48","3,001.5227","4.4270","87","4.2690"
"10807  :  โรงพยาบาลแก่งคอย","22","253","11.50","664,429.00","30,201.32","22.5654","2.0514","0","0.0000"
"10808  :  โรงพยาบาลหนองแค","26","129","4.96","251,942.00","9,690.08","25.7275","1.2864","0","0.0000"
"10809  :  โรงพยาบาลวิหารแดง","28","190","6.79","351,984.00","12,570.86","35.0814","1.4033","0","0.0000"
"10810  :  โรงพยาบาลหนองแซง","13","109","8.38","204,835.00","15,756.54","13.7793","1.5310","0","0.0000"
"10811  :  โรงพยาบาลบ้านหมอ","14","96","6.86","217,456.00","15,532.57","19.3376","1.9338","0","0.0000"
"10812  :  โรงพยาบาลดอนพุด","12","226","18.83","377,339.00","31,444.92","14.8240","1.4824","0","0.0000"
"10813  :  โรงพยาบาลหนองโดน","12","34","2.83","75,571.00","6,297.58","12.5367","1.0447","0","0.0000"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","19","169","8.89","325,891.00","17,152.16","35.4310","1.8648","0","0.0000"
"10815  :  โรงพยาบาลมวกเหล็ก","15","120","8.00","231,247.00","15,416.47","20.0850","1.3390","0","0.0000"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","11","65","5.91","106,534.00","9,684.91","0.0000","0.0000","0","0.0000"
"11485  :  โรงพยาบาลค่ายอดิศร","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"10662  :  โรงพยาบาลชลบุรี","3,060","25,979","8.49","106,566,173.00","35,522.06","0.0000","0.0000","2","0.0000"
"10817  :  โรงพยาบาลบ้านบึง","158","982","6.22","4,514,550.50","28,573.10","437.1738","3.3119","0","0.0000"
"10818  :  โรงพยาบาลหนองใหญ่","17","93","5.47","138,846.00","8,167.41","42.3903","3.0279","0","0.0000"
"10819  :  โรงพยาบาลบางละมุง","291","2,233","7.67","9,209.00","9,209.00","734.6555","2.9743","0","0.0000"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","20","70","3.50","199,665.00","9,983.25","30.7410","1.6179","0","0.0000"
"10821  :  โรงพยาบาลพานทอง","78","581","7.45","928,721.00","11,906.68","107.6497","1.5379","0","0.0000"
"10822  :  โรงพยาบาลพนัสนิคม","161","2,665","16.55","7,214,082.00","44,807.96","389.0172","2.5098","3","2.3639"
"10823  :  โรงพยาบาลแหลมฉบัง","114","1,285","11.27","3,754,516.00","32,934.35","242.1777","2.6613","0","0.0000"
"10824  :  โรงพยาบาลเกาะสีชัง","2","34","17.00","37,821.00","18,910.50","1.6032","0.8016","0","0.0000"
"10825  :  โรงพยาบาลสัตหีบกม10","172","1,476","8.58","2,769,106.30","16,099.46","264.1134","1.7150","0","0.0000"
"10826  :  โรงพยาบาลบ่อทอง","33","298","9.03","536,412.00","16,254.91","37.5763","1.2121","0","0.0000"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"28005  :  โรงพยาบาลเมืองพัทยา","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"28006  :  โรงพยาบาลเกาะจันทร์","32","154","4.81","373,846.00","11,682.69","66.7958","2.0874","0","0.0000"
