"ชื่อกลุ่ม","ราย","LOS","วัน/ราย","ค่ารักษา","บาท/ราย","AdjRW","CMI","รับ Refer(ราย)","CMI Refer"
"01572 Nonspecific cerebrovascular disorders, w mod CC","12","43","3.58","182,151.75","15,179.31","14.6435","1.2203","2","0.8840"
"01573 Nonspecific cerebrovascular disorders, w severe CC","107","541","5.06","2,116,087.33","20,153.21","159.8729","1.4941","23","1.5886"
"01574 Nonspecific cerebrovascular disorders, w catas CC","95","1,084","11.41","4,056,493.23","45,072.15","372.9308","3.9256","23","3.9096"
"01581 Cranial and peripheral nerve disorders, w mild CC","1","10","10.00","15,531.00","15,531.00","0.7597","0.7597","1","0.7597"
"01582 Cranial and peripheral nerve disorders, w mod CC","1","4","4.00","66,477.00","66,477.00","1.0027","1.0027","1","1.0027"
"01583 Cranial and peripheral nerve disorders, w severe CC","6","16","2.67","139,335.00","23,222.50","8.4591","1.4098","2","1.3956"
"01584 Cranial and peripheral nerve disorders, w catas CC","3","25","8.33","109,261.00","36,420.33","6.5559","2.1853","0","0.0000"
"01590 Nervous syst infection exc viral meningitis, not transferred, no CC","26","92","3.54","462,266.00","20,098.52","26.1763","1.0068","4","1.0560"
"01591 Nervous syst infection exc viral meningitis, not transferred, w mild CC","40","208","5.20","1,195,421.01","31,458.45","77.5022","1.9376","19","1.8711"
"01592 Nervous syst infection exc viral meningitis, not transferred, w mod CC","48","395","8.23","1,852,729.32","39,419.77","134.3574","2.7991","14","2.5605"
"01593 Nervous syst infection exc viral meningitis, not transferred, w severe CC","162","1,334","8.23","7,138,921.88","46,966.59","558.7881","3.4493","57","3.3745"
"01594 Nervous syst infection exc viral meningitis, not transferred, w catas CC","334","4,360","13.05","25,733,062.22","79,916.34","1,922.8428","5.7570","94","5.7262"
"01603 Viral meningitis, w severe CC","3","20","6.67","164,201.00","54,733.67","9.8895","3.2965","1","3.2965"
"01604 Viral meningitis, w catas CC","5","127","25.40","630,063.50","126,012.70","26.7072","5.3414","1","5.2845"
"01610 Nontraumatic stupor and coma, no CC","34","286","8.41","1,105,986.75","32,529.02","16.7947","0.4940","5","0.5486"
"01611 Nontraumatic stupor and coma, w mild CC","8","29","3.63","106,590.00","13,323.75","4.7644","0.5956","1","1.0261"
"01612 Nontraumatic stupor and coma, w mod CC","15","55","3.67","255,879.25","17,058.62","16.4202","1.0947","3","0.6384"
"01613 Nontraumatic stupor and coma, w severe CC","24","119","4.96","688,302.30","28,679.26","22.2621","0.9276","4","0.9032"
"01614 Nontraumatic stupor and coma, w catas CC","31","198","6.39","1,169,202.13","37,716.20","85.9636","2.7730","7","2.7434"
"01621 Febrile convulsions, w mild CC","2","3","1.50","23,706.50","11,853.25","1.1426","0.5713","1","0.5982"
"01630 Seizure disorders, no CC","26","109","4.19","550,825.25","21,185.59","10.4221","0.4008","6","0.4204"
"01631 Seizure disorders, w mild CC","26","153","5.88","748,827.09","31,201.13","20.5660","0.7910","8","0.8016"
"01632 Seizure disorders, w mod CC","17","128","7.53","525,169.69","30,892.33","22.0058","1.2945","2","0.6324"
"01633 Seizure disorders, w severe CC","90","567","6.30","3,030,045.76","36,071.97","108.7380","1.2082","19","1.1354"
"01634 Seizure disorders, w catas CC","177","2,191","12.38","11,112,601.51","65,755.04","755.9397","4.2708","44","4.1661"
"01640 Headache, no CC","2","5","2.50","36,001.00","18,000.50","0.4888","0.2444","1","0.2444"
"01643 Headache, w severe CC","1","2","2.00","2,248.00","2,248.00","0.6537","0.6537","0","0.0000"
"01644 Headache, w catas CC","4","38","9.50","251,968.75","62,992.19","3.0524","0.7631","0","0.0000"
"01650 Intracranial injury, no CC","495","1,135","2.29","8,708,446.47","19,181.60","531.1046","1.0729","176","1.0634"
"01651 Intracranial injury, w mild CC","202","504","2.50","4,058,726.35","21,361.72","391.2623","1.9369","71","1.9302"
"01652 Intracranial injury, w mod CC","124","350","2.82","2,778,523.95","23,748.07","305.6184","2.4647","52","2.4767"
"01653 Intracranial injury, w severe CC","509","2,143","4.21","14,802,454.19","31,163.06","1,800.7647","3.5378","207","3.4737"
"01654 Intracranial injury, w catas CC","207","1,528","7.38","11,042,870.84","54,939.66","1,051.1256","5.0779","85","5.0369"
"01660 Skull fractures, no CC","13","29","2.23","284,099.86","21,853.84","9.2855","0.7143","4","0.6732"
"01661 Skull fractures, w mild CC","4","4","1.00","99,761.00","24,940.25","5.6818","1.4205","1","1.7894"
"01662 Skull fractures, w mod CC","10","18","1.80","174,111.25","19,345.69","21.8917","2.1892","5","2.2651"
"01663 Skull fractures, w severe CC","7","9","1.29","95,521.50","15,920.25","15.5100","2.2157","0","0.0000"
"01664 Skull fractures, w catas CC","11","46","4.18","393,441.25","39,344.13","53.7458","4.8860","4","4.8176"
"01670 Other head injury, no CC","21","48","2.29","266,607.03","14,031.95","6.3265","0.3013","5","0.3035"
"01671 Other head injury, w mild CC","4","8","2.00","38,885.50","12,961.83","2.2536","0.5634","1","0.5009"
"01672 Other head injury, w mod CC","12","25","2.08","214,577.25","19,507.02","11.3512","0.9459","7","0.7885"
"01673 Other head injury, w severe CC","16","60","3.75","494,880.94","30,930.06","26.0493","1.6281","12","1.6101"
"01674 Other head injury, w catas CC","17","134","7.88","570,370.06","35,648.13","62.6534","3.6855","6","3.6382"
"01680 Other disorders of nervous system, no CC","14","41","2.93","221,610.50","17,046.96","4.9188","0.3513","5","0.3632"
"01681 Other disorders of nervous system, w mild CC","14","106","7.57","489,811.66","37,677.82","17.0925","1.2209","3","1.1898"
"01682 Other disorders of nervous system, w mod CC","10","65","6.50","274,510.00","27,451.00","11.7653","1.1765","3","0.9389"
"01683 Other disorders of nervous system, w severe CC","66","664","10.06","3,478,954.45","54,358.66","145.7759","2.2087","19","1.8656"
"01684 Other disorders of nervous system, w catas CC","80","889","11.11","4,341,435.26","54,954.88","236.3576","2.9545","23","2.9363"
"01693 Guillain-Barre syndrome, w severe CC","3","67","22.33","307,798.25","102,599.42","28.7594","9.5865","0","0.0000"
"01694 Guillain-Barre syndrome, w catas CC","8","77","9.63","615,925.50","76,990.69","87.4765","10.9346","3","10.7544"
"01720 Nervous system neoplasms with radiotherpy, no CC","1","7","7.00","23,804.00","23,804.00","2.7188","2.7188","0","0.0000"
"01722 Nervous system neoplasms with radiotherpy, w mod CC","1","30","30.00","114,290.00","114,290.00","5.0632","5.0632","0","0.0000"
"01724 Nervous system neoplasms with radiotherpy, w catas CC","1","8","8.00","16,362.00","16,362.00","8.3942","8.3942","0","0.0000"
"01730 Nervous system neoplasms with diag proc, no CC","28","130","4.64","544,198.55","20,155.50","44.1288","1.5760","10","1.5654"
"01732 Nervous system neoplasms with diag proc, w mild to mod CC","20","148","7.40","530,788.44","27,936.23","41.8836","2.0942","8","2.4246"
"01733 Nervous system neoplasms with diag proc, w severe CC","32","195","6.09","719,704.61","23,216.28","69.5792","2.1743","9","1.8495"
"01734 Nervous system neoplasms with diag proc, w catas CC","71","996","14.03","4,956,621.92","71,835.10","336.1571","4.7346","19","4.7841"
"01743 NS neoplasms with blood transfusion, w mild to sev CC","3","80","26.67","327,723.00","109,241.00","6.5484","2.1828","1","2.0845"
"01744 NS neoplasms with blood transfusion, w catas CC","9","446","49.56","1,781,302.28","197,922.48","40.3450","4.4828","2","4.1702"
"01750 Specific cerebrovascular disorders exc TIA, transferred, no CC","1","5","5.00","7,351.50","7,351.50","0.8459","0.8459","0","0.0000"
"01753 Specific cerebrovascular disorders exc TIA, transferred, w severe CC","1","1","1.00","13,624.00","13,624.00","1.6098","1.6098","1","1.6098"
"02014 Retinal procedures, w catas CC","1","8","8.00","44,371.00","44,371.00","5.0470","5.0470","0","0.0000"
"02024 Enucleation and orbital procedures, w catas CC","1","4","4.00","39,503.30","39,503.30","5.5358","5.5358","0","0.0000"
"02060 Major lens procedures, no CC","3","20","6.67","248,693.00","82,897.67","4.0708","1.3569","1","1.3770"
"02063 Major lens procedures, w severe CC","1","5","5.00","35,998.00","35,998.00","1.6961","1.6961","0","0.0000"
"02083 Other eye  procedures, w severe CC","1","1","1.00","19,153.00","19,153.00","1.7081","1.7081","0","0.0000"
"02114 Multiple major lens procedures, w sev to cat CC","1","7","7.00","126,450.00","126,450.00","2.6200","2.6200","0","0.0000"
"02149 Trach for eye diseases w mech vent 96+ hr, w or wo CC","1","32","32.00","478,370.00","478,370.00","28.3490","28.3490","0","0.0000"
"02159 Trach for eye diseases, w or wo CC","1","64","64.00","254,980.00","254,980.00","26.3253","26.3253","0","0.0000"
"02504 Hyphema and medically managed trauma, w sev to cat CC","3","34","11.33","127,424.00","42,474.67","2.7751","0.9250","1","0.8903"
"02513 Acute and major eye infections age > 54, w severe CC","3","46","15.33","142,344.11","47,448.04","5.2430","1.7477","2","1.7418"
"02514 Acute and major eye infections age > 54, w catas CC","1","7","7.00","87,406.00","87,406.00","4.2535","4.2535","0","0.0000"
"02520 Acute and major eye infections age < 55, no CC","1","1","1.00","6,740.00","6,740.00","0.6405","0.6405","0","0.0000"
"02522 Acute and major eye infections age < 55, w mild to mod CC","1","1","1.00","0.00","0.00","0.7540","0.7540","0","0.0000"
"02524 Acute and major eye infections age < 55, w sev to cat CC","2","9","4.50","32,009.00","32,009.00","3.6788","1.8394","0","0.0000"
"02540 Other disorders of the eye, no CC","1","2","2.00","4,537.00","4,537.00","0.3824","0.3824","0","0.0000"
"02542 Other disorders of the eye, w mod CC","1","3","3.00","18,667.00","18,667.00","0.8966","0.8966","0","0.0000"
"02543 Other disorders of the eye, w severe CC","3","12","4.00","56,752.00","18,917.33","3.6282","1.2094","1","1.2383"
"02552 Malignant neoplasm of the eye, w mod CC","1","9","9.00","0.00","0.00","1.8984","1.8984","0","0.0000"
"02553 Malignant neoplasm of the eye, w severe CC","1","4","4.00","5,077.00","5,077.00","3.0398","3.0398","0","0.0000"
"02554 Malignant neoplasm of the eye, w catas CC","1","1","1.00","6,845.00","6,845.00","5.5769","5.5769","0","0.0000"
"03034 Maxillo surgery, w catas CC","1","6","6.00","56,046.00","56,046.00","5.0117","5.0117","1","5.0117"
"03064 Mouth procedures, w catas CC","1","29","29.00","63,404.25","63,404.25","4.8948","4.8948","0","0.0000"
"03100 Other ear, nose, mouth & throat procedures, no CC","3","31","10.33","93,931.75","31,310.58","4.6324","1.5441","1","1.2108"
"03102 Other ear, nose, mouth & throat procedures, w mild to mod CC","3","80","26.67","225,759.45","75,253.15","14.4724","4.8241","0","0.0000"
"03103 Other ear, nose, mouth & throat procedures, w severe CC","7","72","10.29","252,066.00","36,009.43","19.6810","2.8116","0","0.0000"
"03104 Other ear, nose, mouth & throat procedures, w catas CC","10","207","20.70","822,911.88","82,291.19","37.4063","3.7406","1","3.7407"
"03143 Minor head and neck procedures, w severe CC","4","25","6.25","215,501.80","53,875.45","17.8406","4.4601","1","3.3863"
"03144 Minor head and neck procedures, w catas CC","9","56","6.22","567,074.00","63,008.22","52.5879","5.8431","8","5.8431"
"03164 Major sinus procedures, w catas CC","2","72","36.00","213,203.25","106,601.63","14.8215","7.4108","0","0.0000"
"03189 Trach for ENT diseases w mech vent 96+ hr, w or wo CC","1","57","57.00","161,917.00","161,917.00","23.3260","23.3260","0","0.0000"
"03214 Major head and neck proc w reconstruction, w catas CC","1","45","45.00","0.00","0.00","11.8451","11.8451","1","11.8451"
"03220 Trach w other proc for upper airway obstruction, no CC","1","70","70.00","266,518.00","266,518.00","5.2401","5.2401","0","0.0000"
"03222 Trach w other proc for upper airway obstruction, w mild to mod CC","1","12","12.00","56,058.75","56,058.75","7.5200","7.5200","0","0.0000"
"03223 Trach w other proc for upper airway obstruction, w severe CC","2","21","10.50","129,019.04","64,509.52","18.1259","9.0630","1","9.0600"
"03224 Trach w other proc for upper airway obstruction, w catas CC","15","473","31.53","2,030,339.86","145,024.28","205.2075","13.6805","5","13.6805"
"03230 Trach for upper airway obstruction, no CC","1","16","16.00","46,548.00","46,548.00","2.0838","2.0838","0","0.0000"
"03232 Trach for upper airway obstruction, w mild to mod CC","1","11","11.00","40,476.75","40,476.75","3.3753","3.3753","0","0.0000"
"03233 Trach for upper airway obstruction, w severe CC","4","46","11.50","120,841.50","30,210.38","23.0301","5.7575","0","0.0000"
"03234 Trach for upper airway obstruction, w catas CC","14","483","34.50","2,036,893.69","156,684.13","98.5028","7.0359","4","7.0677"
"03500 Ear, nose, mouth and throat malignancy, no CC","116","590","5.09","1,231,079.95","10,894.51","80.8437","0.6969","5","0.8385"
"03501 Ear, nose, mouth and throat malignancy, w mild CC","42","379","9.02","783,119.74","21,165.40","34.2066","0.8144","1","1.4720"
"03502 Ear, nose, mouth and throat malignancy, w mod CC","21","118","5.62","293,600.00","13,980.95","21.5134","1.0244","1","0.8706"
"03503 Ear, nose, mouth and throat malignancy, w severe CC","130","785","6.04","1,936,665.64","15,745.25","168.8821","1.2991","16","1.2400"
"03504 Ear, nose, mouth and throat malignancy, w catas CC","95","910","9.58","2,787,017.03","30,966.86","206.8633","2.1775","14","2.1676"
"03510 Dysequilibrium, no CC","3","28","9.33","111,411.00","37,137.00","0.6275","0.2092","0","0.0000"
"03513 Dysequilibrium, w severe CC","4","5","1.25","9,946.00","3,315.33","1.5228","0.3807","0","0.0000"
"03514 Dysequilibrium, w catas CC","3","52","17.33","313,708.54","104,569.51","3.3690","1.1230","0","0.0000"
"03521 Epistaxis, w mild CC","2","27","13.50","114,604.00","57,302.00","1.7204","0.8602","0","0.0000"
"03522 Epistaxis, w mod CC","2","18","9.00","58,443.00","29,221.50","2.0430","1.0215","1","0.6945"
"03523 Epistaxis, w severe CC","4","37","9.25","102,070.75","25,517.69","9.7267","2.4317","0","0.0000"
"03524 Epistaxis, w catas CC","2","16","8.00","75,528.00","37,764.00","12.6060","6.3030","1","6.3030"
"03530 Otitis media and URI, no CC","2","16","8.00","46,214.00","23,107.00","0.5466","0.2733","0","0.0000"
"03531 Otitis media and URI, w mild CC","2","11","5.50","21,093.00","10,546.50","0.7093","0.3546","0","0.0000"
"03532 Otitis media and URI, w mod CC","1","3","3.00","6,844.00","6,844.00","0.4071","0.4071","0","0.0000"
"03533 Otitis media and URI, w severe CC","5","34","6.80","117,805.75","23,561.15","2.8295","0.5659","0","0.0000"
"03534 Otitis media and URI, w catas CC","15","201","13.40","666,587.50","44,439.17","14.8206","0.9880","1","0.9409"
"03540 Epiglottitis and cellulitis of face & neck, no CC","1","1","1.00","4,020.00","4,020.00","0.5098","0.5098","0","0.0000"
"03542 Epiglottitis and cellulitis of face & neck, w mod CC","1","4","4.00","7,945.00","7,945.00","0.8035","0.8035","0","0.0000"
"03543 Epiglottitis and cellulitis of face & neck, w severe CC","2","9","4.50","30,069.50","15,034.75","3.2059","1.6029","0","0.0000"
"03544 Epiglottitis and cellulitis of face & neck, w catas CC","8","104","13.00","558,323.87","69,790.48","31.1073","3.8884","1","3.8752"
"03554 Nasal trauma and deformity, w sev to cat CC","2","15","7.50","53,750.00","26,875.00","3.1408","1.5704","0","0.0000"
"03560 Other ear, nose, mouth and throat diagnoses, no CC","1","2","2.00","3,220.00","3,220.00","0.6453","0.6453","0","0.0000"
"03561 Other ear, nose, mouth and throat diagnoses, w mild CC","2","2","1.00","1,756.00","1,756.00","1.6666","0.8333","1","0.8333"
"03562 Other ear, nose, mouth and throat diagnoses, w mod CC","2","2","1.00","13,451.50","13,451.50","1.9548","0.9774","1","0.9774"
"03563 Other ear, nose, mouth and throat diagnoses, w severe CC","8","31","3.88","150,855.00","25,142.50","15.4755","1.9344","4","1.9171"
"03564 Other ear, nose, mouth and throat diagnoses, w catas CC","15","129","8.60","479,077.01","43,552.46","61.2903","4.0860","9","4.0591"
"03570 Dental & oral disorders, no CC","1","1","1.00","3,856.50","3,856.50","0.4533","0.4533","1","0.4533"
"03572 Dental & oral disorders, w mod CC","6","36","6.00","91,596.50","15,266.08","7.9058","1.3176","0","0.0000"
"03573 Dental & oral disorders, w severe CC","6","46","7.67","260,256.40","52,051.28","6.6753","1.1126","2","1.1171"
"03574 Dental & oral disorders, w catas CC","7","29","4.14","181,697.00","30,282.83","16.3352","2.3336","3","2.2834"
"03594 ENT & mouth malignancy with chemotherapy, w catas CC","3","42","14.00","200,786.34","66,928.78","15.6582","5.2194","1","5.2194"
"03600 ENT & mouth malignancy with radiotherapy, no CC","1","13","13.00","49,668.00","49,668.00","3.8146","3.8146","0","0.0000"
"03601 ENT & mouth malignancy with radiotherapy, w mild CC","4","24","6.00","70,047.00","17,511.75","17.6563","4.4141","2","4.7475"
"03604 ENT & mouth malignancy with radiotherapy, w catas CC","1","21","21.00","27,787.00","27,787.00","7.3112","7.3112","0","0.0000"
"03610 ENT & mouth malignancy with diagnostic proc, no CC","3","45","15.00","113,430.00","56,715.00","3.7499","1.2500","1","1.0362"
"03612 ENT & mouth malignancy with diagnostic proc, w mild to mod CC","2","6","3.00","64,689.00","64,689.00","7.3671","3.6836","2","3.6836"
"03613 ENT & mouth malignancy with diagnostic proc, w severe CC","7","59","8.43","279,446.00","39,920.86","16.1994","2.3142","2","2.3142"
"03614 ENT & mouth malignancy with diagnostic proc, w catas CC","19","346","18.21","1,191,022.43","66,167.91","95.7688","5.0405","4","4.9492"
"03620 ENT & mouth malignancy with blood transfusion, no CC","7","36","5.14","74,199.50","10,599.93","7.4863","1.0695","1","1.3078"
"03622 ENT & mouth malignancy with blood transfusion, w mild to mod CC","28","296","10.57","768,474.69","28,462.03","54.8894","1.9603","2","1.7921"
"03623 ENT & mouth malignancy with blood transfusion, w severe CC","36","441","12.25","1,130,566.09","32,301.89","77.4482","2.1513","5","2.1327"
"03624 ENT & mouth malignancy with blood transfusion, w catas CC","52","670","12.88","2,270,066.85","45,401.34","234.7561","4.5145","4","4.5477"
"04012 Major chest procedures, w mild to mod CC","8","167","20.88","1,733,399.00","216,674.88","70.1958","8.7745","3","7.7538"
"04013 Major chest procedures, w severe CC","3","39","13.00","147,373.25","49,124.42","24.9711","8.3237","0","0.0000"
"04014 Major chest procedures, w catas CC","27","541","20.04","3,986,814.00","153,339.00","249.1959","9.2295","11","9.2046"
"04020 Other resp system procedures, no CC","7","246","35.14","883,527.00","147,254.50","16.1512","2.3073","0","0.0000"
"04022 Other resp system procedures, w mild to mod CC","15","268","17.87","2,358,665.85","157,244.39","96.5671","6.4378","3","6.4485"
"04023 Other resp system procedures, w severe CC","19","437","23.00","2,062,102.33","114,561.24","87.1256","4.5856","5","4.6032"
"04024 Other resp system procedures, w catas CC","177","4,821","27.24","21,122,872.89","122,807.40","1,129.4456","6.3810","48","6.3710"
"04030 Ventilator support, no CC","568","2,435","4.29","14,769,742.94","27,402.12","1,393.0575","2.4526","234","2.4326"
"04031 Ventilator support, w mild CC","434","2,978","6.86","17,806,553.69","42,497.74","1,500.1565","3.4566","152","3.4216"
"04032 Ventilator support, w mod CC","728","8,190","11.25","48,045,041.22","68,052.47","4,087.4200","5.6146","215","5.3833"
