"ชื่อกลุ่ม","ราย","LOS","วัน/ราย","ค่ารักษา","บาท/ราย","AdjRW","CMI","รับ Refer(ราย)","CMI Refer"
"01543 Multiple sclerosis and cerebellar ataxia, w severe CC","1","84","84.00","286,035.00","286,035.00","4.7442","4.7442","0","0.0000"
"01544 Multiple sclerosis and cerebellar ataxia, w catas CC","5","177","35.40","984,219.00","196,843.80","27.4104","5.4821","2","5.4136"
"01550 Specific cerebrovascular disorders exc TIA, not transferred, no CC","2,311","6,340","2.74","46,715,653.66","20,337.68","2,538.0354","1.0982","794","1.0910"
"01551 Specific cerebrovascular disorders exc TIA, not transferred, w mild CC","1,753","7,420","4.23","53,858,921.70","30,829.38","3,590.0419","2.0491","624","2.0350"
"01552 Specific cerebrovascular disorders exc TIA, not transferred, w mod CC","704","3,986","5.66","25,773,086.93","36,818.70","1,718.1351","2.4405","214","2.3655"
"01553 Specific cerebrovascular disorders exc TIA, not transferred, w severe CC","1,934","10,999","5.69","73,304,697.59","38,060.59","5,045.7812","2.6090","636","2.5447"
"01554 Specific cerebrovascular disorders exc TIA, not transferred, w catas CC","1,709","22,027","12.89","131,246,935.05","77,113.36","9,986.4795","5.8435","512","5.8247"
"01560 TIA and precerebral occlusions, no CC","20","222","11.10","1,769,775.65","88,488.78","13.1510","0.6576","9","0.6282"
"01561 TIA and precerebral occlusions, w mild CC","9","31","3.44","132,240.80","14,693.42","16.2353","1.8039","3","1.5560"
"01562 TIA and precerebral occlusions, w mod CC","14","193","13.79","1,025,245.79","73,231.84","58.8204","4.2015","6","4.3166"
"01563 TIA and precerebral occlusions, w severe CC","5","54","10.80","340,082.25","68,016.45","6.7440","1.3488","3","1.3702"
"01564 TIA and precerebral occlusions, w catas CC","6","66","11.00","1,086,768.25","181,128.04","21.6482","3.6080","3","3.6201"
"01570 Nonspecific cerebrovascular disorders, no CC","149","634","4.26","3,364,237.26","22,731.33","95.7328","0.6425","29","0.6487"
"01571 Nonspecific cerebrovascular disorders, w mild CC","108","580","5.37","2,915,859.60","27,251.02","138.4818","1.2822","15","1.2792"
"01572 Nonspecific cerebrovascular disorders, w mod CC","34","207","6.09","1,077,816.20","31,700.48","68.4055","2.0119","7","2.1191"
"01573 Nonspecific cerebrovascular disorders, w severe CC","118","938","7.95","4,578,835.68","39,135.35","312.8197","2.6510","29","3.4114"
"01574 Nonspecific cerebrovascular disorders, w catas CC","82","870","10.61","4,617,010.59","57,000.13","319.9980","3.9024","25","3.8809"
"01580 Cranial and peripheral nerve disorders, no CC","3","12","4.00","63,022.00","21,007.33","2.1194","0.7065","0","0.0000"
"01582 Cranial and peripheral nerve disorders, w mod CC","4","15","3.75","192,671.00","48,167.75","16.1639","4.0410","3","3.8801"
"01584 Cranial and peripheral nerve disorders, w catas CC","2","24","12.00","302,096.00","151,048.00","4.3706","2.1853","0","0.0000"
"01590 Nervous syst infection exc viral meningitis, not transferred, no CC","40","290","7.25","1,426,539.49","35,663.49","55.4964","1.3874","8","1.1502"
"01591 Nervous syst infection exc viral meningitis, not transferred, w mild CC","110","706","6.42","4,055,535.94","36,868.51","258.8899","2.3535","28","2.3854"
"01592 Nervous syst infection exc viral meningitis, not transferred, w mod CC","126","1,469","11.66","9,199,583.77","73,596.67","540.1279","4.2867","33","4.2165"
"01593 Nervous syst infection exc viral meningitis, not transferred, w severe CC","201","2,469","12.28","17,845,692.07","90,587.27","939.1977","4.6726","77","5.0794"
"01594 Nervous syst infection exc viral meningitis, not transferred, w catas CC","229","2,805","12.25","21,263,816.23","93,262.35","1,319.2312","5.7608","72","5.7491"
"01600 Viral meningitis, no CC","1","28","28.00","206,855.50","206,855.50","2.8583","2.8583","0","0.0000"
"01601 Viral meningitis, w mild CC","5","61","12.20","468,393.13","93,678.63","21.4905","4.2981","2","4.2981"
"01603 Viral meningitis, w severe CC","1","5","5.00","20,894.00","20,894.00","3.2965","3.2965","0","0.0000"
"01604 Viral meningitis, w catas CC","1","16","16.00","80,214.50","80,214.50","5.2845","5.2845","1","5.2845"
"01610 Nontraumatic stupor and coma, no CC","124","489","3.94","2,846,348.85","23,141.05","63.0650","0.5086","6","0.5432"
"01611 Nontraumatic stupor and coma, w mild CC","41","146","3.56","650,527.35","15,866.52","40.3476","0.9841","3","0.9338"
"01612 Nontraumatic stupor and coma, w mod CC","31","109","3.52","830,949.20","26,804.81","53.0126","1.7101","3","2.9165"
"01613 Nontraumatic stupor and coma, w severe CC","28","168","6.00","593,905.31","21,210.90","26.1122","0.9326","4","0.9199"
"01614 Nontraumatic stupor and coma, w catas CC","16","73","4.56","739,252.38","46,203.27","44.6338","2.7896","5","2.7545"
"01621 Febrile convulsions, w mild CC","1","3","3.00","14,271.00","14,271.00","0.5982","0.5982","0","0.0000"
"01630 Seizure disorders, no CC","57","277","4.86","2,315,124.70","40,616.22","29.4966","0.5175","16","0.5153"
"01631 Seizure disorders, w mild CC","78","400","5.13","2,464,615.89","31,597.64","98.1638","1.2585","14","1.2788"
"01632 Seizure disorders, w mod CC","46","230","5.00","1,682,963.35","36,586.16","76.8825","1.6714","9","1.5603"
"01633 Seizure disorders, w severe CC","117","891","7.62","6,028,993.43","52,426.03","235.0141","2.0087","34","2.2185"
"01634 Seizure disorders, w catas CC","215","3,408","15.85","23,639,668.30","109,951.95","1,114.6091","5.1842","56","5.2528"
"01640 Headache, no CC","5","68","13.60","677,543.30","135,508.66","1.3774","0.2755","1","0.2444"
"01642 Headache, w mod CC","1","2","2.00","5,528.50","5,528.50","0.8551","0.8551","0","0.0000"
"01643 Headache, w severe CC","1","2","2.00","8,455.05","8,455.05","0.6537","0.6537","0","0.0000"
"01650 Intracranial injury, no CC","700","1,435","2.05","16,404,249.52","23,671.36","766.8369","1.0955","278","1.0975"
"01651 Intracranial injury, w mild CC","634","1,584","2.50","18,802,933.67","29,940.98","1,260.6935","1.9916","289","1.9878"
"01652 Intracranial injury, w mod CC","232","847","3.65","8,666,227.55","37,516.14","688.9947","2.9698","98","2.9627"
"01653 Intracranial injury, w severe CC","470","3,006","6.40","22,535,004.14","48,254.83","2,031.3847","4.3221","171","4.2328"
"01654 Intracranial injury, w catas CC","186","1,649","8.87","13,399,479.22","72,429.62","952.0352","5.1185","69","5.0975"
"01660 Skull fractures, no CC","20","27","1.35","392,428.30","19,621.42","15.6263","0.7813","4","0.8089"
"01661 Skull fractures, w mild CC","7","12","1.71","169,231.86","24,175.98","12.7028","1.8147","2","1.7894"
"01662 Skull fractures, w mod CC","1","2","2.00","42,825.00","42,825.00","3.9494","3.9494","1","3.9494"
"01663 Skull fractures, w severe CC","3","11","3.67","65,262.25","21,754.08","6.8750","2.2917","1","2.1822"
"01664 Skull fractures, w catas CC","5","13","2.60","299,705.50","59,941.10","24.4390","4.8878","3","4.9179"
"01670 Other head injury, no CC","49","175","3.57","1,958,725.40","39,973.99","16.5398","0.3375","17","0.3111"
"01671 Other head injury, w mild CC","13","39","3.00","354,375.65","27,259.67","9.0108","0.6931","5","0.7009"
"01672 Other head injury, w mod CC","14","21","1.50","298,727.00","21,337.64","20.3260","1.4519","7","1.5371"
"01673 Other head injury, w severe CC","36","215","5.97","1,729,611.62","48,044.77","91.5415","2.5428","14","2.6227"
"01674 Other head injury, w catas CC","11","69","6.27","432,769.23","39,342.66","40.9432","3.7221","3","3.7701"
"01680 Other disorders of nervous system, no CC","47","148","3.15","866,060.82","18,426.83","19.8932","0.4233","12","0.3676"
"01681 Other disorders of nervous system, w mild CC","58","204","3.52","1,443,192.73","24,882.63","74.5682","1.2857","16","1.2236"
"01682 Other disorders of nervous system, w mod CC","32","189","5.91","1,269,505.05","39,672.03","68.6482","2.1453","9","2.7129"
"01683 Other disorders of nervous system, w severe CC","96","761","7.93","4,825,516.12","50,265.79","320.5172","3.3387","38","3.2149"
"01684 Other disorders of nervous system, w catas CC","45","423","9.40","2,546,482.21","56,588.49","132.2410","2.9387","14","2.9333"
"01690 Guillain-Barre syndrome, no CC","1","6","6.00","114,440.00","114,440.00","4.9284","4.9284","0","0.0000"
"01692 Guillain-Barre syndrome, w mild to mod CC","1","11","11.00","44,830.00","44,830.00","6.1124","6.1124","0","0.0000"
"01694 Guillain-Barre syndrome, w catas CC","6","96","16.00","1,616,398.75","269,399.79","66.5220","11.0870","1","11.0870"
"01711 Nervous system neoplasms with chemotherpy, w mild CC","2","77","38.50","463,687.50","231,843.75","8.3188","4.1594","0","0.0000"
"01720 Nervous system neoplasms with radiotherpy, no CC","2","14","7.00","92,953.50","46,476.75","5.7304","2.8652","1","2.8652"
"01721 Nervous system neoplasms with radiotherpy, w mild CC","1","11","11.00","31,618.64","31,618.64","5.9158","5.9158","0","0.0000"
"01722 Nervous system neoplasms with radiotherpy, w mod CC","3","57","19.00","361,676.45","120,558.82","23.0046","7.6682","1","5.0126"
"01724 Nervous system neoplasms with radiotherpy, w catas CC","3","64","21.33","373,017.25","124,339.08","25.1826","8.3942","0","0.0000"
"01730 Nervous system neoplasms with diag proc, no CC","53","306","5.77","1,599,731.87","30,764.07","90.9732","1.7165","10","1.7279"
"01732 Nervous system neoplasms with diag proc, w mild to mod CC","31","502","16.19","3,094,788.03","99,831.87","166.4379","5.3690","5","5.4060"
"01733 Nervous system neoplasms with diag proc, w severe CC","32","180","5.63","1,211,402.54","37,856.33","76.4935","2.3904","4","2.3730"
"01734 Nervous system neoplasms with diag proc, w catas CC","39","611","15.67","4,259,177.50","112,083.62","183.7599","4.7118","9","4.7210"
"01740 NS neoplasms with blood transfusion, no CC","1","19","19.00","92,460.00","92,460.00","0.9502","0.9502","0","0.0000"
"01743 NS neoplasms with blood transfusion, w mild to sev CC","1","3","3.00","13,622.50","13,622.50","2.0845","2.0845","0","0.0000"
"01744 NS neoplasms with blood transfusion, w catas CC","4","88","22.00","442,147.00","110,536.75","16.7652","4.1913","1","4.1702"
"02010 Retinal procedures, no CC","1","12","12.00","82,676.00","82,676.00","2.5500","2.5500","1","2.5500"
"02013 Retinal procedures, w severe CC","1","16","16.00","71,739.00","71,739.00","7.2816","7.2816","0","0.0000"
"02024 Enucleation and orbital procedures, w catas CC","2","84","42.00","377,904.40","188,952.20","11.1456","5.5728","0","0.0000"
"02060 Major lens procedures, no CC","1","2","2.00","19,067.00","19,067.00","1.2952","1.2952","0","0.0000"
"02082 Other eye  procedures, w mild to mod CC","1","1","1.00","71,189.00","71,189.00","1.1850","1.1850","0","0.0000"
"02083 Other eye  procedures, w severe CC","1","23","23.00","141,224.00","141,224.00","2.2475","2.2475","0","0.0000"
"02084 Other eye  procedures, w catas CC","1","11","11.00","196,824.00","196,824.00","1.8646","1.8646","1","1.8646"
"02500 Hyphema and medically managed trauma, no CC","2","7","3.50","12,246.75","6,123.38","0.6078","0.3039","0","0.0000"
"02512 Acute and major eye infections age > 54, w mild to mod CC","1","13","13.00","42,270.00","42,270.00","3.3015","3.3015","0","0.0000"
"02513 Acute and major eye infections age > 54, w severe CC","1","7","7.00","17,491.00","17,491.00","1.7594","1.7594","0","0.0000"
"02514 Acute and major eye infections age > 54, w catas CC","1","49","49.00","132,869.25","132,869.25","4.4662","4.4662","0","0.0000"
"02540 Other disorders of the eye, no CC","1","2","2.00","5,467.00","5,467.00","0.3824","0.3824","0","0.0000"
"02542 Other disorders of the eye, w mod CC","1","1","1.00","10,473.00","10,473.00","1.7398","1.7398","0","0.0000"
"02544 Other disorders of the eye, w catas CC","1","6","6.00","76,633.68","76,633.68","1.5930","1.5930","1","1.5930"
"02551 Malignant neoplasm of the eye, w mild CC","2","7","3.50","84,817.42","42,408.71","5.1629","2.5815","0","0.0000"
"03034 Maxillo surgery, w catas CC","1","5","5.00","76,851.00","76,851.00","5.0117","5.0117","0","0.0000"
"03054 Minor nose & sinus procedures, w mild to cat CC","1","14","14.00","170,201.50","170,201.50","2.2646","2.2646","0","0.0000"
"03064 Mouth procedures, w catas CC","2","22","11.00","271,083.00","135,541.50","9.7896","4.8948","2","4.8948"
"03074 Misc ear, nose, mouth & throat proc, w mild to cat CC","1","6","6.00","45,992.25","45,992.25","2.4704","2.4704","1","2.4704"
"03100 Other ear, nose, mouth & throat procedures, no CC","1","17","17.00","65,078.50","65,078.50","2.1176","2.1176","0","0.0000"
"03102 Other ear, nose, mouth & throat procedures, w mild to mod CC","12","265","22.08","1,287,148.50","107,262.38","66.5268","5.5439","1","6.2644"
"03103 Other ear, nose, mouth & throat procedures, w severe CC","3","101","33.67","343,990.00","114,663.33","8.5836","2.8612","0","0.0000"
"03104 Other ear, nose, mouth & throat procedures, w catas CC","13","247","19.00","1,229,994.50","94,614.96","48.6872","3.7452","6","3.7407"
"03134 Pharyngeal and laryngeal procedures, w catas CC","1","21","21.00","52,501.00","52,501.00","3.5095","3.5095","0","0.0000"
"03140 Minor head and neck procedures, no CC","1","5","5.00","32,677.75","32,677.75","1.8759","1.8759","1","1.8759"
"03142 Minor head and neck procedures, w mild to mod CC","1","3","3.00","20,780.00","20,780.00","4.6881","4.6881","1","4.6881"
"03143 Minor head and neck procedures, w severe CC","10","167","16.70","1,934,673.18","193,467.32","76.3049","7.6305","4","7.6817"
"03144 Minor head and neck procedures, w catas CC","8","52","6.50","534,858.10","66,857.26","46.4526","5.8066","3","5.8431"
"03163 Major sinus procedures, w severe CC","1","8","8.00","106,218.30","106,218.30","4.5322","4.5322","1","4.5322"
"03164 Major sinus procedures, w catas CC","1","8","8.00","114,615.25","114,615.25","7.4115","7.4115","1","7.4115"
"03199 Trach for ENT diseases, w or wo CC","1","23","23.00","213,450.00","213,450.00","13.6924","13.6924","1","13.6924"
"03214 Major head and neck proc w reconstruction, w catas CC","1","8","8.00","130,779.00","130,779.00","11.8451","11.8451","0","0.0000"
"03222 Trach w other proc for upper airway obstruction, w mild to mod CC","1","15","15.00","105,191.00","105,191.00","7.5288","7.5288","1","7.5288"
"03223 Trach w other proc for upper airway obstruction, w severe CC","1","20","20.00","331,127.03","331,127.03","9.0659","9.0659","0","0.0000"
"03224 Trach w other proc for upper airway obstruction, w catas CC","16","458","28.63","3,074,743.75","192,171.48","218.8880","13.6805","5","13.6805"
"03232 Trach for upper airway obstruction, w mild to mod CC","1","4","4.00","47,306.50","47,306.50","3.3753","3.3753","0","0.0000"
"03233 Trach for upper airway obstruction, w severe CC","7","125","17.86","477,108.33","68,158.33","40.5213","5.7888","3","5.8304"
"03234 Trach for upper airway obstruction, w catas CC","16","359","22.44","2,153,311.96","134,582.00","112.5952","7.0372","3","7.0372"
"03500 Ear, nose, mouth and throat malignancy, no CC","182","1,065","5.85","3,114,614.85","17,696.68","144.2697","0.7927","13","0.7060"
"03501 Ear, nose, mouth and throat malignancy, w mild CC","94","673","7.16","1,886,404.64","20,504.40","122.6858","1.3052","6","1.4324"
"03502 Ear, nose, mouth and throat malignancy, w mod CC","39","325","8.33","1,235,260.40","32,506.85","76.8116","1.9695","7","1.6318"
"03503 Ear, nose, mouth and throat malignancy, w severe CC","54","314","5.81","808,374.65","15,252.35","70.8010","1.3111","10","1.3310"
"03504 Ear, nose, mouth and throat malignancy, w catas CC","46","328","7.13","1,256,098.86","27,306.50","100.0170","2.1743","7","2.1723"
"03510 Dysequilibrium, no CC","5","29","5.80","125,312.25","25,062.45","1.2318","0.2464","0","0.0000"
"03512 Dysequilibrium, w mod CC","2","5","2.50","19,754.00","9,877.00","1.3192","0.6596","0","0.0000"
"03513 Dysequilibrium, w severe CC","2","15","7.50","89,451.50","44,725.75","2.0216","1.0108","0","0.0000"
"03514 Dysequilibrium, w catas CC","1","4","4.00","21,015.00","21,015.00","1.7502","1.7502","0","0.0000"
"03520 Epistaxis, no CC","7","25","3.57","255,738.81","36,534.12","2.6446","0.3778","0","0.0000"
"03521 Epistaxis, w mild CC","10","27","2.70","225,151.37","22,515.14","5.9224","0.5922","4","0.6411"
"03522 Epistaxis, w mod CC","7","39","5.57","289,237.25","41,319.61","8.3701","1.1957","4","1.1721"
"03523 Epistaxis, w severe CC","13","110","8.46","977,223.57","75,171.04","34.7807","2.6754","5","2.1355"
"03524 Epistaxis, w catas CC","13","158","12.15","1,264,533.37","97,271.80","72.7637","5.5972","7","5.5325"
"03530 Otitis media and URI, no CC","14","177","12.64","913,628.90","65,259.21","3.8505","0.2750","5","0.2821"
"03531 Otitis media and URI, w mild CC","2","13","6.50","48,415.25","24,207.63","0.7360","0.3680","0","0.0000"
"03532 Otitis media and URI, w mod CC","1","2","2.00","3,577.75","3,577.75","0.4071","0.4071","0","0.0000"
"03533 Otitis media and URI, w severe CC","5","8","1.60","115,359.50","23,071.90","2.6948","0.5390","2","0.5429"
"03534 Otitis media and URI, w catas CC","11","78","7.09","827,604.54","75,236.78","10.9871","0.9988","5","0.9975"
"03543 Epiglottitis and cellulitis of face & neck, w severe CC","1","4","4.00","23,820.00","23,820.00","1.6611","1.6611","0","0.0000"
"03544 Epiglottitis and cellulitis of face & neck, w catas CC","4","10","2.50","92,935.50","23,233.88","15.1520","3.7880","1","3.6039"
"03554 Nasal trauma and deformity, w sev to cat CC","2","8","4.00","75,099.00","37,549.50","3.1408","1.5704","2","1.5704"
"03560 Other ear, nose, mouth and throat diagnoses, no CC","1","19","19.00","169,882.75","169,882.75","0.7491","0.7491","1","0.7491"
"03562 Other ear, nose, mouth and throat diagnoses, w mod CC","2","14","7.00","25,916.00","12,958.00","2.1020","1.0510","0","0.0000"
"03563 Other ear, nose, mouth and throat diagnoses, w severe CC","1","1","1.00","9,161.75","9,161.75","1.8475","1.8475","0","0.0000"
"03564 Other ear, nose, mouth and throat diagnoses, w catas CC","4","85","21.25","249,728.79","62,432.20","16.9016","4.2254","1","4.1751"
"03571 Dental & oral disorders, w mild CC","1","3","3.00","12,202.00","12,202.00","1.0460","1.0460","1","1.0460"
"03572 Dental & oral disorders, w mod CC","11","105","9.55","700,653.00","63,695.73","24.0739","2.1885","3","3.2703"
"03573 Dental & oral disorders, w severe CC","2","7","3.50","18,570.00","9,285.00","2.2214","1.1107","0","0.0000"
"03574 Dental & oral disorders, w catas CC","6","56","9.33","342,140.84","68,428.17","14.2035","2.3672","1","2.3952"
"03590 ENT & mouth malignancy with chemotherapy, no CC","4","16","4.00","65,842.11","16,460.53","4.6138","1.1534","0","0.0000"
"03592 ENT & mouth malignancy with chemotherapy, w mod CC","6","42","7.00","144,281.25","24,046.88","11.2150","1.8692","0","0.0000"
"03593 ENT & mouth malignancy with chemotherapy, w severe CC","1","2","2.00","21,019.00","21,019.00","2.2498","2.2498","0","0.0000"
"03601 ENT & mouth malignancy with radiotherapy, w mild CC","2","41","20.50","222,492.42","111,246.21","13.1874","6.5937","0","0.0000"
"03602 ENT & mouth malignancy with radiotherapy, w mod CC","1","19","19.00","134,460.25","134,460.25","9.8602","9.8602","0","0.0000"
"03603 ENT & mouth malignancy with radiotherapy, w severe CC","1","5","5.00","33,564.00","33,564.00","5.6752","5.6752","0","0.0000"
"03604 ENT & mouth malignancy with radiotherapy, w catas CC","2","111","55.50","457,344.00","228,672.00","14.8897","7.4448","1","7.7247"
"03610 ENT & mouth malignancy with diagnostic proc, no CC","11","60","5.45","406,882.26","40,688.23","14.8848","1.3532","3","1.7947"
"03612 ENT & mouth malignancy with diagnostic proc, w mild to mod CC","7","94","13.43","674,301.50","96,328.79","40.6172","5.8025","2","6.4118"
"03613 ENT & mouth malignancy with diagnostic proc, w severe CC","4","41","10.25","141,113.75","35,278.44","9.3345","2.3336","1","2.2679"
"03614 ENT & mouth malignancy with diagnostic proc, w catas CC","7","57","8.14","316,983.00","45,283.29","35.0451","5.0064","3","4.9969"
"03620 ENT & mouth malignancy with blood transfusion, no CC","14","113","8.07","307,844.75","21,988.91","12.8134","0.9152","0","0.0000"
"03622 ENT & mouth malignancy with blood transfusion, w mild to mod CC","48","562","11.71","2,238,023.10","47,617.51","153.7732","3.2036","9","2.5211"
"03623 ENT & mouth malignancy with blood transfusion, w severe CC","19","174","9.16","863,016.58","45,421.93","40.7608","2.1453","1","2.1284"
"03624 ENT & mouth malignancy with blood transfusion, w catas CC","37","486","13.14","2,121,884.49","57,348.23","168.7886","4.5619","5","4.5705"
"04010 Major chest procedures, no CC","1","15","15.00","212,299.00","212,299.00","5.2204","5.2204","0","0.0000"
"04012 Major chest procedures, w mild to mod CC","19","327","17.21","4,533,609.75","238,611.04","163.8109","8.6216","8","8.7745"
"04013 Major chest procedures, w severe CC","1","68","68.00","350,453.00","350,453.00","8.4493","8.4493","0","0.0000"
"04014 Major chest procedures, w catas CC","16","408","25.50","3,442,454.99","215,153.44","147.9456","9.2466","6","9.2466"
"04020 Other resp system procedures, no CC","6","73","12.17","466,655.75","77,775.96","13.9424","2.3237","3","2.2430"
"04022 Other resp system procedures, w mild to mod CC","47","913","19.43","8,206,526.71","174,606.95","336.8214","7.1664","17","6.7284"
"04023 Other resp system procedures, w severe CC","11","177","16.09","801,673.75","72,879.43","50.3177","4.5743","2","4.5740"
"04024 Other resp system procedures, w catas CC","115","2,875","25.00","21,071,703.60","183,232.21","733.6818","6.3798","34","6.3781"
"04030 Ventilator support, no CC","2,009","8,581","4.27","74,156,146.12","37,189.64","4,966.6997","2.4722","646","2.4314"
