"ชื่อกลุ่ม","ราย","LOS","วัน/ราย","ค่ารักษา","บาท/ราย","AdjRW","CMI","รับ Refer(ราย)","CMI Refer"
"01573 Nonspecific cerebrovascular disorders, w severe CC","86","767","8.92","5,075,085.64","59,706.89","221.2488","2.5727","17","2.6893"
"01574 Nonspecific cerebrovascular disorders, w catas CC","48","537","11.19","3,298,199.03","68,712.48","187.7224","3.9109","13","3.9456"
"01580 Cranial and peripheral nerve disorders, no CC","5","17","3.40","117,035.50","23,407.10","3.4463","0.6893","0","0.0000"
"01581 Cranial and peripheral nerve disorders, w mild CC","1","9","9.00","80,154.25","80,154.25","1.4346","1.4346","0","0.0000"
"01582 Cranial and peripheral nerve disorders, w mod CC","2","19","9.50","168,672.45","84,336.23","8.3197","4.1598","0","0.0000"
"01584 Cranial and peripheral nerve disorders, w catas CC","1","24","24.00","485,234.00","485,234.00","2.1853","2.1853","0","0.0000"
"01590 Nervous syst infection exc viral meningitis, not transferred, no CC","21","129","6.14","706,716.00","33,653.14","25.4747","1.2131","4","1.1770"
"01591 Nervous syst infection exc viral meningitis, not transferred, w mild CC","77","632","8.21","4,196,405.85","54,498.78","182.5798","2.3712","17","2.2353"
"01592 Nervous syst infection exc viral meningitis, not transferred, w mod CC","76","727","9.57","4,536,672.00","60,488.96","292.3875","3.8472","17","4.0116"
"01593 Nervous syst infection exc viral meningitis, not transferred, w severe CC","119","1,372","11.53","10,111,843.46","84,973.47","561.5962","4.7193","30","4.9559"
"01594 Nervous syst infection exc viral meningitis, not transferred, w catas CC","175","2,148","12.27","18,149,943.48","103,713.96","1,009.3020","5.7674","70","5.7446"
"01600 Viral meningitis, no CC","2","13","6.50","57,207.05","28,603.53","3.2926","1.6463","0","0.0000"
"01601 Viral meningitis, w mild CC","1","25","25.00","188,573.25","188,573.25","4.2981","4.2981","0","0.0000"
"01604 Viral meningitis, w catas CC","1","10","10.00","81,359.75","81,359.75","5.2845","5.2845","1","5.2845"
"01610 Nontraumatic stupor and coma, no CC","82","298","3.63","1,438,676.46","17,983.46","43.4105","0.5294","3","0.4650"
"01611 Nontraumatic stupor and coma, w mild CC","29","75","2.59","463,894.37","15,996.36","25.4992","0.8793","1","0.9338"
"01612 Nontraumatic stupor and coma, w mod CC","15","76","5.07","465,636.72","31,042.45","25.5360","1.7024","4","1.2063"
"01613 Nontraumatic stupor and coma, w severe CC","31","95","3.06","484,307.60","15,622.83","28.5455","0.9208","3","0.9087"
"01614 Nontraumatic stupor and coma, w catas CC","18","99","5.50","870,661.34","48,370.07","49.7988","2.7666","7","2.7621"
"01630 Seizure disorders, no CC","36","194","5.39","876,564.76","24,349.02","19.4571","0.5405","4","0.6345"
"01631 Seizure disorders, w mild CC","53","265","5.00","1,953,912.11","36,866.27","60.6250","1.1439","4","1.1051"
"01632 Seizure disorders, w mod CC","25","206","8.24","1,298,922.32","51,956.89","48.1619","1.9265","3","1.8199"
"01633 Seizure disorders, w severe CC","87","716","8.23","4,813,986.04","55,333.17","169.7643","1.9513","17","1.8945"
"01634 Seizure disorders, w catas CC","135","1,948","14.43","15,877,449.23","118,488.43","698.1716","5.1716","34","5.4980"
"01640 Headache, no CC","2","13","6.50","90,934.66","45,467.33","1.0782","0.5391","0","0.0000"
"01643 Headache, w severe CC","2","5","2.50","43,861.00","21,930.50","2.0503","1.0252","0","0.0000"
"01650 Intracranial injury, no CC","473","1,107","2.34","11,653,510.08","24,900.66","518.8270","1.0969","166","1.1108"
"01651 Intracranial injury, w mild CC","438","1,194","2.73","14,838,070.68","33,954.40","874.2308","1.9960","169","1.9979"
"01652 Intracranial injury, w mod CC","183","878","4.80","8,207,082.37","45,343.00","551.4875","3.0136","68","2.9873"
"01653 Intracranial injury, w severe CC","326","1,971","6.05","18,238,041.17","55,944.91","1,353.3336","4.1513","115","4.1904"
"01654 Intracranial injury, w catas CC","108","1,104","10.22","8,926,707.23","82,654.70","556.6336","5.1540","43","5.1393"
"01660 Skull fractures, no CC","7","14","2.00","179,164.00","25,594.86","5.5177","0.7882","2","0.8089"
"01661 Skull fractures, w mild CC","3","3","1.00","66,381.00","22,127.00","5.3682","1.7894","1","1.7894"
"01662 Skull fractures, w mod CC","8","12","1.50","147,354.25","18,419.28","19.6960","2.4620","5","2.7695"
"01663 Skull fractures, w severe CC","1","1","1.00","9,811.00","9,811.00","2.1822","2.1822","1","2.1822"
"01664 Skull fractures, w catas CC","1","1","1.00","64,292.00","64,292.00","4.6670","4.6670","0","0.0000"
"01670 Other head injury, no CC","21","144","6.86","558,596.83","26,599.85","8.3211","0.3962","5","0.3239"
"01671 Other head injury, w mild CC","14","80","5.71","479,968.24","34,283.45","12.3096","0.8793","5","0.8234"
"01672 Other head injury, w mod CC","15","38","2.53","388,807.87","25,920.52","23.1735","1.5449","8","1.5326"
"01673 Other head injury, w severe CC","17","91","5.35","721,650.25","42,450.01","40.6129","2.3890","4","2.5114"
"01674 Other head injury, w catas CC","10","100","10.00","868,298.64","86,829.86","37.4371","3.7437","4","3.7701"
"01680 Other disorders of nervous system, no CC","18","24","1.33","213,972.90","11,887.38","7.3266","0.4070","3","0.3554"
"01681 Other disorders of nervous system, w mild CC","43","184","4.28","1,479,986.99","35,237.79","56.4997","1.3139","12","1.2523"
"01682 Other disorders of nervous system, w mod CC","18","148","8.22","828,697.51","46,038.75","44.4112","2.4673","2","2.4361"
"01683 Other disorders of nervous system, w severe CC","67","516","7.70","3,965,566.77","59,187.56","242.6812","3.6221","24","3.6940"
"01684 Other disorders of nervous system, w catas CC","48","546","11.38","4,588,825.22","95,600.53","142.1531","2.9615","7","2.8905"
"01690 Guillain-Barre syndrome, no CC","2","10","5.00","45,426.50","22,713.25","9.8568","4.9284","0","0.0000"
"01692 Guillain-Barre syndrome, w mild to mod CC","1","11","11.00","30,492.00","30,492.00","6.1124","6.1124","1","6.1124"
"01693 Guillain-Barre syndrome, w severe CC","1","4","4.00","368,945.00","368,945.00","9.4700","9.4700","0","0.0000"
"01711 Nervous system neoplasms with chemotherpy, w mild CC","2","63","31.50","536,236.50","268,118.25","8.5939","4.2970","0","0.0000"
"01714 Nervous system neoplasms with chemotherpy, w catas CC","1","50","50.00","245,788.25","245,788.25","7.4785","7.4785","0","0.0000"
"01720 Nervous system neoplasms with radiotherpy, no CC","2","22","11.00","170,757.75","85,378.88","5.7304","2.8652","0","0.0000"
"01721 Nervous system neoplasms with radiotherpy, w mild CC","1","18","18.00","127,906.90","127,906.90","5.9158","5.9158","0","0.0000"
"01722 Nervous system neoplasms with radiotherpy, w mod CC","1","10","10.00","124,787.00","124,787.00","8.9960","8.9960","0","0.0000"
"01723 Nervous system neoplasms with radiotherpy, w severe CC","2","41","20.50","197,533.25","98,766.63","13.3412","6.6706","0","0.0000"
"01730 Nervous system neoplasms with diag proc, no CC","37","265","7.16","1,236,233.72","33,411.72","66.9071","1.8083","9","1.7375"
"01732 Nervous system neoplasms with diag proc, w mild to mod CC","28","368","13.14","2,109,867.72","75,352.42","117.4472","4.1945","8","4.8483"
"01733 Nervous system neoplasms with diag proc, w severe CC","14","81","5.79","437,628.41","31,259.17","33.4281","2.3877","2","2.3427"
"01734 Nervous system neoplasms with diag proc, w catas CC","31","414","13.35","2,626,091.96","84,712.64","146.0831","4.7124","8","4.7167"
"01743 NS neoplasms with blood transfusion, w mild to sev CC","1","3","3.00","13,741.25","13,741.25","2.0845","2.0845","0","0.0000"
"01744 NS neoplasms with blood transfusion, w catas CC","1","28","28.00","152,566.75","152,566.75","4.1702","4.1702","0","0.0000"
"02022 Enucleation and orbital procedures, w mild to mod CC","1","19","19.00","136,763.75","136,763.75","2.2940","2.2940","0","0.0000"
"02023 Enucleation and orbital procedures, w severe CC","1","1","1.00","15,876.00","15,876.00","2.5672","2.5672","1","2.5672"
"02083 Other eye  procedures, w severe CC","3","37","12.33","209,945.75","69,981.92","6.7350","2.2450","0","0.0000"
"02502 Hyphema and medically managed trauma, w mod CC","1","5","5.00","1,500.00","1,500.00","1.4788","1.4788","0","0.0000"
"02510 Acute and major eye infections age > 54, no CC","1","18","18.00","94,957.00","94,957.00","0.8691","0.8691","0","0.0000"
"02512 Acute and major eye infections age > 54, w mild to mod CC","1","10","10.00","53,100.00","53,100.00","3.3000","3.3000","0","0.0000"
"02514 Acute and major eye infections age > 54, w catas CC","3","49","16.33","157,166.50","52,388.83","12.7605","4.2535","2","4.2535"
"02534 Neurological and vasc disor of the eye, w sev to cat CC","1","15","15.00","92,497.00","92,497.00","1.7511","1.7511","0","0.0000"
"02540 Other disorders of the eye, no CC","1","1","1.00","94,669.00","94,669.00","0.3824","0.3824","0","0.0000"
"02542 Other disorders of the eye, w mod CC","1","3","3.00","47,330.50","47,330.50","2.0712","2.0712","0","0.0000"
"02553 Malignant neoplasm of the eye, w severe CC","1","5","5.00","52,485.00","52,485.00","3.0398","3.0398","0","0.0000"
"03014 Major head and neck proc, w catas CC","1","4","4.00","51,124.00","51,124.00","8.2365","8.2365","0","0.0000"
"03034 Maxillo surgery, w catas CC","3","66","22.00","1,087,661.10","362,553.70","15.0477","5.0159","0","0.0000"
"03064 Mouth procedures, w catas CC","1","9","9.00","90,728.00","90,728.00","4.8948","4.8948","0","0.0000"
"03074 Misc ear, nose, mouth & throat proc, w mild to cat CC","1","16","16.00","193,502.00","193,502.00","2.4704","2.4704","0","0.0000"
"03100 Other ear, nose, mouth & throat procedures, no CC","2","13","6.50","67,395.75","33,697.88","2.6052","1.3026","0","0.0000"
"03102 Other ear, nose, mouth & throat procedures, w mild to mod CC","6","141","23.50","750,255.78","125,042.63","35.8324","5.9721","0","0.0000"
"03104 Other ear, nose, mouth & throat procedures, w catas CC","4","49","12.25","282,797.00","70,699.25","14.9628","3.7407","0","0.0000"
"03140 Minor head and neck procedures, no CC","1","4","4.00","18,917.00","18,917.00","1.8759","1.8759","0","0.0000"
"03142 Minor head and neck procedures, w mild to mod CC","3","12","4.00","119,655.00","39,885.00","10.1211","3.3737","1","4.6881"
"03143 Minor head and neck procedures, w severe CC","3","30","10.00","214,376.05","71,458.68","22.0209","7.3403","1","7.6817"
"03144 Minor head and neck procedures, w catas CC","5","68","13.60","361,827.63","72,365.53","29.2155","5.8431","2","5.8431"
"03164 Major sinus procedures, w catas CC","3","46","15.33","754,603.50","251,534.50","22.2345","7.4115","0","0.0000"
"03214 Major head and neck proc w reconstruction, w catas CC","2","30","15.00","342,295.64","171,147.82","23.6902","11.8451","0","0.0000"
"03224 Trach w other proc for upper airway obstruction, w catas CC","13","474","36.46","4,146,731.50","318,979.35","178.0034","13.6926","2","13.6805"
"03230 Trach for upper airway obstruction, no CC","1","1","1.00","13,112.00","13,112.00","1.9796","1.9796","1","1.9796"
"03232 Trach for upper airway obstruction, w mild to mod CC","1","1","1.00","9,697.00","9,697.00","3.2065","3.2065","0","0.0000"
"03233 Trach for upper airway obstruction, w severe CC","3","32","10.67","235,100.25","78,366.75","17.4912","5.8304","0","0.0000"
"03234 Trach for upper airway obstruction, w catas CC","11","225","20.45","1,773,191.35","161,199.21","77.0501","7.0046","3","7.0348"
"03500 Ear, nose, mouth and throat malignancy, no CC","84","272","3.24","778,066.51","9,374.30","60.7251","0.7229","5","0.7377"
"03501 Ear, nose, mouth and throat malignancy, w mild CC","37","186","5.03","956,378.42","25,848.07","44.6718","1.2073","5","1.4081"
"03502 Ear, nose, mouth and throat malignancy, w mod CC","18","256","14.22","933,059.25","51,836.63","39.1098","2.1728","0","0.0000"
"03503 Ear, nose, mouth and throat malignancy, w severe CC","29","145","5.00","425,634.80","15,201.24","37.6459","1.2981","2","1.2796"
"03504 Ear, nose, mouth and throat malignancy, w catas CC","29","184","6.34","858,302.93","29,596.65","62.6294","2.1596","6","2.1419"
"03510 Dysequilibrium, no CC","7","34","4.86","443,420.55","63,345.79","1.5682","0.2240","3","0.2287"
"03512 Dysequilibrium, w mod CC","1","3","3.00","17,397.00","17,397.00","0.6596","0.6596","0","0.0000"
"03513 Dysequilibrium, w severe CC","1","4","4.00","12,161.00","12,161.00","1.0108","1.0108","0","0.0000"
"03520 Epistaxis, no CC","36","254","7.06","2,288,788.70","63,577.46","17.1982","0.4777","2","0.7314"
"03521 Epistaxis, w mild CC","19","70","3.68","484,037.00","25,475.63","10.9034","0.5739","2","0.5641"
"03522 Epistaxis, w mod CC","9","34","3.78","217,689.50","24,187.72","10.8247","1.2027","0","0.0000"
"03523 Epistaxis, w severe CC","8","73","9.13","1,239,452.13","154,931.52","21.5360","2.6920","1","3.0332"
"03524 Epistaxis, w catas CC","5","35","7.00","426,356.75","85,271.35","25.7462","5.1492","0","0.0000"
"03530 Otitis media and URI, no CC","20","105","5.25","860,320.25","43,016.01","5.3159","0.2658","0","0.0000"
"03531 Otitis media and URI, w mild CC","2","11","5.50","52,741.00","26,370.50","0.7027","0.3514","0","0.0000"
"03532 Otitis media and URI, w mod CC","2","12","6.00","115,512.75","57,756.38","0.8142","0.4071","0","0.0000"
"03533 Otitis media and URI, w severe CC","20","117","5.85","877,241.59","43,862.08","11.3545","0.5677","0","0.0000"
"03534 Otitis media and URI, w catas CC","16","134","8.38","1,371,912.80","85,744.55","16.1266","1.0079","0","0.0000"
"03541 Epiglottitis and cellulitis of face & neck, w mild CC","1","3","3.00","22,044.00","22,044.00","0.7944","0.7944","0","0.0000"
"03542 Epiglottitis and cellulitis of face & neck, w mod CC","1","2","2.00","34,608.00","34,608.00","0.8035","0.8035","1","0.8035"
"03543 Epiglottitis and cellulitis of face & neck, w severe CC","3","14","4.67","210,649.00","70,216.33","4.9169","1.6390","0","0.0000"
"03544 Epiglottitis and cellulitis of face & neck, w catas CC","7","72","10.29","428,923.50","61,274.79","27.1264","3.8752","2","3.8752"
"03554 Nasal trauma and deformity, w sev to cat CC","1","36","36.00","179,624.50","179,624.50","1.8107","1.8107","0","0.0000"
"03560 Other ear, nose, mouth and throat diagnoses, no CC","1","2","2.00","10,592.75","10,592.75","0.6453","0.6453","0","0.0000"
"03564 Other ear, nose, mouth and throat diagnoses, w catas CC","3","38","12.67","233,494.50","77,831.50","12.5253","4.1751","3","4.1751"
"03570 Dental & oral disorders, no CC","1","14","14.00","108,674.50","108,674.50","0.9174","0.9174","0","0.0000"
"03572 Dental & oral disorders, w mod CC","4","10","2.50","128,499.50","32,124.88","7.4959","1.8740","2","1.9592"
"03573 Dental & oral disorders, w severe CC","3","32","10.67","179,400.00","59,800.00","3.3702","1.1234","2","1.1298"
"03574 Dental & oral disorders, w catas CC","4","53","13.25","319,193.50","79,798.38","9.4243","2.3561","2","2.3114"
"03590 ENT & mouth malignancy with chemotherapy, no CC","3","17","5.67","78,988.00","26,329.33","3.3360","1.1120","1","1.0200"
"03592 ENT & mouth malignancy with chemotherapy, w mod CC","2","10","5.00","46,943.50","23,471.75","4.0132","2.0066","0","0.0000"
"03593 ENT & mouth malignancy with chemotherapy, w severe CC","1","2","2.00","23,467.00","23,467.00","2.2048","2.2048","0","0.0000"
"03600 ENT & mouth malignancy with radiotherapy, no CC","3","33","11.00","183,738.00","61,246.00","10.4667","3.4889","0","0.0000"
"03601 ENT & mouth malignancy with radiotherapy, w mild CC","2","45","22.50","422,662.89","211,331.45","13.1874","6.5937","0","0.0000"
"03610 ENT & mouth malignancy with diagnostic proc, no CC","2","6","3.00","46,734.00","23,367.00","2.5284","1.2642","0","0.0000"
"03612 ENT & mouth malignancy with diagnostic proc, w mild to mod CC","9","69","7.67","471,188.24","52,354.25","43.1230","4.7914","1","6.6329"
"03613 ENT & mouth malignancy with diagnostic proc, w severe CC","8","82","10.25","437,766.18","54,720.77","18.2900","2.2862","2","2.3066"
"03614 ENT & mouth malignancy with diagnostic proc, w catas CC","9","128","14.22","660,379.05","73,375.45","44.9218","4.9913","2","5.0136"
"03620 ENT & mouth malignancy with blood transfusion, no CC","5","9","1.80","47,508.50","9,501.70","4.8537","0.9707","0","0.0000"
"03622 ENT & mouth malignancy with blood transfusion, w mild to mod CC","23","176","7.65","917,104.27","39,874.10","79.4033","3.4523","5","2.5005"
"03623 ENT & mouth malignancy with blood transfusion, w severe CC","4","22","5.50","83,349.00","20,837.25","8.5352","2.1338","0","0.0000"
"03624 ENT & mouth malignancy with blood transfusion, w catas CC","25","435","17.40","2,260,999.25","90,439.97","113.7014","4.5481","4","4.4905"
"04012 Major chest procedures, w mild to mod CC","20","583","29.15","7,122,371.00","356,118.55","183.3675","9.1684","4","9.3869"
"04013 Major chest procedures, w severe CC","2","18","9.00","135,326.00","67,663.00","16.2312","8.1156","0","0.0000"
"04014 Major chest procedures, w catas CC","15","340","22.67","3,600,591.10","240,039.41","138.7110","9.2474","6","9.2466"
"04020 Other resp system procedures, no CC","2","15","7.50","117,367.75","58,683.88","4.8090","2.4045","0","0.0000"
"04022 Other resp system procedures, w mild to mod CC","36","727","20.19","5,466,749.84","151,854.16","273.8534","7.6070","9","7.9285"
"04023 Other resp system procedures, w severe CC","12","185","15.42","1,204,940.75","100,411.73","54.8880","4.5740","5","4.5740"
"04024 Other resp system procedures, w catas CC","79","1,945","24.62","14,552,491.79","184,208.76","503.5538","6.3741","11","6.3802"
"04030 Ventilator support, no CC","1,208","5,550","4.59","53,016,400.50","44,106.82","2,997.9417","2.4817","359","2.4528"
"04031 Ventilator support, w mild CC","847","5,949","7.02","53,886,823.93","63,922.69","3,156.1302","3.7262","271","3.7250"
"04032 Ventilator support, w mod CC","2,132","22,786","10.69","271,009,498.08","128,258.16","13,398.4015","6.2844","564","6.2872"
"04033 Ventilator support, w severe CC","1,991","20,264","10.18","279,699,170.43","141,119.66","9,954.2669","4.9996","578","4.7672"
"04034 Ventilator support, w catas CC","4,524","55,367","12.24","754,703,177.92","167,191.67","32,293.9497","7.1399","1,342","7.0997"
"04050 Trach for resp diseases w mech vent 96+ hr, no CC","2","84","42.00","327,251.00","163,625.50","42.4474","21.2237","0","0.0000"
"04051 Trach for resp diseases w mech vent 96+ hr, w mild CC","4","232","58.00","1,459,153.75","364,788.44","97.9087","24.4772","0","0.0000"
"04053 Trach for resp diseases w mech vent 96+ hr, w mod to sev CC","16","706","44.13","6,054,874.35","378,429.65","426.7424","26.6714","4","26.6714"
"04054 Trach for resp diseases w mech vent 96+ hr, w catas CC","176","9,072","51.55","65,560,142.23","372,500.81","5,050.6770","28.6970","38","28.6967"
"04060 Trach for resp diseases, no CC","1","129","129.00","788,245.50","788,245.50","16.2687","16.2687","0","0.0000"
"04062 Trach for resp diseases, w mild to mod CC","1","98","98.00","832,064.25","832,064.25","18.2290","18.2290","0","0.0000"
"04063 Trach for resp diseases, w severe CC","4","86","21.50","340,688.00","85,172.00","82.3572","20.5893","0","0.0000"
"04064 Trach for resp diseases, w catas CC","9","332","36.89","2,108,177.75","234,241.97","207.3704","23.0412","1","23.0413"
"04070 Noninvasive ventilation, no CC","739","6,102","8.26","72,791,215.91","100,679.41","1,359.1645","1.8392","47","1.8672"
"04072 Noninvasive ventilation, w mild to mod CC","335","4,004","11.95","38,251,390.53","116,620.09","1,468.9382","4.3849","24","4.7097"
"04073 Noninvasive ventilation, w severe CC","578","5,808","10.05","68,876,742.48","121,048.76","2,279.1052","3.9431","32","3.9407"
"04074 Noninvasive ventilation, w catas CC","557","6,572","11.80","76,944,658.54","138,639.02","3,146.9047","5.6497","52","5.6420"
"04080 Other minor resp system procedures, no CC","2","19","9.50","81,108.25","40,554.13","2.4487","1.2244","0","0.0000"
