"โรงพยาบาล","รับ Refer ในจังหวัด","รับ Refer นอกจังหวัด","รับ Refer นอกเขต","รวมปีงบประมาณ"
"ราย","AdjRW","RW=0","CMI","ราย","AdjRW","RW=0","CMI","ราย","AdjRW","RW=0","CMI","ราย","AdjRW","RW=0","CMI"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11609  :  โรงพยาบาลพญาไท 2","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11621  :  โรงพยาบาลบางไผ่","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11626  :  โรงพยาบาลคลองตัน","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11628  :  โรงพยาบาลพระราม 9","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11629  :  โรงพยาบาลเพชรเวช","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11640  :  โรงพยาบาลธนบุรี 2","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11676  :  โรงพยาบาลยันฮี","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11686  :  โรงพยาบาลบางโพ","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11691  :  โรงพยาบาลวิภาวดี","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11697  :  โรงพยาบาลคามิลเลียน","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11715  :  โรงพยาบาลพญาไท 1","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11729  :  โรงพยาบาลลาดพร้าว","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11811  :  โรงพยาบาลสมิติเวช","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"12246  :  สถาบันราชานุกูล","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"12249  :  สถาบันโรคผิวหนัง","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"12439  :  สถาบันประสาทวิทยา","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"13814  :  โรงพยาบาลศิริราช","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"14173  :  โรงพยาบาลตำรวจ","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"14574  :  โรงพยาบาลพญาไท 3","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"14577  :  โรงพยาบาลวิภาราม","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"15049  :  โรงพยาบาลสิรินธร","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"22155  :  โรงพยาบาลครู","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"10685  :  โรงพยาบาลสมุทรปราการ","1,543","3,429.6107","248","2.6483","8","16.2275","2","2.7046","28","44.5932","3","1.7837","1,579","3,490.4314","253","2.6323"
"10752  :  โรงพยาบาลบางบ่อ","20","19.8767","0","0.9938","1","0.8265","0","0.8265","3","7.4394","0","2.4798","24","28.1426","0","1.1726"
"10753  :  โรงพยาบาลบางพลี","365","919.9303","26","2.7137","8","20.4829","0","2.5604","125","368.9824","9","3.1809","498","1,309.3956","35","2.8281"
"10754  :  โรงพยาบาลบางจาก","137","147.6226","5","1.1184","0","0.0000","0","0.0000","54","51.6244","1","0.9740","191","199.2470","6","1.0770"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","15","20.4976","0","1.3665","0","0.0000","0","0.0000","5","5.7954","0","1.1591","20","26.2930","0","1.3147"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"28785  :  โรงพยาบาลบางเสาธง","1","0.3229","0","0.3229","0","0.0000","0","0.0000","0","0.0000","0","0.0000","1","0.3229","0","0.3229"
"10686  :  โรงพยาบาลพระนั่งเกล้า","5,866","14,511.1178","237","2.5779","1,342","1,063.6202","847","2.1487","890","335.8497","534","0.9434","8,098","15,910.5877","1,618","2.4553"
"10756  :  โรงพยาบาลบางกรวย","95","50.8624","38","0.8923","6","3.4001","4","1.7001","64","50.7732","25","1.3019","165","105.0357","67","1.0718"
"10757  :  โรงพยาบาลบางใหญ่","18","20.5392","0","1.1411","1","0.3723","0","0.3723","10","45.9908","0","4.5991","29","66.9023","0","2.3070"
"10758  :  โรงพยาบาลบางบัวทอง","116","169.2477","10","1.5967","10","7.7804","1","0.8645","54","73.9509","10","1.6807","180","250.9790","21","1.5785"
"10759  :  โรงพยาบาลไทรน้อย","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"10760  :  โรงพยาบาลปากเกร็ด","37","60.4006","1","1.6778","8","11.1751","0","1.3969","17","27.8938","1","1.7434","62","99.4695","2","1.6578"
"11781  :  โรงพยาบาลนนทเวช","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"12256  :  สถาบันโรคทรวงอก","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"12257  :  สถาบันบำราศนราดูร","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"12260  :  โรงพยาบาลศรีธัญญา","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"22127  :  โรงพยาบาลชลลดา","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"28875  :  โรงพยาบาลบางบัวทอง ๒","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"10687  :  โรงพยาบาลปทุมธานี","3,273","8,045.6411","20","2.4733","2","6.2049","0","3.1025","5","31.0139","0","6.2028","3,280","8,082.8599","20","2.4794"
"10761  :  โรงพยาบาลคลองหลวง","214","223.3588","8","1.0843","3","3.1257","0","1.0419","15","17.0563","1","1.2183","232","243.5408","9","1.0921"
"10762  :  โรงพยาบาลธัญบุรี","241","187.7600","57","1.0204","61","57.8629","6","1.0521","41","44.6805","8","1.3540","343","290.3034","71","1.0673"
"10763  :  โรงพยาบาลประชาธิปัตย์","70","71.6603","26","1.6286","2","1.8963","0","0.9482","9","7.8590","5","1.9648","81","81.4156","31","1.6283"
"10764  :  โรงพยาบาลหนองเสือ","3","2.5618","0","0.8539","0","0.0000","0","0.0000","0","0.0000","0","0.0000","3","2.5618","0","0.8539"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","62","74.3787","1","1.2193","8","7.4742","0","0.9343","6","6.8468","0","1.1411","76","88.6997","1","1.1827"
"10766  :  โรงพยาบาลลำลูกกา","192","212.1110","7","1.1465","15","9.7038","0","0.6469","105","93.3353","5","0.9334","312","315.1501","12","1.0505"
"10767  :  โรงพยาบาลสามโคก","10","14.6024","2","1.8253","0","0.0000","0","0.0000","3","2.0125","1","1.0063","13","16.6149","3","1.6615"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","4,393","1.3054","0","0.0003","92","0.0000","0","0.0000","15","0.0000","0","0.0000","4,500","1.3054","0","0.0003"
"10688  :  โรงพยาบาลเสนา","1","3.8822","0","3.8822","0","0.0000","0","0.0000","1","0.0000","1","0.0000","2","3.8822","1","3.8822"
"10768  :  โรงพยาบาลท่าเรือ","16","21.9064","0","1.3692","3","5.8386","0","1.9462","1","1.5546","0","1.5546","20","29.2996","0","1.4650"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"10770  :  โรงพยาบาลบางไทร","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"10771  :  โรงพยาบาลบางบาล","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"10772  :  โรงพยาบาลบางปะอิน","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"10773  :  โรงพยาบาลบางปะหัน","43","43.7286","4","1.1212","1","0.5398","0","0.5398","0","0.0000","0","0.0000","44","44.2684","4","1.1067"
"10774  :  โรงพยาบาลผักไห่","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"10775  :  โรงพยาบาลภาชี","16","16.9395","0","1.0587","0","0.0000","0","0.0000","0","0.0000","0","0.0000","16","16.9395","0","1.0587"
"10776  :  โรงพยาบาลลาดบัวหลวง","2","0.5651","1","0.5651","0","0.0000","0","0.0000","0","0.0000","0","0.0000","2","0.5651","1","0.5651"
"10777  :  โรงพยาบาลวังน้อย","4","3.4900","0","0.8725","0","0.0000","0","0.0000","0","0.0000","0","0.0000","4","3.4900","0","0.8725"
"10778  :  โรงพยาบาลบางซ้าย","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"10779  :  โรงพยาบาลอุทัย","73","70.8720","17","1.2656","3","3.1106","0","1.0369","2","0.6438","1","0.6438","78","74.6264","18","1.2438"
"10780  :  โรงพยาบาลมหาราช","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"10781  :  โรงพยาบาลบ้านแพรก","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"10689  :  โรงพยาบาลอ่างทอง","3,889","8,301.9704","592","2.5180","37","73.2640","6","2.3634","12","40.3396","1","3.6672","3,938","8,415.5740","599","2.5204"
"10782  :  โรงพยาบาลไชโย","6","11.5093","0","1.9182","0","0.0000","0","0.0000","0","0.0000","0","0.0000","6","11.5093","0","1.9182"
"10784  :  โรงพยาบาลป่าโมก","12","13.0527","2","1.3053","1","0.9924","0","0.9924","1","2.5797","0","2.5797","14","16.6248","2","1.3854"
"10785  :  โรงพยาบาลโพธิ์ทอง","4","4.2247","0","1.0562","0","0.0000","0","0.0000","0","0.0000","0","0.0000","4","4.2247","0","1.0562"
"10786  :  โรงพยาบาลแสวงหา","3","2.4989","0","0.8330","0","0.0000","0","0.0000","0","0.0000","0","0.0000","3","2.4989","0","0.8330"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"10788  :  โรงพยาบาลสามโก้","4","2.2306","0","0.5577","0","0.0000","0","0.0000","0","0.0000","0","0.0000","4","2.2306","0","0.5577"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"10691  :  โรงพยาบาลบ้านหมี่","1,004","2,150.1374","3","2.1480","5","13.6712","0","2.7342","8","23.7924","0","2.9741","1,017","2,187.6010","3","2.1574"
"10789  :  โรงพยาบาลพัฒนานิคม","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"10790  :  โรงพยาบาลโคกสำโรง","13","7.9612","5","0.9952","0","0.0000","0","0.0000","0","0.0000","0","0.0000","13","7.9612","5","0.9952"
