"ชื่อกลุ่ม","ราย","LOS","วัน/ราย","ค่ารักษา","บาท/ราย","AdjRW","CMI","รับ Refer(ราย)","CMI Refer"
"01562 TIA and precerebral occlusions, w mod CC","1","2","2.00","12,917.00","12,917.00","0.8525","0.8525","0","0.0000"
"01563 TIA and precerebral occlusions, w severe CC","9","112","12.44","414,601.43","46,066.83","12.1018","1.3446","3","1.3167"
"01564 TIA and precerebral occlusions, w catas CC","14","111","7.93","625,108.50","44,650.61","50.4641","3.6046","3","3.5960"
"01570 Nonspecific cerebrovascular disorders, no CC","36","121","3.36","575,497.25","15,986.03","22.1477","0.6152","3","0.6099"
"01571 Nonspecific cerebrovascular disorders, w mild CC","9","18","2.00","57,880.00","6,431.11","6.9339","0.7704","0","0.0000"
"01572 Nonspecific cerebrovascular disorders, w mod CC","13","52","4.00","143,881.00","11,990.08","11.5067","0.8851","3","0.8840"
"01573 Nonspecific cerebrovascular disorders, w severe CC","80","576","7.20","1,807,379.48","23,171.53","115.8263","1.4478","9","1.4389"
"01574 Nonspecific cerebrovascular disorders, w catas CC","102","1,407","13.79","6,362,313.02","65,590.86","399.1288","3.9130","23","3.9147"
"01582 Cranial and peripheral nerve disorders, w mod CC","1","3","3.00","8,015.75","8,015.75","1.0027","1.0027","0","0.0000"
"01583 Cranial and peripheral nerve disorders, w severe CC","4","40","10.00","109,276.00","27,319.00","5.6314","1.4078","0","0.0000"
"01584 Cranial and peripheral nerve disorders, w catas CC","8","91","11.38","471,902.00","58,987.75","17.2857","2.1607","2","2.1853"
"01590 Nervous syst infection exc viral meningitis, not transferred, no CC","21","55","2.62","213,448.45","10,672.42","19.8612","0.9458","4","0.9335"
"01591 Nervous syst infection exc viral meningitis, not transferred, w mild CC","28","128","4.57","520,787.00","19,288.41","44.6350","1.5941","9","1.6043"
"01592 Nervous syst infection exc viral meningitis, not transferred, w mod CC","21","109","5.19","565,987.00","26,951.76","40.6163","1.9341","3","1.9150"
"01593 Nervous syst infection exc viral meningitis, not transferred, w severe CC","182","1,241","6.82","6,130,833.64","35,852.83","538.0884","2.9565","57","2.9660"
"01594 Nervous syst infection exc viral meningitis, not transferred, w catas CC","343","3,920","11.43","23,506,298.86","70,589.49","1,964.9320","5.7287","109","5.7378"
"01603 Viral meningitis, w severe CC","1","3","3.00","0.00","0.00","3.2965","3.2965","1","3.2965"
"01604 Viral meningitis, w catas CC","6","126","21.00","1,034,001.00","172,333.50","31.7070","5.2845","0","0.0000"
"01610 Nontraumatic stupor and coma, no CC","17","48","2.82","196,492.76","11,558.40","7.5542","0.4444","0","0.0000"
"01611 Nontraumatic stupor and coma, w mild CC","12","23","1.92","97,110.00","8,092.50","6.3696","0.5308","1","0.5308"
"01612 Nontraumatic stupor and coma, w mod CC","16","36","2.25","136,551.56","8,534.47","10.2144","0.6384","4","0.6384"
"01613 Nontraumatic stupor and coma, w severe CC","48","232","4.83","808,975.50","17,212.24","45.2597","0.9429","10","0.9332"
"01614 Nontraumatic stupor and coma, w catas CC","47","336","7.15","1,622,706.62","35,276.23","131.2394","2.7923","12","2.7465"
"01620 Febrile convulsions, no CC","2","6","3.00","6,763.00","3,381.50","0.5244","0.2622","0","0.0000"
"01630 Seizure disorders, no CC","24","84","3.50","339,648.25","14,152.01","9.1433","0.3810","4","0.3842"
"01631 Seizure disorders, w mild CC","19","69","3.63","533,937.00","29,663.17","9.7335","0.5123","8","0.5046"
"01632 Seizure disorders, w mod CC","21","50","2.38","334,407.50","15,924.17","13.0538","0.6216","5","0.6324"
"01633 Seizure disorders, w severe CC","87","427","4.91","2,041,662.50","25,520.78","98.9429","1.1373","27","1.1407"
"01634 Seizure disorders, w catas CC","190","1,895","9.97","11,053,418.66","60,401.19","759.7382","3.9986","61","3.9708"
"01640 Headache, no CC","1","4","4.00","1,015.00","1,015.00","0.2444","0.2444","0","0.0000"
"01642 Headache, w mod CC","1","1","1.00","3,825.00","3,825.00","0.4435","0.4435","0","0.0000"
"01643 Headache, w severe CC","2","3","1.50","4,817.00","4,817.00","1.3074","0.6537","0","0.0000"
"01644 Headache, w catas CC","1","12","12.00","65,388.00","65,388.00","0.7631","0.7631","1","0.7631"
"01650 Intracranial injury, no CC","425","855","2.01","7,343,290.55","17,780.36","445.1553","1.0474","127","1.0556"
"01651 Intracranial injury, w mild CC","112","265","2.37","2,512,325.08","23,701.18","212.9062","1.9009","29","1.8968"
"01652 Intracranial injury, w mod CC","121","376","3.11","2,316,426.78","19,969.20","279.6069","2.3108","39","2.3192"
"01653 Intracranial injury, w severe CC","535","1,834","3.43","13,622,766.31","26,097.25","1,819.8120","3.4015","157","3.4208"
"01654 Intracranial injury, w catas CC","292","2,344","8.03","16,068,157.36","55,792.21","1,488.0034","5.0959","99","5.0992"
"01660 Skull fractures, no CC","13","25","1.92","309,821.50","25,818.46","8.7516","0.6732","2","0.6732"
"01661 Skull fractures, w mild CC","6","14","2.33","134,641.75","22,440.29","6.4672","1.0779","1","1.0515"
"01662 Skull fractures, w mod CC","5","18","3.60","292,226.08","58,445.22","6.8383","1.3677","0","0.0000"
"01663 Skull fractures, w severe CC","13","37","2.85","446,905.00","34,377.31","28.1207","2.1631","4","2.2936"
"01664 Skull fractures, w catas CC","8","14","1.75","348,629.50","43,578.69","38.1891","4.7736","0","0.0000"
"01670 Other head injury, no CC","24","32","1.33","215,514.81","9,370.21","6.5421","0.2726","3","0.2727"
"01671 Other head injury, w mild CC","6","30","5.00","255,120.00","51,024.00","3.1104","0.5184","1","0.5009"
"01672 Other head injury, w mod CC","5","7","1.40","51,015.00","10,203.00","2.9844","0.5969","1","0.5986"
"01673 Other head injury, w severe CC","37","116","3.14","1,018,539.00","28,292.75","38.8389","1.0497","10","1.0522"
"01674 Other head injury, w catas CC","24","131","5.46","801,186.16","33,382.76","86.0067","3.5836","5","3.7173"
"01680 Other disorders of nervous system, no CC","8","11","1.38","57,109.50","7,138.69","2.4296","0.3037","4","0.3037"
"01681 Other disorders of nervous system, w mild CC","6","8","1.33","28,618.50","7,154.63","4.1103","0.6851","1","0.7099"
"01682 Other disorders of nervous system, w mod CC","8","71","8.88","219,653.00","27,456.63","7.7209","0.9651","3","0.9613"
"01683 Other disorders of nervous system, w severe CC","58","432","7.45","1,809,797.33","32,905.41","108.0899","1.8636","20","1.8460"
"01684 Other disorders of nervous system, w catas CC","64","498","7.78","3,026,161.99","48,034.32","188.5057","2.9454","15","2.9555"
"01692 Guillain-Barre syndrome, w mild to mod CC","1","6","6.00","36,864.00","36,864.00","6.1124","6.1124","0","0.0000"
"01693 Guillain-Barre syndrome, w severe CC","1","8","8.00","262,004.00","262,004.00","9.4700","9.4700","1","9.4700"
"01694 Guillain-Barre syndrome, w catas CC","6","76","12.67","1,380,936.25","230,156.04","66.5220","11.0870","3","11.0870"
"01720 Nervous system neoplasms with radiotherpy, no CC","1","7","7.00","24,842.00","24,842.00","2.7188","2.7188","1","2.7188"
"01721 Nervous system neoplasms with radiotherpy, w mild CC","2","36","18.00","102,958.00","51,479.00","6.3416","3.1708","2","3.1708"
"01722 Nervous system neoplasms with radiotherpy, w mod CC","1","26","26.00","80,172.00","80,172.00","5.0632","5.0632","1","5.0632"
"01724 Nervous system neoplasms with radiotherpy, w catas CC","1","35","35.00","134,514.00","134,514.00","8.3942","8.3942","1","8.3942"
"01730 Nervous system neoplasms with diag proc, no CC","15","34","2.27","199,938.00","14,281.29","20.9166","1.3944","3","1.4346"
"01732 Nervous system neoplasms with diag proc, w mild to mod CC","8","48","6.00","169,397.50","21,174.69","15.0560","1.8820","0","0.0000"
"01733 Nervous system neoplasms with diag proc, w severe CC","42","275","6.55","965,158.68","24,747.66","100.7472","2.3987","7","2.3825"
"01734 Nervous system neoplasms with diag proc, w catas CC","62","918","14.81","3,423,984.05","60,069.90","293.5618","4.7349","23","4.7076"
"01743 NS neoplasms with blood transfusion, w mild to sev CC","2","9","4.50","52,293.00","26,146.50","4.1690","2.0845","0","0.0000"
"01744 NS neoplasms with blood transfusion, w catas CC","12","219","18.25","813,835.50","67,819.63","50.2647","4.1887","3","4.0729"
"02010 Retinal procedures, no CC","1","4","4.00","24,208.00","24,208.00","2.0986","2.0986","0","0.0000"
"02024 Enucleation and orbital procedures, w catas CC","3","15","5.00","88,776.65","29,592.22","16.3306","5.4435","1","5.5358"
"02053 Intraocular proc except lens & retina, w severe CC","1","5","5.00","11,343.00","11,343.00","1.8019","1.8019","1","1.8019"
"02063 Major lens procedures, w severe CC","1","2","2.00","15,205.25","15,205.25","1.6961","1.6961","0","0.0000"
"02070 Other lens procedures, no CC","1","2","2.00","18,505.50","18,505.50","1.1816","1.1816","0","0.0000"
"02504 Hyphema and medically managed trauma, w sev to cat CC","2","5","2.50","17,144.00","8,572.00","1.7806","0.8903","0","0.0000"
"02510 Acute and major eye infections age > 54, no CC","1","7","7.00","16,297.00","16,297.00","0.8956","0.8956","1","0.8956"
"02512 Acute and major eye infections age > 54, w mild to mod CC","1","1","1.00","6,094.50","6,094.50","0.9600","0.9600","1","0.9600"
"02513 Acute and major eye infections age > 54, w severe CC","1","3","3.00","0.00","0.00","1.7242","1.7242","0","0.0000"
"02514 Acute and major eye infections age > 54, w catas CC","3","33","11.00","117,096.00","58,548.00","12.7605","4.2535","1","4.2535"
"02524 Acute and major eye infections age < 55, w sev to cat CC","3","6","2.00","15,808.50","5,269.50","5.3526","1.7842","0","0.0000"
"02540 Other disorders of the eye, no CC","1","1","1.00","2,194.00","2,194.00","0.3824","0.3824","0","0.0000"
"02541 Other disorders of the eye, w mild CC","1","1","1.00","4,894.00","4,894.00","0.6045","0.6045","0","0.0000"
"02543 Other disorders of the eye, w severe CC","1","2","2.00","14,957.00","14,957.00","1.2383","1.2383","0","0.0000"
"02544 Other disorders of the eye, w catas CC","2","37","18.50","150,387.00","75,193.50","3.2718","1.6359","1","1.5930"
"02550 Malignant neoplasm of the eye, no CC","2","11","5.50","42,141.00","21,070.50","2.5590","1.2795","1","1.2795"
"02551 Malignant neoplasm of the eye, w mild CC","1","3","3.00","3,885.00","3,885.00","1.4977","1.4977","0","0.0000"
"03013 Major head and neck proc, w severe CC","1","34","34.00","203,904.00","203,904.00","5.7817","5.7817","0","0.0000"
"03034 Maxillo surgery, w catas CC","1","7","7.00","66,838.00","66,838.00","5.0117","5.0117","0","0.0000"
"03060 Mouth procedures, no CC","1","4","4.00","26,730.00","26,730.00","0.9955","0.9955","0","0.0000"
"03064 Mouth procedures, w catas CC","1","5","5.00","29,635.00","29,635.00","4.8948","4.8948","0","0.0000"
"03074 Misc ear, nose, mouth & throat proc, w mild to cat CC","2","33","16.50","317,847.00","158,923.50","4.9608","2.4804","0","0.0000"
"03100 Other ear, nose, mouth & throat procedures, no CC","1","56","56.00","95,338.00","95,338.00","1.2649","1.2649","0","0.0000"
"03102 Other ear, nose, mouth & throat procedures, w mild to mod CC","1","3","3.00","19,577.00","19,577.00","1.9436","1.9436","1","1.9436"
"03103 Other ear, nose, mouth & throat procedures, w severe CC","3","15","5.00","76,079.75","25,359.92","8.3520","2.7840","2","2.7601"
"03104 Other ear, nose, mouth & throat procedures, w catas CC","10","165","16.50","810,240.80","81,024.08","37.4070","3.7407","2","3.7407"
"03130 Pharyngeal and laryngeal procedures, no CC","1","10","10.00","39,962.00","39,962.00","1.1968","1.1968","1","1.1968"
"03133 Pharyngeal and laryngeal procedures, w severe CC","1","3","3.00","38,956.00","38,956.00","2.9389","2.9389","0","0.0000"
"03143 Minor head and neck procedures, w severe CC","1","1","1.00","18,779.75","18,779.75","3.3863","3.3863","1","3.3863"
"03144 Minor head and neck procedures, w catas CC","10","104","10.40","825,221.18","82,522.12","58.4585","5.8459","3","5.8431"
"03164 Major sinus procedures, w catas CC","1","10","10.00","109,931.00","109,931.00","7.4115","7.4115","0","0.0000"
"03189 Trach for ENT diseases w mech vent 96+ hr, w or wo CC","1","51","51.00","215,429.00","215,429.00","23.3260","23.3260","1","23.3260"
"03199 Trach for ENT diseases, w or wo CC","1","129","129.00","585,783.00","585,783.00","13.8740","13.8740","0","0.0000"
"03220 Trach w other proc for upper airway obstruction, no CC","1","53","53.00","214,562.00","214,562.00","5.1999","5.1999","1","5.1999"
"03222 Trach w other proc for upper airway obstruction, w mild to mod CC","4","65","16.25","196,510.75","49,127.69","30.1152","7.5288","3","7.5288"
"03223 Trach w other proc for upper airway obstruction, w severe CC","3","88","29.33","243,905.10","81,301.70","27.1977","9.0659","1","9.0659"
"03224 Trach w other proc for upper airway obstruction, w catas CC","6","284","47.33","1,315,715.25","219,285.88","82.0964","13.6827","1","13.6805"
"03230 Trach for upper airway obstruction, no CC","4","98","24.50","283,732.00","70,933.00","8.4048","2.1012","0","0.0000"
"03232 Trach for upper airway obstruction, w mild to mod CC","2","7","3.50","30,977.00","15,488.50","6.5818","3.2909","0","0.0000"
"03233 Trach for upper airway obstruction, w severe CC","2","22","11.00","131,467.00","65,733.50","11.6608","5.8304","1","5.8304"
"03234 Trach for upper airway obstruction, w catas CC","24","812","33.83","3,275,363.30","136,473.47","168.9547","7.0398","5","7.0385"
"03500 Ear, nose, mouth and throat malignancy, no CC","74","492","6.65","836,229.31","11,455.20","49.3497","0.6669","5","0.6558"
"03501 Ear, nose, mouth and throat malignancy, w mild CC","26","212","8.15","392,663.15","15,706.53","18.5901","0.7150","1","0.7119"
"03502 Ear, nose, mouth and throat malignancy, w mod CC","18","185","10.28","368,291.00","20,460.61","15.7798","0.8767","0","0.0000"
"03503 Ear, nose, mouth and throat malignancy, w severe CC","92","699","7.60","1,343,664.50","15,268.91","120.5291","1.3101","7","1.3014"
"03504 Ear, nose, mouth and throat malignancy, w catas CC","91","712","7.82","1,926,589.31","21,647.07","197.6388","2.1719","10","2.1346"
"03510 Dysequilibrium, no CC","1","1","1.00","1,495.00","1,495.00","0.1998","0.1998","0","0.0000"
"03511 Dysequilibrium, w mild CC","1","5","5.00","9,908.00","9,908.00","0.2910","0.2910","0","0.0000"
"03513 Dysequilibrium, w severe CC","1","2","2.00","6,501.00","6,501.00","0.3770","0.3770","0","0.0000"
"03523 Epistaxis, w severe CC","4","28","7.00","55,373.00","13,843.25","3.2941","0.8235","2","0.7889"
"03524 Epistaxis, w catas CC","2","7","3.50","27,049.00","13,524.50","1.7609","0.8804","0","0.0000"
"03530 Otitis media and URI, no CC","5","102","20.40","249,723.58","49,944.72","1.3683","0.2737","1","0.2645"
"03531 Otitis media and URI, w mild CC","5","8","1.60","22,950.00","4,590.00","1.7400","0.3480","1","0.3480"
"03533 Otitis media and URI, w severe CC","5","47","9.40","241,733.75","48,346.75","2.8265","0.5653","1","0.5626"
"03534 Otitis media and URI, w catas CC","16","203","12.69","1,160,001.75","72,500.11","16.2071","1.0129","4","0.9940"
"03541 Epiglottitis and cellulitis of face & neck, w mild CC","1","1","1.00","8,057.50","8,057.50","0.7388","0.7388","0","0.0000"
"03542 Epiglottitis and cellulitis of face & neck, w mod CC","1","1","1.00","6,954.00","6,954.00","0.7473","0.7473","0","0.0000"
"03543 Epiglottitis and cellulitis of face & neck, w severe CC","7","10","1.43","79,627.00","13,271.17","11.0130","1.5733","0","0.0000"
"03544 Epiglottitis and cellulitis of face & neck, w catas CC","11","65","5.91","403,142.75","40,314.28","41.8444","3.8040","2","3.7008"
"03550 Nasal trauma and deformity, no CC","1","3","3.00","54,470.00","54,470.00","0.5852","0.5852","1","0.5852"
"03554 Nasal trauma and deformity, w sev to cat CC","1","3","3.00","15,355.00","15,355.00","1.5704","1.5704","0","0.0000"
"03560 Other ear, nose, mouth and throat diagnoses, no CC","2","6","3.00","7,138.25","3,569.13","1.2906","0.6453","1","0.6453"
"03563 Other ear, nose, mouth and throat diagnoses, w severe CC","4","47","11.75","65,615.00","21,871.67","7.8073","1.9518","2","1.9171"
"03564 Other ear, nose, mouth and throat diagnoses, w catas CC","6","61","10.17","289,591.50","48,265.25","24.9670","4.1612","3","4.1473"
"03572 Dental & oral disorders, w mod CC","2","2","1.00","89,111.00","44,555.50","1.3380","0.6690","1","0.6690"
"03573 Dental & oral disorders, w severe CC","7","15","2.14","87,256.50","12,465.21","7.3834","1.0548","1","1.0300"
"03574 Dental & oral disorders, w catas CC","4","10","2.50","91,823.00","22,955.75","9.5329","2.3832","2","2.3952"
"03583 ENT & mouth malignancy with chemo- and radiother, w severe CC","1","70","70.00","86,393.00","86,393.00","8.2933","8.2933","0","0.0000"
"03594 ENT & mouth malignancy with chemotherapy, w catas CC","1","38","38.00","169,946.00","169,946.00","5.2194","5.2194","0","0.0000"
"03602 ENT & mouth malignancy with radiotherapy, w mod CC","1","9","9.00","19,430.00","19,430.00","4.2207","4.2207","1","4.2207"
"03604 ENT & mouth malignancy with radiotherapy, w catas CC","1","45","45.00","187,339.00","187,339.00","7.3112","7.3112","0","0.0000"
"03610 ENT & mouth malignancy with diagnostic proc, no CC","1","5","5.00","8,521.00","8,521.00","1.0362","1.0362","0","0.0000"
"03612 ENT & mouth malignancy with diagnostic proc, w mild to mod CC","1","4","4.00","11,191.00","11,191.00","1.2649","1.2649","0","0.0000"
"03613 ENT & mouth malignancy with diagnostic proc, w severe CC","4","32","8.00","117,936.45","29,484.11","9.1103","2.2776","1","2.3142"
"03614 ENT & mouth malignancy with diagnostic proc, w catas CC","17","185","10.88","663,609.25","41,475.58","84.5292","4.9723","3","4.9969"
"03620 ENT & mouth malignancy with blood transfusion, no CC","2","55","27.50","96,206.00","48,103.00","2.7680","1.3840","0","0.0000"
"03622 ENT & mouth malignancy with blood transfusion, w mild to mod CC","25","287","11.48","575,454.00","23,977.25","46.2993","1.8520","0","0.0000"
"03623 ENT & mouth malignancy with blood transfusion, w severe CC","31","276","8.90","524,178.06","18,720.65","66.7524","2.1533","4","2.1393"
"03624 ENT & mouth malignancy with blood transfusion, w catas CC","52","730","14.04","2,329,388.14","47,538.53","235.6862","4.5324","7","4.4530"
"04010 Major chest procedures, no CC","2","29","14.50","416,019.00","208,009.50","10.4408","5.2204","1","5.2204"
"04013 Major chest procedures, w severe CC","3","58","19.33","255,192.00","85,064.00","22.7585","7.5862","1","8.3237"
"04014 Major chest procedures, w catas CC","27","690","25.56","5,961,521.50","220,797.09","249.7276","9.2492","12","9.2466"
"04020 Other resp system procedures, no CC","1","4","4.00","17,997.00","17,997.00","2.2263","2.2263","0","0.0000"
"04022 Other resp system procedures, w mild to mod CC","4","94","23.50","92,741.50","30,913.83","12.3751","3.0938","1","3.0662"
"04023 Other resp system procedures, w severe CC","16","401","25.06","1,184,082.00","78,938.80","73.0472","4.5654","4","4.5168"
"04024 Other resp system procedures, w catas CC","148","5,521","37.30","21,938,307.58","155,590.83","944.8016","6.3838","36","6.3709"
"04030 Ventilator support, no CC","158","763","4.83","3,105,511.00","20,165.66","376.7032","2.3842","66","2.3723"
"04031 Ventilator support, w mild CC","192","1,054","5.49","5,528,761.61","29,724.52","541.9565","2.8227","70","2.8218"
"04032 Ventilator support, w mod CC","208","1,289","6.20","5,997,334.37","29,689.77","743.7396","3.5757","57","3.5848"
"04033 Ventilator support, w severe CC","2,563","16,869","6.58","83,397,131.43","33,764.02","9,834.4079","3.8371","750","3.8234"
"04034 Ventilator support, w catas CC","8,195","91,199","11.13","514,474,211.40","64,754.46","55,015.4298","6.7133","2,412","6.7115"
"04050 Trach for resp diseases w mech vent 96+ hr, no CC","4","154","38.50","561,466.50","140,366.63","84.8948","21.2237","0","0.0000"
"04051 Trach for resp diseases w mech vent 96+ hr, w mild CC","4","213","53.25","883,008.00","220,752.00","97.7609","24.4402","0","0.0000"
