"ชื่อกลุ่ม","ราย","LOS","วัน/ราย","ค่ารักษา","บาท/ราย","AdjRW","CMI","รับ Refer(ราย)","CMI Refer"
"01610 Nontraumatic stupor and coma, no CC","12","33","2.75","201,903.00","16,825.25","5.3531","0.4461","3","0.4674"
"01611 Nontraumatic stupor and coma, w mild CC","4","8","2.00","25,767.00","6,441.75","2.1232","0.5308","0","0.0000"
"01612 Nontraumatic stupor and coma, w mod CC","3","6","2.00","28,891.00","9,630.33","1.9152","0.6384","2","0.6384"
"01613 Nontraumatic stupor and coma, w severe CC","27","115","4.26","388,692.00","15,547.68","25.0960","0.9295","6","0.9421"
"01614 Nontraumatic stupor and coma, w catas CC","21","243","11.57","1,023,797.00","51,189.85","59.0450","2.8117","3","3.0394"
"01623 Febrile convulsions, w severe CC","1","1","1.00","4,623.00","4,623.00","0.6149","0.6149","0","0.0000"
"01630 Seizure disorders, no CC","5","28","5.60","60,208.75","12,041.75","1.9302","0.3860","0","0.0000"
"01631 Seizure disorders, w mild CC","5","12","2.40","45,797.50","9,159.50","2.5230","0.5046","0","0.0000"
"01632 Seizure disorders, w mod CC","12","83","6.92","207,607.56","18,873.41","7.7417","0.6451","0","0.0000"
"01633 Seizure disorders, w severe CC","53","244","4.60","1,357,226.31","25,608.04","60.0125","1.1323","9","1.1168"
"01634 Seizure disorders, w catas CC","106","1,100","10.38","5,209,131.81","55,416.30","420.0744","3.9630","41","3.9965"
"01640 Headache, no CC","1","1","1.00","3,079.00","3,079.00","0.2444","0.2444","0","0.0000"
"01643 Headache, w severe CC","2","7","3.50","15,744.00","7,872.00","1.3074","0.6537","0","0.0000"
"01650 Intracranial injury, no CC","269","511","1.90","4,381,356.76","16,596.05","283.0404","1.0522","76","1.0538"
"01651 Intracranial injury, w mild CC","67","110","1.64","1,196,136.01","18,402.09","125.8658","1.8786","19","1.8745"
"01652 Intracranial injury, w mod CC","58","119","2.05","1,026,922.38","18,337.90","133.9112","2.3088","15","2.3229"
"01653 Intracranial injury, w severe CC","320","1,109","3.47","8,388,592.74","26,630.45","1,092.9807","3.4156","88","3.4241"
"01654 Intracranial injury, w catas CC","151","2,247","14.88","14,928,334.50","99,522.23","772.2799","5.1144","58","5.1150"
"01660 Skull fractures, no CC","3","7","2.33","79,194.00","26,398.00","2.0196","0.6732","0","0.0000"
"01662 Skull fractures, w mod CC","5","6","1.20","93,519.00","18,703.80","6.7384","1.3477","0","0.0000"
"01663 Skull fractures, w severe CC","8","14","1.75","164,855.25","23,550.75","17.8564","2.2320","1","2.1822"
"01664 Skull fractures, w catas CC","8","87","10.88","401,975.00","50,246.88","38.9755","4.8719","3","4.7841"
"01670 Other head injury, no CC","7","11","1.57","112,472.00","16,067.43","1.9089","0.2727","1","0.2727"
"01671 Other head injury, w mild CC","1","1","1.00","7,205.00","7,205.00","0.5009","0.5009","0","0.0000"
"01672 Other head injury, w mod CC","6","30","5.00","102,911.00","17,151.83","3.6143","0.6024","1","0.5986"
"01673 Other head injury, w severe CC","17","33","1.94","245,176.00","15,323.50","18.0197","1.0600","4","1.0430"
"01674 Other head injury, w catas CC","10","42","4.20","369,159.25","36,915.93","35.8537","3.5854","3","3.5062"
"01680 Other disorders of nervous system, no CC","4","7","1.75","32,649.00","8,162.25","1.2148","0.3037","0","0.0000"
"01681 Other disorders of nervous system, w mild CC","3","15","5.00","85,378.00","28,459.33","2.1297","0.7099","0","0.0000"
"01683 Other disorders of nervous system, w severe CC","20","94","4.70","428,795.00","22,568.16","36.8409","1.8420","4","1.7928"
"01684 Other disorders of nervous system, w catas CC","25","282","11.28","1,062,703.08","44,279.30","73.9603","2.9584","6","2.8627"
"01693 Guillain-Barre syndrome, w severe CC","1","1","1.00","171,838.00","171,838.00","9.2806","9.2806","0","0.0000"
"01694 Guillain-Barre syndrome, w catas CC","1","19","19.00","225,623.00","225,623.00","11.0870","11.0870","1","11.0870"
"01714 Nervous system neoplasms with chemotherpy, w catas CC","1","13","13.00","81,251.00","81,251.00","7.2784","7.2784","0","0.0000"
"01730 Nervous system neoplasms with diag proc, no CC","6","30","5.00","122,636.00","20,439.33","8.5072","1.4179","1","1.4346"
"01732 Nervous system neoplasms with diag proc, w mild to mod CC","10","39","3.90","218,330.75","21,833.08","18.4249","1.8425","1","1.8820"
"01733 Nervous system neoplasms with diag proc, w severe CC","17","130","7.65","455,940.00","30,396.00","40.6114","2.3889","7","2.3867"
"01734 Nervous system neoplasms with diag proc, w catas CC","35","398","11.37","1,419,770.25","43,023.34","164.1239","4.6893","6","4.6576"
"01740 NS neoplasms with blood transfusion, no CC","2","3","1.50","21,972.00","10,986.00","1.6687","0.8344","0","0.0000"
"01743 NS neoplasms with blood transfusion, w mild to sev CC","6","82","13.67","251,811.00","41,968.50","12.4229","2.0705","0","0.0000"
"01744 NS neoplasms with blood transfusion, w catas CC","9","165","18.33","554,051.50","61,561.28","37.5318","4.1702","1","4.1702"
"02083 Other eye  procedures, w severe CC","1","5","5.00","29,541.00","29,541.00","1.6334","1.6334","1","1.6334"
"02084 Other eye  procedures, w catas CC","1","54","54.00","280,910.00","280,910.00","1.8848","1.8848","1","1.8848"
"02504 Hyphema and medically managed trauma, w sev to cat CC","1","1","1.00","13,012.00","13,012.00","0.8280","0.8280","0","0.0000"
"02513 Acute and major eye infections age > 54, w severe CC","2","12","6.00","24,093.00","12,046.50","3.3956","1.6978","0","0.0000"
"02514 Acute and major eye infections age > 54, w catas CC","1","6","6.00","24,106.00","24,106.00","4.2535","4.2535","0","0.0000"
"02522 Acute and major eye infections age < 55, w mild to mod CC","1","1","1.00","3,242.00","3,242.00","0.7540","0.7540","0","0.0000"
"02540 Other disorders of the eye, no CC","1","21","21.00","49,234.00","49,234.00","0.4534","0.4534","0","0.0000"
"02544 Other disorders of the eye, w catas CC","1","5","5.00","32,543.75","32,543.75","1.5930","1.5930","0","0.0000"
"02550 Malignant neoplasm of the eye, no CC","1","19","19.00","32,939.00","32,939.00","1.4791","1.4791","0","0.0000"
"02553 Malignant neoplasm of the eye, w severe CC","1","2","2.00","3,069.00","3,069.00","2.9790","2.9790","0","0.0000"
"03034 Maxillo surgery, w catas CC","1","1","1.00","97,502.00","97,502.00","5.0117","5.0117","0","0.0000"
"03063 Mouth procedures, w severe CC","2","14","7.00","97,133.00","48,566.50","5.6558","2.8279","1","2.8279"
"03064 Mouth procedures, w catas CC","3","19","6.33","122,643.00","40,881.00","14.4397","4.8132","1","4.6501"
"03090 Tonsillectomy & adenoidectomy, no CC","1","10","10.00","106,993.75","106,993.75","1.1228","1.1228","0","0.0000"
"03094 Tonsillectomy & adenoidectomy, w sev to cat CC","1","22","22.00","79,133.00","79,133.00","1.7966","1.7966","1","1.7966"
"03103 Other ear, nose, mouth & throat procedures, w severe CC","4","247","61.75","555,885.50","138,971.38","11.6046","2.9012","1","2.8318"
"03104 Other ear, nose, mouth & throat procedures, w catas CC","3","26","8.67","118,215.00","39,405.00","11.2221","3.7407","0","0.0000"
"03124 Dental extractions and restorations, w sev to cat CC","2","17","8.50","26,293.25","26,293.25","3.3340","1.6670","1","1.6670"
"03143 Minor head and neck procedures, w severe CC","1","1","1.00","0.00","0.00","3.2170","3.2170","1","3.2170"
"03144 Minor head and neck procedures, w catas CC","6","55","9.17","775,297.25","129,216.21","35.0586","5.8431","3","5.8431"
"03164 Major sinus procedures, w catas CC","1","36","36.00","100,040.00","100,040.00","7.4115","7.4115","0","0.0000"
"03189 Trach for ENT diseases w mech vent 96+ hr, w or wo CC","1","86","86.00","541,085.00","541,085.00","23.3260","23.3260","1","23.3260"
"03222 Trach w other proc for upper airway obstruction, w mild to mod CC","1","17","17.00","42,632.00","42,632.00","7.5288","7.5288","0","0.0000"
"03223 Trach w other proc for upper airway obstruction, w severe CC","2","13","6.50","89,923.50","44,961.75","18.1318","9.0659","1","9.0659"
"03224 Trach w other proc for upper airway obstruction, w catas CC","4","131","32.75","391,711.00","130,570.33","54.7220","13.6805","1","13.6805"
"03230 Trach for upper airway obstruction, no CC","2","39","19.50","119,406.00","59,703.00","4.1795","2.0898","0","0.0000"
"03233 Trach for upper airway obstruction, w severe CC","4","96","24.00","174,945.00","43,736.25","23.3216","5.8304","0","0.0000"
"03234 Trach for upper airway obstruction, w catas CC","9","225","25.00","852,624.50","94,736.06","62.6791","6.9643","2","7.0372"
"03500 Ear, nose, mouth and throat malignancy, no CC","54","381","7.06","805,632.75","14,919.13","36.3985","0.6740","1","0.6747"
"03501 Ear, nose, mouth and throat malignancy, w mild CC","21","156","7.43","356,631.00","16,982.43","15.1884","0.7233","0","0.0000"
"03502 Ear, nose, mouth and throat malignancy, w mod CC","15","113","7.53","192,169.50","14,782.27","12.8994","0.8600","0","0.0000"
"03503 Ear, nose, mouth and throat malignancy, w severe CC","76","692","9.11","1,562,869.02","20,564.07","99.5684","1.3101","2","1.2796"
"03504 Ear, nose, mouth and throat malignancy, w catas CC","59","489","8.29","1,226,508.06","21,517.69","127.4528","2.1602","5","2.0761"
"03510 Dysequilibrium, no CC","1","2","2.00","8,359.00","8,359.00","0.1998","0.1998","0","0.0000"
"03511 Dysequilibrium, w mild CC","2","19","9.50","32,176.00","16,088.00","0.6172","0.3086","0","0.0000"
"03514 Dysequilibrium, w catas CC","1","2","2.00","3,688.00","3,688.00","0.7996","0.7996","0","0.0000"
"03523 Epistaxis, w severe CC","1","8","8.00","26,138.00","26,138.00","0.7889","0.7889","0","0.0000"
"03524 Epistaxis, w catas CC","1","7","7.00","20,444.75","20,444.75","0.9124","0.9124","0","0.0000"
"03533 Otitis media and URI, w severe CC","10","36","3.60","174,944.00","17,494.40","5.5014","0.5501","2","0.5626"
"03534 Otitis media and URI, w catas CC","8","62","7.75","437,367.00","54,670.88","8.0026","1.0003","7","0.9987"
"03542 Epiglottitis and cellulitis of face & neck, w mod CC","1","4","4.00","14,295.00","14,295.00","0.8035","0.8035","0","0.0000"
"03543 Epiglottitis and cellulitis of face & neck, w severe CC","3","25","8.33","99,058.00","33,019.33","4.9833","1.6611","2","1.6611"
"03544 Epiglottitis and cellulitis of face & neck, w catas CC","7","38","5.43","316,335.00","45,190.71","26.5063","3.7866","0","0.0000"
"03560 Other ear, nose, mouth and throat diagnoses, no CC","1","2","2.00","0.00","0.00","0.6453","0.6453","1","0.6453"
"03563 Other ear, nose, mouth and throat diagnoses, w severe CC","1","1","1.00","11,385.50","11,385.50","1.8475","1.8475","0","0.0000"
"03564 Other ear, nose, mouth and throat diagnoses, w catas CC","8","56","7.00","338,376.00","42,297.00","32.6492","4.0812","3","4.1194"
"03573 Dental & oral disorders, w severe CC","2","13","6.50","23,729.00","11,864.50","2.2214","1.1107","0","0.0000"
"03574 Dental & oral disorders, w catas CC","2","9","4.50","35,037.00","17,518.50","4.7425","2.3712","1","2.3473"
"03610 ENT & mouth malignancy with diagnostic proc, no CC","1","21","21.00","52,932.00","52,932.00","1.2117","1.2117","0","0.0000"
"03612 ENT & mouth malignancy with diagnostic proc, w mild to mod CC","3","21","7.00","56,938.25","28,469.13","3.8297","1.2766","1","1.2999"
"03613 ENT & mouth malignancy with diagnostic proc, w severe CC","3","31","10.33","158,776.00","52,925.33","6.9426","2.3142","0","0.0000"
"03614 ENT & mouth malignancy with diagnostic proc, w catas CC","8","825","103.13","1,061,670.75","151,667.25","41.4668","5.1833","3","5.0136"
"03620 ENT & mouth malignancy with blood transfusion, no CC","3","61","20.33","128,034.00","42,678.00","4.1718","1.3906","1","1.3078"
"03622 ENT & mouth malignancy with blood transfusion, w mild to mod CC","20","219","10.95","525,892.00","26,294.60","37.0823","1.8541","0","0.0000"
"03623 ENT & mouth malignancy with blood transfusion, w severe CC","13","184","14.15","381,735.50","29,364.27","28.4502","2.1885","1","2.1718"
"03624 ENT & mouth malignancy with blood transfusion, w catas CC","33","613","18.58","1,702,943.72","53,216.99","150.2470","4.5529","2","4.6281"
"04012 Major chest procedures, w mild to mod CC","1","1","1.00","70,162.00","70,162.00","6.5810","6.5810","0","0.0000"
"04014 Major chest procedures, w catas CC","13","315","24.23","3,051,898.50","234,761.42","120.2058","9.2466","5","9.2466"
"04020 Other resp system procedures, no CC","2","14","7.00","21,991.00","10,995.50","4.4526","2.2263","0","0.0000"
"04022 Other resp system procedures, w mild to mod CC","3","45","15.00","119,640.75","39,880.25","9.1986","3.0662","0","0.0000"
"04023 Other resp system procedures, w severe CC","9","104","11.56","252,000.86","31,500.11","40.3325","4.4814","0","0.0000"
"04024 Other resp system procedures, w catas CC","93","2,601","27.97","10,482,631.29","121,891.06","593.2177","6.3787","17","6.3777"
"04030 Ventilator support, no CC","78","358","4.59","1,772,769.20","23,022.98","184.9518","2.3712","17","2.3434"
"04031 Ventilator support, w mild CC","119","589","4.95","2,840,111.76","24,274.46","335.9831","2.8234","30","2.8118"
"04032 Ventilator support, w mod CC","118","825","6.99","3,669,160.64","33,973.71","423.2291","3.5867","26","3.5662"
"04033 Ventilator support, w severe CC","1,520","9,921","6.53","49,680,384.53","34,191.59","5,831.6478","3.8366","370","3.8160"
"04034 Ventilator support, w catas CC","4,727","48,846","10.33","263,961,555.26","59,078.24","31,696.3228","6.7054","1,270","6.7002"
"04050 Trach for resp diseases w mech vent 96+ hr, no CC","3","85","28.33","253,724.00","84,574.67","63.6711","21.2237","0","0.0000"
"04051 Trach for resp diseases w mech vent 96+ hr, w mild CC","2","57","28.50","223,534.00","111,767.00","48.8806","24.4403","0","0.0000"
"04053 Trach for resp diseases w mech vent 96+ hr, w mod to sev CC","59","3,372","57.15","13,873,231.41","252,240.57","1,574.3048","26.6831","10","26.6955"
"04054 Trach for resp diseases w mech vent 96+ hr, w catas CC","388","27,221","70.16","127,882,199.35","353,265.74","11,143.3135","28.7199","62","28.7035"
"04062 Trach for resp diseases, w mild to mod CC","1","23","23.00","87,507.00","87,507.00","18.1708","18.1708","0","0.0000"
"04063 Trach for resp diseases, w severe CC","10","630","63.00","2,680,638.39","268,063.84","206.4153","20.6415","0","0.0000"
"04064 Trach for resp diseases, w catas CC","29","2,195","75.69","8,974,423.25","309,462.87","669.5079","23.0865","3","23.0575"
"04070 Noninvasive ventilation, no CC","1","4","4.00","7,946.00","7,946.00","1.9263","1.9263","0","0.0000"
"04072 Noninvasive ventilation, w mild to mod CC","1","1","1.00","7,362.00","7,362.00","3.0574","3.0574","0","0.0000"
"04073 Noninvasive ventilation, w severe CC","1","3","3.00","6,739.00","6,739.00","3.9531","3.9531","0","0.0000"
"04074 Noninvasive ventilation, w catas CC","3","6","2.00","24,887.00","8,295.67","16.9749","5.6583","0","0.0000"
"04080 Other minor resp system procedures, no CC","3","12","4.00","24,146.00","8,048.67","3.6150","1.2050","0","0.0000"
"04083 Other minor resp system procedures, w severe CC","2","18","9.00","74,710.00","37,355.00","5.1334","2.5667","0","0.0000"
"04084 Other minor resp system procedures, w catas CC","3","95","31.67","274,482.50","91,494.17","11.1866","3.7289","1","3.7240"
"04510 Pulmonary embolism, no CC","1","1","1.00","9,193.00","9,193.00","1.9558","1.9558","1","1.9558"
"04512 Pulmonary embolism, w mild to mod CC","3","20","6.67","81,884.00","27,294.67","8.2734","2.7578","0","0.0000"
"04513 Pulmonary embolism, w severe CC","2","20","10.00","44,904.00","44,904.00","6.0689","3.0344","1","2.9244"
"04514 Pulmonary embolism, w catas CC","4","21","5.25","70,465.00","17,616.25","18.6644","4.6661","2","4.7258"
"04520 Respiratory infection/inflammation, no CC","180","864","4.80","2,362,751.21","13,348.88","96.7343","0.5374","8","0.5306"
"04521 Respiratory infection/inflammation, w mild CC","188","754","4.01","2,105,451.65","11,380.82","161.9716","0.8616","2","0.8139"
"04522 Respiratory infection/inflammation, w mod CC","183","1,161","6.34","3,058,362.43","16,990.90","172.6261","0.9433","8","0.9119"
"04523 Respiratory infection/inflammation, w severe CC","964","7,257","7.53","19,889,077.41","21,068.94","1,426.4487","1.4797","43","1.4643"
"04524 Respiratory infection/inflammation, w catas CC","784","7,607","9.70","24,044,904.48","31,390.21","2,497.9601","3.1943","61","3.1590"
"04540 Pulmonary edema and respiratory failure, not transferred, no CC","10","81","8.10","384,821.00","42,757.89","6.6182","0.7354","0","0.0000"
"04542 Pulmonary edema and respiratory failure, not transferred, w mild to mod CC","19","47","2.47","149,500.00","7,868.42","13.9704","0.7353","0","0.0000"
"04543 Pulmonary edema and respiratory failure, not transferred, w severe CC","50","219","4.38","678,217.25","13,841.17","56.9626","1.1393","6","1.1036"
"04544 Pulmonary edema and respiratory failure, not transferred, w catas CC","35","193","5.51","802,881.59","22,939.47","113.4427","3.2412","2","3.3122"
"04550 Chronic obstructive pulmonary disease, no CC","56","378","6.75","887,039.20","15,839.99","30.6820","0.5479","2","0.5677"
"04551 Chronic obstructive pulmonary disease, w mild CC","20","100","5.00","244,250.00","12,212.50","15.2272","0.7614","0","0.0000"
"04552 Chronic obstructive pulmonary disease, w mod CC","18","137","7.61","308,600.00","17,144.44","14.7086","0.8171","0","0.0000"
"04553 Chronic obstructive pulmonary disease, w severe CC","141","910","6.45","2,165,404.42","15,467.17","133.4125","0.9462","6","0.9435"
"04554 Chronic obstructive pulmonary disease, w catas CC","119","1,074","9.03","3,272,264.04","27,498.02","195.0467","1.6390","5","1.6044"
"04564 Major chest trauma, w catas CC","1","4","4.00","0.00","0.00","4.2618","4.2618","1","4.2618"
"04570 Respiratory signs and symptoms, no CC","8","22","2.75","51,314.00","6,414.25","3.1304","0.3913","0","0.0000"
"04571 Respiratory signs and symptoms, w mild CC","3","14","4.67","29,562.00","9,854.00","1.3476","0.4492","0","0.0000"
"04572 Respiratory signs and symptoms, w mod CC","3","60","20.00","87,120.00","29,040.00","1.7619","0.5873","0","0.0000"
"04573 Respiratory signs and symptoms, w severe CC","13","33","2.54","95,507.00","7,346.69","9.0474","0.6960","1","0.6726"
"04574 Respiratory signs and symptoms, w catas CC","12","200","16.67","681,174.25","56,764.52","15.3488","1.2791","0","0.0000"
"04580 Pneumothorax, no CC","1","11","11.00","16,845.00","16,845.00","1.0645","1.0645","0","0.0000"
"04582 Pneumothorax, w mod CC","2","2","1.00","27,762.00","13,881.00","2.9374","1.4687","0","0.0000"
"04583 Pneumothorax, w severe CC","3","18","6.00","85,638.85","28,546.28","5.0088","1.6696","1","1.5898"
"04584 Pneumothorax, w catas CC","11","88","8.00","310,432.00","28,221.09","28.6273","2.6025","0","0.0000"
"04590 Bronchitis and asthma, no CC","10","51","5.10","74,969.65","7,496.97","3.7607","0.3761","0","0.0000"
"04591 Bronchitis and asthma, w mild CC","4","15","3.75","41,421.28","10,355.32","1.9988","0.4997","0","0.0000"
"04592 Bronchitis and asthma, w mod CC","4","13","3.25","30,315.32","7,578.83","2.3368","0.5842","0","0.0000"
"04593 Bronchitis and asthma, w severe CC","20","93","4.65","240,991.75","12,049.59","16.1196","0.8060","0","0.0000"
