"โรงพยาบาล","ราย","LOS","วัน/ราย","ค่ารักษา","บาท/ราย","AdjRW","CMI","รับ Refer(ราย)","CMI Refer"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"22155  :  โรงพยาบาลครู","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"10685  :  โรงพยาบาลสมุทรปราการ","2,595","27,030","10.42","208,988,508.70","80,566.12","8,110.5665","3.9181","215","4.5415"
"10752  :  โรงพยาบาลบางบ่อ","244","2,816","11.54","35,807,632.50","146,752.59","1,071.9471","4.3932","0","0.0000"
"10753  :  โรงพยาบาลบางพลี","560","7,812","13.95","47,288,739.08","84,444.18","2,424.7098","4.5237","58","8.0650"
"10754  :  โรงพยาบาลบางจาก","355","2,738","7.71","16,054,052.00","45,222.68","671.0241","2.1370","11","1.8225"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","217","1,966","9.06","6,978,768.65","32,160.22","286.2906","1.4386","3","1.9081"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"28785  :  โรงพยาบาลบางเสาธง","31","287","9.26","1,310,025.99","42,258.90","32.6459","1.7182","0","0.0000"
"10686  :  โรงพยาบาลพระนั่งเกล้า","2,821","42,656","15.12","229,638,016.68","81,403.05","12,617.5432","4.8049","527","5.9415"
"10756  :  โรงพยาบาลบางกรวย","100","749","7.49","5,587,661.82","55,876.62","128.8538","1.7181","8","1.7424"
"10757  :  โรงพยาบาลบางใหญ่","62","894","14.42","4,754,077.25","76,678.67","202.5648","3.6830","3","12.4772"
"10758  :  โรงพยาบาลบางบัวทอง","250","1,882","7.53","10,381,045.46","41,524.18","375.5415","1.9976","18","4.2118"
"10759  :  โรงพยาบาลไทรน้อย","68","368","5.41","1,417,898.86","20,851.45","106.9076","1.9798","0","0.0000"
"10760  :  โรงพยาบาลปากเกร็ด","184","1,571","8.54","11,749,135.00","63,853.99","322.4504","1.8532","6","2.5766"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"28875  :  โรงพยาบาลบางบัวทอง ๒","8","48","6.00","98,232.75","14,033.25","10.6513","1.5216","0","0.0000"
"10687  :  โรงพยาบาลปทุมธานี","2,236","23,897","10.69","200,995,213.00","89,890.52","11,190.4169","5.0430","423","5.3390"
"10761  :  โรงพยาบาลคลองหลวง","163","1,329","8.15","6,365,508.00","39,052.20","283.4499","1.8897","11","1.6207"
"10762  :  โรงพยาบาลธัญบุรี","316","2,207","6.98","13,124,171.75","41,532.19","350.2347","1.9350","12","2.2558"
"10763  :  โรงพยาบาลประชาธิปัตย์","126","978","7.76","3,489,015.75","27,690.60","116.2874","2.2801","14","3.1683"
"10764  :  โรงพยาบาลหนองเสือ","47","298","6.34","1,781,393.50","37,901.99","74.1152","2.0031","0","0.0000"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","101","505","5.00","3,269,543.70","32,371.72","136.8709","1.3825","3","1.1795"
"10766  :  โรงพยาบาลลำลูกกา","123","766","6.23","4,103,542.06","33,362.13","163.1097","1.4964","10","2.1390"
"10767  :  โรงพยาบาลสามโคก","41","388","9.46","2,435,566.25","59,404.05","42.6793","1.4226","0","0.0000"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","1,696","22,001","12.97","152,400,726.59","89,858.92","0.0000","0.0000","749","0.0000"
"10688  :  โรงพยาบาลเสนา","670","7,948","11.86","46,137,118.85","68,861.37","1,985.2497","3.2868","0","0.0000"
"10768  :  โรงพยาบาลท่าเรือ","89","725","8.15","2,307,128.00","25,922.79","135.8227","1.5793","1","4.6565"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","82","536","6.54","2,583,719.00","31,508.77","91.8460","1.2756","0","0.0000"
"10770  :  โรงพยาบาลบางไทร","38","215","5.66","1,219,033.25","32,079.82","45.0455","1.3650","0","0.0000"
"10771  :  โรงพยาบาลบางบาล","19","106","5.58","224,685.75","11,825.57","20.7787","1.1544","0","0.0000"
"10772  :  โรงพยาบาลบางปะอิน","130","931","7.16","11,653,461.25","89,642.01","152.6027","1.9317","0","0.0000"
"10773  :  โรงพยาบาลบางปะหัน","40","233","5.83","937,701.50","23,442.54","49.5715","1.6524","1","1.3402"
"10774  :  โรงพยาบาลผักไห่","81","622","7.68","2,769,353.50","34,189.55","80.1854","1.3364","0","0.0000"
"10775  :  โรงพยาบาลภาชี","61","589","9.66","1,487,623.00","24,387.26","115.2046","1.8886","1","2.0858"
"10776  :  โรงพยาบาลลาดบัวหลวง","28","277","9.89","1,266,863.00","45,245.11","35.5202","1.6146","0","0.0000"
"10777  :  โรงพยาบาลวังน้อย","112","753","6.72","4,423,777.50","39,498.01","144.2234","1.2877","0","0.0000"
"10778  :  โรงพยาบาลบางซ้าย","7","14","2.00","28,406.50","4,058.07","1.8485","0.6162","0","0.0000"
"10779  :  โรงพยาบาลอุทัย","54","335","6.20","2,635,774.66","48,810.64","62.8932","1.4294","2","1.1827"
"10780  :  โรงพยาบาลมหาราช","36","252","7.00","1,478,628.55","41,073.02","28.3066","1.0484","0","0.0000"
"10781  :  โรงพยาบาลบ้านแพรก","17","215","12.65","551,945.78","32,467.40","31.1445","1.8320","0","0.0000"
"10689  :  โรงพยาบาลอ่างทอง","908","10,010","11.02","80,912,236.32","89,110.39","3,393.9841","4.6557","531","4.6357"
"10782  :  โรงพยาบาลไชโย","14","130","9.29","326,493.74","23,320.98","14.1055","1.2823","1","1.5938"
"10784  :  โรงพยาบาลป่าโมก","38","239","6.29","945,322.97","24,876.92","38.4186","1.2393","0","0.0000"
"10785  :  โรงพยาบาลโพธิ์ทอง","86","518","6.02","2,376,730.75","27,636.40","91.7789","1.0672","0","0.0000"
"10786  :  โรงพยาบาลแสวงหา","20","68","3.40","517,261.87","25,863.09","25.2135","1.4831","0","0.0000"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","129","1,018","7.89","4,446,500.00","34,468.99","138.3271","1.1527","0","0.0000"
"10788  :  โรงพยาบาลสามโก้","31","327","10.55","687,365.75","22,173.09","30.7812","1.0614","1","0.5661"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","1,412","14,474","10.25","87,021,441.10","61,629.92","5,490.1684","4.1782","0","0.0000"
"10691  :  โรงพยาบาลบ้านหมี่","331","3,329","10.06","16,375,050.55","49,471.45","1,180.1302","3.5762","67","4.4900"
"10789  :  โรงพยาบาลพัฒนานิคม","78","379","4.86","198,788.20","2,723.13","61.0533","1.3567","0","0.0000"
"10790  :  โรงพยาบาลโคกสำโรง","307","2,796","9.11","12,233,010.00","39,977.16","804.6295","2.9153","0","0.0000"
"10791  :  โรงพยาบาลชัยบาดาล","413","4,251","10.29","16,202,279.20","39,230.70","969.5368","2.6275","26","3.8473"
"10792  :  โรงพยาบาลท่าวุ้ง","40","187","4.68","432,233.60","10,805.84","55.4170","1.4209","0","0.0000"
"10793  :  โรงพยาบาลท่าหลวง","49","220","4.49","663,974.00","13,550.49","34.5084","1.4379","0","0.0000"
"10794  :  โรงพยาบาลสระโบสถ์","35","156","4.46","549,042.00","15,686.91","42.3675","1.4609","0","0.0000"
"10795  :  โรงพยาบาลโคกเจริญ","24","151","6.29","493,894.00","20,578.92","33.1372","1.3807","0","0.0000"
"10796  :  โรงพยาบาลลำสนธิ","15","88","5.87","230,121.00","15,341.40","11.9966","1.0906","1","0.0000"
"10797  :  โรงพยาบาลหนองม่วง","26","124","4.77","335,690.60","12,911.18","39.7023","1.5270","0","0.0000"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"10692  :  โรงพยาบาลสิงห์บุรี","628","6,398","10.19","34,914,355.75","55,596.11","2,102.8158","3.4026","161","3.8667"
"10693  :  โรงพยาบาลอินทร์บุรี","291","2,548","8.76","17,656,987.50","60,676.93","937.0729","3.4578","0","0.0000"
"10798  :  โรงพยาบาลบางระจัน","51","295","5.78","584,558.29","11,461.93","65.1019","1.3851","0","0.0000"
"10799  :  โรงพยาบาลค่ายบางระจัน","20","128","6.40","341,124.75","17,056.24","31.5483","1.8558","0","0.0000"
"10800  :  โรงพยาบาลพรหมบุรี","25","110","4.40","239,429.25","9,577.17","45.5328","1.8213","0","0.0000"
"10801  :  โรงพยาบาลท่าช้าง","15","57","3.80","126,371.75","8,424.78","12.2107","0.8140","0","0.0000"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","1,062","8,431","7.94","53,083,779.00","49,984.73","4,631.8910","4.6412","569","4.7846"
"10802  :  โรงพยาบาลมโนรมย์","19","31","1.63","88,408.00","4,653.05","18.8388","0.9915","0","0.0000"
"10803  :  โรงพยาบาลวัดสิงห์","33","112","3.39","347,404.00","10,527.39","46.1871","1.5927","4","2.5057"
"10804  :  โรงพยาบาลสรรพยา","38","165","4.34","439,634.10","11,569.32","44.3918","1.3056","0","0.0000"
"10805  :  โรงพยาบาลสรรคบุรี","70","535","7.64","1,482,704.85","21,181.50","149.5198","2.3003","3","2.0019"
"10806  :  โรงพยาบาลหันคา","43","165","3.84","491,483.00","11,429.84","58.6432","1.7771","1","1.1789"
"27974  :  โรงพยาบาลหนองมะโมง","33","153","4.64","500,981.00","15,181.24","67.1610","2.0988","0","0.0000"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"10661  :  โรงพยาบาลสระบุรี","1,949","23,415","12.01","230,162,645.00","118,092.69","9,897.9463","5.0785","201","5.1940"
"10695  :  โรงพยาบาลพระพุทธบาท","447","6,619","14.81","29,826,643.00","66,726.27","0.0000","0.0000","28","0.0000"
"10807  :  โรงพยาบาลแก่งคอย","150","956","6.37","3,844,493.00","25,629.95","268.7222","1.8792","0","0.0000"
"10808  :  โรงพยาบาลหนองแค","47","308","6.55","1,176,302.00","25,027.70","49.1835","1.2943","0","0.0000"
"10809  :  โรงพยาบาลวิหารแดง","57","338","5.93","991,179.00","17,389.11","48.3204","0.9664","0","0.0000"
"10810  :  โรงพยาบาลหนองแซง","16","91","5.69","264,756.00","16,547.25","29.1805","1.8238","1","1.2694"
"10811  :  โรงพยาบาลบ้านหมอ","38","117","3.08","367,117.00","9,660.97","24.9589","1.1885","0","0.0000"
"10812  :  โรงพยาบาลดอนพุด","14","39","2.79","255,732.00","18,266.57","12.8918","0.9208","0","0.0000"
"10813  :  โรงพยาบาลหนองโดน","18","131","7.28","626,752.50","34,819.58","17.5944","1.0997","0","0.0000"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","48","221","4.60","570,662.13","12,405.70","58.4879","1.7202","0","0.0000"
"10815  :  โรงพยาบาลมวกเหล็ก","45","143","3.18","481,722.00","10,704.93","44.4340","0.9874","3","0.8173"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","32","128","4.00","307,557.60","9,611.18","30.8740","1.0646","0","0.0000"
"11485  :  โรงพยาบาลค่ายอดิศร","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"10662  :  โรงพยาบาลชลบุรี","2,698","21,226","7.87","219,820,662.00","83,901.02","11,873.4120","4.4008","4","1.9872"
"10817  :  โรงพยาบาลบ้านบึง","293","2,296","7.84","17,192,932.75","58,678.95","633.9993","2.5159","37","4.4256"
"10818  :  โรงพยาบาลหนองใหญ่","27","168","6.22","520,451.50","19,275.98","46.7879","1.8715","0","0.0000"
"10819  :  โรงพยาบาลบางละมุง","682","5,340","7.83","35,558,510.68","52,215.14","1,957.8208","2.8919","0","0.0000"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","57","328","5.75","767,425.50","13,463.61","100.2811","1.7907","0","0.0000"
"10821  :  โรงพยาบาลพานทอง","160","1,111","6.94","3,715,352.75","23,220.95","198.9108","1.4626","0","0.0000"
"10822  :  โรงพยาบาลพนัสนิคม","391","4,614","11.80","21,709,965.00","55,524.21","981.1128","2.8193","14","5.3725"
"10823  :  โรงพยาบาลแหลมฉบัง","275","1,952","7.10","12,436,689.75","45,224.33","496.2236","2.3857","0","0.0000"
"10824  :  โรงพยาบาลเกาะสีชัง","8","58","7.25","186,121.28","23,265.16","13.5241","1.9320","0","0.0000"
"10825  :  โรงพยาบาลสัตหีบกม10","135","1,153","8.54","3,881,548.36","28,752.21","169.3983","1.2642","0","0.0000"
"10826  :  โรงพยาบาลบ่อทอง","82","490","5.98","1,458,508.50","17,786.69","98.7310","1.2991","0","0.0000"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"28005  :  โรงพยาบาลเมืองพัทยา","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
