"โรงพยาบาล","ราย","LOS","วัน/ราย","ค่ารักษา","บาท/ราย","AdjRW","CMI","รับ Refer(ราย)","CMI Refer"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"22155  :  โรงพยาบาลครู","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"10685  :  โรงพยาบาลสมุทรปราการ","60","3,618","60.30","14,262,326.00","237,705.43","0.0000","0.0000","0","0.0000"
"10752  :  โรงพยาบาลบางบ่อ","4","114","28.50","506,900.00","126,725.00","0.0000","0.0000","0","0.0000"
"10753  :  โรงพยาบาลบางพลี","264","3,515","13.31","13,342,183.00","50,538.57","0.0000","0.0000","0","0.0000"
"10754  :  โรงพยาบาลบางจาก","110","1,102","10.02","4,565,750.00","41,506.82","0.0000","0.0000","0","0.0000"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","28","82","2.93","211,419.00","7,550.68","0.0000","0.0000","0","0.0000"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"28785  :  โรงพยาบาลบางเสาธง","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"10686  :  โรงพยาบาลพระนั่งเกล้า","1,142","11,791","10.32","67,152,539.81","59,009.26","0.0000","0.0000","221","0.0000"
"10756  :  โรงพยาบาลบางกรวย","38","279","7.34","703,056.00","18,501.47","0.0000","0.0000","0","0.0000"
"10757  :  โรงพยาบาลบางใหญ่","44","263","5.98","1,075,948.00","24,453.36","0.0000","0.0000","0","0.0000"
"10758  :  โรงพยาบาลบางบัวทอง","59","407","6.90","871,538.00","14,771.83","44.0074","1.8336","0","0.0000"
"10759  :  โรงพยาบาลไทรน้อย","30","192","6.40","421,792.00","14,059.73","0.0000","0.0000","0","0.0000"
"10760  :  โรงพยาบาลปากเกร็ด","46","479","10.41","1,600,243.00","34,787.89","0.0000","0.0000","0","0.0000"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","97","1,568","16.16","9,067,164.75","94,449.63","0.0000","0.0000","0","0.0000"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"28875  :  โรงพยาบาลบางบัวทอง ๒","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"10687  :  โรงพยาบาลปทุมธานี","470","3,641","7.75","22,824,710.00","48,563.21","0.0000","0.0000","0","0.0000"
"10761  :  โรงพยาบาลคลองหลวง","60","367","6.12","705,392.00","11,756.53","91.2009","1.5200","0","0.0000"
"10762  :  โรงพยาบาลธัญบุรี","81","478","5.90","1,014,399.00","12,523.44","0.0000","0.0000","3","0.0000"
"10763  :  โรงพยาบาลประชาธิปัตย์","67","309","4.61","617,690.00","9,219.25","61.3301","1.7036","0","0.0000"
"10764  :  โรงพยาบาลหนองเสือ","30","110","3.67","450,860.00","15,028.67","46.6994","1.8680","0","0.0000"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","34","292","8.59","862,541.00","25,368.85","52.2390","1.6325","0","0.0000"
"10766  :  โรงพยาบาลลำลูกกา","54","332","6.15","965,472.00","17,879.11","50.5716","1.8061","0","0.0000"
"10767  :  โรงพยาบาลสามโคก","27","225","8.33","462,574.00","17,132.37","20.1834","1.4417","0","0.0000"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","999","14,507","14.52","74,867,668.30","74,942.61","0.0000","0.0000","404","0.0000"
"10688  :  โรงพยาบาลเสนา","483","6,374","13.20","29,307,215.00","60,677.46","0.0000","0.0000","0","0.0000"
"10768  :  โรงพยาบาลท่าเรือ","35","366","10.46","732,007.00","20,914.49","0.0000","0.0000","0","0.0000"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","29","320","11.03","676,765.42","23,336.74","0.0000","0.0000","0","0.0000"
"10770  :  โรงพยาบาลบางไทร","18","225","12.50","445,506.00","24,750.33","14.5342","2.4224","0","0.0000"
"10771  :  โรงพยาบาลบางบาล","13","100","7.69","203,857.00","15,681.31","0.0000","0.0000","0","0.0000"
"10772  :  โรงพยาบาลบางปะอิน","26","348","13.38","711,102.00","27,350.08","0.0000","0.0000","0","0.0000"
"10773  :  โรงพยาบาลบางปะหัน","29","305","10.52","580,197.00","20,006.79","0.0000","0.0000","0","0.0000"
"10774  :  โรงพยาบาลผักไห่","23","215","9.35","411,162.00","17,876.61","0.0000","0.0000","0","0.0000"
"10775  :  โรงพยาบาลภาชี","15","71","4.73","153,092.00","10,206.13","7.3788","1.4758","0","0.0000"
"10776  :  โรงพยาบาลลาดบัวหลวง","9","72","8.00","173,526.00","19,280.67","0.0000","0.0000","0","0.0000"
"10777  :  โรงพยาบาลวังน้อย","29","432","14.90","1,160,026.00","40,000.90","0.0000","0.0000","0","0.0000"
"10778  :  โรงพยาบาลบางซ้าย","4","6","1.50","13,789.00","3,447.25","0.0000","0.0000","0","0.0000"
"10779  :  โรงพยาบาลอุทัย","16","148","9.25","305,007.00","19,062.94","6.2940","1.5735","0","0.0000"
"10780  :  โรงพยาบาลมหาราช","17","205","12.06","421,047.00","24,767.47","0.0000","0.0000","0","0.0000"
"10781  :  โรงพยาบาลบ้านแพรก","6","66","11.00","94,824.00","15,804.00","0.0000","0.0000","0","0.0000"
"10689  :  โรงพยาบาลอ่างทอง","879","9,155","10.42","43,235,236.00","49,186.84","0.0000","0.0000","437","0.0000"
"10782  :  โรงพยาบาลไชโย","12","88","7.33","160,769.00","13,397.42","13.2351","1.1029","1","1.1351"
"10784  :  โรงพยาบาลป่าโมก","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"10785  :  โรงพยาบาลโพธิ์ทอง","41","632","15.41","1,348,485.00","32,889.88","102.1155","2.4906","0","0.0000"
"10786  :  โรงพยาบาลแสวงหา","26","319","12.27","477,247.00","18,355.65","11.5442","1.2827","0","0.0000"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","73","961","13.16","2,174,968.00","29,794.08","91.6695","3.1610","0","0.0000"
"10788  :  โรงพยาบาลสามโก้","10","77","7.70","103,543.00","10,354.30","0.0000","0.0000","0","0.0000"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","864","10,251","11.86","50,697,350.00","58,677.49","0.0000","0.0000","0","0.0000"
"10691  :  โรงพยาบาลบ้านหมี่","292","2,655","9.09","9,673,430.00","33,128.18","1,000.2934","3.5098","0","0.0000"
"10789  :  โรงพยาบาลพัฒนานิคม","40","335","8.38","136,638.00","3,415.95","55.0069","1.8336","0","0.0000"
"10790  :  โรงพยาบาลโคกสำโรง","88","845","9.60","3,633,685.00","41,291.88","0.0000","0.0000","0","0.0000"
"10791  :  โรงพยาบาลชัยบาดาล","181","1,959","10.82","8,124,109.00","44,884.58","0.0000","0.0000","0","0.0000"
"10792  :  โรงพยาบาลท่าวุ้ง","47","316","6.72","647,217.00","13,770.57","0.0000","0.0000","0","0.0000"
"10793  :  โรงพยาบาลท่าหลวง","16","57","3.56","162,560.00","10,160.00","26.0621","1.7375","0","0.0000"
"10794  :  โรงพยาบาลสระโบสถ์","14","145","10.36","345,809.00","24,700.64","0.0000","0.0000","0","0.0000"
"10795  :  โรงพยาบาลโคกเจริญ","9","40","4.44","104,480.00","11,608.89","0.0000","0.0000","0","0.0000"
"10796  :  โรงพยาบาลลำสนธิ","25","168","6.72","275,243.00","11,009.72","0.0000","0.0000","0","0.0000"
"10797  :  โรงพยาบาลหนองม่วง","10","57","5.70","82,297.00","8,229.70","0.0000","0.0000","0","0.0000"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"10692  :  โรงพยาบาลสิงห์บุรี","696","7,461","10.72","34,175,948.00","49,103.37","2,172.8975","3.7659","3","1.4972"
"10693  :  โรงพยาบาลอินทร์บุรี","215","2,626","12.21","13,572,510.82","63,127.96","0.0000","0.0000","0","0.0000"
"10798  :  โรงพยาบาลบางระจัน","34","294","8.65","547,691.00","16,108.56","56.3557","1.8179","0","0.0000"
"10799  :  โรงพยาบาลค่ายบางระจัน","14","182","13.00","312,833.00","22,345.21","29.4050","2.2619","0","0.0000"
"10800  :  โรงพยาบาลพรหมบุรี","14","353","25.21","429,416.00","30,672.57","22.6017","1.8835","0","0.0000"
"10801  :  โรงพยาบาลท่าช้าง","23","138","6.00","243,007.00","10,565.52","23.4895","1.3817","0","0.0000"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","1,148","8,129","7.08","38,375,139.90","33,427.82","3,980.5297","3.7166","0","0.0000"
"10802  :  โรงพยาบาลมโนรมย์","1","12","12.00","15,065.00","15,065.00","0.0000","0.0000","0","0.0000"
"10803  :  โรงพยาบาลวัดสิงห์","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"10804  :  โรงพยาบาลสรรพยา","29","227","7.83","287,816.50","9,924.71","51.2555","1.7674","0","0.0000"
"10805  :  โรงพยาบาลสรรคบุรี","18","145","8.06","311,441.00","17,302.28","30.5299","1.6961","0","0.0000"
"10806  :  โรงพยาบาลหันคา","4","24","6.00","77,895.00","19,473.75","0.0000","0.0000","0","0.0000"
"27974  :  โรงพยาบาลหนองมะโมง","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"10661  :  โรงพยาบาลสระบุรี","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"10695  :  โรงพยาบาลพระพุทธบาท","196","2,477","12.64","0.00","0.00","0.0000","0.0000","28","0.0000"
"10807  :  โรงพยาบาลแก่งคอย","8","105","13.13","304,819.00","38,102.38","0.0000","0.0000","0","0.0000"
"10808  :  โรงพยาบาลหนองแค","27","219","8.11","493,814.00","18,289.41","50.0395","2.0850","0","0.0000"
"10809  :  โรงพยาบาลวิหารแดง","30","301","10.03","536,456.00","17,881.87","36.9010","1.4193","0","0.0000"
"10810  :  โรงพยาบาลหนองแซง","8","54","6.75","100,550.00","12,568.75","8.7366","1.2481","0","0.0000"
"10811  :  โรงพยาบาลบ้านหมอ","13","109","8.38","214,628.00","16,509.85","20.7563","1.5966","0","0.0000"
"10812  :  โรงพยาบาลดอนพุด","4","12","3.00","19,385.00","4,846.25","3.6564","0.9141","0","0.0000"
"10813  :  โรงพยาบาลหนองโดน","7","37","5.29","67,180.00","9,597.14","11.1643","1.5949","0","0.0000"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","20","162","8.10","325,853.00","16,292.65","22.6171","2.0561","0","0.0000"
"10815  :  โรงพยาบาลมวกเหล็ก","13","64","4.92","129,704.00","9,977.23","13.9453","1.9922","0","0.0000"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","9","37","4.11","81,905.00","9,100.56","0.0000","0.0000","0","0.0000"
"11485  :  โรงพยาบาลค่ายอดิศร","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"10662  :  โรงพยาบาลชลบุรี","1,021","9,198","9.01","31,936,711.00","32,456.01","0.0000","0.0000","1","0.0000"
"10817  :  โรงพยาบาลบ้านบึง","17","87","5.12","251,694.75","14,805.57","7.5819","1.8955","0","0.0000"
"10818  :  โรงพยาบาลหนองใหญ่","15","79","5.27","200,243.00","13,349.53","16.6911","2.3844","0","0.0000"
"10819  :  โรงพยาบาลบางละมุง","99","844","8.53","670,541.00","18,626.14","0.0000","0.0000","0","0.0000"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","15","69","4.60","173,071.00","11,538.07","21.6557","1.4437","0","0.0000"
"10821  :  โรงพยาบาลพานทอง","50","926","18.52","1,302,717.00","26,054.34","82.7329","2.0179","0","0.0000"
"10822  :  โรงพยาบาลพนัสนิคม","148","1,669","11.28","4,237,049.00","28,628.71","53.1948","1.6120","0","0.0000"
"10823  :  โรงพยาบาลแหลมฉบัง","97","1,154","11.90","2,879,489.00","29,685.45","251.9936","2.7096","0","0.0000"
"10824  :  โรงพยาบาลเกาะสีชัง","7","140","20.00","162,659.00","23,237.00","10.9743","1.5678","0","0.0000"
"10825  :  โรงพยาบาลสัตหีบกม10","157","887","5.65","1,321,268.85","8,579.67","42.3782","1.6951","0","0.0000"
"10826  :  โรงพยาบาลบ่อทอง","65","1,169","17.98","1,970,323.00","30,312.66","97.4118","2.3193","0","0.0000"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"28005  :  โรงพยาบาลเมืองพัทยา","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"28006  :  โรงพยาบาลเกาะจันทร์","12","86","7.17","192,225.00","16,018.75","23.2587","1.9382","0","0.0000"
"10663  :  โรงพยาบาลระยอง","1","1","1.00","638.00","638.00","0.0000","0.0000","0","0.0000"
