"โรงพยาบาล","ราย","LOS","วัน/ราย","ค่ารักษา","บาท/ราย","AdjRW","CMI","รับ Refer(ราย)","CMI Refer"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"22155  :  โรงพยาบาลครู","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"10685  :  โรงพยาบาลสมุทรปราการ","2,021","23,547","11.65","120,329,430.09","59,539.55","6,925.4416","4.1998","251","4.7675"
"10752  :  โรงพยาบาลบางบ่อ","161","2,093","13.00","8,949,605.77","55,587.61","766.3276","4.7895","0","0.0000"
"10753  :  โรงพยาบาลบางพลี","557","6,607","11.86","31,803,168.33","57,097.25","1,606.7690","3.1019","72","3.9548"
"10754  :  โรงพยาบาลบางจาก","129","760","5.89","1,899,896.00","14,727.88","206.2888","1.6636","8","1.5049"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","86","597","6.94","1,763,586.50","20,506.82","161.0448","1.8726","2","1.8253"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"28785  :  โรงพยาบาลบางเสาธง","14","80","5.71","129,821.49","9,272.96","16.5019","1.1787","0","0.0000"
"10686  :  โรงพยาบาลพระนั่งเกล้า","2,237","33,749","15.09","154,098,895.57","68,886.41","9,699.3341","4.7061","462","4.9756"
"10756  :  โรงพยาบาลบางกรวย","87","616","7.08","2,979,002.20","34,241.40","199.5042","2.3751","11","2.1615"
"10757  :  โรงพยาบาลบางใหญ่","131","1,196","9.13","6,236,777.00","47,608.98","382.2028","3.2949","10","5.4248"
"10758  :  โรงพยาบาลบางบัวทอง","150","1,264","8.43","5,822,846.41","38,818.98","421.8089","2.9090","25","3.8367"
"10759  :  โรงพยาบาลไทรน้อย","76","729","9.59","2,106,517.50","27,717.34","170.7421","2.2466","0","0.0000"
"10760  :  โรงพยาบาลปากเกร็ด","90","773","8.59","5,111,872.00","56,798.58","251.3822","2.8566","1","4.1575"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"28875  :  โรงพยาบาลบางบัวทอง ๒","20","130","6.50","241,935.25","16,129.02","16.4908","1.0994","0","0.0000"
"10687  :  โรงพยาบาลปทุมธานี","1,852","18,082","9.76","115,671,708.50","62,457.73","8,527.6568","4.6422","262","4.5568"
"10761  :  โรงพยาบาลคลองหลวง","106","827","7.80","1,708,032.00","16,113.51","150.8794","1.4369","19","1.5423"
"10762  :  โรงพยาบาลธัญบุรี","169","1,018","6.02","2,852,962.25","16,881.43","190.0956","1.5710","18","1.3595"
"10763  :  โรงพยาบาลประชาธิปัตย์","71","657","9.25","1,809,442.75","25,485.11","160.9193","2.2665","2","3.3693"
"10764  :  โรงพยาบาลหนองเสือ","26","104","4.00","411,379.25","15,822.28","46.7274","1.7972","0","0.0000"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","61","475","7.79","1,428,443.75","23,417.11","82.5680","1.4744","2","0.9492"
"10766  :  โรงพยาบาลลำลูกกา","100","526","5.26","2,435,003.76","24,350.04","159.3107","1.6595","23","1.4892"
"10767  :  โรงพยาบาลสามโคก","19","131","6.89","426,948.23","22,470.96","58.9170","3.4657","0","0.0000"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","1,774","20,530","11.57","129,118,813.22","72,784.00","1,536.9798","0.8664","841","0.9126"
"10688  :  โรงพยาบาลเสนา","616","7,027","11.41","36,888,693.23","59,884.24","2,145.8689","3.7255","0","0.0000"
"10768  :  โรงพยาบาลท่าเรือ","78","1,297","16.63","3,024,709.50","38,778.33","160.8356","2.1735","6","4.1151"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","45","205","4.56","497,673.52","11,059.41","56.7263","1.3192","0","0.0000"
"10770  :  โรงพยาบาลบางไทร","19","101","5.32","271,994.50","14,315.50","30.6958","1.6156","0","0.0000"
"10771  :  โรงพยาบาลบางบาล","11","57","5.18","134,945.00","12,267.73","9.7480","1.0831","0","0.0000"
"10772  :  โรงพยาบาลบางปะอิน","62","505","8.15","1,367,168.75","22,051.11","137.2264","2.3660","0","0.0000"
"10773  :  โรงพยาบาลบางปะหัน","31","148","4.77","332,136.75","10,714.09","38.7228","1.2908","1","1.6204"
"10774  :  โรงพยาบาลผักไห่","43","401","9.33","794,395.63","18,474.32","62.2097","1.5552","2","1.1139"
"10775  :  โรงพยาบาลภาชี","17","157","9.24","355,164.00","20,892.00","32.4147","1.9067","1","3.7476"
"10776  :  โรงพยาบาลลาดบัวหลวง","28","164","5.86","643,076.50","22,967.02","45.5281","1.6260","0","0.0000"
"10777  :  โรงพยาบาลวังน้อย","36","243","6.75","771,030.00","21,417.50","41.0655","1.1407","1","0.3555"
"10778  :  โรงพยาบาลบางซ้าย","2","3","1.50","10,704.00","5,352.00","0.0000","0.0000","0","0.0000"
"10779  :  โรงพยาบาลอุทัย","41","230","5.61","600,409.00","14,644.12","66.9350","1.6734","1","2.2846"
"10780  :  โรงพยาบาลมหาราช","21","125","5.95","404,585.05","19,265.95","22.5389","1.4087","0","0.0000"
"10781  :  โรงพยาบาลบ้านแพรก","20","153","7.65","368,615.29","18,430.76","37.5672","2.3480","0","0.0000"
"10689  :  โรงพยาบาลอ่างทอง","362","3,288","9.08","18,763,841.31","51,833.82","1,063.3329","3.9975","229","3.8436"
"10782  :  โรงพยาบาลไชโย","8","25","3.13","65,372.00","8,171.50","10.0709","2.5177","1","0.0000"
"10784  :  โรงพยาบาลป่าโมก","36","309","8.58","674,315.40","18,730.98","47.0122","1.4246","1","3.7059"
"10785  :  โรงพยาบาลโพธิ์ทอง","68","481","7.07","1,350,419.65","19,859.11","116.4681","1.7647","0","0.0000"
"10786  :  โรงพยาบาลแสวงหา","23","158","6.87","286,746.34","12,467.23","36.5227","1.5879","0","0.0000"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","132","893","6.77","1,994,289.00","15,108.25","175.8794","1.4535","0","0.0000"
"10788  :  โรงพยาบาลสามโก้","25","205","8.20","459,388.00","18,375.52","29.4986","1.4047","0","0.0000"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","1,428","15,254","10.68","89,663,788.20","63,010.39","5,952.5217","4.3260","0","0.0000"
"10691  :  โรงพยาบาลบ้านหมี่","368","4,009","10.89","19,416,546.05","52,762.35","1,370.0466","4.1143","59","5.5548"
"10789  :  โรงพยาบาลพัฒนานิคม","75","374","4.99","165,206.60","2,360.09","73.0046","1.3519","0","0.0000"
"10790  :  โรงพยาบาลโคกสำโรง","143","1,037","7.25","4,185,578.00","29,269.78","336.1634","2.8980","0","0.0000"
"10791  :  โรงพยาบาลชัยบาดาล","377","2,972","7.88","11,771,670.55","31,224.59","801.9979","2.3588","18","2.3744"
"10792  :  โรงพยาบาลท่าวุ้ง","62","381","6.15","919,154.60","14,825.07","57.8125","1.6518","0","0.0000"
"10793  :  โรงพยาบาลท่าหลวง","30","140","4.67","312,443.50","10,414.78","32.1370","1.3390","5","1.2887"
"10794  :  โรงพยาบาลสระโบสถ์","33","156","4.73","359,542.50","10,895.23","47.4136","1.8965","0","0.0000"
"10795  :  โรงพยาบาลโคกเจริญ","15","51","3.40","142,731.00","9,515.40","16.3034","1.0869","0","0.0000"
"10796  :  โรงพยาบาลลำสนธิ","15","74","4.93","164,366.00","10,957.73","23.8363","1.5891","2","0.9747"
"10797  :  โรงพยาบาลหนองม่วง","35","131","3.74","318,302.20","9,094.35","49.1754","1.4050","0","0.0000"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"10692  :  โรงพยาบาลสิงห์บุรี","549","5,991","10.91","31,871,683.75","58,054.07","1,991.1075","3.8217","131","4.3671"
"10693  :  โรงพยาบาลอินทร์บุรี","300","2,999","10.00","14,708,514.10","49,028.38","1,043.3127","3.7939","0","0.0000"
"10798  :  โรงพยาบาลบางระจัน","52","446","8.58","946,204.71","18,196.24","92.5888","1.8896","0","0.0000"
"10799  :  โรงพยาบาลค่ายบางระจัน","25","122","4.88","253,360.50","10,134.42","42.1354","1.6854","0","0.0000"
"10800  :  โรงพยาบาลพรหมบุรี","22","94","4.27","198,337.00","9,015.32","31.7821","1.4446","0","0.0000"
"10801  :  โรงพยาบาลท่าช้าง","26","162","6.23","304,571.10","11,714.27","26.8407","1.4127","0","0.0000"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","1,335","8,948","6.70","55,695,831.54","41,719.72","5,363.1222","4.1034","782","4.2324"
"10802  :  โรงพยาบาลมโนรมย์","37","182","4.92","389,115.50","10,516.64","62.4737","1.6885","0","0.0000"
"10803  :  โรงพยาบาลวัดสิงห์","34","153","4.50","397,554.50","11,692.78","54.3701","1.5991","7","2.1086"
"10804  :  โรงพยาบาลสรรพยา","66","259","3.92","510,735.50","7,738.42","62.8568","1.0654","1","2.1425"
"10805  :  โรงพยาบาลสรรคบุรี","79","524","6.63","1,387,422.60","17,562.31","164.6757","2.1386","0","0.0000"
"10806  :  โรงพยาบาลหันคา","44","144","3.27","409,050.00","9,296.59","51.4902","1.2260","0","0.0000"
"27974  :  โรงพยาบาลหนองมะโมง","47","214","4.55","517,318.05","12,030.65","71.9775","1.5995","0","0.0000"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"10661  :  โรงพยาบาลสระบุรี","1,873","21,975","11.73","165,330,877.26","89,368.04","9,870.2219","5.2697","307","5.4340"
"10695  :  โรงพยาบาลพระพุทธบาท","536","6,959","12.98","35,444,509.00","66,127.82","0.0000","0.0000","29","0.0000"
"10807  :  โรงพยาบาลแก่งคอย","86","536","6.23","1,617,166.00","18,804.26","142.9354","1.7221","0","0.0000"
"10808  :  โรงพยาบาลหนองแค","41","162","3.95","494,842.00","12,069.32","44.0557","1.4212","0","0.0000"
"10809  :  โรงพยาบาลวิหารแดง","45","287","6.38","654,961.90","14,554.71","49.9812","1.2191","0","0.0000"
"10810  :  โรงพยาบาลหนองแซง","20","74","3.70","146,690.00","7,334.50","19.3553","0.9678","2","1.0373"
"10811  :  โรงพยาบาลบ้านหมอ","18","55","3.06","161,672.00","8,981.78","14.6786","1.0485","0","0.0000"
"10812  :  โรงพยาบาลดอนพุด","8","60","7.50","122,004.00","15,250.50","10.2986","1.2873","0","0.0000"
"10813  :  โรงพยาบาลหนองโดน","19","71","3.74","176,855.75","9,308.20","23.6017","1.2422","0","0.0000"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","33","220","6.67","489,594.64","14,836.20","47.7658","1.6471","1","4.7250"
"10815  :  โรงพยาบาลมวกเหล็ก","35","127","3.63","320,378.00","9,153.66","38.6494","1.1043","0","0.0000"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","28","184","6.57","403,357.75","14,405.63","39.4066","1.4595","0","0.0000"
"11485  :  โรงพยาบาลค่ายอดิศร","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"10662  :  โรงพยาบาลชลบุรี","2,808","21,179","7.54","135,672,782.35","49,642.44","12,367.3967","4.4043","3","4.9959"
"10817  :  โรงพยาบาลบ้านบึง","277","2,308","8.33","11,106,064.75","40,094.10","829.9973","3.0182","66","3.0467"
"10818  :  โรงพยาบาลหนองใหญ่","24","441","18.38","601,248.00","25,052.00","42.0668","1.7528","0","0.0000"
"10819  :  โรงพยาบาลบางละมุง","559","3,962","7.09","17,222,483.00","32,680.23","1,338.9510","2.6254","0","0.0000"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","45","254","5.64","574,450.00","12,765.56","65.7593","1.5293","4","1.5887"
"10821  :  โรงพยาบาลพานทอง","112","606","5.41","1,012,329.00","9,038.65","188.9680","1.7337","0","0.0000"
"10822  :  โรงพยาบาลพนัสนิคม","329","4,322","13.14","12,522,097.00","38,061.09","631.8020","2.0715","2","5.7922"
"10823  :  โรงพยาบาลแหลมฉบัง","182","986","5.42","4,578,690.00","25,157.64","296.9767","1.8332","0","0.0000"
"10824  :  โรงพยาบาลเกาะสีชัง","3","8","2.67","23,385.00","7,795.00","0.3729","0.3729","0","0.0000"
"10825  :  โรงพยาบาลสัตหีบกม10","118","655","5.55","1,799,953.11","15,253.84","166.1025","1.4076","0","0.0000"
"10826  :  โรงพยาบาลบ่อทอง","78","314","4.03","800,412.00","10,394.96","106.1681","1.6086","0","0.0000"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"28005  :  โรงพยาบาลเมืองพัทยา","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"28006  :  โรงพยาบาลเกาะจันทร์","38","229","6.03","631,107.50","16,608.09","61.9882","1.6754","0","0.0000"
