"ชื่อกลุ่ม","ราย","LOS","วัน/ราย","ค่ารักษา","บาท/ราย","AdjRW","CMI","รับ Refer(ราย)","CMI Refer"
"01174 Plasmapheresis for neurologic disease, w mild to cat CC","4","77","19.25","1,132,296.75","283,074.19","64.5880","16.1470","2","16.1470"
"01500 Spinal disorders and injuries, no CC","2","2","1.00","4,826.00","2,413.00","1.7418","0.8709","2","0.8709"
"01501 Spinal disorders and injuries, w mild CC","3","20","6.67","41,735.50","20,867.75","8.5909","2.8636","0","0.0000"
"01502 Spinal disorders and injuries, w mod CC","1","4","4.00","97,085.75","97,085.75","2.2407","2.2407","1","2.2407"
"01503 Spinal disorders and injuries, w severe CC","10","105","10.50","491,274.50","54,586.06","31.1815","3.1182","5","3.1119"
"01504 Spinal disorders and injuries, w catas CC","19","254","13.37","1,634,658.48","86,034.66","81.3218","4.2801","5","4.2896"
"01510 Cerebral palsy, no CC","2","6","3.00","22,893.00","11,446.50","2.0098","1.0049","0","0.0000"
"01514 Cerebral palsy, w mild to cat CC","2","10","5.00","26,994.15","13,497.08","3.0266","1.5133","0","0.0000"
"01520 Nervous system neoplasms, no CC","80","467","5.84","1,253,886.11","16,718.48","70.6896","0.8836","10","0.8433"
"01522 Nervous system neoplasms, w mild to mod CC","28","299","10.68","915,428.00","32,693.86","51.3633","1.8344","2","1.0976"
"01523 Nervous system neoplasms, w severe CC","40","241","6.03","692,747.23","19,242.98","64.7187","1.6180","8","1.6163"
"01524 Nervous system neoplasms, w catas CC","29","322","11.10","1,056,613.50","36,434.95","101.1091","3.4865","8","3.4469"
"01530 Degenerative  nervous system disorders, no CC","34","184","5.41","484,593.50","14,684.65","27.0969","0.7970","6","0.9383"
"01531 Degenerative  nervous system disorders, w mild CC","18","149","8.28","456,446.69","26,849.81","27.4800","1.5267","1","2.0999"
"01532 Degenerative  nervous system disorders, w mod CC","13","76","5.85","298,432.55","22,956.35","26.2491","2.0192","3","3.6884"
"01533 Degenerative  nervous system disorders, w severe CC","59","938","15.90","3,200,904.35","56,156.22","180.3834","3.0573","15","2.7839"
"01534 Degenerative  nervous system disorders, w catas CC","42","699","16.64","3,355,909.63","79,902.61","194.5431","4.6320","8","4.6992"
"01540 Multiple sclerosis and cerebellar ataxia, no CC","1","5","5.00","43,736.00","43,736.00","2.5650","2.5650","0","0.0000"
"01541 Multiple sclerosis and cerebellar ataxia, w mild CC","5","18","3.60","168,514.50","33,702.90","21.6528","4.3306","0","0.0000"
"01543 Multiple sclerosis and cerebellar ataxia, w severe CC","2","9","4.50","46,124.47","23,062.24","8.1846","4.0923","1","4.2407"
"01544 Multiple sclerosis and cerebellar ataxia, w catas CC","9","172","19.11","871,436.49","96,826.28","49.1053","5.4561","3","5.4501"
"01550 Specific cerebrovascular disorders exc TIA, not transferred, no CC","1,957","5,582","2.85","33,606,794.37","18,629.04","2,113.2080","1.0798","652","1.0791"
"01551 Specific cerebrovascular disorders exc TIA, not transferred, w mild CC","1,078","4,453","4.13","26,223,702.22","25,534.28","2,090.4425","1.9392","382","1.9185"
"01552 Specific cerebrovascular disorders exc TIA, not transferred, w mod CC","666","3,534","5.31","19,040,608.49","30,859.98","1,299.5889","1.9513","203","1.7226"
"01553 Specific cerebrovascular disorders exc TIA, not transferred, w severe CC","1,834","10,236","5.58","55,888,644.65","32,721.69","4,474.2778","2.4396","616","2.4017"
"01554 Specific cerebrovascular disorders exc TIA, not transferred, w catas CC","1,587","19,836","12.50","100,772,424.07","66,560.39","8,838.4860","5.5693","516","5.4873"
"01560 TIA and precerebral occlusions, no CC","4","17","4.25","47,255.50","11,813.88","2.6464","0.6616","1","0.7337"
"01561 TIA and precerebral occlusions, w mild CC","4","13","3.25","140,187.75","46,729.25","7.6817","1.9204","0","0.0000"
"01562 TIA and precerebral occlusions, w mod CC","6","32","5.33","230,167.23","38,361.21","20.7665","3.4611","1","4.7654"
"01563 TIA and precerebral occlusions, w severe CC","2","13","6.50","75,959.00","37,979.50","2.5412","1.2706","1","1.3167"
"01564 TIA and precerebral occlusions, w catas CC","12","126","10.50","630,478.63","57,316.24","42.4276","3.5356","4","3.4934"
"01570 Nonspecific cerebrovascular disorders, no CC","84","354","4.21","1,182,118.19","14,072.84","55.2079","0.6572","14","0.6403"
"01571 Nonspecific cerebrovascular disorders, w mild CC","60","306","5.10","1,205,445.84","21,525.82","73.3210","1.2220","15","1.1996"
"01572 Nonspecific cerebrovascular disorders, w mod CC","34","199","5.85","1,012,227.49","30,673.56","56.5494","1.6632","8","1.5379"
"01573 Nonspecific cerebrovascular disorders, w severe CC","133","858","6.45","3,774,553.80","29,488.70","273.4669","2.0561","30","1.8376"
"01574 Nonspecific cerebrovascular disorders, w catas CC","97","1,156","11.92","6,494,363.53","67,649.62","381.2096","3.9300","40","3.9234"
"01580 Cranial and peripheral nerve disorders, no CC","2","7","3.50","21,097.00","10,548.50","1.3459","0.6729","0","0.0000"
"01582 Cranial and peripheral nerve disorders, w mod CC","4","37","9.25","182,718.75","45,679.69","17.6105","4.4026","0","0.0000"
"01583 Cranial and peripheral nerve disorders, w severe CC","1","2","2.00","11,536.25","11,536.25","1.3956","1.3956","0","0.0000"
"01584 Cranial and peripheral nerve disorders, w catas CC","3","53","17.67","130,690.00","43,563.33","6.5122","2.1707","1","2.1853"
"01590 Nervous syst infection exc viral meningitis, not transferred, no CC","46","179","3.89","767,687.22","17,059.72","53.4958","1.1630","12","1.0943"
"01591 Nervous syst infection exc viral meningitis, not transferred, w mild CC","93","525","5.65","2,546,411.43","28,293.46","200.9946","2.1612","27","2.1049"
"01592 Nervous syst infection exc viral meningitis, not transferred, w mod CC","89","859","9.65","4,841,623.97","55,018.45","329.8495","3.7062","25","3.2461"
"01593 Nervous syst infection exc viral meningitis, not transferred, w severe CC","228","2,096","9.19","13,837,941.88","62,615.12","957.8847","4.2012","69","3.7623"
"01594 Nervous syst infection exc viral meningitis, not transferred, w catas CC","269","3,009","11.19","19,926,415.54","76,640.06","1,545.3444","5.7448","106","5.7298"
"01600 Viral meningitis, no CC","1","37","37.00","77,764.50","77,764.50","3.9022","3.9022","0","0.0000"
"01604 Viral meningitis, w catas CC","3","37","12.33","162,229.00","54,076.33","15.6421","5.2140","0","0.0000"
"01610 Nontraumatic stupor and coma, no CC","58","176","3.03","588,752.02","10,513.43","27.2551","0.4699","1","0.4390"
"01611 Nontraumatic stupor and coma, w mild CC","37","189","5.11","743,508.40","21,243.10","35.1380","0.9497","10","0.8671"
"01612 Nontraumatic stupor and coma, w mod CC","19","47","2.47","132,661.25","7,370.07","14.4110","0.7585","1","0.6384"
"01613 Nontraumatic stupor and coma, w severe CC","28","98","3.50","466,721.04","16,668.61","25.7691","0.9203","5","0.9265"
"01614 Nontraumatic stupor and coma, w catas CC","23","141","6.13","732,347.54","31,841.20","64.2165","2.7920","7","2.7894"
"01620 Febrile convulsions, no CC","1","5","5.00","17,207.00","17,207.00","0.3235","0.3235","0","0.0000"
"01630 Seizure disorders, no CC","51","186","3.65","1,149,792.41","24,463.67","23.5908","0.4626","12","0.5022"
"01631 Seizure disorders, w mild CC","57","290","5.09","1,473,550.28","27,287.97","62.7941","1.1017","12","1.0040"
"01632 Seizure disorders, w mod CC","36","196","5.44","1,041,844.21","30,642.48","57.4413","1.5956","6","1.6508"
"01633 Seizure disorders, w severe CC","115","629","5.47","3,774,330.17","33,108.16","195.3002","1.6983","30","1.7268"
"01634 Seizure disorders, w catas CC","188","2,670","14.20","14,784,465.91","81,233.33","835.1017","4.4420","72","4.2773"
"01642 Headache, w mod CC","1","7","7.00","25,236.00","25,236.00","0.4435","0.4435","0","0.0000"
"01643 Headache, w severe CC","2","3","1.50","25,695.95","12,847.98","1.3074","0.6537","1","0.6537"
"01644 Headache, w catas CC","1","1","1.00","30,724.75","30,724.75","0.7631","0.7631","1","0.7631"
"01650 Intracranial injury, no CC","700","1,641","2.34","12,846,726.13","20,720.53","760.9002","1.0870","248","1.0753"
"01651 Intracranial injury, w mild CC","398","1,013","2.55","9,169,601.16","24,849.87","781.2752","1.9630","144","1.9506"
"01652 Intracranial injury, w mod CC","200","659","3.30","5,602,828.64","29,961.65","544.5744","2.7229","82","2.6890"
"01653 Intracranial injury, w severe CC","476","2,622","5.51","18,787,305.82","42,029.77","1,816.2360","3.8156","175","3.6817"
"01654 Intracranial injury, w catas CC","184","1,614","8.77","10,893,122.99","62,246.42","943.6618","5.1286","64","5.1360"
"01660 Skull fractures, no CC","21","31","1.48","408,368.10","22,687.12","16.1371","0.7684","6","0.7833"
"01661 Skull fractures, w mild CC","3","3","1.00","33,371.75","11,123.92","4.6209","1.5403","0","0.0000"
"01662 Skull fractures, w mod CC","13","53","4.08","545,664.73","41,974.21","43.9166","3.3782","4","3.1042"
"01663 Skull fractures, w severe CC","3","8","2.67","73,153.67","24,384.56","6.8281","2.2760","2","2.2643"
"01664 Skull fractures, w catas CC","4","58","14.50","362,110.70","90,527.68","20.0732","5.0183","1","5.0183"
"01670 Other head injury, no CC","33","308","9.33","1,107,084.70","36,902.82","10.3450","0.3135","4","0.2895"
"01671 Other head injury, w mild CC","12","37","3.08","291,038.50","24,253.21","8.9799","0.7483","5","0.6509"
"01672 Other head injury, w mod CC","24","65","2.71","541,107.16","23,526.40","26.6645","1.1110","10","0.9563"
"01673 Other head injury, w severe CC","31","211","6.81","1,140,662.83","39,333.20","58.4932","1.8869","12","2.0706"
"01674 Other head injury, w catas CC","19","81","4.26","774,677.00","40,772.47","69.7092","3.6689","9","3.6738"
"01680 Other disorders of nervous system, no CC","48","251","5.23","1,148,047.86","24,426.55","18.6136","0.3960","16","0.3419"
"01681 Other disorders of nervous system, w mild CC","43","167","3.88","1,076,234.98","25,028.72","53.2597","1.2386","17","1.1112"
"01682 Other disorders of nervous system, w mod CC","30","179","5.97","1,153,498.40","39,775.81","47.6197","1.5873","13","1.2941"
"01683 Other disorders of nervous system, w severe CC","105","664","6.32","4,174,989.29","41,336.53","294.0159","2.8002","44","2.8483"
"01684 Other disorders of nervous system, w catas CC","67","731","10.91","4,078,287.73","63,723.25","197.8058","2.9523","28","2.9408"
"01690 Guillain-Barre syndrome, no CC","2","9","4.50","122,802.00","61,401.00","9.5118","4.7559","0","0.0000"
"01693 Guillain-Barre syndrome, w severe CC","2","17","8.50","241,572.90","120,786.45","18.7506","9.3753","1","9.4700"
"01694 Guillain-Barre syndrome, w catas CC","6","196","32.67","1,652,066.75","275,344.46","66.9138","11.1523","2","11.0316"
"01722 Nervous system neoplasms with radiotherpy, w mod CC","3","54","18.00","230,720.25","76,906.75","21.9357","7.3119","1","5.0632"
"01724 Nervous system neoplasms with radiotherpy, w catas CC","4","110","27.50","352,191.25","88,047.81","33.4089","8.3522","2","8.3942"
"01730 Nervous system neoplasms with diag proc, no CC","48","457","9.52","1,480,326.37","32,896.14","88.3223","1.8400","11","1.6949"
"01732 Nervous system neoplasms with diag proc, w mild to mod CC","28","300","10.71","1,657,070.24","59,181.08","104.8147","3.7434","6","2.5931"
"01733 Nervous system neoplasms with diag proc, w severe CC","31","207","6.68","1,195,266.15","38,556.97","74.2117","2.3939","9","2.3790"
"01734 Nervous system neoplasms with diag proc, w catas CC","55","1,034","18.80","5,649,027.89","104,611.63","262.6425","4.7753","24","4.8083"
"01743 NS neoplasms with blood transfusion, w mild to sev CC","1","29","29.00","92,488.00","92,488.00","2.2025","2.2025","0","0.0000"
"01744 NS neoplasms with blood transfusion, w catas CC","4","71","17.75","307,687.00","102,562.33","16.6396","4.1599","0","0.0000"
"01751 Specific cerebrovascular disorders exc TIA, transferred, w mild CC","1","1","1.00","18,961.00","18,961.00","1.1165","1.1165","0","0.0000"
"02013 Retinal procedures, w severe CC","1","12","12.00","49,952.00","49,952.00","7.2816","7.2816","0","0.0000"
"02024 Enucleation and orbital procedures, w catas CC","2","39","19.50","210,389.00","105,194.50","11.0716","5.5358","1","5.5358"
"02083 Other eye  procedures, w severe CC","2","15","7.50","143,279.35","71,639.68","4.3602","2.1801","0","0.0000"
"02502 Hyphema and medically managed trauma, w mod CC","2","60","30.00","320,334.50","160,167.25","4.8751","2.4376","0","0.0000"
"02504 Hyphema and medically managed trauma, w sev to cat CC","1","10","10.00","51,880.75","51,880.75","0.8903","0.8903","0","0.0000"
"02512 Acute and major eye infections age > 54, w mild to mod CC","2","8","4.00","43,568.50","21,784.25","5.5450","2.7725","0","0.0000"
"02513 Acute and major eye infections age > 54, w severe CC","1","1","1.00","18,194.50","18,194.50","1.7242","1.7242","0","0.0000"
"02514 Acute and major eye infections age > 54, w catas CC","2","25","12.50","110,710.75","55,355.38","8.5070","4.2535","1","4.2535"
"02522 Acute and major eye infections age < 55, w mild to mod CC","1","11","11.00","45,645.72","45,645.72","1.4067","1.4067","0","0.0000"
"02524 Acute and major eye infections age < 55, w sev to cat CC","1","3","3.00","33,735.00","33,735.00","1.8394","1.8394","1","1.8394"
"02540 Other disorders of the eye, no CC","1","3","3.00","16,294.00","16,294.00","0.3798","0.3798","1","0.3798"
"02542 Other disorders of the eye, w mod CC","1","1","1.00","16,933.00","16,933.00","1.7398","1.7398","1","1.7398"
"02544 Other disorders of the eye, w catas CC","2","23","11.50","106,616.13","53,308.07","3.1860","1.5930","0","0.0000"
"02550 Malignant neoplasm of the eye, no CC","1","4","4.00","15,004.00","15,004.00","1.2795","1.2795","0","0.0000"
"02554 Malignant neoplasm of the eye, w catas CC","1","7","7.00","27,255.00","27,255.00","5.9967","5.9967","0","0.0000"
"03013 Major head and neck proc, w severe CC","1","16","16.00","182,639.00","182,639.00","5.7817","5.7817","0","0.0000"
"03033 Maxillo surgery, w severe CC","1","8","8.00","68,885.25","68,885.25","3.1893","3.1893","0","0.0000"
"03054 Minor nose & sinus procedures, w mild to cat CC","1","5","5.00","95,970.85","95,970.85","2.2646","2.2646","1","2.2646"
"03064 Mouth procedures, w catas CC","3","106","35.33","388,103.25","129,367.75","14.7672","4.9224","0","0.0000"
"03100 Other ear, nose, mouth & throat procedures, no CC","3","28","9.33","119,212.25","39,737.42","4.6304","1.5435","0","0.0000"
"03102 Other ear, nose, mouth & throat procedures, w mild to mod CC","10","145","14.50","989,639.98","98,964.00","44.0453","4.4045","3","3.3839"
"03103 Other ear, nose, mouth & throat procedures, w severe CC","5","50","10.00","169,967.90","33,993.58","14.1590","2.8318","1","2.8318"
"03104 Other ear, nose, mouth & throat procedures, w catas CC","14","350","25.00","991,235.53","70,802.54","52.5422","3.7530","0","0.0000"
"03124 Dental extractions and restorations, w sev to cat CC","1","4","4.00","19,681.00","19,681.00","1.6670","1.6670","0","0.0000"
"03140 Minor head and neck procedures, no CC","1","18","18.00","81,946.75","81,946.75","2.3279","2.3279","1","2.3279"
"03142 Minor head and neck procedures, w mild to mod CC","4","31","7.75","151,332.86","37,833.22","13.0229","3.2557","0","0.0000"
"03143 Minor head and neck procedures, w severe CC","3","49","16.33","439,526.30","146,508.77","18.7497","6.2499","2","5.5340"
"03144 Minor head and neck procedures, w catas CC","4","100","25.00","319,309.25","106,436.42","23.4196","5.8549","3","5.8588"
"03163 Major sinus procedures, w severe CC","1","10","10.00","58,694.00","58,694.00","4.5322","4.5322","0","0.0000"
"03164 Major sinus procedures, w catas CC","2","49","24.50","208,644.00","208,644.00","14.8230","7.4115","0","0.0000"
"03189 Trach for ENT diseases w mech vent 96+ hr, w or wo CC","1","33","33.00","236,552.22","236,552.22","23.3260","23.3260","0","0.0000"
"03199 Trach for ENT diseases, w or wo CC","1","22","22.00","202,893.22","202,893.22","13.6924","13.6924","0","0.0000"
"03220 Trach w other proc for upper airway obstruction, no CC","1","11","11.00","34,255.50","34,255.50","5.1195","5.1195","0","0.0000"
"03223 Trach w other proc for upper airway obstruction, w severe CC","1","24","24.00","87,736.25","87,736.25","9.0659","9.0659","0","0.0000"
"03224 Trach w other proc for upper airway obstruction, w catas CC","6","139","23.17","1,178,156.81","235,631.36","82.0830","13.6805","1","13.6805"
"03230 Trach for upper airway obstruction, no CC","3","32","10.67","139,572.33","46,524.11","6.2514","2.0838","0","0.0000"
"03232 Trach for upper airway obstruction, w mild to mod CC","1","9","9.00","41,422.00","41,422.00","3.3753","3.3753","0","0.0000"
"03233 Trach for upper airway obstruction, w severe CC","4","80","20.00","192,362.00","48,090.50","23.3216","5.8304","1","5.8304"
"03234 Trach for upper airway obstruction, w catas CC","16","292","18.25","1,165,805.37","83,271.81","112.5952","7.0372","3","7.0372"
"03500 Ear, nose, mouth and throat malignancy, no CC","154","925","6.01","2,599,572.40","17,446.79","117.2557","0.7664","14","0.8297"
"03501 Ear, nose, mouth and throat malignancy, w mild CC","64","404","6.31","1,087,881.50","17,267.96","80.1746","1.2527","10","1.3718"
"03502 Ear, nose, mouth and throat malignancy, w mod CC","30","296","9.87","1,170,449.67","40,360.33","58.5417","1.9514","3","2.5830"
"03503 Ear, nose, mouth and throat malignancy, w severe CC","71","471","6.63","1,217,250.88","18,443.20","93.3564","1.3149","8","1.3233"
"03504 Ear, nose, mouth and throat malignancy, w catas CC","65","554","8.52","1,707,320.54","27,100.33","141.6910","2.1799","10","2.1764"
"03510 Dysequilibrium, no CC","3","5","1.67","38,242.75","12,747.58","0.6824","0.2275","0","0.0000"
"03512 Dysequilibrium, w mod CC","1","1","1.00","3,426.00","3,426.00","0.3029","0.3029","0","0.0000"
"03513 Dysequilibrium, w severe CC","2","16","8.00","50,947.75","25,473.88","1.3504","0.6752","0","0.0000"
"03514 Dysequilibrium, w catas CC","2","10","5.00","34,925.32","17,462.66","3.2204","1.6102","0","0.0000"
"03520 Epistaxis, no CC","2","9","4.50","44,603.00","22,301.50","0.6456","0.3228","0","0.0000"
"03521 Epistaxis, w mild CC","3","16","5.33","62,328.00","20,776.00","1.8491","0.6164","0","0.0000"
"03522 Epistaxis, w mod CC","7","29","4.14","134,445.00","19,206.43","8.3701","1.1957","1","1.1168"
"03523 Epistaxis, w severe CC","13","134","10.31","668,393.25","51,414.87","35.6391","2.7415","5","1.6860"
"03524 Epistaxis, w catas CC","2","15","7.50","30,773.50","30,773.50","12.6060","6.3030","0","0.0000"
"03530 Otitis media and URI, no CC","10","30","3.00","287,955.45","28,795.55","2.6344","0.2634","3","0.2681"
"03531 Otitis media and URI, w mild CC","2","5","2.50","18,332.00","9,166.00","0.6960","0.3480","1","0.3480"
"03533 Otitis media and URI, w severe CC","6","182","30.33","741,687.00","123,614.50","3.5602","0.5934","2","0.5626"
"03534 Otitis media and URI, w catas CC","5","70","14.00","512,501.25","102,500.25","5.0974","1.0195","1","1.0506"
"03540 Epiglottitis and cellulitis of face & neck, no CC","3","3","1.00","24,903.25","8,301.08","1.5294","0.5098","2","0.5098"
"03542 Epiglottitis and cellulitis of face & neck, w mod CC","1","5","5.00","12,705.00","12,705.00","0.8035","0.8035","0","0.0000"
"03543 Epiglottitis and cellulitis of face & neck, w severe CC","5","30","6.00","148,894.50","29,778.90","7.9796","1.5959","0","0.0000"
"03544 Epiglottitis and cellulitis of face & neck, w catas CC","17","150","8.82","1,131,996.70","70,749.79","64.7519","3.8089","6","3.7719"
"03561 Other ear, nose, mouth and throat diagnoses, w mild CC","1","8","8.00","11,516.75","11,516.75","0.8960","0.8960","0","0.0000"
"03562 Other ear, nose, mouth and throat diagnoses, w mod CC","3","15","5.00","35,736.00","11,912.00","3.0794","1.0265","1","0.9774"
"03563 Other ear, nose, mouth and throat diagnoses, w severe CC","8","21","2.63","168,425.00","24,060.71","15.6146","1.9518","0","0.0000"
"03564 Other ear, nose, mouth and throat diagnoses, w catas CC","5","131","26.20","320,823.40","64,164.68","21.3118","4.2624","3","4.0777"
"03570 Dental & oral disorders, no CC","1","5","5.00","6,030.00","6,030.00","0.5324","0.5324","0","0.0000"
"03571 Dental & oral disorders, w mild CC","3","29","9.67","49,421.00","16,473.67","3.5609","1.1870","0","0.0000"
"03572 Dental & oral disorders, w mod CC","7","23","3.29","309,897.50","51,649.58","12.6831","1.8119","2","1.8980"
"03573 Dental & oral disorders, w severe CC","4","6","1.50","66,831.50","16,707.88","4.2097","1.0524","2","1.0330"
"03574 Dental & oral disorders, w catas CC","2","33","16.50","149,288.00","149,288.00","4.8977","2.4489","1","2.5025"
"03590 ENT & mouth malignancy with chemotherapy, no CC","1","1","1.00","3,392.00","3,392.00","0.9243","0.9243","0","0.0000"
"03593 ENT & mouth malignancy with chemotherapy, w severe CC","1","2","2.00","10,982.00","10,982.00","2.2498","2.2498","0","0.0000"
"03594 ENT & mouth malignancy with chemotherapy, w catas CC","1","23","23.00","0.00","0.00","5.2194","5.2194","0","0.0000"
"03600 ENT & mouth malignancy with radiotherapy, no CC","4","33","8.25","167,497.00","41,874.25","10.9558","2.7390","1","2.9138"
"03603 ENT & mouth malignancy with radiotherapy, w severe CC","1","3","3.00","17,868.00","17,868.00","5.6179","5.6179","1","5.6179"
"03604 ENT & mouth malignancy with radiotherapy, w catas CC","1","9","9.00","40,370.50","40,370.50","7.3112","7.3112","0","0.0000"
"03610 ENT & mouth malignancy with diagnostic proc, no CC","10","70","7.00","283,190.45","28,319.05","14.5744","1.4574","1","2.0115"
"03612 ENT & mouth malignancy with diagnostic proc, w mild to mod CC","11","277","25.18","899,807.75","89,980.78","37.3828","3.3984","2","1.3436"
"03613 ENT & mouth malignancy with diagnostic proc, w severe CC","7","48","6.86","167,577.70","27,929.62","16.1531","2.3076","0","0.0000"
"03614 ENT & mouth malignancy with diagnostic proc, w catas CC","13","288","22.15","902,082.97","69,391.00","64.9718","4.9978","3","4.7796"
"03620 ENT & mouth malignancy with blood transfusion, no CC","7","24","3.43","57,863.80","11,572.76","6.6571","0.9510","1","0.7800"
"03622 ENT & mouth malignancy with blood transfusion, w mild to mod CC","28","514","18.36","1,661,401.53","59,335.77","93.7360","3.3477","7","3.3889"
"03623 ENT & mouth malignancy with blood transfusion, w severe CC","38","341","8.97","929,663.86","27,343.05","81.3300","2.1403","4","2.0470"
"03624 ENT & mouth malignancy with blood transfusion, w catas CC","51","856","16.78","2,749,963.76","56,121.71","232.6349","4.5615","9","4.5705"
"04010 Major chest procedures, no CC","1","3","3.00","57,476.00","57,476.00","5.2204","5.2204","1","5.2204"
"04012 Major chest procedures, w mild to mod CC","15","415","27.67","3,654,286.25","243,619.08","133.1579","8.8772","5","9.0194"
"04013 Major chest procedures, w severe CC","2","45","22.50","389,939.49","194,969.75","16.6474","8.3237","0","0.0000"
"04014 Major chest procedures, w catas CC","23","412","17.91","5,114,930.17","222,388.27","211.8112","9.2092","11","9.2524"
"04020 Other resp system procedures, no CC","8","147","18.38","426,539.66","53,317.46","19.2598","2.4075","2","2.2581"
"04022 Other resp system procedures, w mild to mod CC","29","615","21.21","3,553,739.45","122,542.74","219.0749","7.5543","3","7.9285"
"04023 Other resp system procedures, w severe CC","16","609","38.06","1,668,697.25","104,293.58","73.6313","4.6020","1","4.5740"
