"ชื่อกลุ่ม","ราย","LOS","วัน/ราย","ค่ารักษา","บาท/ราย","AdjRW","CMI","รับ Refer(ราย)","CMI Refer"
"01524 Nervous system neoplasms, w catas CC","12","107","8.92","267,827.00","22,318.92","41.3625","3.4469","0","0.0000"
"01530 Degenerative  nervous system disorders, no CC","2","16","8.00","45,565.00","22,782.50","1.5218","0.7609","0","0.0000"
"01532 Degenerative  nervous system disorders, w mod CC","2","9","4.50","21,575.00","10,787.50","2.4660","1.2330","0","0.0000"
"01533 Degenerative  nervous system disorders, w severe CC","11","287","26.09","899,710.00","81,791.82","23.7544","2.1595","0","0.0000"
"01534 Degenerative  nervous system disorders, w catas CC","13","192","14.77","615,820.75","47,370.83","60.4414","4.6493","1","4.6565"
"01550 Specific cerebrovascular disorders exc TIA, not transferred, no CC","148","349","2.36","2,004,373.00","13,543.06","151.5638","1.0241","16","1.0101"
"01551 Specific cerebrovascular disorders exc TIA, not transferred, w mild CC","47","149","3.17","786,465.25","16,733.30","61.4880","1.3083","3","1.3496"
"01552 Specific cerebrovascular disorders exc TIA, not transferred, w mod CC","66","188","2.85","1,085,006.00","16,439.48","91.8188","1.3912","4","1.3566"
"01553 Specific cerebrovascular disorders exc TIA, not transferred, w severe CC","404","1,719","4.26","8,422,381.74","20,847.48","900.8638","2.2299","35","2.2238"
"01554 Specific cerebrovascular disorders exc TIA, not transferred, w catas CC","333","3,481","10.45","15,075,913.05","45,273.01","1,739.9859","5.2252","45","5.1895"
"01560 TIA and precerebral occlusions, no CC","1","3","3.00","24,353.00","24,353.00","0.5478","0.5478","0","0.0000"
"01562 TIA and precerebral occlusions, w mod CC","1","1","1.00","12,182.00","12,182.00","0.8525","0.8525","0","0.0000"
"01563 TIA and precerebral occlusions, w severe CC","3","66","22.00","198,531.00","66,177.00","4.2433","1.4144","0","0.0000"
"01564 TIA and precerebral occlusions, w catas CC","3","10","3.33","140,428.00","46,809.33","10.8603","3.6201","0","0.0000"
"01570 Nonspecific cerebrovascular disorders, no CC","8","32","4.00","83,779.00","10,472.38","4.8792","0.6099","0","0.0000"
"01571 Nonspecific cerebrovascular disorders, w mild CC","4","10","2.50","30,938.00","7,734.50","3.1997","0.7999","0","0.0000"
"01572 Nonspecific cerebrovascular disorders, w mod CC","4","9","2.25","29,358.00","7,339.50","3.4122","0.8530","0","0.0000"
"01573 Nonspecific cerebrovascular disorders, w severe CC","15","76","5.07","324,168.50","21,611.23","21.5214","1.4348","0","0.0000"
"01574 Nonspecific cerebrovascular disorders, w catas CC","17","185","10.88","611,387.75","35,963.99","66.5623","3.9154","1","3.9456"
"01580 Cranial and peripheral nerve disorders, no CC","1","6","6.00","20,250.00","20,250.00","0.6641","0.6641","0","0.0000"
"01583 Cranial and peripheral nerve disorders, w severe CC","3","7","2.33","48,612.00","16,204.00","4.2153","1.4051","0","0.0000"
"01590 Nervous syst infection exc viral meningitis, not transferred, no CC","3","8","2.67","21,642.00","7,214.00","2.8866","0.9622","0","0.0000"
"01591 Nervous syst infection exc viral meningitis, not transferred, w mild CC","6","26","4.33","96,034.00","16,005.67","9.5385","1.5898","0","0.0000"
"01592 Nervous syst infection exc viral meningitis, not transferred, w mod CC","3","33","11.00","108,535.00","36,178.33","5.9446","1.9815","1","1.9879"
"01593 Nervous syst infection exc viral meningitis, not transferred, w severe CC","40","388","9.70","1,566,154.75","39,153.87","119.2176","2.9804","4","2.8916"
"01594 Nervous syst infection exc viral meningitis, not transferred, w catas CC","71","760","10.70","3,422,352.37","48,202.15","406.0463","5.7190","14","5.6099"
"01602 Viral meningitis, w mod CC","1","3","3.00","13,796.00","13,796.00","1.3641","1.3641","0","0.0000"
"01603 Viral meningitis, w severe CC","3","5","1.67","35,463.00","11,821.00","9.5269","3.1756","1","3.0657"
"01604 Viral meningitis, w catas CC","1","1","1.00","13,124.00","13,124.00","4.9146","4.9146","0","0.0000"
"01610 Nontraumatic stupor and coma, no CC","4","4","1.00","8,597.00","2,149.25","1.7560","0.4390","0","0.0000"
"01611 Nontraumatic stupor and coma, w mild CC","1","20","20.00","27,012.00","27,012.00","0.6296","0.6296","0","0.0000"
"01612 Nontraumatic stupor and coma, w mod CC","2","3","1.50","13,924.00","6,962.00","1.2768","0.6384","0","0.0000"
"01613 Nontraumatic stupor and coma, w severe CC","12","25","2.08","98,708.80","8,225.73","11.0382","0.9198","0","0.0000"
"01614 Nontraumatic stupor and coma, w catas CC","3","16","5.33","73,339.50","24,446.50","8.5017","2.8339","2","2.8339"
"01631 Seizure disorders, w mild CC","2","9","4.50","27,026.00","13,513.00","1.0092","0.5046","0","0.0000"
"01632 Seizure disorders, w mod CC","3","5","1.67","39,972.00","13,324.00","1.8972","0.6324","1","0.6324"
"01633 Seizure disorders, w severe CC","16","70","4.38","295,418.25","18,463.64","18.0889","1.1306","1","1.1527"
"01634 Seizure disorders, w catas CC","28","189","6.75","1,049,497.03","37,482.04","110.4276","3.9438","2","3.7481"
"01650 Intracranial injury, no CC","63","112","1.78","738,277.00","11,718.68","66.4419","1.0546","3","1.0461"
"01651 Intracranial injury, w mild CC","26","193","7.42","645,145.00","24,813.27","50.0585","1.9253","1","1.8310"
"01652 Intracranial injury, w mod CC","9","14","1.56","116,888.00","12,987.56","20.6417","2.2935","3","2.2348"
"01653 Intracranial injury, w severe CC","111","402","3.62","2,607,196.50","23,488.26","379.6346","3.4201","14","3.3694"
"01654 Intracranial injury, w catas CC","38","212","5.58","1,672,771.75","44,020.31","193.6401","5.0958","9","5.0541"
"01662 Skull fractures, w mod CC","1","2","2.00","8,277.00","8,277.00","1.4276","1.4276","0","0.0000"
"01663 Skull fractures, w severe CC","3","4","1.33","25,397.00","8,465.67","6.7108","2.2369","0","0.0000"
"01664 Skull fractures, w catas CC","3","6","2.00","95,042.00","31,680.67","14.3021","4.7674","0","0.0000"
"01670 Other head injury, no CC","5","7","1.40","28,438.00","5,687.60","1.3635","0.2727","0","0.0000"
"01672 Other head injury, w mod CC","3","3","1.00","59,438.00","19,812.67","2.4780","0.8260","1","0.5986"
"01673 Other head injury, w severe CC","4","8","2.00","63,449.00","15,862.25","4.2490","1.0623","2","1.0623"
"01674 Other head injury, w catas CC","8","35","4.38","390,991.00","48,873.88","30.1608","3.7701","3","3.7701"
"01680 Other disorders of nervous system, no CC","1","1","1.00","1,180.00","1,180.00","0.3037","0.3037","0","0.0000"
"01682 Other disorders of nervous system, w mod CC","2","7","3.50","21,688.00","10,844.00","1.8553","0.9276","0","0.0000"
"01683 Other disorders of nervous system, w severe CC","4","16","4.00","95,213.00","23,803.25","7.4363","1.8591","1","1.8922"
"01684 Other disorders of nervous system, w catas CC","3","3","1.00","45,313.00","15,104.33","8.3631","2.7877","1","2.7877"
"01724 Nervous system neoplasms with radiotherpy, w catas CC","1","70","70.00","376,319.00","376,319.00","8.3942","8.3942","1","8.3942"
"01730 Nervous system neoplasms with diag proc, no CC","4","18","4.50","63,500.00","15,875.00","5.6380","1.4095","0","0.0000"
"01732 Nervous system neoplasms with diag proc, w mild to mod CC","2","4","2.00","24,096.00","12,048.00","3.7640","1.8820","0","0.0000"
"01733 Nervous system neoplasms with diag proc, w severe CC","1","2","2.00","13,464.00","13,464.00","2.4276","2.4276","0","0.0000"
"01734 Nervous system neoplasms with diag proc, w catas CC","8","111","13.88","466,687.00","58,335.88","37.6090","4.7011","0","0.0000"
"01743 NS neoplasms with blood transfusion, w mild to sev CC","1","2","2.00","6,729.00","6,729.00","2.0845","2.0845","0","0.0000"
"01744 NS neoplasms with blood transfusion, w catas CC","2","30","15.00","88,582.00","44,291.00","8.2570","4.1285","0","0.0000"
"02512 Acute and major eye infections age > 54, w mild to mod CC","1","17","17.00","31,422.25","31,422.25","1.0325","1.0325","0","0.0000"
"02514 Acute and major eye infections age > 54, w catas CC","1","2","2.00","19,047.00","19,047.00","4.1684","4.1684","1","4.1684"
"02544 Other disorders of the eye, w catas CC","1","1","1.00","7,565.00","7,565.00","1.4815","1.4815","0","0.0000"
"02550 Malignant neoplasm of the eye, no CC","1","6","6.00","6,970.00","6,970.00","1.2795","1.2795","0","0.0000"
"03064 Mouth procedures, w catas CC","2","10","5.00","62,392.00","31,196.00","9.7896","4.8948","0","0.0000"
"03100 Other ear, nose, mouth & throat procedures, no CC","1","34","34.00","72,215.00","72,215.00","1.2608","1.2608","0","0.0000"
"03104 Other ear, nose, mouth & throat procedures, w catas CC","1","37","37.00","74,980.00","74,980.00","3.7407","3.7407","0","0.0000"
"03134 Pharyngeal and laryngeal procedures, w catas CC","1","8","8.00","32,385.50","32,385.50","3.5095","3.5095","0","0.0000"
"03143 Minor head and neck procedures, w severe CC","1","1","1.00","36,847.00","36,847.00","3.3863","3.3863","0","0.0000"
"03224 Trach w other proc for upper airway obstruction, w catas CC","3","58","19.33","317,793.00","105,931.00","41.0415","13.6805","0","0.0000"
"03232 Trach for upper airway obstruction, w mild to mod CC","2","39","19.50","71,942.00","35,971.00","6.7611","3.3806","0","0.0000"
"03233 Trach for upper airway obstruction, w severe CC","2","8","4.00","46,180.00","23,090.00","11.6608","5.8304","1","5.8304"
"03234 Trach for upper airway obstruction, w catas CC","4","93","23.25","313,168.00","78,292.00","28.1488","7.0372","1","7.0372"
"03500 Ear, nose, mouth and throat malignancy, no CC","16","74","4.63","160,315.50","10,019.72","10.6619","0.6664","1","0.6830"
"03501 Ear, nose, mouth and throat malignancy, w mild CC","13","49","3.77","112,795.06","8,676.54","9.1551","0.7042","0","0.0000"
"03502 Ear, nose, mouth and throat malignancy, w mod CC","8","41","5.13","89,260.75","11,157.59","6.8430","0.8554","0","0.0000"
"03503 Ear, nose, mouth and throat malignancy, w severe CC","34","323","9.50","637,984.50","18,764.25","45.4129","1.3357","1","1.3615"
"03504 Ear, nose, mouth and throat malignancy, w catas CC","11","84","7.64","187,073.00","17,006.64","23.5466","2.1406","1","2.2006"
"03513 Dysequilibrium, w severe CC","1","1","1.00","2,848.00","2,848.00","0.3770","0.3770","0","0.0000"
"03514 Dysequilibrium, w catas CC","1","1","1.00","4,080.00","4,080.00","0.7436","0.7436","0","0.0000"
"03524 Epistaxis, w catas CC","1","4","4.00","20,851.50","20,851.50","0.9124","0.9124","1","0.9124"
"03530 Otitis media and URI, no CC","1","5","5.00","7,919.00","7,919.00","0.2591","0.2591","0","0.0000"
"03531 Otitis media and URI, w mild CC","1","3","3.00","3,294.00","3,294.00","0.3480","0.3480","0","0.0000"
"03532 Otitis media and URI, w mod CC","1","2","2.00","1,868.00","1,868.00","0.4071","0.4071","0","0.0000"
"03534 Otitis media and URI, w catas CC","1","1","1.00","20,646.00","20,646.00","1.0117","1.0117","0","0.0000"
"03540 Epiglottitis and cellulitis of face & neck, no CC","1","5","5.00","12,538.00","12,538.00","0.5482","0.5482","0","0.0000"
"03543 Epiglottitis and cellulitis of face & neck, w severe CC","1","13","13.00","42,424.00","42,424.00","1.6611","1.6611","0","0.0000"
"03544 Epiglottitis and cellulitis of face & neck, w catas CC","3","59","19.67","303,530.00","101,176.67","11.7092","3.9031","1","3.8752"
"03560 Other ear, nose, mouth and throat diagnoses, no CC","1","1","1.00","2,194.00","2,194.00","0.6453","0.6453","0","0.0000"
"03572 Dental & oral disorders, w mod CC","1","5","5.00","14,316.00","14,316.00","0.7194","0.7194","0","0.0000"
"03573 Dental & oral disorders, w severe CC","2","6","3.00","18,376.00","9,188.00","2.2214","1.1107","0","0.0000"
"03574 Dental & oral disorders, w catas CC","3","18","6.00","77,962.00","25,987.33","7.1856","2.3952","1","2.3952"
"03613 ENT & mouth malignancy with diagnostic proc, w severe CC","3","11","3.67","56,558.00","18,852.67","6.8963","2.2988","0","0.0000"
"03614 ENT & mouth malignancy with diagnostic proc, w catas CC","3","46","15.33","208,529.00","69,509.67","14.8402","4.9467","0","0.0000"
"03620 ENT & mouth malignancy with blood transfusion, no CC","2","41","20.50","72,426.00","36,213.00","2.6156","1.3078","0","0.0000"
"03622 ENT & mouth malignancy with blood transfusion, w mild to mod CC","5","35","7.00","70,420.00","14,084.00","9.1555","1.8311","0","0.0000"
"03623 ENT & mouth malignancy with blood transfusion, w severe CC","11","118","10.73","370,646.25","33,695.11","23.5424","2.1402","1","2.1284"
"03624 ENT & mouth malignancy with blood transfusion, w catas CC","12","119","9.92","339,120.25","28,260.02","53.5664","4.4639","1","4.4791"
"04014 Major chest procedures, w catas CC","1","19","19.00","165,608.00","165,608.00","9.2466","9.2466","0","0.0000"
"04023 Other resp system procedures, w severe CC","4","55","13.75","155,857.50","38,964.38","18.2960","4.5740","0","0.0000"
"04024 Other resp system procedures, w catas CC","24","740","30.83","2,866,390.62","119,432.94","153.1271","6.3803","1","6.6040"
"04030 Ventilator support, no CC","26","130","5.00","505,018.00","19,423.77","61.5257","2.3664","1","2.4218"
"04031 Ventilator support, w mild CC","28","77","2.75","463,324.00","16,547.29","79.0378","2.8228","0","0.0000"
"04032 Ventilator support, w mod CC","28","130","4.64","740,852.00","26,459.00","100.3564","3.5842","0","0.0000"
"04033 Ventilator support, w severe CC","476","2,776","5.83","14,380,314.86","30,210.75","1,819.7881","3.8231","75","3.8281"
"04034 Ventilator support, w catas CC","1,610","14,372","8.93","81,933,997.68","50,922.31","10,793.8796","6.7043","303","6.6833"
"04053 Trach for resp diseases w mech vent 96+ hr, w mod to sev CC","23","1,738","75.57","6,456,426.00","280,714.17","615.2930","26.7519","0","0.0000"
"04054 Trach for resp diseases w mech vent 96+ hr, w catas CC","126","7,976","63.30","38,406,714.97","304,815.20","3,617.1440","28.7075","8","28.6967"
"04062 Trach for resp diseases, w mild to mod CC","1","31","31.00","65,408.00","65,408.00","18.1708","18.1708","0","0.0000"
"04063 Trach for resp diseases, w severe CC","3","136","45.33","478,779.00","159,593.00","61.7679","20.5893","0","0.0000"
"04064 Trach for resp diseases, w catas CC","9","289","32.11","1,555,970.00","172,885.56","207.3717","23.0413","1","23.0413"
"04072 Noninvasive ventilation, w mild to mod CC","1","10","10.00","18,560.00","18,560.00","3.2183","3.2183","0","0.0000"
"04083 Other minor resp system procedures, w severe CC","1","5","5.00","10,308.00","10,308.00","2.5667","2.5667","0","0.0000"
"04084 Other minor resp system procedures, w catas CC","1","18","18.00","48,838.00","48,838.00","3.7240","3.7240","0","0.0000"
"04510 Pulmonary embolism, no CC","1","2","2.00","7,891.00","7,891.00","2.0609","2.0609","0","0.0000"
"04512 Pulmonary embolism, w mild to mod CC","3","11","3.67","50,066.75","16,688.92","8.0804","2.6935","0","0.0000"
"04513 Pulmonary embolism, w severe CC","1","13","13.00","59,929.00","59,929.00","3.1445","3.1445","1","3.1445"
"04514 Pulmonary embolism, w catas CC","3","18","6.00","85,101.00","28,367.00","14.1295","4.7098","1","4.6780"
"04520 Respiratory infection/inflammation, no CC","57","292","5.12","731,558.00","12,834.35","30.9375","0.5428","0","0.0000"
"04521 Respiratory infection/inflammation, w mild CC","63","330","5.24","848,846.00","13,473.75","55.1379","0.8752","0","0.0000"
"04522 Respiratory infection/inflammation, w mod CC","80","484","6.05","1,337,494.50","16,718.68","74.5778","0.9322","2","0.9034"
"04523 Respiratory infection/inflammation, w severe CC","339","2,494","7.36","7,215,725.86","21,348.30","501.4297","1.4791","6","1.4948"
"04524 Respiratory infection/inflammation, w catas CC","295","2,899","9.83","8,220,438.53","27,865.89","941.9848","3.1932","7","3.2169"
"04540 Pulmonary edema and respiratory failure, not transferred, no CC","8","25","3.13","64,577.00","8,072.13","5.6764","0.7096","0","0.0000"
"04542 Pulmonary edema and respiratory failure, not transferred, w mild to mod CC","6","15","2.50","46,463.75","7,743.96","4.3336","0.7223","0","0.0000"
"04543 Pulmonary edema and respiratory failure, not transferred, w severe CC","22","86","3.91","186,095.25","8,458.88","24.8192","1.1281","0","0.0000"
"04544 Pulmonary edema and respiratory failure, not transferred, w catas CC","11","37","3.36","120,246.25","10,931.48","35.8713","3.2610","0","0.0000"
"04550 Chronic obstructive pulmonary disease, no CC","29","200","6.90","558,250.00","19,250.00","16.0826","0.5546","0","0.0000"
"04551 Chronic obstructive pulmonary disease, w mild CC","6","21","3.50","57,845.10","9,640.85","4.5370","0.7562","0","0.0000"
"04552 Chronic obstructive pulmonary disease, w mod CC","10","42","4.20","93,217.00","9,321.70","8.0001","0.8000","0","0.0000"
"04553 Chronic obstructive pulmonary disease, w severe CC","46","274","5.96","679,885.00","14,780.11","43.7224","0.9505","0","0.0000"
"04554 Chronic obstructive pulmonary disease, w catas CC","47","369","7.85","1,237,011.75","26,319.40","77.5408","1.6498","3","1.6864"
"04562 Major chest trauma, w mod CC","1","3","3.00","7,036.00","7,036.00","1.0662","1.0662","0","0.0000"
"04570 Respiratory signs and symptoms, no CC","1","5","5.00","15,497.00","15,497.00","0.3913","0.3913","0","0.0000"
"04571 Respiratory signs and symptoms, w mild CC","1","1","1.00","3,065.00","3,065.00","0.4492","0.4492","0","0.0000"
"04572 Respiratory signs and symptoms, w mod CC","2","2","1.00","5,814.00","2,907.00","1.0680","0.5340","0","0.0000"
"04573 Respiratory signs and symptoms, w severe CC","5","12","2.40","47,821.00","9,564.20","3.5654","0.7131","0","0.0000"
"04574 Respiratory signs and symptoms, w catas CC","3","20","6.67","78,152.00","26,050.67","3.7872","1.2624","0","0.0000"
"04583 Pneumothorax, w severe CC","5","29","5.80","116,220.00","23,244.00","8.3936","1.6787","3","1.6696"
"04584 Pneumothorax, w catas CC","4","77","19.25","277,351.00","69,337.75","10.2628","2.5657","0","0.0000"
"04590 Bronchitis and asthma, no CC","2","9","4.50","18,167.00","9,083.50","0.7356","0.3678","0","0.0000"
"04591 Bronchitis and asthma, w mild CC","2","2","1.00","4,054.00","2,027.00","0.9294","0.4647","0","0.0000"
"04592 Bronchitis and asthma, w mod CC","5","20","4.00","37,083.00","7,416.60","2.8801","0.5760","0","0.0000"
"04593 Bronchitis and asthma, w severe CC","6","19","3.17","51,163.00","8,527.17","4.5792","0.7632","0","0.0000"
"04594 Bronchitis and asthma, w catas CC","7","21","3.00","68,380.00","9,768.57","9.1575","1.3082","0","0.0000"
"04600 Whooping cough and acute bronchiolitis, no CC","1","1","1.00","3,922.00","3,922.00","0.3683","0.3683","0","0.0000"
"04610 Respiratory neoplasms, no CC","97","551","5.68","1,049,140.95","10,928.55","81.5218","0.8404","0","0.0000"
"04611 Respiratory neoplasms, w mild CC","27","143","5.30","318,578.50","11,799.20","23.5555","0.8724","0","0.0000"
"04612 Respiratory neoplasms, w mod CC","15","97","6.47","171,633.00","11,442.20","16.1535","1.0769","0","0.0000"
"04613 Respiratory neoplasms, w severe CC","78","453","5.81","1,120,883.82","14,370.31","90.0231","1.1541","0","0.0000"
"04614 Respiratory neoplasms, w catas CC","56","542","9.68","1,200,213.99","21,432.39","100.0202","1.7861","0","0.0000"
"04620 Pleural effusion, not transferred, no CC","3","20","6.67","45,487.00","15,162.33","2.4183","0.8061","0","0.0000"
"04622 Pleural effusion, not transferred, w mild to mod CC","1","14","14.00","26,062.00","26,062.00","0.9921","0.9921","0","0.0000"
"04623 Pleural effusion, not transferred, w severe CC","10","36","3.60","109,501.00","10,950.10","12.6365","1.2636","0","0.0000"
"04624 Pleural effusion, not transferred, w catas CC","7","86","12.29","258,630.00","36,947.14","16.9617","2.4231","1","2.3893"
"04634 Interstitial lung disease, w catas CC","2","11","5.50","20,739.00","10,369.50","3.7954","1.8977","0","0.0000"
"04640 Other respiratory system diagnoses, no CC","3","49","16.33","52,837.75","17,612.58","1.3400","0.4467","0","0.0000"
"04641 Other respiratory system diagnoses, w mild CC","4","12","3.00","45,184.88","11,296.22","2.4053","0.6013","1","0.5962"
"04642 Other respiratory system diagnoses, w mod CC","1","2","2.00","3,752.00","3,752.00","0.7561","0.7561","0","0.0000"
"04643 Other respiratory system diagnoses, w severe CC","1","1","1.00","5,677.00","5,677.00","1.0467","1.0467","0","0.0000"
"04644 Other respiratory system diagnoses, w catas CC","3","19","6.33","24,245.00","8,081.67","8.3586","2.7862","0","0.0000"
"04680 Respiratory neoplasms with diag proc, no CC","1","3","3.00","7,884.00","7,884.00","1.3399","1.3399","0","0.0000"
"04681 Respiratory neoplasms with diag proc, w mild CC","2","18","9.00","54,090.00","27,045.00","3.3308","1.6654","0","0.0000"
"04682 Respiratory neoplasms with diag proc, w mod CC","2","22","11.00","166,646.00","83,323.00","3.5295","1.7648","0","0.0000"
"04683 Respiratory neoplasms with diag proc, w severe CC","5","63","12.60","382,367.00","76,473.40","12.0994","2.4199","0","0.0000"
"04684 Respiratory neoplasms with diag proc, w catas CC","8","114","14.25","294,663.00","36,832.88","36.1784","4.5223","0","0.0000"
"04690 Respiratory neoplasms with blood transfusion, no CC","2","14","7.00","39,588.00","19,794.00","2.2718","1.1359","0","0.0000"
"04691 Respiratory neoplasms with blood transfusion, w mild CC","4","54","13.50","93,014.00","23,253.50","4.9494","1.2374","0","0.0000"
"04692 Respiratory neoplasms with blood transfusion, w mod CC","6","68","11.33","191,481.00","31,913.50","9.3791","1.5632","0","0.0000"
"04693 Respiratory neoplasms with blood transfusion, w severe CC","12","247","20.58","623,915.75","51,992.98","22.1908","1.8492","0","0.0000"
"04694 Respiratory neoplasms with blood transfusion, w catas CC","18","138","7.67","521,522.00","28,973.44","68.7333","3.8185","1","3.9277"
"04700 Pyothorax, no CC","1","9","9.00","21,122.00","21,122.00","2.3605","2.3605","0","0.0000"
"04702 Pyothorax, w mod CC","1","8","8.00","28,129.00","28,129.00","2.9527","2.9527","0","0.0000"
"04703 Pyothorax, w severe CC","2","3","1.50","14,262.00","7,131.00","6.0971","3.0486","0","0.0000"
"04704 Pyothorax, w catas CC","2","13","6.50","49,633.00","24,816.50","11.3928","5.6964","0","0.0000"
"05084 Major cardiovascular proc, w catas CC","4","14","3.50","132,592.00","33,148.00","45.4158","11.3540","2","11.6451"
"05093 Major amputation, w severe CC","3","37","12.33","188,463.00","62,821.00","17.4123","5.8041","1","5.8041"
"05094 Major amputation, w catas CC","13","191","14.69","929,534.25","71,502.63","91.6197","7.0477","2","6.9248"
"05124 Automat cardioverter proc, w catas CC","2","74","37.00","341,944.00","170,972.00","12.7318","6.3659","0","0.0000"
"05154 Other vascular proc, w catas CC","4","71","17.75","582,546.00","145,636.50","37.8161","9.4540","0","0.0000"
"05164 Minor amputation, w catas CC","6","42","7.00","196,555.00","32,759.17","29.1408","4.8568","0","0.0000"
"05200 Other circ system OR proc, no CC","1","6","6.00","23,498.00","23,498.00","2.1703","2.1703","1","2.1703"
"05203 Other circ system OR proc, w severe CC","4","49","12.25","166,090.00","41,522.50","17.0364","4.2591","0","0.0000"
"05204 Other circ system OR proc, w catas CC","14","312","22.29","1,351,365.00","96,526.07","83.3758","5.9554","5","5.9763"
"05294 Acute MI w single vessel PTCA w stent, w catas CC","2","4","2.00","572,842.00","286,421.00","23.9226","11.9613","0","0.0000"
"05304 Acute MI w single vessel PTCA wo stent, w catas CC","1","4","4.00","177,369.00","177,369.00","11.5507","11.5507","1","11.5507"
"05344 Trach for CVS diseases w mech vent 96+ hr, w mild to cat CC","24","1,810","75.42","8,042,396.75","335,099.86","912.7780","38.0324","2","37.9863"
"05359 Trach for CVS diseases, w or wo CC","1","75","75.00","292,324.00","292,324.00","35.4421","35.4421","0","0.0000"
"05500 Acute MI w major comp w thrombol inj, no CC","3","13","4.33","84,391.00","28,130.33","7.6311","2.5437","0","0.0000"
"05502 Acute MI w major comp w thrombol inj, w mild to mod CC","6","16","2.67","152,814.00","25,469.00","16.5480","2.7580","0","0.0000"
"05503 Acute MI w major comp w thrombol inj, w severe CC","14","37","2.64","340,828.00","26,217.54","44.9793","3.2128","1","3.1275"
"05504 Acute MI w major comp w thrombol inj, w catas CC","14","53","3.79","577,617.00","41,258.36","79.6321","5.6880","1","5.4096"
"05510 Acute MI w thrombol inj, no CC","2","2","1.00","35,624.00","17,812.00","4.5498","2.2749","0","0.0000"
"05511 Acute MI w thrombol inj, w mild CC","1","15","15.00","71,911.00","71,911.00","2.7999","2.7999","0","0.0000"
"05520 Acute MI w major comp, not transferred, no CC","35","67","1.91","316,301.00","9,037.17","62.3805","1.7823","2","1.7823"
"05522 Acute MI w major comp, not transferred, w mild to mod CC","40","103","2.58","526,725.71","13,168.14","81.5080","2.0377","3","2.0572"
"05523 Acute MI w major comp, not transferred, w severe CC","134","507","3.78","2,770,315.24","20,673.99","480.9042","3.5888","16","3.6620"
"05524 Acute MI w major comp, not transferred, w catas CC","168","1,351","8.04","8,239,948.10","49,047.31","808.7567","4.8140","25","4.7628"
"05530 Acute MI, not transferred, no CC","15","50","3.33","163,154.00","10,876.93","18.3038","1.2203","1","1.2038"
"05532 Acute MI, not transferred, w mod CC","9","33","3.67","86,604.00","9,622.67","14.6702","1.6300","1","1.5526"
"05533 Acute MI, not transferred, w severe CC","9","45","5.00","132,802.00","14,755.78","18.9608","2.1068","0","0.0000"
"05542 Infective endocarditis, w mild to mod CC","1","4","4.00","4,774.00","4,774.00","2.5079","2.5079","0","0.0000"
