"โรงพยาบาล","ราย","LOS","วัน/ราย","ค่ารักษา","บาท/ราย","AdjRW","CMI","รับ Refer(ราย)","CMI Refer"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"22155  :  โรงพยาบาลครู","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"10685  :  โรงพยาบาลสมุทรปราการ","2,140","23,745","11.10","117,558,153.65","54,933.72","8,822.9001","4.4560","266","5.1467"
"10752  :  โรงพยาบาลบางบ่อ","256","2,810","10.98","11,814,283.00","46,149.54","1,054.3306","4.3567","0","0.0000"
"10753  :  โรงพยาบาลบางพลี","506","6,912","13.66","30,281,431.45","59,844.73","1,775.4007","4.0534","52","4.0984"
"10754  :  โรงพยาบาลบางจาก","113","930","8.23","2,391,172.00","21,160.81","161.7265","2.1003","5","3.5362"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","62","544","8.77","1,130,153.00","18,228.27","134.3294","2.2388","3","1.8535"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"28785  :  โรงพยาบาลบางเสาธง","3","10","3.33","28,218.00","9,406.00","4.8591","2.4296","0","0.0000"
"10686  :  โรงพยาบาลพระนั่งเกล้า","1,867","28,079","15.04","128,290,585.95","68,788.52","7,813.4316","4.1940","417","4.2517"
"10756  :  โรงพยาบาลบางกรวย","97","809","8.34","3,193,282.00","32,920.43","289.5747","2.9853","6","4.9822"
"10757  :  โรงพยาบาลบางใหญ่","143","1,643","11.49","6,859,055.00","47,965.42","341.6461","2.5882","12","2.2142"
"10758  :  โรงพยาบาลบางบัวทอง","112","924","8.25","3,593,598.40","32,085.70","255.6382","2.3453","12","1.9876"
"10759  :  โรงพยาบาลไทรน้อย","97","870","8.97","2,342,183.14","24,146.22","249.9948","2.6315","2","0.6934"
"10760  :  โรงพยาบาลปากเกร็ด","96","970","10.10","6,750,389.00","70,316.55","208.7605","2.1746","0","0.0000"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"28875  :  โรงพยาบาลบางบัวทอง ๒","17","75","4.41","0.00","0.00","20.6123","1.3742","0","0.0000"
"10687  :  โรงพยาบาลปทุมธานี","1,885","18,101","9.60","99,950,415.75","53,024.09","8,689.8106","4.6445","50","5.1994"
"10761  :  โรงพยาบาลคลองหลวง","83","515","6.20","1,038,230.00","12,508.80","99.4121","1.1977","1","0.7611"
"10762  :  โรงพยาบาลธัญบุรี","129","762","5.91","1,523,752.00","11,812.03","194.0485","1.5524","8","2.6525"
"10763  :  โรงพยาบาลประชาธิปัตย์","100","1,039","10.39","2,569,737.00","25,697.37","158.8460","1.7456","1","2.1143"
"10764  :  โรงพยาบาลหนองเสือ","24","153","6.38","413,279.00","17,219.96","42.0863","2.0041","0","0.0000"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","36","257","7.14","981,057.00","27,251.58","64.1253","1.7813","0","0.0000"
"10766  :  โรงพยาบาลลำลูกกา","81","570","7.04","1,697,092.00","20,951.75","118.6268","1.7974","20","1.8413"
"10767  :  โรงพยาบาลสามโคก","21","297","14.14","860,501.42","40,976.26","31.9144","4.5592","1","6.9869"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","1,961","21,457","10.94","130,919,163.38","66,761.43","790.3825","0.4031","935","0.4118"
"10688  :  โรงพยาบาลเสนา","501","6,809","13.59","35,386,637.60","71,344.03","1,915.4687","4.1193","165","4.2724"
"10768  :  โรงพยาบาลท่าเรือ","56","597","10.66","1,072,893.00","19,158.80","86.1128","1.6560","0","0.0000"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","38","328","8.63","801,217.00","21,084.66","86.6450","2.4068","0","0.0000"
"10770  :  โรงพยาบาลบางไทร","26","294","11.31","646,565.00","24,867.88","43.4889","1.8120","0","0.0000"
"10771  :  โรงพยาบาลบางบาล","10","63","6.30","126,844.00","12,684.40","15.1068","1.8884","0","0.0000"
"10772  :  โรงพยาบาลบางปะอิน","52","293","5.63","748,873.00","14,401.40","79.9883","1.7019","0","0.0000"
"10773  :  โรงพยาบาลบางปะหัน","21","99","4.71","394,047.00","18,764.14","21.3588","1.1241","0","0.0000"
"10774  :  โรงพยาบาลผักไห่","23","230","10.00","547,876.00","23,820.70","47.9851","2.0863","0","0.0000"
"10775  :  โรงพยาบาลภาชี","27","211","7.81","483,840.00","17,920.00","47.7193","1.7674","0","0.0000"
"10776  :  โรงพยาบาลลาดบัวหลวง","31","234","7.55","644,987.00","20,806.03","38.7535","1.2918","0","0.0000"
"10777  :  โรงพยาบาลวังน้อย","38","231","6.08","749,183.00","19,715.34","52.6019","1.3843","1","0.4748"
"10778  :  โรงพยาบาลบางซ้าย","10","28","2.80","55,289.00","5,528.90","13.1170","1.3117","0","0.0000"
"10779  :  โรงพยาบาลอุทัย","29","138","4.76","329,140.00","11,349.66","17.4971","1.4581","2","0.0000"
"10780  :  โรงพยาบาลมหาราช","21","133","6.33","409,395.00","19,495.00","34.9469","1.6641","1","0.7399"
"10781  :  โรงพยาบาลบ้านแพรก","20","255","12.75","483,954.00","24,197.70","37.6196","2.0900","1","3.2261"
"10689  :  โรงพยาบาลอ่างทอง","867","8,135","9.38","43,298,557.98","49,940.67","2,678.3893","4.2514","540","4.2554"
"10782  :  โรงพยาบาลไชโย","6","22","3.67","50,891.00","8,481.83","7.1180","1.1863","0","0.0000"
"10784  :  โรงพยาบาลป่าโมก","26","255","9.81","512,205.40","19,700.21","31.9496","1.3312","1","2.5704"
"10785  :  โรงพยาบาลโพธิ์ทอง","35","186","5.31","530,770.50","15,164.87","59.8314","1.9300","0","0.0000"
"10786  :  โรงพยาบาลแสวงหา","16","114","7.13","209,779.00","13,111.19","16.8060","1.2928","0","0.0000"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","87","953","10.95","1,854,150.00","21,312.07","155.0247","1.9378","0","0.0000"
"10788  :  โรงพยาบาลสามโก้","17","84","4.94","154,185.00","9,069.71","18.0621","1.6420","2","1.4948"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","1,254","12,969","10.34","567,952,388.60","508,462.30","2,660.1994","3.6591","13","1.4066"
"10691  :  โรงพยาบาลบ้านหมี่","590","5,082","8.61","20,923,855.30","35,464.16","1,771.5699","3.3363","217","3.6836"
"10789  :  โรงพยาบาลพัฒนานิคม","52","248","4.77","125,907.80","3,070.92","45.2631","1.1316","0","0.0000"
"10790  :  โรงพยาบาลโคกสำโรง","163","1,871","11.48","8,335,265.00","51,136.60","486.1967","4.6750","0","0.0000"
"10791  :  โรงพยาบาลชัยบาดาล","183","1,833","10.02","6,725,614.70","37,158.09","234.9456","1.9743","7","1.6252"
"10792  :  โรงพยาบาลท่าวุ้ง","30","169","5.63","446,380.00","14,879.33","40.1949","1.4355","0","0.0000"
"10793  :  โรงพยาบาลท่าหลวง","16","66","4.13","145,170.00","9,073.13","9.3815","1.8763","2","0.0000"
"10794  :  โรงพยาบาลสระโบสถ์","17","68","4.00","216,681.00","12,745.94","29.3267","2.2559","0","0.0000"
"10795  :  โรงพยาบาลโคกเจริญ","14","53","3.79","122,908.00","8,779.14","19.7451","1.4104","0","0.0000"
"10796  :  โรงพยาบาลลำสนธิ","10","63","6.30","128,847.00","12,884.70","8.3774","1.3962","0","0.0000"
"10797  :  โรงพยาบาลหนองม่วง","38","97","2.55","196,730.30","5,177.11","52.2976","1.3763","0","0.0000"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"10692  :  โรงพยาบาลสิงห์บุรี","603","6,802","11.28","33,401,255.00","55,391.80","2,251.8102","3.8891","174","4.2792"
"10693  :  โรงพยาบาลอินทร์บุรี","281","4,474","15.92","17,776,842.10","63,262.78","1,382.5977","5.1589","4","3.0996"
"10798  :  โรงพยาบาลบางระจัน","38","223","5.87","489,396.00","12,878.84","69.7729","1.9381","0","0.0000"
"10799  :  โรงพยาบาลค่ายบางระจัน","11","92","8.36","166,715.75","15,155.98","4.5031","1.1258","0","0.0000"
"10800  :  โรงพยาบาลพรหมบุรี","25","104","4.16","246,187.00","9,847.48","30.8701","1.2863","0","0.0000"
"10801  :  โรงพยาบาลท่าช้าง","21","166","7.90","290,296.00","13,823.62","24.9182","1.2459","0","0.0000"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","1,192","8,592","7.21","43,700,480.01","36,661.48","4,590.0424","3.9265","648","3.9953"
"10802  :  โรงพยาบาลมโนรมย์","18","115","6.39","299,054.75","16,614.15","41.6750","2.4515","0","0.0000"
"10803  :  โรงพยาบาลวัดสิงห์","34","199","5.85","427,011.75","12,559.17","16.8582","1.6858","6","3.1616"
"10804  :  โรงพยาบาลสรรพยา","54","229","4.24","406,242.75","7,523.01","68.0727","1.2844","1","1.1678"
"10805  :  โรงพยาบาลสรรคบุรี","53","355","6.70","870,177.50","16,418.44","71.1785","1.4526","2","1.3485"
"10806  :  โรงพยาบาลหันคา","34","164","4.82","480,658.00","14,137.00","83.0791","2.4435","0","0.0000"
"27974  :  โรงพยาบาลหนองมะโมง","13","118","9.08","6,543.25","6,543.25","27.3810","2.4892","0","0.0000"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"10661  :  โรงพยาบาลสระบุรี","1,888","21,469","11.37","143,741,485.41","76,134.26","10,183.2522","5.3937","347","6.2015"
"10695  :  โรงพยาบาลพระพุทธบาท","572","9,419","16.47","42,946,056.00","75,080.52","1,388.6402","3.2521","65","4.6980"
"10807  :  โรงพยาบาลแก่งคอย","57","405","7.11","1,214,157.00","21,301.00","94.7436","2.0596","0","0.0000"
"10808  :  โรงพยาบาลหนองแค","30","186","6.20","382,190.00","12,739.67","43.7822","1.9901","0","0.0000"
"10809  :  โรงพยาบาลวิหารแดง","41","575","14.02","1,114,605.00","27,185.49","70.9750","2.1508","0","0.0000"
"10810  :  โรงพยาบาลหนองแซง","13","135","10.38","262,916.00","20,224.31","15.4610","1.2884","0","0.0000"
"10811  :  โรงพยาบาลบ้านหมอ","17","76","4.47","182,243.00","10,720.18","23.6547","1.8196","0","0.0000"
"10812  :  โรงพยาบาลดอนพุด","8","29","3.63","73,359.00","9,169.88","13.4715","1.6839","0","0.0000"
"10813  :  โรงพยาบาลหนองโดน","17","75","4.41","194,747.00","11,455.71","22.9281","1.4330","0","0.0000"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","38","226","5.95","394,204.00","10,373.79","35.0781","1.0022","0","0.0000"
"10815  :  โรงพยาบาลมวกเหล็ก","35","128","3.66","327,271.00","9,350.60","49.9433","1.4270","1","1.1576"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","34","259","7.62","492,565.50","14,487.22","47.0466","1.3837","0","0.0000"
"11485  :  โรงพยาบาลค่ายอดิศร","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"10662  :  โรงพยาบาลชลบุรี","2,840","26,577","9.36","114,308,909.75","44,100.66","1,782.0873","4.2030","5","0.0000"
"10817  :  โรงพยาบาลบ้านบึง","189","1,929","10.21","6,596,533.75","34,902.29","493.4375","3.0088","43","2.8970"
"10818  :  โรงพยาบาลหนองใหญ่","20","157","7.85","252,872.00","12,643.60","25.6317","1.3490","0","0.0000"
"10819  :  โรงพยาบาลบางละมุง","369","3,266","8.85","10,005,404.36","32,590.89","954.0407","2.6575","0","0.0000"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","39","299","7.67","689,283.00","17,673.92","81.1509","2.1356","1","1.3667"
"10821  :  โรงพยาบาลพานทอง","103","817","7.93","1,319,128.50","12,807.07","174.9225","1.7149","0","0.0000"
"10822  :  โรงพยาบาลพนัสนิคม","241","4,143","17.19","11,470,133.00","47,593.91","508.4856","2.2400","4","2.4547"
"10823  :  โรงพยาบาลแหลมฉบัง","139","1,127","8.11","4,381,727.75","31,523.22","227.0358","2.2933","0","0.0000"
"10824  :  โรงพยาบาลเกาะสีชัง","2","5","2.50","13,659.00","6,829.50","1.4098","0.7049","0","0.0000"
"10825  :  โรงพยาบาลสัตหีบกม10","101","836","8.28","1,721,453.44","17,044.09","164.5310","1.6619","0","0.0000"
"10826  :  โรงพยาบาลบ่อทอง","41","266","6.49","557,550.50","13,598.79","62.7182","1.6505","0","0.0000"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"28005  :  โรงพยาบาลเมืองพัทยา","0","0","0.00","0.00","0.00","0.0000","0.0000","0","0.0000"
"28006  :  โรงพยาบาลเกาะจันทร์","28","85","3.04","224,800.00","8,028.57","34.6013","1.8211","0","0.0000"
