"ชื่อกลุ่ม","ราย","LOS","วัน/ราย","ค่ารักษา","บาท/ราย","AdjRW","CMI","รับ Refer(ราย)","CMI Refer"
"01572 Nonspecific cerebrovascular disorders, w mod CC","20","227","11.35","427,021.75","21,351.09","18.1684","0.9084","3","0.9204"
"01573 Nonspecific cerebrovascular disorders, w severe CC","98","664","6.78","1,876,317.00","19,544.97","141.0884","1.4397","20","1.4248"
"01574 Nonspecific cerebrovascular disorders, w catas CC","98","1,204","12.29","4,739,567.33","48,861.52","385.0953","3.9295","32","3.8850"
"01580 Cranial and peripheral nerve disorders, no CC","1","1","1.00","3,207.00","3,207.00","0.6176","0.6176","0","0.0000"
"01581 Cranial and peripheral nerve disorders, w mild CC","1","5","5.00","17,792.00","17,792.00","0.7597","0.7597","0","0.0000"
"01583 Cranial and peripheral nerve disorders, w severe CC","1","1","1.00","6,736.00","6,736.00","1.3244","1.3244","0","0.0000"
"01584 Cranial and peripheral nerve disorders, w catas CC","3","68","22.67","73,306.50","36,653.25","6.5287","2.1762","1","2.1800"
"01590 Nervous syst infection exc viral meningitis, not transferred, no CC","23","111","4.83","458,784.75","19,947.16","22.1464","0.9629","7","0.9570"
"01591 Nervous syst infection exc viral meningitis, not transferred, w mild CC","19","137","7.21","509,099.00","28,283.28","30.5399","1.6074","8","1.5942"
"01592 Nervous syst infection exc viral meningitis, not transferred, w mod CC","35","290","8.29","1,065,397.00","32,284.76","68.1263","1.9465","12","1.9335"
"01593 Nervous syst infection exc viral meningitis, not transferred, w severe CC","163","1,097","6.73","5,133,116.25","32,081.98","482.6716","2.9612","62","2.9580"
"01594 Nervous syst infection exc viral meningitis, not transferred, w catas CC","332","3,940","11.87","22,339,967.15","69,163.98","1,909.4698","5.7514","138","5.7447"
"01603 Viral meningitis, w severe CC","4","58","14.50","275,339.00","68,834.75","13.5247","3.3812","1","3.2306"
"01604 Viral meningitis, w catas CC","7","46","6.57","295,638.00","49,273.00","36.8858","5.2694","2","5.2317"
"01610 Nontraumatic stupor and coma, no CC","25","75","3.00","247,104.00","9,884.16","11.1397","0.4456","3","0.4390"
"01611 Nontraumatic stupor and coma, w mild CC","9","22","2.44","104,173.25","11,574.81","4.8264","0.5363","2","0.5554"
"01612 Nontraumatic stupor and coma, w mod CC","15","51","3.40","144,073.25","11,082.56","9.5760","0.6384","2","0.6384"
"01613 Nontraumatic stupor and coma, w severe CC","38","141","3.71","656,628.80","17,746.72","35.5134","0.9346","7","0.9341"
"01614 Nontraumatic stupor and coma, w catas CC","36","178","4.94","879,760.75","25,136.02","99.4411","2.7623","13","2.7707"
"01620 Febrile convulsions, no CC","1","1","1.00","1,620.00","1,620.00","0.2622","0.2622","0","0.0000"
"01622 Febrile convulsions, w mod CC","1","5","5.00","4,835.00","4,835.00","0.4229","0.4229","0","0.0000"
"01624 Febrile convulsions, w catas CC","4","24","6.00","152,290.50","38,072.63","3.7988","0.9497","2","0.9497"
"01630 Seizure disorders, no CC","19","102","5.37","392,963.39","20,682.28","7.2742","0.3829","2","0.3723"
"01631 Seizure disorders, w mild CC","16","58","3.63","468,674.50","33,476.75","8.1741","0.5109","5","0.5235"
"01632 Seizure disorders, w mod CC","22","87","3.95","307,004.30","13,954.74","13.9464","0.6339","2","0.6324"
"01633 Seizure disorders, w severe CC","110","706","6.42","3,902,147.25","36,812.71","125.9418","1.1449","35","1.1358"
"01634 Seizure disorders, w catas CC","163","2,412","14.80","12,272,622.07","77,186.30","656.4056","4.0270","62","3.9954"
"01650 Intracranial injury, no CC","471","943","2.00","8,202,257.23","18,267.83","498.3624","1.0581","183","1.0561"
"01651 Intracranial injury, w mild CC","124","349","2.81","2,380,966.68","20,525.57","236.6098","1.9081","50","1.9015"
"01652 Intracranial injury, w mod CC","123","291","2.37","2,638,405.13","22,550.47","284.6349","2.3141","53","2.3133"
"01653 Intracranial injury, w severe CC","549","2,021","3.68","15,042,326.29","28,222.00","1,882.5650","3.4291","231","3.4189"
"01654 Intracranial injury, w catas CC","224","1,716","7.66","11,469,446.49","52,854.59","1,142.8339","5.1019","103","5.0851"
"01660 Skull fractures, no CC","7","14","2.00","153,844.00","21,977.71","4.7124","0.6732","3","0.6732"
"01661 Skull fractures, w mild CC","6","22","3.67","161,239.25","26,873.21","6.6254","1.1042","1","1.1306"
"01662 Skull fractures, w mod CC","5","10","2.00","105,043.41","21,008.68","6.8383","1.3677","1","1.4276"
"01663 Skull fractures, w severe CC","15","41","2.73","410,245.00","27,349.67","33.6158","2.2411","7","2.2221"
"01664 Skull fractures, w catas CC","5","46","9.20","211,296.00","52,824.00","24.3889","4.8778","1","5.0183"
"01670 Other head injury, no CC","9","20","2.22","143,628.00","15,958.67","2.4902","0.2767","4","0.2727"
"01671 Other head injury, w mild CC","1","1","1.00","2,942.00","2,942.00","0.5009","0.5009","0","0.0000"
"01672 Other head injury, w mod CC","8","22","2.75","122,136.00","15,267.00","4.7888","0.5986","2","0.5986"
"01673 Other head injury, w severe CC","24","69","2.88","614,916.50","26,735.50","25.4161","1.0590","7","1.0457"
"01674 Other head injury, w catas CC","18","136","7.56","830,637.25","46,146.51","66.6869","3.7048","6","3.6434"
"01680 Other disorders of nervous system, no CC","11","34","3.09","143,573.50","13,052.14","3.3407","0.3037","7","0.3037"
"01681 Other disorders of nervous system, w mild CC","3","4","1.33","24,551.00","8,183.67","2.0303","0.6768","1","0.7099"
"01682 Other disorders of nervous system, w mod CC","12","48","4.00","224,388.00","20,398.91","11.2664","0.9389","5","0.9209"
"01683 Other disorders of nervous system, w severe CC","55","350","6.36","1,507,036.48","27,908.08","101.7617","1.8502","25","1.8361"
"01684 Other disorders of nervous system, w catas CC","64","501","7.83","3,035,159.15","48,177.13","188.3264","2.9426","26","2.9341"
"01692 Guillain-Barre syndrome, w mild to mod CC","1","5","5.00","12,989.25","12,989.25","6.1124","6.1124","0","0.0000"
"01693 Guillain-Barre syndrome, w severe CC","4","36","9.00","427,491.05","106,872.76","37.4100","9.3525","1","9.4700"
"01694 Guillain-Barre syndrome, w catas CC","7","86","12.29","1,367,026.00","195,289.43","77.4981","11.0712","3","11.0870"
"01720 Nervous system neoplasms with radiotherpy, no CC","2","26","13.00","90,706.00","45,353.00","5.4376","2.7188","1","2.7188"
"01723 Nervous system neoplasms with radiotherpy, w severe CC","1","21","21.00","78,711.00","78,711.00","6.6706","6.6706","0","0.0000"
"01724 Nervous system neoplasms with radiotherpy, w catas CC","1","42","42.00","135,586.00","135,586.00","8.3942","8.3942","0","0.0000"
"01730 Nervous system neoplasms with diag proc, no CC","32","158","4.94","574,724.00","18,539.48","45.2943","1.4154","9","1.4118"
"01732 Nervous system neoplasms with diag proc, w mild to mod CC","12","100","8.33","315,780.75","31,578.08","22.8174","1.9015","2","1.8820"
"01733 Nervous system neoplasms with diag proc, w severe CC","35","266","7.60","1,157,388.25","33,068.24","84.2226","2.4064","14","2.4120"
"01734 Nervous system neoplasms with diag proc, w catas CC","72","901","12.51","3,649,589.91","52,137.00","338.1903","4.6971","22","4.6745"
"01743 NS neoplasms with blood transfusion, w mild to sev CC","1","4","4.00","17,416.75","17,416.75","2.0845","2.0845","0","0.0000"
"01744 NS neoplasms with blood transfusion, w catas CC","16","483","30.19","2,321,407.50","154,760.50","67.6311","4.2269","1","4.1702"
"01754 Specific cerebrovascular disorders exc TIA, transferred, w catas CC","1","1","1.00","36,028.00","36,028.00","2.5522","2.5522","1","2.5522"
"02012 Retinal procedures, w mild to mod CC","1","10","10.00","14,360.00","14,360.00","2.3543","2.3543","1","2.3543"
"02014 Retinal procedures, w catas CC","2","39","19.50","189,221.50","94,610.75","10.0940","5.0470","1","5.0470"
"02020 Enucleation and orbital procedures, no CC","1","24","24.00","72,552.00","72,552.00","1.5390","1.5390","0","0.0000"
"02023 Enucleation and orbital procedures, w severe CC","1","20","20.00","36,004.25","36,004.25","2.7000","2.7000","1","2.7000"
"02024 Enucleation and orbital procedures, w catas CC","1","11","11.00","42,575.00","42,575.00","5.5358","5.5358","1","5.5358"
"02064 Major lens procedures, w catas CC","2","149","74.50","256,959.09","128,479.55","4.1970","2.0985","0","0.0000"
"02082 Other eye  procedures, w mild to mod CC","1","1","1.00","6,414.00","6,414.00","1.3138","1.3138","0","0.0000"
"02124 Multiple other lens procedures, w mild to cat CC","1","2","2.00","15,417.00","15,417.00","2.0649","2.0649","0","0.0000"
"02149 Trach for eye diseases w mech vent 96+ hr, w or wo CC","2","132","66.00","1,042,231.75","521,115.88","56.6980","28.3490","0","0.0000"
"02500 Hyphema and medically managed trauma, no CC","1","1","1.00","6,189.00","6,189.00","0.3039","0.3039","0","0.0000"
"02502 Hyphema and medically managed trauma, w mod CC","1","1","1.00","9,200.00","9,200.00","0.5051","0.5051","1","0.5051"
"02512 Acute and major eye infections age > 54, w mild to mod CC","1","1","1.00","5,074.50","5,074.50","0.9602","0.9602","0","0.0000"
"02514 Acute and major eye infections age > 54, w catas CC","2","19","9.50","119,008.00","59,504.00","8.5070","4.2535","1","4.2535"
"02524 Acute and major eye infections age < 55, w sev to cat CC","1","3","3.00","20,162.75","20,162.75","1.8394","1.8394","0","0.0000"
"02532 Neurological and vasc disor of the eye, w mild to mod CC","1","2","2.00","0.00","0.00","1.5221","1.5221","0","0.0000"
"02540 Other disorders of the eye, no CC","2","13","6.50","48,535.00","24,267.50","0.7948","0.3974","0","0.0000"
"02542 Other disorders of the eye, w mod CC","1","4","4.00","7,585.00","7,585.00","0.8966","0.8966","0","0.0000"
"02543 Other disorders of the eye, w severe CC","2","2","1.00","20,719.00","10,359.50","2.3899","1.1950","1","1.1516"
"02544 Other disorders of the eye, w catas CC","1","7","7.00","51,055.00","51,055.00","1.5930","1.5930","1","1.5930"
"02550 Malignant neoplasm of the eye, no CC","1","4","4.00","4,123.00","4,123.00","1.2795","1.2795","0","0.0000"
"03014 Major head and neck proc, w catas CC","1","39","39.00","167,882.00","167,882.00","8.2365","8.2365","1","8.2365"
"03060 Mouth procedures, no CC","1","28","28.00","108,498.00","108,498.00","1.0277","1.0277","1","1.0277"
"03063 Mouth procedures, w severe CC","1","14","14.00","29,798.25","29,798.25","2.8279","2.8279","0","0.0000"
"03064 Mouth procedures, w catas CC","1","14","14.00","138,296.00","138,296.00","4.8948","4.8948","1","4.8948"
"03102 Other ear, nose, mouth & throat procedures, w mild to mod CC","4","81","20.25","252,136.50","63,034.13","7.8506","1.9626","0","0.0000"
"03103 Other ear, nose, mouth & throat procedures, w severe CC","1","37","37.00","79,807.00","79,807.00","2.8318","2.8318","0","0.0000"
"03104 Other ear, nose, mouth & throat procedures, w catas CC","13","378","29.08","1,168,846.50","89,911.27","48.6589","3.7430","2","3.7407"
"03134 Pharyngeal and laryngeal procedures, w catas CC","1","17","17.00","248,005.00","248,005.00","3.5095","3.5095","0","0.0000"
"03143 Minor head and neck procedures, w severe CC","3","16","5.33","141,034.00","47,011.33","10.1589","3.3863","1","3.3863"
"03144 Minor head and neck procedures, w catas CC","8","137","17.13","659,117.00","109,852.83","46.7841","5.8480","1","5.8431"
"03154 Mastoidectomy & inner ear procedures, w sev to cat CC","1","10","10.00","93,577.25","93,577.25","3.3448","3.3448","1","3.3448"
"03164 Major sinus procedures, w catas CC","1","22","22.00","254,477.00","254,477.00","7.4115","7.4115","1","7.4115"
"03174 Tympanoplasty and other ear procedures, w mild to cat CC","1","11","11.00","26,772.00","26,772.00","1.4176","1.4176","0","0.0000"
"03189 Trach for ENT diseases w mech vent 96+ hr, w or wo CC","3","117","39.00","759,256.00","253,085.33","69.9780","23.3260","0","0.0000"
"03199 Trach for ENT diseases, w or wo CC","1","31","31.00","311,510.25","311,510.25","13.6924","13.6924","0","0.0000"
"03204 Laryngectomy, w catas CC","1","158","158.00","575,055.00","575,055.00","10.0912","10.0912","0","0.0000"
"03220 Trach w other proc for upper airway obstruction, no CC","1","13","13.00","53,477.00","53,477.00","5.1195","5.1195","0","0.0000"
"03222 Trach w other proc for upper airway obstruction, w mild to mod CC","2","42","21.00","268,540.00","134,270.00","15.0576","7.5288","0","0.0000"
"03224 Trach w other proc for upper airway obstruction, w catas CC","10","313","31.30","1,497,114.00","149,711.40","136.8050","13.6805","2","13.6805"
"03232 Trach for upper airway obstruction, w mild to mod CC","4","152","38.00","524,880.00","131,220.00","13.4462","3.3616","1","3.2065"
"03233 Trach for upper airway obstruction, w severe CC","3","26","8.67","152,986.50","50,995.50","17.4912","5.8304","0","0.0000"
"03234 Trach for upper airway obstruction, w catas CC","18","297","16.50","1,485,383.99","82,521.33","125.9658","6.9981","6","6.9786"
"03500 Ear, nose, mouth and throat malignancy, no CC","75","530","7.07","1,000,931.75","13,711.39","50.1895","0.6692","11","0.6638"
"03501 Ear, nose, mouth and throat malignancy, w mild CC","35","336","9.60","503,116.20","14,797.54","25.0793","0.7166","2","0.6870"
"03502 Ear, nose, mouth and throat malignancy, w mod CC","18","94","5.22","173,645.50","9,646.97","15.4328","0.8574","1","0.8706"
"03503 Ear, nose, mouth and throat malignancy, w severe CC","104","695","6.68","1,584,192.02","15,531.29","136.1022","1.3087","15","1.2998"
"03504 Ear, nose, mouth and throat malignancy, w catas CC","96","958","9.98","2,847,507.39","31,638.97","208.8446","2.1755","22","2.1596"
"03510 Dysequilibrium, no CC","4","18","4.50","43,375.80","10,843.95","0.8273","0.2068","0","0.0000"
"03511 Dysequilibrium, w mild CC","1","1","1.00","3,169.00","3,169.00","0.2843","0.2843","0","0.0000"
"03512 Dysequilibrium, w mod CC","1","1","1.00","2,963.00","2,963.00","0.3029","0.3029","0","0.0000"
"03513 Dysequilibrium, w severe CC","2","8","4.00","27,427.00","13,713.50","0.7540","0.3770","0","0.0000"
"03514 Dysequilibrium, w catas CC","2","7","3.50","80,250.00","40,125.00","1.5992","0.7996","0","0.0000"
"03521 Epistaxis, w mild CC","2","3","1.50","21,743.00","10,871.50","1.1850","0.5925","0","0.0000"
"03522 Epistaxis, w mod CC","1","1","1.00","24,597.00","24,597.00","0.6945","0.6945","1","0.6945"
"03523 Epistaxis, w severe CC","1","1","1.00","12,206.00","12,206.00","0.7889","0.7889","0","0.0000"
"03524 Epistaxis, w catas CC","4","10","2.50","37,749.00","9,437.25","3.5857","0.8964","1","0.9124"
"03533 Otitis media and URI, w severe CC","9","65","7.22","284,163.75","35,520.47","5.0874","0.5653","1","0.5791"
"03534 Otitis media and URI, w catas CC","11","147","13.36","1,037,514.78","94,319.53","11.1482","1.0135","2","1.0117"
"03543 Epiglottitis and cellulitis of face & neck, w severe CC","7","34","4.86","121,463.00","20,243.83","11.3951","1.6279","4","1.6611"
"03544 Epiglottitis and cellulitis of face & neck, w catas CC","6","80","13.33","527,616.00","87,936.00","23.1114","3.8519","3","3.7589"
"03560 Other ear, nose, mouth and throat diagnoses, no CC","3","983","327.67","843,980.00","281,326.67","2.0780","0.6927","0","0.0000"
"03561 Other ear, nose, mouth and throat diagnoses, w mild CC","1","4","4.00","11,014.50","11,014.50","0.8960","0.8960","0","0.0000"
"03563 Other ear, nose, mouth and throat diagnoses, w severe CC","3","5","1.67","16,071.00","8,035.50","5.6816","1.8939","0","0.0000"
"03564 Other ear, nose, mouth and throat diagnoses, w catas CC","11","293","26.64","1,138,956.50","113,895.65","47.3531","4.3048","4","4.1334"
"03570 Dental & oral disorders, no CC","2","10","5.00","27,813.00","13,906.50","0.9232","0.4616","0","0.0000"
"03571 Dental & oral disorders, w mild CC","2","7","3.50","34,171.00","17,085.50","1.3004","0.6502","0","0.0000"
"03572 Dental & oral disorders, w mod CC","1","5","5.00","7,160.00","7,160.00","0.7194","0.7194","0","0.0000"
"03573 Dental & oral disorders, w severe CC","6","37","6.17","253,991.50","50,798.30","6.5865","1.0977","2","1.0719"
"03574 Dental & oral disorders, w catas CC","7","82","11.71","521,012.75","74,430.39","16.5508","2.3644","3","2.3393"
"03591 ENT & mouth malignancy with chemotherapy, w mild CC","1","16","16.00","52,138.00","52,138.00","1.7609","1.7609","1","1.7609"
"03594 ENT & mouth malignancy with chemotherapy, w catas CC","2","52","26.00","177,382.25","88,691.13","10.5684","5.2842","0","0.0000"
"03601 ENT & mouth malignancy with radiotherapy, w mild CC","1","4","4.00","20,712.00","20,712.00","3.9889","3.9889","1","3.9889"
"03603 ENT & mouth malignancy with radiotherapy, w severe CC","1","13","13.00","91,948.00","91,948.00","5.7325","5.7325","0","0.0000"
"03610 ENT & mouth malignancy with diagnostic proc, no CC","3","13","4.33","80,415.00","26,805.00","3.1086","1.0362","1","1.0362"
"03612 ENT & mouth malignancy with diagnostic proc, w mild to mod CC","3","32","10.67","84,522.00","28,174.00","3.8422","1.2807","3","1.2807"
"03613 ENT & mouth malignancy with diagnostic proc, w severe CC","3","18","6.00","77,538.00","25,846.00","6.7806","2.2602","0","0.0000"
"03614 ENT & mouth malignancy with diagnostic proc, w catas CC","7","87","12.43","478,603.06","68,371.87","34.5938","4.9420","1","5.0136"
"03620 ENT & mouth malignancy with blood transfusion, no CC","3","35","11.67","70,652.25","23,550.75","3.9234","1.3078","0","0.0000"
"03622 ENT & mouth malignancy with blood transfusion, w mild to mod CC","25","228","9.12","546,598.62","22,774.94","45.9427","1.8377","7","1.7818"
"03623 ENT & mouth malignancy with blood transfusion, w severe CC","34","326","9.59","863,972.40","26,180.98","72.5914","2.1350","2","2.1669"
"03624 ENT & mouth malignancy with blood transfusion, w catas CC","68","1,113","16.37","3,333,901.77","51,290.80","309.6902","4.5543","13","4.5529"
"04010 Major chest procedures, no CC","1","2","2.00","25,818.00","25,818.00","5.2204","5.2204","1","5.2204"
"04012 Major chest procedures, w mild to mod CC","1","15","15.00","74,985.00","74,985.00","6.9274","6.9274","0","0.0000"
"04013 Major chest procedures, w severe CC","2","3","1.50","176,308.50","88,154.25","16.2312","8.1156","2","8.1156"
"04014 Major chest procedures, w catas CC","29","563","19.41","5,199,942.35","185,712.23","267.6891","9.2307","10","9.2466"
"04020 Other resp system procedures, no CC","4","50","12.50","259,395.00","64,848.75","8.9253","2.2313","0","0.0000"
"04022 Other resp system procedures, w mild to mod CC","2","22","11.00","36,612.00","36,612.00","6.1324","3.0662","2","3.0662"
"04023 Other resp system procedures, w severe CC","24","474","19.75","1,785,144.00","74,381.00","109.4014","4.5584","9","4.5531"
"04024 Other resp system procedures, w catas CC","158","4,560","28.86","20,494,436.77","133,080.76","1,008.8375","6.3850","42","6.3822"
"04030 Ventilator support, no CC","207","880","4.25","4,712,816.05","23,446.85","491.2204","2.3730","83","2.3704"
"04031 Ventilator support, w mild CC","224","1,328","5.93","6,495,704.24","29,525.93","633.6591","2.8288","93","2.8183"
"04032 Ventilator support, w mod CC","229","1,428","6.24","6,907,794.66","31,116.19","820.2803","3.5820","96","3.5707"
"04033 Ventilator support, w severe CC","2,706","19,513","7.21","95,617,635.29","37,336.05","10,370.4841","3.8324","1,074","3.8238"
"04034 Ventilator support, w catas CC","8,293","95,253","11.49","537,348,104.13","68,600.55","55,703.8369","6.7170","3,374","6.7073"
"04050 Trach for resp diseases w mech vent 96+ hr, no CC","1","37","37.00","152,268.00","152,268.00","21.2237","21.2237","0","0.0000"
"04051 Trach for resp diseases w mech vent 96+ hr, w mild CC","1","44","44.00","214,769.00","214,769.00","24.4403","24.4403","0","0.0000"
