"โรงพยาบาล","รับ Refer ในจังหวัด","รับ Refer นอกจังหวัด","รับ Refer นอกเขต","รวมปีงบประมาณ"
"ราย","AdjRW","RW=0","CMI","ราย","AdjRW","RW=0","CMI","ราย","AdjRW","RW=0","CMI","ราย","AdjRW","RW=0","CMI"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11609  :  โรงพยาบาลพญาไท 2","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11621  :  โรงพยาบาลบางไผ่","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11626  :  โรงพยาบาลคลองตัน","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11628  :  โรงพยาบาลพระราม 9","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11629  :  โรงพยาบาลเพชรเวช","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11640  :  โรงพยาบาลธนบุรี 2","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11676  :  โรงพยาบาลยันฮี","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11686  :  โรงพยาบาลบางโพ","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11691  :  โรงพยาบาลวิภาวดี","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11697  :  โรงพยาบาลคามิลเลียน","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11715  :  โรงพยาบาลพญาไท 1","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11729  :  โรงพยาบาลลาดพร้าว","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11811  :  โรงพยาบาลสมิติเวช","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"12246  :  สถาบันราชานุกูล","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"12249  :  สถาบันโรคผิวหนัง","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"12439  :  สถาบันประสาทวิทยา","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"13814  :  โรงพยาบาลศิริราช","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"14173  :  โรงพยาบาลตำรวจ","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"14574  :  โรงพยาบาลพญาไท 3","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"14577  :  โรงพยาบาลวิภาราม","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"15049  :  โรงพยาบาลสิรินธร","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"22155  :  โรงพยาบาลครู","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"10685  :  โรงพยาบาลสมุทรปราการ","1,949","4,239.1229","132","2.3330","9","33.7381","0","3.7487","56","156.4386","6","3.1288","2,014","4,429.2996","138","2.3610"
"10752  :  โรงพยาบาลบางบ่อ","17","18.6383","0","1.0964","0","0.0000","0","0.0000","0","0.0000","0","0.0000","17","18.6383","0","1.0964"
"10753  :  โรงพยาบาลบางพลี","311","651.1156","10","2.1632","14","55.8871","0","3.9919","181","335.7390","14","2.0104","506","1,042.7417","24","2.1634"
"10754  :  โรงพยาบาลบางจาก","180","142.5897","11","0.8437","2","1.0811","1","1.0811","82","63.8734","7","0.8516","264","207.5442","19","0.8471"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","12","16.5834","0","1.3820","0","0.0000","0","0.0000","7","9.9826","0","1.4261","19","26.5660","0","1.3982"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"28785  :  โรงพยาบาลบางเสาธง","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"10686  :  โรงพยาบาลพระนั่งเกล้า","5,987","12,752.5702","11","2.1340","160","812.2923","0","5.0768","55","92.6457","0","1.6845","6,202","13,657.5082","11","2.2060"
"10756  :  โรงพยาบาลบางกรวย","161","155.2471","4","0.9888","4","4.8295","0","1.2074","71","103.9636","4","1.5517","236","264.0402","8","1.1581"
"10757  :  โรงพยาบาลบางใหญ่","114","125.4348","2","1.1200","3","4.3525","0","1.4508","75","100.1503","0","1.3353","192","229.9376","2","1.2102"
"10758  :  โรงพยาบาลบางบัวทอง","152","183.9510","0","1.2102","3","3.7911","0","1.2637","64","88.5240","1","1.4051","219","276.2661","1","1.2673"
"10759  :  โรงพยาบาลไทรน้อย","9","7.4058","2","1.0580","0","0.0000","0","0.0000","3","2.8414","0","0.9471","12","10.2472","2","1.0247"
"10760  :  โรงพยาบาลปากเกร็ด","5","4.3151","1","1.0788","1","2.2846","0","2.2846","0","0.0000","0","0.0000","6","6.5997","1","1.3199"
"11781  :  โรงพยาบาลนนทเวช","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"12256  :  สถาบันโรคทรวงอก","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"12257  :  สถาบันบำราศนราดูร","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"12260  :  โรงพยาบาลศรีธัญญา","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"22127  :  โรงพยาบาลชลลดา","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"28875  :  โรงพยาบาลบางบัวทอง ๒","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"10687  :  โรงพยาบาลปทุมธานี","559","1,001.4583","3","1.8012","1","6.8754","0","6.8754","1","3.2006","0","3.2006","561","1,011.5343","3","1.8128"
"10761  :  โรงพยาบาลคลองหลวง","35","17.6874","4","0.5706","0","0.0000","0","0.0000","4","4.2988","0","1.0747","39","21.9862","4","0.6282"
"10762  :  โรงพยาบาลธัญบุรี","187","185.9786","6","1.0275","38","42.2641","0","1.1122","43","43.5903","1","1.0379","268","271.8330","7","1.0415"
"10763  :  โรงพยาบาลประชาธิปัตย์","17","18.2143","2","1.2143","2","0.5948","0","0.2974","0","0.0000","0","0.0000","19","18.8091","2","1.1064"
"10764  :  โรงพยาบาลหนองเสือ","1","1.0973","0","1.0973","0","0.0000","0","0.0000","0","0.0000","0","0.0000","1","1.0973","0","1.0973"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","18","15.7980","2","0.9874","1","0.5166","0","0.5166","3","5.5049","0","1.8350","22","21.8195","2","1.0910"
"10766  :  โรงพยาบาลลำลูกกา","250","225.7477","43","1.0906","25","21.1705","5","1.0585","185","129.6636","52","0.9749","460","376.5818","100","1.0461"
"10767  :  โรงพยาบาลสามโคก","77","86.5633","16","1.4191","8","6.6397","3","1.3279","8","11.6007","1","1.6572","93","104.8037","20","1.4357"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","5,878","204.5206","0","0.0348","127","0.7076","0","0.0056","18","0.0000","0","0.0000","6,023","205.2282","0","0.0341"
"10688  :  โรงพยาบาลเสนา","2","25.0151","0","12.5076","0","0.0000","0","0.0000","0","0.0000","0","0.0000","2","25.0151","0","12.5076"
"10768  :  โรงพยาบาลท่าเรือ","69","86.4737","3","1.3102","9","12.4204","0","1.3800","0","0.0000","0","0.0000","78","98.8941","3","1.3186"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"10770  :  โรงพยาบาลบางไทร","16","11.0787","1","0.7386","1","0.6711","0","0.6711","0","0.0000","0","0.0000","17","11.7498","1","0.7344"
"10771  :  โรงพยาบาลบางบาล","13","13.1522","0","1.0117","1","1.0563","0","1.0563","0","0.0000","0","0.0000","14","14.2085","0","1.0149"
"10772  :  โรงพยาบาลบางปะอิน","4","1.7845","0","0.4461","3","2.5961","0","0.8654","1","5.1197","0","5.1197","8","9.5003","0","1.1875"
"10773  :  โรงพยาบาลบางปะหัน","59","71.7665","8","1.4072","0","0.0000","0","0.0000","0","0.0000","0","0.0000","59","71.7665","8","1.4072"
"10774  :  โรงพยาบาลผักไห่","19","23.5132","1","1.3063","6","4.1594","1","0.8319","2","2.0160","0","1.0080","27","29.6886","2","1.1875"
"10775  :  โรงพยาบาลภาชี","70","90.3382","1","1.3092","7","27.5989","0","3.9427","0","0.0000","0","0.0000","77","117.9371","1","1.5518"
"10776  :  โรงพยาบาลลาดบัวหลวง","1","2.8346","0","2.8346","0","0.0000","0","0.0000","0","0.0000","0","0.0000","1","2.8346","0","2.8346"
"10777  :  โรงพยาบาลวังน้อย","9","7.8646","0","0.8738","2","0.9462","0","0.4731","0","0.0000","0","0.0000","11","8.8108","0","0.8010"
"10778  :  โรงพยาบาลบางซ้าย","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"10779  :  โรงพยาบาลอุทัย","65","52.7391","24","1.2863","4","5.2522","0","1.3131","1","1.5448","0","1.5448","70","59.5361","24","1.2943"
"10780  :  โรงพยาบาลมหาราช","4","4.2362","0","1.0591","0","0.0000","0","0.0000","0","0.0000","0","0.0000","4","4.2362","0","1.0591"
"10781  :  โรงพยาบาลบ้านแพรก","2","3.6260","0","1.8130","0","0.0000","0","0.0000","0","0.0000","0","0.0000","2","3.6260","0","1.8130"
"10689  :  โรงพยาบาลอ่างทอง","4,659","9,657.1282","241","2.1859","61","122.0623","1","2.0344","15","18.5711","2","1.4285","4,735","9,797.7616","244","2.1816"
"10782  :  โรงพยาบาลไชโย","5","4.9434","0","0.9887","0","0.0000","0","0.0000","0","0.0000","0","0.0000","5","4.9434","0","0.9887"
"10784  :  โรงพยาบาลป่าโมก","29","37.8076","3","1.4541","6","8.5139","1","1.7028","1","0.7451","0","0.7451","36","47.0666","4","1.4708"
"10785  :  โรงพยาบาลโพธิ์ทอง","10","9.0614","0","0.9061","1","0.2238","0","0.2238","0","0.0000","0","0.0000","11","9.2852","0","0.8441"
"10786  :  โรงพยาบาลแสวงหา","3","1.4949","0","0.4983","0","0.0000","0","0.0000","0","0.0000","0","0.0000","3","1.4949","0","0.4983"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"10788  :  โรงพยาบาลสามโก้","9","11.8945","0","1.3216","1","0.8403","0","0.8403","0","0.0000","0","0.0000","10","12.7348","0","1.2735"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","2","2.5186","1","2.5186","1","0.3860","0","0.3860","0","0.0000","0","0.0000","3","2.9046","1","1.4523"
"10691  :  โรงพยาบาลบ้านหมี่","1,306","1,775.5666","369","1.8949","5","4.3389","1","1.0847","2","1.7878","0","0.8939","1,313","1,781.6933","370","1.8894"
"10789  :  โรงพยาบาลพัฒนานิคม","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"10790  :  โรงพยาบาลโคกสำโรง","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
