"โรงพยาบาล","รับ Refer ในจังหวัด","รับ Refer นอกจังหวัด","รับ Refer นอกเขต","รวมปีงบประมาณ"
"ราย","AdjRW","RW=0","CMI","ราย","AdjRW","RW=0","CMI","ราย","AdjRW","RW=0","CMI","ราย","AdjRW","RW=0","CMI"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11609  :  โรงพยาบาลพญาไท 2","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11621  :  โรงพยาบาลบางไผ่","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11626  :  โรงพยาบาลคลองตัน","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11628  :  โรงพยาบาลพระราม 9","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11629  :  โรงพยาบาลเพชรเวช","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11640  :  โรงพยาบาลธนบุรี 2","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11676  :  โรงพยาบาลยันฮี","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11686  :  โรงพยาบาลบางโพ","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11691  :  โรงพยาบาลวิภาวดี","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11697  :  โรงพยาบาลคามิลเลียน","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11715  :  โรงพยาบาลพญาไท 1","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11729  :  โรงพยาบาลลาดพร้าว","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11811  :  โรงพยาบาลสมิติเวช","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"12246  :  สถาบันราชานุกูล","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"12249  :  สถาบันโรคผิวหนัง","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"12439  :  สถาบันประสาทวิทยา","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"13814  :  โรงพยาบาลศิริราช","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"14173  :  โรงพยาบาลตำรวจ","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"14574  :  โรงพยาบาลพญาไท 3","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"14577  :  โรงพยาบาลวิภาราม","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"15049  :  โรงพยาบาลสิรินธร","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"22155  :  โรงพยาบาลครู","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"10685  :  โรงพยาบาลสมุทรปราการ","643","1,342.9934","61","2.3075","4","5.5554","1","1.8518","57","140.5008","4","2.6510","704","1,489.0496","66","2.3339"
"10752  :  โรงพยาบาลบางบ่อ","10","5.7240","0","0.5724","0","0.0000","0","0.0000","2","2.0542","0","1.0271","12","7.7782","0","0.6482"
"10753  :  โรงพยาบาลบางพลี","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"10754  :  โรงพยาบาลบางจาก","136","98.0937","15","0.8107","0","0.0000","0","0.0000","64","50.5578","9","0.9192","200","148.6515","24","0.8446"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","22","26.8874","0","1.2222","0","0.0000","0","0.0000","5","5.3087","0","1.0617","27","32.1961","0","1.1924"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"28785  :  โรงพยาบาลบางเสาธง","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"10686  :  โรงพยาบาลพระนั่งเกล้า","5,624","11,216.8274","8","1.9973","218","1,099.8602","0","5.0452","68","73.6033","0","1.0824","5,910","12,390.2909","8","2.0993"
"10756  :  โรงพยาบาลบางกรวย","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"10757  :  โรงพยาบาลบางใหญ่","63","66.4079","1","1.0711","1","1.0040","0","1.0040","41","42.9254","2","1.1007","105","110.3373","3","1.0817"
"10758  :  โรงพยาบาลบางบัวทอง","14","9.0336","1","0.6949","0","0.0000","0","0.0000","1","5.8048","0","5.8048","15","14.8384","1","1.0599"
"10759  :  โรงพยาบาลไทรน้อย","4","2.6988","0","0.6747","0","0.0000","0","0.0000","1","0.5478","0","0.5478","5","3.2466","0","0.6493"
"10760  :  โรงพยาบาลปากเกร็ด","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11781  :  โรงพยาบาลนนทเวช","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"12256  :  สถาบันโรคทรวงอก","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"12257  :  สถาบันบำราศนราดูร","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"12260  :  โรงพยาบาลศรีธัญญา","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"22127  :  โรงพยาบาลชลลดา","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"28875  :  โรงพยาบาลบางบัวทอง ๒","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"10687  :  โรงพยาบาลปทุมธานี","1,369","2,201.3346","15","1.6258","4","8.0830","0","2.0208","4","6.4153","0","1.6038","1,377","2,215.8329","15","1.6269"
"10761  :  โรงพยาบาลคลองหลวง","55","39.3383","2","0.7422","1","0.6193","0","0.6193","5","5.4392","0","1.0878","61","45.3968","2","0.7694"
"10762  :  โรงพยาบาลธัญบุรี","52","49.8461","6","1.0836","13","8.9673","1","0.7473","10","5.9078","1","0.6564","75","64.7212","8","0.9660"
"10763  :  โรงพยาบาลประชาธิปัตย์","24","16.5738","5","0.8723","2","1.5014","1","1.5014","5","2.9961","1","0.7490","31","21.0713","7","0.8780"
"10764  :  โรงพยาบาลหนองเสือ","4","3.1922","0","0.7981","0","0.0000","0","0.0000","0","0.0000","0","0.0000","4","3.1922","0","0.7981"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","1","0.2632","0","0.2632","1","0.2095","0","0.2095","0","0.0000","0","0.0000","2","0.4727","0","0.2364"
"10766  :  โรงพยาบาลลำลูกกา","150","47.7470","106","1.0852","10","2.6004","7","0.8668","71","48.8784","49","2.2217","231","99.2258","162","1.4381"
"10767  :  โรงพยาบาลสามโคก","42","28.1415","19","1.2235","1","0.7264","0","0.7264","0","0.0000","0","0.0000","43","28.8679","19","1.2028"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","6,069","1,459.3573","0","0.2405","79","18.5312","0","0.2346","23","3.5769","0","0.1555","6,171","1,481.4654","0","0.2401"
"10688  :  โรงพยาบาลเสนา","1,311","2,841.2900","60","2.2712","9","16.7512","0","1.8612","5","14.3098","1","3.5775","1,325","2,872.3510","61","2.2724"
"10768  :  โรงพยาบาลท่าเรือ","42","39.1360","0","0.9318","3","3.4893","0","1.1631","2","2.9557","0","1.4779","47","45.5810","0","0.9698"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"10770  :  โรงพยาบาลบางไทร","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"10771  :  โรงพยาบาลบางบาล","31","33.1388","0","1.0690","1","1.6650","0","1.6650","0","0.0000","0","0.0000","32","34.8038","0","1.0876"
"10772  :  โรงพยาบาลบางปะอิน","2","1.1343","0","0.5672","3","1.1293","1","0.5647","1","3.1248","0","3.1248","6","5.3884","1","1.0777"
"10773  :  โรงพยาบาลบางปะหัน","44","60.6428","2","1.4439","0","0.0000","0","0.0000","2","1.4446","0","0.7223","46","62.0874","2","1.4111"
"10774  :  โรงพยาบาลผักไห่","53","77.4825","0","1.4619","11","11.9215","1","1.1922","2","2.2558","0","1.1279","66","91.6598","1","1.4102"
"10775  :  โรงพยาบาลภาชี","75","77.4522","0","1.0327","5","9.7784","0","1.9557","0","0.0000","0","0.0000","80","87.2306","0","1.0904"
"10776  :  โรงพยาบาลลาดบัวหลวง","2","3.6441","0","1.8221","0","0.0000","0","0.0000","0","0.0000","0","0.0000","2","3.6441","0","1.8221"
"10777  :  โรงพยาบาลวังน้อย","5","3.0122","0","0.6024","0","0.0000","0","0.0000","0","0.0000","0","0.0000","5","3.0122","0","0.6024"
"10778  :  โรงพยาบาลบางซ้าย","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"10779  :  โรงพยาบาลอุทัย","94","72.7528","27","1.0859","3","3.0795","1","1.5398","2","2.6158","0","1.3079","99","78.4481","28","1.1049"
"10780  :  โรงพยาบาลมหาราช","12","16.7204","0","1.3934","0","0.0000","0","0.0000","0","0.0000","0","0.0000","12","16.7204","0","1.3934"
"10781  :  โรงพยาบาลบ้านแพรก","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"10689  :  โรงพยาบาลอ่างทอง","4,716","10,287.4677","8","2.1851","69","203.3018","0","2.9464","25","23.7381","0","0.9495","4,810","10,514.5076","8","2.1896"
"10782  :  โรงพยาบาลไชโย","10","13.8159","0","1.3816","1","0.9865","0","0.9865","0","0.0000","0","0.0000","11","14.8024","0","1.3457"
"10784  :  โรงพยาบาลป่าโมก","22","44.5191","0","2.0236","6","4.9362","0","0.8227","2","0.9467","0","0.4734","30","50.4020","0","1.6801"
"10785  :  โรงพยาบาลโพธิ์ทอง","23","9.3680","2","0.4461","5","1.6116","1","0.4029","2","0.2541","1","0.2541","30","11.2337","4","0.4321"
"10786  :  โรงพยาบาลแสวงหา","3","1.8393","0","0.6131","1","0.6186","0","0.6186","0","0.0000","0","0.0000","4","2.4579","0","0.6145"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"10788  :  โรงพยาบาลสามโก้","22","27.8399","1","1.3257","0","0.0000","0","0.0000","0","0.0000","0","0.0000","22","27.8399","1","1.3257"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"10691  :  โรงพยาบาลบ้านหมี่","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"10789  :  โรงพยาบาลพัฒนานิคม","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
"10790  :  โรงพยาบาลโคกสำโรง","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000","0","0.0000"
