"โรงพยาบาล","สัญชาติ (คน)","OPD","IPD","ค่าใช้จ่าย (บาท)"
"เมียนมาร์","กัมพูชา","ลาว","เวียดนาม","อื่นๆ","คน","ครั้ง","คน","ครั้ง","ทั้งหมด","เรียกเก็บได้","ฟรี"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"22155  :  โรงพยาบาลครู","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","7,326","6,135","1,073","66","2,219","16,772","48,585","5,004","5,359","75,685,894.04","30,834,010.50","44,851,883.54"
"10752  :  โรงพยาบาลบางบ่อ","2,872","1,843","374","16","223","5,320","10,574","711","747","8,982,512.00","6,760,952.00","2,221,560.00"
"10753  :  โรงพยาบาลบางพลี","6,208","3,880","641","33","413","11,005","24,571","2,275","2,433","34,465,488.00","16,021,842.00","18,443,646.00"
"10754  :  โรงพยาบาลบางจาก","2,764","1,466","325","5","295","4,803","9,749","537","574","7,139,626.00","3,586,771.00","3,552,855.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","2,040","2,104","267","4","80","4,493","10,840","296","303","6,441,329.00","2,727,172.00","3,714,157.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"28785  :  โรงพยาบาลบางเสาธง","56","60","9","1","6","132","186","0","0","53,387.00","200.00","53,187.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","5,129","2,283","1,352","184","418","9,346","24,808","2,171","2,326","35,814,212.92","13,481,380.60","22,332,832.32"
"10756  :  โรงพยาบาลบางกรวย","1,225","995","415","16","76","2,726","6,135","175","195","4,272,493.00","2,206,598.00","2,065,895.00"
"10757  :  โรงพยาบาลบางใหญ่","3,045","1,660","820","100","475","6,097","13,257","393","410","8,403,565.00","5,211,677.00","3,191,888.00"
"10758  :  โรงพยาบาลบางบัวทอง","1,966","1,119","433","36","143","3,694","8,075","445","485","7,513,994.00","3,044,939.00","4,469,055.00"
"10759  :  โรงพยาบาลไทรน้อย","2,151","791","297","6","238","3,472","7,093","271","283","4,495,246.00","2,670,691.00","1,824,555.00"
"10760  :  โรงพยาบาลปากเกร็ด","422","345","249","5","68","1,088","4,059","376","400","4,429,867.00","2,447,376.00","1,982,491.00"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","232","234","148","2","38","654","1,178","10","13","417,986.25","345,806.00","72,180.25"
"10687  :  โรงพยาบาลปทุมธานี","4,908","2,644","798","27","213","8,585","20,207","2,055","2,206","39,004,427.00","11,512,821.00","27,491,606.00"
"10761  :  โรงพยาบาลคลองหลวง","1,405","1,900","381","4","44","3,730","7,651","338","354","4,822,540.00","1,548,414.00","3,274,126.00"
"10762  :  โรงพยาบาลธัญบุรี","533","580","84","3","739","1,938","7,720","142","161","3,145,908.00","587,400.00","2,558,508.00"
"10763  :  โรงพยาบาลประชาธิปัตย์","847","597","173","4","86","1,684","4,783","184","197","2,363,791.00","301,296.00","2,062,495.00"
"10764  :  โรงพยาบาลหนองเสือ","199","484","189","1","93","945","2,216","76","81","1,390,598.00","399,868.00","990,730.00"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","1,620","346","108","0","70","2,144","4,046","117","126","1,910,532.00","1,008,744.00","901,788.00"
"10766  :  โรงพยาบาลลำลูกกา","2,455","3,134","669","6","171","6,435","11,959","343","358","6,268,873.00","2,797,820.00","3,471,053.00"
"10767  :  โรงพยาบาลสามโคก","798","565","106","1","79","1,549","3,573","164","177","2,417,772.00","482,190.00","1,935,582.00"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","6,056","6,133","1,668","275","2,428","16,560","27,787","893","990","33,534,928.53","11,339,899.28","22,195,029.25"
"10688  :  โรงพยาบาลเสนา","764","123","239","3","180","1,309","3,957","208","224","3,733,468.00","1,392,119.00","2,341,349.00"
"10768  :  โรงพยาบาลท่าเรือ","165","208","65","8","64","510","1,354","42","47","592,613.00","298,593.00","294,020.00"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","146","529","60","5","180","917","1,849","93","97","1,138,294.20","450,694.00","687,600.20"
"10770  :  โรงพยาบาลบางไทร","366","0","42","0","182","588","1,108","34","38","608,292.00","468,073.00","140,219.00"
"10771  :  โรงพยาบาลบางบาล","24","33","17","0","42","116","342","10","11","111,738.00","40,473.00","71,265.00"
"10772  :  โรงพยาบาลบางปะอิน","902","1,226","352","23","102","2,599","5,310","237","260","2,935,405.00","1,797,558.00","1,137,847.00"
"10773  :  โรงพยาบาลบางปะหัน","475","220","162","0","20","877","1,656","28","30","870,032.00","521,330.00","348,702.00"
"10774  :  โรงพยาบาลผักไห่","117","17","22","0","37","193","503","22","25","306,130.00","89,560.00","216,570.00"
"10775  :  โรงพยาบาลภาชี","169","115","31","1","148","464","1,302","42","45","644,179.00","216,703.00","427,476.00"
"10776  :  โรงพยาบาลลาดบัวหลวง","1,410","184","96","3","97","1,790","4,306","105","112","1,507,861.00","971,509.00","536,352.00"
"10777  :  โรงพยาบาลวังน้อย","2,134","928","434","32","130","3,658","6,831","192","200","3,974,427.00","2,376,499.00","1,597,928.00"
"10778  :  โรงพยาบาลบางซ้าย","17","17","8","1","4","46","157","3","4","58,667.00","31,358.00","27,309.00"
"10779  :  โรงพยาบาลอุทัย","960","806","124","21","99","2,009","3,711","82","89","1,701,060.00","1,245,930.00","455,130.00"
"10780  :  โรงพยาบาลมหาราช","9","12","4","1","11","37","87","4","4","38,542.00","5,205.00","33,337.00"
"10781  :  โรงพยาบาลบ้านแพรก","15","4","3","0","17","39","101","1","1","25,560.00","19,392.00","6,168.00"
"10689  :  โรงพยาบาลอ่างทอง","563","326","72","10","77","1,042","2,723","238","270","6,407,697.00","2,653,564.30","3,754,132.70"
"10782  :  โรงพยาบาลไชโย","71","61","5","0","28","165","344","9","10","137,134.00","26,795.00","110,339.00"
"10784  :  โรงพยาบาลป่าโมก","235","113","30","0","122","497","1,300","60","66","739,465.00","312,492.00","426,973.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","204","34","12","0","90","340","1,068","43","61","688,209.85","205,051.00","483,158.85"
"10786  :  โรงพยาบาลแสวงหา","117","8","5","0","6","136","354","12","12","191,345.00","43,587.00","147,758.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","206","21","23","6","32","288","803","32","37","519,275.00","245,448.00","273,827.00"
"10788  :  โรงพยาบาลสามโก้","26","10","3","0","22","61","126","4","4","43,663.00","32,284.00","11,379.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","947","1,256","151","24","356","2,732","6,404","347","382","7,957,243.00","1,011,699.00","6,945,544.00"
"10691  :  โรงพยาบาลบ้านหมี่","242","192","72","0","85","581","1,149","140","153","2,172,374.00","866,471.00","1,305,903.00"
"10789  :  โรงพยาบาลพัฒนานิคม","59","560","35","3","16","668","2,344","57","58","2,406,951.31","396,449.00","2,010,502.31"
"10790  :  โรงพยาบาลโคกสำโรง","98","17","5","0","136","256","814","43","50","585,921.00","36,810.00","549,111.00"
"10791  :  โรงพยาบาลชัยบาดาล","2,912","337","77","2","57","3,385","6,550","232","240","5,150,392.00","1,194,937.00","3,955,455.00"
"10792  :  โรงพยาบาลท่าวุ้ง","157","17","11","0","14","199","413","13","14","251,140.00","96,489.00","154,651.00"
"10793  :  โรงพยาบาลท่าหลวง","86","36","25","0","19","166","416","17","18","194,995.00","130,283.00","64,712.00"
"10794  :  โรงพยาบาลสระโบสถ์","5","2","0","0","2","9","20","1","1","8,737.00","5,090.00","3,647.00"
"10795  :  โรงพยาบาลโคกเจริญ","13","19","16","0","25","70","221","15","17","153,162.00","56,916.00","96,246.00"
"10796  :  โรงพยาบาลลำสนธิ","6","11","33","0","5","55","212","7","8","151,648.00","48,238.00","103,410.00"
"10797  :  โรงพยาบาลหนองม่วง","197","61","137","2","24","421","1,034","52","55","516,747.00","196,499.00","320,248.00"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","365","79","50","4","185","677","1,753","139","156","2,296,637.00","1,103,832.00","1,192,805.00"
"10693  :  โรงพยาบาลอินทร์บุรี","128","37","12","0","78","251","665","42","45","442,493.00","170,546.00","271,947.00"
"10798  :  โรงพยาบาลบางระจัน","158","19","31","0","47","253","565","8","8","252,231.00","25,808.00","226,423.00"
"10799  :  โรงพยาบาลค่ายบางระจัน","144","20","11","1","4","180","381","14","14","174,881.00","90,811.00","84,070.00"
"10800  :  โรงพยาบาลพรหมบุรี","319","193","62","0","10","584","1,260","25","25","556,360.00","298,276.00","258,084.00"
"10801  :  โรงพยาบาลท่าช้าง","22","4","5","0","24","53","164","5","5","62,145.00","21,594.00","40,551.00"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","79","38","14","0","78","205","798","67","91","2,043,194.75","337,827.50","1,705,367.25"
"10802  :  โรงพยาบาลมโนรมย์","224","138","12","0","74","448","1,244","28","31","518,791.00","0.00","518,791.00"
"10803  :  โรงพยาบาลวัดสิงห์","44","6","7","0","19","74","189","4","5","80,223.00","19,738.00","60,485.00"
"10804  :  โรงพยาบาลสรรพยา","70","48","11","0","39","168","355","14","14","228,192.00","15,170.00","213,022.00"
"10805  :  โรงพยาบาลสรรคบุรี","107","27","9","1","62","202","488","14","14","291,146.00","7,552.00","283,594.00"
"10806  :  โรงพยาบาลหันคา","199","20","17","1","47","284","740","6","10","411,975.00","206,928.00","205,047.00"
"27974  :  โรงพยาบาลหนองมะโมง","2","1","2","0","5","10","44","0","0","20,207.25","3,397.00","16,810.25"
"27975  :  โรงพยาบาลเนินขาม","4","1","1","0","10","16","28","0","0","21,257.00","1,768.00","19,489.00"
"10661  :  โรงพยาบาลสระบุรี","1,900","1,404","681","23","371","4,351","11,328","872","952","16,387,184.00","0.00","16,387,184.00"
"10695  :  โรงพยาบาลพระพุทธบาท","692","905","196","1","152","1,946","4,858","237","264","6,157,751.00","2,846,617.00","3,311,134.00"
"10807  :  โรงพยาบาลแก่งคอย","105","237","64","1","24","431","3,135","39","125","1,688,078.00","903,272.00","784,806.00"
"10808  :  โรงพยาบาลหนองแค","396","144","72","0","16","628","2,182","119","124","1,066,442.00","47,125.00","1,019,317.00"
"10809  :  โรงพยาบาลวิหารแดง","745","187","146","1","28","1,107","2,393","54","55","902,691.00","515,972.00","386,719.00"
"10810  :  โรงพยาบาลหนองแซง","59","32","10","0","17","118","340","11","12","115,710.00","40,319.00","75,391.00"
"10811  :  โรงพยาบาลบ้านหมอ","59","17","10","0","57","142","629","12","13","243,210.00","46,294.00","196,916.00"
"10812  :  โรงพยาบาลดอนพุด","41","19","9","1","23","93","291","8","9","95,499.00","22,227.00","73,272.00"
"10813  :  โรงพยาบาลหนองโดน","385","771","35","0","83","1,274","2,826","29","32","794,556.00","235,241.00","559,315.00"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","457","232","65","1","21","773","1,856","60","63","1,125,591.00","620,478.00","505,113.00"
"10815  :  โรงพยาบาลมวกเหล็ก","436","1,245","263","9","382","2,334","4,856","144","154","2,861,618.00","1,192,161.00","1,669,457.00"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","109","1,939","390","0","48","2,486","4,650","77","83","1,671,042.00","1,284,516.00","386,526.00"
"11485  :  โรงพยาบาลค่ายอดิศร","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10662  :  โรงพยาบาลชลบุรี","2,989","4,732","1,861","34","746","10,133","22,981","2,245","2,474","55,682,652.75","19,758,231.25","35,924,421.50"
"10817  :  โรงพยาบาลบ้านบึง","6,127","6,330","1,024","3","867","14,345","26,858","1,354","1,503","17,885,309.00","11,269,299.00","6,616,010.00"
"10818  :  โรงพยาบาลหนองใหญ่","726","3,965","203","1","182","5,075","11,537","476","513","4,979,408.00","2,860,930.00","2,118,478.00"
"10819  :  โรงพยาบาลบางละมุง","4,430","8,997","871","98","4,564","18,932","42,195","2,775","3,031","34,875,109.20","29,064,151.00","5,810,958.20"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","926","1,730","133","5","563","3,357","6,301","173","178","2,683,166.00","1,755,181.00","927,985.00"
"10821  :  โรงพยาบาลพานทอง","1,279","3,567","583","19","195","5,642","13,019","544","559","6,943,714.00","4,419,621.00","2,524,093.00"
"10822  :  โรงพยาบาลพนัสนิคม","1,813","4,229","922","8","305","7,273","14,838","639","672","11,706,934.50","5,463,255.00","6,243,679.50"
"10823  :  โรงพยาบาลแหลมฉบัง","2,141","8,214","754","18","1,142","12,264","22,017","1,372","1,438","21,889,774.00","11,990,919.00","9,898,855.00"
"10824  :  โรงพยาบาลเกาะสีชัง","53","143","33","1","108","338","562","17","17","385,640.00","248,950.00","136,690.00"
"10825  :  โรงพยาบาลสัตหีบกม10","26","336","66","2","21,438","21,699","62,503","1,459","1,858","44,154,412.83","6,627,029.62","37,527,383.21"
"10826  :  โรงพยาบาลบ่อทอง","1,233","2,944","229","0","311","4,714","12,583","621","701","7,059,185.00","3,185,111.00","3,874,074.00"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
