"โรงพยาบาล","สัญชาติ (คน)","OPD","IPD","ค่าใช้จ่าย (บาท)"
"เมียนมาร์","กัมพูชา","ลาว","เวียดนาม","อื่นๆ","คน","ครั้ง","คน","ครั้ง","ทั้งหมด","เรียกเก็บได้","ฟรี"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"22155  :  โรงพยาบาลครู","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","141","65","24","0","52","275","293","7","7","217,599.00","61,183.00","156,416.00"
"10752  :  โรงพยาบาลบางบ่อ","710","244","81","2","43","1,080","2,160","0","0","631,968.00","412,162.00","219,806.00"
"10753  :  โรงพยาบาลบางพลี","3,097","799","246","7","132","4,096","11,979","1,673","1,756","18,028,576.00","7,846,353.00","10,182,223.00"
"10754  :  โรงพยาบาลบางจาก","3,816","1,664","366","8","315","6,165","12,077","694","752","10,597,155.00","4,198,928.00","6,398,227.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","1,587","2,050","220","0","82","3,938","7,431","312","326","6,665,299.00","572,102.00","6,093,197.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"28785  :  โรงพยาบาลบางเสาธง","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10756  :  โรงพยาบาลบางกรวย","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10757  :  โรงพยาบาลบางใหญ่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10758  :  โรงพยาบาลบางบัวทอง","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10759  :  โรงพยาบาลไทรน้อย","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10760  :  โรงพยาบาลปากเกร็ด","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10687  :  โรงพยาบาลปทุมธานี","656","593","284","3","39","1,574","2,498","169","181","2,467,213.00","1,316,391.00","1,150,822.00"
"10761  :  โรงพยาบาลคลองหลวง","5,024","9,470","2,100","3","33","16,630","18,542","31","31","7,593,358.00","356,207.00","7,237,151.00"
"10762  :  โรงพยาบาลธัญบุรี","254","157","38","0","1,927","2,369","4,684","109","117","2,527,756.00","740,511.00","1,787,245.00"
"10763  :  โรงพยาบาลประชาธิปัตย์","220","71","58","2","55","406","789","10","15","469,582.00","241,927.00","227,655.00"
"10764  :  โรงพยาบาลหนองเสือ","80","210","149","1","85","504","928","34","34","676,692.00","337,608.00","339,084.00"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","2,164","1,208","286","1","168","3,804","4,911","49","51","1,513,902.00","1,197,120.00","316,782.00"
"10766  :  โรงพยาบาลลำลูกกา","5,057","10,040","2,565","12","153","17,823","19,658","102","103","4,445,742.00","3,335,153.00","1,110,589.00"
"10767  :  โรงพยาบาลสามโคก","391","163","52","1","14","612","1,422","58","65","625,540.00","339,749.00","285,791.00"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10688  :  โรงพยาบาลเสนา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10768  :  โรงพยาบาลท่าเรือ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10770  :  โรงพยาบาลบางไทร","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10771  :  โรงพยาบาลบางบาล","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10772  :  โรงพยาบาลบางปะอิน","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10773  :  โรงพยาบาลบางปะหัน","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10774  :  โรงพยาบาลผักไห่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10775  :  โรงพยาบาลภาชี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10776  :  โรงพยาบาลลาดบัวหลวง","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10777  :  โรงพยาบาลวังน้อย","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10778  :  โรงพยาบาลบางซ้าย","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10779  :  โรงพยาบาลอุทัย","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10780  :  โรงพยาบาลมหาราช","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10781  :  โรงพยาบาลบ้านแพรก","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10689  :  โรงพยาบาลอ่างทอง","401","385","77","3","13","877","1,385","43","53","1,270,656.00","315,104.00","955,552.00"
"10782  :  โรงพยาบาลไชโย","47","6","2","0","6","61","296","3","3","99,143.00","20,684.00","78,459.00"
"10784  :  โรงพยาบาลป่าโมก","300","34","11","0","85","430","1,126","18","18","586,120.00","406,622.00","179,498.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","352","23","9","0","64","448","1,193","45","54","879,313.00","445,637.00","433,676.00"
"10786  :  โรงพยาบาลแสวงหา","121","12","4","0","4","138","319","10","15","131,086.00","92,605.00","38,481.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","216","24","35","9","25","309","854","38","45","716,562.00","466,596.00","249,966.00"
"10788  :  โรงพยาบาลสามโก้","38","6","2","0","14","60","119","8","10","65,486.00","41,883.00","23,603.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","3,275","3,236","957","7","213","7,686","9,278","216","235","5,235,708.00","322,325.00","4,913,383.00"
"10691  :  โรงพยาบาลบ้านหมี่","124","8","10","0","18","155","283","26","29","433,902.00","127,622.00","306,280.00"
"10789  :  โรงพยาบาลพัฒนานิคม","86","473","56","3","15","618","2,016","65","70","2,276,076.15","166,226.00","2,109,850.15"
"10790  :  โรงพยาบาลโคกสำโรง","43","6","8","3","104","164","463","22","25","305,230.00","13,250.00","291,980.00"
"10791  :  โรงพยาบาลชัยบาดาล","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10792  :  โรงพยาบาลท่าวุ้ง","87","5","4","0","5","101","273","11","12","169,052.00","62,678.00","106,374.00"
"10793  :  โรงพยาบาลท่าหลวง","158","27","26","0","22","233","438","18","18","212,922.00","142,882.00","70,040.00"
"10794  :  โรงพยาบาลสระโบสถ์","6","1","2","0","4","13","28","1","1","7,972.00","1,270.00","6,702.00"
"10795  :  โรงพยาบาลโคกเจริญ","25","12","7","0","11","55","140","8","8","61,703.00","43,799.00","17,904.00"
"10796  :  โรงพยาบาลลำสนธิ","6","18","17","0","5","45","171","9","10","88,393.00","25,165.00","63,228.00"
"10797  :  โรงพยาบาลหนองม่วง","157","27","45","1","17","247","613","24","27","274,196.00","128,965.00","145,231.00"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","380","36","70","1","78","546","1,405","70","88","1,081,475.00","570,739.00","510,736.00"
"10693  :  โรงพยาบาลอินทร์บุรี","41","6","5","1","67","120","364","17","22","248,550.00","58,173.00","190,377.00"
"10798  :  โรงพยาบาลบางระจัน","183","22","30","0","20","252","532","21","21","257,630.00","24,934.00","232,696.00"
"10799  :  โรงพยาบาลค่ายบางระจัน","274","57","16","0","3","347","597","6","6","232,363.00","163,082.00","69,281.00"
"10800  :  โรงพยาบาลพรหมบุรี","514","312","62","0","16","879","1,922","37","41","800,106.00","57,216.00","742,890.00"
"10801  :  โรงพยาบาลท่าช้าง","25","1","1","0","16","43","112","1","1","49,770.00","27,624.00","22,146.00"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","75","23","20","0","88","203","780","41","48","782,023.00","287,864.00","494,159.00"
"10802  :  โรงพยาบาลมโนรมย์","57","4","1","0","2","64","99","2","2","18,129.00","0.00","18,129.00"
"10803  :  โรงพยาบาลวัดสิงห์","2","0","1","0","6","9","11","0","0","6,341.00","795.00","5,546.00"
"10804  :  โรงพยาบาลสรรพยา","129","64","5","0","64","262","470","11","11","239,345.75","0.00","239,345.75"
"10805  :  โรงพยาบาลสรรคบุรี","68","16","9","3","39","135","452","9","9","373,167.00","0.00","373,167.00"
"10806  :  โรงพยาบาลหันคา","5","0","0","0","13","18","27","2","2","21,145.00","2,602.00","18,543.00"
"27974  :  โรงพยาบาลหนองมะโมง","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"27975  :  โรงพยาบาลเนินขาม","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10661  :  โรงพยาบาลสระบุรี","160","110","78","0","23","371","657","0","0","440,193.00","0.00","440,193.00"
"10695  :  โรงพยาบาลพระพุทธบาท","469","321","154","0","43","984","2,046","23","23","829,818.00","829,818.00","0.00"
"10807  :  โรงพยาบาลแก่งคอย","46","30","11","0","23","110","216","6","6","98,747.00","52,184.00","46,563.00"
"10808  :  โรงพยาบาลหนองแค","377","95","45","0","13","530","1,366","62","62","557,504.00","36,074.00","521,430.00"
"10809  :  โรงพยาบาลวิหารแดง","171","43","59","0","15","272","902","34","39","474,522.00","354,142.00","120,380.00"
"10810  :  โรงพยาบาลหนองแซง","13","4","2","0","31","50","205","3","3","80,922.00","14,955.00","65,967.00"
"10811  :  โรงพยาบาลบ้านหมอ","26","3","6","0","12","47","127","4","4","77,217.00","33,294.00","43,923.00"
"10812  :  โรงพยาบาลดอนพุด","4","32","10","0","1","47","109","0","0","29,701.00","5,356.00","24,345.00"
"10813  :  โรงพยาบาลหนองโดน","13","19","6","0","55","93","308","3","4","98,934.00","0.00","98,934.00"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","458","197","70","3","38","766","1,883","80","89","1,495,156.00","1,056,158.00","438,998.00"
"10815  :  โรงพยาบาลมวกเหล็ก","288","547","178","3","347","1,362","2,693","105","114","1,159,361.00","259,691.00","899,670.00"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","148","698","67","0","46","958","2,240","74","83","727,247.00","575,722.00","151,525.00"
"11485  :  โรงพยาบาลค่ายอดิศร","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10662  :  โรงพยาบาลชลบุรี","102","71","62","3","91","328","1,260","16","19","2,762,650.00","683,347.00","2,079,303.00"
"10817  :  โรงพยาบาลบ้านบึง","2,550","2,407","288","2","288","5,529","9,693","431","451","5,735,845.35","3,262,050.00","2,473,795.35"
"10818  :  โรงพยาบาลหนองใหญ่","1,064","4,275","341","2","112","5,642","10,505","389","401","5,618,758.00","4,925,649.00","693,109.00"
"10819  :  โรงพยาบาลบางละมุง","2,887","5,134","571","3","378","8,938","22,811","390","426","8,057,169.30","956,885.00","7,100,284.30"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","113","303","36","0","64","481","1,498","114","117","720,449.00","555,534.00","164,915.00"
"10821  :  โรงพยาบาลพานทอง","514","1,032","326","1","52","1,893","4,102","222","233","2,821,648.00","2,350,854.00","470,794.00"
"10822  :  โรงพยาบาลพนัสนิคม","1,125","1,006","376","5","120","2,454","6,464","369","429","5,970,638.00","3,173,996.00","2,796,642.00"
"10823  :  โรงพยาบาลแหลมฉบัง","2,774","9,075","1,009","17","300","13,168","20,573","996","1,036","22,142,645.00","19,089,444.00","3,053,201.00"
"10824  :  โรงพยาบาลเกาะสีชัง","31","63","20","0","72","185","395","11","15","191,811.00","133,775.00","58,036.00"
"10825  :  โรงพยาบาลสัตหีบกม10","17","59","14","0","10,244","9,926","16,890","580","666","10,288,420.75","1,744,106.15","8,544,314.60"
"10826  :  โรงพยาบาลบ่อทอง","1,936","3,352","218","0","141","5,303","12,499","532","666","9,186,615.00","5,967,146.00","3,219,469.00"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"28005  :  โรงพยาบาลเมืองพัทยา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"28006  :  โรงพยาบาลเกาะจันทร์","313","473","51","2","37","870","1,727","18","18","495,235.00","108,023.00","387,212.00"
"10663  :  โรงพยาบาลระยอง","4,066","10,863","1,021","28","2,371","18,147","39,678","3,141","3,389","63,126,186.64","26,009,576.00","37,116,610.64"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","511","295","72","1","103","981","2,772","112","122","2,207,143.00","1,441,064.00","766,079.00"
"10828  :  โรงพยาบาลบ้านฉาง","43","155","23","2","15","236","762","30","33","358,359.50","120,613.00","237,746.50"
"10829  :  โรงพยาบาลแกลง","1,482","6,150","393","5","166","8,190","15,862","1,342","1,446","9,673,000.91","1,417,474.00","8,255,526.91"
"10830  :  โรงพยาบาลวังจันทร์","626","2,180","442","0","445","3,692","7,931","415","430","4,608,681.00","2,363,642.00","2,245,039.00"
