"โรงพยาบาล","สัญชาติ (คน)","OPD","IPD","ค่าใช้จ่าย (บาท)"
"เมียนมาร์","กัมพูชา","ลาว","เวียดนาม","อื่นๆ","คน","ครั้ง","คน","ครั้ง","ทั้งหมด","เรียกเก็บได้","ฟรี"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"22155  :  โรงพยาบาลครู","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","7,083","4,960","1,364","68","2,221","15,669","45,746","4,739","5,137","77,548,952.85","45,783,631.00","31,765,321.85"
"10752  :  โรงพยาบาลบางบ่อ","3,120","1,655","494","16","359","5,640","11,629","713","768","12,339,128.26","8,597,847.25","3,741,281.01"
"10753  :  โรงพยาบาลบางพลี","6,188","3,574","905","16","764","11,441","26,306","2,280","2,430","34,793,507.88","22,756,848.00","12,036,659.88"
"10754  :  โรงพยาบาลบางจาก","2,241","1,240","291","6","301","4,078","8,094","398","439","4,922,117.00","3,227,384.00","1,694,733.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","1,131","1,623","255","4","618","3,625","7,119","224","234","5,381,887.00","3,130,990.00","2,250,897.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"28785  :  โรงพยาบาลบางเสาธง","75","90","20","0","36","221","432","5","5","186,879.17","153,494.66","33,384.51"
"10686  :  โรงพยาบาลพระนั่งเกล้า","4,716","2,068","1,611","249","437","9,071","23,807","1,992","2,195","42,709,311.81","16,678,191.55","26,031,120.26"
"10756  :  โรงพยาบาลบางกรวย","1,389","1,007","510","25","171","3,101","9,674","245","274","6,426,986.00","3,361,565.50","3,065,420.50"
"10757  :  โรงพยาบาลบางใหญ่","1,827","1,255","933","100","558","4,671","12,412","406","434","9,561,642.00","5,661,592.00","3,900,050.00"
"10758  :  โรงพยาบาลบางบัวทอง","1,686","589","430","46","105","2,855","5,484","218","245","4,716,318.25","2,290,581.00","2,425,737.25"
"10759  :  โรงพยาบาลไทรน้อย","1,039","275","98","0","151","1,562","3,953","136","145","2,085,029.83","919,788.00","1,165,241.83"
"10760  :  โรงพยาบาลปากเกร็ด","438","285","192","4","57","974","3,667","335","356","4,374,619.00","3,177,530.00","1,197,089.00"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","252","154","83","4","59","552","1,093","18","18","389,026.76","312,286.75","76,740.01"
"10687  :  โรงพยาบาลปทุมธานี","5,890","2,791","949","17","251","9,895","25,037","1,854","1,986","37,726,719.25","15,689,277.50","22,037,441.75"
"10761  :  โรงพยาบาลคลองหลวง","477","738","285","1","43","1,542","2,745","31","34","1,665,498.00","778,498.00","887,000.00"
"10762  :  โรงพยาบาลธัญบุรี","598","693","247","6","1,593","3,137","8,695","141","162","3,754,314.25","1,511,156.00","2,243,158.25"
"10763  :  โรงพยาบาลประชาธิปัตย์","183","163","51","2","89","488","1,368","19","20","583,026.00","214,570.00","368,456.00"
"10764  :  โรงพยาบาลหนองเสือ","156","602","256","0","102","1,115","2,442","73","83","1,520,636.00","659,439.00","861,197.00"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","900","274","117","1","69","1,359","2,351","34","34","979,662.50","702,107.00","277,555.50"
"10766  :  โรงพยาบาลลำลูกกา","2,645","2,727","633","9","507","6,521","10,224","58","61","4,407,467.60","3,240,667.00","1,166,800.60"
"10767  :  โรงพยาบาลสามโคก","793","724","77","0","39","1,633","2,388","18","18","1,268,987.00","426,086.00","842,901.00"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","1,532","1,667","576","48","740","4,558","12,382","941","1,020","37,229,258.70","13,793,371.65","23,435,887.05"
"10688  :  โรงพยาบาลเสนา","608","228","233","5","165","1,226","3,333","229","247","3,280,297.37","1,666,949.00","1,613,348.37"
"10768  :  โรงพยาบาลท่าเรือ","112","78","88","15","99","392","1,039","26","31","468,316.50","252,159.00","216,157.50"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","247","463","71","2","51","834","1,978","64","74","1,300,999.00","513,192.00","787,807.00"
"10770  :  โรงพยาบาลบางไทร","449","490","45","0","40","1,023","2,231","60","69","1,086,084.16","647,483.00","438,601.16"
"10771  :  โรงพยาบาลบางบาล","37","52","22","1","49","161","501","18","21","193,969.00","108,417.00","85,552.00"
"10772  :  โรงพยาบาลบางปะอิน","1,274","1,349","529","15","114","3,281","6,730","308","337","4,519,764.75","3,108,247.00","1,411,517.75"
"10773  :  โรงพยาบาลบางปะหัน","318","304","138","0","59","819","1,687","42","45","1,107,200.00","558,788.00","548,412.00"
"10774  :  โรงพยาบาลผักไห่","132","24","16","0","35","207","565","18","23","320,698.00","126,181.00","194,517.00"
"10775  :  โรงพยาบาลภาชี","306","90","53","3","148","600","1,375","41","41","641,739.50","329,674.50","312,065.00"
"10776  :  โรงพยาบาลลาดบัวหลวง","1,106","158","163","0","61","1,488","3,923","68","73","1,897,456.50","941,007.00","956,449.50"
"10777  :  โรงพยาบาลวังน้อย","1,320","992","540","13","125","2,989","5,897","167","176","3,056,222.47","2,104,901.00","951,321.47"
"10778  :  โรงพยาบาลบางซ้าย","44","31","9","0","6","90","225","1","1","56,335.75","31,961.00","24,374.75"
"10779  :  โรงพยาบาลอุทัย","977","609","189","10","78","1,861","3,127","58","60","1,336,658.00","962,555.00","374,103.00"
"10780  :  โรงพยาบาลมหาราช","11","18","9","0","15","53","90","4","4","39,377.00","10,765.00","28,612.00"
"10781  :  โรงพยาบาลบ้านแพรก","15","2","1","0","13","31","132","3","4","39,495.75","31,179.00","8,316.75"
"10689  :  โรงพยาบาลอ่างทอง","340","278","69","3","72","756","2,360","166","192","5,368,577.04","2,194,719.32","3,173,857.72"
"10782  :  โรงพยาบาลไชโย","76","28","7","1","41","153","559","20","24","320,436.65","47,354.00","273,082.65"
"10784  :  โรงพยาบาลป่าโมก","173","88","25","1","133","420","1,275","48","53","640,615.30","283,136.00","357,479.30"
"10785  :  โรงพยาบาลโพธิ์ทอง","109","26","21","0","109","265","938","30","34","543,708.64","198,149.00","345,559.64"
"10786  :  โรงพยาบาลแสวงหา","76","6","2","0","0","84","423","5","9","146,825.97","48,893.00","97,932.97"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","103","8","14","0","12","137","387","27","31","409,345.50","202,327.00","207,018.50"
"10788  :  โรงพยาบาลสามโก้","14","17","2","0","13","46","156","3","3","44,836.73","15,749.00","29,087.73"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","843","921","236","19","569","2,583","6,508","425","480","8,146,286.90","3,819,233.50","4,327,053.40"
"10691  :  โรงพยาบาลบ้านหมี่","224","65","57","1","67","413","975","98","114","1,985,433.70","507,403.00","1,478,030.70"
"10789  :  โรงพยาบาลพัฒนานิคม","84","459","36","3","26","603","2,075","48","51","1,672,893.50","209,766.00","1,463,127.50"
"10790  :  โรงพยาบาลโคกสำโรง","101","21","10","0","133","265","745","34","46","849,779.05","83,965.00","765,814.05"
"10791  :  โรงพยาบาลชัยบาดาล","1,583","266","71","1","66","1,986","4,471","205","209","5,274,978.04","912,325.25","4,362,652.79"
"10792  :  โรงพยาบาลท่าวุ้ง","94","28","8","0","58","188","388","9","10","206,228.80","86,066.50","120,162.30"
"10793  :  โรงพยาบาลท่าหลวง","75","23","30","0","25","153","367","15","16","224,221.50","136,184.00","88,037.50"
"10794  :  โรงพยาบาลสระโบสถ์","16","1","1","0","2","20","55","2","2","68,130.00","5,750.00","62,380.00"
"10795  :  โรงพยาบาลโคกเจริญ","22","13","13","0","15","59","140","8","8","116,519.33","37,175.00","79,344.33"
"10796  :  โรงพยาบาลลำสนธิ","4","4","34","0","8","50","193","3","4","92,849.25","34,351.00","58,498.25"
"10797  :  โรงพยาบาลหนองม่วง","164","160","141","1","15","481","1,000","36","42","572,887.10","289,992.75","282,894.35"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","322","72","71","3","230","695","2,099","157","178","3,350,130.25","1,234,037.00","2,116,093.25"
"10693  :  โรงพยาบาลอินทร์บุรี","88","42","23","0","101","254","651","47","50","975,755.00","251,316.50","724,438.50"
"10798  :  โรงพยาบาลบางระจัน","89","19","26","0","21","155","391","11","12","168,462.00","24,954.00","143,508.00"
"10799  :  โรงพยาบาลค่ายบางระจัน","56","12","3","0","9","80","215","12","16","171,299.50","47,859.50","123,440.00"
"10800  :  โรงพยาบาลพรหมบุรี","187","41","4","0","2","234","707","21","25","358,995.00","66,881.00","292,114.00"
"10801  :  โรงพยาบาลท่าช้าง","56","7","2","1","53","119","228","3","3","71,222.00","48,696.00","22,526.00"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","216","160","40","5","160","571","1,542","143","155","3,708,724.85","1,282,150.60","2,426,574.25"
"10802  :  โรงพยาบาลมโนรมย์","188","91","10","0","111","400","1,002","37","47","410,557.00","76,633.00","333,924.00"
"10803  :  โรงพยาบาลวัดสิงห์","21","11","14","0","39","85","168","8","9","114,772.00","51,739.00","63,033.00"
"10804  :  โรงพยาบาลสรรพยา","37","38","5","0","30","110","202","3","3","133,281.50","78,617.50","54,664.00"
"10805  :  โรงพยาบาลสรรคบุรี","84","28","11","1","34","157","373","7","7","182,415.00","71,440.00","110,975.00"
"10806  :  โรงพยาบาลหันคา","111","7","14","0","59","191","533","13","15","303,259.00","65,937.00","237,322.00"
"27974  :  โรงพยาบาลหนองมะโมง","7","3","9","0","20","39","142","8","11","125,103.01","23,274.75","101,828.26"
"27975  :  โรงพยาบาลเนินขาม","1","1","0","0","4","6","9","0","0","2,256.00","120.00","2,136.00"
"10661  :  โรงพยาบาลสระบุรี","1,876","1,222","660","22","1,171","4,949","12,406","1,095","1,231","32,442,269.25","0.00","32,442,269.25"
"10695  :  โรงพยาบาลพระพุทธบาท","441","781","167","0","330","1,716","5,587","247","268","6,743,101.00","4,516,848.00","2,226,253.00"
"10807  :  โรงพยาบาลแก่งคอย","360","708","127","1","42","1,237","5,620","111","162","2,807,551.00","1,704,086.00","1,103,465.00"
"10808  :  โรงพยาบาลหนองแค","207","74","50","1","8","339","1,197","77","82","593,567.00","28,643.00","564,924.00"
"10809  :  โรงพยาบาลวิหารแดง","992","176","181","5","102","1,456","3,474","75","82","1,498,354.00","737,661.00","760,693.00"
"10810  :  โรงพยาบาลหนองแซง","43","6","45","0","14","108","314","6","7","105,232.00","1,180.00","104,052.00"
"10811  :  โรงพยาบาลบ้านหมอ","24","6","6","0","47","83","341","6","6","139,493.00","20,769.00","118,724.00"
"10812  :  โรงพยาบาลดอนพุด","34","16","6","1","18","75","240","6","6","69,474.00","22,867.00","46,607.00"
"10813  :  โรงพยาบาลหนองโดน","172","318","70","0","78","638","1,329","15","15","385,865.98","230,934.50","154,931.48"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","313","176","56","12","138","695","1,642","44","45","765,617.25","367,626.00","397,991.25"
"10815  :  โรงพยาบาลมวกเหล็ก","410","1,761","267","9","392","2,838","5,873","135","142","3,847,690.00","2,126,658.00","1,721,032.00"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","107","1,872","216","2","66","2,263","5,378","144","162","2,323,635.35","1,581,602.00","742,033.35"
"11485  :  โรงพยาบาลค่ายอดิศร","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10662  :  โรงพยาบาลชลบุรี","2,718","4,544","1,891","36","1,015","10,137","35,885","2,420","2,636","89,922,234.50","42,342,540.25","47,579,694.25"
"10817  :  โรงพยาบาลบ้านบึง","6,114","5,281","957","2","850","13,198","29,612","1,567","1,745","20,057,522.75","12,930,407.00","7,127,115.75"
"10818  :  โรงพยาบาลหนองใหญ่","801","4,568","219","0","267","5,853","13,806","403","423","6,084,920.25","3,281,663.50","2,803,256.75"
"10819  :  โรงพยาบาลบางละมุง","3,003","6,496","991","66","3,981","14,530","34,210","2,230","2,453","33,004,387.41","30,048,655.00","2,955,732.41"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","926","1,890","199","9","559","3,583","6,779","189","196","2,969,236.20","2,314,980.00","654,256.20"
"10821  :  โรงพยาบาลพานทอง","1,901","3,509","689","20","276","6,392","14,243","525","546","6,946,495.00","4,962,695.00","1,983,800.00"
"10822  :  โรงพยาบาลพนัสนิคม","1,455","3,085","709","6","376","5,607","12,895","827","878","13,616,804.60","6,726,978.50","6,889,826.10"
"10823  :  โรงพยาบาลแหลมฉบัง","1,546","5,110","726","25","1,026","8,429","15,420","784","807","16,400,232.50","11,181,245.00","5,218,987.50"
"10824  :  โรงพยาบาลเกาะสีชัง","65","195","54","0","131","445","915","8","9","525,883.00","365,566.00","160,317.00"
"10825  :  โรงพยาบาลสัตหีบกม10","67","1,035","202","0","13,276","14,448","22,695","411","450","15,342,444.78","5,091,105.16","10,251,339.62"
"10826  :  โรงพยาบาลบ่อทอง","1,446","2,619","218","0","807","5,089","14,075","520","591","7,719,665.80","3,387,155.00","4,332,510.80"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
