"โรงพยาบาล","สัญชาติ (คน)","OPD","IPD","ค่าใช้จ่าย (บาท)"
"เมียนมาร์","กัมพูชา","ลาว","เวียดนาม","อื่นๆ","คน","ครั้ง","คน","ครั้ง","ทั้งหมด","เรียกเก็บได้","ฟรี"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"22155  :  โรงพยาบาลครู","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","16,916","8,330","1,749","76","2,824","29,864","60,048","8,168","8,638","286,994,248.30","64,038,945.30","222,955,303.00"
"10752  :  โรงพยาบาลบางบ่อ","4,372","2,149","443","8","274","7,227","13,323","783","837","26,218,208.25","11,397,746.50","14,820,461.75"
"10753  :  โรงพยาบาลบางพลี","15,816","5,490","1,191","4","623","23,120","39,404","3,051","3,240","95,791,552.40","28,242,897.00","67,548,655.40"
"10754  :  โรงพยาบาลบางจาก","3,080","1,256","393","2","262","4,993","9,747","404","437","12,062,399.00","3,519,285.00","8,543,114.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","6,542","3,252","565","0","716","11,069","23,149","100","104","41,721,566.00","3,062,429.00","38,659,137.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"28785  :  โรงพยาบาลบางเสาธง","103","79","6","0","18","205","322","51","51","2,059,399.94","59,654.19","1,999,745.75"
"10686  :  โรงพยาบาลพระนั่งเกล้า","7,484","2,896","2,005","134","1,069","13,578","27,851","4,508","4,654","124,614,102.96","24,100,571.84","100,513,531.12"
"10756  :  โรงพยาบาลบางกรวย","2,214","1,245","702","27","310","4,496","7,341","171","191","12,845,436.30","5,841,659.00","7,003,777.30"
"10757  :  โรงพยาบาลบางใหญ่","2,270","1,232","735","129","994","5,360","11,137","158","170","9,017,162.25","6,108,176.00","2,908,986.25"
"10758  :  โรงพยาบาลบางบัวทอง","5,071","1,949","1,076","44","188","8,277","11,429","552","576","34,310,450.70","9,817,121.50","24,493,329.20"
"10759  :  โรงพยาบาลไทรน้อย","4,148","1,085","609","9","315","6,149","12,107","299","320","15,452,075.00","12,812,968.50","2,639,106.50"
"10760  :  โรงพยาบาลปากเกร็ด","7,455","3,556","1,839","19","558","13,261","18,338","2,309","2,338","24,219,654.00","5,967,947.00","18,251,707.00"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","254","144","43","1","21","461","567","99","99","8,043,508.30","53,650.00","7,989,858.30"
"10687  :  โรงพยาบาลปทุมธานี","8,274","3,141","1,093","50","371","12,927","28,060","2,912","3,161","87,624,704.75","27,178,432.50","60,446,272.25"
"10761  :  โรงพยาบาลคลองหลวง","4,623","3,608","646","4","95","8,976","11,351","397","405","28,492,055.75","601,797.00","27,890,258.75"
"10762  :  โรงพยาบาลธัญบุรี","1,430","1,343","404","6","1,217","4,400","9,779","609","636","25,305,211.50","7,136,310.00","18,168,901.50"
"10763  :  โรงพยาบาลประชาธิปัตย์","1,463","658","258","13","128","2,520","3,675","102","104","5,988,265.12","3,888,305.00","2,099,960.12"
"10764  :  โรงพยาบาลหนองเสือ","636","936","383","3","200","2,158","4,051","95","97","5,617,051.25","4,288,466.00","1,328,585.25"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","3,931","903","313","7","96","5,248","8,849","1,485","1,489","83,082,070.00","6,833,457.00","76,248,613.00"
"10766  :  โรงพยาบาลลำลูกกา","5,637","4,481","1,040","1","905","12,064","14,981","734","747","7,058,901.89","1,570,100.00","5,488,801.89"
"10767  :  โรงพยาบาลสามโคก","2,863","1,803","396","8","36","5,106","6,147","43","43","15,239,197.76","12,531,066.51","2,708,131.25"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","3,391","2,089","811","80","624","6,978","15,369","1,096","1,187","48,490,840.32","19,644,827.74","28,846,012.58"
"10688  :  โรงพยาบาลเสนา","1,051","275","322","1","138","1,750","4,586","349","374","9,240,699.46","3,014,228.00","6,226,471.46"
"10768  :  โรงพยาบาลท่าเรือ","253","196","102","22","101","674","1,697","38","38","1,634,938.00","641,289.00","993,649.00"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","711","733","125","1","74","1,644","3,212","181","190","4,599,637.75","1,726,885.00","2,872,752.75"
"10770  :  โรงพยาบาลบางไทร","986","964","90","0","36","2,061","4,143","148","154","4,161,783.50","1,850,957.50","2,310,826.00"
"10771  :  โรงพยาบาลบางบาล","48","27","16","0","39","130","315","13","16","180,973.75","51,854.00","129,119.75"
"10772  :  โรงพยาบาลบางปะอิน","1,364","1,274","498","7","84","3,227","8,052","283","314","11,171,322.75","7,544,389.75","3,626,933.00"
"10773  :  โรงพยาบาลบางปะหัน","610","403","129","0","53","1,195","3,181","103","108","3,437,054.00","1,856,317.00","1,580,737.00"
"10774  :  โรงพยาบาลผักไห่","332","72","52","0","56","512","1,064","22","22","1,213,754.25","552,210.00","661,544.25"
"10775  :  โรงพยาบาลภาชี","431","110","57","1","112","711","1,851","24","26","1,365,932.00","943,222.00","422,710.00"
"10776  :  โรงพยาบาลลาดบัวหลวง","1,217","220","173","0","76","1,686","3,349","102","107","4,291,683.50","2,333,606.50","1,958,077.00"
"10777  :  โรงพยาบาลวังน้อย","2,993","1,295","557","5","153","5,003","9,760","352","368","14,318,354.50","8,128,283.00","6,190,071.50"
"10778  :  โรงพยาบาลบางซ้าย","52","20","11","1","4","88","178","9","9","83,005.50","15,300.00","67,705.50"
"10779  :  โรงพยาบาลอุทัย","3,373","1,499","618","65","202","5,757","8,390","193","196","12,678,953.30","4,569,830.00","8,109,123.30"
"10780  :  โรงพยาบาลมหาราช","13","15","3","2","6","39","82","2","2","103,811.10","9,519.00","94,292.10"
"10781  :  โรงพยาบาลบ้านแพรก","8","1","15","0","8","32","70","1","1","49,753.65","9,724.00","40,029.65"
"10689  :  โรงพยาบาลอ่างทอง","917","701","79","8","113","1,812","4,636","309","339","12,155,564.54","3,532,620.04","8,622,944.50"
"10782  :  โรงพยาบาลไชโย","139","104","14","5","40","302","839","51","51","4,101,711.78","120,932.88","3,980,778.90"
"10784  :  โรงพยาบาลป่าโมก","330","68","12","1","132","541","1,368","35","37","1,108,727.19","423,165.00","685,562.19"
"10785  :  โรงพยาบาลโพธิ์ทอง","310","206","37","0","177","730","1,670","23","25","2,669,050.50","1,003,712.00","1,665,338.50"
"10786  :  โรงพยาบาลแสวงหา","193","54","16","0","8","270","620","19","19","690,710.00","252,929.00","437,781.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","300","61","36","3","34","434","1,189","36","40","1,538,723.75","898,947.00","639,776.75"
"10788  :  โรงพยาบาลสามโก้","38","19","5","0","27","89","211","21","21","351,615.75","59,852.50","291,763.25"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","1,440","519","194","13","362","2,525","5,711","465","525","10,899,597.50","4,126,490.25","6,773,107.25"
"10691  :  โรงพยาบาลบ้านหมี่","284","75","70","0","61","488","1,052","99","110","2,536,059.25","745,749.00","1,790,310.25"
"10789  :  โรงพยาบาลพัฒนานิคม","219","643","62","3","34","957","2,217","49","54","2,551,499.90","457,718.00","2,093,781.90"
"10790  :  โรงพยาบาลโคกสำโรง","91","16","20","0","181","308","816","35","45","1,313,071.74","140,754.00","1,172,317.74"
"10791  :  โรงพยาบาลชัยบาดาล","3,688","315","80","1","77","4,160","17,882","436","450","25,422,930.89","2,756,606.50","22,666,324.39"
"10792  :  โรงพยาบาลท่าวุ้ง","242","96","16","0","25","378","745","45","46","1,703,436.80","259,482.50","1,443,954.30"
"10793  :  โรงพยาบาลท่าหลวง","80","120","55","0","20","275","635","14","16","750,690.30","448,800.00","301,890.30"
"10794  :  โรงพยาบาลสระโบสถ์","14","6","11","0","4","35","102","3","3","169,029.32","14,759.00","154,270.32"
"10795  :  โรงพยาบาลโคกเจริญ","32","31","22","0","30","115","287","10","11","408,548.00","126,626.00","281,922.00"
"10796  :  โรงพยาบาลลำสนธิ","14","21","102","0","5","142","304","7","7","658,830.00","381,366.00","277,464.00"
"10797  :  โรงพยาบาลหนองม่วง","298","167","199","1","15","680","1,450","18","19","2,912,869.50","1,163,122.00","1,749,747.50"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","1,086","286","105","3","296","1,775","3,818","163","190","7,758,307.75","2,111,548.75","5,646,759.00"
"10693  :  โรงพยาบาลอินทร์บุรี","151","46","14","0","66","276","694","24","25","765,740.00","260,169.50","505,570.50"
"10798  :  โรงพยาบาลบางระจัน","143","20","26","0","27","216","471","5","9","202,119.82","13,576.00","188,543.82"
"10799  :  โรงพยาบาลค่ายบางระจัน","198","45","14","0","14","271","625","6","6","545,695.50","355,937.25","189,758.25"
"10800  :  โรงพยาบาลพรหมบุรี","243","33","6","0","4","286","789","7","11","304,780.50","152,867.00","151,913.50"
"10801  :  โรงพยาบาลท่าช้าง","153","31","13","0","32","229","457","4","4","145,831.00","105,396.00","40,435.00"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","237","122","76","1","209","644","1,731","104","121","4,368,437.75","1,718,485.00","2,649,952.75"
"10802  :  โรงพยาบาลมโนรมย์","159","36","18","0","91","304","1,000","14","14","636,919.50","42,217.00","594,702.50"
"10803  :  โรงพยาบาลวัดสิงห์","37","7","16","0","44","104","259","9","15","289,185.00","57,983.00","231,202.00"
"10804  :  โรงพยาบาลสรรพยา","73","42","12","0","67","194","423","9","9","565,041.75","172,229.00","392,812.75"
"10805  :  โรงพยาบาลสรรคบุรี","96","34","35","1","52","218","608","12","13","528,553.00","172,734.00","355,819.00"
"10806  :  โรงพยาบาลหันคา","331","76","24","2","135","568","1,481","15","15","1,158,155.00","29,614.00","1,128,541.00"
"27974  :  โรงพยาบาลหนองมะโมง","6","7","7","0","19","39","98","5","7","86,249.75","20,609.50","65,640.25"
"27975  :  โรงพยาบาลเนินขาม","15","3","0","0","38","56","104","0","0","87,817.00","786.00","87,031.00"
"10661  :  โรงพยาบาลสระบุรี","2,887","1,859","740","7","1,721","7,204","15,144","1,849","1,999","79,699,810.00","0.00","79,699,810.00"
"10695  :  โรงพยาบาลพระพุทธบาท","514","643","201","0","1,046","2,400","6,659","190","203","8,005,128.00","8,005,128.00","0.00"
"10807  :  โรงพยาบาลแก่งคอย","1,250","1,190","313","1","132","2,885","7,351","110","144","4,672,457.00","2,675,212.00","1,997,245.00"
"10808  :  โรงพยาบาลหนองแค","2,749","587","363","0","149","3,846","6,904","88","90","3,317,171.00","1,196,389.00","2,120,782.00"
"10809  :  โรงพยาบาลวิหารแดง","1,139","229","269","2","88","1,727","3,559","42","44","3,696,666.25","2,506,595.00","1,190,071.25"
"10810  :  โรงพยาบาลหนองแซง","28","3","18","0","9","58","148","3","3","66,653.50","0.00","66,653.50"
"10811  :  โรงพยาบาลบ้านหมอ","136","48","14","0","65","263","580","2","2","407,914.00","194,507.00","213,407.00"
"10812  :  โรงพยาบาลดอนพุด","44","5","12","1","29","91","217","5","5","291,067.00","4,719.00","286,348.00"
"10813  :  โรงพยาบาลหนองโดน","284","215","170","0","103","772","1,824","26","29","1,312,158.25","513,983.00","798,175.25"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","670","401","134","3","114","1,322","2,786","83","93","3,297,624.77","1,503,985.00","1,793,639.77"
"10815  :  โรงพยาบาลมวกเหล็ก","144","592","106","1","110","951","2,713","99","102","2,783,606.00","739,653.00","2,043,953.00"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","400","1,398","121","0","63","1,982","4,684","90","96","3,690,086.55","1,513,692.00","2,176,394.55"
"11485  :  โรงพยาบาลค่ายอดิศร","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10662  :  โรงพยาบาลชลบุรี","12,991","14,240","6,945","49","3,153","37,211","66,252","5,270","5,671","325,071,161.00","44,722,365.50","280,348,795.50"
"10817  :  โรงพยาบาลบ้านบึง","12,572","10,034","1,444","5","1,441","25,495","51,901","2,334","2,481","125,342,471.75","57,458,939.50","67,883,532.25"
"10818  :  โรงพยาบาลหนองใหญ่","2,592","8,449","305","1","390","11,736","22,971","774","801","34,588,370.50","21,155,307.00","13,433,063.50"
"10819  :  โรงพยาบาลบางละมุง","8,432","11,641","1,453","29","6,899","28,443","58,601","3,408","3,648","149,068,892.98","59,190,814.50","89,878,078.48"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","978","1,469","170","2","369","2,988","7,203","236","247","7,576,427.70","6,108,801.00","1,467,626.70"
"10821  :  โรงพยาบาลพานทอง","2,472","4,996","965","6","243","8,681","17,791","650","696","31,764,715.00","22,213,022.00","9,551,693.00"
"10822  :  โรงพยาบาลพนัสนิคม","6,987","5,592","2,055","8","546","15,183","28,208","1,070","1,174","55,303,260.50","29,065,714.00","26,237,546.50"
"10823  :  โรงพยาบาลแหลมฉบัง","5,749","10,331","1,301","17","2,564","19,957","38,781","1,357","1,391","101,074,348.80","63,840,997.00","37,233,351.80"
"10824  :  โรงพยาบาลเกาะสีชัง","86","478","52","0","28","644","1,213","5","5","392,087.00","260,018.00","132,069.00"
"10825  :  โรงพยาบาลสัตหีบกม10","81","1,708","338","1","22,316","24,256","40,686","744","771","54,329,512.75","11,652,530.89","42,676,981.86"
"10826  :  โรงพยาบาลบ่อทอง","3,178","4,553","445","0","446","8,619","21,876","670","720","30,472,090.80","21,322,439.00","9,149,651.80"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
