"โรงพยาบาล","สัญชาติ (คน)","OPD","IPD","ค่าใช้จ่าย (บาท)"
"เมียนมาร์","กัมพูชา","ลาว","เวียดนาม","อื่นๆ","คน","ครั้ง","คน","ครั้ง","ทั้งหมด","เรียกเก็บได้","ฟรี"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"22155  :  โรงพยาบาลครู","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","11,601","8,085","1,407","46","2,037","23,155","54,415","5,460","5,755","73,704,333.14","30,242,950.75","43,461,382.39"
"10752  :  โรงพยาบาลบางบ่อ","2,408","1,301","294","9","154","4,166","9,032","493","527","5,314,808.00","3,576,484.00","1,738,324.00"
"10753  :  โรงพยาบาลบางพลี","6,932","4,099","775","22","347","11,754","27,655","2,669","2,803","31,833,110.00","14,565,248.00","17,267,862.00"
"10754  :  โรงพยาบาลบางจาก","3,229","1,634","430","11","333","5,636","12,934","894","1,011","10,734,175.00","4,626,697.00","6,107,478.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","1,830","2,369","279","1","106","4,568","9,291","342","354","5,988,660.00","889,267.00","5,099,393.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"28785  :  โรงพยาบาลบางเสาธง","49","61","5","1","4","120","170","0","0","16,916.00","0.00","16,916.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","7,959","2,612","1,406","129","777","12,880","28,491","1,728","1,830","29,895,995.20","10,529,776.55","19,366,218.65"
"10756  :  โรงพยาบาลบางกรวย","1,807","908","367","17","66","3,165","6,694","239","257","5,150,008.00","2,702,503.00","2,447,505.00"
"10757  :  โรงพยาบาลบางใหญ่","738","332","112","3","131","1,315","4,554","153","159","2,179,624.00","1,115,635.00","1,063,989.00"
"10758  :  โรงพยาบาลบางบัวทอง","1,341","921","329","13","75","2,676","6,775","258","288","5,034,353.00","1,760,553.00","3,273,800.00"
"10759  :  โรงพยาบาลไทรน้อย","2,176","557","218","4","120","3,070","6,543","212","225","3,841,566.00","2,865,376.00","976,190.00"
"10760  :  โรงพยาบาลปากเกร็ด","660","207","155","0","51","1,073","3,000","116","130","1,909,421.00","899,700.00","1,009,721.00"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10687  :  โรงพยาบาลปทุมธานี","2,536","1,351","615","17","100","4,602","12,210","1,282","1,395","23,221,665.00","7,615,140.00","15,606,525.00"
"10761  :  โรงพยาบาลคลองหลวง","4,232","9,300","1,346","4","33","14,826","19,970","333","345","8,995,029.00","483,568.00","8,511,461.00"
"10762  :  โรงพยาบาลธัญบุรี","336","421","82","2","2,949","3,788","9,054","234","251","4,492,292.00","1,546,678.00","2,945,614.00"
"10763  :  โรงพยาบาลประชาธิปัตย์","1,050","1,229","466","3","137","2,880","4,985","45","50","1,682,146.00","345,107.00","1,337,039.00"
"10764  :  โรงพยาบาลหนองเสือ","25","75","33","0","69","199","594","19","21","322,659.00","31,586.00","291,073.00"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","2,083","1,031","214","3","132","3,456","5,741","105","110","1,948,440.00","1,070,807.00","877,633.00"
"10766  :  โรงพยาบาลลำลูกกา","4,668","8,510","1,722","10","137","14,903","21,237","454","485","8,572,540.00","3,969,018.00","4,603,522.00"
"10767  :  โรงพยาบาลสามโคก","424","293","83","0","29","813","1,711","71","73","686,693.00","266,976.00","419,717.00"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","1,554","1,730","616","63","709","4,610","9,630","901","947","29,531,439.59","10,268,874.59","19,262,565.00"
"10688  :  โรงพยาบาลเสนา","816","95","145","3","175","1,229","3,804","235","247","3,840,484.00","1,175,770.00","2,664,714.00"
"10768  :  โรงพยาบาลท่าเรือ","184","172","88","12","53","509","1,158","32","36","493,184.00","228,619.00","264,565.00"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","160","535","42","3","36","776","1,580","97","112","1,285,202.72","368,065.00","917,137.72"
"10770  :  โรงพยาบาลบางไทร","352","165","30","1","28","576","1,018","31","33","508,181.00","417,241.00","90,940.00"
"10771  :  โรงพยาบาลบางบาล","23","35","15","0","47","119","363","16","17","133,054.00","26,966.00","106,088.00"
"10772  :  โรงพยาบาลบางปะอิน","921","986","333","18","326","2,574","5,853","227","246","3,021,657.00","1,884,656.00","1,137,001.00"
"10773  :  โรงพยาบาลบางปะหัน","513","238","121","0","28","900","1,863","40","43","911,878.00","489,107.00","422,771.00"
"10774  :  โรงพยาบาลผักไห่","145","22","43","0","34","244","662","27","29","342,333.00","87,306.00","255,027.00"
"10775  :  โรงพยาบาลภาชี","489","280","28","9","58","864","1,672","57","65","818,674.00","275,734.00","542,940.00"
"10776  :  โรงพยาบาลลาดบัวหลวง","2,026","377","96","1","72","2,572","6,400","120","129","2,167,236.00","1,392,609.00","774,627.00"
"10777  :  โรงพยาบาลวังน้อย","1,531","1,190","407","49","119","3,295","6,334","207","223","3,323,664.00","2,010,273.00","1,313,391.00"
"10778  :  โรงพยาบาลบางซ้าย","75","8","32","1","7","123","233","1","1","42,603.00","15,098.00","27,505.00"
"10779  :  โรงพยาบาลอุทัย","1,440","884","176","39","194","2,732","4,630","108","116","1,865,121.00","1,328,247.00","536,874.00"
"10780  :  โรงพยาบาลมหาราช","24","36","10","0","15","85","176","10","10","76,159.00","16,435.00","59,724.00"
"10781  :  โรงพยาบาลบ้านแพรก","11","2","3","0","8","24","56","1","1","40,923.00","36,058.00","4,865.00"
"10689  :  โรงพยาบาลอ่างทอง","528","539","102","2","16","1,178","2,589","77","91","1,829,238.00","400,757.00","1,428,481.00"
"10782  :  โรงพยาบาลไชโย","58","10","3","0","9","80","290","5","5","108,243.00","13,965.00","94,278.00"
"10784  :  โรงพยาบาลป่าโมก","247","52","17","0","104","420","1,177","50","61","752,273.00","323,696.00","428,577.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","253","16","4","0","70","343","1,028","42","51","663,031.82","173,854.00","489,177.82"
"10786  :  โรงพยาบาลแสวงหา","141","31","3","0","7","181","327","8","9","124,181.00","88,395.00","35,786.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","203","55","24","7","26","315","799","38","42","602,223.00","354,383.00","247,840.00"
"10788  :  โรงพยาบาลสามโก้","33","6","2","0","11","52","113","7","7","57,207.00","39,528.00","17,679.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","1,964","2,317","349","26","376","4,952","8,768","445","483","9,928,175.00","941,318.00","8,986,857.00"
"10691  :  โรงพยาบาลบ้านหมี่","415","38","65","0","58","559","1,187","60","72","1,424,706.00","469,439.00","955,267.00"
"10789  :  โรงพยาบาลพัฒนานิคม","162","849","81","4","22","1,110","3,172","100","105","3,554,166.45","401,347.00","3,152,819.45"
"10790  :  โรงพยาบาลโคกสำโรง","146","8","9","0","111","274","880","22","24","450,096.00","24,142.00","425,954.00"
"10791  :  โรงพยาบาลชัยบาดาล","1,396","443","73","2","67","1,977","4,100","202","213","3,279,877.00","1,219,749.00","2,060,128.00"
"10792  :  โรงพยาบาลท่าวุ้ง","142","9","4","0","6","161","381","15","15","223,686.00","93,629.00","130,057.00"
"10793  :  โรงพยาบาลท่าหลวง","90","33","29","0","23","172","365","23","28","204,063.00","105,021.00","99,042.00"
"10794  :  โรงพยาบาลสระโบสถ์","15","1","4","0","3","23","51","4","4","29,275.00","11,163.00","18,112.00"
"10795  :  โรงพยาบาลโคกเจริญ","20","38","9","0","10","77","158","6","8","65,021.00","34,080.00","30,941.00"
"10796  :  โรงพยาบาลลำสนธิ","6","16","41","0","7","70","290","8","9","127,104.00","69,937.00","57,167.00"
"10797  :  โรงพยาบาลหนองม่วง","238","94","134","1","34","501","1,132","38","40","451,613.00","180,091.00","271,522.00"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","522","150","115","1","208","984","2,441","170","185","2,631,039.00","1,103,577.00","1,527,462.00"
"10693  :  โรงพยาบาลอินทร์บุรี","155","31","10","0","141","306","814","60","64","902,524.50","196,324.00","706,200.50"
"10798  :  โรงพยาบาลบางระจัน","127","24","23","0","40","213","537","19","21","239,764.00","17,052.00","222,712.00"
"10799  :  โรงพยาบาลค่ายบางระจัน","202","147","61","0","4","410","763","11","11","230,791.00","131,234.00","99,557.00"
"10800  :  โรงพยาบาลพรหมบุรี","686","296","37","2","20","1,038","2,066","28","30","809,735.00","62,588.00","747,147.00"
"10801  :  โรงพยาบาลท่าช้าง","35","2","6","0","20","61","178","5","5","69,890.00","37,518.00","32,372.00"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","101","30","19","0","112","252","977","53","64","1,414,445.50","319,652.50","1,094,793.00"
"10802  :  โรงพยาบาลมโนรมย์","329","109","42","0","59","538","1,321","39","46","550,120.00","0.00","550,120.00"
"10803  :  โรงพยาบาลวัดสิงห์","57","16","5","0","36","112","276","11","12","149,383.00","30,020.00","119,363.00"
"10804  :  โรงพยาบาลสรรพยา","94","106","13","0","51","264","486","7","8","224,587.25","0.00","224,587.25"
"10805  :  โรงพยาบาลสรรคบุรี","67","17","10","3","61","156","442","9","11","357,625.00","0.00","357,625.00"
"10806  :  โรงพยาบาลหันคา","153","4","5","0","73","233","483","9","9","209,849.00","260,852.00","-51,003.00"
"27974  :  โรงพยาบาลหนองมะโมง","4","0","0","0","4","8","22","0","0","7,636.25","1,050.00","6,586.25"
"27975  :  โรงพยาบาลเนินขาม","0","0","1","0","10","11","32","0","0","22,795.00","90.00","22,705.00"
"10661  :  โรงพยาบาลสระบุรี","875","715","381","12","119","2,091","10,230","354","371","9,436,268.00","0.00","9,436,268.00"
"10695  :  โรงพยาบาลพระพุทธบาท","863","580","277","0","98","1,805","3,900","187","207","2,644,830.00","1,805,023.00","839,807.00"
"10807  :  โรงพยาบาลแก่งคอย","109","163","55","0","48","375","1,186","31","38","579,857.00","236,403.00","343,454.00"
"10808  :  โรงพยาบาลหนองแค","360","198","59","0","14","631","1,430","72","76","690,100.00","55,644.00","634,456.00"
"10809  :  โรงพยาบาลวิหารแดง","177","39","64","0","14","288","885","39","39","376,645.00","229,839.00","146,806.00"
"10810  :  โรงพยาบาลหนองแซง","15","7","1","0","27","50","189","2","2","49,569.00","8,235.00","41,334.00"
"10811  :  โรงพยาบาลบ้านหมอ","64","13","10","0","12","99","271","9","10","129,708.00","41,246.00","88,462.00"
"10812  :  โรงพยาบาลดอนพุด","9","26","3","0","3","41","115","1","1","24,568.00","1,026.00","23,542.00"
"10813  :  โรงพยาบาลหนองโดน","66","103","7","0","64","240","527","12","12","145,047.00","11,099.00","133,948.00"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","449","226","72","4","32","783","1,811","65","70","1,160,195.00","672,954.00","487,241.00"
"10815  :  โรงพยาบาลมวกเหล็ก","421","1,718","337","12","548","3,036","5,398","165","176","3,278,303.00","885,591.00","2,392,712.00"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","171","1,522","94","0","51","1,833","4,125","92","98","1,337,013.00","817,047.00","519,966.00"
"11485  :  โรงพยาบาลค่ายอดิศร","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10662  :  โรงพยาบาลชลบุรี","178","259","161","5","123","719","2,873","75","93","6,265,608.00","2,334,887.00","3,930,721.00"
"10817  :  โรงพยาบาลบ้านบึง","5,759","5,508","719","8","526","11,996","23,629","1,461","1,522","16,034,472.65","10,445,162.00","5,589,310.65"
"10818  :  โรงพยาบาลหนองใหญ่","745","2,810","328","1","70","3,885","8,063","350","367","3,759,266.00","2,418,543.00","1,340,723.00"
"10819  :  โรงพยาบาลบางละมุง","3,747","7,451","608","4","859","12,365","34,993","1,267","1,438","21,194,832.45","2,959,243.00","18,235,589.45"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","126","261","30","1","49","449","1,503","122","134","791,042.00","480,643.00","310,399.00"
"10821  :  โรงพยาบาลพานทอง","505","889","221","2","57","1,644","4,968","370","383","2,821,483.00","1,788,498.00","1,032,985.00"
"10822  :  โรงพยาบาลพนัสนิคม","1,340","2,120","596","8","170","4,125","9,468","645","669","7,964,704.00","3,952,039.00","4,012,665.00"
"10823  :  โรงพยาบาลแหลมฉบัง","2,680","9,307","842","28","350","13,196","22,589","1,240","1,270","21,243,462.00","13,932,182.00","7,311,280.00"
"10824  :  โรงพยาบาลเกาะสีชัง","23","143","24","0","84","274","510","9","12","171,073.00","130,887.00","40,186.00"
"10825  :  โรงพยาบาลสัตหีบกม10","9","137","21","0","173","337","994","15","15","277,697.65","98,072.90","179,624.75"
"10826  :  โรงพยาบาลบ่อทอง","1,027","1,885","132","0","102","3,129","8,788","558","612","5,723,557.00","2,304,695.00","3,418,862.00"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"28005  :  โรงพยาบาลเมืองพัทยา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
