"โรงพยาบาล","สัญชาติ (คน)","OPD","IPD","ค่าใช้จ่าย (บาท)"
"เมียนมาร์","กัมพูชา","ลาว","เวียดนาม","อื่นๆ","คน","ครั้ง","คน","ครั้ง","ทั้งหมด","เรียกเก็บได้","ฟรี"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"22155  :  โรงพยาบาลครู","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","9,075","7,587","1,345","80","2,265","20,319","52,722","5,836","6,136","76,011,957.45","34,291,002.00","41,720,955.45"
"10752  :  โรงพยาบาลบางบ่อ","4,332","3,197","516","22","222","8,287","15,139","764","806","8,594,159.00","6,009,638.00","2,584,521.00"
"10753  :  โรงพยาบาลบางพลี","5,808","3,049","584","15","330","9,515","24,229","2,116","2,221","29,218,000.00","12,744,671.00","16,473,329.00"
"10754  :  โรงพยาบาลบางจาก","3,619","2,076","375","4","248","6,319","12,358","689","755","16,873,564.00","3,745,432.00","13,128,132.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","4,937","5,536","576","0","96","11,140","20,368","371","380","34,601,901.00","5,435,367.00","29,166,534.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"28785  :  โรงพยาบาลบางเสาธง","50","59","18","1","10","138","194","0","0","35,363.00","0.00","35,363.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","5,835","2,106","1,446","199","640","10,216","26,052","2,142","2,289","31,568,541.22","14,035,043.26","17,533,497.96"
"10756  :  โรงพยาบาลบางกรวย","1,378","988","586","19","80","2,883","6,484","197","214","5,035,805.00","2,747,308.00","2,288,497.00"
"10757  :  โรงพยาบาลบางใหญ่","1,496","898","436","37","247","3,114","8,038","274","282","4,400,015.00","2,739,318.00","1,660,697.00"
"10758  :  โรงพยาบาลบางบัวทอง","1,504","1,014","420","50","97","3,084","6,827","309","346","5,863,210.00","2,524,203.00","3,339,007.00"
"10759  :  โรงพยาบาลไทรน้อย","2,673","984","428","8","201","4,259","8,874","349","360","5,880,044.00","4,338,234.00","1,541,810.00"
"10760  :  โรงพยาบาลปากเกร็ด","557","298","225","4","68","1,121","3,644","259","280","3,440,043.00","1,888,258.00","1,551,785.00"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","99","65","70","1","12","247","338","3","3","195,034.00","181,491.00","13,543.00"
"10687  :  โรงพยาบาลปทุมธานี","4,867","2,568","972","36","191","8,625","19,186","2,068","2,220","36,188,804.00","12,638,212.00","23,550,592.00"
"10761  :  โรงพยาบาลคลองหลวง","1,074","1,619","648","5","26","3,369","6,886","282","297","4,056,081.00","469,076.00","3,587,005.00"
"10762  :  โรงพยาบาลธัญบุรี","726","729","252","24","3,235","4,963","12,328","251","277","4,830,033.00","1,774,745.00","3,055,288.00"
"10763  :  โรงพยาบาลประชาธิปัตย์","1,133","794","411","19","189","2,507","5,078","142","143","2,129,557.00","706,422.00","1,423,135.00"
"10764  :  โรงพยาบาลหนองเสือ","26","102","48","0","68","239","1,131","56","60","637,049.00","120,635.00","516,414.00"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","1,262","371","168","3","121","1,924","3,731","127","131","1,783,314.00","960,348.00","822,966.00"
"10766  :  โรงพยาบาลลำลูกกา","2,592","3,260","1,113","15","151","7,131","13,472","415","447","7,476,826.00","3,477,833.00","3,998,993.00"
"10767  :  โรงพยาบาลสามโคก","552","420","63","1","84","1,119","2,341","103","108","1,588,103.00","308,426.00","1,279,677.00"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","4,525","6,807","1,335","72","681","13,414","24,419","829","878","57,240,889.51","42,195,445.51","15,045,444.00"
"10688  :  โรงพยาบาลเสนา","617","94","145","4","199","1,036","3,081","201","221","3,604,606.00","1,128,401.00","2,476,205.00"
"10768  :  โรงพยาบาลท่าเรือ","86","114","67","9","48","324","945","39","45","415,990.00","170,380.00","245,610.00"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","92","382","29","3","7,697","8,203","51,648","990","1,354","35,256,944.70","1,147,708.00","34,109,236.70"
"10770  :  โรงพยาบาลบางไทร","311","0","40","0","208","559","945","35","35","439,341.00","373,750.00","65,591.00"
"10771  :  โรงพยาบาลบางบาล","25","39","25","0","67","156","479","9","11","149,708.00","42,212.00","107,496.00"
"10772  :  โรงพยาบาลบางปะอิน","753","1,025","268","46","81","2,161","4,656","213","222","2,302,080.00","1,351,910.00","950,170.00"
"10773  :  โรงพยาบาลบางปะหัน","413","235","100","0","31","774","1,653","36","38","813,397.00","440,583.00","372,814.00"
"10774  :  โรงพยาบาลผักไห่","145","21","24","1","26","217","597","22","24","288,824.00","125,578.00","163,246.00"
"10775  :  โรงพยาบาลภาชี","184","86","38","6","88","400","1,128","39","46","517,225.00","171,039.00","346,186.00"
"10776  :  โรงพยาบาลลาดบัวหลวง","1,514","197","99","0","93","1,900","4,884","139","149","1,751,399.00","1,152,615.00","598,784.00"
"10777  :  โรงพยาบาลวังน้อย","1,334","830","368","34","157","2,723","5,620","185","199","2,885,658.00","1,703,167.00","1,182,491.00"
"10778  :  โรงพยาบาลบางซ้าย","35","4","6","1","5","51","182","3","3","40,878.00","24,989.00","15,889.00"
"10779  :  โรงพยาบาลอุทัย","900","697","200","48","237","2,081","3,855","83","86","1,519,064.00","1,107,013.00","412,051.00"
"10780  :  โรงพยาบาลมหาราช","12","21","5","2","14","53","89","6","6","60,834.00","22,870.00","37,964.00"
"10781  :  โรงพยาบาลบ้านแพรก","7","3","2","0","9","21","61","2","2","84,583.00","23,373.00","61,210.00"
"10689  :  โรงพยาบาลอ่างทอง","1,177","941","113","8","77","2,310","4,118","254","284","7,938,141.00","3,400,265.00","4,537,876.00"
"10782  :  โรงพยาบาลไชโย","48","5","5","0","11","68","349","7","7","116,940.00","23,363.00","93,577.00"
"10784  :  โรงพยาบาลป่าโมก","196","53","41","0","122","405","1,104","61","77","696,529.00","285,204.00","411,325.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","139","26","5","3","101","274","863","33","39","509,655.25","134,257.00","375,398.25"
"10786  :  โรงพยาบาลแสวงหา","87","10","9","0","5","110","252","8","8","101,116.00","34,847.00","66,269.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","200","47","30","1","31","308","865","44","49","673,356.00","292,209.00","381,147.00"
"10788  :  โรงพยาบาลสามโก้","22","7","2","0","15","46","113","4","4","50,297.00","32,468.00","17,829.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","1,657","2,075","238","25","387","4,382","9,204","0","0","9,829,912.00","6,509,398.00","3,320,514.00"
"10691  :  โรงพยาบาลบ้านหมี่","505","227","104","0","94","928","1,669","141","152","3,123,889.00","1,307,901.00","1,815,988.00"
"10789  :  โรงพยาบาลพัฒนานิคม","199","982","94","4","22","1,293","3,031","74","80","6,411,293.94","2,318,196.00","4,093,097.94"
"10790  :  โรงพยาบาลโคกสำโรง","308","56","20","1","119","504","1,094","32","35","957,252.00","297,257.00","659,995.00"
"10791  :  โรงพยาบาลชัยบาดาล","2,578","677","91","4","52","3,401","7,313","197","207","8,560,620.00","5,329,893.00","3,230,727.00"
"10792  :  โรงพยาบาลท่าวุ้ง","223","51","10","0","9","293","646","16","16","286,863.00","158,731.00","128,132.00"
"10793  :  โรงพยาบาลท่าหลวง","117","64","35","0","24","239","567","14","19","251,259.00","97,451.00","153,808.00"
"10794  :  โรงพยาบาลสระโบสถ์","6","1","2","0","4","13","25","0","0","7,810.00","1,040.00","6,770.00"
"10795  :  โรงพยาบาลโคกเจริญ","33","39","20","0","10","97","305","22","22","166,513.00","101,563.00","64,950.00"
"10796  :  โรงพยาบาลลำสนธิ","4","9","26","0","2","41","203","0","0","126,254.00","78,541.00","47,713.00"
"10797  :  โรงพยาบาลหนองม่วง","226","90","128","1","19","464","921","23","23","516,927.00","208,290.00","308,637.00"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","440","87","70","3","190","775","1,877","168","191","2,204,067.00","1,430,128.00","773,939.00"
"10693  :  โรงพยาบาลอินทร์บุรี","92","46","11","0","114","261","764","39","45","640,701.50","154,307.00","486,394.50"
"10798  :  โรงพยาบาลบางระจัน","198","46","39","0","22","303","595","8","8","290,003.00","23,769.00","266,234.00"
"10799  :  โรงพยาบาลค่ายบางระจัน","202","104","37","1","14","356","729","14","16","797,282.00","677,763.00","119,519.00"
"10800  :  โรงพยาบาลพรหมบุรี","613","263","37","1","11","921","2,002","61","64","1,084,479.00","358,610.00","725,869.00"
"10801  :  โรงพยาบาลท่าช้าง","40","21","6","0","97","164","332","11","12","205,898.00","137,093.00","68,805.00"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","379","171","64","0","269","878","2,135","153","206","3,905,748.75","2,050,779.75","1,854,969.00"
"10802  :  โรงพยาบาลมโนรมย์","235","236","26","4","69","570","1,332","32","33","608,287.00","6,222.00","602,065.00"
"10803  :  โรงพยาบาลวัดสิงห์","49","15","13","0","34","109","267","8","11","163,182.00","37,018.00","126,164.00"
"10804  :  โรงพยาบาลสรรพยา","98","61","10","1","52","222","483","5","5","219,977.25","0.00","219,977.25"
"10805  :  โรงพยาบาลสรรคบุรี","94","21","9","3","71","195","575","14","15","376,078.00","0.00","376,078.00"
"10806  :  โรงพยาบาลหันคา","171","12","16","0","66","265","648","14","14","325,143.00","491,231.00","-166,088.00"
"27974  :  โรงพยาบาลหนองมะโมง","3","2","2","0","6","13","36","0","0","15,573.25","3,543.50","12,029.75"
"27975  :  โรงพยาบาลเนินขาม","1","0","0","0","13","14","27","0","0","23,580.00","200.00","23,380.00"
"10661  :  โรงพยาบาลสระบุรี","1,424","1,159","599","36","194","3,300","8,433","809","881","12,868,003.00","0.00","12,868,003.00"
"10695  :  โรงพยาบาลพระพุทธบาท","1,198","918","345","0","134","2,582","5,402","245","287","6,125,512.00","5,557,004.00","568,508.00"
"10807  :  โรงพยาบาลแก่งคอย","179","341","98","1","33","651","1,862","41","55","1,635,401.00","1,190,225.00","445,176.00"
"10808  :  โรงพยาบาลหนองแค","373","147","58","0","9","585","1,507","85","90","742,298.00","26,450.00","715,848.00"
"10809  :  โรงพยาบาลวิหารแดง","164","48","43","0","13","263","846","29","33","641,297.00","481,948.00","159,349.00"
"10810  :  โรงพยาบาลหนองแซง","34","36","12","0","20","102","265","2","2","72,962.00","187,607.00","-114,645.00"
"10811  :  โรงพยาบาลบ้านหมอ","103","47","19","0","23","191","461","6","7","409,001.00","385,744.00","23,257.00"
"10812  :  โรงพยาบาลดอนพุด","17","28","10","0","6","61","229","0","0","60,020.00","9,377.00","50,643.00"
"10813  :  โรงพยาบาลหนองโดน","176","276","19","0","68","539","1,003","23","23","277,137.00","62,939.00","214,198.00"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","606","356","97","0","32","1,090","2,250","53","59","3,205,412.00","2,797,906.00","407,506.00"
"10815  :  โรงพยาบาลมวกเหล็ก","515","2,416","489","15","404","3,838","6,357","125","130","9,814,266.00","6,645,754.00","3,168,512.00"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","164","1,804","92","0","48","2,108","3,818","71","76","1,465,615.00","1,221,861.00","243,754.00"
"11485  :  โรงพยาบาลค่ายอดิศร","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10662  :  โรงพยาบาลชลบุรี","898","1,534","599","14","255","3,274","10,366","626","723","23,457,002.00","7,696,443.00","15,760,559.00"
"10817  :  โรงพยาบาลบ้านบึง","6,099","7,077","810","14","558","14,505","27,343","1,423","1,537","27,493,494.25","22,128,424.00","5,365,070.25"
"10818  :  โรงพยาบาลหนองใหญ่","900","5,110","362","0","72","6,443","12,447","397","415","14,074,828.00","12,438,888.00","1,635,940.00"
"10819  :  โรงพยาบาลบางละมุง","1,979","4,179","391","16","1,275","7,791","21,523","1,364","1,514","10,086,961.55","10,314,932.00","-227,970.45"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","921","2,369","190","4","611","4,049","6,750","192","198","2,923,220.00","1,823,064.00","1,100,156.00"
"10821  :  โรงพยาบาลพานทอง","705","1,587","328","7","96","2,704","8,210","418","445","5,881,468.00","4,186,374.00","1,695,094.00"
"10822  :  โรงพยาบาลพนัสนิคม","1,237","2,595","653","9","161","4,652","11,598","672","706","12,340,518.50","7,796,843.00","4,543,675.50"
"10823  :  โรงพยาบาลแหลมฉบัง","3,542","14,936","1,236","24","1,512","21,238","31,959","1,350","1,404","55,553,410.00","46,904,854.00","8,648,556.00"
"10824  :  โรงพยาบาลเกาะสีชัง","31","121","37","1","77","266","493","13","13","304,658.00","172,440.00","132,218.00"
"10825  :  โรงพยาบาลสัตหีบกม10","205","1,618","214","0","14,830","16,367","43,478","1,234","1,439","33,070,971.17","9,524,578.04","23,546,393.13"
"10826  :  โรงพยาบาลบ่อทอง","1,909","4,853","283","0","113","7,157","16,048","656","728","20,585,794.00","15,234,858.00","5,350,936.00"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
