"โรงพยาบาล","สัญชาติ (คน)","OPD","IPD","ค่าใช้จ่าย (บาท)"
"เมียนมาร์","กัมพูชา","ลาว","เวียดนาม","อื่นๆ","คน","ครั้ง","คน","ครั้ง","ทั้งหมด","เรียกเก็บได้","ฟรี"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"22155  :  โรงพยาบาลครู","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","6,376","4,081","1,168","53","2,316","13,967","41,662","4,535","4,969","75,351,919.00","47,981,008.50","27,370,910.50"
"10752  :  โรงพยาบาลบางบ่อ","4,099","1,929","498","13","363","6,901","13,050","777","830","15,194,698.76","9,996,621.00","5,198,077.76"
"10753  :  โรงพยาบาลบางพลี","6,916","3,393","1,023","22","752","12,101","27,279","2,665","2,857","46,740,540.87","28,498,704.00","18,241,836.87"
"10754  :  โรงพยาบาลบางจาก","4,548","1,575","447","3","265","6,835","10,969","406","463","5,495,184.00","3,491,553.00","2,003,631.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","3,346","2,340","295","0","424","6,403","9,844","110","114","10,136,057.50","6,636,332.00","3,499,725.50"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"28785  :  โรงพยาบาลบางเสาธง","80","94","22","1","11","208","365","5","5","130,007.62","104,257.08","25,750.54"
"10686  :  โรงพยาบาลพระนั่งเกล้า","6,358","2,008","1,532","162","458","10,505","24,994","1,983","2,144","41,884,840.15","18,713,341.45","23,171,498.70"
"10756  :  โรงพยาบาลบางกรวย","2,831","1,223","501","27","305","4,885","8,574","228","277","7,584,515.00","4,637,957.50","2,946,557.50"
"10757  :  โรงพยาบาลบางใหญ่","4,212","1,843","1,134","178","1,352","8,678","17,096","193","197","14,556,447.25","9,698,634.50","4,857,812.75"
"10758  :  โรงพยาบาลบางบัวทอง","4,628","1,353","684","26","179","6,869","9,405","175","183","11,216,343.75","9,105,191.25","2,111,152.50"
"10759  :  โรงพยาบาลไทรน้อย","2,488","535","110","0","131","3,263","6,586","213","227","4,966,547.29","3,361,211.50","1,605,335.79"
"10760  :  โรงพยาบาลปากเกร็ด","464","274","165","2","60","963","3,339","305","320","4,513,467.00","3,132,302.00","1,381,165.00"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","404","189","42","1","39","675","989","3","3","690,074.87","169,681.00","520,393.87"
"10687  :  โรงพยาบาลปทุมธานี","7,006","2,722","1,051","22","243","11,033","26,623","2,052","2,245","47,230,650.00","19,241,444.50","27,989,205.50"
"10761  :  โรงพยาบาลคลองหลวง","4,762","3,125","552","4","44","8,487","10,123","42","44","7,100,698.00","589,746.00","6,510,952.00"
"10762  :  โรงพยาบาลธัญบุรี","1,401","1,243","319","9","1,130","4,102","8,293","163","184","21,150,990.25","2,981,678.00","18,169,312.25"
"10763  :  โรงพยาบาลประชาธิปัตย์","112","67","35","2","53","269","752","30","30","474,523.25","170,357.00","304,166.25"
"10764  :  โรงพยาบาลหนองเสือ","307","671","234","1","116","1,329","2,420","55","58","1,764,370.25","709,944.00","1,054,426.25"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","1,558","367","142","2","55","2,123","3,302","53","56","1,994,066.25","1,461,715.00","532,351.25"
"10766  :  โรงพยาบาลลำลูกกา","4,840","3,324","1,005","2","398","9,569","11,992","88","94","4,971,274.45","3,799,792.00","1,171,482.45"
"10767  :  โรงพยาบาลสามโคก","2,738","1,131","209","2","16","4,094","4,631","6","6","3,569,466.50","3,255,591.34","313,875.16"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","2,279","1,406","685","33","509","4,909","13,429","755","813","29,183,117.51","14,436,460.05","14,746,657.46"
"10688  :  โรงพยาบาลเสนา","1,047","272","228","6","140","1,679","3,637","231","255","5,890,624.36","2,859,924.50","3,030,699.86"
"10768  :  โรงพยาบาลท่าเรือ","193","94","76","6","194","563","1,217","25","28","691,851.50","479,114.00","212,737.50"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","352","623","67","2","35","1,078","2,081","62","63","1,673,893.33","912,073.00","761,820.33"
"10770  :  โรงพยาบาลบางไทร","759","897","71","0","29","1,756","3,122","51","56","1,580,966.91","1,116,514.00","464,452.91"
"10771  :  โรงพยาบาลบางบาล","40","31","25","1","45","142","332","11","12","138,831.75","70,042.00","68,789.75"
"10772  :  โรงพยาบาลบางปะอิน","1,832","1,430","521","5","91","3,878","8,001","286","324","5,871,944.00","4,172,627.00","1,699,317.00"
"10773  :  โรงพยาบาลบางปะหัน","472","354","112","0","36","973","1,841","37","40","1,216,533.15","840,574.00","375,959.15"
"10774  :  โรงพยาบาลผักไห่","216","61","30","1","31","339","641","9","9","597,407.00","383,534.00","213,873.00"
"10775  :  โรงพยาบาลภาชี","373","122","59","2","170","726","1,522","37","37","856,652.00","521,344.00","335,308.00"
"10776  :  โรงพยาบาลลาดบัวหลวง","1,016","159","170","0","59","1,404","2,928","53","53","2,016,824.50","1,319,154.25","697,670.25"
"10777  :  โรงพยาบาลวังน้อย","2,239","1,007","533","21","126","3,925","7,124","119","129","5,170,343.50","3,571,779.50","1,598,564.00"
"10778  :  โรงพยาบาลบางซ้าย","16","12","8","0","2","37","112","2","2","46,617.75","28,769.00","17,848.75"
"10779  :  โรงพยาบาลอุทัย","1,513","722","182","13","86","2,516","4,106","50","50","2,348,871.28","1,866,621.00","482,250.28"
"10780  :  โรงพยาบาลมหาราช","7","11","6","0","11","35","113","0","0","29,106.00","16,477.00","12,629.00"
"10781  :  โรงพยาบาลบ้านแพรก","7","0","1","0","8","16","45","0","0","13,201.25","10,212.00","2,989.25"
"10689  :  โรงพยาบาลอ่างทอง","620","486","80","3","73","1,258","3,198","174","207","7,294,081.83","2,250,320.00","5,043,761.83"
"10782  :  โรงพยาบาลไชโย","118","60","8","0","29","215","494","7","9","253,188.90","115,270.00","137,918.90"
"10784  :  โรงพยาบาลป่าโมก","358","101","24","1","123","607","1,603","33","36","804,683.15","304,131.00","500,552.15"
"10785  :  โรงพยาบาลโพธิ์ทอง","211","58","15","0","92","376","913","19","26","680,441.35","241,130.00","439,311.35"
"10786  :  โรงพยาบาลแสวงหา","92","9","5","0","3","109","303","6","6","148,058.00","50,624.00","97,434.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","227","37","27","0","26","317","756","29","37","446,733.00","226,404.00","220,329.00"
"10788  :  โรงพยาบาลสามโก้","26","14","2","0","11","53","120","6","7","56,345.34","19,479.50","36,865.84"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","1,576","689","183","11","369","2,826","6,855","400","443","11,110,355.85","5,234,478.25","5,875,877.60"
"10691  :  โรงพยาบาลบ้านหมี่","389","82","92","0","72","635","1,397","102","112","2,283,528.15","570,559.00","1,712,969.15"
"10789  :  โรงพยาบาลพัฒนานิคม","202","485","50","2","20","753","2,001","46","52","1,805,907.15","383,086.00","1,422,821.15"
"10790  :  โรงพยาบาลโคกสำโรง","112","11","4","0","34","160","380","15","21","356,034.00","94,155.00","261,879.00"
"10791  :  โรงพยาบาลชัยบาดาล","2,533","293","76","0","64","2,966","5,940","211","222","6,607,142.95","1,646,638.00","4,960,504.95"
"10792  :  โรงพยาบาลท่าวุ้ง","198","19","10","0","40","266","481","17","18","273,247.85","164,201.50","109,046.35"
"10793  :  โรงพยาบาลท่าหลวง","88","64","44","2","15","213","412","15","16","280,145.00","146,044.00","134,101.00"
"10794  :  โรงพยาบาลสระโบสถ์","27","12","4","0","4","47","114","3","3","76,858.50","6,513.00","70,345.50"
"10795  :  โรงพยาบาลโคกเจริญ","21","5","7","0","11","44","113","2","2","46,832.00","17,073.00","29,759.00"
"10796  :  โรงพยาบาลลำสนธิ","6","15","71","0","7","99","294","3","4","232,070.00","175,825.00","56,245.00"
"10797  :  โรงพยาบาลหนองม่วง","289","73","163","2","15","542","1,042","26","27","703,670.75","323,978.75","379,692.00"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","582","152","82","1","144","961","2,394","176","216","4,442,129.50","1,919,465.00","2,522,664.50"
"10693  :  โรงพยาบาลอินทร์บุรี","197","54","20","0","94","363","799","35","42","1,076,038.95","394,783.25","681,255.70"
"10798  :  โรงพยาบาลบางระจัน","171","89","28","0","17","305","582","4","5","274,878.05","23,058.00","251,820.05"
"10799  :  โรงพยาบาลค่ายบางระจัน","159","37","16","0","15","227","475","2","2","344,696.25","280,536.25","64,160.00"
"10800  :  โรงพยาบาลพรหมบุรี","326","48","5","0","3","382","1,110","17","21","495,574.50","256,811.00","238,763.50"
"10801  :  โรงพยาบาลท่าช้าง","86","14","4","0","31","134","321","4","4","119,039.75","101,880.75","17,159.00"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","301","150","94","2","155","695","1,780","158","170","4,477,233.47","1,589,982.75","2,887,250.72"
"10802  :  โรงพยาบาลมโนรมย์","190","38","18","0","91","337","921","20","25","426,452.50","59,097.00","367,355.50"
"10803  :  โรงพยาบาลวัดสิงห์","62","6","9","0","22","99","193","4","5","140,128.25","53,771.00","86,357.25"
"10804  :  โรงพยาบาลสรรพยา","72","42","7","0","53","174","455","9","9","273,765.00","143,103.50","130,661.50"
"10805  :  โรงพยาบาลสรรคบุรี","132","47","20","3","59","260","641","18","20","420,730.00","163,395.00","257,335.00"
"10806  :  โรงพยาบาลหันคา","223","29","21","0","44","317","709","11","13","438,740.00","36,694.00","402,046.00"
"27974  :  โรงพยาบาลหนองมะโมง","12","2","10","0","12","36","78","3","3","45,954.25","26,923.75","19,030.50"
"27975  :  โรงพยาบาลเนินขาม","3","1","1","0","16","21","40","0","0","18,548.00","2,363.00","16,185.00"
"10661  :  โรงพยาบาลสระบุรี","2,688","1,639","691","9","1,224","6,247","13,508","1,021","1,118","39,094,935.50","0.00","39,094,935.50"
"10695  :  โรงพยาบาลพระพุทธบาท","722","753","235","0","918","2,627","7,340","247","267","7,908,201.00","7,908,201.00","0.00"
"10807  :  โรงพยาบาลแก่งคอย","503","844","175","2","53","1,577","5,828","70","102","3,439,549.50","2,537,119.00","902,430.50"
"10808  :  โรงพยาบาลหนองแค","425","99","69","0","11","603","1,332","60","60","783,480.00","35,623.00","747,857.00"
"10809  :  โรงพยาบาลวิหารแดง","1,267","220","246","2","61","1,796","3,979","27","28","2,131,320.00","1,534,699.00","596,621.00"
"10810  :  โรงพยาบาลหนองแซง","32","4","31","0","12","79","210","2","2","57,671.00","0.00","57,671.00"
"10811  :  โรงพยาบาลบ้านหมอ","118","36","16","0","55","225","685","11","13","405,758.00","165,305.00","240,453.00"
"10812  :  โรงพยาบาลดอนพุด","26","4","9","1","12","52","197","1","1","47,450.00","5,313.00","42,137.00"
"10813  :  โรงพยาบาลหนองโดน","247","363","168","0","84","862","1,884","11","11","600,481.25","455,827.00","144,654.25"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","458","271","83","1","107","920","1,985","32","34","1,216,904.50","789,032.00","427,872.50"
"10815  :  โรงพยาบาลมวกเหล็ก","296","867","241","4","134","1,542","3,611","101","108","4,466,192.00","3,166,492.00","1,299,700.00"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","326","1,386","181","1","58","1,951","4,993","123","128","2,034,681.34","1,249,061.00","785,620.34"
"11485  :  โรงพยาบาลค่ายอดิศร","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10662  :  โรงพยาบาลชลบุรี","5,801","5,914","2,449","29","924","14,780","30,222","2,818","3,118","91,346,275.22","38,638,537.50","52,707,737.72"
"10817  :  โรงพยาบาลบ้านบึง","7,341","6,436","914","3","729","15,421","32,278","1,525","1,684","33,873,624.00","26,644,763.50","7,228,860.50"
"10818  :  โรงพยาบาลหนองใหญ่","1,352","5,079","291","0","669","7,391","15,093","358","375","12,730,599.25","10,043,300.00","2,687,299.25"
"10819  :  โรงพยาบาลบางละมุง","7,978","9,760","1,238","63","3,761","22,791","42,988","2,097","2,338","72,804,691.79","63,269,341.50","9,535,350.29"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","1,820","2,543","160","2","498","5,023","8,714","238","251","10,215,285.90","9,280,509.00","934,776.90"
"10821  :  โรงพยาบาลพานทอง","2,660","3,952","707","12","159","7,487","15,550","511","527","13,130,054.75","11,108,803.00","2,021,251.75"
"10822  :  โรงพยาบาลพนัสนิคม","2,808","3,838","952","10","371","7,974","16,641","814","880","21,185,222.90","14,181,004.00","7,004,218.90"
"10823  :  โรงพยาบาลแหลมฉบัง","3,251","6,716","750","11","671","11,395","18,191","745","770","35,357,315.90","30,125,412.75","5,231,903.15"
"10824  :  โรงพยาบาลเกาะสีชัง","156","271","41","2","69","539","787","17","17","862,985.50","768,258.00","94,727.50"
"10825  :  โรงพยาบาลสัตหีบกม10","36","833","157","0","8,446","9,317","14,240","378","401","17,618,902.67","10,877,238.55","6,741,664.12"
"10826  :  โรงพยาบาลบ่อทอง","2,241","3,313","285","0","516","6,352","14,672","456","490","18,285,706.50","13,931,774.00","4,353,932.50"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
