"โรงพยาบาล","สัญชาติ (คน)","OPD","IPD","ค่าใช้จ่าย (บาท)"
"เมียนมาร์","กัมพูชา","ลาว","เวียดนาม","อื่นๆ","คน","ครั้ง","คน","ครั้ง","ทั้งหมด","เรียกเก็บได้","ฟรี"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"22155  :  โรงพยาบาลครู","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","20,313","6,886","1,953","122","2,863","32,106","56,948","2,833","3,073","69,539,454.41","31,345,018.40","38,194,436.01"
"10752  :  โรงพยาบาลบางบ่อ","2,446","980","323","3","210","3,948","7,499","552","587","13,552,689.50","5,929,260.50","7,623,429.00"
"10753  :  โรงพยาบาลบางพลี","4,476","1,684","458","9","397","6,986","13,864","1,603","1,670","35,415,158.55","14,926,847.00","20,488,311.55"
"10754  :  โรงพยาบาลบางจาก","1,214","469","186","0","183","2,050","3,984","168","178","4,087,406.00","1,368,486.00","2,718,920.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","799","752","169","0","215","1,934","4,109","224","229","7,603,216.00","587,004.00","7,016,212.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"28785  :  โรงพยาบาลบางเสาธง","76","51","13","0","14","153","221","11","11","695,404.59","38,886.01","656,518.58"
"10686  :  โรงพยาบาลพระนั่งเกล้า","4,595","1,350","1,258","116","480","7,777","15,069","1,198","1,283","32,638,960.10","13,637,858.24","19,001,101.86"
"10756  :  โรงพยาบาลบางกรวย","715","251","203","7","83","1,257","2,306","181","183","3,732,146.25","850,128.50","2,882,017.75"
"10757  :  โรงพยาบาลบางใหญ่","2,168","872","484","228","586","4,315","8,129","514","530","14,635,015.75","2,539,800.00","12,095,215.75"
"10758  :  โรงพยาบาลบางบัวทอง","3,369","1,004","804","46","266","5,478","8,202","354","364","7,495,626.75","2,419,156.50","5,076,470.25"
"10759  :  โรงพยาบาลไทรน้อย","1,494","314","122","1","168","2,094","4,035","246","253","3,939,320.26","1,299,352.00","2,639,968.26"
"10760  :  โรงพยาบาลปากเกร็ด","5,559","2,675","1,278","49","488","10,020","17,249","409","423","7,330,544.00","3,136,291.00","4,194,253.00"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","143","65","39","3","22","271","331","2","2","248,623.47","29,634.00","218,989.47"
"10687  :  โรงพยาบาลปทุมธานี","5,329","2,019","882","32","348","8,510","17,015","1,678","1,786","40,535,102.75","12,367,833.00","28,167,269.75"
"10761  :  โรงพยาบาลคลองหลวง","4,038","2,582","565","19","243","7,432","12,492","86","91","660,258,093.79","381,981.00","659,876,112.79"
"10762  :  โรงพยาบาลธัญบุรี","1,800","1,157","301","9","993","4,245","7,214","174","181","5,982,910.00","1,414,802.00","4,568,108.00"
"10763  :  โรงพยาบาลประชาธิปัตย์","967","457","259","16","162","1,860","3,241","25","25","1,331,371.50","493,615.00","837,756.50"
"10764  :  โรงพยาบาลหนองเสือ","604","1,551","663","2","261","3,081","5,746","53","55","1,583,475.75","797,206.00","786,269.75"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","1,692","346","127","0","74","2,235","3,698","71","72","3,744,746.05","427,956.00","3,316,790.05"
"10766  :  โรงพยาบาลลำลูกกา","4,553","3,218","969","11","771","9,510","15,067","128","133","7,169,451.34","1,647,282.00","5,522,169.34"
"10767  :  โรงพยาบาลสามโคก","5,691","2,111","585","6","151","8,542","13,207","45","46","3,330,557.86","2,086,386.50","1,244,171.36"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","3,894","1,765","740","140","809","7,313","14,464","616","663","34,965,277.32","10,633,827.39","24,331,449.93"
"10688  :  โรงพยาบาลเสนา","825","136","233","3","113","1,306","3,019","151","168","5,208,660.20","1,156,652.00","4,052,008.20"
"10768  :  โรงพยาบาลท่าเรือ","222","247","85","17","110","679","1,292","38","39","1,228,286.75","207,507.00","1,020,779.75"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","771","747","163","4","101","1,739","2,971","325","335","5,680,961.25","414,139.00","5,266,822.25"
"10770  :  โรงพยาบาลบางไทร","941","1,210","103","1","60","2,310","3,953","87","89","2,904,467.00","564,259.50","2,340,207.50"
"10771  :  โรงพยาบาลบางบาล","181","185","79","0","48","493","907","18","18","249,754.50","43,335.00","206,419.50"
"10772  :  โรงพยาบาลบางปะอิน","768","919","299","4","59","2,048","4,602","257","296","5,399,715.25","2,068,314.00","3,331,401.25"
"10773  :  โรงพยาบาลบางปะหัน","636","366","133","0","73","1,207","2,402","66","68","889,777.00","385,115.00","504,662.00"
"10774  :  โรงพยาบาลผักไห่","267","58","75","0","54","454","794","13","13","662,001.00","212,286.00","449,715.00"
"10775  :  โรงพยาบาลภาชี","369","75","100","0","147","691","1,330","42","47","984,695.00","210,115.00","774,580.00"
"10776  :  โรงพยาบาลลาดบัวหลวง","4,101","724","490","15","193","5,519","8,659","63","65","2,567,848.00","834,879.50","1,732,968.50"
"10777  :  โรงพยาบาลวังน้อย","2,738","1,260","443","166","356","4,954","7,755","101","105","5,155,999.50","1,773,807.50","3,382,192.00"
"10778  :  โรงพยาบาลบางซ้าย","81","18","22","0","4","125","181","2","2","17,895.50","3,693.00","14,202.50"
"10779  :  โรงพยาบาลอุทัย","2,586","1,101","479","52","179","4,396","6,876","264","265","6,952,414.36","1,116,514.50","5,835,899.86"
"10780  :  โรงพยาบาลมหาราช","23","11","5","0","2","41","78","0","0","18,970.00","3,164.00","15,806.00"
"10781  :  โรงพยาบาลบ้านแพรก","26","8","20","0","11","65","102","1","1","29,316.10","5,835.00","23,481.10"
"10689  :  โรงพยาบาลอ่างทอง","931","568","97","13","165","1,764","3,578","157","165","12,389,880.70","1,030,752.08","11,359,128.62"
"10782  :  โรงพยาบาลไชโย","674","372","87","6","199","1,334","2,208","78","79","3,294,217.13","139,586.54","3,154,630.59"
"10784  :  โรงพยาบาลป่าโมก","319","95","30","1","229","673","1,812","46","47","1,223,320.45","286,058.00","937,262.45"
"10785  :  โรงพยาบาลโพธิ์ทอง","203","117","30","2","187","539","1,165","24","25","958,248.48","183,843.00","774,405.48"
"10786  :  โรงพยาบาลแสวงหา","213","135","21","1","14","384","920","77","78","2,047,852.11","66,223.00","1,981,629.11"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","394","81","89","2","38","604","1,371","46","52","1,685,319.50","346,515.00","1,338,804.50"
"10788  :  โรงพยาบาลสามโก้","52","27","15","1","30","125","311","2","2","103,448.25","33,283.00","70,165.25"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","1,705","528","250","52","485","3,017","6,306","355","375","8,457,603.50","2,730,925.50","5,726,678.00"
"10691  :  โรงพยาบาลบ้านหมี่","317","106","116","0","140","677","1,361","123","126","2,177,814.25","506,939.00","1,670,875.25"
"10789  :  โรงพยาบาลพัฒนานิคม","352","1,861","116","3","222","2,553","3,735","21","22","2,121,926.80","175,596.00","1,946,330.80"
"10790  :  โรงพยาบาลโคกสำโรง","225","24","38","0","232","518","1,138","22","29","714,042.97","119,354.00","594,688.97"
"10791  :  โรงพยาบาลชัยบาดาล","3,540","304","173","0","114","3,963","9,174","1,316","1,349","38,696,821.72","1,028,506.00","37,668,315.72"
"10792  :  โรงพยาบาลท่าวุ้ง","185","68","26","0","55","332","600","27","28","534,638.35","90,340.25","444,298.10"
"10793  :  โรงพยาบาลท่าหลวง","106","152","71","1","23","352","855","14","15","525,220.50","156,241.00","368,979.50"
"10794  :  โรงพยาบาลสระโบสถ์","30","15","44","0","3","92","255","6","6","148,505.00","12,802.00","135,703.00"
"10795  :  โรงพยาบาลโคกเจริญ","32","71","23","0","23","149","371","4","4","155,791.00","29,001.00","126,790.00"
"10796  :  โรงพยาบาลลำสนธิ","19","17","161","0","14","211","569","7","7","357,973.00","131,581.00","226,392.00"
"10797  :  โรงพยาบาลหนองม่วง","465","134","206","1","19","825","1,917","24","24","650,590.00","191,452.00","459,138.00"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","887","207","115","8","341","1,551","3,284","80","86","4,714,131.50","1,311,715.25","3,402,416.25"
"10693  :  โรงพยาบาลอินทร์บุรี","252","61","41","1","85","440","1,062","59","74","1,849,167.25","620,863.00","1,228,304.25"
"10798  :  โรงพยาบาลบางระจัน","154","25","31","0","33","243","575","6","6","183,932.27","7,318.50","176,613.77"
"10799  :  โรงพยาบาลค่ายบางระจัน","197","46","32","2","50","327","731","3","4","316,192.25","161,842.75","154,349.50"
"10800  :  โรงพยาบาลพรหมบุรี","254","49","12","0","8","323","798","44","48","427,667.25","147,490.00","280,177.25"
"10801  :  โรงพยาบาลท่าช้าง","256","70","28","1","32","387","591","33","33","832,490.00","105,628.00","726,862.00"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","505","176","91","1","254","1,026","2,030","94","106","3,870,814.75","1,332,028.25","2,538,786.50"
"10802  :  โรงพยาบาลมโนรมย์","307","66","19","0","134","526","1,509","18","20","609,413.25","63,606.00","545,807.25"
"10803  :  โรงพยาบาลวัดสิงห์","46","18","28","0","46","138","331","3","3","151,183.75","28,180.00","123,003.75"
"10804  :  โรงพยาบาลสรรพยา","56","46","18","1","70","191","425","4","5","279,775.00","121,805.50","157,969.50"
"10805  :  โรงพยาบาลสรรคบุรี","142","33","39","4","95","313","702","15","18","444,506.00","69,254.00","375,252.00"
"10806  :  โรงพยาบาลหันคา","251","66","44","0","161","522","1,069","6","9","370,473.00","25,115.00","345,358.00"
"27974  :  โรงพยาบาลหนองมะโมง","23","10","11","0","24","68","121","0","0","51,965.00","12,095.00","39,870.00"
"27975  :  โรงพยาบาลเนินขาม","9","1","1","0","43","54","85","0","0","24,981.00","360.00","24,621.00"
"10661  :  โรงพยาบาลสระบุรี","2,612","1,312","653","8","1,359","5,933","10,428","693","767","39,161,826.25","0.00","39,161,826.25"
"10695  :  โรงพยาบาลพระพุทธบาท","517","368","118","0","1,042","2,026","4,244","190","195","6,294,203.00","6,294,203.00","0.00"
"10807  :  โรงพยาบาลแก่งคอย","2,967","2,941","565","6","272","6,749","11,317","125","152","5,615,840.25","1,970,249.00","3,645,591.25"
"10808  :  โรงพยาบาลหนองแค","4,931","1,400","882","11","245","7,466","14,642","51","53","2,404,129.00","443,869.00","1,960,260.00"
"10809  :  โรงพยาบาลวิหารแดง","1,297","321","290","1","96","2,004","3,774","15","15","1,375,367.50","981,415.00","393,952.50"
"10810  :  โรงพยาบาลหนองแซง","152","43","60","0","40","295","557","13","14","401,743.25","18,330.00","383,413.25"
"10811  :  โรงพยาบาลบ้านหมอ","71","29","19","0","73","192","471","2","2","223,939.00","79,356.00","144,583.00"
"10812  :  โรงพยาบาลดอนพุด","58","32","13","1","34","138","327","5","5","157,697.00","21,910.00","135,787.00"
"10813  :  โรงพยาบาลหนองโดน","604","164","82","1","153","1,003","1,837","13","13","930,302.00","229,009.00","701,293.00"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","672","298","134","3","172","1,279","2,628","27","30","1,379,509.30","396,500.00","983,009.30"
"10815  :  โรงพยาบาลมวกเหล็ก","207","868","187","1","114","1,376","3,413","105","115","2,930,728.00","1,203,264.00","1,727,464.00"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","404","1,333","146","0","59","1,942","4,386","19","20","1,197,476.50","572,179.00","625,297.50"
"11485  :  โรงพยาบาลค่ายอดิศร","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"10662  :  โรงพยาบาลชลบุรี","9,056","10,780","5,133","53","2,073","26,971","44,571","2,154","2,335","113,214,858.25","30,241,695.25","82,973,163.00"
"10817  :  โรงพยาบาลบ้านบึง","14,816","9,914","1,320","5","2,008","28,031","59,029","1,531","1,630","37,395,587.50","13,037,427.50","24,358,160.00"
"10818  :  โรงพยาบาลหนองใหญ่","3,622","10,552","446","2","492","15,069","26,434","467","480","10,343,216.25","3,353,497.00","6,989,719.25"
"10819  :  โรงพยาบาลบางละมุง","7,890","12,759","1,877","72","20,221","42,700","74,746","2,785","2,931","104,278,197.75","26,788,861.00","77,489,336.75"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","2,101","2,178","278","5","571","5,132","8,237","170","180","4,698,836.00","2,418,954.00","2,279,882.00"
"10821  :  โรงพยาบาลพานทอง","2,832","5,670","933","12","343","9,786","18,443","550","562","11,350,642.00","5,788,581.00","5,562,061.00"
"10822  :  โรงพยาบาลพนัสนิคม","6,788","5,919","2,508","12","723","15,910","29,669","699","728","23,289,249.50","7,986,840.50","15,302,409.00"
"10823  :  โรงพยาบาลแหลมฉบัง","3,523","6,541","953","9","1,543","12,540","19,786","960","983","34,096,587.25","10,072,997.00","24,023,590.25"
"10824  :  โรงพยาบาลเกาะสีชัง","75","339","40","0","35","489","667","5","5","263,712.00","152,106.00","111,606.00"
"10825  :  โรงพยาบาลสัตหีบกม10","564","1,577","498","2","38,505","40,901","63,878","898","906","68,909,670.96","3,531,231.02","65,378,439.94"
"10826  :  โรงพยาบาลบ่อทอง","3,454","4,788","542","4","486","9,258","23,649","785","839","19,265,925.80","5,945,021.00","13,320,904.80"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00"
