"โรงพยาบาล","รวม","2564","2565"
"ไตรสมาส1","ไตรมาส2","ไตรมาส3","ไตรมาส4"
"B","A","%","B","A","%","B","A","%","B","A","%","B","A","%"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11592  :  โรงพยาบาลบางนา1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11621  :  โรงพยาบาลบางไผ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11626  :  โรงพยาบาลคลองตัน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11628  :  โรงพยาบาลพระราม 9","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10753  :  โรงพยาบาลบางพลี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10754  :  โรงพยาบาลบางจาก","225","16","7.11","67","5","7.46","48","3","6.25","49","6","12.24","61","2","3.28"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","93","28","30.11","28","7","25.00","25","5","20.00","21","7","33.33","19","9","47.37"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","128","43","33.59","39","19","48.72","22","5","22.73","35","13","37.14","32","6","18.75"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","99","7","7.07","28","2","7.14","25","3","12.00","16","1","6.25","30","1","3.33"
"28785  :  โรงพยาบาลบางเสาธง","39","8","20.51","12","1","8.33","10","1","10.00","8","4","50.00","9","2","22.22"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","17","2","11.76","8","1","12.50","2","0","0.00","3","1","33.33","4","0","0.00"
"10757  :  โรงพยาบาลบางใหญ่","32","2","6.25","7","0","0.00","7","1","14.29","15","0","0.00","3","1","33.33"
"10758  :  โรงพยาบาลบางบัวทอง","30","1","3.33","4","0","0.00","10","0","0.00","8","0","0.00","8","1","12.50"
"10759  :  โรงพยาบาลไทรน้อย","110","69","62.73","26","21","80.77","24","20","83.33","29","11","37.93","31","17","54.84"
"10760  :  โรงพยาบาลปากเกร็ด","34","8","23.53","11","0","0.00","5","1","20.00","8","4","50.00","10","3","30.00"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","15","0","0.00","1","0","0.00","5","0","0.00","2","0","0.00","7","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","13","3","23.08","8","2","25.00","3","0","0.00","1","0","0.00","1","1","100.00"
"10687  :  โรงพยาบาลปทุมธานี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10761  :  โรงพยาบาลคลองหลวง","49","40","81.63","13","10","76.92","13","12","92.31","15","10","66.67","8","8","100.00"
"10762  :  โรงพยาบาลธัญบุรี","111","37","33.33","29","7","24.14","30","8","26.67","28","10","35.71","24","12","50.00"
"10763  :  โรงพยาบาลประชาธิปัตย์","40","34","85.00","12","10","83.33","10","9","90.00","6","5","83.33","12","10","83.33"
"10764  :  โรงพยาบาลหนองเสือ","48","45","93.75","16","16","100.00","13","11","84.62","5","5","100.00","14","13","92.86"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","98","51","52.04","28","16","57.14","28","18","64.29","21","10","47.62","21","7","33.33"
"10766  :  โรงพยาบาลลำลูกกา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10767  :  โรงพยาบาลสามโคก","39","20","51.28","7","3","42.86","9","2","22.22","8","4","50.00","15","11","73.33"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10688  :  โรงพยาบาลเสนา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10768  :  โรงพยาบาลท่าเรือ","81","34","41.98","28","9","32.14","23","12","52.17","15","4","26.67","15","9","60.00"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","21","9","42.86","1","0","0.00","6","3","50.00","6","3","50.00","8","3","37.50"
"10770  :  โรงพยาบาลบางไทร","27","10","37.04","6","2","33.33","7","4","57.14","5","1","20.00","9","3","33.33"
"10771  :  โรงพยาบาลบางบาล","15","7","46.67","4","3","75.00","2","0","0.00","5","2","40.00","4","2","50.00"
"10772  :  โรงพยาบาลบางปะอิน","44","6","13.64","11","1","9.09","6","1","16.67","14","1","7.14","13","3","23.08"
"10773  :  โรงพยาบาลบางปะหัน","13","8","61.54","3","2","66.67","1","1","100.00","4","1","25.00","5","4","80.00"
"10774  :  โรงพยาบาลผักไห่","10","7","70.00","3","2","66.67","3","2","66.67","3","2","66.67","1","1","100.00"
"10775  :  โรงพยาบาลภาชี","38","10","26.32","2","0","0.00","10","3","30.00","13","3","23.08","13","4","30.77"
"10776  :  โรงพยาบาลลาดบัวหลวง","21","17","80.95","8","6","75.00","1","1","100.00","7","6","85.71","5","4","80.00"
"10777  :  โรงพยาบาลวังน้อย","63","4","6.35","26","1","3.85","8","0","0.00","12","1","8.33","17","2","11.76"
"10778  :  โรงพยาบาลบางซ้าย","30","16","53.33","3","3","100.00","8","5","62.50","10","5","50.00","9","3","33.33"
"10779  :  โรงพยาบาลอุทัย","5","3","60.00","3","2","66.67","1","0","0.00","1","1","100.00","0","0","0.00"
"10780  :  โรงพยาบาลมหาราช","17","11","64.71","3","2","66.67","3","3","100.00","8","5","62.50","3","1","33.33"
"10781  :  โรงพยาบาลบ้านแพรก","9","5","55.56","3","3","100.00","1","1","100.00","1","0","0.00","4","1","25.00"
"10689  :  โรงพยาบาลอ่างทอง","12","9","75.00","3","1","33.33","3","2","66.67","0","0","0.00","6","6","100.00"
"10782  :  โรงพยาบาลไชโย","19","8","42.11","7","3","42.86","3","0","0.00","5","1","20.00","4","4","100.00"
"10784  :  โรงพยาบาลป่าโมก","14","0","0.00","5","0","0.00","3","0","0.00","3","0","0.00","3","0","0.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","29","23","79.31","7","6","85.71","7","7","100.00","8","5","62.50","7","5","71.43"
"10786  :  โรงพยาบาลแสวงหา","59","28","47.46","19","7","36.84","12","4","33.33","14","9","64.29","14","8","57.14"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","18","5","27.78","3","1","33.33","2","1","50.00","7","2","28.57","6","1","16.67"
"10788  :  โรงพยาบาลสามโก้","16","9","56.25","4","0","0.00","5","3","60.00","0","0","0.00","7","6","85.71"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10789  :  โรงพยาบาลพัฒนานิคม","87","49","56.32","27","18","66.67","18","4","22.22","17","12","70.59","25","15","60.00"
"10790  :  โรงพยาบาลโคกสำโรง","73","67","91.78","18","17","94.44","17","15","88.24","19","17","89.47","19","18","94.74"
"10791  :  โรงพยาบาลชัยบาดาล","124","33","26.61","33","11","33.33","27","3","11.11","22","9","40.91","42","10","23.81"
"10792  :  โรงพยาบาลท่าวุ้ง","32","17","53.13","12","3","25.00","6","4","66.67","7","4","57.14","7","6","85.71"
"10793  :  โรงพยาบาลท่าหลวง","66","45","68.18","23","17","73.91","13","6","46.15","12","9","75.00","18","13","72.22"
"10794  :  โรงพยาบาลสระโบสถ์","29","21","72.41","7","3","42.86","6","6","100.00","10","8","80.00","6","4","66.67"
"10795  :  โรงพยาบาลโคกเจริญ","45","28","62.22","17","12","70.59","13","8","61.54","7","5","71.43","8","3","37.50"
"10796  :  โรงพยาบาลลำสนธิ","59","33","55.93","10","6","60.00","16","5","31.25","17","10","58.82","16","12","75.00"
"10797  :  โรงพยาบาลหนองม่วง","39","24","61.54","8","4","50.00","5","3","60.00","11","8","72.73","15","9","60.00"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","29","21","72.41","8","5","62.50","8","6","75.00","7","5","71.43","6","5","83.33"
"10693  :  โรงพยาบาลอินทร์บุรี","21","6","28.57","7","3","42.86","4","0","0.00","5","2","40.00","5","1","20.00"
"10798  :  โรงพยาบาลบางระจัน","31","29","93.55","4","4","100.00","8","8","100.00","8","8","100.00","11","9","81.82"
"10799  :  โรงพยาบาลค่ายบางระจัน","67","30","44.78","14","6","42.86","12","6","50.00","25","10","40.00","16","8","50.00"
"10800  :  โรงพยาบาลพรหมบุรี","30","23","76.67","3","3","100.00","10","10","100.00","7","4","57.14","10","6","60.00"
"10801  :  โรงพยาบาลท่าช้าง","15","6","40.00","2","2","100.00","6","1","16.67","1","0","0.00","6","3","50.00"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10802  :  โรงพยาบาลมโนรมย์","51","46","90.20","10","10","100.00","13","11","84.62","13","12","92.31","15","13","86.67"
"10803  :  โรงพยาบาลวัดสิงห์","24","11","45.83","9","4","44.44","4","2","50.00","4","0","0.00","7","5","71.43"
"10804  :  โรงพยาบาลสรรพยา","35","29","82.86","10","9","90.00","6","6","100.00","8","7","87.50","11","7","63.64"
"10805  :  โรงพยาบาลสรรคบุรี","54","23","42.59","14","8","57.14","6","2","33.33","9","3","33.33","25","10","40.00"
"10806  :  โรงพยาบาลหันคา","56","16","28.57","21","4","19.05","8","2","25.00","15","1","6.67","12","9","75.00"
"27974  :  โรงพยาบาลหนองมะโมง","15","14","93.33","3","3","100.00","6","5","83.33","0","0","0.00","6","6","100.00"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10695  :  โรงพยาบาลพระพุทธบาท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","123","41","33.33","32","12","37.50","27","9","33.33","33","9","27.27","31","11","35.48"
"10808  :  โรงพยาบาลหนองแค","35","29","82.86","7","7","100.00","10","9","90.00","6","4","66.67","12","9","75.00"
"10809  :  โรงพยาบาลวิหารแดง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10810  :  โรงพยาบาลหนองแซง","35","6","17.14","14","0","0.00","5","0","0.00","9","0","0.00","7","6","85.71"
"10811  :  โรงพยาบาลบ้านหมอ","39","10","25.64","11","3","27.27","12","2","16.67","7","0","0.00","9","5","55.56"
"10812  :  โรงพยาบาลดอนพุด","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","16","14","87.50","3","2","66.67","4","4","100.00","5","4","80.00","4","4","100.00"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","18","18","100.00","6","6","100.00","5","5","100.00","4","4","100.00","3","3","100.00"
"10815  :  โรงพยาบาลมวกเหล็ก","58","21","36.21","13","8","61.54","15","8","53.33","15","5","33.33","15","0","0.00"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","34","16","47.06","10","4","40.00","12","5","41.67","7","5","71.43","5","2","40.00"
"11485  :  โรงพยาบาลค่ายอดิศร","43","3","6.98","10","1","10.00","11","1","9.09","7","0","0.00","15","1","6.67"
"10662  :  โรงพยาบาลชลบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","317","164","51.74","80","42","52.50","83","41","49.40","59","38","64.41","95","43","45.26"
"10818  :  โรงพยาบาลหนองใหญ่","77","43","55.84","13","7","53.85","19","11","57.89","22","10","45.45","23","15","65.22"
"10819  :  โรงพยาบาลบางละมุง","190","7","3.68","66","3","4.55","42","1","2.38","31","1","3.23","51","2","3.92"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","39","12","30.77","11","4","36.36","9","4","44.44","11","3","27.27","8","1","12.50"
