"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"หญิงคลอดในเขต","ได้รับวัคซีน(815)","ร้อยละ","หญิงคลอดในเขต","ได้รับวัคซีน(815)","ร้อยละ","หญิงคลอดในเขต","ได้รับวัคซีน(815)","ร้อยละ","หญิงคลอดในเขต","ได้รับวัคซีน(815)","ร้อยละ","หญิงคลอดในเขต","ได้รับวัคซีน(815)","ร้อยละ"
"11541  :  โรงพยาบาลเจริญกรุงประชารักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11546  :  โรงพยาบาลบี เอ็น เอช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11548  :  โรงพยาบาลกรุงเทพคริสเตียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11592  :  โรงพยาบาลบางนา1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11621  :  โรงพยาบาลบางไผ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11626  :  โรงพยาบาลคลองตัน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11628  :  โรงพยาบาลพระราม 9","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","2","0","0.00","0","0","0.00","0","0","0.00","2","0","0.00","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10753  :  โรงพยาบาลบางพลี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10754  :  โรงพยาบาลบางจาก","37","5","13.51","13","5","38.46","7","0","0.00","2","0","0.00","15","0","0.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","45","16","35.56","14","4","28.57","10","0","0.00","5","0","0.00","16","12","75.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","50","9","18.00","9","0","0.00","10","0","0.00","15","2","13.33","16","7","43.75"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","7","1","14.29","0","0","0.00","2","0","0.00","1","0","0.00","4","1","25.00"
"28785  :  โรงพยาบาลบางเสาธง","7","1","14.29","0","0","0.00","3","0","0.00","3","0","0.00","1","1","100.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","6","0","0.00","2","0","0.00","1","0","0.00","0","0","0.00","3","0","0.00"
"10757  :  โรงพยาบาลบางใหญ่","7","0","0.00","2","0","0.00","3","0","0.00","1","0","0.00","1","0","0.00"
"10758  :  โรงพยาบาลบางบัวทอง","13","0","0.00","5","0","0.00","2","0","0.00","2","0","0.00","4","0","0.00"
"10759  :  โรงพยาบาลไทรน้อย","56","25","44.64","15","10","66.67","14","2","14.29","12","2","16.67","15","11","73.33"
"10760  :  โรงพยาบาลปากเกร็ด","38","10","26.32","13","5","38.46","7","0","0.00","13","1","7.69","5","4","80.00"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","12","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","12","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","10","2","20.00","2","1","50.00","2","0","0.00","1","0","0.00","5","1","20.00"
"10687  :  โรงพยาบาลปทุมธานี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10761  :  โรงพยาบาลคลองหลวง","6","3","50.00","2","2","100.00","1","0","0.00","1","0","0.00","2","1","50.00"
"10762  :  โรงพยาบาลธัญบุรี","12","1","8.33","7","0","0.00","2","1","50.00","1","0","0.00","2","0","0.00"
"10763  :  โรงพยาบาลประชาธิปัตย์","23","1","4.35","8","0","0.00","7","0","0.00","4","0","0.00","4","1","25.00"
"10764  :  โรงพยาบาลหนองเสือ","18","4","22.22","9","1","11.11","5","1","20.00","3","1","33.33","1","1","100.00"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","13","0","0.00","2","0","0.00","4","0","0.00","3","0","0.00","4","0","0.00"
"10766  :  โรงพยาบาลลำลูกกา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10767  :  โรงพยาบาลสามโคก","8","0","0.00","0","0","0.00","5","0","0.00","0","0","0.00","3","0","0.00"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10688  :  โรงพยาบาลเสนา","13","0","0.00","4","0","0.00","4","0","0.00","2","0","0.00","3","0","0.00"
"10768  :  โรงพยาบาลท่าเรือ","19","1","5.26","6","1","16.67","3","0","0.00","5","0","0.00","5","0","0.00"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","15","0","0.00","4","0","0.00","4","0","0.00","2","0","0.00","5","0","0.00"
"10770  :  โรงพยาบาลบางไทร","38","1","2.63","14","0","0.00","7","0","0.00","12","1","8.33","5","0","0.00"
"10771  :  โรงพยาบาลบางบาล","11","1","9.09","3","0","0.00","2","0","0.00","2","0","0.00","4","1","25.00"
"10772  :  โรงพยาบาลบางปะอิน","29","0","0.00","9","0","0.00","9","0","0.00","6","0","0.00","5","0","0.00"
"10773  :  โรงพยาบาลบางปะหัน","10","0","0.00","2","0","0.00","2","0","0.00","2","0","0.00","4","0","0.00"
"10774  :  โรงพยาบาลผักไห่","7","1","14.29","2","0","0.00","2","0","0.00","2","0","0.00","1","1","100.00"
"10775  :  โรงพยาบาลภาชี","22","0","0.00","9","0","0.00","5","0","0.00","3","0","0.00","5","0","0.00"
"10776  :  โรงพยาบาลลาดบัวหลวง","8","0","0.00","1","0","0.00","3","0","0.00","2","0","0.00","2","0","0.00"
"10777  :  โรงพยาบาลวังน้อย","41","2","4.88","9","0","0.00","13","0","0.00","9","0","0.00","10","2","20.00"
"10778  :  โรงพยาบาลบางซ้าย","27","1","3.70","7","0","0.00","4","0","0.00","7","0","0.00","9","1","11.11"
"10779  :  โรงพยาบาลอุทัย","5","0","0.00","1","0","0.00","2","0","0.00","2","0","0.00","0","0","0.00"
"10780  :  โรงพยาบาลมหาราช","2","1","50.00","1","0","0.00","0","0","0.00","0","0","0.00","1","1","100.00"
"10781  :  โรงพยาบาลบ้านแพรก","4","0","0.00","3","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00"
"10689  :  โรงพยาบาลอ่างทอง","6","2","33.33","0","0","0.00","0","0","0.00","3","0","0.00","3","2","66.67"
"10782  :  โรงพยาบาลไชโย","9","2","22.22","1","0","0.00","3","0","0.00","1","0","0.00","4","2","50.00"
"10784  :  โรงพยาบาลป่าโมก","19","1","5.26","6","0","0.00","3","0","0.00","6","0","0.00","4","1","25.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","12","2","16.67","6","2","33.33","3","0","0.00","1","0","0.00","2","0","0.00"
"10786  :  โรงพยาบาลแสวงหา","29","2","6.90","13","2","15.38","7","0","0.00","8","0","0.00","1","0","0.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","18","0","0.00","4","0","0.00","5","0","0.00","5","0","0.00","4","0","0.00"
"10788  :  โรงพยาบาลสามโก้","6","0","0.00","3","0","0.00","2","0","0.00","1","0","0.00","0","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10789  :  โรงพยาบาลพัฒนานิคม","45","2","4.44","19","0","0.00","10","1","10.00","7","0","0.00","9","1","11.11"
"10790  :  โรงพยาบาลโคกสำโรง","38","0","0.00","15","0","0.00","9","0","0.00","8","0","0.00","6","0","0.00"
"10791  :  โรงพยาบาลชัยบาดาล","34","3","8.82","11","1","9.09","13","1","7.69","5","0","0.00","5","1","20.00"
"10792  :  โรงพยาบาลท่าวุ้ง","12","0","0.00","6","0","0.00","4","0","0.00","2","0","0.00","0","0","0.00"
"10793  :  โรงพยาบาลท่าหลวง","26","2","7.69","13","0","0.00","2","0","0.00","4","0","0.00","7","2","28.57"
"10794  :  โรงพยาบาลสระโบสถ์","46","6","13.04","14","3","21.43","13","0","0.00","8","0","0.00","11","3","27.27"
"10795  :  โรงพยาบาลโคกเจริญ","17","1","5.88","9","1","11.11","5","0","0.00","2","0","0.00","1","0","0.00"
"10796  :  โรงพยาบาลลำสนธิ","8","0","0.00","7","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00"
"10797  :  โรงพยาบาลหนองม่วง","23","0","0.00","8","0","0.00","5","0","0.00","4","0","0.00","6","0","0.00"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","20","2","10.00","5","0","0.00","6","0","0.00","5","0","0.00","4","2","50.00"
"10693  :  โรงพยาบาลอินทร์บุรี","3","0","0.00","0","0","0.00","1","0","0.00","1","0","0.00","1","0","0.00"
"10798  :  โรงพยาบาลบางระจัน","13","2","15.38","3","0","0.00","2","0","0.00","5","1","20.00","3","1","33.33"
"10799  :  โรงพยาบาลค่ายบางระจัน","31","2","6.45","8","0","0.00","11","0","0.00","3","0","0.00","9","2","22.22"
"10800  :  โรงพยาบาลพรหมบุรี","28","5","17.86","9","0","0.00","7","0","0.00","3","0","0.00","9","5","55.56"
"10801  :  โรงพยาบาลท่าช้าง","12","2","16.67","5","0","0.00","2","0","0.00","1","0","0.00","4","2","50.00"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10802  :  โรงพยาบาลมโนรมย์","29","9","31.03","7","1","14.29","8","2","25.00","7","2","28.57","7","4","57.14"
"10803  :  โรงพยาบาลวัดสิงห์","25","4","16.00","6","3","50.00","5","0","0.00","5","0","0.00","9","1","11.11"
"10804  :  โรงพยาบาลสรรพยา","12","0","0.00","1","0","0.00","4","0","0.00","5","0","0.00","2","0","0.00"
"10805  :  โรงพยาบาลสรรคบุรี","32","16","50.00","10","8","80.00","4","1","25.00","11","5","45.45","7","2","28.57"
"10806  :  โรงพยาบาลหันคา","31","0","0.00","11","0","0.00","7","0","0.00","6","0","0.00","7","0","0.00"
"27974  :  โรงพยาบาลหนองมะโมง","7","4","57.14","4","2","50.00","1","1","100.00","0","0","0.00","2","1","50.00"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10695  :  โรงพยาบาลพระพุทธบาท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","80","11","13.75","23","1","4.35","19","1","5.26","22","7","31.82","16","2","12.50"
"10808  :  โรงพยาบาลหนองแค","21","8","38.10","8","5","62.50","5","1","20.00","5","1","20.00","3","1","33.33"
"10809  :  โรงพยาบาลวิหารแดง","41","12","29.27","18","1","5.56","6","1","16.67","6","4","66.67","11","6","54.55"
"10810  :  โรงพยาบาลหนองแซง","17","3","17.65","2","1","50.00","2","0","0.00","7","1","14.29","6","1","16.67"
"10811  :  โรงพยาบาลบ้านหมอ","22","12","54.55","9","5","55.56","7","5","71.43","4","1","25.00","2","1","50.00"
"10812  :  โรงพยาบาลดอนพุด","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","32","4","12.50","4","1","25.00","12","2","16.67","9","1","11.11","7","0","0.00"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","12","7","58.33","4","3","75.00","5","3","60.00","0","0","0.00","3","1","33.33"
"10815  :  โรงพยาบาลมวกเหล็ก","44","5","11.36","14","2","14.29","8","1","12.50","12","1","8.33","10","1","10.00"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","24","6","25.00","7","1","14.29","6","1","16.67","4","1","25.00","7","3","42.86"
"11485  :  โรงพยาบาลค่ายอดิศร","15","0","0.00","1","0","0.00","3","0","0.00","7","0","0.00","4","0","0.00"
