"โรงพยาบาล","รวม","2561","2562"
"ไตรสมาส1","ไตรมาส2","ไตรมาส3","ไตรมาส4"
"B","A","%","B","A","%","B","A","%","B","A","%","B","A","%"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11592  :  โรงพยาบาลบางนา1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11621  :  โรงพยาบาลบางไผ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11626  :  โรงพยาบาลคลองตัน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11628  :  โรงพยาบาลพระราม 9","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","2","0","0.00","0","0","0.00","1","0","0.00","1","0","0.00","0","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10753  :  โรงพยาบาลบางพลี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10754  :  โรงพยาบาลบางจาก","127","42","33.07","36","12","33.33","18","9","50.00","30","11","36.67","43","10","23.26"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","221","35","15.84","47","7","14.89","80","12","15.00","40","7","17.50","54","9","16.67"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","180","86","47.78","46","18","39.13","43","18","41.86","30","18","60.00","61","32","52.46"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","119","1","0.84","30","0","0.00","26","0","0.00","37","1","2.70","26","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","44","0","0.00","12","0","0.00","7","0","0.00","12","0","0.00","13","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","46","9","19.57","17","4","23.53","12","2","16.67","11","2","18.18","6","1","16.67"
"10757  :  โรงพยาบาลบางใหญ่","90","8","8.89","28","1","3.57","21","2","9.52","21","3","14.29","20","2","10.00"
"10758  :  โรงพยาบาลบางบัวทอง","28","0","0.00","5","0","0.00","5","0","0.00","8","0","0.00","10","0","0.00"
"10759  :  โรงพยาบาลไทรน้อย","82","32","39.02","24","9","37.50","18","6","33.33","21","8","38.10","19","9","47.37"
"10760  :  โรงพยาบาลปากเกร็ด","75","1","1.33","12","0","0.00","21","1","4.76","27","0","0.00","15","0","0.00"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","7","0","0.00","2","0","0.00","1","0","0.00","3","0","0.00","1","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","42","6","14.29","12","1","8.33","12","2","16.67","12","3","25.00","6","0","0.00"
"10687  :  โรงพยาบาลปทุมธานี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10761  :  โรงพยาบาลคลองหลวง","61","30","49.18","10","3","30.00","18","9","50.00","16","7","43.75","17","11","64.71"
"10762  :  โรงพยาบาลธัญบุรี","188","34","18.09","51","8","15.69","37","5","13.51","60","19","31.67","40","2","5.00"
"10763  :  โรงพยาบาลประชาธิปัตย์","149","18","12.08","35","3","8.57","27","3","11.11","47","6","12.77","40","6","15.00"
"10764  :  โรงพยาบาลหนองเสือ","74","8","10.81","17","0","0.00","17","0","0.00","16","4","25.00","24","4","16.67"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","98","11","11.22","23","1","4.35","19","3","15.79","23","3","13.04","33","4","12.12"
"10766  :  โรงพยาบาลลำลูกกา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10767  :  โรงพยาบาลสามโคก","49","41","83.67","12","12","100.00","12","9","75.00","15","14","93.33","10","6","60.00"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10688  :  โรงพยาบาลเสนา","32","2","6.25","3","0","0.00","8","1","12.50","10","1","10.00","11","0","0.00"
"10768  :  โรงพยาบาลท่าเรือ","155","48","30.97","47","1","2.13","24","12","50.00","29","12","41.38","55","23","41.82"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","30","17","56.67","8","5","62.50","6","5","83.33","6","4","66.67","10","3","30.00"
"10770  :  โรงพยาบาลบางไทร","38","31","81.58","11","11","100.00","10","5","50.00","9","7","77.78","8","8","100.00"
"10771  :  โรงพยาบาลบางบาล","17","12","70.59","7","5","71.43","3","2","66.67","4","2","50.00","3","3","100.00"
"10772  :  โรงพยาบาลบางปะอิน","89","5","5.62","29","2","6.90","19","0","0.00","25","2","8.00","16","1","6.25"
"10773  :  โรงพยาบาลบางปะหัน","9","0","0.00","6","0","0.00","0","0","0.00","1","0","0.00","2","0","0.00"
"10774  :  โรงพยาบาลผักไห่","22","14","63.64","6","3","50.00","4","2","50.00","4","4","100.00","8","5","62.50"
"10775  :  โรงพยาบาลภาชี","46","0","0.00","17","0","0.00","5","0","0.00","9","0","0.00","15","0","0.00"
"10776  :  โรงพยาบาลลาดบัวหลวง","15","15","100.00","2","2","100.00","7","7","100.00","2","2","100.00","4","4","100.00"
"10777  :  โรงพยาบาลวังน้อย","97","3","3.09","21","0","0.00","22","1","4.55","23","1","4.35","31","1","3.23"
"10778  :  โรงพยาบาลบางซ้าย","40","14","35.00","11","4","36.36","10","4","40.00","6","2","33.33","13","4","30.77"
"10779  :  โรงพยาบาลอุทัย","9","1","11.11","3","0","0.00","2","0","0.00","0","0","0.00","4","1","25.00"
"10780  :  โรงพยาบาลมหาราช","17","14","82.35","5","4","80.00","8","6","75.00","1","1","100.00","3","3","100.00"
"10781  :  โรงพยาบาลบ้านแพรก","13","0","0.00","4","0","0.00","3","0","0.00","3","0","0.00","3","0","0.00"
"10689  :  โรงพยาบาลอ่างทอง","15","5","33.33","6","0","0.00","4","3","75.00","1","0","0.00","4","2","50.00"
"10782  :  โรงพยาบาลไชโย","29","12","41.38","12","3","25.00","4","2","50.00","4","3","75.00","9","4","44.44"
"10784  :  โรงพยาบาลป่าโมก","43","1","2.33","9","0","0.00","14","0","0.00","10","1","10.00","10","0","0.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","34","28","82.35","11","10","90.91","6","3","50.00","7","7","100.00","10","8","80.00"
"10786  :  โรงพยาบาลแสวงหา","70","25","35.71","14","3","21.43","18","3","16.67","18","7","38.89","20","12","60.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","54","4","7.41","18","1","5.56","16","1","6.25","10","1","10.00","10","1","10.00"
"10788  :  โรงพยาบาลสามโก้","28","7","25.00","6","1","16.67","5","0","0.00","6","4","66.67","11","2","18.18"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10789  :  โรงพยาบาลพัฒนานิคม","90","53","58.89","33","13","39.39","22","11","50.00","20","17","85.00","15","12","80.00"
"10790  :  โรงพยาบาลโคกสำโรง","113","51","45.13","34","19","55.88","22","3","13.64","23","9","39.13","34","20","58.82"
"10791  :  โรงพยาบาลชัยบาดาล","169","9","5.33","40","3","7.50","36","3","8.33","43","1","2.33","50","2","4.00"
"10792  :  โรงพยาบาลท่าวุ้ง","23","12","52.17","4","3","75.00","8","5","62.50","6","2","33.33","5","2","40.00"
"10793  :  โรงพยาบาลท่าหลวง","68","31","45.59","19","11","57.89","15","4","26.67","17","3","17.65","17","13","76.47"
"10794  :  โรงพยาบาลสระโบสถ์","44","25","56.82","12","4","33.33","13","6","46.15","7","6","85.71","12","9","75.00"
"10795  :  โรงพยาบาลโคกเจริญ","73","52","71.23","17","8","47.06","20","19","95.00","12","8","66.67","24","17","70.83"
"10796  :  โรงพยาบาลลำสนธิ","74","53","71.62","13","8","61.54","18","16","88.89","20","14","70.00","23","15","65.22"
"10797  :  โรงพยาบาลหนองม่วง","51","33","64.71","12","10","83.33","13","7","53.85","10","8","80.00","16","8","50.00"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","61","1","1.64","21","0","0.00","10","0","0.00","15","0","0.00","15","1","6.67"
"10693  :  โรงพยาบาลอินทร์บุรี","18","0","0.00","7","0","0.00","2","0","0.00","5","0","0.00","4","0","0.00"
"10798  :  โรงพยาบาลบางระจัน","36","4","11.11","10","1","10.00","7","2","28.57","11","1","9.09","8","0","0.00"
"10799  :  โรงพยาบาลค่ายบางระจัน","90","1","1.11","17","0","0.00","19","0","0.00","30","0","0.00","24","1","4.17"
"10800  :  โรงพยาบาลพรหมบุรี","45","1","2.22","13","0","0.00","9","0","0.00","8","0","0.00","15","1","6.67"
"10801  :  โรงพยาบาลท่าช้าง","17","0","0.00","2","0","0.00","4","0","0.00","3","0","0.00","8","0","0.00"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10802  :  โรงพยาบาลมโนรมย์","57","48","84.21","7","7","100.00","20","16","80.00","21","17","80.95","9","8","88.89"
"10803  :  โรงพยาบาลวัดสิงห์","36","7","19.44","9","1","11.11","8","3","37.50","6","1","16.67","13","2","15.38"
"10804  :  โรงพยาบาลสรรพยา","27","6","22.22","7","1","14.29","8","1","12.50","5","1","20.00","7","3","42.86"
"10805  :  โรงพยาบาลสรรคบุรี","85","25","29.41","26","9","34.62","17","6","35.29","25","6","24.00","17","4","23.53"
"10806  :  โรงพยาบาลหันคา","72","27","37.50","24","3","12.50","15","6","40.00","16","7","43.75","17","11","64.71"
"27974  :  โรงพยาบาลหนองมะโมง","11","3","27.27","2","0","0.00","4","1","25.00","3","1","33.33","2","1","50.00"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10695  :  โรงพยาบาลพระพุทธบาท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","148","30","20.27","36","2","5.56","39","5","12.82","39","15","38.46","34","8","23.53"
"10808  :  โรงพยาบาลหนองแค","26","14","53.85","9","5","55.56","5","2","40.00","8","5","62.50","4","2","50.00"
"10809  :  โรงพยาบาลวิหารแดง","71","11","15.49","25","0","0.00","7","0","0.00","19","7","36.84","20","4","20.00"
"10810  :  โรงพยาบาลหนองแซง","35","1","2.86","9","0","0.00","8","0","0.00","10","0","0.00","8","1","12.50"
"10811  :  โรงพยาบาลบ้านหมอ","66","2","3.03","18","0","0.00","13","0","0.00","16","1","6.25","19","1","5.26"
"10812  :  โรงพยาบาลดอนพุด","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","26","3","11.54","11","1","9.09","6","0","0.00","5","0","0.00","4","2","50.00"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","30","9","30.00","7","1","14.29","7","4","57.14","8","2","25.00","8","2","25.00"
"10815  :  โรงพยาบาลมวกเหล็ก","90","1","1.11","23","0","0.00","20","0","0.00","30","1","3.33","17","0","0.00"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","57","5","8.77","14","1","7.14","9","1","11.11","21","1","4.76","13","2","15.38"
"11485  :  โรงพยาบาลค่ายอดิศร","96","1","1.04","28","0","0.00","28","0","0.00","23","0","0.00","17","1","5.88"
"10662  :  โรงพยาบาลชลบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","496","23","4.64","114","4","3.51","128","8","6.25","110","6","5.45","144","5","3.47"
"10818  :  โรงพยาบาลหนองใหญ่","96","40","41.67","29","6","20.69","19","10","52.63","27","13","48.15","21","11","52.38"
"10819  :  โรงพยาบาลบางละมุง","473","8","1.69","123","1","0.81","116","3","2.59","115","1","0.87","119","3","2.52"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","51","17","33.33","16","2","12.50","7","2","28.57","13","9","69.23","15","4","26.67"
