"โรงพยาบาล","รวม","2560","2561"
"ไตรสมาส1","ไตรมาส2","ไตรมาส3","ไตรมาส4"
"B","A","%","B","A","%","B","A","%","B","A","%","B","A","%"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11592  :  โรงพยาบาลบางนา1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11621  :  โรงพยาบาลบางไผ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11626  :  โรงพยาบาลคลองตัน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11628  :  โรงพยาบาลพระราม 9","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","99","0","0.00","19","0","0.00","24","0","0.00","22","0","0.00","34","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","9","4","44.44","1","1","100.00","2","0","0.00","1","1","100.00","5","2","40.00"
"10752  :  โรงพยาบาลบางบ่อ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10753  :  โรงพยาบาลบางพลี","6","1","16.67","1","0","0.00","2","0","0.00","1","0","0.00","2","1","50.00"
"10754  :  โรงพยาบาลบางจาก","46","29","63.04","11","6","54.55","14","9","64.29","8","7","87.50","13","7","53.85"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","151","63","41.72","44","19","43.18","19","10","52.63","45","15","33.33","43","19","44.19"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","144","110","76.39","44","41","93.18","24","18","75.00","30","24","80.00","46","27","58.70"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","46","7","15.22","9","2","22.22","10","1","10.00","14","1","7.14","13","3","23.08"
"28785  :  โรงพยาบาลบางเสาธง","8","2","25.00","1","0","0.00","2","0","0.00","2","2","100.00","3","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","23","17","73.91","5","2","40.00","6","5","83.33","7","7","100.00","5","3","60.00"
"10757  :  โรงพยาบาลบางใหญ่","358","24","6.70","72","5","6.94","87","7","8.05","95","5","5.26","104","7","6.73"
"10758  :  โรงพยาบาลบางบัวทอง","19","6","31.58","2","2","100.00","3","0","0.00","5","3","60.00","9","1","11.11"
"10759  :  โรงพยาบาลไทรน้อย","136","92","67.65","26","16","61.54","30","24","80.00","30","21","70.00","50","31","62.00"
"10760  :  โรงพยาบาลปากเกร็ด","141","38","26.95","24","6","25.00","39","6","15.38","39","12","30.77","39","14","35.90"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","167","10","5.99","34","2","5.88","36","2","5.56","47","3","6.38","50","3","6.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","30","9","30.00","8","3","37.50","6","1","16.67","11","3","27.27","5","2","40.00"
"10687  :  โรงพยาบาลปทุมธานี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10761  :  โรงพยาบาลคลองหลวง","31","20","64.52","8","5","62.50","9","6","66.67","12","8","66.67","2","1","50.00"
"10762  :  โรงพยาบาลธัญบุรี","69","31","44.93","22","10","45.45","21","5","23.81","16","11","68.75","10","5","50.00"
"10763  :  โรงพยาบาลประชาธิปัตย์","100","53","53.00","33","10","30.30","20","13","65.00","26","21","80.77","21","9","42.86"
"10764  :  โรงพยาบาลหนองเสือ","39","38","97.44","14","13","92.86","9","9","100.00","11","11","100.00","5","5","100.00"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","67","52","77.61","16","14","87.50","17","13","76.47","12","8","66.67","22","17","77.27"
"10766  :  โรงพยาบาลลำลูกกา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10767  :  โรงพยาบาลสามโคก","53","38","71.70","14","11","78.57","13","6","46.15","14","11","78.57","12","10","83.33"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10688  :  โรงพยาบาลเสนา","20","1","5.00","4","1","25.00","8","0","0.00","4","0","0.00","4","0","0.00"
"10768  :  โรงพยาบาลท่าเรือ","84","44","52.38","21","12","57.14","23","14","60.87","20","8","40.00","20","10","50.00"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10770  :  โรงพยาบาลบางไทร","27","16","59.26","8","3","37.50","6","5","83.33","6","2","33.33","7","6","85.71"
"10771  :  โรงพยาบาลบางบาล","11","5","45.45","5","3","60.00","3","2","66.67","2","0","0.00","1","0","0.00"
"10772  :  โรงพยาบาลบางปะอิน","120","37","30.83","43","11","25.58","26","10","38.46","29","7","24.14","22","9","40.91"
"10773  :  โรงพยาบาลบางปะหัน","14","9","64.29","5","3","60.00","4","3","75.00","2","0","0.00","3","3","100.00"
"10774  :  โรงพยาบาลผักไห่","9","6","66.67","1","1","100.00","2","1","50.00","2","1","50.00","4","3","75.00"
"10775  :  โรงพยาบาลภาชี","38","12","31.58","15","10","66.67","6","2","33.33","13","0","0.00","4","0","0.00"
"10776  :  โรงพยาบาลลาดบัวหลวง","22","19","86.36","10","8","80.00","7","6","85.71","3","3","100.00","2","2","100.00"
"10777  :  โรงพยาบาลวังน้อย","102","39","38.24","37","11","29.73","20","8","40.00","22","8","36.36","23","12","52.17"
"10778  :  โรงพยาบาลบางซ้าย","37","20","54.05","10","4","40.00","6","4","66.67","8","4","50.00","13","8","61.54"
"10779  :  โรงพยาบาลอุทัย","10","9","90.00","4","3","75.00","4","4","100.00","1","1","100.00","1","1","100.00"
"10780  :  โรงพยาบาลมหาราช","23","9","39.13","7","7","100.00","2","2","100.00","6","0","0.00","8","0","0.00"
"10781  :  โรงพยาบาลบ้านแพรก","17","5","29.41","8","3","37.50","3","1","33.33","5","1","20.00","1","0","0.00"
"10689  :  โรงพยาบาลอ่างทอง","12","1","8.33","2","1","50.00","1","0","0.00","5","0","0.00","4","0","0.00"
"10782  :  โรงพยาบาลไชโย","12","10","83.33","3","2","66.67","5","4","80.00","1","1","100.00","3","3","100.00"
"10784  :  โรงพยาบาลป่าโมก","24","7","29.17","5","0","0.00","8","3","37.50","5","1","20.00","6","3","50.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","20","18","90.00","2","2","100.00","5","5","100.00","9","8","88.89","4","3","75.00"
"10786  :  โรงพยาบาลแสวงหา","58","47","81.03","19","17","89.47","13","10","76.92","13","8","61.54","13","12","92.31"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","45","8","17.78","9","0","0.00","12","0","0.00","14","4","28.57","10","4","40.00"
"10788  :  โรงพยาบาลสามโก้","19","6","31.58","6","1","16.67","7","4","57.14","3","1","33.33","3","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","7","3","42.86","4","2","50.00","0","0","0.00","0","0","0.00","3","1","33.33"
"10789  :  โรงพยาบาลพัฒนานิคม","97","75","77.32","27","19","70.37","20","15","75.00","22","17","77.27","28","24","85.71"
"10790  :  โรงพยาบาลโคกสำโรง","82","71","86.59","27","22","81.48","24","21","87.50","19","17","89.47","12","11","91.67"
"10791  :  โรงพยาบาลชัยบาดาล","120","27","22.50","22","2","9.09","28","4","14.29","39","14","35.90","31","7","22.58"
"10792  :  โรงพยาบาลท่าวุ้ง","40","21","52.50","8","4","50.00","12","8","66.67","10","5","50.00","10","4","40.00"
"10793  :  โรงพยาบาลท่าหลวง","66","42","63.64","16","9","56.25","16","15","93.75","20","13","65.00","14","5","35.71"
"10794  :  โรงพยาบาลสระโบสถ์","28","22","78.57","8","6","75.00","9","8","88.89","8","6","75.00","3","2","66.67"
"10795  :  โรงพยาบาลโคกเจริญ","44","40","90.91","15","15","100.00","10","9","90.00","8","6","75.00","11","10","90.91"
"10796  :  โรงพยาบาลลำสนธิ","61","28","45.90","19","11","57.89","15","9","60.00","14","0","0.00","13","8","61.54"
"10797  :  โรงพยาบาลหนองม่วง","42","21","50.00","9","7","77.78","9","7","77.78","8","4","50.00","16","3","18.75"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","46","39","84.78","13","12","92.31","11","9","81.82","11","8","72.73","11","10","90.91"
"10693  :  โรงพยาบาลอินทร์บุรี","14","8","57.14","2","2","100.00","2","1","50.00","5","2","40.00","5","3","60.00"
"10798  :  โรงพยาบาลบางระจัน","18","18","100.00","4","4","100.00","10","10","100.00","3","3","100.00","1","1","100.00"
"10799  :  โรงพยาบาลค่ายบางระจัน","53","46","86.79","12","11","91.67","12","9","75.00","11","11","100.00","18","15","83.33"
"10800  :  โรงพยาบาลพรหมบุรี","31","23","74.19","9","7","77.78","6","5","83.33","7","6","85.71","9","5","55.56"
"10801  :  โรงพยาบาลท่าช้าง","6","5","83.33","2","2","100.00","2","2","100.00","1","1","100.00","1","0","0.00"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10802  :  โรงพยาบาลมโนรมย์","29","25","86.21","7","6","85.71","4","4","100.00","9","8","88.89","9","7","77.78"
"10803  :  โรงพยาบาลวัดสิงห์","37","26","70.27","9","5","55.56","9","5","55.56","10","9","90.00","9","7","77.78"
"10804  :  โรงพยาบาลสรรพยา","20","17","85.00","4","3","75.00","12","11","91.67","3","2","66.67","1","1","100.00"
"10805  :  โรงพยาบาลสรรคบุรี","48","35","72.92","11","8","72.73","11","7","63.64","12","8","66.67","14","12","85.71"
"10806  :  โรงพยาบาลหันคา","76","64","84.21","21","15","71.43","11","8","72.73","20","20","100.00","24","21","87.50"
"27974  :  โรงพยาบาลหนองมะโมง","11","8","72.73","3","3","100.00","2","1","50.00","3","2","66.67","3","2","66.67"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10695  :  โรงพยาบาลพระพุทธบาท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","54","26","48.15","31","16","51.61","14","6","42.86","4","3","75.00","5","1","20.00"
"10808  :  โรงพยาบาลหนองแค","31","18","58.06","10","3","30.00","9","9","100.00","6","4","66.67","6","2","33.33"
"10809  :  โรงพยาบาลวิหารแดง","82","74","90.24","21","21","100.00","20","17","85.00","15","13","86.67","26","23","88.46"
"10810  :  โรงพยาบาลหนองแซง","25","11","44.00","6","4","66.67","6","2","33.33","3","1","33.33","10","4","40.00"
"10811  :  โรงพยาบาลบ้านหมอ","48","23","47.92","11","5","45.45","12","7","58.33","13","7","53.85","12","4","33.33"
"10812  :  โรงพยาบาลดอนพุด","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","37","32","86.49","6","6","100.00","4","4","100.00","14","11","78.57","13","11","84.62"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","10","6","60.00","3","2","66.67","5","3","60.00","0","0","0.00","2","1","50.00"
"10815  :  โรงพยาบาลมวกเหล็ก","97","43","44.33","19","8","42.11","23","6","26.09","25","16","64.00","30","13","43.33"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","46","36","78.26","13","10","76.92","15","10","66.67","6","5","83.33","12","11","91.67"
"11485  :  โรงพยาบาลค่ายอดิศร","96","9","9.38","33","3","9.09","31","4","12.90","14","2","14.29","18","0","0.00"
"10662  :  โรงพยาบาลชลบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","328","208","63.41","79","55","69.62","80","52","65.00","79","50","63.29","90","51","56.67"
"10818  :  โรงพยาบาลหนองใหญ่","46","37","80.43","15","12","80.00","16","11","68.75","10","10","100.00","5","4","80.00"
"10819  :  โรงพยาบาลบางละมุง","261","82","31.42","74","36","48.65","76","31","40.79","53","4","7.55","58","11","18.97"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","32","7","21.88","9","3","33.33","7","1","14.29","6","1","16.67","10","2","20.00"
