"โรงพยาบาล","รวม","2556","2557"
"ไตรสมาส1","ไตรมาส2","ไตรมาส3","ไตรมาส4"
"B","A","%","B","A","%","B","A","%","B","A","%","B","A","%"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11592  :  โรงพยาบาลบางนา1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11621  :  โรงพยาบาลบางไผ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11626  :  โรงพยาบาลคลองตัน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11628  :  โรงพยาบาลพระราม 9","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","10","0","0.00","2","0","0.00","3","0","0.00","4","0","0.00","1","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10753  :  โรงพยาบาลบางพลี","68","0","0.00","15","0","0.00","19","0","0.00","12","0","0.00","22","0","0.00"
"10754  :  โรงพยาบาลบางจาก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","142","0","0.00","36","0","0.00","36","0","0.00","34","0","0.00","36","0","0.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","164","0","0.00","37","0","0.00","42","0","0.00","33","0","0.00","52","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","4","0","0.00","2","0","0.00","1","0","0.00","1","0","0.00","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","47","0","0.00","17","0","0.00","11","0","0.00","11","0","0.00","8","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","45","30","66.67","9","7","77.78","13","9","69.23","8","4","50.00","15","10","66.67"
"10757  :  โรงพยาบาลบางใหญ่","104","79","75.96","35","24","68.57","23","19","82.61","22","17","77.27","24","19","79.17"
"10758  :  โรงพยาบาลบางบัวทอง","37","29","78.38","13","10","76.92","7","6","85.71","7","5","71.43","10","8","80.00"
"10759  :  โรงพยาบาลไทรน้อย","84","72","85.71","23","20","86.96","24","21","87.50","18","14","77.78","19","17","89.47"
"10760  :  โรงพยาบาลปากเกร็ด","131","106","80.92","44","36","81.82","23","18","78.26","37","32","86.49","27","20","74.07"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","20","17","85.00","6","6","100.00","9","8","88.89","3","1","33.33","2","2","100.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","1","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10687  :  โรงพยาบาลปทุมธานี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10761  :  โรงพยาบาลคลองหลวง","62","0","0.00","18","0","0.00","14","0","0.00","14","0","0.00","16","0","0.00"
"10762  :  โรงพยาบาลธัญบุรี","199","0","0.00","63","0","0.00","40","0","0.00","50","0","0.00","46","0","0.00"
"10763  :  โรงพยาบาลประชาธิปัตย์","187","1","0.53","48","0","0.00","47","1","2.13","34","0","0.00","58","0","0.00"
"10764  :  โรงพยาบาลหนองเสือ","73","1","1.37","25","0","0.00","12","0","0.00","20","0","0.00","16","1","6.25"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","104","1","0.96","26","0","0.00","23","0","0.00","23","0","0.00","32","1","3.13"
"10766  :  โรงพยาบาลลำลูกกา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10767  :  โรงพยาบาลสามโคก","54","0","0.00","4","0","0.00","17","0","0.00","16","0","0.00","17","0","0.00"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10688  :  โรงพยาบาลเสนา","7","5","71.43","4","2","50.00","0","0","0.00","0","0","0.00","3","3","100.00"
"10768  :  โรงพยาบาลท่าเรือ","61","59","96.72","13","13","100.00","12","12","100.00","13","12","92.31","23","22","95.65"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10770  :  โรงพยาบาลบางไทร","27","27","100.00","5","5","100.00","7","7","100.00","8","8","100.00","7","7","100.00"
"10771  :  โรงพยาบาลบางบาล","14","11","78.57","2","2","100.00","7","4","57.14","0","0","0.00","5","5","100.00"
"10772  :  โรงพยาบาลบางปะอิน","58","50","86.21","17","16","94.12","15","13","86.67","13","11","84.62","13","10","76.92"
"10773  :  โรงพยาบาลบางปะหัน","11","11","100.00","3","3","100.00","2","2","100.00","2","2","100.00","4","4","100.00"
"10774  :  โรงพยาบาลผักไห่","10","10","100.00","2","2","100.00","2","2","100.00","4","4","100.00","2","2","100.00"
"10775  :  โรงพยาบาลภาชี","43","40","93.02","13","12","92.31","8","7","87.50","15","14","93.33","7","7","100.00"
"10776  :  โรงพยาบาลลาดบัวหลวง","18","18","100.00","4","4","100.00","6","6","100.00","3","3","100.00","5","5","100.00"
"10777  :  โรงพยาบาลวังน้อย","58","52","89.66","15","15","100.00","14","11","78.57","17","16","94.12","12","10","83.33"
"10778  :  โรงพยาบาลบางซ้าย","29","29","100.00","6","6","100.00","8","8","100.00","9","9","100.00","6","6","100.00"
"10779  :  โรงพยาบาลอุทัย","5","5","100.00","2","2","100.00","0","0","0.00","1","1","100.00","2","2","100.00"
"10780  :  โรงพยาบาลมหาราช","17","16","94.12","6","6","100.00","4","3","75.00","3","3","100.00","4","4","100.00"
"10781  :  โรงพยาบาลบ้านแพรก","9","9","100.00","4","4","100.00","2","2","100.00","2","2","100.00","1","1","100.00"
"10689  :  โรงพยาบาลอ่างทอง","19","0","0.00","3","0","0.00","5","0","0.00","6","0","0.00","5","0","0.00"
"10782  :  โรงพยาบาลไชโย","28","0","0.00","9","0","0.00","1","0","0.00","9","0","0.00","9","0","0.00"
"10784  :  โรงพยาบาลป่าโมก","38","0","0.00","12","0","0.00","7","0","0.00","9","0","0.00","10","0","0.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","29","0","0.00","10","0","0.00","5","0","0.00","7","0","0.00","7","0","0.00"
"10786  :  โรงพยาบาลแสวงหา","79","0","0.00","21","0","0.00","19","0","0.00","17","0","0.00","22","0","0.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","67","0","0.00","8","0","0.00","14","0","0.00","25","0","0.00","20","0","0.00"
"10788  :  โรงพยาบาลสามโก้","17","0","0.00","3","0","0.00","4","0","0.00","4","0","0.00","6","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","3","1","33.33","1","0","0.00","1","0","0.00","0","0","0.00","1","1","100.00"
"10789  :  โรงพยาบาลพัฒนานิคม","85","80","94.12","22","20","90.91","19","19","100.00","22","20","90.91","22","21","95.45"
"10790  :  โรงพยาบาลโคกสำโรง","76","64","84.21","22","21","95.45","17","13","76.47","19","15","78.95","18","15","83.33"
"10791  :  โรงพยาบาลชัยบาดาล","22","11","50.00","10","5","50.00","3","2","66.67","4","2","50.00","5","2","40.00"
"10792  :  โรงพยาบาลท่าวุ้ง","38","31","81.58","13","12","92.31","8","7","87.50","7","6","85.71","10","6","60.00"
"10793  :  โรงพยาบาลท่าหลวง","77","72","93.51","21","21","100.00","19","19","100.00","16","15","93.75","21","17","80.95"
"10794  :  โรงพยาบาลสระโบสถ์","81","72","88.89","17","15","88.24","17","16","94.12","20","17","85.00","27","24","88.89"
"10795  :  โรงพยาบาลโคกเจริญ","61","52","85.25","15","12","80.00","12","11","91.67","12","11","91.67","22","18","81.82"
"10796  :  โรงพยาบาลลำสนธิ","75","72","96.00","21","19","90.48","14","14","100.00","17","16","94.12","23","23","100.00"
"10797  :  โรงพยาบาลหนองม่วง","61","47","77.05","22","19","86.36","15","11","73.33","11","8","72.73","13","9","69.23"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","92","0","0.00","20","0","0.00","30","0","0.00","20","0","0.00","22","0","0.00"
"10693  :  โรงพยาบาลอินทร์บุรี","12","0","0.00","4","0","0.00","2","0","0.00","5","0","0.00","1","0","0.00"
"10798  :  โรงพยาบาลบางระจัน","39","0","0.00","10","0","0.00","10","0","0.00","8","0","0.00","11","0","0.00"
"10799  :  โรงพยาบาลค่ายบางระจัน","87","0","0.00","27","0","0.00","20","0","0.00","20","0","0.00","20","0","0.00"
"10800  :  โรงพยาบาลพรหมบุรี","52","0","0.00","22","0","0.00","11","0","0.00","8","0","0.00","11","0","0.00"
"10801  :  โรงพยาบาลท่าช้าง","33","0","0.00","6","0","0.00","7","0","0.00","11","0","0.00","9","0","0.00"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10802  :  โรงพยาบาลมโนรมย์","55","0","0.00","11","0","0.00","10","0","0.00","12","0","0.00","22","0","0.00"
"10803  :  โรงพยาบาลวัดสิงห์","4","0","0.00","3","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00"
"10804  :  โรงพยาบาลสรรพยา","13","0","0.00","0","0","0.00","3","0","0.00","5","0","0.00","5","0","0.00"
"10805  :  โรงพยาบาลสรรคบุรี","50","0","0.00","6","0","0.00","14","0","0.00","18","0","0.00","12","0","0.00"
"10806  :  โรงพยาบาลหันคา","80","0","0.00","22","0","0.00","12","0","0.00","19","0","0.00","27","0","0.00"
"27974  :  โรงพยาบาลหนองมะโมง","6","0","0.00","2","0","0.00","0","0","0.00","2","0","0.00","2","0","0.00"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","289","289","100.00","72","72","100.00","67","67","100.00","64","64","100.00","86","86","100.00"
"10695  :  โรงพยาบาลพระพุทธบาท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","62","61","98.39","10","10","100.00","11","11","100.00","15","15","100.00","26","25","96.15"
"10808  :  โรงพยาบาลหนองแค","40","40","100.00","9","9","100.00","12","12","100.00","7","7","100.00","12","12","100.00"
"10809  :  โรงพยาบาลวิหารแดง","73","73","100.00","21","21","100.00","21","21","100.00","14","14","100.00","17","17","100.00"
"10810  :  โรงพยาบาลหนองแซง","17","16","94.12","4","3","75.00","4","4","100.00","6","6","100.00","3","3","100.00"
"10811  :  โรงพยาบาลบ้านหมอ","58","56","96.55","17","16","94.12","12","12","100.00","10","10","100.00","19","18","94.74"
"10812  :  โรงพยาบาลดอนพุด","15","15","100.00","7","7","100.00","0","0","0.00","4","4","100.00","4","4","100.00"
"10813  :  โรงพยาบาลหนองโดน","30","29","96.67","5","5","100.00","6","6","100.00","6","6","100.00","13","12","92.31"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","30","30","100.00","10","10","100.00","7","7","100.00","6","6","100.00","7","7","100.00"
"10815  :  โรงพยาบาลมวกเหล็ก","100","95","95.00","23","22","95.65","22","21","95.45","20","18","90.00","35","34","97.14"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","49","48","97.96","13","13","100.00","12","12","100.00","7","6","85.71","17","17","100.00"
"11485  :  โรงพยาบาลค่ายอดิศร","38","37","97.37","15","15","100.00","7","7","100.00","9","9","100.00","7","6","85.71"
"10662  :  โรงพยาบาลชลบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","97","0","0.00","25","0","0.00","28","0","0.00","18","0","0.00","26","0","0.00"
"10818  :  โรงพยาบาลหนองใหญ่","74","0","0.00","15","0","0.00","11","0","0.00","17","0","0.00","31","0","0.00"
"10819  :  โรงพยาบาลบางละมุง","173","0","0.00","55","0","0.00","38","0","0.00","39","0","0.00","41","0","0.00"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","29","0","0.00","9","0","0.00","3","0","0.00","7","0","0.00","10","0","0.00"
