"โรงพยาบาล","รวม","2563","2564"
"ไตรสมาส1","ไตรมาส2","ไตรมาส3","ไตรมาส4"
"B","A","%","B","A","%","B","A","%","B","A","%","B","A","%"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11592  :  โรงพยาบาลบางนา1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11621  :  โรงพยาบาลบางไผ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11626  :  โรงพยาบาลคลองตัน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11628  :  โรงพยาบาลพระราม 9","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10753  :  โรงพยาบาลบางพลี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10754  :  โรงพยาบาลบางจาก","197","26","13.20","54","11","20.37","47","6","12.77","48","3","6.25","48","6","12.50"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","107","55","51.40","23","13","56.52","26","16","61.54","25","11","44.00","33","15","45.45"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","122","66","54.10","31","13","41.94","37","25","67.57","30","15","50.00","24","13","54.17"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","57","6","10.53","17","1","5.88","13","2","15.38","13","1","7.69","14","2","14.29"
"28785  :  โรงพยาบาลบางเสาธง","23","10","43.48","7","3","42.86","4","3","75.00","8","3","37.50","4","1","25.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","19","12","63.16","6","4","66.67","4","4","100.00","4","2","50.00","5","2","40.00"
"10757  :  โรงพยาบาลบางใหญ่","20","6","30.00","4","0","0.00","4","2","50.00","1","1","100.00","11","3","27.27"
"10758  :  โรงพยาบาลบางบัวทอง","17","4","23.53","5","1","20.00","6","2","33.33","4","0","0.00","2","1","50.00"
"10759  :  โรงพยาบาลไทรน้อย","97","83","85.57","29","26","89.66","22","20","90.91","14","13","92.86","32","24","75.00"
"10760  :  โรงพยาบาลปากเกร็ด","48","29","60.42","9","7","77.78","8","3","37.50","15","8","53.33","16","11","68.75"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","3","0","0.00","0","0","0.00","0","0","0.00","2","0","0.00","1","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","8","6","75.00","2","2","100.00","2","2","100.00","3","2","66.67","1","0","0.00"
"10687  :  โรงพยาบาลปทุมธานี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10761  :  โรงพยาบาลคลองหลวง","12","1","8.33","4","0","0.00","5","0","0.00","2","0","0.00","1","1","100.00"
"10762  :  โรงพยาบาลธัญบุรี","56","24","42.86","11","6","54.55","14","5","35.71","15","4","26.67","16","9","56.25"
"10763  :  โรงพยาบาลประชาธิปัตย์","18","18","100.00","6","6","100.00","3","3","100.00","5","5","100.00","4","4","100.00"
"10764  :  โรงพยาบาลหนองเสือ","45","43","95.56","17","16","94.12","10","10","100.00","7","7","100.00","11","10","90.91"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","68","59","86.76","11","11","100.00","17","16","94.12","22","17","77.27","18","15","83.33"
"10766  :  โรงพยาบาลลำลูกกา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10767  :  โรงพยาบาลสามโคก","34","28","82.35","9","9","100.00","9","8","88.89","5","4","80.00","11","7","63.64"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10688  :  โรงพยาบาลเสนา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10768  :  โรงพยาบาลท่าเรือ","60","23","38.33","20","9","45.00","14","5","35.71","11","6","54.55","15","3","20.00"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","17","9","52.94","2","2","100.00","6","3","50.00","7","3","42.86","2","1","50.00"
"10770  :  โรงพยาบาลบางไทร","26","16","61.54","6","4","66.67","5","3","60.00","8","6","75.00","7","3","42.86"
"10771  :  โรงพยาบาลบางบาล","9","0","0.00","4","0","0.00","0","0","0.00","1","0","0.00","4","0","0.00"
"10772  :  โรงพยาบาลบางปะอิน","31","18","58.06","7","5","71.43","6","3","50.00","8","6","75.00","10","4","40.00"
"10773  :  โรงพยาบาลบางปะหัน","14","8","57.14","2","1","50.00","3","1","33.33","6","4","66.67","3","2","66.67"
"10774  :  โรงพยาบาลผักไห่","10","6","60.00","4","2","50.00","2","2","100.00","1","0","0.00","3","2","66.67"
"10775  :  โรงพยาบาลภาชี","26","10","38.46","5","2","40.00","7","2","28.57","7","4","57.14","7","2","28.57"
"10776  :  โรงพยาบาลลาดบัวหลวง","14","12","85.71","2","2","100.00","4","4","100.00","4","4","100.00","4","2","50.00"
"10777  :  โรงพยาบาลวังน้อย","70","48","68.57","10","8","80.00","14","10","71.43","22","17","77.27","24","13","54.17"
"10778  :  โรงพยาบาลบางซ้าย","13","9","69.23","4","3","75.00","4","4","100.00","5","2","40.00","0","0","0.00"
"10779  :  โรงพยาบาลอุทัย","2","1","50.00","2","1","50.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10780  :  โรงพยาบาลมหาราช","11","1","9.09","4","1","25.00","7","0","0.00","0","0","0.00","0","0","0.00"
"10781  :  โรงพยาบาลบ้านแพรก","9","5","55.56","1","0","0.00","4","2","50.00","2","1","50.00","2","2","100.00"
"10689  :  โรงพยาบาลอ่างทอง","7","1","14.29","1","0","0.00","2","1","50.00","1","0","0.00","3","0","0.00"
"10782  :  โรงพยาบาลไชโย","22","18","81.82","4","4","100.00","10","7","70.00","6","6","100.00","2","1","50.00"
"10784  :  โรงพยาบาลป่าโมก","21","7","33.33","8","4","50.00","4","2","50.00","7","1","14.29","2","0","0.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","18","15","83.33","6","6","100.00","2","1","50.00","6","5","83.33","4","3","75.00"
"10786  :  โรงพยาบาลแสวงหา","39","15","38.46","6","2","33.33","10","5","50.00","11","3","27.27","12","5","41.67"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","9","6","66.67","3","2","66.67","3","2","66.67","1","0","0.00","2","2","100.00"
"10788  :  โรงพยาบาลสามโก้","5","4","80.00","1","1","100.00","1","0","0.00","3","3","100.00","0","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10789  :  โรงพยาบาลพัฒนานิคม","83","54","65.06","21","12","57.14","17","13","76.47","21","13","61.90","24","16","66.67"
"10790  :  โรงพยาบาลโคกสำโรง","69","57","82.61","20","18","90.00","20","18","90.00","10","7","70.00","19","14","73.68"
"10791  :  โรงพยาบาลชัยบาดาล","92","50","54.35","22","10","45.45","28","13","46.43","19","14","73.68","23","13","56.52"
"10792  :  โรงพยาบาลท่าวุ้ง","29","15","51.72","9","3","33.33","6","3","50.00","7","5","71.43","7","4","57.14"
"10793  :  โรงพยาบาลท่าหลวง","65","40","61.54","18","9","50.00","19","13","68.42","8","6","75.00","20","12","60.00"
"10794  :  โรงพยาบาลสระโบสถ์","23","14","60.87","6","5","83.33","3","3","100.00","8","4","50.00","6","2","33.33"
"10795  :  โรงพยาบาลโคกเจริญ","42","26","61.90","9","6","66.67","11","8","72.73","12","5","41.67","10","7","70.00"
"10796  :  โรงพยาบาลลำสนธิ","46","27","58.70","14","7","50.00","12","7","58.33","6","2","33.33","14","11","78.57"
"10797  :  โรงพยาบาลหนองม่วง","38","28","73.68","8","7","87.50","5","3","60.00","14","11","78.57","11","7","63.64"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","35","33","94.29","8","8","100.00","10","8","80.00","8","8","100.00","9","9","100.00"
"10693  :  โรงพยาบาลอินทร์บุรี","8","2","25.00","1","0","0.00","3","1","33.33","1","0","0.00","3","1","33.33"
"10798  :  โรงพยาบาลบางระจัน","20","14","70.00","5","5","100.00","3","2","66.67","7","4","57.14","5","3","60.00"
"10799  :  โรงพยาบาลค่ายบางระจัน","66","32","48.48","20","7","35.00","11","8","72.73","18","10","55.56","17","7","41.18"
"10800  :  โรงพยาบาลพรหมบุรี","48","37","77.08","9","5","55.56","11","10","90.91","13","12","92.31","15","10","66.67"
"10801  :  โรงพยาบาลท่าช้าง","14","3","21.43","0","0","0.00","7","3","42.86","2","0","0.00","5","0","0.00"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10802  :  โรงพยาบาลมโนรมย์","45","45","100.00","14","14","100.00","14","14","100.00","10","10","100.00","7","7","100.00"
"10803  :  โรงพยาบาลวัดสิงห์","22","22","100.00","6","6","100.00","7","7","100.00","8","8","100.00","1","1","100.00"
"10804  :  โรงพยาบาลสรรพยา","20","20","100.00","6","6","100.00","4","4","100.00","6","6","100.00","4","4","100.00"
"10805  :  โรงพยาบาลสรรคบุรี","52","43","82.69","11","11","100.00","9","8","88.89","13","11","84.62","19","13","68.42"
"10806  :  โรงพยาบาลหันคา","62","51","82.26","20","18","90.00","8","7","87.50","11","8","72.73","23","18","78.26"
"27974  :  โรงพยาบาลหนองมะโมง","16","16","100.00","9","9","100.00","3","3","100.00","2","2","100.00","2","2","100.00"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10695  :  โรงพยาบาลพระพุทธบาท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","87","27","31.03","21","9","42.86","18","8","44.44","25","7","28.00","23","3","13.04"
"10808  :  โรงพยาบาลหนองแค","30","20","66.67","4","3","75.00","6","2","33.33","10","9","90.00","10","6","60.00"
"10809  :  โรงพยาบาลวิหารแดง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10810  :  โรงพยาบาลหนองแซง","24","19","79.17","10","9","90.00","4","2","50.00","5","5","100.00","5","3","60.00"
"10811  :  โรงพยาบาลบ้านหมอ","36","14","38.89","5","0","0.00","12","6","50.00","10","3","30.00","9","5","55.56"
"10812  :  โรงพยาบาลดอนพุด","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","26","12","46.15","3","3","100.00","10","4","40.00","3","1","33.33","10","4","40.00"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","18","17","94.44","3","2","66.67","7","7","100.00","5","5","100.00","3","3","100.00"
"10815  :  โรงพยาบาลมวกเหล็ก","64","1","1.56","16","0","0.00","17","1","5.88","13","0","0.00","18","0","0.00"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","30","21","70.00","8","5","62.50","6","3","50.00","8","8","100.00","8","5","62.50"
"11485  :  โรงพยาบาลค่ายอดิศร","17","4","23.53","2","0","0.00","4","0","0.00","6","2","33.33","5","2","40.00"
"10662  :  โรงพยาบาลชลบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","253","190","75.10","53","49","92.45","67","55","82.09","66","40","60.61","67","46","68.66"
"10818  :  โรงพยาบาลหนองใหญ่","60","32","53.33","14","6","42.86","10","5","50.00","14","6","42.86","22","15","68.18"
"10819  :  โรงพยาบาลบางละมุง","107","37","34.58","25","8","32.00","28","10","35.71","27","11","40.74","27","8","29.63"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","26","9","34.62","9","4","44.44","6","2","33.33","7","2","28.57","4","1","25.00"
