"โรงพยาบาล","รวม","2557","2558"
"ไตรสมาส1","ไตรมาส2","ไตรมาส3","ไตรมาส4"
"B","A","%","B","A","%","B","A","%","B","A","%","B","A","%"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11592  :  โรงพยาบาลบางนา1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11621  :  โรงพยาบาลบางไผ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11626  :  โรงพยาบาลคลองตัน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11628  :  โรงพยาบาลพระราม 9","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","14","0","0.00","2","0","0.00","8","0","0.00","1","0","0.00","3","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10753  :  โรงพยาบาลบางพลี","114","0","0.00","20","0","0.00","26","0","0.00","38","0","0.00","30","0","0.00"
"10754  :  โรงพยาบาลบางจาก","1","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","154","0","0.00","36","0","0.00","35","0","0.00","43","0","0.00","40","0","0.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","200","0","0.00","64","0","0.00","57","0","0.00","35","0","0.00","44","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","56","0","0.00","14","0","0.00","14","0","0.00","16","0","0.00","12","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10757  :  โรงพยาบาลบางใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10758  :  โรงพยาบาลบางบัวทอง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10759  :  โรงพยาบาลไทรน้อย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10760  :  โรงพยาบาลปากเกร็ด","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","5","0","0.00","1","0","0.00","1","0","0.00","2","0","0.00","1","0","0.00"
"10687  :  โรงพยาบาลปทุมธานี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10761  :  โรงพยาบาลคลองหลวง","51","0","0.00","12","0","0.00","9","0","0.00","14","0","0.00","16","0","0.00"
"10762  :  โรงพยาบาลธัญบุรี","145","1","0.69","31","0","0.00","32","0","0.00","39","0","0.00","43","1","2.33"
"10763  :  โรงพยาบาลประชาธิปัตย์","115","0","0.00","41","0","0.00","24","0","0.00","25","0","0.00","25","0","0.00"
"10764  :  โรงพยาบาลหนองเสือ","43","0","0.00","15","0","0.00","10","0","0.00","8","0","0.00","10","0","0.00"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","88","0","0.00","25","0","0.00","20","0","0.00","24","0","0.00","19","0","0.00"
"10766  :  โรงพยาบาลลำลูกกา","1","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10767  :  โรงพยาบาลสามโคก","41","0","0.00","6","0","0.00","12","0","0.00","14","0","0.00","9","0","0.00"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10688  :  โรงพยาบาลเสนา","16","0","0.00","2","0","0.00","6","0","0.00","4","0","0.00","4","0","0.00"
"10768  :  โรงพยาบาลท่าเรือ","97","63","64.95","25","18","72.00","26","13","50.00","23","17","73.91","23","15","65.22"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10770  :  โรงพยาบาลบางไทร","34","13","38.24","9","0","0.00","7","3","42.86","9","7","77.78","9","3","33.33"
"10771  :  โรงพยาบาลบางบาล","23","13","56.52","5","4","80.00","8","5","62.50","4","2","50.00","6","2","33.33"
"10772  :  โรงพยาบาลบางปะอิน","79","35","44.30","14","6","42.86","18","6","33.33","26","10","38.46","21","13","61.90"
"10773  :  โรงพยาบาลบางปะหัน","6","3","50.00","0","0","0.00","1","1","100.00","1","0","0.00","4","2","50.00"
"10774  :  โรงพยาบาลผักไห่","6","3","50.00","1","0","0.00","1","1","100.00","3","1","33.33","1","1","100.00"
"10775  :  โรงพยาบาลภาชี","68","5","7.35","16","0","0.00","16","1","6.25","23","2","8.70","13","2","15.38"
"10776  :  โรงพยาบาลลาดบัวหลวง","32","16","50.00","12","7","58.33","4","3","75.00","8","5","62.50","8","1","12.50"
"10777  :  โรงพยาบาลวังน้อย","80","22","27.50","23","7","30.43","17","7","41.18","20","4","20.00","20","4","20.00"
"10778  :  โรงพยาบาลบางซ้าย","31","17","54.84","11","7","63.64","4","2","50.00","5","2","40.00","11","6","54.55"
"10779  :  โรงพยาบาลอุทัย","6","4","66.67","0","0","0.00","1","1","100.00","2","1","50.00","3","2","66.67"
"10780  :  โรงพยาบาลมหาราช","28","21","75.00","9","7","77.78","4","3","75.00","7","6","85.71","8","5","62.50"
"10781  :  โรงพยาบาลบ้านแพรก","13","7","53.85","3","0","0.00","4","2","50.00","2","1","50.00","4","4","100.00"
"10689  :  โรงพยาบาลอ่างทอง","15","0","0.00","2","0","0.00","3","0","0.00","4","0","0.00","6","0","0.00"
"10782  :  โรงพยาบาลไชโย","19","0","0.00","3","0","0.00","6","0","0.00","6","0","0.00","4","0","0.00"
"10784  :  โรงพยาบาลป่าโมก","28","0","0.00","10","0","0.00","6","0","0.00","3","0","0.00","9","0","0.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","18","0","0.00","3","0","0.00","7","0","0.00","3","0","0.00","5","0","0.00"
"10786  :  โรงพยาบาลแสวงหา","59","0","0.00","17","0","0.00","10","0","0.00","18","0","0.00","14","0","0.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","35","0","0.00","15","0","0.00","6","0","0.00","6","0","0.00","8","0","0.00"
"10788  :  โรงพยาบาลสามโก้","17","0","0.00","2","0","0.00","7","0","0.00","3","0","0.00","5","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","8","1","12.50","1","0","0.00","1","1","100.00","3","0","0.00","3","0","0.00"
"10789  :  โรงพยาบาลพัฒนานิคม","89","77","86.52","20","19","95.00","22","20","90.91","20","19","95.00","27","19","70.37"
"10790  :  โรงพยาบาลโคกสำโรง","101","44","43.56","23","2","8.70","23","13","56.52","31","17","54.84","24","12","50.00"
"10791  :  โรงพยาบาลชัยบาดาล","110","53","48.18","35","12","34.29","29","10","34.48","21","15","71.43","25","16","64.00"
"10792  :  โรงพยาบาลท่าวุ้ง","24","12","50.00","7","4","57.14","4","0","0.00","1","1","100.00","12","7","58.33"
"10793  :  โรงพยาบาลท่าหลวง","77","61","79.22","19","17","89.47","19","14","73.68","21","15","71.43","18","15","83.33"
"10794  :  โรงพยาบาลสระโบสถ์","46","25","54.35","11","9","81.82","8","4","50.00","9","4","44.44","18","8","44.44"
"10795  :  โรงพยาบาลโคกเจริญ","68","66","97.06","22","20","90.91","13","13","100.00","15","15","100.00","18","18","100.00"
"10796  :  โรงพยาบาลลำสนธิ","63","27","42.86","13","9","69.23","14","6","42.86","14","6","42.86","22","6","27.27"
"10797  :  โรงพยาบาลหนองม่วง","40","26","65.00","8","4","50.00","5","4","80.00","15","8","53.33","12","10","83.33"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","41","0","0.00","15","0","0.00","9","0","0.00","9","0","0.00","8","0","0.00"
"10693  :  โรงพยาบาลอินทร์บุรี","18","0","0.00","2","0","0.00","5","0","0.00","9","0","0.00","2","0","0.00"
"10798  :  โรงพยาบาลบางระจัน","31","0","0.00","10","0","0.00","6","0","0.00","8","0","0.00","7","0","0.00"
"10799  :  โรงพยาบาลค่ายบางระจัน","63","0","0.00","19","0","0.00","11","0","0.00","16","0","0.00","17","0","0.00"
"10800  :  โรงพยาบาลพรหมบุรี","38","0","0.00","10","0","0.00","9","0","0.00","10","0","0.00","9","0","0.00"
"10801  :  โรงพยาบาลท่าช้าง","6","0","0.00","2","0","0.00","3","0","0.00","1","0","0.00","0","0","0.00"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10802  :  โรงพยาบาลมโนรมย์","48","0","0.00","17","0","0.00","8","0","0.00","11","0","0.00","12","0","0.00"
"10803  :  โรงพยาบาลวัดสิงห์","12","0","0.00","2","0","0.00","4","0","0.00","2","0","0.00","4","0","0.00"
"10804  :  โรงพยาบาลสรรพยา","17","0","0.00","2","0","0.00","3","0","0.00","5","0","0.00","7","0","0.00"
"10805  :  โรงพยาบาลสรรคบุรี","27","0","0.00","8","0","0.00","5","0","0.00","10","0","0.00","4","0","0.00"
"10806  :  โรงพยาบาลหันคา","80","0","0.00","19","0","0.00","21","0","0.00","21","0","0.00","19","0","0.00"
"27974  :  โรงพยาบาลหนองมะโมง","11","0","0.00","5","0","0.00","3","0","0.00","2","0","0.00","1","0","0.00"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","141","110","78.01","40","20","50.00","37","32","86.49","32","30","93.75","32","28","87.50"
"10695  :  โรงพยาบาลพระพุทธบาท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","37","2","5.41","12","0","0.00","8","0","0.00","8","1","12.50","9","1","11.11"
"10808  :  โรงพยาบาลหนองแค","50","34","68.00","10","5","50.00","8","8","100.00","22","18","81.82","10","3","30.00"
"10809  :  โรงพยาบาลวิหารแดง","73","64","87.67","17","16","94.12","14","13","92.86","19","15","78.95","23","20","86.96"
"10810  :  โรงพยาบาลหนองแซง","30","28","93.33","7","6","85.71","7","7","100.00","7","6","85.71","9","9","100.00"
"10811  :  โรงพยาบาลบ้านหมอ","47","46","97.87","10","10","100.00","7","7","100.00","11","10","90.91","19","19","100.00"
"10812  :  โรงพยาบาลดอนพุด","15","8","53.33","5","4","80.00","4","2","50.00","0","0","0.00","6","2","33.33"
"10813  :  โรงพยาบาลหนองโดน","47","37","78.72","10","8","80.00","10","8","80.00","12","9","75.00","15","12","80.00"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","34","29","85.29","9","6","66.67","11","11","100.00","6","5","83.33","8","7","87.50"
"10815  :  โรงพยาบาลมวกเหล็ก","113","76","67.26","27","16","59.26","26","22","84.62","25","16","64.00","35","22","62.86"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","113","79","69.91","37","24","64.86","19","14","73.68","30","23","76.67","27","18","66.67"
"11485  :  โรงพยาบาลค่ายอดิศร","54","13","24.07","23","6","26.09","10","3","30.00","14","4","28.57","7","0","0.00"
"10662  :  โรงพยาบาลชลบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","219","0","0.00","50","0","0.00","62","0","0.00","50","0","0.00","57","0","0.00"
"10818  :  โรงพยาบาลหนองใหญ่","62","0","0.00","18","0","0.00","13","0","0.00","10","0","0.00","21","0","0.00"
"10819  :  โรงพยาบาลบางละมุง","185","0","0.00","35","0","0.00","33","0","0.00","45","0","0.00","72","0","0.00"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","28","0","0.00","7","0","0.00","6","0","0.00","9","0","0.00","6","0","0.00"
