"โรงพยาบาล","รวม","2555","2556"
"ไตรสมาส1","ไตรมาส2","ไตรมาส3","ไตรมาส4"
"B","A","%","B","A","%","B","A","%","B","A","%","B","A","%"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11592  :  โรงพยาบาลบางนา1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11621  :  โรงพยาบาลบางไผ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11626  :  โรงพยาบาลคลองตัน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11628  :  โรงพยาบาลพระราม 9","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","4","0","0.00","1","0","0.00","2","0","0.00","1","0","0.00","0","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","1","1","100.00","0","0","0.00","0","0","0.00","0","0","0.00","1","1","100.00"
"10753  :  โรงพยาบาลบางพลี","1,110","33","2.97","229","3","1.31","237","6","2.53","281","7","2.49","363","17","4.68"
"10754  :  โรงพยาบาลบางจาก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","188","17","9.04","47","4","8.51","48","6","12.50","41","4","9.76","52","3","5.77"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","67","7","10.45","23","2","8.70","14","2","14.29","9","2","22.22","21","1","4.76"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","6","1","16.67","1","0","0.00","1","0","0.00","2","1","50.00","2","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","49","0","0.00","16","0","0.00","8","0","0.00","14","0","0.00","11","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","70","14","20.00","19","4","21.05","24","6","25.00","12","2","16.67","15","2","13.33"
"10757  :  โรงพยาบาลบางใหญ่","156","70","44.87","34","21","61.76","25","13","52.00","32","14","43.75","65","22","33.85"
"10758  :  โรงพยาบาลบางบัวทอง","119","23","19.33","27","4","14.81","35","6","17.14","36","12","33.33","21","1","4.76"
"10759  :  โรงพยาบาลไทรน้อย","78","3","3.85","18","0","0.00","18","1","5.56","19","1","5.26","23","1","4.35"
"10760  :  โรงพยาบาลปากเกร็ด","362","41","11.33","96","19","19.79","71","11","15.49","76","4","5.26","119","7","5.88"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10687  :  โรงพยาบาลปทุมธานี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10761  :  โรงพยาบาลคลองหลวง","26","9","34.62","5","1","20.00","8","3","37.50","8","4","50.00","5","1","20.00"
"10762  :  โรงพยาบาลธัญบุรี","147","15","10.20","48","4","8.33","39","2","5.13","46","7","15.22","14","2","14.29"
"10763  :  โรงพยาบาลประชาธิปัตย์","95","13","13.68","24","2","8.33","18","5","27.78","27","3","11.11","26","3","11.54"
"10764  :  โรงพยาบาลหนองเสือ","43","8","18.60","5","1","20.00","11","2","18.18","8","0","0.00","19","5","26.32"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","64","3","4.69","12","1","8.33","12","1","8.33","15","0","0.00","25","1","4.00"
"10766  :  โรงพยาบาลลำลูกกา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10767  :  โรงพยาบาลสามโคก","43","8","18.60","11","0","0.00","10","3","30.00","14","2","14.29","8","3","37.50"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10688  :  โรงพยาบาลเสนา","21","4","19.05","3","1","33.33","8","1","12.50","6","2","33.33","4","0","0.00"
"10768  :  โรงพยาบาลท่าเรือ","120","0","0.00","35","0","0.00","20","0","0.00","20","0","0.00","45","0","0.00"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10770  :  โรงพยาบาลบางไทร","40","32","80.00","12","10","83.33","11","7","63.64","9","8","88.89","8","7","87.50"
"10771  :  โรงพยาบาลบางบาล","15","0","0.00","6","0","0.00","3","0","0.00","2","0","0.00","4","0","0.00"
"10772  :  โรงพยาบาลบางปะอิน","90","8","8.89","23","3","13.04","18","1","5.56","25","1","4.00","24","3","12.50"
"10773  :  โรงพยาบาลบางปะหัน","7","0","0.00","3","0","0.00","0","0","0.00","0","0","0.00","4","0","0.00"
"10774  :  โรงพยาบาลผักไห่","17","1","5.88","4","0","0.00","4","0","0.00","4","0","0.00","5","1","20.00"
"10775  :  โรงพยาบาลภาชี","45","2","4.44","16","0","0.00","5","0","0.00","8","1","12.50","16","1","6.25"
"10776  :  โรงพยาบาลลาดบัวหลวง","22","0","0.00","3","0","0.00","9","0","0.00","3","0","0.00","7","0","0.00"
"10777  :  โรงพยาบาลวังน้อย","67","1","1.49","20","0","0.00","11","0","0.00","20","0","0.00","16","1","6.25"
"10778  :  โรงพยาบาลบางซ้าย","40","0","0.00","10","0","0.00","13","0","0.00","5","0","0.00","12","0","0.00"
"10779  :  โรงพยาบาลอุทัย","10","0","0.00","2","0","0.00","2","0","0.00","0","0","0.00","6","0","0.00"
"10780  :  โรงพยาบาลมหาราช","18","1","5.56","5","0","0.00","6","0","0.00","3","1","33.33","4","0","0.00"
"10781  :  โรงพยาบาลบ้านแพรก","11","0","0.00","3","0","0.00","3","0","0.00","2","0","0.00","3","0","0.00"
"10689  :  โรงพยาบาลอ่างทอง","18","0","0.00","7","0","0.00","5","0","0.00","2","0","0.00","4","0","0.00"
"10782  :  โรงพยาบาลไชโย","24","0","0.00","10","0","0.00","4","0","0.00","4","0","0.00","6","0","0.00"
"10784  :  โรงพยาบาลป่าโมก","24","0","0.00","4","0","0.00","7","0","0.00","8","0","0.00","5","0","0.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","29","0","0.00","11","0","0.00","4","0","0.00","5","0","0.00","9","0","0.00"
"10786  :  โรงพยาบาลแสวงหา","64","0","0.00","16","0","0.00","17","0","0.00","16","0","0.00","15","0","0.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","69","0","0.00","23","0","0.00","20","0","0.00","12","0","0.00","14","0","0.00"
"10788  :  โรงพยาบาลสามโก้","25","0","0.00","4","0","0.00","5","0","0.00","8","0","0.00","8","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","7","3","42.86","4","1","25.00","2","2","100.00","1","0","0.00","0","0","0.00"
"10789  :  โรงพยาบาลพัฒนานิคม","90","86","95.56","33","31","93.94","21","20","95.24","19","18","94.74","17","17","100.00"
"10790  :  โรงพยาบาลโคกสำโรง","110","16","14.55","35","7","20.00","23","3","13.04","21","4","19.05","31","2","6.45"
"10791  :  โรงพยาบาลชัยบาดาล","20","12","60.00","5","3","60.00","4","1","25.00","3","2","66.67","8","6","75.00"
"10792  :  โรงพยาบาลท่าวุ้ง","21","16","76.19","3","3","100.00","9","6","66.67","4","4","100.00","5","3","60.00"
"10793  :  โรงพยาบาลท่าหลวง","71","39","54.93","23","11","47.83","16","9","56.25","16","12","75.00","16","7","43.75"
"10794  :  โรงพยาบาลสระโบสถ์","47","36","76.60","12","9","75.00","12","10","83.33","8","6","75.00","15","11","73.33"
"10795  :  โรงพยาบาลโคกเจริญ","73","72","98.63","15","15","100.00","19","19","100.00","15","15","100.00","24","23","95.83"
"10796  :  โรงพยาบาลลำสนธิ","62","30","48.39","10","6","60.00","16","14","87.50","17","3","17.65","19","7","36.84"
"10797  :  โรงพยาบาลหนองม่วง","46","17","36.96","12","8","66.67","12","4","33.33","10","4","40.00","12","1","8.33"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","61","0","0.00","19","0","0.00","10","0","0.00","17","0","0.00","15","0","0.00"
"10693  :  โรงพยาบาลอินทร์บุรี","19","0","0.00","7","0","0.00","2","0","0.00","6","0","0.00","4","0","0.00"
"10798  :  โรงพยาบาลบางระจัน","34","1","2.94","10","0","0.00","7","0","0.00","9","0","0.00","8","1","12.50"
"10799  :  โรงพยาบาลค่ายบางระจัน","88","0","0.00","17","0","0.00","16","0","0.00","29","0","0.00","26","0","0.00"
"10800  :  โรงพยาบาลพรหมบุรี","48","0","0.00","14","0","0.00","9","0","0.00","8","0","0.00","17","0","0.00"
"10801  :  โรงพยาบาลท่าช้าง","13","1","7.69","1","0","0.00","3","0","0.00","3","0","0.00","6","1","16.67"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00"
"10802  :  โรงพยาบาลมโนรมย์","61","10","16.39","8","6","75.00","18","2","11.11","22","0","0.00","13","2","15.38"
"10803  :  โรงพยาบาลวัดสิงห์","3","0","0.00","1","0","0.00","1","0","0.00","0","0","0.00","1","0","0.00"
"10804  :  โรงพยาบาลสรรพยา","2","0","0.00","0","0","0.00","2","0","0.00","0","0","0.00","0","0","0.00"
"10805  :  โรงพยาบาลสรรคบุรี","71","42","59.15","26","13","50.00","14","9","64.29","20","13","65.00","11","7","63.64"
"10806  :  โรงพยาบาลหันคา","92","3","3.26","29","1","3.45","21","1","4.76","21","0","0.00","21","1","4.76"
"27974  :  โรงพยาบาลหนองมะโมง","12","3","25.00","3","1","33.33","1","0","0.00","4","1","25.00","4","1","25.00"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","285","30","10.53","73","1","1.37","93","1","1.08","56","0","0.00","63","28","44.44"
"10695  :  โรงพยาบาลพระพุทธบาท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","120","12","10.00","26","1","3.85","38","1","2.63","27","4","14.81","29","6","20.69"
"10808  :  โรงพยาบาลหนองแค","77","29","37.66","22","10","45.45","9","4","44.44","20","9","45.00","26","6","23.08"
"10809  :  โรงพยาบาลวิหารแดง","60","3","5.00","20","0","0.00","11","0","0.00","16","0","0.00","13","3","23.08"
"10810  :  โรงพยาบาลหนองแซง","27","2","7.41","7","0","0.00","8","0","0.00","7","1","14.29","5","1","20.00"
"10811  :  โรงพยาบาลบ้านหมอ","55","4","7.27","17","0","0.00","13","0","0.00","12","0","0.00","13","4","30.77"
"10812  :  โรงพยาบาลดอนพุด","24","0","0.00","7","0","0.00","9","0","0.00","5","0","0.00","3","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","45","8","17.78","14","1","7.14","11","2","18.18","11","1","9.09","9","4","44.44"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","26","0","0.00","6","0","0.00","7","0","0.00","8","0","0.00","5","0","0.00"
"10815  :  โรงพยาบาลมวกเหล็ก","101","5","4.95","25","0","0.00","29","0","0.00","31","1","3.23","16","4","25.00"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","144","6","4.17","41","0","0.00","27","0","0.00","40","0","0.00","36","6","16.67"
"11485  :  โรงพยาบาลค่ายอดิศร","52","2","3.85","11","0","0.00","13","0","0.00","17","1","5.88","11","1","9.09"
"10662  :  โรงพยาบาลชลบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","73","35","47.95","20","9","45.00","12","9","75.00","22","10","45.45","19","7","36.84"
"10818  :  โรงพยาบาลหนองใหญ่","106","12","11.32","31","3","9.68","28","3","10.71","20","3","15.00","27","3","11.11"
"10819  :  โรงพยาบาลบางละมุง","151","30","19.87","32","7","21.88","42","7","16.67","35","9","25.71","42","7","16.67"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","54","4","7.41","20","1","5.00","12","1","8.33","8","0","0.00","14","2","14.29"
