"โรงพยาบาล","รวม","2560","2561"
"ไตรสมาส1","ไตรมาส2","ไตรมาส3","ไตรมาส4"
"B","A","%","B","A","%","B","A","%","B","A","%","B","A","%"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11592  :  โรงพยาบาลบางนา1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11621  :  โรงพยาบาลบางไผ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11626  :  โรงพยาบาลคลองตัน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11628  :  โรงพยาบาลพระราม 9","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","62","0","0.00","17","0","0.00","12","0","0.00","19","0","0.00","14","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","4","2","50.00","0","0","0.00","3","1","33.33","1","1","100.00","0","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10753  :  โรงพยาบาลบางพลี","4","1","25.00","2","1","50.00","1","0","0.00","1","0","0.00","0","0","0.00"
"10754  :  โรงพยาบาลบางจาก","22","6","27.27","4","0","0.00","5","2","40.00","5","1","20.00","8","3","37.50"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","116","36","31.03","36","10","27.78","33","8","24.24","22","9","40.91","25","9","36.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","100","85","85.00","27","22","81.48","21","19","90.48","28","25","89.29","24","19","79.17"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","53","5","9.43","14","1","7.14","11","2","18.18","13","1","7.69","15","1","6.67"
"28785  :  โรงพยาบาลบางเสาธง","20","11","55.00","7","4","57.14","3","2","66.67","5","3","60.00","5","2","40.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","26","22","84.62","8","5","62.50","1","1","100.00","5","5","100.00","12","11","91.67"
"10757  :  โรงพยาบาลบางใหญ่","90","18","20.00","35","4","11.43","15","8","53.33","24","2","8.33","16","4","25.00"
"10758  :  โรงพยาบาลบางบัวทอง","15","2","13.33","3","0","0.00","3","1","33.33","4","0","0.00","5","1","20.00"
"10759  :  โรงพยาบาลไทรน้อย","93","50","53.76","21","6","28.57","20","15","75.00","26","16","61.54","26","13","50.00"
"10760  :  โรงพยาบาลปากเกร็ด","52","2","3.85","14","0","0.00","12","2","16.67","12","0","0.00","14","0","0.00"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","114","1","0.88","34","1","2.94","27","0","0.00","22","0","0.00","31","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","34","4","11.76","13","2","15.38","5","0","0.00","8","1","12.50","8","1","12.50"
"10687  :  โรงพยาบาลปทุมธานี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10761  :  โรงพยาบาลคลองหลวง","48","40","83.33","12","11","91.67","11","9","81.82","15","13","86.67","10","7","70.00"
"10762  :  โรงพยาบาลธัญบุรี","47","31","65.96","12","4","33.33","15","12","80.00","12","8","66.67","8","7","87.50"
"10763  :  โรงพยาบาลประชาธิปัตย์","95","55","57.89","28","11","39.29","21","11","52.38","25","18","72.00","21","15","71.43"
"10764  :  โรงพยาบาลหนองเสือ","42","29","69.05","14","6","42.86","9","7","77.78","4","4","100.00","15","12","80.00"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","80","61","76.25","24","19","79.17","23","21","91.30","17","12","70.59","16","9","56.25"
"10766  :  โรงพยาบาลลำลูกกา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10767  :  โรงพยาบาลสามโคก","46","27","58.70","7","4","57.14","9","3","33.33","12","6","50.00","18","14","77.78"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","1","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10688  :  โรงพยาบาลเสนา","34","2","5.88","9","1","11.11","4","1","25.00","11","0","0.00","10","0","0.00"
"10768  :  โรงพยาบาลท่าเรือ","85","41","48.24","26","12","46.15","24","16","66.67","16","7","43.75","19","6","31.58"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","1","1","100.00","0","0","0.00","0","0","0.00","0","0","0.00","1","1","100.00"
"10770  :  โรงพยาบาลบางไทร","23","15","65.22","7","2","28.57","8","7","87.50","3","2","66.67","5","4","80.00"
"10771  :  โรงพยาบาลบางบาล","15","5","33.33","4","1","25.00","2","0","0.00","5","2","40.00","4","2","50.00"
"10772  :  โรงพยาบาลบางปะอิน","163","19","11.66","36","2","5.56","31","1","3.23","51","6","11.76","45","10","22.22"
"10773  :  โรงพยาบาลบางปะหัน","15","8","53.33","5","3","60.00","1","1","100.00","4","1","25.00","5","3","60.00"
"10774  :  โรงพยาบาลผักไห่","15","9","60.00","4","3","75.00","5","3","60.00","3","1","33.33","3","2","66.67"
"10775  :  โรงพยาบาลภาชี","69","13","18.84","12","3","25.00","13","1","7.69","22","1","4.55","22","8","36.36"
"10776  :  โรงพยาบาลลาดบัวหลวง","22","20","90.91","8","7","87.50","1","1","100.00","7","6","85.71","6","6","100.00"
"10777  :  โรงพยาบาลวังน้อย","100","12","12.00","33","2","6.06","20","1","5.00","23","5","21.74","24","4","16.67"
"10778  :  โรงพยาบาลบางซ้าย","31","14","45.16","3","3","100.00","10","4","40.00","10","5","50.00","8","2","25.00"
"10779  :  โรงพยาบาลอุทัย","9","4","44.44","3","1","33.33","2","1","50.00","1","1","100.00","3","1","33.33"
"10780  :  โรงพยาบาลมหาราช","17","15","88.24","3","3","100.00","4","4","100.00","8","7","87.50","2","1","50.00"
"10781  :  โรงพยาบาลบ้านแพรก","11","6","54.55","4","4","100.00","2","1","50.00","1","0","0.00","4","1","25.00"
"10689  :  โรงพยาบาลอ่างทอง","15","6","40.00","7","4","57.14","2","2","100.00","1","0","0.00","5","0","0.00"
"10782  :  โรงพยาบาลไชโย","24","5","20.83","9","0","0.00","5","1","20.00","5","2","40.00","5","2","40.00"
"10784  :  โรงพยาบาลป่าโมก","17","3","17.65","5","0","0.00","4","0","0.00","5","3","60.00","3","0","0.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","31","22","70.97","7","5","71.43","6","6","100.00","11","6","54.55","7","5","71.43"
"10786  :  โรงพยาบาลแสวงหา","59","38","64.41","18","10","55.56","12","9","75.00","16","9","56.25","13","10","76.92"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","26","1","3.85","7","1","14.29","2","0","0.00","8","0","0.00","9","0","0.00"
"10788  :  โรงพยาบาลสามโก้","22","9","40.91","5","1","20.00","5","3","60.00","1","0","0.00","11","5","45.45"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","10","3","30.00","2","2","100.00","4","1","25.00","2","0","0.00","2","0","0.00"
"10789  :  โรงพยาบาลพัฒนานิคม","82","50","60.98","26","19","73.08","14","4","28.57","18","13","72.22","24","14","58.33"
"10790  :  โรงพยาบาลโคกสำโรง","82","57","69.51","22","15","68.18","19","12","63.16","22","13","59.09","19","17","89.47"
"10791  :  โรงพยาบาลชัยบาดาล","125","42","33.60","34","11","32.35","28","8","28.57","25","11","44.00","38","12","31.58"
"10792  :  โรงพยาบาลท่าวุ้ง","28","2","7.14","12","0","0.00","4","0","0.00","6","0","0.00","6","2","33.33"
"10793  :  โรงพยาบาลท่าหลวง","54","37","68.52","19","12","63.16","7","4","57.14","11","9","81.82","17","12","70.59"
"10794  :  โรงพยาบาลสระโบสถ์","38","26","68.42","11","7","63.64","8","5","62.50","9","8","88.89","10","6","60.00"
"10795  :  โรงพยาบาลโคกเจริญ","36","28","77.78","16","15","93.75","10","6","60.00","5","4","80.00","5","3","60.00"
"10796  :  โรงพยาบาลลำสนธิ","65","26","40.00","12","7","58.33","13","3","23.08","19","9","47.37","21","7","33.33"
"10797  :  โรงพยาบาลหนองม่วง","37","22","59.46","5","5","100.00","6","3","50.00","13","10","76.92","13","4","30.77"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","26","20","76.92","9","7","77.78","7","5","71.43","6","5","83.33","4","3","75.00"
"10693  :  โรงพยาบาลอินทร์บุรี","14","8","57.14","5","3","60.00","2","2","100.00","4","2","50.00","3","1","33.33"
"10798  :  โรงพยาบาลบางระจัน","35","32","91.43","4","4","100.00","10","9","90.00","8","8","100.00","13","11","84.62"
"10799  :  โรงพยาบาลค่ายบางระจัน","71","39","54.93","17","9","52.94","9","7","77.78","26","11","42.31","19","12","63.16"
"10800  :  โรงพยาบาลพรหมบุรี","32","25","78.13","4","4","100.00","10","10","100.00","8","4","50.00","10","7","70.00"
"10801  :  โรงพยาบาลท่าช้าง","7","4","57.14","2","1","50.00","2","1","50.00","0","0","0.00","3","2","66.67"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10802  :  โรงพยาบาลมโนรมย์","52","46","88.46","17","14","82.35","10","9","90.00","12","12","100.00","13","11","84.62"
"10803  :  โรงพยาบาลวัดสิงห์","28","6","21.43","11","1","9.09","2","1","50.00","5","1","20.00","10","3","30.00"
"10804  :  โรงพยาบาลสรรพยา","22","21","95.45","6","5","83.33","5","5","100.00","4","4","100.00","7","7","100.00"
"10805  :  โรงพยาบาลสรรคบุรี","46","26","56.52","12","8","66.67","6","3","50.00","9","6","66.67","19","9","47.37"
"10806  :  โรงพยาบาลหันคา","57","11","19.30","22","3","13.64","11","1","9.09","14","0","0.00","10","7","70.00"
"27974  :  โรงพยาบาลหนองมะโมง","16","2","12.50","3","0","0.00","6","2","33.33","0","0","0.00","7","0","0.00"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10695  :  โรงพยาบาลพระพุทธบาท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","193","86","44.56","45","21","46.67","60","24","40.00","41","16","39.02","47","25","53.19"
"10808  :  โรงพยาบาลหนองแค","45","24","53.33","12","9","75.00","11","9","81.82","9","6","66.67","13","0","0.00"
"10809  :  โรงพยาบาลวิหารแดง","65","21","32.31","20","5","25.00","9","1","11.11","19","5","26.32","17","10","58.82"
"10810  :  โรงพยาบาลหนองแซง","40","7","17.50","14","0","0.00","8","1","12.50","10","0","0.00","8","6","75.00"
"10811  :  โรงพยาบาลบ้านหมอ","34","8","23.53","9","3","33.33","11","1","9.09","9","0","0.00","5","4","80.00"
"10812  :  โรงพยาบาลดอนพุด","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","27","21","77.78","4","2","50.00","8","7","87.50","9","7","77.78","6","5","83.33"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","25","17","68.00","8","5","62.50","6","4","66.67","7","5","71.43","4","3","75.00"
"10815  :  โรงพยาบาลมวกเหล็ก","68","25","36.76","17","10","58.82","15","8","53.33","17","7","41.18","19","0","0.00"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","28","23","82.14","9","8","88.89","12","9","75.00","5","4","80.00","2","2","100.00"
"11485  :  โรงพยาบาลค่ายอดิศร","104","2","1.92","28","1","3.57","23","1","4.35","18","0","0.00","35","0","0.00"
"10662  :  โรงพยาบาลชลบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","324","261","80.56","78","58","74.36","82","68","82.93","66","57","86.36","98","78","79.59"
"10818  :  โรงพยาบาลหนองใหญ่","67","53","79.10","13","12","92.31","17","13","76.47","19","13","68.42","18","15","83.33"
"10819  :  โรงพยาบาลบางละมุง","236","36","15.25","57","14","24.56","64","10","15.63","54","5","9.26","61","7","11.48"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","44","40","90.91","11","10","90.91","10","8","80.00","13","13","100.00","10","9","90.00"
