"โรงพยาบาล","รวม","2561","2562"
"ไตรสมาส1","ไตรมาส2","ไตรมาส3","ไตรมาส4"
"B","A","%","B","A","%","B","A","%","B","A","%","B","A","%"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11592  :  โรงพยาบาลบางนา1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11621  :  โรงพยาบาลบางไผ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11626  :  โรงพยาบาลคลองตัน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11628  :  โรงพยาบาลพระราม 9","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","16","0","0.00","3","0","0.00","8","0","0.00","0","0","0.00","5","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","1","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10753  :  โรงพยาบาลบางพลี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10754  :  โรงพยาบาลบางจาก","103","44","42.72","17","11","64.71","22","14","63.64","25","15","60.00","39","4","10.26"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","130","28","21.54","30","4","13.33","31","6","19.35","39","10","25.64","30","8","26.67"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","141","46","32.62","40","15","37.50","38","15","39.47","27","4","14.81","36","12","33.33"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","100","4","4.00","27","2","7.41","26","1","3.85","24","1","4.17","23","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","20","7","35.00","4","1","25.00","5","0","0.00","6","3","50.00","5","3","60.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","12","5","41.67","3","2","66.67","2","0","0.00","3","0","0.00","4","3","75.00"
"10757  :  โรงพยาบาลบางใหญ่","62","7","11.29","18","3","16.67","17","3","17.65","13","1","7.69","14","0","0.00"
"10758  :  โรงพยาบาลบางบัวทอง","12","0","0.00","1","0","0.00","2","0","0.00","3","0","0.00","6","0","0.00"
"10759  :  โรงพยาบาลไทรน้อย","75","44","58.67","20","11","55.00","18","6","33.33","21","16","76.19","16","11","68.75"
"10760  :  โรงพยาบาลปากเกร็ด","47","2","4.26","12","0","0.00","17","1","5.88","11","1","9.09","7","0","0.00"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","5","1","20.00","2","1","50.00","0","0","0.00","1","0","0.00","2","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","21","4","19.05","5","1","20.00","4","2","50.00","3","0","0.00","9","1","11.11"
"10687  :  โรงพยาบาลปทุมธานี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10761  :  โรงพยาบาลคลองหลวง","41","27","65.85","10","8","80.00","7","3","42.86","12","8","66.67","12","8","66.67"
"10762  :  โรงพยาบาลธัญบุรี","148","40","27.03","42","15","35.71","38","7","18.42","39","11","28.21","29","7","24.14"
"10763  :  โรงพยาบาลประชาธิปัตย์","114","31","27.19","40","7","17.50","29","8","27.59","16","8","50.00","29","8","27.59"
"10764  :  โรงพยาบาลหนองเสือ","45","26","57.78","14","4","28.57","10","5","50.00","13","10","76.92","8","7","87.50"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","51","31","60.78","12","5","41.67","16","8","50.00","15","10","66.67","8","8","100.00"
"10766  :  โรงพยาบาลลำลูกกา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10767  :  โรงพยาบาลสามโคก","36","27","75.00","6","4","66.67","6","5","83.33","13","10","76.92","11","8","72.73"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10688  :  โรงพยาบาลเสนา","27","3","11.11","4","0","0.00","11","2","18.18","5","0","0.00","7","1","14.29"
"10768  :  โรงพยาบาลท่าเรือ","95","48","50.53","28","11","39.29","25","13","52.00","22","13","59.09","20","11","55.00"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","11","8","72.73","3","2","66.67","2","1","50.00","2","2","100.00","4","3","75.00"
"10770  :  โรงพยาบาลบางไทร","28","19","67.86","8","6","75.00","7","5","71.43","8","5","62.50","5","3","60.00"
"10771  :  โรงพยาบาลบางบาล","21","15","71.43","4","4","100.00","8","7","87.50","4","2","50.00","5","2","40.00"
"10772  :  โรงพยาบาลบางปะอิน","29","7","24.14","4","2","50.00","5","2","40.00","11","3","27.27","9","0","0.00"
"10773  :  โรงพยาบาลบางปะหัน","9","3","33.33","0","0","0.00","4","1","25.00","1","0","0.00","4","2","50.00"
"10774  :  โรงพยาบาลผักไห่","6","5","83.33","1","1","100.00","1","1","100.00","3","2","66.67","1","1","100.00"
"10775  :  โรงพยาบาลภาชี","41","14","34.15","10","4","40.00","11","4","36.36","14","5","35.71","6","1","16.67"
"10776  :  โรงพยาบาลลาดบัวหลวง","29","24","82.76","7","5","71.43","7","7","100.00","8","8","100.00","7","4","57.14"
"10777  :  โรงพยาบาลวังน้อย","86","24","27.91","22","12","54.55","18","7","38.89","22","5","22.73","24","0","0.00"
"10778  :  โรงพยาบาลบางซ้าย","22","13","59.09","6","3","50.00","5","3","60.00","1","1","100.00","10","6","60.00"
"10779  :  โรงพยาบาลอุทัย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10780  :  โรงพยาบาลมหาราช","20","18","90.00","6","6","100.00","3","3","100.00","5","5","100.00","6","4","66.67"
"10781  :  โรงพยาบาลบ้านแพรก","16","9","56.25","3","1","33.33","6","3","50.00","2","1","50.00","5","4","80.00"
"10689  :  โรงพยาบาลอ่างทอง","12","7","58.33","3","2","66.67","3","2","66.67","3","3","100.00","3","0","0.00"
"10782  :  โรงพยาบาลไชโย","18","6","33.33","3","0","0.00","5","2","40.00","6","1","16.67","4","3","75.00"
"10784  :  โรงพยาบาลป่าโมก","25","0","0.00","9","0","0.00","5","0","0.00","3","0","0.00","8","0","0.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","21","16","76.19","3","3","100.00","4","3","75.00","4","2","50.00","10","8","80.00"
"10786  :  โรงพยาบาลแสวงหา","57","47","82.46","17","14","82.35","9","6","66.67","18","16","88.89","13","11","84.62"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","20","2","10.00","9","2","22.22","3","0","0.00","3","0","0.00","5","0","0.00"
"10788  :  โรงพยาบาลสามโก้","18","4","22.22","2","0","0.00","7","2","28.57","3","0","0.00","6","2","33.33"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10789  :  โรงพยาบาลพัฒนานิคม","89","57","64.04","24","17","70.83","23","13","56.52","20","14","70.00","22","13","59.09"
"10790  :  โรงพยาบาลโคกสำโรง","80","72","90.00","19","18","94.74","21","19","90.48","23","21","91.30","17","14","82.35"
"10791  :  โรงพยาบาลชัยบาดาล","112","34","30.36","32","6","18.75","29","6","20.69","24","12","50.00","27","10","37.04"
"10792  :  โรงพยาบาลท่าวุ้ง","25","17","68.00","8","6","75.00","3","3","100.00","3","3","100.00","11","5","45.45"
"10793  :  โรงพยาบาลท่าหลวง","59","55","93.22","14","13","92.86","13","11","84.62","17","17","100.00","15","14","93.33"
"10794  :  โรงพยาบาลสระโบสถ์","29","23","79.31","9","7","77.78","7","7","100.00","4","4","100.00","9","5","55.56"
"10795  :  โรงพยาบาลโคกเจริญ","48","41","85.42","14","13","92.86","10","7","70.00","11","9","81.82","13","12","92.31"
"10796  :  โรงพยาบาลลำสนธิ","67","41","61.19","20","13","65.00","10","6","60.00","13","9","69.23","24","13","54.17"
"10797  :  โรงพยาบาลหนองม่วง","43","31","72.09","6","5","83.33","12","9","75.00","12","6","50.00","13","11","84.62"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","43","27","62.79","16","9","56.25","9","9","100.00","10","5","50.00","8","4","50.00"
"10693  :  โรงพยาบาลอินทร์บุรี","17","1","5.88","1","0","0.00","5","0","0.00","8","1","12.50","3","0","0.00"
"10798  :  โรงพยาบาลบางระจัน","31","20","64.52","11","8","72.73","4","2","50.00","9","5","55.56","7","5","71.43"
"10799  :  โรงพยาบาลค่ายบางระจัน","72","44","61.11","22","14","63.64","14","7","50.00","21","13","61.90","15","10","66.67"
"10800  :  โรงพยาบาลพรหมบุรี","34","25","73.53","9","8","88.89","8","7","87.50","8","5","62.50","9","5","55.56"
"10801  :  โรงพยาบาลท่าช้าง","9","4","44.44","3","0","0.00","3","3","100.00","2","1","50.00","1","0","0.00"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10802  :  โรงพยาบาลมโนรมย์","54","47","87.04","20","18","90.00","7","7","100.00","12","11","91.67","15","11","73.33"
"10803  :  โรงพยาบาลวัดสิงห์","35","7","20.00","10","2","20.00","12","4","33.33","5","0","0.00","8","1","12.50"
"10804  :  โรงพยาบาลสรรพยา","22","16","72.73","3","2","66.67","3","3","100.00","7","5","71.43","9","6","66.67"
"10805  :  โรงพยาบาลสรรคบุรี","38","22","57.89","14","9","64.29","5","2","40.00","11","9","81.82","8","2","25.00"
"10806  :  โรงพยาบาลหันคา","79","55","69.62","18","17","94.44","21","17","80.95","17","16","94.12","23","5","21.74"
"27974  :  โรงพยาบาลหนองมะโมง","10","10","100.00","4","4","100.00","2","2","100.00","3","3","100.00","1","1","100.00"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10695  :  โรงพยาบาลพระพุทธบาท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","108","38","35.19","28","8","28.57","27","13","48.15","28","13","46.43","25","4","16.00"
"10808  :  โรงพยาบาลหนองแค","16","15","93.75","3","2","66.67","3","3","100.00","7","7","100.00","3","3","100.00"
"10809  :  โรงพยาบาลวิหารแดง","69","35","50.72","15","11","73.33","15","10","66.67","16","8","50.00","23","6","26.09"
"10810  :  โรงพยาบาลหนองแซง","30","10","33.33","5","2","40.00","8","4","50.00","7","3","42.86","10","1","10.00"
"10811  :  โรงพยาบาลบ้านหมอ","46","25","54.35","10","8","80.00","5","3","60.00","16","8","50.00","15","6","40.00"
"10812  :  โรงพยาบาลดอนพุด","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","23","10","43.48","4","2","50.00","8","7","87.50","3","1","33.33","8","0","0.00"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","21","21","100.00","5","5","100.00","10","10","100.00","2","2","100.00","4","4","100.00"
"10815  :  โรงพยาบาลมวกเหล็ก","67","26","38.81","18","4","22.22","17","11","64.71","15","6","40.00","17","5","29.41"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","33","25","75.76","8","5","62.50","5","3","60.00","11","10","90.91","9","7","77.78"
"11485  :  โรงพยาบาลค่ายอดิศร","62","10","16.13","20","4","20.00","8","1","12.50","17","2","11.76","17","3","17.65"
"10662  :  โรงพยาบาลชลบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","356","71","19.94","90","10","11.11","91","4","4.40","84","18","21.43","91","39","42.86"
"10818  :  โรงพยาบาลหนองใหญ่","59","24","40.68","16","4","25.00","11","7","63.64","16","6","37.50","16","7","43.75"
"10819  :  โรงพยาบาลบางละมุง","292","19","6.51","70","4","5.71","89","7","7.87","52","5","9.62","81","3","3.70"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","29","11","37.93","7","3","42.86","6","2","33.33","9","2","22.22","7","4","57.14"
