"โรงพยาบาล","รวม","2559","2560"
"ไตรสมาส1","ไตรมาส2","ไตรมาส3","ไตรมาส4"
"B","A","%","B","A","%","B","A","%","B","A","%","B","A","%"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11592  :  โรงพยาบาลบางนา1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11621  :  โรงพยาบาลบางไผ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11626  :  โรงพยาบาลคลองตัน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11628  :  โรงพยาบาลพระราม 9","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","10","5","50.00","2","1","50.00","3","0","0.00","3","2","66.67","2","2","100.00"
"10752  :  โรงพยาบาลบางบ่อ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10753  :  โรงพยาบาลบางพลี","2","0","0.00","1","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00"
"10754  :  โรงพยาบาลบางจาก","1","0","0.00","0","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","132","59","44.70","41","19","46.34","16","9","56.25","37","12","32.43","38","19","50.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","140","123","87.86","50","42","84.00","19","17","89.47","35","32","91.43","36","32","88.89"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","45","9","20.00","11","1","9.09","10","3","30.00","12","3","25.00","12","2","16.67"
"28785  :  โรงพยาบาลบางเสาธง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","17","3","17.65","4","0","0.00","5","1","20.00","5","2","40.00","3","0","0.00"
"10757  :  โรงพยาบาลบางใหญ่","15","1","6.67","3","0","0.00","1","0","0.00","7","0","0.00","4","1","25.00"
"10758  :  โรงพยาบาลบางบัวทอง","115","33","28.70","6","3","50.00","4","1","25.00","16","5","31.25","89","24","26.97"
"10759  :  โรงพยาบาลไทรน้อย","122","84","68.85","29","13","44.83","26","21","80.77","22","17","77.27","45","33","73.33"
"10760  :  โรงพยาบาลปากเกร็ด","248","203","81.85","29","24","82.76","82","69","84.15","83","77","92.77","54","33","61.11"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","244","22","9.02","52","7","13.46","39","2","5.13","52","5","9.62","101","8","7.92"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","17","4","23.53","6","3","50.00","5","1","20.00","5","0","0.00","1","0","0.00"
"10687  :  โรงพยาบาลปทุมธานี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10761  :  โรงพยาบาลคลองหลวง","37","22","59.46","12","8","66.67","10","6","60.00","11","6","54.55","4","2","50.00"
"10762  :  โรงพยาบาลธัญบุรี","71","23","32.39","20","6","30.00","19","5","26.32","20","9","45.00","12","3","25.00"
"10763  :  โรงพยาบาลประชาธิปัตย์","123","82","66.67","39","8","20.51","26","23","88.46","35","32","91.43","23","19","82.61"
"10764  :  โรงพยาบาลหนองเสือ","40","40","100.00","14","14","100.00","10","10","100.00","11","11","100.00","5","5","100.00"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","68","52","76.47","16","14","87.50","16","11","68.75","13","10","76.92","23","17","73.91"
"10766  :  โรงพยาบาลลำลูกกา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10767  :  โรงพยาบาลสามโคก","38","35","92.11","10","9","90.00","5","5","100.00","11","10","90.91","12","11","91.67"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10688  :  โรงพยาบาลเสนา","15","1","6.67","3","1","33.33","5","0","0.00","3","0","0.00","4","0","0.00"
"10768  :  โรงพยาบาลท่าเรือ","94","55","58.51","25","14","56.00","23","15","65.22","25","14","56.00","21","12","57.14"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10770  :  โรงพยาบาลบางไทร","29","16","55.17","8","3","37.50","7","4","57.14","7","2","28.57","7","7","100.00"
"10771  :  โรงพยาบาลบางบาล","11","9","81.82","5","5","100.00","4","3","75.00","1","1","100.00","1","0","0.00"
"10772  :  โรงพยาบาลบางปะอิน","135","72","53.33","42","16","38.10","27","17","62.96","36","19","52.78","30","20","66.67"
"10773  :  โรงพยาบาลบางปะหัน","12","9","75.00","4","3","75.00","3","2","66.67","2","1","50.00","3","3","100.00"
"10774  :  โรงพยาบาลผักไห่","10","9","90.00","3","3","100.00","2","2","100.00","1","1","100.00","4","3","75.00"
"10775  :  โรงพยาบาลภาชี","46","17","36.96","17","10","58.82","9","2","22.22","14","3","21.43","6","2","33.33"
"10776  :  โรงพยาบาลลาดบัวหลวง","20","20","100.00","8","8","100.00","6","6","100.00","5","5","100.00","1","1","100.00"
"10777  :  โรงพยาบาลวังน้อย","92","43","46.74","31","13","41.94","18","9","50.00","22","10","45.45","21","11","52.38"
"10778  :  โรงพยาบาลบางซ้าย","33","16","48.48","8","5","62.50","6","2","33.33","7","4","57.14","12","5","41.67"
"10779  :  โรงพยาบาลอุทัย","9","6","66.67","3","2","66.67","4","2","50.00","1","1","100.00","1","1","100.00"
"10780  :  โรงพยาบาลมหาราช","26","18","69.23","9","7","77.78","2","2","100.00","6","3","50.00","9","6","66.67"
"10781  :  โรงพยาบาลบ้านแพรก","17","3","17.65","8","2","25.00","3","0","0.00","5","1","20.00","1","0","0.00"
"10689  :  โรงพยาบาลอ่างทอง","12","7","58.33","2","1","50.00","1","1","100.00","5","2","40.00","4","3","75.00"
"10782  :  โรงพยาบาลไชโย","12","10","83.33","3","3","100.00","5","3","60.00","1","1","100.00","3","3","100.00"
"10784  :  โรงพยาบาลป่าโมก","24","7","29.17","5","0","0.00","8","3","37.50","5","1","20.00","6","3","50.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","20","16","80.00","2","1","50.00","5","5","100.00","9","7","77.78","4","3","75.00"
"10786  :  โรงพยาบาลแสวงหา","58","51","87.93","19","17","89.47","13","12","92.31","13","10","76.92","13","12","92.31"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","46","9","19.57","9","0","0.00","12","0","0.00","15","5","33.33","10","4","40.00"
"10788  :  โรงพยาบาลสามโก้","18","7","38.89","6","4","66.67","6","2","33.33","3","1","33.33","3","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","7","1","14.29","4","0","0.00","0","0","0.00","0","0","0.00","3","1","33.33"
"10789  :  โรงพยาบาลพัฒนานิคม","107","85","79.44","27","21","77.78","24","16","66.67","23","21","91.30","33","27","81.82"
"10790  :  โรงพยาบาลโคกสำโรง","113","89","78.76","31","24","77.42","30","28","93.33","26","20","76.92","26","17","65.38"
"10791  :  โรงพยาบาลชัยบาดาล","109","42","38.53","21","8","38.10","23","13","56.52","35","14","40.00","30","7","23.33"
"10792  :  โรงพยาบาลท่าวุ้ง","39","14","35.90","11","2","18.18","13","5","38.46","10","5","50.00","5","2","40.00"
"10793  :  โรงพยาบาลท่าหลวง","58","47","81.03","17","15","88.24","13","12","92.31","20","17","85.00","8","3","37.50"
"10794  :  โรงพยาบาลสระโบสถ์","23","19","82.61","5","4","80.00","10","8","80.00","6","5","83.33","2","2","100.00"
"10795  :  โรงพยาบาลโคกเจริญ","45","43","95.56","14","14","100.00","10","8","80.00","8","8","100.00","13","13","100.00"
"10796  :  โรงพยาบาลลำสนธิ","62","41","66.13","18","12","66.67","19","13","68.42","14","9","64.29","11","7","63.64"
"10797  :  โรงพยาบาลหนองม่วง","37","9","24.32","7","2","28.57","9","4","44.44","9","0","0.00","12","3","25.00"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","41","40","97.56","14","13","92.86","8","8","100.00","8","8","100.00","11","11","100.00"
"10693  :  โรงพยาบาลอินทร์บุรี","13","9","69.23","2","2","100.00","2","1","50.00","4","3","75.00","5","3","60.00"
"10798  :  โรงพยาบาลบางระจัน","20","19","95.00","5","5","100.00","10","10","100.00","4","3","75.00","1","1","100.00"
"10799  :  โรงพยาบาลค่ายบางระจัน","45","41","91.11","8","7","87.50","12","10","83.33","11","10","90.91","14","14","100.00"
"10800  :  โรงพยาบาลพรหมบุรี","28","25","89.29","8","7","87.50","6","6","100.00","6","5","83.33","8","7","87.50"
"10801  :  โรงพยาบาลท่าช้าง","6","5","83.33","2","2","100.00","2","2","100.00","1","1","100.00","1","0","0.00"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10802  :  โรงพยาบาลมโนรมย์","27","8","29.63","5","2","40.00","7","2","28.57","8","1","12.50","7","3","42.86"
"10803  :  โรงพยาบาลวัดสิงห์","34","20","58.82","8","3","37.50","9","5","55.56","8","8","100.00","9","4","44.44"
"10804  :  โรงพยาบาลสรรพยา","22","16","72.73","4","3","75.00","12","8","66.67","4","3","75.00","2","2","100.00"
"10805  :  โรงพยาบาลสรรคบุรี","41","25","60.98","8","8","100.00","8","6","75.00","7","2","28.57","18","9","50.00"
"10806  :  โรงพยาบาลหันคา","71","47","66.20","19","17","89.47","9","6","66.67","20","14","70.00","23","10","43.48"
"27974  :  โรงพยาบาลหนองมะโมง","11","8","72.73","3","3","100.00","2","1","50.00","3","2","66.67","3","2","66.67"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","190","9","4.74","52","1","1.92","52","2","3.85","41","3","7.32","45","3","6.67"
"10695  :  โรงพยาบาลพระพุทธบาท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","43","25","58.14","26","17","65.38","12","7","58.33","0","0","0.00","5","1","20.00"
"10808  :  โรงพยาบาลหนองแค","27","18","66.67","5","5","100.00","9","7","77.78","7","5","71.43","6","1","16.67"
"10809  :  โรงพยาบาลวิหารแดง","81","54","66.67","24","15","62.50","20","12","60.00","14","10","71.43","23","17","73.91"
"10810  :  โรงพยาบาลหนองแซง","31","12","38.71","9","4","44.44","6","2","33.33","5","1","20.00","11","5","45.45"
"10811  :  โรงพยาบาลบ้านหมอ","48","23","47.92","9","5","55.56","11","6","54.55","14","7","50.00","14","5","35.71"
"10812  :  โรงพยาบาลดอนพุด","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","41","34","82.93","7","7","100.00","5","4","80.00","15","12","80.00","14","11","78.57"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","9","5","55.56","3","2","66.67","4","2","50.00","0","0","0.00","2","1","50.00"
"10815  :  โรงพยาบาลมวกเหล็ก","97","56","57.73","20","13","65.00","22","10","45.45","24","18","75.00","31","15","48.39"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","44","35","79.55","11","9","81.82","15","10","66.67","6","6","100.00","12","10","83.33"
"11485  :  โรงพยาบาลค่ายอดิศร","80","9","11.25","27","3","11.11","26","3","11.54","12","2","16.67","15","1","6.67"
"10662  :  โรงพยาบาลชลบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","305","219","71.80","70","53","75.71","74","50","67.57","77","57","74.03","84","59","70.24"
"10818  :  โรงพยาบาลหนองใหญ่","49","48","97.96","18","18","100.00","16","16","100.00","10","10","100.00","5","4","80.00"
"10819  :  โรงพยาบาลบางละมุง","207","75","36.23","64","30","46.88","58","27","46.55","36","5","13.89","49","13","26.53"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","20","12","60.00","7","5","71.43","3","3","100.00","7","3","42.86","3","1","33.33"
