"โรงพยาบาล","ผู้ป่วยที่อยู่ในเขตรับผิดชอบ Typearea 1,3","ผู้ป่วยที่มารับบริการของหน่วยบริการจากแฟ้ม ChronicFU"
"รวมทั้งหมด","ผู้ป่วยเบาหวานที่ไม่มีโรคร่วม","ผู้ป่วยเบาหวานที่มีโรคร่วม","รวมทั้งหมด","ผู้ป่วยเบาหวานที่ไม่มีโรคร่วม","ผู้ป่วยเบาหวานที่มีโรคร่วม"
"จำนวนผู้ป่วย(B1)","ได้รับการตรวจ","ร้อยละการตรวจ","ควบคุมได้ดี(A1)","ร้อยละควบคุมได้ดี(A1*100)/B1","จำนวนผู้ป่วย(D1)","ได้รับการตรวจ","ควบคุมได้ดี(C1)","ร้อยละควบคุมได้ดี(C1*100)/D1","จำนวนผู้ป่วย(F1)","ได้รับการตรวจ","ควบคุมได้ดี(E1)","ร้อยละควบคุมได้ดี(F1*100)/E1","จำนวนผู้ป่วย(B2)","ได้รับการตรวจ","ร้อยละการตรวจ","ควบคุมได้ดี(A2)","ร้อยละควบคุมได้ดี(A2*100)/B2","จำนวนผู้ป่วย(D2)","ได้รับการตรวจ","ควบคุมได้ดี(C2)","ร้อยละ(C2*100)/D2","จำนวนผู้ป่วย(F2)","ได้รับการตรวจ","ควบคุมได้ดี(E2)","ร้อยละ(F2*100)/E2"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","1","0","0.00","0","0.00","0","0","0","0.00","1","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","188","27","14.36","27","14.36","133","11","11","8.27","55","16","16","29.09"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","2","2","100.00","0","0.00","2","2","0","0.00","0","0","0","0.00","5,886","5,016","85.22","2,032","34.52","5,823","4,969","1,995","34.26","63","47","37","58.73"
"10752  :  โรงพยาบาลบางบ่อ","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","1,270","1,198","94.33","461","36.30","1,270","1,198","461","36.30","0","0","0","0.00"
"10753  :  โรงพยาบาลบางพลี","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","4,004","3,044","76.02","1,195","29.85","3,755","2,867","1,069","28.47","249","177","126","50.60"
"10754  :  โรงพยาบาลบางจาก","973","692","71.12","271","27.85","904","660","251","27.77","69","32","20","28.99","2,658","2,099","78.97","709","26.67","2,395","1,938","603","25.18","263","161","106","40.30"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","884","508","57.47","213","24.10","785","452","175","22.29","99","56","38","38.38","3,044","2,243","73.69","997","32.75","2,713","2,042","851","31.37","331","201","146","44.11"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","835","119","14.25","52","6.23","695","116","51","7.34","140","3","1","0.71","1,109","169","15.24","75","6.76","897","155","66","7.36","212","14","9","4.25"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","2,282","0","0.00","0","0.00","1,576","0","0","0.00","706","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","1","0","0.00","0","0.00","1","0","0","0.00","0","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","647","23","3.55","9","1.39","519","22","8","1.54","128","1","1","0.78","202","0","0.00","0","0.00","193","0","0","0.00","9","0","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","272","182","66.91","103","37.87","265","178","100","37.74","7","4","3","42.86","938","779","83.05","411","43.82","917","765","399","43.51","21","14","12","57.14"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","20,710","12,907","62.32","7,627","36.83","17,083","10,391","5,575","32.63","3,627","2,516","2,052","56.58"
"10756  :  โรงพยาบาลบางกรวย","277","193","69.68","109","39.35","247","172","93","37.65","30","21","16","53.33","1,334","1,003","75.19","536","40.18","1,237","942","491","39.69","97","61","45","46.39"
"10757  :  โรงพยาบาลบางใหญ่","517","332","64.22","169","32.69","475","309","148","31.16","42","23","21","50.00","4,059","2,916","71.84","1,230","30.30","3,752","2,717","1,078","28.73","307","199","152","49.51"
"10758  :  โรงพยาบาลบางบัวทอง","501","304","60.68","181","36.13","450","273","155","34.44","51","31","26","50.98","3,163","2,377","75.15","1,324","41.86","2,949","2,244","1,222","41.44","214","133","102","47.66"
"10759  :  โรงพยาบาลไทรน้อย","1,257","729","58.00","363","28.88","1,134","664","320","28.22","123","65","43","34.96","3,308","2,001","60.49","962","29.08","2,994","1,865","873","29.16","314","136","89","28.34"
"10760  :  โรงพยาบาลปากเกร็ด","1,256","572","45.54","241","19.19","1,154","536","217","18.80","102","36","24","23.53","3,488","1,857","53.24","713","20.44","3,341","1,772","666","19.93","147","85","47","31.97"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","3,555","0","0.00","0","0.00","1,654","0","0","0.00","1,901","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","125","91","72.80","48","38.40","118","87","46","38.98","7","4","2","28.57","125","75","60.00","45","36.00","118","69","39","33.05","7","6","6","85.71"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","235","116","49.36","58","24.68","212","107","53","25.00","23","9","5","21.74","604","306","50.66","144","23.84","572","293","137","23.95","32","13","7","21.88"
"10687  :  โรงพยาบาลปทุมธานี","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","5,680","3,659","64.42","1,326","23.35","5,626","3,629","1,306","23.21","54","30","20","37.04"
"10761  :  โรงพยาบาลคลองหลวง","345","225","65.22","95","27.54","338","218","89","26.33","7","7","6","85.71","3,187","2,453","76.97","901","28.27","3,118","2,405","870","27.90","69","48","31","44.93"
"10762  :  โรงพยาบาลธัญบุรี","574","425","74.04","211","36.76","563","417","204","36.23","11","8","7","63.64","3,495","2,809","80.37","1,326","37.94","3,400","2,740","1,267","37.26","95","69","59","62.11"
"10763  :  โรงพยาบาลประชาธิปัตย์","373","301","80.70","144","38.61","325","261","120","36.92","48","40","24","50.00","2,652","2,020","76.17","911","34.35","2,366","1,820","789","33.35","286","200","122","42.66"
