"โรงพยาบาล","รวม","ไตรมาส1","ไตรมาส2","ไตรมาส3","ไตรมาส4"
"B","A","%","A","%","A","%","A","%","A","%"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","20","1","5.00","0","0.00","0","0.00","1","5.00","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10753  :  โรงพยาบาลบางพลี","100","21","21.00","9","9.00","6","6.00","3","3.00","3","3.00"
"10754  :  โรงพยาบาลบางจาก","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","568","7","1.23","3","0.53","1","0.18","0","0.00","3","0.53"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","96","3","3.13","0","0.00","2","2.08","1","1.04","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","3","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","710","6","0.85","2","0.28","3","0.42","0","0.00","1","0.14"
"28785  :  โรงพยาบาลบางเสาธง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","1,580","13","0.82","4","0.25","2","0.13","3","0.19","4","0.25"
"10757  :  โรงพยาบาลบางใหญ่","55","1","1.82","0","0.00","1","1.82","0","0.00","0","0.00"
"10758  :  โรงพยาบาลบางบัวทอง","405","15","3.70","2","0.49","6","1.48","4","0.99","3","0.74"
"10759  :  โรงพยาบาลไทรน้อย","316","6","1.90","1","0.32","1","0.32","3","0.95","1","0.32"
"10760  :  โรงพยาบาลปากเกร็ด","239","9","3.77","1","0.42","3","1.26","2","0.84","3","1.26"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12256  :  สถาบันโรคทรวงอก","10","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","291","12","4.12","6","2.06","3","1.03","2","0.69","1","0.34"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","33","4","12.12","1","3.03","0","0.00","2","6.06","1","3.03"
"10687  :  โรงพยาบาลปทุมธานี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10761  :  โรงพยาบาลคลองหลวง","219","10","4.57","2","0.91","1","0.46","4","1.83","3","1.37"
"10762  :  โรงพยาบาลธัญบุรี","550","8","1.45","1","0.18","2","0.36","2","0.36","3","0.55"
"10763  :  โรงพยาบาลประชาธิปัตย์","124","4","3.23","0","0.00","0","0.00","2","1.61","2","1.61"
"10764  :  โรงพยาบาลหนองเสือ","1,445","33","2.28","7","0.48","7","0.48","15","1.04","4","0.28"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","139","1","0.72","1","0.72","0","0.00","0","0.00","0","0.00"
"10766  :  โรงพยาบาลลำลูกกา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10767  :  โรงพยาบาลสามโคก","855","31","3.63","7","0.82","8","0.94","12","1.40","4","0.47"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10688  :  โรงพยาบาลเสนา","2","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10768  :  โรงพยาบาลท่าเรือ","38","2","5.26","1","2.63","0","0.00","0","0.00","1","2.63"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10770  :  โรงพยาบาลบางไทร","234","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10771  :  โรงพยาบาลบางบาล","16","2","12.50","1","6.25","1","6.25","0","0.00","0","0.00"
"10772  :  โรงพยาบาลบางปะอิน","271","15","5.54","1","0.37","1","0.37","9","3.32","4","1.48"
"10773  :  โรงพยาบาลบางปะหัน","65","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10774  :  โรงพยาบาลผักไห่","3","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10775  :  โรงพยาบาลภาชี","393","35","8.91","7","1.78","8","2.04","17","4.33","3","0.76"
"10776  :  โรงพยาบาลลาดบัวหลวง","119","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10777  :  โรงพยาบาลวังน้อย","29","2","6.90","0","0.00","0","0.00","1","3.45","1","3.45"
"10778  :  โรงพยาบาลบางซ้าย","1","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10779  :  โรงพยาบาลอุทัย","33","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10780  :  โรงพยาบาลมหาราช","82","2","2.44","1","1.22","0","0.00","0","0.00","1","1.22"
"10781  :  โรงพยาบาลบ้านแพรก","69","12","17.39","2","2.90","5","7.25","4","5.80","1","1.45"
"10689  :  โรงพยาบาลอ่างทอง","85","1","1.18","1","1.18","0","0.00","0","0.00","0","0.00"
"10782  :  โรงพยาบาลไชโย","27","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10784  :  โรงพยาบาลป่าโมก","6","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","170","5","2.94","2","1.18","1","0.59","2","1.18","0","0.00"
"10786  :  โรงพยาบาลแสวงหา","69","3","4.35","0","0.00","1","1.45","0","0.00","2","2.90"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","140","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10788  :  โรงพยาบาลสามโก้","80","3","3.75","1","1.25","2","2.50","0","0.00","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","55","2","3.64","1","1.82","0","0.00","0","0.00","1","1.82"
"10789  :  โรงพยาบาลพัฒนานิคม","1,200","12","1.00","5","0.42","2","0.17","1","0.08","4","0.33"
"10790  :  โรงพยาบาลโคกสำโรง","353","3","0.85","1","0.28","1","0.28","0","0.00","1","0.28"
"10791  :  โรงพยาบาลชัยบาดาล","559","30","5.37","3","0.54","8","1.43","15","2.68","4","0.72"
"10792  :  โรงพยาบาลท่าวุ้ง","80","1","1.25","0","0.00","0","0.00","1","1.25","0","0.00"
"10793  :  โรงพยาบาลท่าหลวง","854","17","1.99","3","0.35","4","0.47","2","0.23","8","0.94"
"10794  :  โรงพยาบาลสระโบสถ์","52","2","3.85","0","0.00","0","0.00","2","3.85","0","0.00"
"10795  :  โรงพยาบาลโคกเจริญ","185","5","2.70","1","0.54","2","1.08","1","0.54","1","0.54"
"10796  :  โรงพยาบาลลำสนธิ","366","11","3.01","2","0.55","2","0.55","4","1.09","3","0.82"
"10797  :  โรงพยาบาลหนองม่วง","138","1","0.72","0","0.00","1","0.72","0","0.00","0","0.00"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","4","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10693  :  โรงพยาบาลอินทร์บุรี","19","4","21.05","0","0.00","1","5.26","2","10.53","1","5.26"
"10798  :  โรงพยาบาลบางระจัน","41","4","9.76","3","7.32","1","2.44","0","0.00","0","0.00"
"10799  :  โรงพยาบาลค่ายบางระจัน","346","6","1.73","0","0.00","3","0.87","1","0.29","2","0.58"
"10800  :  โรงพยาบาลพรหมบุรี","159","16","10.06","5","3.14","3","1.89","4","2.52","4","2.52"
"10801  :  โรงพยาบาลท่าช้าง","11","1","9.09","1","9.09","0","0.00","0","0.00","0","0.00"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","10","2","20.00","0","0.00","1","10.00","0","0.00","1","10.00"
"10802  :  โรงพยาบาลมโนรมย์","276","9","3.26","0","0.00","3","1.09","6","2.17","0","0.00"
"10803  :  โรงพยาบาลวัดสิงห์","1,670","21","1.26","4","0.24","5","0.30","8","0.48","4","0.24"
"10804  :  โรงพยาบาลสรรพยา","80","5","6.25","1","1.25","2","2.50","0","0.00","2","2.50"
"10805  :  โรงพยาบาลสรรคบุรี","2,110","28","1.33","6","0.28","8","0.38","7","0.33","7","0.33"
"10806  :  โรงพยาบาลหันคา","528","11","2.08","2","0.38","3","0.57","6","1.14","0","0.00"
"27974  :  โรงพยาบาลหนองมะโมง","56","2","3.57","0","0.00","1","1.79","0","0.00","1","1.79"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","238","6","2.52","3","1.26","0","0.00","1","0.42","2","0.84"
"10695  :  โรงพยาบาลพระพุทธบาท","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","124","4","3.23","3","2.42","0","0.00","0","0.00","1","0.81"
"10808  :  โรงพยาบาลหนองแค","129","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10809  :  โรงพยาบาลวิหารแดง","439","2","0.46","0","0.00","0","0.00","0","0.00","2","0.46"
"10810  :  โรงพยาบาลหนองแซง","349","2","0.57","0","0.00","2","0.57","0","0.00","0","0.00"
"10811  :  โรงพยาบาลบ้านหมอ","271","2","0.74","0","0.00","1","0.37","1","0.37","0","0.00"
"10812  :  โรงพยาบาลดอนพุด","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","107","4","3.74","0","0.00","0","0.00","2","1.87","2","1.87"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","187","7","3.74","2","1.07","3","1.60","1","0.53","1","0.53"
"10815  :  โรงพยาบาลมวกเหล็ก","857","1","0.12","0","0.00","1","0.12","0","0.00","0","0.00"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","529","7","1.32","1","0.19","1","0.19","2","0.38","3","0.57"
"11485  :  โรงพยาบาลค่ายอดิศร","156","9","5.77","3","1.92","1","0.64","2","1.28","3","1.92"
"10662  :  โรงพยาบาลชลบุรี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","56","1","1.79","0","0.00","0","0.00","0","0.00","1","1.79"
"10818  :  โรงพยาบาลหนองใหญ่","821","3","0.37","1","0.12","0","0.00","1","0.12","1","0.12"
"10819  :  โรงพยาบาลบางละมุง","648","28","4.32","9","1.39","9","1.39","6","0.93","4","0.62"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","89","2","2.25","1","1.12","0","0.00","0","0.00","1","1.12"
"10821  :  โรงพยาบาลพานทอง","2,770","35","1.26","12","0.43","6","0.22","12","0.43","5","0.18"
"10822  :  โรงพยาบาลพนัสนิคม","4,479","82","1.83","16","0.36","25","0.56","15","0.33","26","0.58"
"10823  :  โรงพยาบาลแหลมฉบัง","450","17","3.78","5","1.11","6","1.33","3","0.67","3","0.67"
"10824  :  โรงพยาบาลเกาะสีชัง","408","14","3.43","6","1.47","5","1.23","1","0.25","2","0.49"
"10825  :  โรงพยาบาลสัตหีบกม10","1,940","18","0.93","4","0.21","2","0.10","9","0.46","3","0.15"
"10826  :  โรงพยาบาลบ่อทอง","203","2","0.99","1","0.49","1","0.49","0","0.00","0","0.00"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","52","2","3.85","1","1.92","1","1.92","0","0.00","0","0.00"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","18","2","11.11","0","0.00","0","0.00","1","5.56","1","5.56"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","30","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"28005  :  โรงพยาบาลเมืองพัทยา","162","5","3.09","1","0.62","2","1.23","1","0.62","1","0.62"
"28006  :  โรงพยาบาลเกาะจันทร์","109","2","1.83","0","0.00","1","0.92","1","0.92","0","0.00"
"10663  :  โรงพยาบาลระยอง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","655","9","1.37","1","0.15","2","0.31","3","0.46","3","0.46"
"10828  :  โรงพยาบาลบ้านฉาง","3,868","51","1.32","12","0.31","15","0.39","13","0.34","11","0.28"
"10829  :  โรงพยาบาลแกลง","10","1","10.00","0","0.00","0","0.00","1","10.00","0","0.00"
"10830  :  โรงพยาบาลวังจันทร์","478","5","1.05","1","0.21","0","0.00","2","0.42","2","0.42"
"10831  :  โรงพยาบาลบ้านค่าย","343","20","5.83","4","1.17","5","1.46","3","0.87","8","2.33"
"10832  :  โรงพยาบาลปลวกแดง","55","2","3.64","0","0.00","1","1.82","1","1.82","0","0.00"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","335","8","2.39","3","0.90","1","0.30","1","0.30","3","0.90"
"23962  :  โรงพยาบาลนิคมพัฒนา","53","2","3.77","1","1.89","1","1.89","0","0.00","0","0.00"
"10664  :  โรงพยาบาลพระปกเกล้า","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10834  :  โรงพยาบาลขลุง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10835  :  โรงพยาบาลท่าใหม่","1","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
