"โรงพยาบาล","ผู้ป่วยที่อยู่ในเขตรับผิดชอบ Typearea 1,3","ผู้ป่วยที่มารับบริการของหน่วยบริการจากแฟ้ม ChronicFU"
"รวมทั้งหมด","ผู้ป่วยเบาหวานที่ไม่มีโรคร่วม","ผู้ป่วยเบาหวานที่มีโรคร่วม","รวมทั้งหมด","ผู้ป่วยเบาหวานที่ไม่มีโรคร่วม","ผู้ป่วยเบาหวานที่มีโรคร่วม"
"จำนวนผู้ป่วย(B1)","ได้รับการตรวจ","ร้อยละการตรวจ","ควบคุมได้ดี(A1)","ร้อยละควบคุมได้ดี(A1*100)/B1","จำนวนผู้ป่วย(D1)","ได้รับการตรวจ","ควบคุมได้ดี(C1)","ร้อยละควบคุมได้ดี(C1*100)/D1","จำนวนผู้ป่วย(F1)","ได้รับการตรวจ","ควบคุมได้ดี(E1)","ร้อยละควบคุมได้ดี(F1*100)/E1","จำนวนผู้ป่วย(B2)","ได้รับการตรวจ","ร้อยละการตรวจ","ควบคุมได้ดี(A2)","ร้อยละควบคุมได้ดี(A2*100)/B2","จำนวนผู้ป่วย(D2)","ได้รับการตรวจ","ควบคุมได้ดี(C2)","ร้อยละ(C2*100)/D2","จำนวนผู้ป่วย(F2)","ได้รับการตรวจ","ควบคุมได้ดี(E2)","ร้อยละ(F2*100)/E2"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","69","0","0.00","0","0.00","69","0","0","0.00","0","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","9","5","55.56","1","11.11","9","5","1","11.11","0","0","0","0.00","9,491","8,211","86.51","3,048","32.11","9,491","8,211","3,048","32.11","0","0","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","1,572","1,525","97.01","520","33.08","1,572","1,525","520","33.08","0","0","0","0.00"
"10753  :  โรงพยาบาลบางพลี","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","4,072","3,162","77.65","898","22.05","4,072","3,162","898","22.05","0","0","0","0.00"
"10754  :  โรงพยาบาลบางจาก","736","583","79.21","175","23.78","736","583","175","23.78","0","0","0","0.00","2,009","1,670","83.13","474","23.59","2,009","1,670","474","23.59","0","0","0","0.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","863","531","61.53","166","19.24","863","531","166","19.24","0","0","0","0.00","2,546","1,801","70.74","532","20.90","2,546","1,801","532","20.90","0","0","0","0.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","745","410","55.03","140","18.79","745","410","140","18.79","0","0","0","0.00","1,078","596","55.29","187","17.35","1,078","596","187","17.35","0","0","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","2,889","0","0.00","0","0.00","2,889","0","0","0.00","0","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","773","60","7.76","22","2.85","773","60","22","2.85","0","0","0","0.00","493","2","0.41","1","0.20","493","2","1","0.20","0","0","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","235","135","57.45","31","13.19","235","135","31","13.19","0","0","0","0.00","477","312","65.41","55","11.53","477","312","55","11.53","0","0","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","21,891","11,831","54.05","5,935","27.11","21,891","11,831","5,935","27.11","0","0","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","404","211","52.23","94","23.27","404","211","94","23.27","0","0","0","0.00","1,414","1,048","74.12","390","27.58","1,414","1,048","390","27.58","0","0","0","0.00"
"10757  :  โรงพยาบาลบางใหญ่","430","305","70.93","184","42.79","430","305","184","42.79","0","0","0","0.00","3,438","2,737","79.61","1,560","45.38","3,438","2,737","1,560","45.38","0","0","0","0.00"
"10758  :  โรงพยาบาลบางบัวทอง","413","279","67.55","165","39.95","413","279","165","39.95","0","0","0","0.00","2,973","2,380","80.05","1,302","43.79","2,973","2,380","1,302","43.79","0","0","0","0.00"
"10759  :  โรงพยาบาลไทรน้อย","1,009","710","70.37","264","26.16","1,009","710","264","26.16","0","0","0","0.00","3,119","2,129","68.26","787","25.23","3,119","2,129","787","25.23","0","0","0","0.00"
"10760  :  โรงพยาบาลปากเกร็ด","1,261","775","61.46","295","23.39","1,261","775","295","23.39","0","0","0","0.00","3,079","2,103","68.30","742","24.10","3,079","2,103","742","24.10","0","0","0","0.00"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","1,844","0","0.00","0","0.00","1,844","0","0","0.00","0","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","92","69","75.00","27","29.35","92","69","27","29.35","0","0","0","0.00","181","109","60.22","57","31.49","181","109","57","31.49","0","0","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","217","125","57.60","39","17.97","217","125","39","17.97","0","0","0","0.00","583","374","64.15","102","17.50","583","374","102","17.50","0","0","0","0.00"
"10687  :  โรงพยาบาลปทุมธานี","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","5,264","3,710","70.48","1,319","25.06","5,264","3,710","1,319","25.06","0","0","0","0.00"
"10761  :  โรงพยาบาลคลองหลวง","333","222","66.67","130","39.04","333","222","130","39.04","0","0","0","0.00","3,157","2,611","82.71","1,329","42.10","3,157","2,611","1,329","42.10","0","0","0","0.00"
"10762  :  โรงพยาบาลธัญบุรี","514","339","65.95","245","47.67","514","339","245","47.67","0","0","0","0.00","2,819","1,469","52.11","1,060","37.60","2,819","1,469","1,060","37.60","0","0","0","0.00"
"10763  :  โรงพยาบาลประชาธิปัตย์","531","292","54.99","138","25.99","531","292","138","25.99","0","0","0","0.00","2,566","1,428","55.65","678","26.42","2,566","1,428","678","26.42","0","0","0","0.00"
