"โรงพยาบาล","ผู้ป่วยที่อยู่ในเขตรับผิดชอบ Typearea 1,3","ผู้ป่วยที่มารับบริการของหน่วยบริการจากแฟ้ม ChronicFU"
"รวมทั้งหมด","ผู้ป่วยเบาหวานที่ไม่มีโรคร่วม","ผู้ป่วยเบาหวานที่มีโรคร่วม","รวมทั้งหมด","ผู้ป่วยเบาหวานที่ไม่มีโรคร่วม","ผู้ป่วยเบาหวานที่มีโรคร่วม"
"จำนวนผู้ป่วย(B1)","ได้รับการตรวจ","ร้อยละการตรวจ","ควบคุมได้ดี(A1)","ร้อยละควบคุมได้ดี(A1*100)/B1","จำนวนผู้ป่วย(D1)","ได้รับการตรวจ","ควบคุมได้ดี(C1)","ร้อยละควบคุมได้ดี(C1*100)/D1","จำนวนผู้ป่วย(F1)","ได้รับการตรวจ","ควบคุมได้ดี(E1)","ร้อยละควบคุมได้ดี(F1*100)/E1","จำนวนผู้ป่วย(B2)","ได้รับการตรวจ","ร้อยละการตรวจ","ควบคุมได้ดี(A2)","ร้อยละควบคุมได้ดี(A2*100)/B2","จำนวนผู้ป่วย(D2)","ได้รับการตรวจ","ควบคุมได้ดี(C2)","ร้อยละ(C2*100)/D2","จำนวนผู้ป่วย(F2)","ได้รับการตรวจ","ควบคุมได้ดี(E2)","ร้อยละ(F2*100)/E2"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","203","8","3.94","7","3.45","155","4","3","1.94","48","4","4","8.33"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","7,716","6,537","84.72","2,591","33.58","7,646","6,485","2,559","33.47","70","52","32","45.71"
"10752  :  โรงพยาบาลบางบ่อ","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","1,530","1,486","97.12","512","33.46","1,529","1,485","512","33.49","1","1","0","0.00"
"10753  :  โรงพยาบาลบางพลี","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","4,146","3,395","81.89","1,024","24.70","3,863","3,208","898","23.25","283","187","126","44.52"
"10754  :  โรงพยาบาลบางจาก","858","615","71.68","167","19.46","818","598","156","19.07","40","17","11","27.50","2,065","1,680","81.36","405","19.61","1,923","1,598","348","18.10","142","82","57","40.14"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","865","515","59.54","202","23.35","783","473","174","22.22","82","42","28","34.15","2,784","2,030","72.92","759","27.26","2,499","1,864","654","26.17","285","166","105","36.84"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","817","185","22.64","85","10.40","677","169","76","11.23","140","16","9","6.43","1,099","263","23.93","115","10.46","896","236","99","11.05","203","27","16","7.88"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","2,527","0","0.00","0","0.00","1,760","0","0","0.00","767","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","1","0","0.00","0","0.00","1","0","0","0.00","0","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","670","44","6.57","15","2.24","551","44","15","2.72","119","0","0","0.00","238","5","2.10","2","0.84","220","5","2","0.91","18","0","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","251","171","68.13","70","27.89","244","166","67","27.46","7","5","3","42.86","578","491","84.95","182","31.49","563","480","176","31.26","15","11","6","40.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","20,802","13,008","62.53","7,752","37.27","17,179","10,407","5,653","32.91","3,623","2,601","2,099","57.94"
"10756  :  โรงพยาบาลบางกรวย","210","159","75.71","76","36.19","187","143","63","33.69","23","16","13","56.52","1,317","985","74.79","441","33.49","1,227","931","399","32.52","90","54","42","46.67"
"10757  :  โรงพยาบาลบางใหญ่","457","304","66.52","211","46.17","424","282","193","45.52","33","22","18","54.55","3,659","2,832","77.40","1,790","48.92","3,401","2,636","1,624","47.75","258","196","166","64.34"
"10758  :  โรงพยาบาลบางบัวทอง","461","292","63.34","176","38.18","418","265","154","36.84","43","27","22","51.16","3,067","2,279","74.31","1,354","44.15","2,839","2,151","1,249","43.99","228","128","105","46.05"
"10759  :  โรงพยาบาลไทรน้อย","1,050","684","65.14","262","24.95","941","608","215","22.85","109","76","47","43.12","3,369","2,096","62.21","740","21.96","3,031","1,949","647","21.35","338","147","93","27.51"
"10760  :  โรงพยาบาลปากเกร็ด","1,216","697","57.32","336","27.63","1,128","661","313","27.75","88","36","23","26.14","3,015","1,994","66.14","941","31.21","2,883","1,908","878","30.45","132","86","63","47.73"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","2,592","0","0.00","0","0.00","1,337","0","0","0.00","1,255","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","95","71","74.74","33","34.74","89","66","28","31.46","6","5","5","83.33","140","78","55.71","46","32.86","133","73","41","30.83","7","5","5","71.43"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","222","103","46.40","41","18.47","202","92","37","18.32","20","11","4","20.00","663","376","56.71","131","19.76","629","361","123","19.55","34","15","8","23.53"
"10687  :  โรงพยาบาลปทุมธานี","0","0","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","5,448","3,498","64.21","1,374","25.22","5,388","3,464","1,352","25.09","60","34","22","36.67"
"10761  :  โรงพยาบาลคลองหลวง","316","197","62.34","106","33.54","310","191","101","32.58","6","6","5","83.33","3,269","2,720","83.21","1,203","36.80","3,202","2,670","1,169","36.51","67","50","34","50.75"
"10762  :  โรงพยาบาลธัญบุรี","506","297","58.70","192","37.94","503","296","191","37.97","3","1","1","33.33","2,947","1,772","60.13","1,109","37.63","2,918","1,760","1,098","37.63","29","12","11","37.93"
"10763  :  โรงพยาบาลประชาธิปัตย์","496","415","83.67","216","43.55","442","374","187","42.31","54","41","29","53.70","2,564","1,977","77.11","866","33.78","2,315","1,794","739","31.92","249","183","127","51.00"
