"โรงพยาบาล","จำนวนสงสัยป่วย (คน)(B)","จำนวนที่ร้อยละ 30","จำนวนที่พื้นที่กำหนดเป็นเป้าหมาย","มีผลการวัดความดันโลหิตที่บ้าน(A)","ร้อยละ"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","0","0","0","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","0","0","0","0","0.00"
"10753  :  โรงพยาบาลบางพลี","0","0","0","0","0.00"
"10754  :  โรงพยาบาลบางจาก","12","4","1","1","8.33"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","56","17","36","36","64.29"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","87","27","63","63","72.41"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","20","6","19","19","95.00"
"28785  :  โรงพยาบาลบางเสาธง","9","3","9","9","100.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","4","2","2","2","50.00"
"10757  :  โรงพยาบาลบางใหญ่","41","13","28","28","68.29"
"10758  :  โรงพยาบาลบางบัวทอง","61","19","60","60","98.36"
"10759  :  โรงพยาบาลไทรน้อย","129","39","80","80","62.02"
"10760  :  โรงพยาบาลปากเกร็ด","137","42","69","69","50.36"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","3","1","0","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","24","8","21","21","87.50"
"10687  :  โรงพยาบาลปทุมธานี","0","0","0","0","0.00"
"10761  :  โรงพยาบาลคลองหลวง","25","8","1","1","4.00"
"10762  :  โรงพยาบาลธัญบุรี","321","97","141","141","43.93"
"10763  :  โรงพยาบาลประชาธิปัตย์","53","16","45","45","84.91"
"10764  :  โรงพยาบาลหนองเสือ","7","3","4","4","57.14"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","11","4","8","8","72.73"
"10766  :  โรงพยาบาลลำลูกกา","0","0","0","0","0.00"
"10767  :  โรงพยาบาลสามโคก","20","6","19","19","95.00"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0","0","0.00"
"10688  :  โรงพยาบาลเสนา","26","8","20","20","76.92"
"10768  :  โรงพยาบาลท่าเรือ","54","17","52","52","96.30"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","89","27","87","87","97.75"
"10770  :  โรงพยาบาลบางไทร","142","43","48","48","33.80"
"10771  :  โรงพยาบาลบางบาล","47","15","31","31","65.96"
"10772  :  โรงพยาบาลบางปะอิน","42","13","38","38","90.48"
"10773  :  โรงพยาบาลบางปะหัน","13","4","7","7","53.85"
"10774  :  โรงพยาบาลผักไห่","7","3","7","7","100.00"
"10775  :  โรงพยาบาลภาชี","220","66","148","148","67.27"
"10776  :  โรงพยาบาลลาดบัวหลวง","46","14","34","34","73.91"
"10777  :  โรงพยาบาลวังน้อย","11","4","11","11","100.00"
"10778  :  โรงพยาบาลบางซ้าย","87","27","87","87","100.00"
"10779  :  โรงพยาบาลอุทัย","23","7","0","0","0.00"
"10780  :  โรงพยาบาลมหาราช","45","14","20","20","44.44"
"10781  :  โรงพยาบาลบ้านแพรก","64","20","58","58","90.63"
"10689  :  โรงพยาบาลอ่างทอง","7","3","7","7","100.00"
"10782  :  โรงพยาบาลไชโย","32","10","31","31","96.88"
"10784  :  โรงพยาบาลป่าโมก","187","57","175","175","93.58"
"10785  :  โรงพยาบาลโพธิ์ทอง","122","37","116","116","95.08"
"10786  :  โรงพยาบาลแสวงหา","57","18","48","48","84.21"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","128","39","108","108","84.38"
"10788  :  โรงพยาบาลสามโก้","58","18","38","38","65.52"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","0","0","0","0","0.00"
"10789  :  โรงพยาบาลพัฒนานิคม","278","84","209","209","75.18"
"10790  :  โรงพยาบาลโคกสำโรง","76","23","76","76","100.00"
"10791  :  โรงพยาบาลชัยบาดาล","12","4","6","6","50.00"
"10792  :  โรงพยาบาลท่าวุ้ง","69","21","13","13","18.84"
"10793  :  โรงพยาบาลท่าหลวง","112","34","75","75","66.96"
"10794  :  โรงพยาบาลสระโบสถ์","355","107","348","348","98.03"
"10795  :  โรงพยาบาลโคกเจริญ","49","15","37","37","75.51"
"10796  :  โรงพยาบาลลำสนธิ","348","105","191","191","54.89"
"10797  :  โรงพยาบาลหนองม่วง","192","58","78","78","40.63"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","1","1","1","1","100.00"
"10693  :  โรงพยาบาลอินทร์บุรี","11","4","0","0","0.00"
"10798  :  โรงพยาบาลบางระจัน","13","4","10","10","76.92"
"10799  :  โรงพยาบาลค่ายบางระจัน","27","9","22","22","81.48"
"10800  :  โรงพยาบาลพรหมบุรี","53","16","53","53","100.00"
"10801  :  โรงพยาบาลท่าช้าง","19","6","13","13","68.42"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0","0","0.00"
"10802  :  โรงพยาบาลมโนรมย์","293","88","193","192","65.53"
"10803  :  โรงพยาบาลวัดสิงห์","100","30","93","93","93.00"
"10804  :  โรงพยาบาลสรรพยา","29","9","28","28","96.55"
"10805  :  โรงพยาบาลสรรคบุรี","283","85","281","281","99.29"
"10806  :  โรงพยาบาลหันคา","355","107","345","345","97.18"
"27974  :  โรงพยาบาลหนองมะโมง","42","13","37","37","88.10"
"27975  :  โรงพยาบาลเนินขาม","0","0","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","0","0","0","0","0.00"
"10695  :  โรงพยาบาลพระพุทธบาท","0","0","0","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","342","103","93","93","27.19"
"10808  :  โรงพยาบาลหนองแค","3","1","0","0","0.00"
"10809  :  โรงพยาบาลวิหารแดง","167","51","120","120","71.86"
"10810  :  โรงพยาบาลหนองแซง","111","34","101","101","90.99"
"10811  :  โรงพยาบาลบ้านหมอ","149","45","140","140","93.96"
"10812  :  โรงพยาบาลดอนพุด","0","0","0","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","89","27","70","70","78.65"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","113","34","83","83","73.45"
"10815  :  โรงพยาบาลมวกเหล็ก","32","10","32","32","100.00"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","26","8","26","26","100.00"
"11485  :  โรงพยาบาลค่ายอดิศร","261","79","0","0","0.00"
"10662  :  โรงพยาบาลชลบุรี","0","0","0","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","42","13","25","25","59.52"
"10818  :  โรงพยาบาลหนองใหญ่","27","9","25","25","92.59"
"10819  :  โรงพยาบาลบางละมุง","442","133","3","3","0.68"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","18","6","13","13","72.22"
"10821  :  โรงพยาบาลพานทอง","269","81","23","23","8.55"
"10822  :  โรงพยาบาลพนัสนิคม","255","77","1","1","0.39"
"10823  :  โรงพยาบาลแหลมฉบัง","290","87","12","12","4.14"
"10824  :  โรงพยาบาลเกาะสีชัง","204","62","36","36","17.65"
"10825  :  โรงพยาบาลสัตหีบกม10","952","286","577","577","60.61"
"10826  :  โรงพยาบาลบ่อทอง","103","31","88","88","85.44"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","129","39","96","96","74.42"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","1,518","456","10","10","0.66"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","7","3","0","0","0.00"
"28005  :  โรงพยาบาลเมืองพัทยา","86","26","4","4","4.65"
"28006  :  โรงพยาบาลเกาะจันทร์","95","29","38","38","40.00"
"10663  :  โรงพยาบาลระยอง","0","0","0","0","0.00"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","16","5","14","14","87.50"
"10828  :  โรงพยาบาลบ้านฉาง","252","76","214","214","84.92"
"10829  :  โรงพยาบาลแกลง","137","42","93","93","67.88"
"10830  :  โรงพยาบาลวังจันทร์","171","52","130","130","76.02"
"10831  :  โรงพยาบาลบ้านค่าย","465","140","432","432","92.90"
"10832  :  โรงพยาบาลปลวกแดง","382","115","75","75","19.63"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","102","31","100","100","98.04"
"23962  :  โรงพยาบาลนิคมพัฒนา","5","2","1","1","20.00"
"10664  :  โรงพยาบาลพระปกเกล้า","0","0","0","0","0.00"
"10834  :  โรงพยาบาลขลุง","0","0","0","0","0.00"
"10835  :  โรงพยาบาลท่าใหม่","0","0","0","0","0.00"
"10836  :  โรงพยาบาลเขาสุกิม","105","32","102","102","97.14"
"10837  :  โรงพยาบาลสองพี่น้อง","121","37","105","105","86.78"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","343","103","120","120","34.99"
"10839  :  โรงพยาบาลมะขาม","89","27","68","68","76.40"
"10840  :  โรงพยาบาลแหลมสิงห์","0","0","0","0","0.00"
"10841  :  โรงพยาบาลสอยดาว","0","0","0","0","0.00"
"10842  :  โรงพยาบาลแก่งหางแมว","43","13","27","27","62.79"
"10843  :  โรงพยาบาลนายายอาม","34","11","23","23","67.65"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","341","103","1","1","0.29"
"10696  :  โรงพยาบาลตราด","344","104","147","147","42.73"
"10845  :  โรงพยาบาลคลองใหญ่","462","139","279","279","60.39"
"10846  :  โรงพยาบาลเขาสมิง","318","96","169","169","53.14"
"10847  :  โรงพยาบาลบ่อไร่","138","42","112","112","81.16"
"10848  :  โรงพยาบาลแหลมงอบ","68","21","45","45","66.18"
"10849  :  โรงพยาบาลเกาะกูด","26","8","21","21","80.77"
"13816  :  โรงพยาบาลเกาะช้าง","38","12","14","14","36.84"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","29","9","28","28","96.55"
"10850  :  โรงพยาบาลบางคล้า","6","2","0","0","0.00"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","0","0","0","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","62","19","45","45","72.58"
"10854  :  โรงพยาบาลพนมสารคาม","66","20","61","61","92.42"
"10855  :  โรงพยาบาลสนามชัยเขต","0","0","0","0","0.00"
"10856  :  โรงพยาบาลแปลงยาว","37","12","24","24","64.86"
"13747  :  โรงพยาบาลราชสาส์น","14","5","14","14","100.00"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","4","2","0","0","0.00"
"10857  :  โรงพยาบาลกบินทร์บุรี","33","10","32","32","96.97"
"10858  :  โรงพยาบาลนาดี","70","21","56","56","80.00"
"10859  :  โรงพยาบาลบ้านสร้าง","163","49","61","61","37.42"
"10860  :  โรงพยาบาลประจันตคาม","182","55","158","158","86.81"
"10861  :  โรงพยาบาลศรีมหาโพธิ","178","54","110","110","61.80"
"10862  :  โรงพยาบาลศรีมโหสถ","293","88","246","246","83.96"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","59","18","0","0","0.00"
"10698  :  โรงพยาบาลนครนายก","439","132","359","359","81.78"
"10863  :  โรงพยาบาลปากพลี","7","3","5","5","71.43"
"10864  :  โรงพยาบาลบ้านนา","22","7","19","19","86.36"
"10865  :  โรงพยาบาลองครักษ์","56","17","48","48","85.71"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","0","0","0","0","0.00"
"10866  :  โรงพยาบาลคลองหาด","212","64","68","68","32.08"
"10867  :  โรงพยาบาลตาพระยา","127","39","0","0","0.00"
"10868  :  โรงพยาบาลวังน้ำเย็น","90","27","5","5","5.56"
"10869  :  โรงพยาบาลวัฒนานคร","233","70","231","231","99.14"
"10870  :  โรงพยาบาลอรัญประเทศ","164","50","2","2","1.22"
"13817  :  โรงพยาบาลเขาฉกรรจ์","75","23","75","75","100.00"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0","0","0.00"
"10871  :  โรงพยาบาลครบุรี","420","126","140","140","33.33"
"10872  :  โรงพยาบาลเสิงสาง","429","129","154","154","35.90"
"10873  :  โรงพยาบาลคง","249","75","0","0","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","360","108","236","236","65.56"
"10875  :  โรงพยาบาลจักราช","453","136","74","74","16.34"
"10876  :  โรงพยาบาลโชคชัย","359","108","2","2","0.56"
"10877  :  โรงพยาบาลด่านขุนทด","314","95","262","262","83.44"
"10878  :  โรงพยาบาลโนนไทย","398","120","1","1","0.25"
"10879  :  โรงพยาบาลโนนสูง","369","111","175","175","47.43"
"10880  :  โรงพยาบาลขามสะแกแสง","325","98","264","264","81.23"
"10881  :  โรงพยาบาลบัวใหญ่","121","37","0","0","0.00"
"10882  :  โรงพยาบาลประทาย","183","55","85","85","46.45"
"10883  :  โรงพยาบาลปักธงชัย","414","125","142","142","34.30"
"10884  :  โรงพยาบาลพิมาย","527","159","1","1","0.19"
"10885  :  โรงพยาบาลห้วยแถลง","265","80","238","238","89.81"
"10886  :  โรงพยาบาลชุมพวง","317","96","1","1","0.32"
"10887  :  โรงพยาบาลสูงเนิน","465","140","146","146","31.40"
"10888  :  โรงพยาบาลขามทะเลสอ","331","100","296","296","89.43"
"10889  :  โรงพยาบาลสีคิ้ว","265","80","115","115","43.40"
"10890  :  โรงพยาบาลปากช่องนานา","71","22","49","49","69.01"
"10891  :  โรงพยาบาลหนองบุญมาก","73","22","64","64","87.67"
"10892  :  โรงพยาบาลแก้งสนามนาง","354","107","321","321","90.68"
"10893  :  โรงพยาบาลโนนแดง","149","45","126","126","84.56"
"10894  :  โรงพยาบาลวังน้ำเขียว","38","12","0","0","0.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","40","12","35","35","87.50"
"11608  :  โรงพยาบาลลำทะเมนชัย","95","29","87","87","91.58"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","379","114","4","4","1.06"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","335","101","1","1","0.30"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","161","49","0","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","235","71","175","175","74.47"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","9","3","2","2","22.22"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","222","67","203","203","91.44"
"27839  :  โรงพยาบาลบัวลาย","105","32","99","99","94.29"
"27840  :  โรงพยาบาลสีดา","66","20","57","57","86.36"
"27841  :  โรงพยาบาลเทพารักษ์","58","18","31","31","53.45"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","15","5","15","15","100.00"
"10896  :  โรงพยาบาลกระสัง","18","6","17","17","94.44"
"10897  :  โรงพยาบาลนางรอง","0","0","0","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","75","23","70","70","93.33"
"10899  :  โรงพยาบาลละหานทราย","40","12","39","39","97.50"
"10900  :  โรงพยาบาลประโคนชัย","12","4","5","5","41.67"
"10901  :  โรงพยาบาลบ้านกรวด","164","50","162","162","98.78"
"10902  :  โรงพยาบาลพุทไธสง","191","58","136","136","71.20"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0","0","0.00"
"10905  :  โรงพยาบาลสตึก","98","30","97","97","98.98"
"10906  :  โรงพยาบาลปะคำ","142","43","142","142","100.00"
"10907  :  โรงพยาบาลนาโพธิ์","170","51","167","167","98.24"
"10908  :  โรงพยาบาลหนองหงส์","68","21","68","68","100.00"
"10909  :  โรงพยาบาลพลับพลาชัย","30","9","28","28","93.33"
"10910  :  โรงพยาบาลห้วยราช","4","2","4","4","100.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","33","10","32","32","96.97"
"10912  :  โรงพยาบาลชำนิ","223","67","219","219","98.21"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","111","34","111","111","100.00"
"10914  :  โรงพยาบาลโนนดินแดง","93","28","91","91","97.85"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","47","15","47","47","100.00"
"23578  :  โรงพยาบาลแคนดง","285","86","241","241","84.56"
"28020  :  โรงพยาบาลบ้านด่าน","109","33","99","99","90.83"
"10668  :  โรงพยาบาลสุรินทร์","0","0","0","0","0.00"
