"โรงพยาบาล","จำนวนสงสัยป่วย (คน)(B)","จำนวนที่ร้อยละ 30","จำนวนที่พื้นที่กำหนดเป็นเป้าหมาย","มีผลการวัดความดันโลหิตที่บ้าน(A)","ร้อยละ"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","1","1","0","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","0","0","0","0","0.00"
"10753  :  โรงพยาบาลบางพลี","2","1","0","0","0.00"
"10754  :  โรงพยาบาลบางจาก","8","3","0","0","0.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","115","35","30","30","26.09"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","8","3","6","6","75.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","18","6","18","18","100.00"
"28785  :  โรงพยาบาลบางเสาธง","2","1","2","2","100.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","15","5","9","9","60.00"
"10757  :  โรงพยาบาลบางใหญ่","44","14","1","1","2.27"
"10758  :  โรงพยาบาลบางบัวทอง","246","74","26","26","10.57"
"10759  :  โรงพยาบาลไทรน้อย","328","99","44","44","13.41"
"10760  :  โรงพยาบาลปากเกร็ด","90","27","20","20","22.22"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","163","49","0","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","31","10","4","4","12.90"
"10687  :  โรงพยาบาลปทุมธานี","0","0","0","0","0.00"
"10761  :  โรงพยาบาลคลองหลวง","67","21","12","12","17.91"
"10762  :  โรงพยาบาลธัญบุรี","645","194","99","99","15.35"
"10763  :  โรงพยาบาลประชาธิปัตย์","3","1","0","0","0.00"
"10764  :  โรงพยาบาลหนองเสือ","6","2","5","5","83.33"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","18","6","0","0","0.00"
"10766  :  โรงพยาบาลลำลูกกา","0","0","0","0","0.00"
"10767  :  โรงพยาบาลสามโคก","19","6","4","4","21.05"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0","0","0.00"
"10688  :  โรงพยาบาลเสนา","69","21","50","50","72.46"
"10768  :  โรงพยาบาลท่าเรือ","258","78","129","129","50.00"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","0","0","0","0","0.00"
"10770  :  โรงพยาบาลบางไทร","89","27","9","9","10.11"
"10771  :  โรงพยาบาลบางบาล","30","9","3","3","10.00"
"10772  :  โรงพยาบาลบางปะอิน","67","21","10","10","14.93"
"10773  :  โรงพยาบาลบางปะหัน","23","7","4","4","17.39"
"10774  :  โรงพยาบาลผักไห่","3","1","2","2","66.67"
"10775  :  โรงพยาบาลภาชี","32","10","7","7","21.88"
"10776  :  โรงพยาบาลลาดบัวหลวง","55","17","5","4","7.27"
"10777  :  โรงพยาบาลวังน้อย","44","14","5","5","11.36"
"10778  :  โรงพยาบาลบางซ้าย","171","52","56","55","32.16"
"10779  :  โรงพยาบาลอุทัย","22","7","0","0","0.00"
"10780  :  โรงพยาบาลมหาราช","31","10","31","31","100.00"
"10781  :  โรงพยาบาลบ้านแพรก","50","15","6","6","12.00"
"10689  :  โรงพยาบาลอ่างทอง","11","4","9","9","81.82"
"10782  :  โรงพยาบาลไชโย","61","19","10","10","16.39"
"10784  :  โรงพยาบาลป่าโมก","100","30","16","16","16.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","148","45","29","29","19.59"
"10786  :  โรงพยาบาลแสวงหา","263","79","28","28","10.65"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","8","3","5","5","62.50"
"10788  :  โรงพยาบาลสามโก้","42","13","6","6","14.29"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","43","13","4","4","9.30"
"10789  :  โรงพยาบาลพัฒนานิคม","325","98","85","85","26.15"
"10790  :  โรงพยาบาลโคกสำโรง","10","3","2","2","20.00"
"10791  :  โรงพยาบาลชัยบาดาล","214","65","124","124","57.94"
"10792  :  โรงพยาบาลท่าวุ้ง","160","48","136","136","85.00"
"10793  :  โรงพยาบาลท่าหลวง","131","40","13","13","9.92"
"10794  :  โรงพยาบาลสระโบสถ์","6","2","5","5","83.33"
"10795  :  โรงพยาบาลโคกเจริญ","252","76","29","29","11.51"
"10796  :  โรงพยาบาลลำสนธิ","209","63","2","2","0.96"
"10797  :  โรงพยาบาลหนองม่วง","459","138","47","46","10.02"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","1","1","1","1","100.00"
"10693  :  โรงพยาบาลอินทร์บุรี","13","4","13","13","100.00"
"10798  :  โรงพยาบาลบางระจัน","55","17","7","7","12.73"
"10799  :  โรงพยาบาลค่ายบางระจัน","157","48","57","57","36.31"
"10800  :  โรงพยาบาลพรหมบุรี","37","12","9","9","24.32"
"10801  :  โรงพยาบาลท่าช้าง","5","2","3","3","60.00"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0","0","0.00"
"10802  :  โรงพยาบาลมโนรมย์","290","87","32","32","11.03"
"10803  :  โรงพยาบาลวัดสิงห์","88","27","10","10","11.36"
"10804  :  โรงพยาบาลสรรพยา","7","3","5","5","71.43"
"10805  :  โรงพยาบาลสรรคบุรี","93","28","12","12","12.90"
"10806  :  โรงพยาบาลหันคา","420","126","47","47","11.19"
"27974  :  โรงพยาบาลหนองมะโมง","97","30","89","89","91.75"
"27975  :  โรงพยาบาลเนินขาม","0","0","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","0","0","0","0","0.00"
"10695  :  โรงพยาบาลพระพุทธบาท","0","0","0","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","324","98","8","8","2.47"
"10808  :  โรงพยาบาลหนองแค","6","2","1","1","16.67"
"10809  :  โรงพยาบาลวิหารแดง","242","73","7","6","2.48"
"10810  :  โรงพยาบาลหนองแซง","58","18","9","9","15.52"
"10811  :  โรงพยาบาลบ้านหมอ","495","149","404","404","81.62"
"10812  :  โรงพยาบาลดอนพุด","0","0","0","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","68","21","1","1","1.47"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","66","20","10","10","15.15"
"10815  :  โรงพยาบาลมวกเหล็ก","6","2","3","3","50.00"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","95","29","14","14","14.74"
"11485  :  โรงพยาบาลค่ายอดิศร","32","10","1","1","3.13"
"10662  :  โรงพยาบาลชลบุรี","0","0","0","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","254","77","14","14","5.51"
"10818  :  โรงพยาบาลหนองใหญ่","118","36","56","56","47.46"
"10819  :  โรงพยาบาลบางละมุง","2,369","711","353","353","14.90"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","10","3","2","2","20.00"
"10821  :  โรงพยาบาลพานทอง","160","48","0","0","0.00"
"10822  :  โรงพยาบาลพนัสนิคม","634","191","0","0","0.00"
"10823  :  โรงพยาบาลแหลมฉบัง","1,832","550","743","743","40.56"
"10824  :  โรงพยาบาลเกาะสีชัง","183","55","13","13","7.10"
"10825  :  โรงพยาบาลสัตหีบกม10","652","196","60","60","9.20"
"10826  :  โรงพยาบาลบ่อทอง","262","79","28","28","10.69"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","45","14","0","0","0.00"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","2","1","1","1","50.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","8,228","2,469","29","29","0.35"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","7","3","1","1","14.29"
"28005  :  โรงพยาบาลเมืองพัทยา","214","65","1","1","0.47"
"28006  :  โรงพยาบาลเกาะจันทร์","496","149","54","54","10.89"
"10663  :  โรงพยาบาลระยอง","0","0","0","0","0.00"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","186","56","21","21","11.29"
"10828  :  โรงพยาบาลบ้านฉาง","382","115","1","1","0.26"
"10829  :  โรงพยาบาลแกลง","160","48","0","0","0.00"
"10830  :  โรงพยาบาลวังจันทร์","62","19","8","8","12.90"
"10831  :  โรงพยาบาลบ้านค่าย","871","262","98","98","11.25"
"10832  :  โรงพยาบาลปลวกแดง","574","173","0","0","0.00"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","130","39","2","2","1.54"
"23962  :  โรงพยาบาลนิคมพัฒนา","9","3","0","0","0.00"
"10664  :  โรงพยาบาลพระปกเกล้า","0","0","0","0","0.00"
"10834  :  โรงพยาบาลขลุง","0","0","0","0","0.00"
"10835  :  โรงพยาบาลท่าใหม่","0","0","0","0","0.00"
"10836  :  โรงพยาบาลเขาสุกิม","58","18","6","6","10.34"
"10837  :  โรงพยาบาลสองพี่น้อง","133","40","0","0","0.00"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","163","49","0","0","0.00"
"10839  :  โรงพยาบาลมะขาม","103","31","11","11","10.68"
"10840  :  โรงพยาบาลแหลมสิงห์","0","0","0","0","0.00"
"10841  :  โรงพยาบาลสอยดาว","0","0","0","0","0.00"
"10842  :  โรงพยาบาลแก่งหางแมว","66","20","5","5","7.58"
"10843  :  โรงพยาบาลนายายอาม","96","29","16","16","16.67"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","72","22","6","6","8.33"
"10696  :  โรงพยาบาลตราด","252","76","30","30","11.90"
"10845  :  โรงพยาบาลคลองใหญ่","149","45","16","16","10.74"
"10846  :  โรงพยาบาลเขาสมิง","378","114","64","64","16.93"
"10847  :  โรงพยาบาลบ่อไร่","169","51","39","39","23.08"
"10848  :  โรงพยาบาลแหลมงอบ","23","7","2","2","8.70"
"10849  :  โรงพยาบาลเกาะกูด","23","7","5","5","21.74"
"13816  :  โรงพยาบาลเกาะช้าง","46","14","6","6","13.04"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","57","18","35","35","61.40"
"10850  :  โรงพยาบาลบางคล้า","2","1","0","0","0.00"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","0","0","0","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","43","13","7","7","16.28"
"10854  :  โรงพยาบาลพนมสารคาม","213","64","18","18","8.45"
"10855  :  โรงพยาบาลสนามชัยเขต","1","1","0","0","0.00"
"10856  :  โรงพยาบาลแปลงยาว","9","3","0","0","0.00"
"13747  :  โรงพยาบาลราชสาส์น","55","17","55","55","100.00"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","18","6","6","6","33.33"
"10857  :  โรงพยาบาลกบินทร์บุรี","41","13","19","19","46.34"
"10858  :  โรงพยาบาลนาดี","162","49","22","22","13.58"
"10859  :  โรงพยาบาลบ้านสร้าง","409","123","1","1","0.24"
"10860  :  โรงพยาบาลประจันตคาม","423","127","38","38","8.98"
"10861  :  โรงพยาบาลศรีมหาโพธิ","394","119","79","78","19.80"
"10862  :  โรงพยาบาลศรีมโหสถ","265","80","29","29","10.94"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","183","55","0","0","0.00"
"10698  :  โรงพยาบาลนครนายก","504","152","51","51","10.12"
"10863  :  โรงพยาบาลปากพลี","6","2","3","3","50.00"
"10864  :  โรงพยาบาลบ้านนา","57","18","5","5","8.77"
"10865  :  โรงพยาบาลองครักษ์","64","20","7","7","10.94"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","0","0","0","0","0.00"
"10866  :  โรงพยาบาลคลองหาด","65","20","7","7","10.77"
"10867  :  โรงพยาบาลตาพระยา","90","27","0","0","0.00"
"10868  :  โรงพยาบาลวังน้ำเย็น","360","108","41","41","11.39"
"10869  :  โรงพยาบาลวัฒนานคร","300","90","0","0","0.00"
"10870  :  โรงพยาบาลอรัญประเทศ","147","45","15","15","10.20"
"13817  :  โรงพยาบาลเขาฉกรรจ์","50","15","9","9","18.00"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0","0","0.00"
"10871  :  โรงพยาบาลครบุรี","405","122","44","44","10.86"
"10872  :  โรงพยาบาลเสิงสาง","393","118","44","44","11.20"
"10873  :  โรงพยาบาลคง","273","82","1","1","0.37"
"10874  :  โรงพยาบาลบ้านเหลื่อม","383","115","81","81","21.15"
"10875  :  โรงพยาบาลจักราช","626","188","1","1","0.16"
"10876  :  โรงพยาบาลโชคชัย","562","169","1","1","0.18"
"10877  :  โรงพยาบาลด่านขุนทด","329","99","60","60","18.24"
"10878  :  โรงพยาบาลโนนไทย","183","55","10","10","5.46"
"10879  :  โรงพยาบาลโนนสูง","345","104","3","3","0.87"
"10880  :  โรงพยาบาลขามสะแกแสง","325","98","264","264","81.23"
"10881  :  โรงพยาบาลบัวใหญ่","246","74","4","4","1.63"
"10882  :  โรงพยาบาลประทาย","214","65","87","87","40.65"
"10883  :  โรงพยาบาลปักธงชัย","146","44","0","0","0.00"
"10884  :  โรงพยาบาลพิมาย","448","135","335","335","74.78"
"10885  :  โรงพยาบาลห้วยแถลง","247","75","219","218","88.26"
"10886  :  โรงพยาบาลชุมพวง","228","69","32","32","14.04"
"10887  :  โรงพยาบาลสูงเนิน","562","169","148","148","26.33"
"10888  :  โรงพยาบาลขามทะเลสอ","390","117","8","8","2.05"
"10889  :  โรงพยาบาลสีคิ้ว","322","97","65","65","20.19"
"10890  :  โรงพยาบาลปากช่องนานา","96","29","8","8","8.33"
"10891  :  โรงพยาบาลหนองบุญมาก","84","26","72","72","85.71"
"10892  :  โรงพยาบาลแก้งสนามนาง","15","5","13","13","86.67"
"10893  :  โรงพยาบาลโนนแดง","96","29","60","60","62.50"
"10894  :  โรงพยาบาลวังน้ำเขียว","86","26","1","1","1.16"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","1,869","561","0","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","105","32","99","99","94.29"
"11608  :  โรงพยาบาลลำทะเมนชัย","45","14","40","40","88.89"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","592","178","12","12","2.03"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","419","126","3","3","0.72"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","55","17","0","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","1","1","0","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","149","45","3","3","2.01"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","132","40","11","11","8.33"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","278","84","50","50","17.99"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","11","4","1","1","9.09"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","141","43","94","92","65.25"
"27839  :  โรงพยาบาลบัวลาย","124","38","12","12","9.68"
"27840  :  โรงพยาบาลสีดา","84","26","71","71","84.52"
"27841  :  โรงพยาบาลเทพารักษ์","203","61","1","1","0.49"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","5","2","2","2","40.00"
"10896  :  โรงพยาบาลกระสัง","34","11","34","34","100.00"
"10897  :  โรงพยาบาลนางรอง","143","43","3","3","2.10"
"10898  :  โรงพยาบาลหนองกี่","137","42","14","14","10.22"
"10899  :  โรงพยาบาลละหานทราย","108","33","88","88","81.48"
"10900  :  โรงพยาบาลประโคนชัย","11","4","11","11","100.00"
"10901  :  โรงพยาบาลบ้านกรวด","59","18","59","59","100.00"
"10902  :  โรงพยาบาลพุทไธสง","72","22","16","16","22.22"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0","0","0.00"
"10905  :  โรงพยาบาลสตึก","94","29","94","94","100.00"
"10906  :  โรงพยาบาลปะคำ","127","39","83","83","65.35"
"10907  :  โรงพยาบาลนาโพธิ์","138","42","138","138","100.00"
"10908  :  โรงพยาบาลหนองหงส์","25","8","19","19","76.00"
"10909  :  โรงพยาบาลพลับพลาชัย","28","9","4","4","14.29"
"10910  :  โรงพยาบาลห้วยราช","116","35","11","11","9.48"
"10911  :  โรงพยาบาลโนนสุวรรณ","171","52","161","161","94.15"
"10912  :  โรงพยาบาลชำนิ","269","81","88","88","32.71"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","165","50","165","165","100.00"
"10914  :  โรงพยาบาลโนนดินแดง","40","12","33","33","82.50"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","2","1","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","40","12","13","13","32.50"
"23578  :  โรงพยาบาลแคนดง","536","161","194","194","36.19"
"28020  :  โรงพยาบาลบ้านด่าน","95","29","9","9","9.47"
"10668  :  โรงพยาบาลสุรินทร์","3","1","0","0","0.00"
