"โรงพยาบาล","B","A","อัตราต่อพัน"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","7,517","36","4.79"
"10752  :  โรงพยาบาลบางบ่อ","897","2","2.23"
"10753  :  โรงพยาบาลบางพลี","1,626","8","4.92"
"10754  :  โรงพยาบาลบางจาก","773","1","1.29"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","465","0","0.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","0","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","2,719","27","9.93"
"10756  :  โรงพยาบาลบางกรวย","241","0","0.00"
"10757  :  โรงพยาบาลบางใหญ่","317","0","0.00"
"10758  :  โรงพยาบาลบางบัวทอง","613","0","0.00"
"10759  :  โรงพยาบาลไทรน้อย","343","4","11.66"
"10760  :  โรงพยาบาลปากเกร็ด","467","0","0.00"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","5","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","0","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","0","0","0.00"
"10687  :  โรงพยาบาลปทุมธานี","3,513","22","6.26"
"10761  :  โรงพยาบาลคลองหลวง","305","0","0.00"
"10762  :  โรงพยาบาลธัญบุรี","283","0","0.00"
"10763  :  โรงพยาบาลประชาธิปัตย์","221","0","0.00"
"10764  :  โรงพยาบาลหนองเสือ","111","2","18.02"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","127","0","0.00"
"10766  :  โรงพยาบาลลำลูกกา","347","0","0.00"
"10767  :  โรงพยาบาลสามโคก","123","0","0.00"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","4,972","37","7.44"
"10688  :  โรงพยาบาลเสนา","1,184","9","7.60"
"10768  :  โรงพยาบาลท่าเรือ","126","0","0.00"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","73","0","0.00"
"10770  :  โรงพยาบาลบางไทร","43","0","0.00"
"10771  :  โรงพยาบาลบางบาล","5","0","0.00"
"10772  :  โรงพยาบาลบางปะอิน","418","0","0.00"
"10773  :  โรงพยาบาลบางปะหัน","60","0","0.00"
"10774  :  โรงพยาบาลผักไห่","61","0","0.00"
"10775  :  โรงพยาบาลภาชี","157","0","0.00"
"10776  :  โรงพยาบาลลาดบัวหลวง","64","0","0.00"
"10777  :  โรงพยาบาลวังน้อย","194","0","0.00"
"10778  :  โรงพยาบาลบางซ้าย","0","0","0.00"
"10779  :  โรงพยาบาลอุทัย","68","0","0.00"
"10780  :  โรงพยาบาลมหาราช","37","0","0.00"
"10781  :  โรงพยาบาลบ้านแพรก","2","0","0.00"
"10689  :  โรงพยาบาลอ่างทอง","1,524","7","4.59"
"10782  :  โรงพยาบาลไชโย","32","0","0.00"
"10784  :  โรงพยาบาลป่าโมก","86","0","0.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","136","0","0.00"
"10786  :  โรงพยาบาลแสวงหา","73","0","0.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","342","0","0.00"
"10788  :  โรงพยาบาลสามโก้","21","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","1,267","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","772","1","1.30"
"10789  :  โรงพยาบาลพัฒนานิคม","196","0","0.00"
"10790  :  โรงพยาบาลโคกสำโรง","303","0","0.00"
"10791  :  โรงพยาบาลชัยบาดาล","895","2","2.23"
"10792  :  โรงพยาบาลท่าวุ้ง","61","0","0.00"
"10793  :  โรงพยาบาลท่าหลวง","110","0","0.00"
"10794  :  โรงพยาบาลสระโบสถ์","23","0","0.00"
"10795  :  โรงพยาบาลโคกเจริญ","51","0","0.00"
"10796  :  โรงพยาบาลลำสนธิ","115","0","0.00"
"10797  :  โรงพยาบาลหนองม่วง","56","0","0.00"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","1,066","6","5.63"
"10693  :  โรงพยาบาลอินทร์บุรี","616","2","3.25"
"10798  :  โรงพยาบาลบางระจัน","16","0","0.00"
"10799  :  โรงพยาบาลค่ายบางระจัน","35","0","0.00"
"10800  :  โรงพยาบาลพรหมบุรี","24","0","0.00"
"10801  :  โรงพยาบาลท่าช้าง","19","0","0.00"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","2,030","5","2.46"
"10802  :  โรงพยาบาลมโนรมย์","31","0","0.00"
"10803  :  โรงพยาบาลวัดสิงห์","57","0","0.00"
"10804  :  โรงพยาบาลสรรพยา","21","0","0.00"
"10805  :  โรงพยาบาลสรรคบุรี","35","0","0.00"
"10806  :  โรงพยาบาลหันคา","83","0","0.00"
"27974  :  โรงพยาบาลหนองมะโมง","0","0","0.00"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","4,537","20","4.41"
"10695  :  โรงพยาบาลพระพุทธบาท","1,386","1","0.72"
"10807  :  โรงพยาบาลแก่งคอย","140","0","0.00"
"10808  :  โรงพยาบาลหนองแค","250","0","0.00"
"10809  :  โรงพยาบาลวิหารแดง","156","0","0.00"
"10810  :  โรงพยาบาลหนองแซง","15","0","0.00"
"10811  :  โรงพยาบาลบ้านหมอ","128","0","0.00"
"10812  :  โรงพยาบาลดอนพุด","13","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","0","0","0.00"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","86","0","0.00"
"10815  :  โรงพยาบาลมวกเหล็ก","250","0","0.00"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","69","0","0.00"
"11485  :  โรงพยาบาลค่ายอดิศร","0","0","0.00"
"10662  :  โรงพยาบาลชลบุรี","2,299","2","0.87"
"10817  :  โรงพยาบาลบ้านบึง","1,917","2","1.04"
"10818  :  โรงพยาบาลหนองใหญ่","295","0","0.00"
"10819  :  โรงพยาบาลบางละมุง","1,779","5","2.81"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","181","0","0.00"
"10821  :  โรงพยาบาลพานทอง","674","1","1.48"
"10822  :  โรงพยาบาลพนัสนิคม","1,892","5","2.64"
"10823  :  โรงพยาบาลแหลมฉบัง","1,486","4","2.69"
"10824  :  โรงพยาบาลเกาะสีชัง","23","0","0.00"
"10825  :  โรงพยาบาลสัตหีบกม10","321","0","0.00"
"10826  :  โรงพยาบาลบ่อทอง","507","0","0.00"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","0","0","0.00"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","0","0","0.00"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","0","0","0.00"
"28005  :  โรงพยาบาลเมืองพัทยา","0","0","0.00"
"28006  :  โรงพยาบาลเกาะจันทร์","5","0","0.00"
"10663  :  โรงพยาบาลระยอง","5,435","70","12.88"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","996","2","2.01"
"10828  :  โรงพยาบาลบ้านฉาง","10","0","0.00"
"10829  :  โรงพยาบาลแกลง","1,628","3","1.84"
"10830  :  โรงพยาบาลวังจันทร์","254","0","0.00"
"10831  :  โรงพยาบาลบ้านค่าย","305","0","0.00"
"10832  :  โรงพยาบาลปลวกแดง","382","2","5.24"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00"
"23962  :  โรงพยาบาลนิคมพัฒนา","2","0","0.00"
"10664  :  โรงพยาบาลพระปกเกล้า","1,107","0","0.00"
"10834  :  โรงพยาบาลขลุง","108","0","0.00"
"10835  :  โรงพยาบาลท่าใหม่","40","0","0.00"
"10836  :  โรงพยาบาลเขาสุกิม","37","0","0.00"
"10837  :  โรงพยาบาลสองพี่น้อง","33","0","0.00"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","297","1","3.37"
"10839  :  โรงพยาบาลมะขาม","165","0","0.00"
"10840  :  โรงพยาบาลแหลมสิงห์","75","0","0.00"
"10841  :  โรงพยาบาลสอยดาว","384","0","0.00"
"10842  :  โรงพยาบาลแก่งหางแมว","245","0","0.00"
"10843  :  โรงพยาบาลนายายอาม","194","0","0.00"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","151","0","0.00"
"10696  :  โรงพยาบาลตราด","1,924","18","9.36"
"10845  :  โรงพยาบาลคลองใหญ่","274","1","3.65"
"10846  :  โรงพยาบาลเขาสมิง","144","0","0.00"
"10847  :  โรงพยาบาลบ่อไร่","112","0","0.00"
"10848  :  โรงพยาบาลแหลมงอบ","77","0","0.00"
"10849  :  โรงพยาบาลเกาะกูด","1","0","0.00"
"13816  :  โรงพยาบาลเกาะช้าง","136","0","0.00"
"10697  :  โรงพยาบาลพุทธโสธร","1,396","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","242","0","0.00"
"10850  :  โรงพยาบาลบางคล้า","166","0","0.00"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","637","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","1,013","1","0.99"
"10853  :  โรงพยาบาลบ้านโพธิ์","247","0","0.00"
"10854  :  โรงพยาบาลพนมสารคาม","1,130","0","0.00"
"10855  :  โรงพยาบาลสนามชัยเขต","908","1","1.10"
"10856  :  โรงพยาบาลแปลงยาว","324","1","3.09"
"13747  :  โรงพยาบาลราชสาส์น","7","0","0.00"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","2,072","5","2.41"
"10857  :  โรงพยาบาลกบินทร์บุรี","765","1","1.31"
"10858  :  โรงพยาบาลนาดี","156","0","0.00"
"10859  :  โรงพยาบาลบ้านสร้าง","71","1","14.08"
"10860  :  โรงพยาบาลประจันตคาม","124","1","8.06"
"10861  :  โรงพยาบาลศรีมหาโพธิ","203","0","0.00"
"10862  :  โรงพยาบาลศรีมโหสถ","58","0","0.00"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","0","0","0.00"
"10698  :  โรงพยาบาลนครนายก","1,546","9","5.82"
"10863  :  โรงพยาบาลปากพลี","9","0","0.00"
"10864  :  โรงพยาบาลบ้านนา","199","1","5.03"
"10865  :  โรงพยาบาลองครักษ์","131","0","0.00"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","2,798","34","12.15"
"10866  :  โรงพยาบาลคลองหาด","278","0","0.00"
"10867  :  โรงพยาบาลตาพระยา","171","0","0.00"
"10868  :  โรงพยาบาลวังน้ำเย็น","449","2","4.45"
"10869  :  โรงพยาบาลวัฒนานคร","262","0","0.00"
"10870  :  โรงพยาบาลอรัญประเทศ","1,045","1","0.96"
"13817  :  โรงพยาบาลเขาฉกรรจ์","210","1","4.76"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","5,853","72","12.30"
"10871  :  โรงพยาบาลครบุรี","608","1","1.64"
"10872  :  โรงพยาบาลเสิงสาง","296","0","0.00"
"10873  :  โรงพยาบาลคง","141","0","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","108","0","0.00"
"10875  :  โรงพยาบาลจักราช","334","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","828","0","0.00"
"10877  :  โรงพยาบาลด่านขุนทด","480","0","0.00"
"10878  :  โรงพยาบาลโนนไทย","222","0","0.00"
"10879  :  โรงพยาบาลโนนสูง","411","1","2.43"
"10880  :  โรงพยาบาลขามสะแกแสง","118","0","0.00"
"10881  :  โรงพยาบาลบัวใหญ่","1,052","2","1.90"
"10882  :  โรงพยาบาลประทาย","258","0","0.00"
"10883  :  โรงพยาบาลปักธงชัย","623","0","0.00"
"10884  :  โรงพยาบาลพิมาย","940","0","0.00"
"10885  :  โรงพยาบาลห้วยแถลง","198","0","0.00"
"10886  :  โรงพยาบาลชุมพวง","418","0","0.00"
"10887  :  โรงพยาบาลสูงเนิน","547","1","1.83"
"10888  :  โรงพยาบาลขามทะเลสอ","85","0","0.00"
"10889  :  โรงพยาบาลสีคิ้ว","827","0","0.00"
"10890  :  โรงพยาบาลปากช่องนานา","2,412","0","0.00"
"10891  :  โรงพยาบาลหนองบุญมาก","313","0","0.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","68","0","0.00"
"10893  :  โรงพยาบาลโนนแดง","66","0","0.00"
"10894  :  โรงพยาบาลวังน้ำเขียว","234","0","0.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","40","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","19","0","0.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","137","0","0.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","1,431","0","0.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","1","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","0","0","0.00"
"27840  :  โรงพยาบาลสีดา","0","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","0","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","6,144","21","3.42"
"10895  :  โรงพยาบาลคูเมือง","168","0","0.00"
"10896  :  โรงพยาบาลกระสัง","412","0","0.00"
"10897  :  โรงพยาบาลนางรอง","1,519","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","247","0","0.00"
"10899  :  โรงพยาบาลละหานทราย","829","0","0.00"
"10900  :  โรงพยาบาลประโคนชัย","319","0","0.00"
"10901  :  โรงพยาบาลบ้านกรวด","253","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","146","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","568","0","0.00"
"10905  :  โรงพยาบาลสตึก","384","0","0.00"
"10906  :  โรงพยาบาลปะคำ","130","0","0.00"
"10907  :  โรงพยาบาลนาโพธิ์","80","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","142","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","176","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","106","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","7","0","0.00"
"10912  :  โรงพยาบาลชำนิ","48","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","79","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","78","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","31","0","0.00"
"23578  :  โรงพยาบาลแคนดง","0","0","0.00"
"28020  :  โรงพยาบาลบ้านด่าน","0","0","0.00"
"10668  :  โรงพยาบาลสุรินทร์","5,371","39","7.26"
"10915  :  โรงพยาบาลชุมพลบุรี","135","0","0.00"
"10916  :  โรงพยาบาลท่าตูม","942","0","0.00"
"10917  :  โรงพยาบาลจอมพระ","179","0","0.00"
"10918  :  โรงพยาบาลปราสาท","1,812","0","0.00"
"10919  :  โรงพยาบาลกาบเชิง","325","0","0.00"
"10920  :  โรงพยาบาลรัตนบุรี","891","0","0.00"
"10921  :  โรงพยาบาลสนม","118","0","0.00"
"10922  :  โรงพยาบาลศีขรภูมิ","565","0","0.00"
"10923  :  โรงพยาบาลสังขะ","823","0","0.00"
"10924  :  โรงพยาบาลลำดวน","475","0","0.00"
"10925  :  โรงพยาบาลสำโรงทาบ","231","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","303","0","0.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","82","0","0.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","0","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","0","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","0","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","3,833","31","8.09"
"10927  :  โรงพยาบาลยางชุมน้อย","56","0","0.00"
"10928  :  โรงพยาบาลกันทรารมย์","296","1","3.38"
"10929  :  โรงพยาบาลกันทรลักษ์","2,045","0","0.00"
"10930  :  โรงพยาบาลขุขันธ์","684","0","0.00"
"10931  :  โรงพยาบาลไพรบึง","179","0","0.00"
"10932  :  โรงพยาบาลปรางค์กู่","186","0","0.00"
"10933  :  โรงพยาบาลขุนหาญ","706","0","0.00"
"10934  :  โรงพยาบาลราษีไศล","785","0","0.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","425","0","0.00"
"10936  :  โรงพยาบาลบึงบูรพ์","24","0","0.00"
"10937  :  โรงพยาบาลห้วยทับทัน","125","0","0.00"
"10938  :  โรงพยาบาลโนนคูณ","51","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","279","0","0.00"
"10940  :  โรงพยาบาลวังหิน","95","0","0.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","162","0","0.00"
"10942  :  โรงพยาบาลภูสิงห์","294","0","0.00"
"10943  :  โรงพยาบาลเมืองจันทร์","22","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","3","0","0.00"
"28014  :  โรงพยาบาลพยุห์","0","0","0.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","0","0","0.00"
"28016  :  โรงพยาบาลศิลาลาด","0","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","3,664","84","22.93"
"10944  :  โรงพยาบาลศรีเมืองใหม่","54","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","33","0","0.00"
"10946  :  โรงพยาบาลเขื่องใน","36","0","0.00"
