"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"D","A","B","C","A+C","ร้อยละ","D","A","B","C","A+C","ร้อยละ","D","A","B","C","A+C","ร้อยละ","D","A","B","C","A+C","ร้อยละ","D","A","B","C","A+C","ร้อยละ"
"14173  :  โรงพยาบาลตำรวจ","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","1,519","815","0","0","815","53.65","377","225","0","0","225","59.68","393","202","0","0","202","51.40","425","227","0","0","227","53.41","324","161","0","0","161","49.69"
"10752  :  โรงพยาบาลบางบ่อ","343","134","0","0","134","39.07","77","33","0","0","33","42.86","78","40","0","0","40","51.28","101","37","0","0","37","36.63","87","24","0","0","24","27.59"
"10753  :  โรงพยาบาลบางพลี","1,284","283","0","0","283","22.04","347","87","0","0","87","25.07","282","61","0","0","61","21.63","303","62","0","0","62","20.46","352","73","0","0","73","20.74"
"10754  :  โรงพยาบาลบางจาก","155","46","0","0","46","29.68","22","11","0","0","11","50.00","31","10","0","0","10","32.26","38","12","0","0","12","31.58","64","13","0","0","13","20.31"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","108","20","0","0","20","18.52","25","9","0","0","9","36.00","14","4","0","0","4","28.57","26","4","0","0","4","15.38","43","3","0","0","3","6.98"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","10","6","0","0","6","60.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","3","3","0","0","3","100.00","7","3","0","0","3","42.86"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","53","28","0","0","28","52.83","20","10","0","0","10","50.00","11","7","0","0","7","63.64","16","9","0","0","9","56.25","6","2","0","0","2","33.33"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","2","0","0","0","0","0.00","0","0","0","0","0","0.00","1","0","0","0","0","0.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","18","2","0","0","2","11.11","3","0","0","0","0","0.00","5","1","0","0","1","20.00","5","1","0","0","1","20.00","5","0","0","0","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","1,431","713","0","0","713","49.83","363","193","0","0","193","53.17","288","143","0","0","143","49.65","341","164","0","0","164","48.09","439","213","0","0","213","48.52"
"10756  :  โรงพยาบาลบางกรวย","168","73","0","0","73","43.45","38","23","0","0","23","60.53","45","15","0","0","15","33.33","47","24","0","0","24","51.06","38","11","0","0","11","28.95"
"10757  :  โรงพยาบาลบางใหญ่","162","59","0","0","59","36.42","43","14","0","0","14","32.56","40","15","0","0","15","37.50","46","16","0","0","16","34.78","33","14","0","0","14","42.42"
"10758  :  โรงพยาบาลบางบัวทอง","137","45","0","0","45","32.85","39","11","0","0","11","28.21","31","9","0","0","9","29.03","40","17","0","0","17","42.50","27","8","0","0","8","29.63"
"10759  :  โรงพยาบาลไทรน้อย","185","61","0","0","61","32.97","42","14","0","0","14","33.33","43","17","0","0","17","39.53","48","15","0","0","15","31.25","52","15","0","0","15","28.85"
"10760  :  โรงพยาบาลปากเกร็ด","84","21","0","0","21","25.00","18","9","0","0","9","50.00","21","4","0","0","4","19.05","27","7","0","0","7","25.93","18","1","0","0","1","5.56"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","22","6","0","0","6","27.27","22","6","0","0","6","27.27","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","711","263","0","0","263","36.99","205","82","0","0","82","40.00","170","71","0","0","71","41.76","193","60","0","0","60","31.09","143","50","0","0","50","34.97"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","27","4","0","0","4","14.81","5","1","0","0","1","20.00","5","1","0","0","1","20.00","12","1","0","0","1","8.33","5","1","0","0","1","20.00"
"10687  :  โรงพยาบาลปทุมธานี","2,049","1,024","0","0","1,024","49.98","439","265","0","0","265","60.36","406","204","0","0","204","50.25","583","279","0","0","279","47.86","621","276","0","0","276","44.44"
"10761  :  โรงพยาบาลคลองหลวง","175","57","0","0","57","32.57","45","14","0","0","14","31.11","43","20","0","0","20","46.51","45","14","0","0","14","31.11","42","9","0","0","9","21.43"
"10762  :  โรงพยาบาลธัญบุรี","162","85","0","0","85","52.47","56","32","0","0","32","57.14","31","21","0","0","21","67.74","49","19","0","0","19","38.78","26","13","0","0","13","50.00"
"10763  :  โรงพยาบาลประชาธิปัตย์","58","19","0","0","19","32.76","7","2","0","0","2","28.57","11","7","0","0","7","63.64","21","5","0","0","5","23.81","19","5","0","0","5","26.32"
"10764  :  โรงพยาบาลหนองเสือ","94","45","0","0","45","47.87","25","14","0","0","14","56.00","19","12","0","0","12","63.16","22","10","0","0","10","45.45","28","9","0","0","9","32.14"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","150","55","0","0","55","36.67","33","12","0","0","12","36.36","41","13","0","0","13","31.71","39","20","0","0","20","51.28","37","10","0","0","10","27.03"
"10766  :  โรงพยาบาลลำลูกกา","125","65","0","0","65","52.00","26","15","0","0","15","57.69","26","13","0","0","13","50.00","29","16","0","0","16","55.17","44","21","0","0","21","47.73"
"10767  :  โรงพยาบาลสามโคก","64","30","0","0","30","46.88","17","7","0","0","7","41.18","20","11","0","0","11","55.00","16","7","0","0","7","43.75","11","5","0","0","5","45.45"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","1,496","949","0","0","949","63.44","477","321","0","0","321","67.30","348","227","0","0","227","65.23","341","193","0","0","193","56.60","330","208","0","0","208","63.03"
"10688  :  โรงพยาบาลเสนา","748","296","0","0","296","39.57","201","100","0","0","100","49.75","193","80","0","0","80","41.45","177","60","0","0","60","33.90","177","56","0","0","56","31.64"
"10768  :  โรงพยาบาลท่าเรือ","89","30","0","0","30","33.71","18","6","0","0","6","33.33","22","6","0","0","6","27.27","30","10","0","0","10","33.33","19","8","0","0","8","42.11"
