"โรงพยาบาล","จำนวนสงสัยป่วย (คน)(B)","จำนวนที่ร้อยละ 30","จำนวนที่พื้นที่กำหนดเป็นเป้าหมาย","มีผลการวัดความดันโลหิตที่บ้าน(A)","ร้อยละ"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","0","0","0","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","0","0","0","0","0.00"
"10753  :  โรงพยาบาลบางพลี","0","0","0","0","0.00"
"10754  :  โรงพยาบาลบางจาก","7","3","6","6","85.71"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","22","7","2","2","9.09"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","22","7","22","22","100.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","15","5","14","14","93.33"
"28785  :  โรงพยาบาลบางเสาธง","1","1","0","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","14","5","14","14","100.00"
"10757  :  โรงพยาบาลบางใหญ่","39","12","34","34","87.18"
"10758  :  โรงพยาบาลบางบัวทอง","19","6","12","12","63.16"
"10759  :  โรงพยาบาลไทรน้อย","109","33","47","47","43.12"
"10760  :  โรงพยาบาลปากเกร็ด","61","19","59","59","96.72"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","4","2","0","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","21","7","15","15","71.43"
"10687  :  โรงพยาบาลปทุมธานี","0","0","0","0","0.00"
"10761  :  โรงพยาบาลคลองหลวง","65","20","1","1","1.54"
"10762  :  โรงพยาบาลธัญบุรี","49","15","14","14","28.57"
"10763  :  โรงพยาบาลประชาธิปัตย์","101","31","100","100","99.01"
"10764  :  โรงพยาบาลหนองเสือ","52","16","0","0","0.00"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","52","16","41","41","78.85"
"10766  :  โรงพยาบาลลำลูกกา","0","0","0","0","0.00"
"10767  :  โรงพยาบาลสามโคก","104","32","0","0","0.00"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0","0","0.00"
"10688  :  โรงพยาบาลเสนา","0","0","0","0","0.00"
"10768  :  โรงพยาบาลท่าเรือ","38","12","25","25","65.79"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","106","32","95","95","89.62"
"10770  :  โรงพยาบาลบางไทร","6","2","0","0","0.00"
"10771  :  โรงพยาบาลบางบาล","60","18","47","47","78.33"
"10772  :  โรงพยาบาลบางปะอิน","76","23","76","76","100.00"
"10773  :  โรงพยาบาลบางปะหัน","12","4","8","8","66.67"
"10774  :  โรงพยาบาลผักไห่","104","32","31","31","29.81"
"10775  :  โรงพยาบาลภาชี","78","24","66","66","84.62"
"10776  :  โรงพยาบาลลาดบัวหลวง","65","20","61","61","93.85"
"10777  :  โรงพยาบาลวังน้อย","71","22","71","71","100.00"
"10778  :  โรงพยาบาลบางซ้าย","51","16","51","51","100.00"
"10779  :  โรงพยาบาลอุทัย","31","10","22","22","70.97"
"10780  :  โรงพยาบาลมหาราช","47","15","41","41","87.23"
"10781  :  โรงพยาบาลบ้านแพรก","25","8","21","21","84.00"
"10689  :  โรงพยาบาลอ่างทอง","12","4","10","10","83.33"
"10782  :  โรงพยาบาลไชโย","11","4","10","10","90.91"
"10784  :  โรงพยาบาลป่าโมก","210","63","35","35","16.67"
"10785  :  โรงพยาบาลโพธิ์ทอง","125","38","109","109","87.20"
"10786  :  โรงพยาบาลแสวงหา","451","136","357","357","79.16"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","22","7","22","22","100.00"
"10788  :  โรงพยาบาลสามโก้","31","10","25","25","80.65"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","0","0","0","0","0.00"
"10789  :  โรงพยาบาลพัฒนานิคม","69","21","1","1","1.45"
"10790  :  โรงพยาบาลโคกสำโรง","259","78","83","83","32.05"
"10791  :  โรงพยาบาลชัยบาดาล","12","4","12","12","100.00"
"10792  :  โรงพยาบาลท่าวุ้ง","170","51","168","168","98.82"
"10793  :  โรงพยาบาลท่าหลวง","129","39","99","99","76.74"
"10794  :  โรงพยาบาลสระโบสถ์","135","41","1","1","0.74"
"10795  :  โรงพยาบาลโคกเจริญ","182","55","178","178","97.80"
"10796  :  โรงพยาบาลลำสนธิ","311","94","221","221","71.06"
"10797  :  โรงพยาบาลหนองม่วง","225","68","20","20","8.89"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","17","6","14","14","82.35"
"10693  :  โรงพยาบาลอินทร์บุรี","7","3","7","7","100.00"
"10798  :  โรงพยาบาลบางระจัน","53","16","43","43","81.13"
"10799  :  โรงพยาบาลค่ายบางระจัน","66","20","60","60","90.91"
"10800  :  โรงพยาบาลพรหมบุรี","62","19","61","61","98.39"
"10801  :  โรงพยาบาลท่าช้าง","8","3","8","8","100.00"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0","0","0.00"
"10802  :  โรงพยาบาลมโนรมย์","238","72","161","161","67.65"
"10803  :  โรงพยาบาลวัดสิงห์","133","40","133","133","100.00"
"10804  :  โรงพยาบาลสรรพยา","115","35","108","108","93.91"
"10805  :  โรงพยาบาลสรรคบุรี","252","76","250","250","99.21"
"10806  :  โรงพยาบาลหันคา","140","42","140","140","100.00"
"27974  :  โรงพยาบาลหนองมะโมง","38","12","35","35","92.11"
"27975  :  โรงพยาบาลเนินขาม","0","0","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","0","0","0","0","0.00"
"10695  :  โรงพยาบาลพระพุทธบาท","0","0","0","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","685","206","607","607","88.61"
"10808  :  โรงพยาบาลหนองแค","2","1","0","0","0.00"
"10809  :  โรงพยาบาลวิหารแดง","0","0","0","0","0.00"
"10810  :  โรงพยาบาลหนองแซง","125","38","89","89","71.20"
"10811  :  โรงพยาบาลบ้านหมอ","131","40","129","129","98.47"
"10812  :  โรงพยาบาลดอนพุด","0","0","0","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","65","20","63","63","96.92"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","42","13","41","41","97.62"
"10815  :  โรงพยาบาลมวกเหล็ก","28","9","27","27","96.43"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","43","13","42","42","97.67"
"11485  :  โรงพยาบาลค่ายอดิศร","66","20","1","1","1.52"
"10662  :  โรงพยาบาลชลบุรี","0","0","0","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","20","6","18","18","90.00"
"10818  :  โรงพยาบาลหนองใหญ่","16","5","15","15","93.75"
"10819  :  โรงพยาบาลบางละมุง","118","36","69","69","58.47"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","82","25","49","49","59.76"
"10821  :  โรงพยาบาลพานทอง","173","52","2","2","1.16"
"10822  :  โรงพยาบาลพนัสนิคม","794","239","793","793","99.87"
"10823  :  โรงพยาบาลแหลมฉบัง","482","145","71","71","14.73"
"10824  :  โรงพยาบาลเกาะสีชัง","248","75","161","161","64.92"
"10825  :  โรงพยาบาลสัตหีบกม10","642","193","4","4","0.62"
"10826  :  โรงพยาบาลบ่อทอง","61","19","61","61","100.00"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","58","18","3","3","5.17"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","152","46","1","1","0.66"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","25","8","0","0","0.00"
"28005  :  โรงพยาบาลเมืองพัทยา","247","75","3","3","1.21"
"28006  :  โรงพยาบาลเกาะจันทร์","106","32","75","75","70.75"
"10663  :  โรงพยาบาลระยอง","0","0","0","0","0.00"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","46","14","43","43","93.48"
"10828  :  โรงพยาบาลบ้านฉาง","139","42","80","80","57.55"
"10829  :  โรงพยาบาลแกลง","4","2","0","0","0.00"
"10830  :  โรงพยาบาลวังจันทร์","6","2","6","6","100.00"
"10831  :  โรงพยาบาลบ้านค่าย","2","1","2","2","100.00"
"10832  :  โรงพยาบาลปลวกแดง","124","38","1","1","0.81"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","16","5","16","16","100.00"
"23962  :  โรงพยาบาลนิคมพัฒนา","4","2","4","4","100.00"
"10664  :  โรงพยาบาลพระปกเกล้า","0","0","0","0","0.00"
"10834  :  โรงพยาบาลขลุง","48","15","47","47","97.92"
"10835  :  โรงพยาบาลท่าใหม่","0","0","0","0","0.00"
"10836  :  โรงพยาบาลเขาสุกิม","41","13","11","11","26.83"
"10837  :  โรงพยาบาลสองพี่น้อง","116","35","108","108","93.10"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","1,190","357","1,189","1,189","99.92"
"10839  :  โรงพยาบาลมะขาม","0","0","0","0","0.00"
"10840  :  โรงพยาบาลแหลมสิงห์","0","0","0","0","0.00"
"10841  :  โรงพยาบาลสอยดาว","0","0","0","0","0.00"
"10842  :  โรงพยาบาลแก่งหางแมว","27","9","18","18","66.67"
"10843  :  โรงพยาบาลนายายอาม","27","9","0","0","0.00"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","307","93","92","92","29.97"
"10696  :  โรงพยาบาลตราด","274","83","0","0","0.00"
"10845  :  โรงพยาบาลคลองใหญ่","514","155","388","388","75.49"
"10846  :  โรงพยาบาลเขาสมิง","105","32","7","7","6.67"
"10847  :  โรงพยาบาลบ่อไร่","88","27","69","69","78.41"
"10848  :  โรงพยาบาลแหลมงอบ","24","8","5","5","20.83"
"10849  :  โรงพยาบาลเกาะกูด","20","6","19","19","95.00"
"13816  :  โรงพยาบาลเกาะช้าง","18","6","18","18","100.00"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","2","1","0","0","0.00"
"10850  :  โรงพยาบาลบางคล้า","0","0","0","0","0.00"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","0","0","0","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","46","14","41","41","89.13"
"10854  :  โรงพยาบาลพนมสารคาม","713","214","713","713","100.00"
"10855  :  โรงพยาบาลสนามชัยเขต","0","0","0","0","0.00"
"10856  :  โรงพยาบาลแปลงยาว","0","0","0","0","0.00"
"13747  :  โรงพยาบาลราชสาส์น","22","7","16","16","72.73"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","0","0","0","0","0.00"
"10857  :  โรงพยาบาลกบินทร์บุรี","114","35","106","106","92.98"
"10858  :  โรงพยาบาลนาดี","137","42","91","91","66.42"
"10859  :  โรงพยาบาลบ้านสร้าง","150","45","0","0","0.00"
"10860  :  โรงพยาบาลประจันตคาม","0","0","0","0","0.00"
"10861  :  โรงพยาบาลศรีมหาโพธิ","252","76","229","229","90.87"
"10862  :  โรงพยาบาลศรีมโหสถ","148","45","108","108","72.97"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","75","23","3","3","4.00"
"10698  :  โรงพยาบาลนครนายก","409","123","339","339","82.89"
"10863  :  โรงพยาบาลปากพลี","31","10","29","29","93.55"
"10864  :  โรงพยาบาลบ้านนา","34","11","34","34","100.00"
"10865  :  โรงพยาบาลองครักษ์","96","29","79","79","82.29"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","0","0","0","0","0.00"
"10866  :  โรงพยาบาลคลองหาด","76","23","76","76","100.00"
"10867  :  โรงพยาบาลตาพระยา","1","1","0","0","0.00"
"10868  :  โรงพยาบาลวังน้ำเย็น","15","5","15","15","100.00"
"10869  :  โรงพยาบาลวัฒนานคร","55","17","54","54","98.18"
"10870  :  โรงพยาบาลอรัญประเทศ","7","3","0","0","0.00"
"13817  :  โรงพยาบาลเขาฉกรรจ์","125","38","125","125","100.00"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0","0","0.00"
"10871  :  โรงพยาบาลครบุรี","420","126","13","13","3.10"
"10872  :  โรงพยาบาลเสิงสาง","107","33","60","60","56.07"
"10873  :  โรงพยาบาลคง","404","122","1","1","0.25"
"10874  :  โรงพยาบาลบ้านเหลื่อม","270","81","243","243","90.00"
"10875  :  โรงพยาบาลจักราช","345","104","0","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","135","41","1","1","0.74"
"10877  :  โรงพยาบาลด่านขุนทด","160","48","133","133","83.13"
"10878  :  โรงพยาบาลโนนไทย","412","124","0","0","0.00"
"10879  :  โรงพยาบาลโนนสูง","310","93","181","181","58.39"
"10880  :  โรงพยาบาลขามสะแกแสง","155","47","130","130","83.87"
"10881  :  โรงพยาบาลบัวใหญ่","318","96","0","0","0.00"
"10882  :  โรงพยาบาลประทาย","238","72","211","211","88.66"
"10883  :  โรงพยาบาลปักธงชัย","246","74","2","2","0.81"
"10884  :  โรงพยาบาลพิมาย","427","129","291","291","68.15"
"10885  :  โรงพยาบาลห้วยแถลง","319","96","304","304","95.30"
"10886  :  โรงพยาบาลชุมพวง","384","116","374","374","97.40"
"10887  :  โรงพยาบาลสูงเนิน","286","86","122","122","42.66"
"10888  :  โรงพยาบาลขามทะเลสอ","365","110","240","240","65.75"
"10889  :  โรงพยาบาลสีคิ้ว","285","86","6","6","2.11"
"10890  :  โรงพยาบาลปากช่องนานา","58","18","9","9","15.52"
"10891  :  โรงพยาบาลหนองบุญมาก","282","85","1","1","0.35"
"10892  :  โรงพยาบาลแก้งสนามนาง","330","99","239","239","72.42"
"10893  :  โรงพยาบาลโนนแดง","148","45","132","132","89.19"
"10894  :  โรงพยาบาลวังน้ำเขียว","27","9","25","25","92.59"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","144","44","47","47","32.64"
"11608  :  โรงพยาบาลลำทะเมนชัย","34","11","32","32","94.12"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","354","107","1","1","0.28"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","274","83","0","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","67","21","0","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","193","58","182","182","94.30"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","6","2","6","6","100.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","9","3","0","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","58","18","54","54","93.10"
"27839  :  โรงพยาบาลบัวลาย","152","46","151","151","99.34"
"27840  :  โรงพยาบาลสีดา","132","40","127","127","96.21"
"27841  :  โรงพยาบาลเทพารักษ์","36","11","0","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","6","2","0","0","0.00"
"10896  :  โรงพยาบาลกระสัง","27","9","27","27","100.00"
"10897  :  โรงพยาบาลนางรอง","0","0","0","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","113","34","108","108","95.58"
"10899  :  โรงพยาบาลละหานทราย","24","8","24","24","100.00"
"10900  :  โรงพยาบาลประโคนชัย","74","23","69","69","93.24"
"10901  :  โรงพยาบาลบ้านกรวด","234","71","234","234","100.00"
"10902  :  โรงพยาบาลพุทไธสง","287","87","26","26","9.06"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0","0","0.00"
"10905  :  โรงพยาบาลสตึก","54","17","54","54","100.00"
"10906  :  โรงพยาบาลปะคำ","11","4","11","11","100.00"
"10907  :  โรงพยาบาลนาโพธิ์","348","105","348","348","100.00"
"10908  :  โรงพยาบาลหนองหงส์","54","17","53","53","98.15"
"10909  :  โรงพยาบาลพลับพลาชัย","115","35","0","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","18","6","18","18","100.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","103","31","103","103","100.00"
"10912  :  โรงพยาบาลชำนิ","193","58","0","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","278","84","183","183","65.83"
"10914  :  โรงพยาบาลโนนดินแดง","69","21","68","68","98.55"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","176","53","172","172","97.73"
"23578  :  โรงพยาบาลแคนดง","163","49","8","8","4.91"
"28020  :  โรงพยาบาลบ้านด่าน","71","22","71","71","100.00"
"10668  :  โรงพยาบาลสุรินทร์","0","0","0","0","0.00"
