"โรงพยาบาล","B","A","อัตราต่อพัน"
"10771  :  โรงพยาบาลบางบาล","0","0","0.00"
"10772  :  โรงพยาบาลบางปะอิน","286","0","0.00"
"10773  :  โรงพยาบาลบางปะหัน","14","0","0.00"
"10774  :  โรงพยาบาลผักไห่","14","0","0.00"
"10775  :  โรงพยาบาลภาชี","42","0","0.00"
"10776  :  โรงพยาบาลลาดบัวหลวง","3","1","333.33"
"10777  :  โรงพยาบาลวังน้อย","96","0","0.00"
"10778  :  โรงพยาบาลบางซ้าย","1","0","0.00"
"10779  :  โรงพยาบาลอุทัย","12","0","0.00"
"10780  :  โรงพยาบาลมหาราช","12","0","0.00"
"10781  :  โรงพยาบาลบ้านแพรก","0","0","0.00"
"10689  :  โรงพยาบาลอ่างทอง","1,417","2","1.41"
"10782  :  โรงพยาบาลไชโย","6","0","0.00"
"10784  :  โรงพยาบาลป่าโมก","4","0","0.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","77","0","0.00"
"10786  :  โรงพยาบาลแสวงหา","15","0","0.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","76","1","13.16"
"10788  :  โรงพยาบาลสามโก้","5","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","2,350","23","9.79"
"10691  :  โรงพยาบาลบ้านหมี่","556","0","0.00"
"10789  :  โรงพยาบาลพัฒนานิคม","218","0","0.00"
"10790  :  โรงพยาบาลโคกสำโรง","388","0","0.00"
"10791  :  โรงพยาบาลชัยบาดาล","442","1","2.26"
"10792  :  โรงพยาบาลท่าวุ้ง","43","0","0.00"
"10793  :  โรงพยาบาลท่าหลวง","76","0","0.00"
"10794  :  โรงพยาบาลสระโบสถ์","26","0","0.00"
"10795  :  โรงพยาบาลโคกเจริญ","29","0","0.00"
"10796  :  โรงพยาบาลลำสนธิ","28","0","0.00"
"10797  :  โรงพยาบาลหนองม่วง","13","0","0.00"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","1,083","4","3.69"
"10693  :  โรงพยาบาลอินทร์บุรี","361","2","5.54"
"10798  :  โรงพยาบาลบางระจัน","0","0","0.00"
"10799  :  โรงพยาบาลค่ายบางระจัน","1","0","0.00"
"10800  :  โรงพยาบาลพรหมบุรี","1","0","0.00"
"10801  :  โรงพยาบาลท่าช้าง","3","0","0.00"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","1,672","16","9.57"
"10802  :  โรงพยาบาลมโนรมย์","5","0","0.00"
"10803  :  โรงพยาบาลวัดสิงห์","25","0","0.00"
"10804  :  โรงพยาบาลสรรพยา","5","0","0.00"
"10805  :  โรงพยาบาลสรรคบุรี","4","0","0.00"
"10806  :  โรงพยาบาลหันคา","33","0","0.00"
"27974  :  โรงพยาบาลหนองมะโมง","19","0","0.00"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","4,213","18","4.27"
"10695  :  โรงพยาบาลพระพุทธบาท","1,121","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","414","0","0.00"
"10808  :  โรงพยาบาลหนองแค","47","0","0.00"
"10809  :  โรงพยาบาลวิหารแดง","30","0","0.00"
"10810  :  โรงพยาบาลหนองแซง","3","0","0.00"
"10811  :  โรงพยาบาลบ้านหมอ","40","0","0.00"
"10812  :  โรงพยาบาลดอนพุด","8","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","0","0","0.00"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","8","0","0.00"
"10815  :  โรงพยาบาลมวกเหล็ก","102","0","0.00"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","57","0","0.00"
"11485  :  โรงพยาบาลค่ายอดิศร","0","0","0.00"
"10662  :  โรงพยาบาลชลบุรี","5,386","29","5.38"
"10817  :  โรงพยาบาลบ้านบึง","1,643","2","1.22"
"10818  :  โรงพยาบาลหนองใหญ่","191","0","0.00"
"10819  :  โรงพยาบาลบางละมุง","3,679","11","2.99"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","129","0","0.00"
"10821  :  โรงพยาบาลพานทอง","433","0","0.00"
"10822  :  โรงพยาบาลพนัสนิคม","1,993","0","0.00"
"10823  :  โรงพยาบาลแหลมฉบัง","1,041","1","0.96"
"10824  :  โรงพยาบาลเกาะสีชัง","8","0","0.00"
"10825  :  โรงพยาบาลสัตหีบกม10","266","2","7.52"
"10826  :  โรงพยาบาลบ่อทอง","354","0","0.00"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","0","0","0.00"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","0","0","0.00"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","0","0","0.00"
"28005  :  โรงพยาบาลเมืองพัทยา","0","0","0.00"
"28006  :  โรงพยาบาลเกาะจันทร์","1","0","0.00"
"10663  :  โรงพยาบาลระยอง","4,816","35","7.27"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","1,428","0","0.00"
"10828  :  โรงพยาบาลบ้านฉาง","264","0","0.00"
"10829  :  โรงพยาบาลแกลง","1,413","2","1.42"
"10830  :  โรงพยาบาลวังจันทร์","116","1","8.62"
"10831  :  โรงพยาบาลบ้านค่าย","233","0","0.00"
"10832  :  โรงพยาบาลปลวกแดง","421","0","0.00"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00"
"23962  :  โรงพยาบาลนิคมพัฒนา","0","0","0.00"
"10664  :  โรงพยาบาลพระปกเกล้า","3,682","30","8.15"
"10834  :  โรงพยาบาลขลุง","60","0","0.00"
"10835  :  โรงพยาบาลท่าใหม่","42","0","0.00"
"10836  :  โรงพยาบาลเขาสุกิม","55","0","0.00"
"10837  :  โรงพยาบาลสองพี่น้อง","44","0","0.00"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","219","0","0.00"
"10839  :  โรงพยาบาลมะขาม","99","0","0.00"
"10840  :  โรงพยาบาลแหลมสิงห์","52","0","0.00"
"10841  :  โรงพยาบาลสอยดาว","213","0","0.00"
"10842  :  โรงพยาบาลแก่งหางแมว","216","0","0.00"
"10843  :  โรงพยาบาลนายายอาม","145","0","0.00"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","59","0","0.00"
"10696  :  โรงพยาบาลตราด","2,178","15","6.89"
"10845  :  โรงพยาบาลคลองใหญ่","26","0","0.00"
"10846  :  โรงพยาบาลเขาสมิง","6","0","0.00"
"10847  :  โรงพยาบาลบ่อไร่","71","0","0.00"
"10848  :  โรงพยาบาลแหลมงอบ","4","0","0.00"
"10849  :  โรงพยาบาลเกาะกูด","0","0","0.00"
"13816  :  โรงพยาบาลเกาะช้าง","9","0","0.00"
"10697  :  โรงพยาบาลพุทธโสธร","3,038","37","12.18"
"10833  :  โรงพยาบาลท่าตะเกียบ","200","1","5.00"
"10850  :  โรงพยาบาลบางคล้า","109","0","0.00"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","510","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","669","1","1.49"
"10853  :  โรงพยาบาลบ้านโพธิ์","88","0","0.00"
"10854  :  โรงพยาบาลพนมสารคาม","968","2","2.07"
"10855  :  โรงพยาบาลสนามชัยเขต","755","2","2.65"
"10856  :  โรงพยาบาลแปลงยาว","183","0","0.00"
"13747  :  โรงพยาบาลราชสาส์น","12","0","0.00"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","1,497","7","4.68"
"10857  :  โรงพยาบาลกบินทร์บุรี","474","1","2.11"
"10858  :  โรงพยาบาลนาดี","156","0","0.00"
"10859  :  โรงพยาบาลบ้านสร้าง","42","1","23.81"
"10860  :  โรงพยาบาลประจันตคาม","89","0","0.00"
"10861  :  โรงพยาบาลศรีมหาโพธิ","150","0","0.00"
"10862  :  โรงพยาบาลศรีมโหสถ","43","0","0.00"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","0","0","0.00"
"10698  :  โรงพยาบาลนครนายก","1,275","7","5.49"
"10863  :  โรงพยาบาลปากพลี","1","0","0.00"
"10864  :  โรงพยาบาลบ้านนา","32","0","0.00"
"10865  :  โรงพยาบาลองครักษ์","72","0","0.00"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","1,708","27","15.81"
"10866  :  โรงพยาบาลคลองหาด","106","0","0.00"
"10867  :  โรงพยาบาลตาพระยา","119","4","33.61"
"10868  :  โรงพยาบาลวังน้ำเย็น","205","0","0.00"
"10869  :  โรงพยาบาลวัฒนานคร","219","0","0.00"
"10870  :  โรงพยาบาลอรัญประเทศ","589","0","0.00"
"13817  :  โรงพยาบาลเขาฉกรรจ์","146","0","0.00"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","3,642","68","18.67"
"10871  :  โรงพยาบาลครบุรี","358","0","0.00"
"10872  :  โรงพยาบาลเสิงสาง","145","0","0.00"
"10873  :  โรงพยาบาลคง","52","0","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","47","0","0.00"
"10875  :  โรงพยาบาลจักราช","69","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","772","0","0.00"
"10877  :  โรงพยาบาลด่านขุนทด","295","0","0.00"
"10878  :  โรงพยาบาลโนนไทย","208","0","0.00"
"10879  :  โรงพยาบาลโนนสูง","321","0","0.00"
"10880  :  โรงพยาบาลขามสะแกแสง","52","0","0.00"
"10881  :  โรงพยาบาลบัวใหญ่","951","0","0.00"
"10882  :  โรงพยาบาลประทาย","155","1","6.45"
"10883  :  โรงพยาบาลปักธงชัย","229","0","0.00"
"10884  :  โรงพยาบาลพิมาย","862","0","0.00"
"10885  :  โรงพยาบาลห้วยแถลง","120","0","0.00"
"10886  :  โรงพยาบาลชุมพวง","282","0","0.00"
"10887  :  โรงพยาบาลสูงเนิน","220","0","0.00"
"10888  :  โรงพยาบาลขามทะเลสอ","1","0","0.00"
"10889  :  โรงพยาบาลสีคิ้ว","336","0","0.00"
"10890  :  โรงพยาบาลปากช่องนานา","856","2","2.34"
"10891  :  โรงพยาบาลหนองบุญมาก","198","0","0.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","55","0","0.00"
"10893  :  โรงพยาบาลโนนแดง","17","0","0.00"
"10894  :  โรงพยาบาลวังน้ำเขียว","107","0","0.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","4","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","13","0","0.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","72","0","0.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","570","0","0.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","1","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","1","0","0.00"
"27840  :  โรงพยาบาลสีดา","0","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","0","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","6,127","18","2.94"
"10895  :  โรงพยาบาลคูเมือง","3","0","0.00"
"10896  :  โรงพยาบาลกระสัง","300","0","0.00"
"10897  :  โรงพยาบาลนางรอง","901","5","5.55"
"10898  :  โรงพยาบาลหนองกี่","131","0","0.00"
"10899  :  โรงพยาบาลละหานทราย","544","0","0.00"
"10900  :  โรงพยาบาลประโคนชัย","124","0","0.00"
"10901  :  โรงพยาบาลบ้านกรวด","102","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","20","1","50.00"
"10904  :  โรงพยาบาลลำปลายมาศ","486","0","0.00"
"10905  :  โรงพยาบาลสตึก","187","0","0.00"
"10906  :  โรงพยาบาลปะคำ","26","0","0.00"
"10907  :  โรงพยาบาลนาโพธิ์","9","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","20","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","64","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","62","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","6","0","0.00"
"10912  :  โรงพยาบาลชำนิ","3","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","20","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","5","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","16","0","0.00"
"23578  :  โรงพยาบาลแคนดง","3","0","0.00"
"28020  :  โรงพยาบาลบ้านด่าน","1","0","0.00"
"10668  :  โรงพยาบาลสุรินทร์","3,695","27","7.31"
"10915  :  โรงพยาบาลชุมพลบุรี","52","0","0.00"
"10916  :  โรงพยาบาลท่าตูม","697","0","0.00"
"10917  :  โรงพยาบาลจอมพระ","120","0","0.00"
"10918  :  โรงพยาบาลปราสาท","1,767","1","0.57"
"10919  :  โรงพยาบาลกาบเชิง","189","0","0.00"
"10920  :  โรงพยาบาลรัตนบุรี","544","0","0.00"
"10921  :  โรงพยาบาลสนม","26","0","0.00"
"10922  :  โรงพยาบาลศีขรภูมิ","422","0","0.00"
"10923  :  โรงพยาบาลสังขะ","462","1","2.16"
"10924  :  โรงพยาบาลลำดวน","123","0","0.00"
"10925  :  โรงพยาบาลสำโรงทาบ","176","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","38","0","0.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","20","0","0.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","0","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","1","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","0","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","4,601","36","7.82"
"10927  :  โรงพยาบาลยางชุมน้อย","32","0","0.00"
"10928  :  โรงพยาบาลกันทรารมย์","157","0","0.00"
"10929  :  โรงพยาบาลกันทรลักษ์","1,994","0","0.00"
"10930  :  โรงพยาบาลขุขันธ์","643","0","0.00"
"10931  :  โรงพยาบาลไพรบึง","145","0","0.00"
"10932  :  โรงพยาบาลปรางค์กู่","157","0","0.00"
"10933  :  โรงพยาบาลขุนหาญ","471","0","0.00"
"10934  :  โรงพยาบาลราษีไศล","749","1","1.34"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","402","0","0.00"
"10936  :  โรงพยาบาลบึงบูรพ์","33","0","0.00"
"10937  :  โรงพยาบาลห้วยทับทัน","77","0","0.00"
"10938  :  โรงพยาบาลโนนคูณ","49","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","231","0","0.00"
"10940  :  โรงพยาบาลวังหิน","59","0","0.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","119","0","0.00"
"10942  :  โรงพยาบาลภูสิงห์","234","0","0.00"
"10943  :  โรงพยาบาลเมืองจันทร์","24","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","17","0","0.00"
"28014  :  โรงพยาบาลพยุห์","50","0","0.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","1","0","0.00"
"28016  :  โรงพยาบาลศิลาลาด","0","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","4,485","60","13.38"
"10944  :  โรงพยาบาลศรีเมืองใหม่","15","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","13","0","0.00"
"10946  :  โรงพยาบาลเขื่องใน","148","0","0.00"
