"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"D","A","B","C","A+C","ร้อยละ","D","A","B","C","A+C","ร้อยละ","D","A","B","C","A+C","ร้อยละ","D","A","B","C","A+C","ร้อยละ","D","A","B","C","A+C","ร้อยละ"
"14173  :  โรงพยาบาลตำรวจ","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","56","32","1","0","32","57.14","0","0","0","0","0","0.00","14","10","0","0","10","71.43","16","7","0","0","7","43.75","26","15","1","0","15","57.69"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","377","255","0","5","260","68.97","65","47","0","0","47","72.31","125","84","0","2","86","68.80","127","85","0","3","88","69.29","60","39","0","0","39","65.00"
"10752  :  โรงพยาบาลบางบ่อ","102","45","0","3","48","47.06","27","17","0","0","17","62.96","17","9","0","0","9","52.94","26","9","0","0","9","34.62","32","10","0","3","13","40.63"
"10753  :  โรงพยาบาลบางพลี","157","96","0","2","98","62.42","43","26","0","0","26","60.47","30","20","0","0","20","66.67","35","22","0","0","22","62.86","49","28","0","2","30","61.22"
"10754  :  โรงพยาบาลบางจาก","29","8","0","1","9","31.03","6","0","0","1","1","16.67","7","3","0","0","3","42.86","7","2","0","0","2","28.57","9","3","0","0","3","33.33"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","44","8","0","1","9","20.45","10","3","0","0","3","30.00","9","1","0","1","2","22.22","13","1","0","0","1","7.69","12","3","0","0","3","25.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","3","1","0","0","1","33.33","0","0","0","0","0","0.00","0","0","0","0","0","0.00","1","1","0","0","1","100.00","2","0","0","0","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","11","8","0","0","8","72.73","3","1","0","0","1","33.33","4","4","0","0","4","100.00","4","3","0","0","3","75.00","0","0","0","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","303","214","0","0","214","70.63","82","50","0","0","50","60.98","53","37","0","0","37","69.81","80","61","0","0","61","76.25","88","66","0","0","66","75.00"
"10756  :  โรงพยาบาลบางกรวย","25","15","0","0","15","60.00","14","8","0","0","8","57.14","10","7","0","0","7","70.00","1","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10757  :  โรงพยาบาลบางใหญ่","58","27","0","0","27","46.55","12","4","0","0","4","33.33","17","9","0","0","9","52.94","10","3","0","0","3","30.00","19","11","0","0","11","57.89"
"10758  :  โรงพยาบาลบางบัวทอง","20","13","0","0","13","65.00","1","0","0","0","0","0.00","6","4","0","0","4","66.67","4","3","0","0","3","75.00","9","6","0","0","6","66.67"
"10759  :  โรงพยาบาลไทรน้อย","50","18","0","2","20","40.00","13","7","0","1","8","61.54","21","5","0","1","6","28.57","8","3","0","0","3","37.50","8","3","0","0","3","37.50"
"10760  :  โรงพยาบาลปากเกร็ด","28","6","0","0","6","21.43","3","1","0","0","1","33.33","8","1","0","0","1","12.50","6","1","0","0","1","16.67","11","3","0","0","3","27.27"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","53","31","0","0","31","58.49","13","8","0","0","8","61.54","11","6","0","0","6","54.55","14","9","0","0","9","64.29","15","8","0","0","8","53.33"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10687  :  โรงพยาบาลปทุมธานี","238","143","0","5","148","62.18","64","47","0","0","47","73.44","37","21","0","3","24","64.86","63","39","0","0","39","61.90","74","36","0","2","38","51.35"
"10761  :  โรงพยาบาลคลองหลวง","16","6","0","0","6","37.50","4","1","0","0","1","25.00","3","1","0","0","1","33.33","5","2","0","0","2","40.00","4","2","0","0","2","50.00"
"10762  :  โรงพยาบาลธัญบุรี","29","6","0","0","6","20.69","7","2","0","0","2","28.57","4","2","0","0","2","50.00","9","1","0","0","1","11.11","9","1","0","0","1","11.11"
"10763  :  โรงพยาบาลประชาธิปัตย์","32","5","0","0","5","15.63","12","2","0","0","2","16.67","8","1","0","0","1","12.50","7","1","0","0","1","14.29","5","1","0","0","1","20.00"
"10764  :  โรงพยาบาลหนองเสือ","18","3","0","0","3","16.67","3","1","0","0","1","33.33","2","0","0","0","0","0.00","7","1","0","0","1","14.29","6","1","0","0","1","16.67"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","16","7","0","0","7","43.75","3","1","0","0","1","33.33","5","3","0","0","3","60.00","2","1","0","0","1","50.00","6","2","0","0","2","33.33"
"10766  :  โรงพยาบาลลำลูกกา","22","7","0","1","8","36.36","6","2","0","0","2","33.33","4","1","0","1","2","50.00","3","1","0","0","1","33.33","9","3","0","0","3","33.33"
"10767  :  โรงพยาบาลสามโคก","7","2","0","0","2","28.57","1","0","0","0","0","0.00","2","0","0","0","0","0.00","4","2","0","0","2","50.00","0","0","0","0","0","0.00"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00","0","0","0","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","652","491","1","10","501","76.84","155","120","0","3","123","79.35","170","131","0","3","134","78.82","157","115","0","0","115","73.25","170","125","1","4","129","75.88"
"10688  :  โรงพยาบาลเสนา","142","75","1","2","77","54.23","38","22","1","1","23","60.53","35","21","0","0","21","60.00","42","20","0","1","21","50.00","27","12","0","0","12","44.44"
"10768  :  โรงพยาบาลท่าเรือ","10","2","0","1","3","30.00","3","2","0","0","2","66.67","0","0","0","0","0","0.00","5","0","0","1","1","20.00","2","0","0","0","0","0.00"
