"โรงพยาบาล","B","A","อัตราต่อพัน"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","7,009","25","3.57"
"10752  :  โรงพยาบาลบางบ่อ","282","2","7.09"
"10753  :  โรงพยาบาลบางพลี","2,078","9","4.33"
"10754  :  โรงพยาบาลบางจาก","298","0","0.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","322","0","0.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","0","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","3,407","29","8.51"
"10756  :  โรงพยาบาลบางกรวย","176","0","0.00"
"10757  :  โรงพยาบาลบางใหญ่","340","0","0.00"
"10758  :  โรงพยาบาลบางบัวทอง","618","0","0.00"
"10759  :  โรงพยาบาลไทรน้อย","362","0","0.00"
"10760  :  โรงพยาบาลปากเกร็ด","577","0","0.00"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","8","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","0","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","0","0","0.00"
"10687  :  โรงพยาบาลปทุมธานี","3,343","16","4.79"
"10761  :  โรงพยาบาลคลองหลวง","239","0","0.00"
"10762  :  โรงพยาบาลธัญบุรี","237","0","0.00"
"10763  :  โรงพยาบาลประชาธิปัตย์","152","0","0.00"
"10764  :  โรงพยาบาลหนองเสือ","100","0","0.00"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","91","0","0.00"
"10766  :  โรงพยาบาลลำลูกกา","257","0","0.00"
"10767  :  โรงพยาบาลสามโคก","94","0","0.00"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","4,833","30","6.21"
"10688  :  โรงพยาบาลเสนา","887","10","11.27"
"10768  :  โรงพยาบาลท่าเรือ","45","0","0.00"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","51","0","0.00"
"10770  :  โรงพยาบาลบางไทร","62","0","0.00"
"10771  :  โรงพยาบาลบางบาล","2","0","0.00"
"10772  :  โรงพยาบาลบางปะอิน","228","0","0.00"
"10773  :  โรงพยาบาลบางปะหัน","20","0","0.00"
"10774  :  โรงพยาบาลผักไห่","50","0","0.00"
"10775  :  โรงพยาบาลภาชี","76","1","13.16"
"10776  :  โรงพยาบาลลาดบัวหลวง","4","0","0.00"
"10777  :  โรงพยาบาลวังน้อย","36","0","0.00"
"10778  :  โรงพยาบาลบางซ้าย","0","0","0.00"
"10779  :  โรงพยาบาลอุทัย","21","0","0.00"
"10780  :  โรงพยาบาลมหาราช","10","0","0.00"
"10781  :  โรงพยาบาลบ้านแพรก","0","0","0.00"
"10689  :  โรงพยาบาลอ่างทอง","1,474","10","6.78"
"10782  :  โรงพยาบาลไชโย","12","0","0.00"
"10784  :  โรงพยาบาลป่าโมก","30","0","0.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","71","0","0.00"
"10786  :  โรงพยาบาลแสวงหา","57","0","0.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","177","0","0.00"
"10788  :  โรงพยาบาลสามโก้","11","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","1,846","27","14.63"
"10691  :  โรงพยาบาลบ้านหมี่","753","4","5.31"
"10789  :  โรงพยาบาลพัฒนานิคม","188","0","0.00"
"10790  :  โรงพยาบาลโคกสำโรง","356","0","0.00"
"10791  :  โรงพยาบาลชัยบาดาล","756","5","6.61"
"10792  :  โรงพยาบาลท่าวุ้ง","50","0","0.00"
"10793  :  โรงพยาบาลท่าหลวง","96","0","0.00"
"10794  :  โรงพยาบาลสระโบสถ์","16","0","0.00"
"10795  :  โรงพยาบาลโคกเจริญ","47","0","0.00"
"10796  :  โรงพยาบาลลำสนธิ","75","0","0.00"
"10797  :  โรงพยาบาลหนองม่วง","50","0","0.00"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","1,163","5","4.30"
"10693  :  โรงพยาบาลอินทร์บุรี","451","2","4.43"
"10798  :  โรงพยาบาลบางระจัน","4","0","0.00"
"10799  :  โรงพยาบาลค่ายบางระจัน","18","0","0.00"
"10800  :  โรงพยาบาลพรหมบุรี","10","0","0.00"
"10801  :  โรงพยาบาลท่าช้าง","10","0","0.00"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","1,808","8","4.42"
"10802  :  โรงพยาบาลมโนรมย์","12","0","0.00"
"10803  :  โรงพยาบาลวัดสิงห์","40","0","0.00"
"10804  :  โรงพยาบาลสรรพยา","11","0","0.00"
"10805  :  โรงพยาบาลสรรคบุรี","43","0","0.00"
"10806  :  โรงพยาบาลหันคา","74","0","0.00"
"27974  :  โรงพยาบาลหนองมะโมง","5","0","0.00"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","4,289","22","5.13"
"10695  :  โรงพยาบาลพระพุทธบาท","1,304","1","0.77"
"10807  :  โรงพยาบาลแก่งคอย","135","0","0.00"
"10808  :  โรงพยาบาลหนองแค","121","0","0.00"
"10809  :  โรงพยาบาลวิหารแดง","95","0","0.00"
"10810  :  โรงพยาบาลหนองแซง","13","0","0.00"
"10811  :  โรงพยาบาลบ้านหมอ","77","0","0.00"
"10812  :  โรงพยาบาลดอนพุด","2","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","0","0","0.00"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","20","0","0.00"
"10815  :  โรงพยาบาลมวกเหล็ก","149","0","0.00"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","83","0","0.00"
"11485  :  โรงพยาบาลค่ายอดิศร","0","0","0.00"
"10662  :  โรงพยาบาลชลบุรี","6,129","10","1.63"
"10817  :  โรงพยาบาลบ้านบึง","1,673","6","3.59"
"10818  :  โรงพยาบาลหนองใหญ่","231","0","0.00"
"10819  :  โรงพยาบาลบางละมุง","1,881","24","12.76"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","127","0","0.00"
"10821  :  โรงพยาบาลพานทอง","553","1","1.81"
"10822  :  โรงพยาบาลพนัสนิคม","1,754","1","0.57"
"10823  :  โรงพยาบาลแหลมฉบัง","1,078","5","4.64"
"10824  :  โรงพยาบาลเกาะสีชัง","11","0","0.00"
"10825  :  โรงพยาบาลสัตหีบกม10","407","0","0.00"
"10826  :  โรงพยาบาลบ่อทอง","437","0","0.00"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","0","0","0.00"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","0","0","0.00"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","0","0","0.00"
"28005  :  โรงพยาบาลเมืองพัทยา","0","0","0.00"
"28006  :  โรงพยาบาลเกาะจันทร์","4","0","0.00"
"10663  :  โรงพยาบาลระยอง","4,682","41","8.76"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","1,423","2","1.41"
"10828  :  โรงพยาบาลบ้านฉาง","223","1","4.48"
"10829  :  โรงพยาบาลแกลง","1,657","0","0.00"
"10830  :  โรงพยาบาลวังจันทร์","162","0","0.00"
"10831  :  โรงพยาบาลบ้านค่าย","271","0","0.00"
"10832  :  โรงพยาบาลปลวกแดง","326","0","0.00"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00"
"23962  :  โรงพยาบาลนิคมพัฒนา","0","0","0.00"
"10664  :  โรงพยาบาลพระปกเกล้า","3,042","31","10.19"
"10834  :  โรงพยาบาลขลุง","110","1","9.09"
"10835  :  โรงพยาบาลท่าใหม่","37","0","0.00"
"10836  :  โรงพยาบาลเขาสุกิม","36","0","0.00"
"10837  :  โรงพยาบาลสองพี่น้อง","37","0","0.00"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","167","0","0.00"
"10839  :  โรงพยาบาลมะขาม","142","2","14.08"
"10840  :  โรงพยาบาลแหลมสิงห์","60","0","0.00"
"10841  :  โรงพยาบาลสอยดาว","337","1","2.97"
"10842  :  โรงพยาบาลแก่งหางแมว","109","0","0.00"
"10843  :  โรงพยาบาลนายายอาม","130","0","0.00"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","7","0","0.00"
"10696  :  โรงพยาบาลตราด","2,097","21","10.01"
"10845  :  โรงพยาบาลคลองใหญ่","81","2","24.69"
"10846  :  โรงพยาบาลเขาสมิง","56","0","0.00"
"10847  :  โรงพยาบาลบ่อไร่","114","0","0.00"
"10848  :  โรงพยาบาลแหลมงอบ","32","0","0.00"
"10849  :  โรงพยาบาลเกาะกูด","2","0","0.00"
"13816  :  โรงพยาบาลเกาะช้าง","53","0","0.00"
"10697  :  โรงพยาบาลพุทธโสธร","2,574","25","9.71"
"10833  :  โรงพยาบาลท่าตะเกียบ","238","0","0.00"
"10850  :  โรงพยาบาลบางคล้า","126","0","0.00"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","577","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","842","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","109","2","18.35"
"10854  :  โรงพยาบาลพนมสารคาม","1,097","0","0.00"
"10855  :  โรงพยาบาลสนามชัยเขต","789","0","0.00"
"10856  :  โรงพยาบาลแปลงยาว","221","0","0.00"
"13747  :  โรงพยาบาลราชสาส์น","7","0","0.00"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","3,087","13","4.21"
"10857  :  โรงพยาบาลกบินทร์บุรี","941","0","0.00"
"10858  :  โรงพยาบาลนาดี","158","0","0.00"
"10859  :  โรงพยาบาลบ้านสร้าง","56","0","0.00"
"10860  :  โรงพยาบาลประจันตคาม","80","0","0.00"
"10861  :  โรงพยาบาลศรีมหาโพธิ","160","1","6.25"
"10862  :  โรงพยาบาลศรีมโหสถ","75","0","0.00"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","0","0","0.00"
"10698  :  โรงพยาบาลนครนายก","1,118","11","9.84"
"10863  :  โรงพยาบาลปากพลี","15","1","66.67"
"10864  :  โรงพยาบาลบ้านนา","103","2","19.42"
"10865  :  โรงพยาบาลองครักษ์","102","0","0.00"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","2,611","29","11.11"
"10866  :  โรงพยาบาลคลองหาด","140","0","0.00"
"10867  :  โรงพยาบาลตาพระยา","153","0","0.00"
"10868  :  โรงพยาบาลวังน้ำเย็น","371","0","0.00"
"10869  :  โรงพยาบาลวัฒนานคร","201","1","4.98"
"10870  :  โรงพยาบาลอรัญประเทศ","563","0","0.00"
"13817  :  โรงพยาบาลเขาฉกรรจ์","161","0","0.00"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","4,480","69","15.40"
"10871  :  โรงพยาบาลครบุรี","645","0","0.00"
"10872  :  โรงพยาบาลเสิงสาง","237","0","0.00"
"10873  :  โรงพยาบาลคง","118","0","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","75","0","0.00"
"10875  :  โรงพยาบาลจักราช","189","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","1,018","0","0.00"
"10877  :  โรงพยาบาลด่านขุนทด","369","0","0.00"
"10878  :  โรงพยาบาลโนนไทย","171","0","0.00"
"10879  :  โรงพยาบาลโนนสูง","355","0","0.00"
"10880  :  โรงพยาบาลขามสะแกแสง","71","0","0.00"
"10881  :  โรงพยาบาลบัวใหญ่","995","0","0.00"
"10882  :  โรงพยาบาลประทาย","173","0","0.00"
"10883  :  โรงพยาบาลปักธงชัย","319","0","0.00"
"10884  :  โรงพยาบาลพิมาย","1,139","0","0.00"
"10885  :  โรงพยาบาลห้วยแถลง","162","0","0.00"
"10886  :  โรงพยาบาลชุมพวง","301","0","0.00"
"10887  :  โรงพยาบาลสูงเนิน","445","0","0.00"
"10888  :  โรงพยาบาลขามทะเลสอ","35","0","0.00"
"10889  :  โรงพยาบาลสีคิ้ว","686","0","0.00"
"10890  :  โรงพยาบาลปากช่องนานา","1,502","1","0.67"
"10891  :  โรงพยาบาลหนองบุญมาก","202","0","0.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","42","0","0.00"
"10893  :  โรงพยาบาลโนนแดง","47","0","0.00"
"10894  :  โรงพยาบาลวังน้ำเขียว","152","0","0.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","10","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","16","0","0.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","80","0","0.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","1,093","0","0.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","1","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","0","0","0.00"
"27840  :  โรงพยาบาลสีดา","0","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","0","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","6,592","16","2.43"
"10895  :  โรงพยาบาลคูเมือง","17","0","0.00"
"10896  :  โรงพยาบาลกระสัง","267","0","0.00"
"10897  :  โรงพยาบาลนางรอง","1,064","6","5.64"
"10898  :  โรงพยาบาลหนองกี่","193","1","5.18"
"10899  :  โรงพยาบาลละหานทราย","702","0","0.00"
"10900  :  โรงพยาบาลประโคนชัย","187","0","0.00"
"10901  :  โรงพยาบาลบ้านกรวด","260","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","151","1","6.62"
"10904  :  โรงพยาบาลลำปลายมาศ","272","0","0.00"
"10905  :  โรงพยาบาลสตึก","308","0","0.00"
"10906  :  โรงพยาบาลปะคำ","81","1","12.35"
"10907  :  โรงพยาบาลนาโพธิ์","32","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","65","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","80","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","52","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","7","0","0.00"
"10912  :  โรงพยาบาลชำนิ","12","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","54","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","54","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","18","0","0.00"
"23578  :  โรงพยาบาลแคนดง","2","0","0.00"
"28020  :  โรงพยาบาลบ้านด่าน","0","0","0.00"
"10668  :  โรงพยาบาลสุรินทร์","3,918","26","6.64"
"10915  :  โรงพยาบาลชุมพลบุรี","105","0","0.00"
"10916  :  โรงพยาบาลท่าตูม","841","0","0.00"
"10917  :  โรงพยาบาลจอมพระ","82","0","0.00"
"10918  :  โรงพยาบาลปราสาท","1,887","1","0.53"
"10919  :  โรงพยาบาลกาบเชิง","227","0","0.00"
"10920  :  โรงพยาบาลรัตนบุรี","647","0","0.00"
"10921  :  โรงพยาบาลสนม","87","0","0.00"
"10922  :  โรงพยาบาลศีขรภูมิ","603","0","0.00"
"10923  :  โรงพยาบาลสังขะ","592","0","0.00"
"10924  :  โรงพยาบาลลำดวน","349","0","0.00"
"10925  :  โรงพยาบาลสำโรงทาบ","205","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","209","0","0.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","37","0","0.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","0","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","1","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","0","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","3,205","30","9.36"
"10927  :  โรงพยาบาลยางชุมน้อย","36","0","0.00"
"10928  :  โรงพยาบาลกันทรารมย์","243","0","0.00"
"10929  :  โรงพยาบาลกันทรลักษ์","2,021","1","0.49"
"10930  :  โรงพยาบาลขุขันธ์","592","0","0.00"
"10931  :  โรงพยาบาลไพรบึง","181","0","0.00"
"10932  :  โรงพยาบาลปรางค์กู่","196","0","0.00"
"10933  :  โรงพยาบาลขุนหาญ","534","0","0.00"
"10934  :  โรงพยาบาลราษีไศล","723","0","0.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","329","0","0.00"
"10936  :  โรงพยาบาลบึงบูรพ์","23","0","0.00"
"10937  :  โรงพยาบาลห้วยทับทัน","83","0","0.00"
"10938  :  โรงพยาบาลโนนคูณ","32","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","228","0","0.00"
"10940  :  โรงพยาบาลวังหิน","68","0","0.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","143","0","0.00"
"10942  :  โรงพยาบาลภูสิงห์","220","0","0.00"
"10943  :  โรงพยาบาลเมืองจันทร์","20","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","11","0","0.00"
"28014  :  โรงพยาบาลพยุห์","64","0","0.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","0","0","0.00"
"28016  :  โรงพยาบาลศิลาลาด","0","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","5,037","64","12.71"
"10944  :  โรงพยาบาลศรีเมืองใหม่","21","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","18","0","0.00"
"10946  :  โรงพยาบาลเขื่องใน","23","0","0.00"
