"โรงพยาบาล","เด็กกลุ่มอายุ  12 ปีในเขตรับผิดชอบ"
"ทั้งหมด(C)","ได้รับการตรวจสุขภาพช่องปาก (B)","ฟันดีไม่มีผุ(A)","อัตรา(A/B)*100"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","38","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","5","2","2","100.00"
"10752  :  โรงพยาบาลบางบ่อ","0","0","0","0.00"
"10753  :  โรงพยาบาลบางพลี","0","0","0","0.00"
"10754  :  โรงพยาบาลบางจาก","9","0","0","0.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","214","28","19","67.86"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","285","58","52","89.66"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","16","3","2","66.67"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","152","5","3","60.00"
"28785  :  โรงพยาบาลบางเสาธง","3","1","1","100.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","82","5","2","40.00"
"10757  :  โรงพยาบาลบางใหญ่","148","24","18","75.00"
"10758  :  โรงพยาบาลบางบัวทอง","55","12","7","58.33"
"10759  :  โรงพยาบาลไทรน้อย","282","51","39","76.47"
"10760  :  โรงพยาบาลปากเกร็ด","272","4","3","75.00"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","53","0","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","29","7","5","71.43"
"10687  :  โรงพยาบาลปทุมธานี","0","0","0","0.00"
"10761  :  โรงพยาบาลคลองหลวง","60","10","5","50.00"
"10762  :  โรงพยาบาลธัญบุรี","140","72","59","81.94"
"10763  :  โรงพยาบาลประชาธิปัตย์","224","19","12","63.16"
"10764  :  โรงพยาบาลหนองเสือ","70","10","4","40.00"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","96","34","27","79.41"
"10766  :  โรงพยาบาลลำลูกกา","0","0","0","0.00"
"10767  :  โรงพยาบาลสามโคก","52","1","1","100.00"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","1","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0","0.00"
"10688  :  โรงพยาบาลเสนา","42","14","12","85.71"
"10768  :  โรงพยาบาลท่าเรือ","179","146","117","80.14"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","2","0","0","0.00"
"10770  :  โรงพยาบาลบางไทร","42","3","0","0.00"
"10771  :  โรงพยาบาลบางบาล","20","7","5","71.43"
"10772  :  โรงพยาบาลบางปะอิน","137","25","18","72.00"
"10773  :  โรงพยาบาลบางปะหัน","14","5","5","100.00"
"10774  :  โรงพยาบาลผักไห่","18","9","4","44.44"
"10775  :  โรงพยาบาลภาชี","91","7","6","85.71"
"10776  :  โรงพยาบาลลาดบัวหลวง","45","1","0","0.00"
"10777  :  โรงพยาบาลวังน้อย","115","8","4","50.00"
"10778  :  โรงพยาบาลบางซ้าย","61","14","10","71.43"
"10779  :  โรงพยาบาลอุทัย","17","4","1","25.00"
"10780  :  โรงพยาบาลมหาราช","14","6","3","50.00"
"10781  :  โรงพยาบาลบ้านแพรก","23","11","7","63.64"
"10689  :  โรงพยาบาลอ่างทอง","13","11","7","63.64"
"10782  :  โรงพยาบาลไชโย","38","25","23","92.00"
"10784  :  โรงพยาบาลป่าโมก","38","21","19","90.48"
"10785  :  โรงพยาบาลโพธิ์ทอง","39","10","10","100.00"
"10786  :  โรงพยาบาลแสวงหา","79","27","24","88.89"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","68","34","16","47.06"
"10788  :  โรงพยาบาลสามโก้","22","2","1","50.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","29","7","5","71.43"
"10789  :  โรงพยาบาลพัฒนานิคม","108","63","46","73.02"
"10790  :  โรงพยาบาลโคกสำโรง","63","27","13","48.15"
"10791  :  โรงพยาบาลชัยบาดาล","218","15","8","53.33"
"10792  :  โรงพยาบาลท่าวุ้ง","46","19","16","84.21"
"10793  :  โรงพยาบาลท่าหลวง","90","10","2","20.00"
"10794  :  โรงพยาบาลสระโบสถ์","100","3","1","33.33"
"10795  :  โรงพยาบาลโคกเจริญ","60","28","20","71.43"
"10796  :  โรงพยาบาลลำสนธิ","85","48","37","77.08"
"10797  :  โรงพยาบาลหนองม่วง","65","1","1","100.00"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","106","35","30","85.71"
"10693  :  โรงพยาบาลอินทร์บุรี","32","8","7","87.50"
"10798  :  โรงพยาบาลบางระจัน","35","5","5","100.00"
"10799  :  โรงพยาบาลค่ายบางระจัน","74","27","23","85.19"
"10800  :  โรงพยาบาลพรหมบุรี","60","4","3","75.00"
"10801  :  โรงพยาบาลท่าช้าง","28","14","13","92.86"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0","0.00"
"10802  :  โรงพยาบาลมโนรมย์","51","2","2","100.00"
"10803  :  โรงพยาบาลวัดสิงห์","46","23","21","91.30"
"10804  :  โรงพยาบาลสรรพยา","16","0","0","0.00"
"10805  :  โรงพยาบาลสรรคบุรี","92","35","26","74.29"
"10806  :  โรงพยาบาลหันคา","93","2","2","100.00"
"27974  :  โรงพยาบาลหนองมะโมง","20","13","5","38.46"
"27975  :  โรงพยาบาลเนินขาม","0","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","0","0","0","0.00"
"10695  :  โรงพยาบาลพระพุทธบาท","0","0","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","365","29","23","79.31"
"10808  :  โรงพยาบาลหนองแค","63","3","2","66.67"
"10809  :  โรงพยาบาลวิหารแดง","59","8","3","37.50"
"10810  :  โรงพยาบาลหนองแซง","64","24","22","91.67"
"10811  :  โรงพยาบาลบ้านหมอ","82","16","9","56.25"
"10812  :  โรงพยาบาลดอนพุด","0","0","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","52","15","10","66.67"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","61","32","31","96.88"
"10815  :  โรงพยาบาลมวกเหล็ก","147","49","31","63.27"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","111","5","4","80.00"
"11485  :  โรงพยาบาลค่ายอดิศร","111","3","2","66.67"
"10662  :  โรงพยาบาลชลบุรี","0","0","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","546","382","320","83.77"
"10818  :  โรงพยาบาลหนองใหญ่","97","13","12","92.31"
"10819  :  โรงพยาบาลบางละมุง","489","35","18","51.43"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","38","16","14","87.50"
"10821  :  โรงพยาบาลพานทอง","110","33","22","66.67"
"10822  :  โรงพยาบาลพนัสนิคม","166","85","65","76.47"
"10823  :  โรงพยาบาลแหลมฉบัง","1,006","50","38","76.00"
"10824  :  โรงพยาบาลเกาะสีชัง","44","20","15","75.00"
"10825  :  โรงพยาบาลสัตหีบกม10","479","251","165","65.74"
"10826  :  โรงพยาบาลบ่อทอง","73","13","6","46.15"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","39","12","9","75.00"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","1","1","1","100.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","828","36","30","83.33"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","6","1","1","100.00"
"28005  :  โรงพยาบาลเมืองพัทยา","43","1","1","100.00"
"28006  :  โรงพยาบาลเกาะจันทร์","51","26","16","61.54"
"10663  :  โรงพยาบาลระยอง","0","0","0","0.00"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","130","45","42","93.33"
"10828  :  โรงพยาบาลบ้านฉาง","427","18","15","83.33"
"10829  :  โรงพยาบาลแกลง","147","104","80","76.92"
"10830  :  โรงพยาบาลวังจันทร์","89","9","7","77.78"
"10831  :  โรงพยาบาลบ้านค่าย","50","12","9","75.00"
"10832  :  โรงพยาบาลปลวกแดง","473","404","325","80.45"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","21","13","6","46.15"
"23962  :  โรงพยาบาลนิคมพัฒนา","46","4","3","75.00"
"10664  :  โรงพยาบาลพระปกเกล้า","0","0","0","0.00"
"10834  :  โรงพยาบาลขลุง","0","0","0","0.00"
"10835  :  โรงพยาบาลท่าใหม่","0","0","0","0.00"
"10836  :  โรงพยาบาลเขาสุกิม","66","13","8","61.54"
"10837  :  โรงพยาบาลสองพี่น้อง","65","18","14","77.78"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","121","5","4","80.00"
"10839  :  โรงพยาบาลมะขาม","28","12","10","83.33"
"10840  :  โรงพยาบาลแหลมสิงห์","0","0","0","0.00"
"10841  :  โรงพยาบาลสอยดาว","0","0","0","0.00"
"10842  :  โรงพยาบาลแก่งหางแมว","105","57","53","92.98"
"10843  :  โรงพยาบาลนายายอาม","36","28","26","92.86"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","66","32","26","81.25"
"10696  :  โรงพยาบาลตราด","69","30","16","53.33"
"10845  :  โรงพยาบาลคลองใหญ่","178","132","121","91.67"
"10846  :  โรงพยาบาลเขาสมิง","76","31","27","87.10"
"10847  :  โรงพยาบาลบ่อไร่","89","42","32","76.19"
"10848  :  โรงพยาบาลแหลมงอบ","41","18","11","61.11"
"10849  :  โรงพยาบาลเกาะกูด","20","6","2","33.33"
"13816  :  โรงพยาบาลเกาะช้าง","4","1","1","100.00"
"10697  :  โรงพยาบาลพุทธโสธร","1","0","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","70","42","40","95.24"
"10850  :  โรงพยาบาลบางคล้า","210","68","47","69.12"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","1","1","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","0","0","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","30","10","8","80.00"
"10854  :  โรงพยาบาลพนมสารคาม","165","73","63","86.30"
"10855  :  โรงพยาบาลสนามชัยเขต","87","29","29","100.00"
"10856  :  โรงพยาบาลแปลงยาว","97","43","38","88.37"
"13747  :  โรงพยาบาลราชสาส์น","94","59","54","91.53"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","8","0","0","0.00"
"10857  :  โรงพยาบาลกบินทร์บุรี","154","11","6","54.55"
"10858  :  โรงพยาบาลนาดี","79","0","0","0.00"
"10859  :  โรงพยาบาลบ้านสร้าง","33","32","17","53.13"
"10860  :  โรงพยาบาลประจันตคาม","88","2","1","50.00"
"10861  :  โรงพยาบาลศรีมหาโพธิ","106","37","30","81.08"
"10862  :  โรงพยาบาลศรีมโหสถ","88","10","5","50.00"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","15","1","0","0.00"
"10698  :  โรงพยาบาลนครนายก","227","80","73","91.25"
"10863  :  โรงพยาบาลปากพลี","10","1","0","0.00"
"10864  :  โรงพยาบาลบ้านนา","64","21","6","28.57"
"10865  :  โรงพยาบาลองครักษ์","37","10","8","80.00"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","6","0","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","1","0","0","0.00"
"10866  :  โรงพยาบาลคลองหาด","135","49","37","75.51"
"10867  :  โรงพยาบาลตาพระยา","101","53","51","96.23"
"10868  :  โรงพยาบาลวังน้ำเย็น","277","163","160","98.16"
"10869  :  โรงพยาบาลวัฒนานคร","160","118","113","95.76"
"10870  :  โรงพยาบาลอรัญประเทศ","164","47","45","95.74"
"13817  :  โรงพยาบาลเขาฉกรรจ์","76","8","7","87.50"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0","0.00"
"10871  :  โรงพยาบาลครบุรี","111","24","12","50.00"
"10872  :  โรงพยาบาลเสิงสาง","140","6","4","66.67"
"10873  :  โรงพยาบาลคง","111","4","4","100.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","47","19","6","31.58"
"10875  :  โรงพยาบาลจักราช","140","67","47","70.15"
"10876  :  โรงพยาบาลโชคชัย","121","5","5","100.00"
"10877  :  โรงพยาบาลด่านขุนทด","140","0","0","0.00"
"10878  :  โรงพยาบาลโนนไทย","114","4","3","75.00"
"10879  :  โรงพยาบาลโนนสูง","113","2","2","100.00"
"10880  :  โรงพยาบาลขามสะแกแสง","144","19","14","73.68"
"10881  :  โรงพยาบาลบัวใหญ่","74","1","0","0.00"
"10882  :  โรงพยาบาลประทาย","105","19","6","31.58"
"10883  :  โรงพยาบาลปักธงชัย","82","1","1","100.00"
"10884  :  โรงพยาบาลพิมาย","96","0","0","0.00"
"10885  :  โรงพยาบาลห้วยแถลง","143","2","2","100.00"
"10886  :  โรงพยาบาลชุมพวง","136","77","56","72.73"
"10887  :  โรงพยาบาลสูงเนิน","223","18","9","50.00"
"10888  :  โรงพยาบาลขามทะเลสอ","66","3","3","100.00"
"10889  :  โรงพยาบาลสีคิ้ว","261","4","4","100.00"
"10890  :  โรงพยาบาลปากช่องนานา","106","4","3","75.00"
"10891  :  โรงพยาบาลหนองบุญมาก","43","18","7","38.89"
"10892  :  โรงพยาบาลแก้งสนามนาง","2","0","0","0.00"
"10893  :  โรงพยาบาลโนนแดง","89","40","34","85.00"
"10894  :  โรงพยาบาลวังน้ำเขียว","70","34","20","58.82"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","126","10","1","10.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","40","18","17","94.44"
"11608  :  โรงพยาบาลลำทะเมนชัย","80","33","23","69.70"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","108","1","1","100.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","179","8","5","62.50"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","6","0","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","15","0","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","68","0","0","0.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","112","0","0","0.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","4","0","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","52","3","1","33.33"
"27839  :  โรงพยาบาลบัวลาย","39","0","0","0.00"
"27840  :  โรงพยาบาลสีดา","32","12","5","41.67"
"27841  :  โรงพยาบาลเทพารักษ์","66","22","9","40.91"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","179","68","24","35.29"
"10896  :  โรงพยาบาลกระสัง","144","7","5","71.43"
"10897  :  โรงพยาบาลนางรอง","412","10","10","100.00"
"10898  :  โรงพยาบาลหนองกี่","149","1","0","0.00"
"10899  :  โรงพยาบาลละหานทราย","142","19","15","78.95"
"10900  :  โรงพยาบาลประโคนชัย","150","7","5","71.43"
"10901  :  โรงพยาบาลบ้านกรวด","268","156","134","85.90"
"10902  :  โรงพยาบาลพุทไธสง","124","12","5","41.67"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0","0.00"
"10905  :  โรงพยาบาลสตึก","191","80","45","56.25"
"10906  :  โรงพยาบาลปะคำ","86","37","24","64.86"
"10907  :  โรงพยาบาลนาโพธิ์","52","23","18","78.26"
"10908  :  โรงพยาบาลหนองหงส์","100","60","33","55.00"
"10909  :  โรงพยาบาลพลับพลาชัย","144","68","34","50.00"
"10910  :  โรงพยาบาลห้วยราช","39","8","7","87.50"
"10911  :  โรงพยาบาลโนนสุวรรณ","104","63","42","66.67"
"10912  :  โรงพยาบาลชำนิ","52","1","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","39","15","14","93.33"
"10914  :  โรงพยาบาลโนนดินแดง","124","13","7","53.85"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","3","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","83","32","32","100.00"
"23578  :  โรงพยาบาลแคนดง","94","43","38","88.37"
"28020  :  โรงพยาบาลบ้านด่าน","99","26","18","69.23"
"10668  :  โรงพยาบาลสุรินทร์","9","3","3","100.00"
"10915  :  โรงพยาบาลชุมพลบุรี","122","59","30","50.85"
"10916  :  โรงพยาบาลท่าตูม","292","78","77","98.72"
"10917  :  โรงพยาบาลจอมพระ","123","16","15","93.75"
"10918  :  โรงพยาบาลปราสาท","151","14","13","92.86"
"10919  :  โรงพยาบาลกาบเชิง","130","73","35","47.95"
"10920  :  โรงพยาบาลรัตนบุรี","142","85","47","55.29"
"10921  :  โรงพยาบาลสนม","53","31","28","90.32"
"10922  :  โรงพยาบาลศีขรภูมิ","139","31","14","45.16"
"10923  :  โรงพยาบาลสังขะ","136","49","41","83.67"
"10924  :  โรงพยาบาลลำดวน","95","61","53","86.89"
"10925  :  โรงพยาบาลสำโรงทาบ","135","10","10","100.00"
"10926  :  โรงพยาบาลบัวเชด","121","54","47","87.04"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","5","1","1","100.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","64","29","22","75.86"
"27842  :  โรงพยาบาลเขวาสินรินทร์","45","2","1","50.00"
"27843  :  โรงพยาบาลศรีณรงค์","60","7","2","28.57"
"27844  :  โรงพยาบาลโนนนารายณ์","29","2","1","50.00"
"10700  :  โรงพยาบาลศรีสะเกษ","133","25","18","72.00"
"10927  :  โรงพยาบาลยางชุมน้อย","77","29","27","93.10"
