"โรงพยาบาล","B","A","อัตราต่อพัน"
"12257  :  สถาบันบำราศนราดูร","2","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","0","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","0","0","0.00"
"10687  :  โรงพยาบาลปทุมธานี","2,624","21","8.00"
"10761  :  โรงพยาบาลคลองหลวง","186","0","0.00"
"10762  :  โรงพยาบาลธัญบุรี","343","0","0.00"
"10763  :  โรงพยาบาลประชาธิปัตย์","73","0","0.00"
"10764  :  โรงพยาบาลหนองเสือ","45","0","0.00"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","47","0","0.00"
"10766  :  โรงพยาบาลลำลูกกา","167","1","5.99"
"10767  :  โรงพยาบาลสามโคก","10","0","0.00"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","3,209","31","9.66"
"10688  :  โรงพยาบาลเสนา","1,075","9","8.37"
"10768  :  โรงพยาบาลท่าเรือ","49","0","0.00"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","79","1","12.66"
"10770  :  โรงพยาบาลบางไทร","11","0","0.00"
"10771  :  โรงพยาบาลบางบาล","0","0","0.00"
"10772  :  โรงพยาบาลบางปะอิน","477","0","0.00"
"10773  :  โรงพยาบาลบางปะหัน","8","0","0.00"
"10774  :  โรงพยาบาลผักไห่","29","0","0.00"
"10775  :  โรงพยาบาลภาชี","72","0","0.00"
"10776  :  โรงพยาบาลลาดบัวหลวง","2","0","0.00"
"10777  :  โรงพยาบาลวังน้อย","89","0","0.00"
"10778  :  โรงพยาบาลบางซ้าย","0","0","0.00"
"10779  :  โรงพยาบาลอุทัย","19","0","0.00"
"10780  :  โรงพยาบาลมหาราช","0","0","0.00"
"10781  :  โรงพยาบาลบ้านแพรก","0","0","0.00"
"10689  :  โรงพยาบาลอ่างทอง","1,429","5","3.50"
"10782  :  โรงพยาบาลไชโย","0","0","0.00"
"10784  :  โรงพยาบาลป่าโมก","1","0","0.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","2","0","0.00"
"10786  :  โรงพยาบาลแสวงหา","1","0","0.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","183","0","0.00"
"10788  :  โรงพยาบาลสามโก้","0","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","2,130","17","7.98"
"10691  :  โรงพยาบาลบ้านหมี่","483","1","2.07"
"10789  :  โรงพยาบาลพัฒนานิคม","149","0","0.00"
"10790  :  โรงพยาบาลโคกสำโรง","484","0","0.00"
"10791  :  โรงพยาบาลชัยบาดาล","716","6","8.38"
"10792  :  โรงพยาบาลท่าวุ้ง","20","0","0.00"
"10793  :  โรงพยาบาลท่าหลวง","70","0","0.00"
"10794  :  โรงพยาบาลสระโบสถ์","3","0","0.00"
"10795  :  โรงพยาบาลโคกเจริญ","0","0","0.00"
"10796  :  โรงพยาบาลลำสนธิ","80","0","0.00"
"10797  :  โรงพยาบาลหนองม่วง","6","0","0.00"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","955","1","1.05"
"10693  :  โรงพยาบาลอินทร์บุรี","392","2","5.10"
"10798  :  โรงพยาบาลบางระจัน","0","0","0.00"
"10799  :  โรงพยาบาลค่ายบางระจัน","1","0","0.00"
"10800  :  โรงพยาบาลพรหมบุรี","0","0","0.00"
"10801  :  โรงพยาบาลท่าช้าง","0","0","0.00"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","1,222","4","3.27"
"10802  :  โรงพยาบาลมโนรมย์","3","1","333.33"
"10803  :  โรงพยาบาลวัดสิงห์","10","0","0.00"
"10804  :  โรงพยาบาลสรรพยา","3","0","0.00"
"10805  :  โรงพยาบาลสรรคบุรี","6","0","0.00"
"10806  :  โรงพยาบาลหันคา","13","0","0.00"
"27974  :  โรงพยาบาลหนองมะโมง","0","0","0.00"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","3,823","21","5.49"
"10695  :  โรงพยาบาลพระพุทธบาท","1,280","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","42","0","0.00"
"10808  :  โรงพยาบาลหนองแค","124","0","0.00"
"10809  :  โรงพยาบาลวิหารแดง","86","0","0.00"
"10810  :  โรงพยาบาลหนองแซง","3","0","0.00"
"10811  :  โรงพยาบาลบ้านหมอ","5","0","0.00"
"10812  :  โรงพยาบาลดอนพุด","0","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","0","0","0.00"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","2","1","500.00"
"10815  :  โรงพยาบาลมวกเหล็ก","75","0","0.00"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","12","0","0.00"
"11485  :  โรงพยาบาลค่ายอดิศร","0","0","0.00"
"10662  :  โรงพยาบาลชลบุรี","4,460","49","10.99"
"10817  :  โรงพยาบาลบ้านบึง","1,686","1","0.59"
"10818  :  โรงพยาบาลหนองใหญ่","239","0","0.00"
"10819  :  โรงพยาบาลบางละมุง","3,106","5","1.61"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","74","0","0.00"
"10821  :  โรงพยาบาลพานทอง","411","0","0.00"
"10822  :  โรงพยาบาลพนัสนิคม","2,016","1","0.50"
"10823  :  โรงพยาบาลแหลมฉบัง","1,030","4","3.88"
"10824  :  โรงพยาบาลเกาะสีชัง","1","0","0.00"
"10825  :  โรงพยาบาลสัตหีบกม10","149","1","6.71"
"10826  :  โรงพยาบาลบ่อทอง","352","3","8.52"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","0","0","0.00"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","0","0","0.00"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","0","0","0.00"
"28005  :  โรงพยาบาลเมืองพัทยา","0","0","0.00"
"28006  :  โรงพยาบาลเกาะจันทร์","2","0","0.00"
"10663  :  โรงพยาบาลระยอง","3,202","60","18.74"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","1,374","3","2.18"
"10828  :  โรงพยาบาลบ้านฉาง","164","0","0.00"
"10829  :  โรงพยาบาลแกลง","1,275","2","1.57"
"10830  :  โรงพยาบาลวังจันทร์","176","0","0.00"
"10831  :  โรงพยาบาลบ้านค่าย","150","0","0.00"
"10832  :  โรงพยาบาลปลวกแดง","319","0","0.00"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00"
"23962  :  โรงพยาบาลนิคมพัฒนา","0","0","0.00"
"10664  :  โรงพยาบาลพระปกเกล้า","3,129","21","6.71"
"10834  :  โรงพยาบาลขลุง","55","1","18.18"
"10835  :  โรงพยาบาลท่าใหม่","60","0","0.00"
"10836  :  โรงพยาบาลเขาสุกิม","31","0","0.00"
"10837  :  โรงพยาบาลสองพี่น้อง","38","0","0.00"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","321","0","0.00"
"10839  :  โรงพยาบาลมะขาม","88","0","0.00"
"10840  :  โรงพยาบาลแหลมสิงห์","50","0","0.00"
"10841  :  โรงพยาบาลสอยดาว","232","0","0.00"
"10842  :  โรงพยาบาลแก่งหางแมว","166","0","0.00"
"10843  :  โรงพยาบาลนายายอาม","123","0","0.00"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","52","0","0.00"
"10696  :  โรงพยาบาลตราด","1,872","13","6.94"
"10845  :  โรงพยาบาลคลองใหญ่","21","0","0.00"
"10846  :  โรงพยาบาลเขาสมิง","3","0","0.00"
"10847  :  โรงพยาบาลบ่อไร่","46","0","0.00"
"10848  :  โรงพยาบาลแหลมงอบ","15","0","0.00"
"10849  :  โรงพยาบาลเกาะกูด","2","0","0.00"
"13816  :  โรงพยาบาลเกาะช้าง","2","0","0.00"
"10697  :  โรงพยาบาลพุทธโสธร","3,068","17","5.54"
"10833  :  โรงพยาบาลท่าตะเกียบ","173","0","0.00"
"10850  :  โรงพยาบาลบางคล้า","100","0","0.00"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","384","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","510","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","88","0","0.00"
"10854  :  โรงพยาบาลพนมสารคาม","874","2","2.29"
"10855  :  โรงพยาบาลสนามชัยเขต","356","0","0.00"
"10856  :  โรงพยาบาลแปลงยาว","231","0","0.00"
"13747  :  โรงพยาบาลราชสาส์น","5","0","0.00"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","2,577","0","0.00"
"10857  :  โรงพยาบาลกบินทร์บุรี","931","1","1.07"
"10858  :  โรงพยาบาลนาดี","78","1","12.82"
"10859  :  โรงพยาบาลบ้านสร้าง","34","1","29.41"
"10860  :  โรงพยาบาลประจันตคาม","74","0","0.00"
"10861  :  โรงพยาบาลศรีมหาโพธิ","129","0","0.00"
"10862  :  โรงพยาบาลศรีมโหสถ","12","0","0.00"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","0","0","0.00"
"10698  :  โรงพยาบาลนครนายก","1,161","7","6.03"
"10863  :  โรงพยาบาลปากพลี","0","0","0.00"
"10864  :  โรงพยาบาลบ้านนา","96","1","10.42"
"10865  :  โรงพยาบาลองครักษ์","120","0","0.00"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","2,121","17","8.02"
"10866  :  โรงพยาบาลคลองหาด","113","0","0.00"
"10867  :  โรงพยาบาลตาพระยา","148","0","0.00"
"10868  :  โรงพยาบาลวังน้ำเย็น","220","0","0.00"
"10869  :  โรงพยาบาลวัฒนานคร","188","0","0.00"
"10870  :  โรงพยาบาลอรัญประเทศ","344","2","5.81"
"13817  :  โรงพยาบาลเขาฉกรรจ์","110","0","0.00"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","4,738","49","10.34"
"10871  :  โรงพยาบาลครบุรี","439","0","0.00"
"10872  :  โรงพยาบาลเสิงสาง","147","1","6.80"
"10873  :  โรงพยาบาลคง","81","0","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","30","0","0.00"
"10875  :  โรงพยาบาลจักราช","219","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","707","2","2.83"
"10877  :  โรงพยาบาลด่านขุนทด","229","0","0.00"
"10878  :  โรงพยาบาลโนนไทย","114","0","0.00"
"10879  :  โรงพยาบาลโนนสูง","261","0","0.00"
"10880  :  โรงพยาบาลขามสะแกแสง","43","0","0.00"
"10881  :  โรงพยาบาลบัวใหญ่","990","0","0.00"
"10882  :  โรงพยาบาลประทาย","124","0","0.00"
"10883  :  โรงพยาบาลปักธงชัย","342","0","0.00"
"10884  :  โรงพยาบาลพิมาย","890","0","0.00"
"10885  :  โรงพยาบาลห้วยแถลง","85","1","11.76"
"10886  :  โรงพยาบาลชุมพวง","199","0","0.00"
"10887  :  โรงพยาบาลสูงเนิน","197","0","0.00"
"10888  :  โรงพยาบาลขามทะเลสอ","1","1","1,000.00"
"10889  :  โรงพยาบาลสีคิ้ว","459","0","0.00"
"10890  :  โรงพยาบาลปากช่องนานา","1,549","0","0.00"
"10891  :  โรงพยาบาลหนองบุญมาก","203","1","4.93"
"10892  :  โรงพยาบาลแก้งสนามนาง","21","0","0.00"
"10893  :  โรงพยาบาลโนนแดง","48","0","0.00"
"10894  :  โรงพยาบาลวังน้ำเขียว","103","0","0.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","18","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","13","0","0.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","112","0","0.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","432","1","2.31"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","0","0","0.00"
"27840  :  โรงพยาบาลสีดา","0","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","0","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","3,818","11","2.88"
"10895  :  โรงพยาบาลคูเมือง","144","1","6.94"
"10896  :  โรงพยาบาลกระสัง","337","0","0.00"
"10897  :  โรงพยาบาลนางรอง","2,096","1","0.48"
"10898  :  โรงพยาบาลหนองกี่","117","1","8.55"
"10899  :  โรงพยาบาลละหานทราย","482","0","0.00"
"10900  :  โรงพยาบาลประโคนชัย","344","3","8.72"
"10901  :  โรงพยาบาลบ้านกรวด","108","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","47","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","473","0","0.00"
"10905  :  โรงพยาบาลสตึก","220","0","0.00"
"10906  :  โรงพยาบาลปะคำ","19","2","105.26"
"10907  :  โรงพยาบาลนาโพธิ์","37","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","23","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","47","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","37","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","3","0","0.00"
"10912  :  โรงพยาบาลชำนิ","0","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","23","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","22","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","9","0","0.00"
"23578  :  โรงพยาบาลแคนดง","0","0","0.00"
"28020  :  โรงพยาบาลบ้านด่าน","1","0","0.00"
"10668  :  โรงพยาบาลสุรินทร์","3,565","18","5.05"
"10915  :  โรงพยาบาลชุมพลบุรี","54","0","0.00"
"10916  :  โรงพยาบาลท่าตูม","643","0","0.00"
"10917  :  โรงพยาบาลจอมพระ","128","0","0.00"
"10918  :  โรงพยาบาลปราสาท","1,509","0","0.00"
"10919  :  โรงพยาบาลกาบเชิง","210","0","0.00"
"10920  :  โรงพยาบาลรัตนบุรี","568","0","0.00"
"10921  :  โรงพยาบาลสนม","45","0","0.00"
"10922  :  โรงพยาบาลศีขรภูมิ","429","0","0.00"
"10923  :  โรงพยาบาลสังขะ","394","0","0.00"
"10924  :  โรงพยาบาลลำดวน","295","0","0.00"
"10925  :  โรงพยาบาลสำโรงทาบ","113","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","157","0","0.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","20","0","0.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","1","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","0","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","0","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","3,793","27","7.12"
"10927  :  โรงพยาบาลยางชุมน้อย","22","0","0.00"
"10928  :  โรงพยาบาลกันทรารมย์","175","0","0.00"
"10929  :  โรงพยาบาลกันทรลักษ์","1,794","2","1.11"
"10930  :  โรงพยาบาลขุขันธ์","607","1","1.65"
"10931  :  โรงพยาบาลไพรบึง","149","0","0.00"
"10932  :  โรงพยาบาลปรางค์กู่","133","0","0.00"
"10933  :  โรงพยาบาลขุนหาญ","585","0","0.00"
"10934  :  โรงพยาบาลราษีไศล","610","0","0.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","708","0","0.00"
"10936  :  โรงพยาบาลบึงบูรพ์","11","0","0.00"
"10937  :  โรงพยาบาลห้วยทับทัน","46","0","0.00"
"10938  :  โรงพยาบาลโนนคูณ","20","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","144","2","13.89"
"10940  :  โรงพยาบาลวังหิน","64","0","0.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","97","0","0.00"
"10942  :  โรงพยาบาลภูสิงห์","170","0","0.00"
"10943  :  โรงพยาบาลเมืองจันทร์","1","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","7","0","0.00"
"28014  :  โรงพยาบาลพยุห์","32","0","0.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","0","0","0.00"
"28016  :  โรงพยาบาลศิลาลาด","0","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","4,842","80","16.52"
"10944  :  โรงพยาบาลศรีเมืองใหม่","6","1","166.67"
"10945  :  โรงพยาบาลโขงเจียม","8","1","125.00"
"10946  :  โรงพยาบาลเขื่องใน","96","0","0.00"
