"โรงพยาบาล","B","A","อัตราต่อพัน"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","5,126","32","6.24"
"10752  :  โรงพยาบาลบางบ่อ","656","0","0.00"
"10753  :  โรงพยาบาลบางพลี","2,817","11","3.90"
"10754  :  โรงพยาบาลบางจาก","169","0","0.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","155","0","0.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","0","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","3,099","21","6.78"
"10756  :  โรงพยาบาลบางกรวย","177","0","0.00"
"10757  :  โรงพยาบาลบางใหญ่","349","0","0.00"
"10758  :  โรงพยาบาลบางบัวทอง","405","0","0.00"
"10759  :  โรงพยาบาลไทรน้อย","263","0","0.00"
"10760  :  โรงพยาบาลปากเกร็ด","401","0","0.00"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","4","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","0","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","0","0","0.00"
"10687  :  โรงพยาบาลปทุมธานี","3,047","17","5.58"
"10761  :  โรงพยาบาลคลองหลวง","198","0","0.00"
"10762  :  โรงพยาบาลธัญบุรี","290","0","0.00"
"10763  :  โรงพยาบาลประชาธิปัตย์","107","0","0.00"
"10764  :  โรงพยาบาลหนองเสือ","59","0","0.00"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","65","0","0.00"
"10766  :  โรงพยาบาลลำลูกกา","177","0","0.00"
"10767  :  โรงพยาบาลสามโคก","59","0","0.00"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","3,957","25","6.32"
"10688  :  โรงพยาบาลเสนา","1,236","8","6.47"
"10768  :  โรงพยาบาลท่าเรือ","67","0","0.00"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","38","0","0.00"
"10770  :  โรงพยาบาลบางไทร","26","0","0.00"
"10771  :  โรงพยาบาลบางบาล","1","0","0.00"
"10772  :  โรงพยาบาลบางปะอิน","473","0","0.00"
"10773  :  โรงพยาบาลบางปะหัน","15","0","0.00"
"10774  :  โรงพยาบาลผักไห่","24","0","0.00"
"10775  :  โรงพยาบาลภาชี","84","0","0.00"
"10776  :  โรงพยาบาลลาดบัวหลวง","16","0","0.00"
"10777  :  โรงพยาบาลวังน้อย","146","0","0.00"
"10778  :  โรงพยาบาลบางซ้าย","0","0","0.00"
"10779  :  โรงพยาบาลอุทัย","31","0","0.00"
"10780  :  โรงพยาบาลมหาราช","2","0","0.00"
"10781  :  โรงพยาบาลบ้านแพรก","0","0","0.00"
"10689  :  โรงพยาบาลอ่างทอง","1,392","3","2.16"
"10782  :  โรงพยาบาลไชโย","6","0","0.00"
"10784  :  โรงพยาบาลป่าโมก","40","0","0.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","32","0","0.00"
"10786  :  โรงพยาบาลแสวงหา","32","0","0.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","191","0","0.00"
"10788  :  โรงพยาบาลสามโก้","11","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","2,373","22","9.27"
"10691  :  โรงพยาบาลบ้านหมี่","553","0","0.00"
"10789  :  โรงพยาบาลพัฒนานิคม","183","0","0.00"
"10790  :  โรงพยาบาลโคกสำโรง","480","0","0.00"
"10791  :  โรงพยาบาลชัยบาดาล","835","1","1.20"
"10792  :  โรงพยาบาลท่าวุ้ง","23","0","0.00"
"10793  :  โรงพยาบาลท่าหลวง","61","0","0.00"
"10794  :  โรงพยาบาลสระโบสถ์","8","0","0.00"
"10795  :  โรงพยาบาลโคกเจริญ","10","0","0.00"
"10796  :  โรงพยาบาลลำสนธิ","44","0","0.00"
"10797  :  โรงพยาบาลหนองม่วง","19","0","0.00"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","1,163","4","3.44"
"10693  :  โรงพยาบาลอินทร์บุรี","425","1","2.35"
"10798  :  โรงพยาบาลบางระจัน","1","0","0.00"
"10799  :  โรงพยาบาลค่ายบางระจัน","1","0","0.00"
"10800  :  โรงพยาบาลพรหมบุรี","1","0","0.00"
"10801  :  โรงพยาบาลท่าช้าง","0","0","0.00"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","1,483","12","8.09"
"10802  :  โรงพยาบาลมโนรมย์","4","0","0.00"
"10803  :  โรงพยาบาลวัดสิงห์","20","0","0.00"
"10804  :  โรงพยาบาลสรรพยา","5","0","0.00"
"10805  :  โรงพยาบาลสรรคบุรี","5","0","0.00"
"10806  :  โรงพยาบาลหันคา","32","0","0.00"
"27974  :  โรงพยาบาลหนองมะโมง","0","0","0.00"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","3,859","15","3.89"
"10695  :  โรงพยาบาลพระพุทธบาท","1,362","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","169","0","0.00"
"10808  :  โรงพยาบาลหนองแค","146","0","0.00"
"10809  :  โรงพยาบาลวิหารแดง","115","0","0.00"
"10810  :  โรงพยาบาลหนองแซง","8","0","0.00"
"10811  :  โรงพยาบาลบ้านหมอ","19","1","52.63"
"10812  :  โรงพยาบาลดอนพุด","1","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","0","0","0.00"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","19","1","52.63"
"10815  :  โรงพยาบาลมวกเหล็ก","94","0","0.00"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","51","0","0.00"
"11485  :  โรงพยาบาลค่ายอดิศร","0","0","0.00"
"10662  :  โรงพยาบาลชลบุรี","5,157","63","12.22"
"10817  :  โรงพยาบาลบ้านบึง","1,680","3","1.79"
"10818  :  โรงพยาบาลหนองใหญ่","221","0","0.00"
"10819  :  โรงพยาบาลบางละมุง","3,623","17","4.69"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","135","0","0.00"
"10821  :  โรงพยาบาลพานทอง","307","1","3.26"
"10822  :  โรงพยาบาลพนัสนิคม","2,026","0","0.00"
"10823  :  โรงพยาบาลแหลมฉบัง","1,060","2","1.89"
"10824  :  โรงพยาบาลเกาะสีชัง","3","0","0.00"
"10825  :  โรงพยาบาลสัตหีบกม10","226","0","0.00"
"10826  :  โรงพยาบาลบ่อทอง","352","1","2.84"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","0","0","0.00"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","0","0","0.00"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","0","0","0.00"
"28005  :  โรงพยาบาลเมืองพัทยา","0","0","0.00"
"28006  :  โรงพยาบาลเกาะจันทร์","5","0","0.00"
"10663  :  โรงพยาบาลระยอง","4,566","42","9.20"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","1,712","2","1.17"
"10828  :  โรงพยาบาลบ้านฉาง","201","1","4.98"
"10829  :  โรงพยาบาลแกลง","1,530","1","0.65"
"10830  :  โรงพยาบาลวังจันทร์","132","0","0.00"
"10831  :  โรงพยาบาลบ้านค่าย","221","0","0.00"
"10832  :  โรงพยาบาลปลวกแดง","396","1","2.53"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00"
"23962  :  โรงพยาบาลนิคมพัฒนา","2","0","0.00"
"10664  :  โรงพยาบาลพระปกเกล้า","3,721","27","7.26"
"10834  :  โรงพยาบาลขลุง","86","0","0.00"
"10835  :  โรงพยาบาลท่าใหม่","36","0","0.00"
"10836  :  โรงพยาบาลเขาสุกิม","57","0","0.00"
"10837  :  โรงพยาบาลสองพี่น้อง","79","0","0.00"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","214","0","0.00"
"10839  :  โรงพยาบาลมะขาม","26","2","76.92"
"10840  :  โรงพยาบาลแหลมสิงห์","34","0","0.00"
"10841  :  โรงพยาบาลสอยดาว","233","0","0.00"
"10842  :  โรงพยาบาลแก่งหางแมว","176","0","0.00"
"10843  :  โรงพยาบาลนายายอาม","125","0","0.00"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","67","0","0.00"
"10696  :  โรงพยาบาลตราด","1,945","14","7.20"
"10845  :  โรงพยาบาลคลองใหญ่","23","4","173.91"
"10846  :  โรงพยาบาลเขาสมิง","5","0","0.00"
"10847  :  โรงพยาบาลบ่อไร่","43","0","0.00"
"10848  :  โรงพยาบาลแหลมงอบ","19","0","0.00"
"10849  :  โรงพยาบาลเกาะกูด","1","0","0.00"
"13816  :  โรงพยาบาลเกาะช้าง","2","0","0.00"
"10697  :  โรงพยาบาลพุทธโสธร","3,144","25","7.95"
"10833  :  โรงพยาบาลท่าตะเกียบ","176","0","0.00"
"10850  :  โรงพยาบาลบางคล้า","91","0","0.00"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","456","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","738","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","81","0","0.00"
"10854  :  โรงพยาบาลพนมสารคาม","918","2","2.18"
"10855  :  โรงพยาบาลสนามชัยเขต","807","2","2.48"
"10856  :  โรงพยาบาลแปลงยาว","213","0","0.00"
"13747  :  โรงพยาบาลราชสาส์น","9","0","0.00"
"31327  :  โรงพยาบาลคลองเขื่อน","1","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","2,412","0","0.00"
"10857  :  โรงพยาบาลกบินทร์บุรี","1,183","0","0.00"
"10858  :  โรงพยาบาลนาดี","119","0","0.00"
"10859  :  โรงพยาบาลบ้านสร้าง","46","0","0.00"
"10860  :  โรงพยาบาลประจันตคาม","79","0","0.00"
"10861  :  โรงพยาบาลศรีมหาโพธิ","134","0","0.00"
"10862  :  โรงพยาบาลศรีมโหสถ","39","0","0.00"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","0","0","0.00"
"10698  :  โรงพยาบาลนครนายก","1,429","4","2.80"
"10863  :  โรงพยาบาลปากพลี","0","0","0.00"
"10864  :  โรงพยาบาลบ้านนา","159","0","0.00"
"10865  :  โรงพยาบาลองครักษ์","78","0","0.00"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","2,368","28","11.82"
"10866  :  โรงพยาบาลคลองหาด","123","0","0.00"
"10867  :  โรงพยาบาลตาพระยา","147","0","0.00"
"10868  :  โรงพยาบาลวังน้ำเย็น","124","0","0.00"
"10869  :  โรงพยาบาลวัฒนานคร","205","1","4.88"
"10870  :  โรงพยาบาลอรัญประเทศ","698","0","0.00"
"13817  :  โรงพยาบาลเขาฉกรรจ์","149","0","0.00"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","6,306","66","10.47"
"10871  :  โรงพยาบาลครบุรี","511","1","1.96"
"10872  :  โรงพยาบาลเสิงสาง","226","0","0.00"
"10873  :  โรงพยาบาลคง","73","0","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","34","0","0.00"
"10875  :  โรงพยาบาลจักราช","157","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","823","1","1.22"
"10877  :  โรงพยาบาลด่านขุนทด","386","1","2.59"
"10878  :  โรงพยาบาลโนนไทย","100","2","20.00"
"10879  :  โรงพยาบาลโนนสูง","242","0","0.00"
"10880  :  โรงพยาบาลขามสะแกแสง","56","0","0.00"
"10881  :  โรงพยาบาลบัวใหญ่","1,048","0","0.00"
"10882  :  โรงพยาบาลประทาย","185","0","0.00"
"10883  :  โรงพยาบาลปักธงชัย","257","0","0.00"
"10884  :  โรงพยาบาลพิมาย","897","0","0.00"
"10885  :  โรงพยาบาลห้วยแถลง","122","0","0.00"
"10886  :  โรงพยาบาลชุมพวง","227","0","0.00"
"10887  :  โรงพยาบาลสูงเนิน","233","0","0.00"
"10888  :  โรงพยาบาลขามทะเลสอ","5","0","0.00"
"10889  :  โรงพยาบาลสีคิ้ว","374","3","8.02"
"10890  :  โรงพยาบาลปากช่องนานา","1,971","3","1.52"
"10891  :  โรงพยาบาลหนองบุญมาก","196","1","5.10"
"10892  :  โรงพยาบาลแก้งสนามนาง","44","0","0.00"
"10893  :  โรงพยาบาลโนนแดง","34","0","0.00"
"10894  :  โรงพยาบาลวังน้ำเขียว","124","0","0.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","29","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","27","0","0.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","91","0","0.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","599","0","0.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","0","0","0.00"
"27840  :  โรงพยาบาลสีดา","1","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","1","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","5,474","21","3.84"
"10895  :  โรงพยาบาลคูเมือง","85","0","0.00"
"10896  :  โรงพยาบาลกระสัง","364","0","0.00"
"10897  :  โรงพยาบาลนางรอง","2,070","2","0.97"
"10898  :  โรงพยาบาลหนองกี่","133","0","0.00"
"10899  :  โรงพยาบาลละหานทราย","487","0","0.00"
"10900  :  โรงพยาบาลประโคนชัย","477","0","0.00"
"10901  :  โรงพยาบาลบ้านกรวด","143","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","132","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","501","0","0.00"
"10905  :  โรงพยาบาลสตึก","282","1","3.55"
"10906  :  โรงพยาบาลปะคำ","41","1","24.39"
"10907  :  โรงพยาบาลนาโพธิ์","39","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","21","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","5","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","41","0","0.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","7","0","0.00"
"10912  :  โรงพยาบาลชำนิ","4","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","10","0","0.00"
"10914  :  โรงพยาบาลโนนดินแดง","0","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","17","0","0.00"
"23578  :  โรงพยาบาลแคนดง","0","0","0.00"
"28020  :  โรงพยาบาลบ้านด่าน","1","0","0.00"
"10668  :  โรงพยาบาลสุรินทร์","4,283","20","4.67"
"10915  :  โรงพยาบาลชุมพลบุรี","45","0","0.00"
"10916  :  โรงพยาบาลท่าตูม","440","0","0.00"
"10917  :  โรงพยาบาลจอมพระ","154","0","0.00"
"10918  :  โรงพยาบาลปราสาท","1,746","0","0.00"
"10919  :  โรงพยาบาลกาบเชิง","190","0","0.00"
"10920  :  โรงพยาบาลรัตนบุรี","619","0","0.00"
"10921  :  โรงพยาบาลสนม","69","0","0.00"
"10922  :  โรงพยาบาลศีขรภูมิ","562","0","0.00"
"10923  :  โรงพยาบาลสังขะ","452","0","0.00"
"10924  :  โรงพยาบาลลำดวน","300","0","0.00"
"10925  :  โรงพยาบาลสำโรงทาบ","103","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","211","0","0.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","33","0","0.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","1","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","1","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","0","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","4,039","38","9.41"
"10927  :  โรงพยาบาลยางชุมน้อย","36","0","0.00"
"10928  :  โรงพยาบาลกันทรารมย์","134","0","0.00"
"10929  :  โรงพยาบาลกันทรลักษ์","1,897","0","0.00"
"10930  :  โรงพยาบาลขุขันธ์","706","0","0.00"
"10931  :  โรงพยาบาลไพรบึง","158","0","0.00"
"10932  :  โรงพยาบาลปรางค์กู่","158","0","0.00"
"10933  :  โรงพยาบาลขุนหาญ","621","0","0.00"
"10934  :  โรงพยาบาลราษีไศล","648","0","0.00"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","622","0","0.00"
"10936  :  โรงพยาบาลบึงบูรพ์","19","0","0.00"
"10937  :  โรงพยาบาลห้วยทับทัน","62","0","0.00"
"10938  :  โรงพยาบาลโนนคูณ","49","0","0.00"
"10939  :  โรงพยาบาลศรีรัตนะ","210","0","0.00"
"10940  :  โรงพยาบาลวังหิน","74","0","0.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","116","0","0.00"
"10942  :  โรงพยาบาลภูสิงห์","207","0","0.00"
"10943  :  โรงพยาบาลเมืองจันทร์","11","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","4","0","0.00"
"28014  :  โรงพยาบาลพยุห์","55","0","0.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","0","0","0.00"
"28016  :  โรงพยาบาลศิลาลาด","0","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","4,599","57","12.39"
"10944  :  โรงพยาบาลศรีเมืองใหม่","8","0","0.00"
"10945  :  โรงพยาบาลโขงเจียม","22","0","0.00"
"10946  :  โรงพยาบาลเขื่องใน","106","0","0.00"
