"โรงพยาบาล","จำนวนสงสัยป่วย (คน)(B)","จำนวนที่ร้อยละ 30","จำนวนที่พื้นที่กำหนดเป็นเป้าหมาย","มีผลการวัดความดันโลหิตที่บ้าน(A)","ร้อยละ"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","0","0","0","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","0","0","0","0","0.00"
"10753  :  โรงพยาบาลบางพลี","0","0","0","0","0.00"
"10754  :  โรงพยาบาลบางจาก","35","11","13","13","37.14"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","20","6","7","7","35.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","17","6","6","6","35.29"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","61","19","59","59","96.72"
"28785  :  โรงพยาบาลบางเสาธง","1","1","0","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","10","3","8","8","80.00"
"10757  :  โรงพยาบาลบางใหญ่","87","27","54","54","62.07"
"10758  :  โรงพยาบาลบางบัวทอง","31","10","23","23","74.19"
"10759  :  โรงพยาบาลไทรน้อย","436","131","75","75","17.20"
"10760  :  โรงพยาบาลปากเกร็ด","47","15","0","0","0.00"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","6","2","1","1","16.67"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","21","7","21","21","100.00"
"10687  :  โรงพยาบาลปทุมธานี","0","0","0","0","0.00"
"10761  :  โรงพยาบาลคลองหลวง","27","9","0","0","0.00"
"10762  :  โรงพยาบาลธัญบุรี","109","33","52","52","47.71"
"10763  :  โรงพยาบาลประชาธิปัตย์","4","2","1","1","25.00"
"10764  :  โรงพยาบาลหนองเสือ","9","3","0","0","0.00"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","5","2","0","0","0.00"
"10766  :  โรงพยาบาลลำลูกกา","0","0","0","0","0.00"
"10767  :  โรงพยาบาลสามโคก","10","3","7","7","70.00"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0","0","0.00"
"10688  :  โรงพยาบาลเสนา","0","0","0","0","0.00"
"10768  :  โรงพยาบาลท่าเรือ","17","6","14","14","82.35"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","75","23","75","75","100.00"
"10770  :  โรงพยาบาลบางไทร","103","31","57","57","55.34"
"10771  :  โรงพยาบาลบางบาล","39","12","32","32","82.05"
"10772  :  โรงพยาบาลบางปะอิน","61","19","56","56","91.80"
"10773  :  โรงพยาบาลบางปะหัน","3","1","1","1","33.33"
"10774  :  โรงพยาบาลผักไห่","53","16","52","52","98.11"
"10775  :  โรงพยาบาลภาชี","94","29","79","79","84.04"
"10776  :  โรงพยาบาลลาดบัวหลวง","39","12","34","34","87.18"
"10777  :  โรงพยาบาลวังน้อย","78","24","77","77","98.72"
"10778  :  โรงพยาบาลบางซ้าย","72","22","72","72","100.00"
"10779  :  โรงพยาบาลอุทัย","42","13","42","42","100.00"
"10780  :  โรงพยาบาลมหาราช","56","17","47","47","83.93"
"10781  :  โรงพยาบาลบ้านแพรก","73","22","40","40","54.79"
"10689  :  โรงพยาบาลอ่างทอง","12","4","12","12","100.00"
"10782  :  โรงพยาบาลไชโย","10","3","0","0","0.00"
"10784  :  โรงพยาบาลป่าโมก","271","82","266","266","98.15"
"10785  :  โรงพยาบาลโพธิ์ทอง","163","49","122","122","74.85"
"10786  :  โรงพยาบาลแสวงหา","234","71","234","234","100.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","167","51","119","119","71.26"
"10788  :  โรงพยาบาลสามโก้","63","19","58","58","92.06"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","0","0","0","0","0.00"
"10789  :  โรงพยาบาลพัฒนานิคม","275","83","5","5","1.82"
"10790  :  โรงพยาบาลโคกสำโรง","65","20","61","61","93.85"
"10791  :  โรงพยาบาลชัยบาดาล","14","5","14","14","100.00"
"10792  :  โรงพยาบาลท่าวุ้ง","46","14","42","42","91.30"
"10793  :  โรงพยาบาลท่าหลวง","87","27","78","78","89.66"
"10794  :  โรงพยาบาลสระโบสถ์","167","51","165","165","98.80"
"10795  :  โรงพยาบาลโคกเจริญ","220","66","135","135","61.36"
"10796  :  โรงพยาบาลลำสนธิ","345","104","278","278","80.58"
"10797  :  โรงพยาบาลหนองม่วง","127","39","124","124","97.64"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","27","9","27","27","100.00"
"10693  :  โรงพยาบาลอินทร์บุรี","5","2","5","5","100.00"
"10798  :  โรงพยาบาลบางระจัน","20","6","16","16","80.00"
"10799  :  โรงพยาบาลค่ายบางระจัน","76","23","60","60","78.95"
"10800  :  โรงพยาบาลพรหมบุรี","84","26","80","80","95.24"
"10801  :  โรงพยาบาลท่าช้าง","3","1","3","3","100.00"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0","0","0.00"
"10802  :  โรงพยาบาลมโนรมย์","206","62","156","156","75.73"
"10803  :  โรงพยาบาลวัดสิงห์","74","23","74","74","100.00"
"10804  :  โรงพยาบาลสรรพยา","54","17","36","36","66.67"
"10805  :  โรงพยาบาลสรรคบุรี","284","86","282","282","99.30"
"10806  :  โรงพยาบาลหันคา","73","22","73","73","100.00"
"27974  :  โรงพยาบาลหนองมะโมง","57","18","56","56","98.25"
"27975  :  โรงพยาบาลเนินขาม","0","0","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","0","0","0","0","0.00"
"10695  :  โรงพยาบาลพระพุทธบาท","0","0","0","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","459","138","4","4","0.87"
"10808  :  โรงพยาบาลหนองแค","4","2","0","0","0.00"
"10809  :  โรงพยาบาลวิหารแดง","0","0","0","0","0.00"
"10810  :  โรงพยาบาลหนองแซง","63","19","51","51","80.95"
"10811  :  โรงพยาบาลบ้านหมอ","64","20","44","44","68.75"
"10812  :  โรงพยาบาลดอนพุด","0","0","0","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","80","24","44","44","55.00"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","107","33","102","102","95.33"
"10815  :  โรงพยาบาลมวกเหล็ก","68","21","66","66","97.06"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","60","18","34","34","56.67"
"11485  :  โรงพยาบาลค่ายอดิศร","282","85","1","1","0.35"
"10662  :  โรงพยาบาลชลบุรี","0","0","0","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","52","16","41","41","78.85"
"10818  :  โรงพยาบาลหนองใหญ่","43","13","42","42","97.67"
"10819  :  โรงพยาบาลบางละมุง","693","208","333","333","48.05"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","35","11","16","16","45.71"
"10821  :  โรงพยาบาลพานทอง","70","21","0","0","0.00"
"10822  :  โรงพยาบาลพนัสนิคม","209","63","1","1","0.48"
"10823  :  โรงพยาบาลแหลมฉบัง","373","112","69","69","18.50"
"10824  :  โรงพยาบาลเกาะสีชัง","195","59","119","119","61.03"
"10825  :  โรงพยาบาลสัตหีบกม10","672","202","408","408","60.71"
"10826  :  โรงพยาบาลบ่อทอง","97","30","25","25","25.77"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","111","34","110","110","99.10"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","934","281","3","3","0.32"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","8","3","1","1","12.50"
"28005  :  โรงพยาบาลเมืองพัทยา","220","66","12","12","5.45"
"28006  :  โรงพยาบาลเกาะจันทร์","24","8","24","24","100.00"
"10663  :  โรงพยาบาลระยอง","0","0","0","0","0.00"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","42","13","38","38","90.48"
"10828  :  โรงพยาบาลบ้านฉาง","43","13","38","38","88.37"
"10829  :  โรงพยาบาลแกลง","246","74","215","215","87.40"
"10830  :  โรงพยาบาลวังจันทร์","279","84","256","256","91.76"
"10831  :  โรงพยาบาลบ้านค่าย","162","49","153","153","94.44"
"10832  :  โรงพยาบาลปลวกแดง","228","69","24","24","10.53"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","19","6","19","19","100.00"
"23962  :  โรงพยาบาลนิคมพัฒนา","5","2","0","0","0.00"
"10664  :  โรงพยาบาลพระปกเกล้า","0","0","0","0","0.00"
"10834  :  โรงพยาบาลขลุง","8","3","7","7","87.50"
"10835  :  โรงพยาบาลท่าใหม่","0","0","0","0","0.00"
"10836  :  โรงพยาบาลเขาสุกิม","108","33","80","80","74.07"
"10837  :  โรงพยาบาลสองพี่น้อง","135","41","22","22","16.30"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","240","72","238","238","99.17"
"10839  :  โรงพยาบาลมะขาม","0","0","0","0","0.00"
"10840  :  โรงพยาบาลแหลมสิงห์","0","0","0","0","0.00"
"10841  :  โรงพยาบาลสอยดาว","0","0","0","0","0.00"
"10842  :  โรงพยาบาลแก่งหางแมว","113","34","81","81","71.68"
"10843  :  โรงพยาบาลนายายอาม","91","28","75","75","82.42"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","345","104","212","212","61.45"
"10696  :  โรงพยาบาลตราด","303","91","42","42","13.86"
"10845  :  โรงพยาบาลคลองใหญ่","3","1","0","0","0.00"
"10846  :  โรงพยาบาลเขาสมิง","323","97","141","141","43.65"
"10847  :  โรงพยาบาลบ่อไร่","106","32","70","70","66.04"
"10848  :  โรงพยาบาลแหลมงอบ","41","13","41","41","100.00"
"10849  :  โรงพยาบาลเกาะกูด","30","9","26","26","86.67"
"13816  :  โรงพยาบาลเกาะช้าง","31","10","25","25","80.65"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","117","36","0","0","0.00"
"10850  :  โรงพยาบาลบางคล้า","26","8","1","1","3.85"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","0","0","0","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","57","18","0","0","0.00"
"10854  :  โรงพยาบาลพนมสารคาม","70","21","69","69","98.57"
"10855  :  โรงพยาบาลสนามชัยเขต","0","0","0","0","0.00"
"10856  :  โรงพยาบาลแปลงยาว","6","2","0","0","0.00"
"13747  :  โรงพยาบาลราชสาส์น","43","13","0","0","0.00"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","2","1","0","0","0.00"
"10857  :  โรงพยาบาลกบินทร์บุรี","84","26","34","34","40.48"
"10858  :  โรงพยาบาลนาดี","125","38","94","94","75.20"
"10859  :  โรงพยาบาลบ้านสร้าง","203","61","86","86","42.36"
"10860  :  โรงพยาบาลประจันตคาม","235","71","212","212","90.21"
"10861  :  โรงพยาบาลศรีมหาโพธิ","183","55","129","129","70.49"
"10862  :  โรงพยาบาลศรีมโหสถ","70","21","64","64","91.43"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","98","30","2","2","2.04"
"10698  :  โรงพยาบาลนครนายก","219","66","186","186","84.93"
"10863  :  โรงพยาบาลปากพลี","8","3","8","8","100.00"
"10864  :  โรงพยาบาลบ้านนา","60","18","59","59","98.33"
"10865  :  โรงพยาบาลองครักษ์","36","11","26","26","72.22"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","0","0","0","0","0.00"
"10866  :  โรงพยาบาลคลองหาด","172","52","172","172","100.00"
"10867  :  โรงพยาบาลตาพระยา","45","14","43","43","95.56"
"10868  :  โรงพยาบาลวังน้ำเย็น","14","5","14","14","100.00"
"10869  :  โรงพยาบาลวัฒนานคร","141","43","141","141","100.00"
"10870  :  โรงพยาบาลอรัญประเทศ","170","51","110","110","64.71"
"13817  :  โรงพยาบาลเขาฉกรรจ์","70","21","65","65","92.86"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0","0","0.00"
"10871  :  โรงพยาบาลครบุรี","344","104","102","102","29.65"
"10872  :  โรงพยาบาลเสิงสาง","235","71","157","157","66.81"
"10873  :  โรงพยาบาลคง","292","88","0","0","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","381","115","339","339","88.98"
"10875  :  โรงพยาบาลจักราช","551","166","285","285","51.72"
"10876  :  โรงพยาบาลโชคชัย","305","92","260","260","85.25"
"10877  :  โรงพยาบาลด่านขุนทด","244","74","225","225","92.21"
"10878  :  โรงพยาบาลโนนไทย","405","122","1","1","0.25"
"10879  :  โรงพยาบาลโนนสูง","319","96","237","237","74.29"
"10880  :  โรงพยาบาลขามสะแกแสง","235","71","181","181","77.02"
"10881  :  โรงพยาบาลบัวใหญ่","267","81","248","248","92.88"
"10882  :  โรงพยาบาลประทาย","175","53","126","126","72.00"
"10883  :  โรงพยาบาลปักธงชัย","363","109","330","330","90.91"
"10884  :  โรงพยาบาลพิมาย","406","122","311","311","76.60"
"10885  :  โรงพยาบาลห้วยแถลง","314","95","287","287","91.40"
"10886  :  โรงพยาบาลชุมพวง","235","71","210","210","89.36"
"10887  :  โรงพยาบาลสูงเนิน","573","172","491","491","85.69"
"10888  :  โรงพยาบาลขามทะเลสอ","431","130","387","387","89.79"
"10889  :  โรงพยาบาลสีคิ้ว","361","109","283","283","78.39"
"10890  :  โรงพยาบาลปากช่องนานา","59","18","50","50","84.75"
"10891  :  โรงพยาบาลหนองบุญมาก","91","28","78","78","85.71"
"10892  :  โรงพยาบาลแก้งสนามนาง","237","72","227","227","95.78"
"10893  :  โรงพยาบาลโนนแดง","121","37","37","37","30.58"
"10894  :  โรงพยาบาลวังน้ำเขียว","28","9","19","19","67.86"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","144","44","137","137","95.14"
"11608  :  โรงพยาบาลลำทะเมนชัย","32","10","26","26","81.25"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","415","125","202","202","48.67"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","314","95","0","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","117","36","2","2","1.71"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","113","34","79","79","69.91"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","5","2","0","0","0.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","12","4","1","1","8.33"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","88","27","87","87","98.86"
"27839  :  โรงพยาบาลบัวลาย","129","39","120","120","93.02"
"27840  :  โรงพยาบาลสีดา","77","24","69","69","89.61"
"27841  :  โรงพยาบาลเทพารักษ์","55","17","35","35","63.64"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","5","2","5","5","100.00"
"10896  :  โรงพยาบาลกระสัง","27","9","25","25","92.59"
"10897  :  โรงพยาบาลนางรอง","0","0","0","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","57","18","52","52","91.23"
"10899  :  โรงพยาบาลละหานทราย","82","25","81","81","98.78"
"10900  :  โรงพยาบาลประโคนชัย","29","9","15","15","51.72"
"10901  :  โรงพยาบาลบ้านกรวด","118","36","118","118","100.00"
"10902  :  โรงพยาบาลพุทไธสง","307","93","210","210","68.40"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0","0","0.00"
"10905  :  โรงพยาบาลสตึก","76","23","72","72","94.74"
"10906  :  โรงพยาบาลปะคำ","123","37","120","120","97.56"
"10907  :  โรงพยาบาลนาโพธิ์","181","55","168","168","92.82"
"10908  :  โรงพยาบาลหนองหงส์","40","12","40","40","100.00"
"10909  :  โรงพยาบาลพลับพลาชัย","53","16","51","51","96.23"
"10910  :  โรงพยาบาลห้วยราช","8","3","7","7","87.50"
"10911  :  โรงพยาบาลโนนสุวรรณ","69","21","66","66","95.65"
"10912  :  โรงพยาบาลชำนิ","199","60","190","190","95.48"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","7","3","7","7","100.00"
"10914  :  โรงพยาบาลโนนดินแดง","125","38","124","124","99.20"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","32","10","30","30","93.75"
"23578  :  โรงพยาบาลแคนดง","353","106","345","345","97.73"
"28020  :  โรงพยาบาลบ้านด่าน","164","50","162","162","98.78"
"10668  :  โรงพยาบาลสุรินทร์","0","0","0","0","0.00"
