"โรงพยาบาล","รวม","ข้าราชการรัฐวิสาหกิจ","ประกันสังคม","UC ทั้งหมด","ต่างด้าว","บันทึกรหัสสิทธิ ไม่ตรง รหัสมาตรฐาน"
"คน","ครั้ง","ครั้ง:คน","คน","ครั้ง","ครั้ง:คน","คน","ครั้ง","ครั้ง:คน","คน","ครั้ง","ครั้ง:คน","คน","ครั้ง","ครั้ง:คน","คน","ครั้ง","ครั้ง:คน"
"11534  :  โรงพยาบาลบุรฉัตรไชยากร (รถไฟ)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11535  :  คณะแพทย์ศาสตร์วชิรพยาบาล มหาวิทยาลัยกรุงเทพมหานคร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11536  :  โรงพยาบาลเวชการุณย์รัศมิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11537  :  โรงพยาบาลกลาง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11538  :  โรงพยาบาลลาดกระบังกรุงเทพมหานคร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11539  :  โรงพยาบาลตากสิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11540  :  โรงพยาบาลหลวงพ่อทวีศักดิ์ฯ ชุตินธโร อุทิศ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11541  :  โรงพยาบาลเจริญกรุงประชารักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11546  :  โรงพยาบาลบี เอ็น เอช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11548  :  โรงพยาบาลกรุงเทพคริสเตียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11592  :  โรงพยาบาลบางนา1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","552","1,100","1.99","243","545","2.24","102","112","1.10","31","76","2.45","176","367","2.09","0","0","0.00"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11621  :  โรงพยาบาลบางไผ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11626  :  โรงพยาบาลคลองตัน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11628  :  โรงพยาบาลพระราม 9","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","616","1,180","1.92","265","568","2.14","0","0","0.00","5","6","1.20","214","443","2.07","132","163","1.23"
"12246  :  สถาบันราชานุกูล","909","1,055","1.16","74","80","1.08","74","80","1.08","761","895","1.18","0","0","0.00","0","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","292","1,215","4.16","0","0","0.00","0","0","0.00","2","4","2.00","290","1,211","4.18","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","8,010","14,592","1.82","1,124","2,580","2.30","198","249","1.26","5,936","10,579","1.78","749","1,181","1.58","3","3","1.00"
"10752  :  โรงพยาบาลบางบ่อ","2,260","3,650","1.62","0","0","0.00","187","245","1.31","1,282","2,212","1.73","45","47","1.04","746","1,146","1.54"
"10753  :  โรงพยาบาลบางพลี","4,357","6,694","1.54","500","996","1.99","411","420","1.02","2,269","3,594","1.58","802","1,236","1.54","375","448","1.19"
"10754  :  โรงพยาบาลบางจาก","1,660","2,603","1.57","160","247","1.54","160","195","1.22","1,186","1,973","1.66","142","169","1.19","12","19","1.58"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","1,203","1,673","1.39","154","243","1.58","61","79","1.30","854","1,173","1.37","134","178","1.33","0","0","0.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","534","779","1.46","84","136","1.62","13","23","1.77","369","530","1.44","68","90","1.32","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","1,651","1,723","1.04","39","39","1.00","105","107","1.02","1,507","1,577","1.05","0","0","0.00","0","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","851","1,206","1.42","51","78","1.53","57","62","1.09","623","914","1.47","12","12","1.00","108","140","1.30"
"10686  :  โรงพยาบาลพระนั่งเกล้า","4,618","7,763","1.68","721","1,412","1.96","313","446","1.42","2,377","4,370","1.84","1,205","1,533","1.27","2","2","1.00"
"10756  :  โรงพยาบาลบางกรวย","1,708","3,802","2.23","450","1,149","2.55","306","514","1.68","877","2,048","2.34","14","29","2.07","61","62","1.02"
"10757  :  โรงพยาบาลบางใหญ่","4,560","10,419","2.28","889","2,320","2.61","188","320","1.70","3,151","7,387","2.34","14","22","1.57","318","370","1.16"
"10758  :  โรงพยาบาลบางบัวทอง","2,554","4,228","1.66","408","849","2.08","503","772","1.53","1,604","2,560","1.60","39","47","1.21","0","0","0.00"
"10759  :  โรงพยาบาลไทรน้อย","3,565","5,752","1.61","559","1,088","1.95","346","492","1.42","1,502","2,169","1.44","177","250","1.41","981","1,753","1.79"
"10760  :  โรงพยาบาลปากเกร็ด","1,043","1,571","1.51","249","353","1.42","46","51","1.11","616","985","1.60","128","174","1.36","4","8","2.00"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","438","938","2.14","223","518","2.32","41","76","1.85","138","288","2.09","36","56","1.56","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","4,375","7,904","1.81","1,727","3,425","1.98","1,213","2,132","1.76","904","1,646","1.82","0","0","0.00","531","701","1.32"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","391","582","1.49","82","133","1.62","42","62","1.48","246","363","1.48","1","1","1.00","20","23","1.15"
"10687  :  โรงพยาบาลปทุมธานี","4,163","6,956","1.67","651","1,249","1.92","1,170","1,767","1.51","2,254","3,852","1.71","88","88","1.00","0","0","0.00"
"10761  :  โรงพยาบาลคลองหลวง","1,911","2,951","1.54","190","365","1.92","91","113","1.24","1,239","2,002","1.62","146","168","1.15","245","303","1.24"
"10762  :  โรงพยาบาลธัญบุรี","4,095","5,958","1.45","345","583","1.69","122","152","1.25","3,404","4,959","1.46","224","264","1.18","0","0","0.00"
"10763  :  โรงพยาบาลประชาธิปัตย์","2,825","4,284","1.52","288","542","1.88","267","283","1.06","1,432","2,470","1.72","141","180","1.28","697","809","1.16"
"10764  :  โรงพยาบาลหนองเสือ","1,484","2,552","1.72","218","442","2.03","4","4","1.00","819","1,476","1.80","115","161","1.40","328","469","1.43"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","1,401","2,776","1.98","201","565","2.81","410","619","1.51","690","1,465","2.12","91","115","1.26","9","12","1.33"
"10766  :  โรงพยาบาลลำลูกกา","3,929","6,017","1.53","495","889","1.80","281","325","1.16","2,705","4,246","1.57","448","557","1.24","0","0","0.00"
"10767  :  โรงพยาบาลสามโคก","1,393","2,907","2.09","196","432","2.20","322","562","1.75","862","1,895","2.20","0","0","0.00","13","18","1.38"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","210","281","1.34","93","136","1.46","61","72","1.18","1","1","1.00","55","72","1.31","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","4,010","8,048","2.01","1,027","2,352","2.29","470","745","1.59","1,874","3,774","2.01","626","1,163","1.86","13","14","1.08"
"10688  :  โรงพยาบาลเสนา","1,641","2,948","1.80","281","617","2.20","310","511","1.65","977","1,724","1.76","73","96","1.32","0","0","0.00"
"10768  :  โรงพยาบาลท่าเรือ","1,262","2,205","1.75","217","437","2.01","284","432","1.52","760","1,332","1.75","1","4","4.00","0","0","0.00"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","1,160","1,928","1.66","182","403","2.21","114","149","1.31","612","1,029","1.68","231","298","1.29","21","49","2.33"
"10770  :  โรงพยาบาลบางไทร","1,436","2,349","1.64","222","461","2.08","223","319","1.43","831","1,328","1.60","160","241","1.51","0","0","0.00"
"10771  :  โรงพยาบาลบางบาล","867","1,587","1.83","193","482","2.50","156","269","1.72","518","836","1.61","0","0","0.00","0","0","0.00"
"10772  :  โรงพยาบาลบางปะอิน","3,015","4,407","1.46","127","215","1.69","273","357","1.31","2,219","3,242","1.46","232","277","1.19","164","316","1.93"
"10773  :  โรงพยาบาลบางปะหัน","838","1,590","1.90","166","346","2.08","92","128","1.39","536","1,056","1.97","44","60","1.36","0","0","0.00"
"10774  :  โรงพยาบาลผักไห่","1,826","2,605","1.43","227","426","1.88","300","340","1.13","1,223","1,724","1.41","76","115","1.51","0","0","0.00"
"10775  :  โรงพยาบาลภาชี","1,030","1,609","1.56","152","277","1.82","167","231","1.38","632","993","1.57","79","108","1.37","0","0","0.00"
"10776  :  โรงพยาบาลลาดบัวหลวง","1,194","1,763","1.48","133","221","1.66","84","119","1.42","848","1,266","1.49","128","155","1.21","1","2","2.00"
"10777  :  โรงพยาบาลวังน้อย","3,983","7,171","1.80","509","1,410","2.77","350","520","1.49","2,572","4,436","1.72","552","805","1.46","0","0","0.00"
"10778  :  โรงพยาบาลบางซ้าย","776","1,041","1.34","64","102","1.59","280","283","1.01","372","588","1.58","32","36","1.13","28","32","1.14"
"10779  :  โรงพยาบาลอุทัย","1,776","2,709","1.53","341","596","1.75","281","377","1.34","1,028","1,565","1.52","125","170","1.36","1","1","1.00"
"10780  :  โรงพยาบาลมหาราช","646","939","1.45","149","235","1.58","79","104","1.32","329","500","1.52","88","99","1.13","1","1","1.00"
"10781  :  โรงพยาบาลบ้านแพรก","488","796","1.63","109","227","2.08","86","113","1.31","216","356","1.65","77","100","1.30","0","0","0.00"
"10689  :  โรงพยาบาลอ่างทอง","2,673","5,565","2.08","778","1,960","2.52","507","839","1.65","1,333","2,707","2.03","12","16","1.33","43","43","1.00"
"10782  :  โรงพยาบาลไชโย","1,187","2,248","1.89","305","640","2.10","166","269","1.62","614","1,194","1.94","102","145","1.42","0","0","0.00"
"10784  :  โรงพยาบาลป่าโมก","1,954","3,566","1.82","494","1,114","2.26","203","267","1.32","1,054","1,861","1.77","8","9","1.13","195","315","1.62"
"10785  :  โรงพยาบาลโพธิ์ทอง","2,236","3,110","1.39","464","715","1.54","158","206","1.30","1,519","2,054","1.35","95","135","1.42","0","0","0.00"
"10786  :  โรงพยาบาลแสวงหา","1,095","1,639","1.50","166","287","1.73","114","157","1.38","777","1,146","1.47","36","46","1.28","2","3","1.50"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","2,565","4,428","1.73","528","1,025","1.94","247","369","1.49","1,671","2,879","1.72","119","155","1.30","0","0","0.00"
"10788  :  โรงพยาบาลสามโก้","837","1,191","1.42","188","349","1.86","91","109","1.20","531","702","1.32","27","31","1.15","0","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","4,908","9,835","2.00","2,159","4,527","2.10","502","778","1.55","2,246","4,527","2.02","1","3","3.00","0","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","1,631","3,043","1.87","343","777","2.27","131","216","1.65","1,079","1,905","1.77","78","145","1.86","0","0","0.00"
"10789  :  โรงพยาบาลพัฒนานิคม","1,808","3,026","1.67","171","399","2.33","142","205","1.44","1,356","2,236","1.65","139","186","1.34","0","0","0.00"
"10790  :  โรงพยาบาลโคกสำโรง","1,699","2,910","1.71","0","0","0.00","0","0","0.00","971","1,509","1.55","203","389","1.92","525","1,012","1.93"
"10791  :  โรงพยาบาลชัยบาดาล","3,414","5,929","1.74","354","776","2.19","460","699","1.52","2,280","4,014","1.76","318","438","1.38","2","2","1.00"
"10792  :  โรงพยาบาลท่าวุ้ง","1,287","2,783","2.16","482","1,287","2.67","94","160","1.70","667","1,247","1.87","44","89","2.02","0","0","0.00"
"10793  :  โรงพยาบาลท่าหลวง","785","1,116","1.42","69","109","1.58","51","60","1.18","570","819","1.44","40","57","1.43","55","71","1.29"
"10794  :  โรงพยาบาลสระโบสถ์","713","1,083","1.52","80","135","1.69","38","49","1.29","360","614","1.71","28","30","1.07","207","255","1.23"
"10795  :  โรงพยาบาลโคกเจริญ","1,421","1,788","1.26","29","39","1.34","4","4","1.00","1,219","1,528","1.25","19","20","1.05","150","197","1.31"
"10796  :  โรงพยาบาลลำสนธิ","1,255","2,138","1.70","159","322","2.03","107","162","1.51","807","1,433","1.78","181","220","1.22","1","1","1.00"
"10797  :  โรงพยาบาลหนองม่วง","1,583","2,476","1.56","177","307","1.73","112","141","1.26","1,099","1,775","1.62","138","196","1.42","57","57","1.00"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","3,189","7,669","2.40","1,375","4,108","2.99","630","956","1.52","1,044","2,415","2.31","138","187","1.36","2","3","1.50"
