"โรงพยาบาล","รวม","ข้าราชการรัฐวิสาหกิจ","ประกันสังคม","UC ทั้งหมด","ต่างด้าว","บันทึกรหัสสิทธิ ไม่ตรง รหัสมาตรฐาน"
"คน","ครั้ง","ครั้ง:คน","คน","ครั้ง","ครั้ง:คน","คน","ครั้ง","ครั้ง:คน","คน","ครั้ง","ครั้ง:คน","คน","ครั้ง","ครั้ง:คน","คน","ครั้ง","ครั้ง:คน"
"11534  :  โรงพยาบาลบุรฉัตรไชยากร (รถไฟ)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11535  :  คณะแพทย์ศาสตร์วชิรพยาบาล มหาวิทยาลัยกรุงเทพมหานคร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11536  :  โรงพยาบาลเวชการุณย์รัศมิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11537  :  โรงพยาบาลกลาง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11538  :  โรงพยาบาลลาดกระบังกรุงเทพมหานคร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11539  :  โรงพยาบาลตากสิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11540  :  โรงพยาบาลหลวงพ่อทวีศักดิ์ฯ ชุตินธโร อุทิศ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11541  :  โรงพยาบาลเจริญกรุงประชารักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11546  :  โรงพยาบาลบี เอ็น เอช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11548  :  โรงพยาบาลกรุงเทพคริสเตียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11592  :  โรงพยาบาลบางนา1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","798","1,506","1.89","252","603","2.39","182","202","1.11","70","111","1.59","294","590","2.01","0","0","0.00"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11621  :  โรงพยาบาลบางไผ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11626  :  โรงพยาบาลคลองตัน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11628  :  โรงพยาบาลพระราม 9","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","25","38","1.52","6","12","2.00","0","0","0.00","0","0","0.00","16","22","1.38","3","4","1.33"
"12246  :  สถาบันราชานุกูล","1","1","1.00","0","0","0.00","0","0","0.00","0","0","0.00","1","1","1.00","0","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","10,959","20,268","1.85","1,321","3,097","2.34","883","1,693","1.92","6,061","11,841","1.95","2,694","3,637","1.35","0","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","3,707","6,124","1.65","482","1,105","2.29","988","1,321","1.34","1,251","2,412","1.93","986","1,286","1.30","0","0","0.00"
"10753  :  โรงพยาบาลบางพลี","7,299","11,370","1.56","648","1,493","2.30","1,396","2,103","1.51","3,474","5,225","1.50","1,587","2,332","1.47","194","217","1.12"
"10754  :  โรงพยาบาลบางจาก","2,388","3,871","1.62","301","558","1.85","550","781","1.42","1,228","2,115","1.72","309","417","1.35","0","0","0.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","2,231","3,616","1.62","257","535","2.08","297","430","1.45","1,264","2,036","1.61","413","615","1.49","0","0","0.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","266","468","1.76","60","107","1.78","0","0","0.00","162","299","1.85","44","62","1.41","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","162","169","1.04","1","1","1.00","14","14","1.00","147","154","1.05","0","0","0.00","0","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","775","1,131","1.46","45","70","1.56","147","202","1.37","563","835","1.48","14","17","1.21","6","7","1.17"
"10686  :  โรงพยาบาลพระนั่งเกล้า","8,336","14,043","1.68","1,311","2,672","2.04","1,336","1,900","1.42","3,098","5,333","1.72","2,591","4,138","1.60","0","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","6,473","15,240","2.35","1,602","4,754","2.97","2,279","4,653","2.04","2,042","5,038","2.47","550","795","1.45","0","0","0.00"
"10757  :  โรงพยาบาลบางใหญ่","8,483","16,729","1.97","1,631","3,934","2.41","73","75","1.03","6,319","12,188","1.93","112","181","1.62","348","351","1.01"
"10758  :  โรงพยาบาลบางบัวทอง","4,993","8,768","1.76","626","1,200","1.92","1,711","2,710","1.58","2,581","4,744","1.84","75","114","1.52","0","0","0.00"
"10759  :  โรงพยาบาลไทรน้อย","4,554","7,890","1.73","739","1,558","2.11","1,069","1,588","1.49","2,368","4,234","1.79","377","506","1.34","1","4","4.00"
"10760  :  โรงพยาบาลปากเกร็ด","2,557","4,965","1.94","556","1,075","1.93","463","621","1.34","985","2,461","2.50","538","787","1.46","15","21","1.40"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","613","1,612","2.63","214","584","2.73","87","179","2.06","309","845","2.73","3","4","1.33","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","5,211","11,097","2.13","1,592","4,193","2.63","2,046","4,001","1.96","582","1,486","2.55","0","0","0.00","991","1,417","1.43"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","1,184","2,514","2.12","134","347","2.59","223","385","1.73","729","1,636","2.24","61","94","1.54","37","52","1.41"
"10687  :  โรงพยาบาลปทุมธานี","8,047","14,200","1.76","981","2,216","2.26","3,404","5,243","1.54","3,330","6,405","1.92","331","335","1.01","1","1","1.00"
"10761  :  โรงพยาบาลคลองหลวง","2,788","4,614","1.65","229","430","1.88","97","162","1.67","1,763","2,960","1.68","699","1,062","1.52","0","0","0.00"
"10762  :  โรงพยาบาลธัญบุรี","3,686","5,578","1.51","233","405","1.74","217","311","1.43","2,204","3,663","1.66","1,032","1,199","1.16","0","0","0.00"
"10763  :  โรงพยาบาลประชาธิปัตย์","2,507","4,165","1.66","487","871","1.79","107","118","1.10","1,210","2,117","1.75","337","436","1.29","366","623","1.70"
"10764  :  โรงพยาบาลหนองเสือ","2,050","3,828","1.87","204","505","2.48","3","3","1.00","982","2,107","2.15","506","854","1.69","355","359","1.01"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","2,445","4,188","1.71","270","700","2.59","729","991","1.36","982","1,871","1.91","44","56","1.27","420","570","1.36"
"10766  :  โรงพยาบาลลำลูกกา","7,047","10,607","1.51","779","1,487","1.91","1,697","2,251","1.33","3,401","5,350","1.57","1,170","1,519","1.30","0","0","0.00"
"10767  :  โรงพยาบาลสามโคก","1,295","2,308","1.78","119","248","2.08","304","524","1.72","697","1,287","1.85","175","249","1.42","0","0","0.00"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","118","145","1.23","24","34","1.42","43","47","1.09","0","0","0.00","51","64","1.25","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","5,155","9,908","1.92","1,081","2,516","2.33","556","739","1.33","1,771","3,515","1.98","842","1,625","1.93","905","1,513","1.67"
"10688  :  โรงพยาบาลเสนา","3,406","5,810","1.71","461","970","2.10","1,116","1,798","1.61","1,621","2,797","1.73","208","245","1.18","0","0","0.00"
"10768  :  โรงพยาบาลท่าเรือ","2,169","3,716","1.71","286","606","2.12","843","1,260","1.49","1,035","1,842","1.78","5","8","1.60","0","0","0.00"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","1,554","2,439","1.57","186","350","1.88","353","471","1.33","768","1,308","1.70","247","310","1.26","0","0","0.00"
"10770  :  โรงพยาบาลบางไทร","1,928","3,203","1.66","133","208","1.56","240","299","1.25","767","1,526","1.99","126","168","1.33","662","1,002","1.51"
"10771  :  โรงพยาบาลบางบาล","1,309","2,347","1.79","262","693","2.65","262","392","1.50","669","1,103","1.65","4","5","1.25","112","154","1.38"
"10772  :  โรงพยาบาลบางปะอิน","4,039","6,964","1.72","64","104","1.63","1,186","1,904","1.61","2,227","4,197","1.88","562","759","1.35","0","0","0.00"
"10773  :  โรงพยาบาลบางปะหัน","1,628","3,242","1.99","227","592","2.61","365","560","1.53","893","1,887","2.11","142","202","1.42","1","1","1.00"
"10774  :  โรงพยาบาลผักไห่","1,752","2,799","1.60","285","537","1.88","424","577","1.36","1,010","1,647","1.63","6","10","1.67","27","28","1.04"
"10775  :  โรงพยาบาลภาชี","1,983","3,658","1.84","246","565","2.30","590","944","1.60","857","1,746","2.04","290","403","1.39","0","0","0.00"
"10776  :  โรงพยาบาลลาดบัวหลวง","2,414","3,821","1.58","229","508","2.22","392","498","1.27","1,546","2,514","1.63","247","301","1.22","0","0","0.00"
"10777  :  โรงพยาบาลวังน้อย","3,696","7,158","1.94","446","1,207","2.71","873","1,505","1.72","2,155","4,172","1.94","222","274","1.23","0","0","0.00"
"10778  :  โรงพยาบาลบางซ้าย","1,290","2,222","1.72","145","309","2.13","512","635","1.24","524","1,089","2.08","109","189","1.73","0","0","0.00"
"10779  :  โรงพยาบาลอุทัย","2,787","4,718","1.69","455","881","1.94","949","1,437","1.51","1,356","2,366","1.74","24","30","1.25","3","4","1.33"
"10780  :  โรงพยาบาลมหาราช","1,402","2,308","1.65","216","457","2.12","447","629","1.41","538","960","1.78","201","262","1.30","0","0","0.00"
"10781  :  โรงพยาบาลบ้านแพรก","928","1,595","1.72","196","389","1.98","262","376","1.44","333","647","1.94","137","183","1.34","0","0","0.00"
"10689  :  โรงพยาบาลอ่างทอง","4,795","8,601","1.79","1,117","2,415","2.16","1,312","2,024","1.54","2,316","4,098","1.77","50","64","1.28","0","0","0.00"
"10782  :  โรงพยาบาลไชโย","1,554","2,667","1.72","279","583","2.09","296","379","1.28","683","1,286","1.88","296","419","1.42","0","0","0.00"
"10784  :  โรงพยาบาลป่าโมก","2,247","4,452","1.98","442","1,139","2.58","503","770","1.53","983","2,011","2.05","17","28","1.65","302","504","1.67"
"10785  :  โรงพยาบาลโพธิ์ทอง","2,621","3,959","1.51","337","667","1.98","401","530","1.32","1,459","2,249","1.54","424","513","1.21","0","0","0.00"
"10786  :  โรงพยาบาลแสวงหา","1,775","2,784","1.57","201","370","1.84","316","454","1.44","1,178","1,869","1.59","73","84","1.15","7","7","1.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","3,755","6,253","1.67","607","1,115","1.84","688","978","1.42","2,169","3,811","1.76","255","308","1.21","36","41","1.14"
"10788  :  โรงพยาบาลสามโก้","1,261","1,955","1.55","201","368","1.83","225","309","1.37","737","1,145","1.55","98","133","1.36","0","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","7,744","13,393","1.73","2,383","4,485","1.88","1,408","2,060","1.46","3,182","5,837","1.83","771","1,011","1.31","0","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","2,729","4,901","1.80","462","1,036","2.24","371","514","1.39","1,707","3,082","1.81","189","269","1.42","0","0","0.00"
"10789  :  โรงพยาบาลพัฒนานิคม","2,132","3,190","1.50","162","300","1.85","349","461","1.32","1,525","2,324","1.52","96","105","1.09","0","0","0.00"
"10790  :  โรงพยาบาลโคกสำโรง","2,539","5,127","2.02","540","1,362","2.52","316","475","1.50","1,295","2,546","1.97","275","618","2.25","113","126","1.12"
"10791  :  โรงพยาบาลชัยบาดาล","4,570","8,214","1.80","468","1,012","2.16","1,151","1,795","1.56","2,649","4,997","1.89","302","410","1.36","0","0","0.00"
"10792  :  โรงพยาบาลท่าวุ้ง","1,469","3,211","2.19","405","1,098","2.71","153","274","1.79","840","1,726","2.05","64","104","1.63","7","9","1.29"
"10793  :  โรงพยาบาลท่าหลวง","1,648","2,408","1.46","115","187","1.63","162","180","1.11","799","1,321","1.65","168","210","1.25","404","510","1.26"
"10794  :  โรงพยาบาลสระโบสถ์","1,354","2,544","1.88","137","471","3.44","165","228","1.38","634","1,364","2.15","85","120","1.41","333","361","1.08"
"10795  :  โรงพยาบาลโคกเจริญ","1,522","2,357","1.55","132","250","1.89","38","40","1.05","1,157","1,825","1.58","100","112","1.12","95","130","1.37"
"10796  :  โรงพยาบาลลำสนธิ","1,510","2,742","1.82","155","330","2.13","155","254","1.64","1,043","1,942","1.86","157","216","1.38","0","0","0.00"
"10797  :  โรงพยาบาลหนองม่วง","1,567","2,990","1.91","146","369","2.53","209","298","1.43","934","1,914","2.05","162","262","1.62","116","147","1.27"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
