"โรงพยาบาล","รวม","ข้าราชการรัฐวิสาหกิจ","ประกันสังคม","UC ทั้งหมด","ต่างด้าว","บันทึกรหัสสิทธิ ไม่ตรง รหัสมาตรฐาน"
"คน","ครั้ง","ครั้ง:คน","คน","ครั้ง","ครั้ง:คน","คน","ครั้ง","ครั้ง:คน","คน","ครั้ง","ครั้ง:คน","คน","ครั้ง","ครั้ง:คน","คน","ครั้ง","ครั้ง:คน"
"11534  :  โรงพยาบาลบุรฉัตรไชยากร (รถไฟ)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11535  :  คณะแพทย์ศาสตร์วชิรพยาบาล มหาวิทยาลัยกรุงเทพมหานคร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11536  :  โรงพยาบาลเวชการุณย์รัศมิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11537  :  โรงพยาบาลกลาง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11538  :  โรงพยาบาลลาดกระบังกรุงเทพมหานคร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11539  :  โรงพยาบาลตากสิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11540  :  โรงพยาบาลหลวงพ่อทวีศักดิ์ฯ ชุตินธโร อุทิศ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11541  :  โรงพยาบาลเจริญกรุงประชารักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11546  :  โรงพยาบาลบี เอ็น เอช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11548  :  โรงพยาบาลกรุงเทพคริสเตียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11592  :  โรงพยาบาลบางนา1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","365","591","1.62","104","196","1.88","80","85","1.06","36","59","1.64","145","251","1.73","0","0","0.00"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11621  :  โรงพยาบาลบางไผ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11626  :  โรงพยาบาลคลองตัน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11628  :  โรงพยาบาลพระราม 9","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","391","751","1.92","147","337","2.29","0","0","0.00","5","5","1.00","138","274","1.99","101","135","1.34"
"12246  :  สถาบันราชานุกูล","190","208","1.09","12","13","1.08","15","17","1.13","155","170","1.10","0","0","0.00","8","8","1.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","80","421","5.26","0","0","0.00","0","0","0.00","0","0","0.00","80","421","5.26","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","5,828","9,386","1.61","747","1,413","1.89","270","381","1.41","3,566","5,917","1.66","1,029","1,452","1.41","216","223","1.03"
"10752  :  โรงพยาบาลบางบ่อ","2,467","3,482","1.41","237","481","2.03","392","537","1.37","521","688","1.32","408","531","1.30","909","1,245","1.37"
"10753  :  โรงพยาบาลบางพลี","4,014","6,505","1.62","446","959","2.15","80","87","1.09","1,736","2,829","1.63","1,104","1,842","1.67","648","788","1.22"
"10754  :  โรงพยาบาลบางจาก","967","1,434","1.48","109","159","1.46","213","293","1.38","520","836","1.61","83","98","1.18","42","48","1.14"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","909","1,144","1.26","112","159","1.42","75","96","1.28","572","720","1.26","150","169","1.13","0","0","0.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","159","188","1.18","48","57","1.19","2","2","1.00","75","88","1.17","34","41","1.21","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","5","5","1.00","0","0","0.00","0","0","0.00","5","5","1.00","0","0","0.00","0","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","601","799","1.33","39","53","1.36","112","144","1.29","423","570","1.35","27","32","1.19","0","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","3,582","5,686","1.59","617","1,125","1.82","611","804","1.32","1,387","2,396","1.73","967","1,361","1.41","0","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","3,312","6,277","1.90","1,258","2,670","2.12","1,168","2,183","1.87","841","1,369","1.63","45","55","1.22","0","0","0.00"
"10757  :  โรงพยาบาลบางใหญ่","4,067","7,359","1.81","750","1,614","2.15","34","44","1.29","2,975","5,369","1.80","60","69","1.15","248","263","1.06"
"10758  :  โรงพยาบาลบางบัวทอง","2,796","4,350","1.56","339","675","1.99","837","1,265","1.51","1,597","2,385","1.49","23","25","1.09","0","0","0.00"
"10759  :  โรงพยาบาลไทรน้อย","2,003","2,891","1.44","343","544","1.59","473","602","1.27","824","1,233","1.50","126","145","1.15","237","367","1.55"
"10760  :  โรงพยาบาลปากเกร็ด","1,444","2,178","1.51","229","328","1.43","180","203","1.13","735","1,210","1.65","299","434","1.45","1","3","3.00"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","359","714","1.99","145","291","2.01","57","119","2.09","143","286","2.00","14","18","1.29","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","2,716","4,436","1.63","879","1,456","1.66","956","1,690","1.77","404","675","1.67","0","0","0.00","477","615","1.29"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","460","822","1.79","64","154","2.41","87","142","1.63","270","483","1.79","6","7","1.17","33","36","1.09"
"10687  :  โรงพยาบาลปทุมธานี","3,746","6,378","1.70","501","1,048","2.09","1,567","2,425","1.55","1,641","2,868","1.75","37","37","1.00","0","0","0.00"
"10761  :  โรงพยาบาลคลองหลวง","1,187","1,592","1.34","119","188","1.58","122","165","1.35","778","1,035","1.33","168","204","1.21","0","0","0.00"
"10762  :  โรงพยาบาลธัญบุรี","2,275","2,955","1.30","158","236","1.49","88","104","1.18","1,783","2,314","1.30","246","301","1.22","0","0","0.00"
"10763  :  โรงพยาบาลประชาธิปัตย์","1,558","2,026","1.30","153","222","1.45","34","34","1.00","650","958","1.47","227","282","1.24","494","530","1.07"
"10764  :  โรงพยาบาลหนองเสือ","874","1,295","1.48","114","176","1.54","0","0","0.00","419","675","1.61","101","114","1.13","240","330","1.38"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","1,284","2,082","1.62","157","321","2.04","560","782","1.40","542","946","1.75","25","33","1.32","0","0","0.00"
"10766  :  โรงพยาบาลลำลูกกา","3,280","4,370","1.33","411","637","1.55","594","686","1.15","1,770","2,418","1.37","505","629","1.25","0","0","0.00"
"10767  :  โรงพยาบาลสามโคก","673","1,123","1.67","76","137","1.80","243","385","1.58","342","583","1.70","1","1","1.00","11","17","1.55"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","272","345","1.27","90","128","1.42","103","113","1.10","4","4","1.00","75","100","1.33","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","2,690","5,316","1.98","556","1,244","2.24","534","939","1.76","1,010","1,955","1.94","586","1,174","2.00","4","4","1.00"
"10688  :  โรงพยาบาลเสนา","1,216","2,033","1.67","201","358","1.78","390","638","1.64","564","958","1.70","61","79","1.30","0","0","0.00"
"10768  :  โรงพยาบาลท่าเรือ","938","1,353","1.44","114","190","1.67","324","448","1.38","499","714","1.43","1","1","1.00","0","0","0.00"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","829","1,274","1.54","113","198","1.75","131","176","1.34","423","679","1.61","148","199","1.34","14","22","1.57"
"10770  :  โรงพยาบาลบางไทร","947","1,375","1.45","141","217","1.54","209","266","1.27","446","683","1.53","150","208","1.39","1","1","1.00"
"10771  :  โรงพยาบาลบางบาล","558","850","1.52","109","225","2.06","133","200","1.50","316","425","1.34","0","0","0.00","0","0","0.00"
"10772  :  โรงพยาบาลบางปะอิน","2,304","3,079","1.34","104","177","1.70","455","616","1.35","1,483","1,987","1.34","262","299","1.14","0","0","0.00"
"10773  :  โรงพยาบาลบางปะหัน","657","1,090","1.66","85","207","2.44","147","201","1.37","350","579","1.65","75","103","1.37","0","0","0.00"
"10774  :  โรงพยาบาลผักไห่","907","1,468","1.62","125","260","2.08","157","210","1.34","544","863","1.59","81","135","1.67","0","0","0.00"
"10775  :  โรงพยาบาลภาชี","942","1,418","1.51","116","186","1.60","280","369","1.32","452","742","1.64","94","121","1.29","0","0","0.00"
"10776  :  โรงพยาบาลลาดบัวหลวง","1,104","1,537","1.39","107","160","1.50","177","219","1.24","698","1,009","1.45","121","148","1.22","1","1","1.00"
"10777  :  โรงพยาบาลวังน้อย","2,177","3,623","1.66","295","711","2.41","469","658","1.40","912","1,594","1.75","501","660","1.32","0","0","0.00"
"10778  :  โรงพยาบาลบางซ้าย","374","514","1.37","47","70","1.49","82","95","1.16","197","282","1.43","39","54","1.38","9","13","1.44"
"10779  :  โรงพยาบาลอุทัย","1,412","2,091","1.48","216","348","1.61","363","469","1.29","604","957","1.58","228","316","1.39","1","1","1.00"
"10780  :  โรงพยาบาลมหาราช","643","983","1.53","120","212","1.77","169","238","1.41","297","467","1.57","57","66","1.16","0","0","0.00"
"10781  :  โรงพยาบาลบ้านแพรก","318","458","1.44","66","131","1.98","84","100","1.19","108","156","1.44","60","71","1.18","0","0","0.00"
"10689  :  โรงพยาบาลอ่างทอง","2,478","4,378","1.77","540","1,218","2.26","627","937","1.49","1,291","2,194","1.70","17","26","1.53","3","3","1.00"
"10782  :  โรงพยาบาลไชโย","1,026","1,562","1.52","182","309","1.70","329","429","1.30","420","685","1.63","94","138","1.47","1","1","1.00"
"10784  :  โรงพยาบาลป่าโมก","1,271","2,168","1.71","286","604","2.11","116","155","1.34","515","873","1.70","8","8","1.00","346","528","1.53"
"10785  :  โรงพยาบาลโพธิ์ทอง","1,943","2,558","1.32","265","472","1.78","227","283","1.25","1,195","1,521","1.27","256","282","1.10","0","0","0.00"
"10786  :  โรงพยาบาลแสวงหา","994","1,503","1.51","151","252","1.67","168","242","1.44","637","962","1.51","38","47","1.24","0","0","0.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","2,040","3,190","1.56","318","566","1.78","321","428","1.33","1,272","2,020","1.59","129","176","1.36","0","0","0.00"
"10788  :  โรงพยาบาลสามโก้","689","991","1.44","141","249","1.77","111","142","1.28","394","551","1.40","43","49","1.14","0","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","4,049","7,158","1.77","1,522","2,786","1.83","765","1,120","1.46","1,757","3,247","1.85","5","5","1.00","0","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","1,317","2,032","1.54","193","372","1.93","191","249","1.30","854","1,303","1.53","79","108","1.37","0","0","0.00"
"10789  :  โรงพยาบาลพัฒนานิคม","1,367","2,221","1.62","114","281","2.46","256","342","1.34","888","1,465","1.65","109","133","1.22","0","0","0.00"
"10790  :  โรงพยาบาลโคกสำโรง","1,426","2,616","1.83","1","1","1.00","5","6","1.20","733","1,187","1.62","253","560","2.21","434","862","1.99"
"10791  :  โรงพยาบาลชัยบาดาล","2,519","4,278","1.70","264","475","1.80","592","886","1.50","1,488","2,688","1.81","175","229","1.31","0","0","0.00"
"10792  :  โรงพยาบาลท่าวุ้ง","768","1,452","1.89","234","520","2.22","86","174","2.02","419","708","1.69","29","50","1.72","0","0","0.00"
"10793  :  โรงพยาบาลท่าหลวง","798","1,097","1.37","58","90","1.55","109","121","1.11","366","578","1.58","59","75","1.27","206","233","1.13"
"10794  :  โรงพยาบาลสระโบสถ์","824","1,215","1.47","77","147","1.91","32","34","1.06","353","626","1.77","38","50","1.32","324","358","1.10"
"10795  :  โรงพยาบาลโคกเจริญ","1,016","1,321","1.30","73","118","1.62","28","31","1.11","777","1,004","1.29","38","44","1.16","100","124","1.24"
"10796  :  โรงพยาบาลลำสนธิ","1,144","1,798","1.57","113","226","2.00","119","181","1.52","626","1,071","1.71","286","320","1.12","0","0","0.00"
"10797  :  โรงพยาบาลหนองม่วง","1,053","1,637","1.55","124","229","1.85","156","213","1.37","590","975","1.65","118","155","1.31","65","65","1.00"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","2,844","5,005","1.76","992","2,155","2.17","830","1,139","1.37","876","1,504","1.72","145","205","1.41","1","2","2.00"
"10693  :  โรงพยาบาลอินทร์บุรี","1,889","3,341","1.77","412","904","2.19","181","257","1.42","1,085","1,879","1.73","210","300","1.43","1","1","1.00"
