"โรงพยาบาล","รวม","ข้าราชการรัฐวิสาหกิจ","ประกันสังคม","UC ทั้งหมด","ต่างด้าว","บันทึกรหัสสิทธิ ไม่ตรง รหัสมาตรฐาน"
"คน","ครั้ง","ครั้ง:คน","คน","ครั้ง","ครั้ง:คน","คน","ครั้ง","ครั้ง:คน","คน","ครั้ง","ครั้ง:คน","คน","ครั้ง","ครั้ง:คน","คน","ครั้ง","ครั้ง:คน"
"11534  :  โรงพยาบาลบุรฉัตรไชยากร (รถไฟ)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11535  :  คณะแพทย์ศาสตร์วชิรพยาบาล มหาวิทยาลัยกรุงเทพมหานคร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11536  :  โรงพยาบาลเวชการุณย์รัศมิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11537  :  โรงพยาบาลกลาง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11538  :  โรงพยาบาลลาดกระบังกรุงเทพมหานคร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11539  :  โรงพยาบาลตากสิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11540  :  โรงพยาบาลหลวงพ่อทวีศักดิ์ฯ ชุตินธโร อุทิศ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11541  :  โรงพยาบาลเจริญกรุงประชารักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11546  :  โรงพยาบาลบี เอ็น เอช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11548  :  โรงพยาบาลกรุงเทพคริสเตียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11592  :  โรงพยาบาลบางนา1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","738","1,338","1.81","215","475","2.21","188","224","1.19","66","111","1.68","269","528","1.96","0","0","0.00"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11621  :  โรงพยาบาลบางไผ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11626  :  โรงพยาบาลคลองตัน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11628  :  โรงพยาบาลพระราม 9","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","582","1,143","1.96","195","463","2.37","0","0","0.00","4","4","1.00","217","451","2.08","166","225","1.36"
"12246  :  สถาบันราชานุกูล","13","13","1.00","0","0","0.00","1","1","1.00","12","12","1.00","0","0","0.00","0","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","1","1","1.00","0","0","0.00","0","0","0.00","0","0","0.00","1","1","1.00","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","9,354","15,992","1.71","1,107","2,270","2.05","731","1,294","1.77","5,337","9,563","1.79","2,179","2,865","1.31","0","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","7,221","9,073","1.26","385","763","1.98","1,938","2,234","1.15","602","954","1.58","699","894","1.28","3,597","4,228","1.18"
"10753  :  โรงพยาบาลบางพลี","7,290","10,880","1.49","678","1,342","1.98","172","180","1.05","3,255","4,936","1.52","1,847","2,756","1.49","1,338","1,666","1.25"
"10754  :  โรงพยาบาลบางจาก","1,907","2,759","1.45","218","365","1.67","548","703","1.28","978","1,486","1.52","155","196","1.26","8","9","1.13"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","2,186","3,046","1.39","198","362","1.83","179","222","1.24","1,484","1,965","1.32","325","497","1.53","0","0","0.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","284","461","1.62","58","93","1.60","0","0","0.00","182","307","1.69","44","61","1.39","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","8","8","1.00","0","0","0.00","1","1","1.00","7","7","1.00","0","0","0.00","0","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","814","1,128","1.39","61","73","1.20","189","241","1.28","545","788","1.45","19","26","1.37","0","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","5,963","9,938","1.67","1,094","2,222","2.03","1,038","1,495","1.44","2,209","3,795","1.72","1,622","2,426","1.50","0","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","4,984","9,845","1.98","1,515","3,598","2.37","1,879","3,367","1.79","1,458","2,703","1.85","132","177","1.34","0","0","0.00"
"10757  :  โรงพยาบาลบางใหญ่","6,347","11,738","1.85","1,096","2,409","2.20","11","14","1.27","4,597","8,541","1.86","86","119","1.38","557","655","1.18"
"10758  :  โรงพยาบาลบางบัวทอง","4,264","6,672","1.56","498","945","1.90","1,287","1,930","1.50","2,418","3,724","1.54","61","73","1.20","0","0","0.00"
"10759  :  โรงพยาบาลไทรน้อย","3,677","5,934","1.61","604","1,185","1.96","813","1,139","1.40","1,779","2,955","1.66","294","359","1.22","187","296","1.58"
"10760  :  โรงพยาบาลปากเกร็ด","1,891","3,234","1.71","361","597","1.65","296","376","1.27","882","1,759","1.99","342","488","1.43","10","14","1.40"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","514","1,054","2.05","189","424","2.24","78","151","1.94","237","467","1.97","10","12","1.20","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","3,759","6,399","1.70","1,206","2,411","2.00","1,469","2,408","1.64","470","838","1.78","0","0","0.00","614","742","1.21"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","822","1,400","1.70","98","228","2.33","182","284","1.56","477","800","1.68","7","10","1.43","58","78","1.34"
"10687  :  โรงพยาบาลปทุมธานี","6,917","11,387","1.65","811","1,695","2.09","3,005","4,498","1.50","2,757","4,849","1.76","343","344","1.00","1","1","1.00"
"10761  :  โรงพยาบาลคลองหลวง","2,370","3,449","1.46","178","314","1.76","107","152","1.42","1,589","2,358","1.48","496","625","1.26","0","0","0.00"
"10762  :  โรงพยาบาลธัญบุรี","2,905","4,264","1.47","222","357","1.61","158","217","1.37","1,913","2,973","1.55","612","717","1.17","0","0","0.00"
"10763  :  โรงพยาบาลประชาธิปัตย์","2,926","4,005","1.37","354","563","1.59","54","55","1.02","930","1,530","1.65","289","344","1.19","1,299","1,513","1.16"
"10764  :  โรงพยาบาลหนองเสือ","2,124","3,045","1.43","193","344","1.78","4","5","1.25","721","1,328","1.84","280","380","1.36","926","988","1.07"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","2,460","3,783","1.54","385","805","2.09","776","983","1.27","921","1,493","1.62","30","46","1.53","348","456","1.31"
"10766  :  โรงพยาบาลลำลูกกา","5,173","7,660","1.48","578","1,027","1.78","1,054","1,361","1.29","2,635","4,147","1.57","906","1,125","1.24","0","0","0.00"
"10767  :  โรงพยาบาลสามโคก","891","1,483","1.66","67","127","1.90","341","476","1.40","466","849","1.82","2","2","1.00","15","29","1.93"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","443","571","1.29","137","185","1.35","177","210","1.19","1","1","1.00","128","175","1.37","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","3,994","7,554","1.89","806","1,794","2.23","951","1,603","1.69","1,498","2,779","1.86","739","1,378","1.86","0","0","0.00"
"10688  :  โรงพยาบาลเสนา","2,444","4,075","1.67","304","616","2.03","802","1,225","1.53","1,223","2,091","1.71","115","143","1.24","0","0","0.00"
"10768  :  โรงพยาบาลท่าเรือ","1,632","2,632","1.61","202","392","1.94","637","905","1.42","792","1,334","1.68","1","1","1.00","0","0","0.00"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","1,225","1,941","1.58","156","281","1.80","248","321","1.29","615","1,088","1.77","191","226","1.18","15","25","1.67"
"10770  :  โรงพยาบาลบางไทร","1,437","2,219","1.54","181","335","1.85","166","201","1.21","646","1,092","1.69","211","291","1.38","233","300","1.29"
"10771  :  โรงพยาบาลบางบาล","958","1,687","1.76","186","509","2.74","261","389","1.49","510","788","1.55","1","1","1.00","0","0","0.00"
"10772  :  โรงพยาบาลบางปะอิน","3,384","5,078","1.50","49","98","2.00","801","1,225","1.53","2,100","3,231","1.54","434","524","1.21","0","0","0.00"
"10773  :  โรงพยาบาลบางปะหัน","1,207","2,139","1.77","175","352","2.01","234","358","1.53","674","1,261","1.87","124","168","1.35","0","0","0.00"
"10774  :  โรงพยาบาลผักไห่","1,324","2,022","1.53","207","361","1.74","297","417","1.40","777","1,194","1.54","43","50","1.16","0","0","0.00"
"10775  :  โรงพยาบาลภาชี","1,639","2,714","1.66","194","373","1.92","517","754","1.46","707","1,286","1.82","221","301","1.36","0","0","0.00"
"10776  :  โรงพยาบาลลาดบัวหลวง","1,736","2,575","1.48","159","310","1.95","283","364","1.29","1,093","1,647","1.51","199","252","1.27","2","2","1.00"
"10777  :  โรงพยาบาลวังน้อย","3,748","6,434","1.72","373","905","2.43","798","1,144","1.43","1,711","3,169","1.85","866","1,216","1.40","0","0","0.00"
"10778  :  โรงพยาบาลบางซ้าย","846","1,358","1.61","112","202","1.80","259","345","1.33","380","682","1.79","74","90","1.22","21","39","1.86"
"10779  :  โรงพยาบาลอุทัย","2,575","3,946","1.53","105","207","1.97","680","925","1.36","1,026","1,724","1.68","373","488","1.31","391","602","1.54"
"10780  :  โรงพยาบาลมหาราช","971","1,535","1.58","158","302","1.91","293","389","1.33","411","711","1.73","109","133","1.22","0","0","0.00"
"10781  :  โรงพยาบาลบ้านแพรก","642","1,016","1.58","128","214","1.67","162","220","1.36","259","455","1.76","93","127","1.37","0","0","0.00"
"10689  :  โรงพยาบาลอ่างทอง","3,875","6,877","1.77","840","1,817","2.16","1,103","1,719","1.56","1,874","3,269","1.74","36","50","1.39","22","22","1.00"
"10782  :  โรงพยาบาลไชโย","1,267","2,053","1.62","203","381","1.88","328","460","1.40","588","994","1.69","148","218","1.47","0","0","0.00"
"10784  :  โรงพยาบาลป่าโมก","1,792","3,294","1.84","407","926","2.28","219","306","1.40","776","1,442","1.86","10","14","1.40","380","606","1.59"
"10785  :  โรงพยาบาลโพธิ์ทอง","2,089","3,093","1.48","292","614","2.10","362","446","1.23","1,268","1,816","1.43","167","217","1.30","0","0","0.00"
"10786  :  โรงพยาบาลแสวงหา","1,471","2,151","1.46","182","304","1.67","233","321","1.38","982","1,439","1.47","69","82","1.19","5","5","1.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","3,043","4,857","1.60","471","830","1.76","535","731","1.37","1,798","2,991","1.66","178","222","1.25","61","83","1.36"
"10788  :  โรงพยาบาลสามโก้","1,036","1,571","1.52","164","320","1.95","176","221","1.26","628","944","1.50","68","86","1.26","0","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","6,452","11,518","1.79","2,013","3,896","1.94","1,193","1,815","1.52","2,765","5,122","1.85","481","685","1.42","0","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","1,851","3,468","1.87","336","787","2.34","278","395","1.42","1,084","2,063","1.90","153","223","1.46","0","0","0.00"
"10789  :  โรงพยาบาลพัฒนานิคม","1,891","3,084","1.63","187","405","2.17","417","614","1.47","1,215","1,992","1.64","72","73","1.01","0","0","0.00"
"10790  :  โรงพยาบาลโคกสำโรง","1,645","3,005","1.83","1","1","1.00","59","76","1.29","957","1,685","1.76","172","409","2.38","456","834","1.83"
"10791  :  โรงพยาบาลชัยบาดาล","3,838","6,981","1.82","371","808","2.18","925","1,389","1.50","2,318","4,484","1.93","224","300","1.34","0","0","0.00"
"10792  :  โรงพยาบาลท่าวุ้ง","1,177","2,456","2.09","356","937","2.63","142","270","1.90","615","1,147","1.87","55","89","1.62","9","13","1.44"
"10793  :  โรงพยาบาลท่าหลวง","1,317","1,908","1.45","82","127","1.55","97","127","1.31","664","1,070","1.61","105","132","1.26","369","452","1.22"
"10794  :  โรงพยาบาลสระโบสถ์","975","1,564","1.60","97","211","2.18","82","107","1.30","585","983","1.68","55","71","1.29","156","192","1.23"
"10795  :  โรงพยาบาลโคกเจริญ","1,287","1,874","1.46","93","178","1.91","40","42","1.05","1,001","1,467","1.47","63","71","1.13","90","116","1.29"
"10796  :  โรงพยาบาลลำสนธิ","1,220","2,005","1.64","104","193","1.86","129","197","1.53","865","1,461","1.69","122","154","1.26","0","0","0.00"
"10797  :  โรงพยาบาลหนองม่วง","1,348","2,351","1.74","135","265","1.96","215","328","1.53","801","1,488","1.86","175","245","1.40","22","25","1.14"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
