"โรงพยาบาล","ได้รับบริการ(คน)","พบประวัติคลอด(คน)","จำนวนบริการ(ครั้ง)","บริการพบประวัติ(ครั้ง)","บริการล่าช้า (คน)","บริการเกิน 90 วัน (คน)"
"ทุกสิทธิ","สิทธิ UC","ทุกสิทธิ","สิทธิ UC","ทุกสิทธิ","สิทธิ UC","ทุกสิทธิ","สิทธิ UC","ทุกสิทธิ","สิทธิ UC","ทุกสิทธิ","สิทธิ UC"
"11539  :  โรงพยาบาลตากสิน","0","0","0","0","0","0","0","0","0","0","0","0"
"11540  :  โรงพยาบาลหลวงพ่อทวีศักดิ์ฯ ชุตินธโร อุทิศ","0","0","0","0","0","0","0","0","0","0","0","0"
"11541  :  โรงพยาบาลเจริญกรุงประชารักษ์","0","0","0","0","0","0","0","0","0","0","0","0"
"11546  :  โรงพยาบาลบี เอ็น เอช","0","0","0","0","0","0","0","0","0","0","0","0"
"11548  :  โรงพยาบาลกรุงเทพคริสเตียน","0","0","0","0","0","0","0","0","0","0","0","0"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0","0","0","0","0","0","0","0","0","0"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0","0","0","0","0","0","0","0","0","0"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0","0","0","0","0","0","0","0","0","0"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0","0","0","0","0","0","0","0","0","0"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0","0","0","0","0","0","0","0","0","0"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0","0","0","0","0","0","0","0","0","0"
"11592  :  โรงพยาบาลบางนา1","0","0","0","0","0","0","0","0","0","0","0","0"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0","0","0","0","0","0","0","0","0","0"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0","0","0","0","0","0","0","0","0","0"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0","0","0","0","0","0","0","0","0","0"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0","0","0","0","0","0","0","0","0","0"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"11621  :  โรงพยาบาลบางไผ่","0","0","0","0","0","0","0","0","0","0","0","0"
"11626  :  โรงพยาบาลคลองตัน","0","0","0","0","0","0","0","0","0","0","0","0"
"11628  :  โรงพยาบาลพระราม 9","0","0","0","0","0","0","0","0","0","0","0","0"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0","0","0","0","0","0","0","0","0","0"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0","0","0","0","0","0","0","0","0","0"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0","0","0","0","0","0","0","0","0","0"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0","0","0","0","0","0","0","0","0","0"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0","0","0","0","0","0","0","0","0","0"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0","0","0","0","0","0","0","0","0","0"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0","0","0","0","0","0","0","0","0","0"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0","0","0","0","0","0","0","0","0","0"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0","0","0","0","0","0","0","0","0","0"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0","0","0","0","0","0","0","0","0","0"
"11676  :  โรงพยาบาลยันฮี","0","0","0","0","0","0","0","0","0","0","0","0"
"11686  :  โรงพยาบาลบางโพ","0","0","0","0","0","0","0","0","0","0","0","0"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0","0","0","0","0","0","0","0","0","0"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0","0","0","0","0","0","0","0","0","0"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0","0","0","0","0","0","0","0","0","0"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0","0","0","0","0","0","0","0","0","0"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0","0","0","0","0","0","0","0","0","0"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0","0","0","0","0","0","0","0","0","0"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0","0","0","0","0","0","0","0","0","0"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0","0","0","0","0","0","0","0","0","0"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0","0","0","0","0","0","0","0","0","0"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0","0","0","0","0","0","0","0","0","0"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0","0","0","0","0","0","0","0","0","0"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0","0","0","0","0","0","0","0","0","0"
"12246  :  สถาบันราชานุกูล","0","0","0","0","0","0","0","0","0","0","0","0"
"12249  :  สถาบันโรคผิวหนัง","0","0","0","0","0","0","0","0","0","0","0","0"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0","0","0","0","0","0","0","0","0","0"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0","0","0","0","0","0","0","0","0","0"
"12439  :  สถาบันประสาทวิทยา","0","0","0","0","0","0","0","0","0","0","0","0"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0","0","0","0","0","0","0","0","0","0"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0","0","0","0","0","0","0","0","0","0"
"13814  :  โรงพยาบาลศิริราช","0","0","0","0","0","0","0","0","0","0","0","0"
"14173  :  โรงพยาบาลตำรวจ","0","0","0","0","0","0","0","0","0","0","0","0"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0","0","0","0","0","0","0","0","0","0"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0","0","0","0","0","0","0","0","0","0"
"14577  :  โรงพยาบาลวิภาราม","0","0","0","0","0","0","0","0","0","0","0","0"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0","0","0","0","0","0","0","0","0","0"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0","0","0","0","0","0","0","0","0","0"
"15049  :  โรงพยาบาลสิรินธร","0","0","0","0","0","0","0","0","0","0","0","0"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"22155  :  โรงพยาบาลครู","0","0","0","0","0","0","0","0","0","0","0","0"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0","0","0","0","0","0","0","0","0","0"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0","0","0","0","0","0","0","0","0","0"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0","0","0","0","0","0","0","0","0"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0","0","0","0","0","0","0","0","0"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0","0","0","0","0","0","0","0","0"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0","0","0","0","0","0","0","0","0"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0","0","0","0","0","0","0","0","0"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0","0","0","0","0","0","0","0","0"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0","0","0","0","0","0","0","0","0"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0","0","0","0","0","0","0","0","0"
"10685  :  โรงพยาบาลสมุทรปราการ","0","0","0","0","0","0","0","0","0","0","0","0"
"10752  :  โรงพยาบาลบางบ่อ","0","0","0","0","0","0","0","0","0","0","0","0"
"10753  :  โรงพยาบาลบางพลี","0","0","18","4","0","0","0","0","12","2","0","0"
"10754  :  โรงพยาบาลบางจาก","5","5","13","11","15","15","15","15","14","2","0","0"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","4","4","9","9","17","17","17","17","2","2","0","0"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0","0","0","0","0","0","0","0","0","0","0"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0","0","0","0","0","0","0","0","0","0"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0","0","0","0","0","0","0","0","0","0"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0","0","0","0","0","0","0","0","0","0"
"28785  :  โรงพยาบาลบางเสาธง","0","0","0","0","0","0","0","0","0","0","0","0"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0","0","0","0","0","0","0","0","0","0"
"10756  :  โรงพยาบาลบางกรวย","0","0","0","0","0","0","0","0","0","0","0","0"
"10757  :  โรงพยาบาลบางใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"10758  :  โรงพยาบาลบางบัวทอง","0","0","0","0","0","0","0","0","0","0","0","0"
"10759  :  โรงพยาบาลไทรน้อย","0","0","0","0","0","0","0","0","0","0","0","0"
"10760  :  โรงพยาบาลปากเกร็ด","0","0","0","0","0","0","0","0","0","0","0","0"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0","0","0","0","0","0","0","0","0"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0","0","0","0","0","0","0","0","0"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"12256  :  สถาบันโรคทรวงอก","0","0","0","0","0","0","0","0","0","0","0","0"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0","0","0","0","0","0","0","0","0"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0","0","0","0","0","0","0","0","0"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0","0","0","0","0","0","0","0","0","0"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","0","0","0","0","0","0","0","0","0","0","0","0"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0","0","0","0","0","0","0","0","0"
"28875  :  โรงพยาบาลบางบัวทอง ๒","0","0","0","0","0","0","0","0","0","0","0","0"
"10687  :  โรงพยาบาลปทุมธานี","2","2","1","1","3","3","1","1","3","2","0","0"
"10761  :  โรงพยาบาลคลองหลวง","3","3","1","1","9","9","3","3","2","2","0","0"
"10762  :  โรงพยาบาลธัญบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"10763  :  โรงพยาบาลประชาธิปัตย์","13","12","4","4","54","52","20","20","10","8","0","0"
"10764  :  โรงพยาบาลหนองเสือ","18","12","11","8","62","48","41","35","16","8","0","0"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","0","0","0","0","0","0","0","0","0","0","0","0"
"10766  :  โรงพยาบาลลำลูกกา","105","105","100","100","449","449","424","424","59","58","0","0"
"10767  :  โรงพยาบาลสามโคก","0","0","0","0","0","0","0","0","0","0","0","0"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0","0","0","0","0","0","0","0","0","0"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0","0","0","0","0","0","0","0","0","0"
"10688  :  โรงพยาบาลเสนา","0","0","0","0","0","0","0","0","0","0","0","0"
"10768  :  โรงพยาบาลท่าเรือ","0","0","0","0","0","0","0","0","0","0","0","0"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","0","0","0","0","0","0","0","0","0","0","0","0"
"10770  :  โรงพยาบาลบางไทร","0","0","0","0","0","0","0","0","0","0","0","0"
"10771  :  โรงพยาบาลบางบาล","0","0","0","0","0","0","0","0","0","0","0","0"
"10772  :  โรงพยาบาลบางปะอิน","0","0","0","0","0","0","0","0","0","0","0","0"
"10773  :  โรงพยาบาลบางปะหัน","0","0","0","0","0","0","0","0","0","0","0","0"
"10774  :  โรงพยาบาลผักไห่","0","0","0","0","0","0","0","0","0","0","0","0"
"10775  :  โรงพยาบาลภาชี","0","0","0","0","0","0","0","0","0","0","0","0"
"10776  :  โรงพยาบาลลาดบัวหลวง","0","0","0","0","0","0","0","0","0","0","0","0"
"10777  :  โรงพยาบาลวังน้อย","0","0","0","0","0","0","0","0","0","0","0","0"
"10778  :  โรงพยาบาลบางซ้าย","0","0","0","0","0","0","0","0","0","0","0","0"
"10779  :  โรงพยาบาลอุทัย","0","0","0","0","0","0","0","0","0","0","0","0"
"10780  :  โรงพยาบาลมหาราช","0","0","0","0","0","0","0","0","0","0","0","0"
"10781  :  โรงพยาบาลบ้านแพรก","0","0","0","0","0","0","0","0","0","0","0","0"
"10689  :  โรงพยาบาลอ่างทอง","0","0","0","0","0","0","0","0","0","0","0","0"
"10782  :  โรงพยาบาลไชโย","0","0","0","0","0","0","0","0","0","0","0","0"
"10784  :  โรงพยาบาลป่าโมก","0","0","0","0","0","0","0","0","0","0","0","0"
"10785  :  โรงพยาบาลโพธิ์ทอง","1","1","2","1","5","5","5","5","0","0","0","0"
"10786  :  โรงพยาบาลแสวงหา","0","0","0","0","0","0","0","0","0","0","0","0"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","0","0","11","10","0","0","0","0","24","20","0","0"
"10788  :  โรงพยาบาลสามโก้","24","24","3","3","109","109","18","18","22","22","0","0"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0","0","0","0","0","0","0","0","0","0"
"10691  :  โรงพยาบาลบ้านหมี่","0","0","0","0","0","0","0","0","0","0","0","0"
"10789  :  โรงพยาบาลพัฒนานิคม","0","0","0","0","0","0","0","0","0","0","0","0"
"10790  :  โรงพยาบาลโคกสำโรง","0","0","0","0","0","0","0","0","0","0","0","0"
"10791  :  โรงพยาบาลชัยบาดาล","0","0","0","0","0","0","0","0","0","0","0","0"
"10792  :  โรงพยาบาลท่าวุ้ง","0","0","0","0","0","0","0","0","0","0","0","0"
"10793  :  โรงพยาบาลท่าหลวง","0","0","0","0","0","0","0","0","0","0","0","0"
"10794  :  โรงพยาบาลสระโบสถ์","0","0","0","0","0","0","0","0","0","0","0","0"
"10795  :  โรงพยาบาลโคกเจริญ","0","0","0","0","0","0","0","0","0","0","0","0"
"10796  :  โรงพยาบาลลำสนธิ","0","0","0","0","0","0","0","0","0","0","0","0"
"10797  :  โรงพยาบาลหนองม่วง","0","0","0","0","0","0","0","0","0","0","0","0"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0","0","0","0","0","0","0","0","0","0"
"10692  :  โรงพยาบาลสิงห์บุรี","0","0","32","29","0","0","0","0","22","19","0","0"
"10693  :  โรงพยาบาลอินทร์บุรี","0","0","15","10","0","0","0","0","11","5","0","0"
"10798  :  โรงพยาบาลบางระจัน","0","0","0","0","0","0","0","0","0","0","0","0"
"10799  :  โรงพยาบาลค่ายบางระจัน","0","0","0","0","0","0","0","0","0","0","0","0"
"10800  :  โรงพยาบาลพรหมบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"10801  :  โรงพยาบาลท่าช้าง","0","0","0","0","0","0","0","0","0","0","0","0"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","2","0","0","0","0","0","1","0","0","0"
"10802  :  โรงพยาบาลมโนรมย์","0","0","0","0","0","0","0","0","0","0","0","0"
"10803  :  โรงพยาบาลวัดสิงห์","0","0","0","0","0","0","0","0","1","0","0","0"
"10804  :  โรงพยาบาลสรรพยา","25","19","21","20","71","53","49","44","13","6","0","0"
"10805  :  โรงพยาบาลสรรคบุรี","4","4","0","0","11","11","0","0","12","5","0","0"
"10806  :  โรงพยาบาลหันคา","1","1","0","0","4","4","0","0","1","1","0","0"
"27974  :  โรงพยาบาลหนองมะโมง","0","0","0","0","0","0","0","0","0","0","0","0"
"27975  :  โรงพยาบาลเนินขาม","0","0","0","0","0","0","0","0","0","0","0","0"
"10661  :  โรงพยาบาลสระบุรี","3","3","3","3","5","5","5","5","3","3","0","0"
"10695  :  โรงพยาบาลพระพุทธบาท","0","0","0","0","0","0","0","0","0","0","0","0"
"10807  :  โรงพยาบาลแก่งคอย","0","0","0","0","0","0","0","0","0","0","0","0"
"10808  :  โรงพยาบาลหนองแค","0","0","0","0","0","0","0","0","0","0","0","0"
"10809  :  โรงพยาบาลวิหารแดง","0","0","1","1","0","0","0","0","1","1","0","0"
"10810  :  โรงพยาบาลหนองแซง","0","0","0","0","0","0","0","0","2","2","0","0"
"10811  :  โรงพยาบาลบ้านหมอ","0","0","1","1","0","0","0","0","0","0","0","0"
"10812  :  โรงพยาบาลดอนพุด","0","0","0","0","0","0","0","0","0","0","0","0"
"10813  :  โรงพยาบาลหนองโดน","3","1","4","2","6","1","6","1","2","0","0","0"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","17","6","10","6","76","27","44","27","9","1","0","0"
"10815  :  โรงพยาบาลมวกเหล็ก","9","7","6","5","32","27","14","14","8","4","0","0"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","4","4","2","2","14","14","8","8","2","2","0","0"
"11485  :  โรงพยาบาลค่ายอดิศร","0","0","0","0","0","0","0","0","0","0","0","0"
"10662  :  โรงพยาบาลชลบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"10817  :  โรงพยาบาลบ้านบึง","1","1","1","0","2","2","0","0","4","1","0","0"
"10818  :  โรงพยาบาลหนองใหญ่","0","0","0","0","0","0","0","0","0","0","0","0"
"10819  :  โรงพยาบาลบางละมุง","13","7","4","3","37","27","13","11","11","4","0","0"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","11","10","4","4","34","30","12","12","7","6","0","0"
"10821  :  โรงพยาบาลพานทอง","3","1","3","1","5","3","0","0","6","1","0","0"
"10822  :  โรงพยาบาลพนัสนิคม","43","18","19","5","114","60","42","17","36","13","0","0"
"10823  :  โรงพยาบาลแหลมฉบัง","4","4","4","4","8","8","8","8","2","2","0","0"
"10824  :  โรงพยาบาลเกาะสีชัง","0","0","1","1","0","0","0","0","0","0","0","0"
"10825  :  โรงพยาบาลสัตหีบกม10","19","11","11","11","59","39","39","39","12","2","0","0"
"10826  :  โรงพยาบาลบ่อทอง","2","0","0","0","9","0","0","0","2","0","0","0"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","0","0","0","0","0","0","0","0","0","0","0","0"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0","0","0","0","0","0","0","0","0","0"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","0","0","0","0","0","0","0","0","0","0","0","0"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0","0","0","0","0","0","0","0","0","0"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","0","0","0","0","0","0","0","0","0","0","0","0"
"28005  :  โรงพยาบาลเมืองพัทยา","0","0","0","0","0","0","0","0","0","0","0","0"
"28006  :  โรงพยาบาลเกาะจันทร์","0","0","0","0","0","0","0","0","0","0","0","0"
"10663  :  โรงพยาบาลระยอง","39","16","26","13","141","56","103","47","28","12","0","0"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","0","0","0","0","0","0","0","0","0","0","0","0"
"10828  :  โรงพยาบาลบ้านฉาง","0","0","0","0","0","0","0","0","0","0","0","0"
"10829  :  โรงพยาบาลแกลง","0","0","1","1","0","0","0","0","2","1","0","0"
"10830  :  โรงพยาบาลวังจันทร์","22","9","18","13","55","23","29","20","32","15","0","0"
"10831  :  โรงพยาบาลบ้านค่าย","0","0","0","0","0","0","0","0","0","0","0","0"
"10832  :  โรงพยาบาลปลวกแดง","0","0","0","0","0","0","0","0","1","1","0","0"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0","0","0","0","0","0","0","0","0"
"23962  :  โรงพยาบาลนิคมพัฒนา","0","0","0","0","0","0","0","0","0","0","0","0"
"10664  :  โรงพยาบาลพระปกเกล้า","0","0","0","0","0","0","0","0","0","0","0","0"
"10834  :  โรงพยาบาลขลุง","8","8","4","3","40","40","15","15","8","7","0","0"
"10835  :  โรงพยาบาลท่าใหม่","0","0","0","0","0","0","0","0","0","0","0","0"
"10836  :  โรงพยาบาลเขาสุกิม","0","0","0","0","0","0","0","0","0","0","0","0"
"10837  :  โรงพยาบาลสองพี่น้อง","0","0","0","0","0","0","0","0","0","0","0","0"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","0","0","0","0","0","0","0","0","0","0","0","0"
"10839  :  โรงพยาบาลมะขาม","0","0","0","0","0","0","0","0","0","0","0","0"
"10840  :  โรงพยาบาลแหลมสิงห์","0","0","0","0","0","0","0","0","0","0","0","0"
"10841  :  โรงพยาบาลสอยดาว","0","0","0","0","0","0","0","0","0","0","0","0"
"10842  :  โรงพยาบาลแก่งหางแมว","0","0","0","0","0","0","0","0","0","0","0","0"
"10843  :  โรงพยาบาลนายายอาม","0","0","0","0","0","0","0","0","0","0","0","0"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","8","8","12","12","22","22","22","22","5","3","0","0"
"10696  :  โรงพยาบาลตราด","11","4","4","1","9","9","0","0","8","3","0","0"
"10845  :  โรงพยาบาลคลองใหญ่","7","7","6","6","0","0","0","0","2","2","0","0"
"10846  :  โรงพยาบาลเขาสมิง","0","0","0","0","0","0","0","0","0","0","0","0"
"10847  :  โรงพยาบาลบ่อไร่","82","78","62","60","0","0","0","0","30","28","0","0"
"10848  :  โรงพยาบาลแหลมงอบ","6","6","5","5","0","0","0","0","2","2","0","0"
"10849  :  โรงพยาบาลเกาะกูด","0","0","0","0","0","0","0","0","0","0","0","0"
"13816  :  โรงพยาบาลเกาะช้าง","2","0","1","0","0","0","0","0","2","0","0","0"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0","0","0","0","0","0","0","0","0","0"
"10833  :  โรงพยาบาลท่าตะเกียบ","4","4","3","3","9","9","7","7","2","2","0","0"
"10850  :  โรงพยาบาลบางคล้า","0","0","0","0","0","0","0","0","0","0","0","0"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","60","59","59","58","234","230","231","227","5","5","0","0"
"10852  :  โรงพยาบาลบางปะกง","0","0","0","0","0","0","0","0","0","0","0","0"
"10853  :  โรงพยาบาลบ้านโพธิ์","4","4","4","4","11","11","11","11","0","0","0","0"
"10854  :  โรงพยาบาลพนมสารคาม","28","23","26","23","107","94","99","94","7","2","0","0"
"10855  :  โรงพยาบาลสนามชัยเขต","65","65","58","57","308","308","269","269","48","39","0","0"
"10856  :  โรงพยาบาลแปลงยาว","15","14","11","11","29","27","22","22","4","3","0","0"
"13747  :  โรงพยาบาลราชสาส์น","4","0","1","0","14","0","3","0","4","0","0","0"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0","0","0","0","0","0","0","0","0","0"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","0","0","0","0","0","0","0","0","0","0","0","0"
"10857  :  โรงพยาบาลกบินทร์บุรี","0","0","0","0","0","0","0","0","0","0","0","0"
"10858  :  โรงพยาบาลนาดี","0","0","0","0","0","0","0","0","1","0","0","0"
