"ชื่อยาสมุนไพร","จำนวนจ่ายรวมทุกสิทธิ(ครั้ง)","จำนวนจ่ายรวมสิทธิ UC(ครั้ง)","จำนวนที่จ่ายรวมทุกสิทธิ(หน่วยนับ)","มูลค่ารวมทุกสิทธิ(บาท)"
"มะแว้ง, ยาแคปซูล","3,133","2,525","10,842","61,064.71"
"แก้ไอมะแว้งไล้ท์ ตราไอยรา, ยาน้ำ","2,789","2,279","5,616","107,428.50"
"น้ำมันไพล, ยาเข้าน้ำมัน","2,582","2,066","4,856","20,776,395.00"
"แลกซ์เซ่น ทีเอ็ม ชนิดเม็ด , ยาเม็ด","2,511","1,481","48,994","59,588.50"
"น้ำยูอีคอฟ สูตร 1, ยาน้ำ","2,412","2,011","4,795","82,759.00"
"แคปซูลเพชรสังฆาต ตราเคเอ็มพี, ยาแคปซูล","2,152","1,659","69,057","122,097.78"
"ลูกประคบสมุนไพรอินไทย, ยาประคบ","1,815","1,211","2,147","146,182.00"
"กษัยเส้น ตราพรีราน่า, ยาแคปซูล","1,803","1,450","45,340","90,669.50"
"รางจืด, ยาแคปซูล","1,609","1,215","28,870","138,968.01"
"เพชรสังฆาต, ยาแคปซูล","1,583","1,162","124,506","1,980,073,963.00"
"แก้ไอผสมมะขามป้อม สูตรตำรับที่ ๑, ยาน้ำ","1,547","1,198","3,624","72,182.50"
"บัวบก, ยาแคปซูล","1,520","1,283","7,281","162,727,905.87"
"หญ้าดอกขาว, ยาชง","1,513","1,237","19,811","201,285.49"
"แก้ไอมะแว้งตราเคเอ็มพี , ยาน้ำ","1,475","1,186","4,405","89,717.14"
"หม่องไพล/บาล์มไพล/ไพลบาล์ม / ขี้ผึ้งไพล, ขี้ผึ้ง","1,350","1,054","1,936","58,276.25"
"พริก, เจล","1,257","885","4,351","238,995,852.60"
"มหาหิงคุ์, ยาน้ำ","1,186","1,029","1,350","34,998.69"
"หลังคลอด (รพ.ตระการพืชผล), ยาต้ม","1,180","921","3,325","313,333.75"
"สเปรย์ตะไคร้หอม, ยาน้ำ","1,163","725","1,261","98,869.30"
"ผสมเถาวัลย์เปรียง สูตรตำรับที่ 1, ยาลูกกลอน","1,142","888","35,526","55,510.00"
"แคปซูลเถาวัลย์เปรียง ตราเคเอ็มพี, ยาแคปซูล","1,120","858","24,861","4,337,431.81"
"หญ้าหนวดแมว, ยาชง","1,097","891","11,753","116,918.38"
"หอมเทพจิตร, ยาลูกกลอน","999","807","14,345","92,484.70"
"สหัศธารา, ยาแคปซูล","997","749","28,745","131,630.42"
"ตรีผลา / พิกัดตรีผลา , ยาน้ำ","958","823","24,322","67,453.50"
"ประสะน้ำนม 1, ยาแคปซูล","952","646","31,199","77,869.38"
"กล้วย, ยาผง","943","806","19,893","30,396.24"
"หลังคลอด (รพ.กาบเชิง), ยาต้ม","941","692","3,990","114,892.00"
"ประสะน้ำนม ทีเอฟดี, ยาแคปซูล","910","699","24,901","39,871.26"
"ลูกประคบสมุนไพรร้านหมอยาไทย 101, ยาประคบ","897","691","1,693","82,736.50"
"ธาตุบรรจบ, ยาแคปซูล","872","667","14,896","40,549.15"
"แก้ไอผสมมะขามป้อม ตราวังหลัง, ยาน้ำ","862","691","1,644","32,152.75"
"มะระขี้นก, ยาแคปซูล","828","705","24,068","55,770.59"
"ซินโนวอล, ยาน้ำ","804","701","3,856","38,373.50"
"แอนดิแลค, ยาแคปซูล","800","361","28,992","43,488.00"
"ไพลจีซาล , ครีม","761","523","1,156","65,610.00"
"แก้น้ำนมพิการ(รพ.กาบเชิง), ยาผง","757","539","3,007","101,307.00"
"หอมนวโกฐ, ยาเม็ด","753","584","9,816","43,939.20"
"ขี้ผึ้งไพล  สูตรตำรับที่ 2, ขี้ผึ้ง","741","623","950","26,254.75"
"แก้ไอมะแว้ง , ยาลูกกลอน","690","546","3,385","1,232,887.67"
"แก้ไอผสมมะนาวดอง, ยาลูกกลอน","682","529","1,200","14,978.70"
"ผสมเพชรสังฆาต สูตรตำรับที่ 1, ยาแคปซูล","671","531","31,741","67,146.92"
"แก้ไอมะแว้งน้ำดำ, ยาน้ำ","658","439","1,235","45,830.31"
"แคปซูลเถาวัลย์เปรียง ตราธงทอง, ยาแคปซูล","642","492","15,075","21,935.37"
"บรรเทาอาการไอมะขามป้อม , ยาเม็ด","617","525","986","19,380.00"
"แก้ไอพื้นบ้านอีสาน, ยาน้ำ","613","524","1,093","35,085.40"
"จันทน์ลีลา, ยาแคปซูล","597","485","15,447","33,619.25"
"สมุนไพรอบตัว, ยาต้ม","593","447","767","66,057.00"
"ไฟประลัยกัลป์, ยาแคปซูล","561","431","14,679","49,068.00"
"ยาน้ำแก้ไอมะขามป้อม ตราเอมบริโคล, ยาน้ำ","560","459","1,166","25,139.00"
"ยาที่ปรุงสำหรับผู้ป่วยเฉพาะราย, อื่นๆ","532","356","2,586","99,235.00"
"บรรเทาริดสีดวงทวารหนักเพชรสังฆาตชนิดแคปซูล, ยาแคปซูล","530","392","23,179","72,312.75"
"หลังคลอด, ยาต้ม","505","318","637","25,861.00"
"แก้ไอมะแว้งตรา ที.เฮิร์บ, ยาน้ำ","505","349","991","21,754.00"
"ชุมเห็ดเทศ, ยาชง","481","351","6,771","60,773.08"
"อมผสมมะแว้ง, ยาเม็ด","461","242","203","102,404,884.85"
"น้ำมันเหลือง, ยาเข้าน้ำมัน","453","351","677","34,491.00"
"อบหลังคลอด  หมอยาไทย, ยาผง","453","321","660","27,060.00"
"ว่านหางจระเข้, เจล","450","316","22,906","2,558,652,219.78"
"เซ็นนาฮอฟ, ยาแคปซูล","444","379","11,119","16,678.50"
"ปราบชมพูทวีป, ยาแคปซูล","413","331","7,838","13,819.30"
"แก้ไอตราเอ็มบาซิน, ยาน้ำ","394","337","1,255","31,375.00"
"ธรณีสันฑะฆาต, ยาลูกกลอน","375","309","8,840","12,132.98"
"แก้ไอวิริยมัย สูตรมะขามป้อม, ยาน้ำ","364","236","725","11,636.00"
"เขียวหอม, ยาเม็ด","347","282","7,370","22,378.82"
"ผสมเพชรสังฆาต สูตรตำรับที่ 2, ยาแคปซูล","346","271","19,248","40,017.25"
"แก้ไอมะขามป้อมสูตร 2, ยาน้ำ","320","230","579","15,295.00"
"ประสะน้ำนม (บริษัทพาราฟาร์มาซูติคอล จำกัด), ยาเม็ด","319","189","9,580","14,370.00"
"อมมะขามป้อม, ยาเม็ด","318","287","2,030","68,005.00"
"แคปซูลผสมเถาวัลย์เปรียง ตราพระอินทร์, ยาแคปซูล","307","254","7,018","11,353.50"
"แก้ไอมะแว้งสูตร 1 , ยาเม็ด","280","235","486","4,623.50"
"เบญจกูล / พิกัดเบญจกูล, ยาแคปซูล","280","236","4,496","14,221.00"
"แก้ไอมะแว้งน้ำเชื่อม, ยาน้ำ","272","171","386","9,632.00"
"เหลืองปิดสมุทร, ยาเม็ด","267","205","3,005","19,536.00"
"หม่องเสลดพังพอน/เสลดพังพอนบาล์ม/หม่องพญายอ/ขี้ผึ้งพญายอ/ขี้ผึ้งเสลดพังพอน, ขี้ผึ้ง","264","213","429","12,704.35"
"ห้าราก / แก้ไข้ห้าราก / แก้วห้าดวง / เบญจโลกวิเชียร , ยาแคปซูล","261","214","7,965","11,465.35"
"อมรสบ๊วย, ยาลูกกลอน","259","210","1,526","17,492.00"
"กระตุ้นน้ำนม, ยาต้ม","237","78","245","7,350.00"
"อำมฤควาที, ยาผง","233","190","6,509","17,184.00"
"ตำรับระบายสมุนไพร, ยาแคปซูล","230","156","2,724","3,430.00"
"แก้ไอยูอีคอฟ สูตร 3, ยาน้ำ","220","192","464","5,756.00"
"ขี้ผึ้งไพล สูตรตำรับที่ ๑, ขี้ผึ้ง","212","156","248","6,200.00"
"ระบายมะขามแขก(ยาสามัญประจำบ้าน), ยาเม็ด","201","159","3,637","4,528.50"
"แคปซูลเพชรสังฆาต, ยาแคปซูล","196","123","10,489","18,389.50"
"หลังคลอด (รพ.สูงเนิน), ยาต้ม","196","59","202","6,060.00"
"เลือดงาม, ยาแคปซูล","194","122","18,637","30,686.00"
"แก้ไอมะขามป้อมสูตร 1 , ยาน้ำ","178","152","339","8,091.00"
"บำรุงน้ำนม, ยาต้ม","178","162","345","10,690.00"
"แก้ไอมะแว้งตรามังกรทอง, ยาน้ำ","173","101","256","3,109.00"
"อภัยสาลี, ยาแคปซูล","173","136","5,678","11,205.00"
"ฝาง, ยาชง","145","84","156","5,426.00"
"บำรุงโลหิต, ยาแคปซูล","143","109","4,091","9,841.63"
"ผสมเถาวัลย์เปรียง สูตรตำรับที่ 2, ยาลูกกลอน","133","94","3,534","9,745.70"
"น้ำมันเสลดพังพอน, ยาเข้าน้ำมัน","131","102","193","10,631.75"
"ตรีธาตุ, ยาแคปซูล","128","115","2,164","12,431.05"
"แก้ไอผสมกานพลู, ยาลูกกลอน","125","105","171","3,783.00"
"คลายเส้น (รพ.กาบเชิง), ยาลูกกลอน","112","97","2,495","36,422.15"
"แคปซูลรางจืด ตราธงทอง, ยาแคปซูล","111","62","2,100","3,150.00"
"แก้ไอผสมมะขามป้อม, ยาน้ำ","105","84","158","2,546.50"
"ยาบรรเทาริดสีดวงทวาร  เพชรสังฆาต ชนิดแคปซูล, ยาแคปซูล","104","72","5,231","387,817.50"
"ริดสีดวงมหากาฬ (ตำรับในระบบทางเดินอาหารส่วนกลางและส่วนปลาย), ยาลูกกลอน","99","77","4,105","5,071.64"
"ประสะน้ำนม 2, ยาเม็ด","96","89","1,280","1,536.00"
"แก้ไอยูอีคอฟ โอเอส, ยาน้ำ","95","79","213","2,982.00"
"แคปซูลผสมเพชรสังฆาต, ยาแคปซูล","91","7","1,116,000","1,673,874.00"
"น้ำนมราชสีห์, ยาต้ม","90","61","90","7,350.00"
"คลายเส้น (พญาเม็งราย), ยาแคปซูล","89","66","2,142","2,843.00"
"ยาถ่าย (รพ.ห้วยพูล), ยาแคปซูล","89","71","1,519","2,278.50"
"กระเจี๊ยบแดง, ยาชง","84","74","470","7,281.75"
"ผสมรางจืด หมอยาไทย, ยาผง","83","69","2,028","13,215.70"
"ผสมมะขามแขก, ยาแคปซูล","76","65","892","1,338.00"
"ยาถ่าย, ยาเม็ด","73","63","1,953","4,882.50"
"อมฟ้าทะลายโจร, ยาลูกกลอน","68","60","129","1,370.80"
"หอมบำรุงหัวใจ, ยาผง","67","62","100","2,985.00"
"น้ำมันมะกอก, ยาเข้าน้ำมัน","56","35","65","6,739.47"
"หอมสินธร, ยาผง","53","46","87","4,350.00"
"แคปซูลอบเชย, ยาแคปซูล","52","43","2,638","6,862.32"
"น้ำมันกาสลัก, ยาเข้าน้ำมัน","51","42","63","4,865.50"
"หม่องไพล ตราพระอินทร์, ขี้ผึ้ง","50","38","60","1,872.28"
"แก้ไอมะแว้ง ตราปาริฉัตร, ยาน้ำ","46","41","99","3,093.00"
"บอระเพ็ด, ยาแคปซูล","45","38","753","1,498.10"
"ธรณีสัณฑะฆาต, ยาแคปซูล","43","31","556","844.50"
"ไฟห้ากอง , ยาแคปซูล","42","36","1,054","2,471.00"
"หอมอินทจักร, ยาผง","42","24","541","2,546.30"
"หญ้าลูกใต้ใบ, ยาแคปซูล","39","31","1,394","3,530.00"
"เบญจอำมฤตย์ , ยาแคปซูล","39","32","1,304","6,610.00"
"ตำรับโลดทะนงแดง  , ยาผง","38","30","44","2,998.00"
"มังคุด/เปลือกมังคุด, ยาน้ำ","38","26","32","1,693.00"
"แคปซูลเถาเอ็นอ่อน, ยาแคปซูล","37","23","713","1,054.50"
"ริดสีดวงทวารแคปซูล สูตร 1, ยาแคปซูล","36","32","1,617","69,115.50"
"แก้ไอสมุนไพร (รพ.วังน้ำเย็น), ยาลูกกลอน","36","32","43","1,505.00"
"บรรเทาริดสีดวงทวาร ชนิดแคปซูล, ยาแคปซูล","35","32","1,328","2,633.00"
"อมแก้ไอรสบ๊วย     , ยาลูกกลอน","34","26","43","645.00"
"คำฝอย, ยาชง","32","19","118","2,827.75"
"แก้ไอมะขามป้อม ตราอภัยภูเบศร สูตร 1 , ยาลูกกลอน","31","26","64","960.00"
"บรรเทาอาการริดสีดวงทวารหนักชนิดแคปซูล, ยาแคปซูล","30","23","1,111","1,769.48"
"หม่องเสลดพังพอน/เสลดพังพอนบาล์ม/หม่องพญายอ/ขี้ผึ้งพญายอ/   ขี้ผึ้งเสลดพังพอน, ขี้ผึ้ง","30","30","58","1,321.00"
"สหัสธารา, ยาแคปซูล","29","24","567","957.14"
"หญ้าปักกิ่ง, ยาแคปซูล","28","20","764","1,695.70"
"ยาระบายชนิดน้ำผสมฝักคูณ, ยาน้ำ","28","7","0","0.00"
"แก้ไอมะนาว, ยาน้ำ","26","18","32","960.00"
"ประคบใบหน้า/เต้านม, ยาประคบ","26","25","26","1,210.00"
"กล่อมนางนอน, ยาแคปซูล","25","21","866","1,732.00"
"แก้น้ำนมพิการ(รพ.กุดชุม), ยาผง","24","22","48","1,200.00"
"น้ำมันเหลืองตราพระอินทร์, ยาเข้าน้ำมัน","24","21","43","2,180.80"
"ตำรับเบาหวาน, ยาแคปซูล","23","15","1,167","3,021.26"
"อาบสมุนไพร, ยาต้ม","23","22","23","1,505.00"
"ยาอมสมุนไพร ตราช่อเขียวมะกอก รสมะแว้ง, ยาเม็ด","22","17","85","658.75"
"หม่องน้ำ, ยาน้ำ","21","16","28","617.25"
"พิมเสนน้ำ, ยาน้ำ","21","13","29","1,009.00"
"ตำรับโคคลาน, ยาต้ม","21","19","25","1,825.00"
"อมยูอีคอฟ , ยาเม็ด","19","16","30","300.00"
"แคปซูลผสมมะขามแขก ตราอภัยภูเบศร, ยาแคปซูล","19","13","372","804.50"
"แก้อัมพฤกษ์ อัมพาต(กาบเชิง), ยาผง","19","14","51","1,974.00"
"แก้เริม งูสวัด /แก้เริม งูสวัด สุกใส, ยาน้ำ","18","13","28","540.00"
"หอมทิพโอสถ ตราโพธิ์ทอง, ยาผง","18","12","19","1,040.00"
"ยาอมหญ้าดอกขาว, ยาลูกกลอน","17","14","39","482.25"
"ชากระตุ้นน้ำนม, ยาชง","17","9","29","1,073.00"
"แก้ไอมะขามป้อม สูตรเย็น, ยาน้ำ","16","11","24","372.00"
"แคปซูลหญ้าปักกิ่ง ตราธงทอง, ยาแคปซูล","15","6","817","55,186.04"
"ถ่ายดีเกลือฝรั่ง , ยาแคปซูล","15","11","172","334.00"
"ตำรับหญ้าหนวดแมว สูตร 2, ยาต้ม","15","11","51","2,677.50"
"เฮโมลอน, ยาแคปซูล","14","10","416","659.60"
"ผสมเพชรสังฆาต สูตรตำรับที่ ๒, ยาแคปซูล","14","14","317","475.50"
"บำรุงน้ำนม (รพ.พนา), ยาชง","14","13","50","1,500.00"
"มธุรเมหะ (รพ.วังน้ำเย็น), ยาลูกกลอน","13","10","276","1,921.00"
"เฮโมลอน 3, ยาแคปซูล","13","7","526","853.50"
"หม่องพริกไพล, ขี้ผึ้ง","13","13","14","478.00"
"ครีมไพล, ครีม","12","8","41","2,050.00"
"อมสมุนไพร (รสบ๊วย), ยาลูกกลอน","12","11","20","240.00"
"ทับทิมไทย, ยาแคปซูล","12","9","17","92.82"
"น้ำมันสมุนไพร, ยาเข้าน้ำมัน","12","9","11","1,230.00"
"ทับทิม, ยาชง","11","9","14","89.00"
"แคปซูลบอระเพ็ด, ยาแคปซูล","11","11","316","690.50"
"ยาแผนไทยที่ปรุงสำหรับผู้ป่วยเฉพาะราย, อื่นๆ","11","8","12","852.00"
"มหาจักรใหญ่, ยาผง","10","4","782","1,564.00"
"แก้ไอมะขามป้อม ตราเวชกร, ยาน้ำ","10","8","12","276.00"
"น้ำยาบ้วนปากสมุนไพร, ยาน้ำ","9","8","14","593.00"
"สตรีเล่งคุณสำหรับหลังคลอดบุตร, ยาน้ำ","9","9","270","945.00"
"น้ำมันเถาเอ็นอ่อน, ยาเข้าน้ำมัน","9","2","19","1,900.00"
"ขี้เหล็ก, ยาแคปซูล","9","5","380","1,220.00"
"บรรเทาริดสีดวงทวาร สูตร 2, ยาแคปซูล","8","6","130","7,800.00"
"เทพธารา (รพ.อู่ทอง), ยาแคปซูล","8","6","216","302.40"
"หลังคลอด (รพ.นาด้วง), ยาต้ม","8","8","10","370.00"
"พอนส์ทั่ม, ยาแคปซูล","7","1","161","241.50"
"กระเทียม, ยาแคปซูล","7","6","248","988.00"
"ส้มแขก, ยาแคปซูล","7","4","18","226.00"
"บรรเทาริดสีดวงทวาร (รพ.สูงเนิน), ยาลูกกลอน","7","7","33","1,085.00"
"แก้ไอมะกรูด, ยาน้ำ","7","5","8","240.00"
"ย่านางแดง, ยาชง","7","4","40","200.00"
"ยาหอม  , ยาผง","7","5","9","243.00"
"ยาธาตุชนิดแคปซูล ร้านเจริญสุขกรุ๊ป, ยาแคปซูล","7","6","261","391.50"
"วัฒนะ, ยาแคปซูล","7","4","120","114.00"
"แคปซูลผสมมะรุม, ยาแคปซูล","7","0","7","6,888.00"
"มธุรเมหะ (รพ.อู่ทอง), ยาแคปซูล","6","6","546","1,092.00"
"แก้โลหิตตังพิการ (รพ.เรณูนคร), ยาแคปซูล","6","5","24","672.00"
"ครีมพญายอ ตราไตรแว็ก, ยาครีมสำหรับป้ายปาก","6","6","23","1,274.00"
"น้ำมันสะเก็ดเงิน, ยาเข้าน้ำมัน","6","0","0","0.00"
"หอมทิพโอสถ, ยาผง","5","2","14","560.00"
"หม่องพริก, ขี้ผึ้ง","5","5","5","224.00"
"แก้ปวดเมื่อย, ยาต้ม","5","3","45","3,080.00"
"แผลไฟไหม้น้ำร้อนลวก, เจล","5","4","28","987.60"
"ทิงเจอร์ทองพันชั่ง, ทิงเจอร์","5","4","8","189.00"
"ยาพอกเข่า, ยาน้ำแขวนตะกอน","4","4","4","182.00"
"กษัยเส้น, ยาลูกกลอน","4","0","14","83.44"
"ลม 108 จำพวก , ยาผง","4","4","6","200.00"
"มะตูม, ยาชง","4","2","4","120.00"
"สเปรย์กระดูกไก่ดำ-ขัดมอญ, ยาน้ำ","4","2","0","0.00"
"มธุรเมหะ (รพ.กาบเชิง), ยาต้ม","4","4","3","150.00"
"ถั่วเหลืองสกัด, ยาแคปซูล","4","2","76","114.00"
"แก้คัน, ยาน้ำแขวนตะกอน","4","4","20","2,400.00"
"สเปรย์ตะไคร้หอมกันยุง, ยาน้ำ","4","4","2","52.00"
"แคปซูลบำรุงโลหิต ตราทีเอฟดี, ยาแคปซูล","4","3","240","360.00"
"ประสะกะเพรา, ยาแคปซูล","4","4","20","26.00"
"แก้ไอกานพลู , ยาลูกกลอน","4","4","8","140.00"
"แคปซูลผสมเถาวัลย์เปรียง, ยาแคปซูล","4","3","96","144.00"
"ว่านชักมดลูก, ยาแคปซูล","3","0","257","484.00"
"แคปซิลเจล , เจล","3","3","3","165.00"
"กระชาย, ยาแคปซูล","3","1","17","1,602.00"
"จิตรารมณ์, ยาแคปซูล","3","2","105","210.00"
"ทับหม้อเกลือ, ยาประคบ","3","3","2","90.00"
"แก้ไอมะขาม , ยาน้ำ","3","2","3","90.00"
"บรรเทาริดสีดวงทวาร (รพ.เทิง), ยาแคปซูล","3","2","132","204.00"
"แคปซูลผสมรางจืด ตราเคเอ็มพี, ยาแคปซูล","3","3","57","90.00"
"ผสมรางจืด, ยาชง","3","2","6","406.00"
"ประสะกานพลู , ยาแคปซูล","3","3","3","60.00"
"แก้ไอ สูตร 1, ยาลูกกลอน","3","0","13","598.00"
"คลายเส้น (รพ.กุดชุม), ยาลูกกลอน","2","2","30","30.00"
"ประสะน้ำนม, ยาต้ม","2","2","4","200.00"
"น้ำมันเขียว, ยาเข้าน้ำมัน","2","0","2","240.00"
"แก้น้ำนมมาน้อย, ยาต้ม","2","0","0","0.00"
"เสลดพังพอนคาลาไมน์, โลชั่น","2","1","3","30.00"
"บรรเทาริดสีดวงทวาร (อายุรเวทศิริราช), ยาผง","2","0","40","2,940.00"
"หม่องตะไคร้/หม่องตะไคร้หอม, ขี้ผึ้ง","2","2","4","520.00"
"ยาถ่าย (รพ.ประโคนชัย), ยาแคปซูล","2","2","36","72.00"
"ขลู่, ยาชง","2","2","36","36.00"
"โคคลาน, ยาแคปซูล","2","0","100","170.00"
"สตรีเล่งคุณสำหรับหลังคลอดบุตร ชนิดแคปซูล, ยาแคปซูล","2","0","90","337.50"
"ไพลซาบาล์ม , ขี้ผึ้ง","2","2","2","260.00"
"เบอร์นีเจล, ครีม","2","2","8","328.00"
"หม่องสมุนไพร / หม่อง / หม่องแก้ปวด, ขี้ผึ้ง","2","1","3","130.00"
"แคปไซ-ไพลบาล์ม, ขี้ผึ้ง","2","2","2","90.00"
"หม่องสมุนไพร หนองฉางบาล์ม, ขี้ผึ้ง","1","1","1","25.00"
"ผสมกระเทียมสกัดชนิดเม็ดเครื่องหมายกการค้าขาวละออ, ยาเม็ด","1","1","0","0.00"
"การ์ซิดีน, ยาน้ำ","1","1","2","80.00"
"แฮงคนชาย, ยาแคปซูล","1","0","0","0.00"
"แก้ลมขึ้นเบื้องสูง, ยาแคปซูล","1","0","4","240.00"
"กานพลู, อื่นๆ","1","1","0","0.00"
"แคปซูลบำรุงน้ำนม, ยาแคปซูล","1","1","34","68.00"
"เหงือกปลาหมอพริกไทย, ยาแคปซูล","1","0","8","7.20"
"พญายอครีม   , ครีม","1","1","2","160.00"
"แคปซูลผสมรางจืด, ยาแคปซูล","1","1","52","78.00"
"กันยุงตะไคร้หอม, ยาน้ำ","1","1","2","134.00"
"ตรีเกสรมาศ / พิกัดเกสรมาศ, ยาชง","1","1","1","200.00"
"เห็ดหลินจือ/เห็ดขอนไม้, ยาแคปซูล","1","1","10","28.00"
"รักษาวัยทอง, ยาต้ม","1","0","0","0.00"
"หอมเบอร์ 20 , ยาเม็ด","1","1","10","10.00"
"ธาตุสมดุลย์, ยาผง","1","1","1","38.00"
"ชงสมุนไพรผสมรางจืด, ยาผง","1","0","4","120.00"
"บำรุงโลหิตเบอร์ 71, ยาเม็ด","1","1","0","0.00"
"ประสะจันทน์แดง , ยาแคปซูล","1","1","88","132.00"
"มันทธาตุ, ยาแคปซูล","1","1","30","60.00"
"แคปซูลอบเชย ตราธงทอง, ยาแคปซูล","1","1","1","31.00"
"บรรเทาริดสีดวงทวาร (รพ.ห้วยยอด), ยาลูกกลอน","1","0","15","7.50"
"หม่องขมิ้นชัน, ขี้ผึ้ง","1","1","2","50.00"
"มหานิลแท่งทอง, ยาเม็ด","1","1","1","1.00"
"แคปซูลผสมใบบัวบก, ยาแคปซูล","1","0","0","0.00"
"ผสมโคคลาน สูตรตำรับที่ 2, ยาต้ม","1","1","1","33.00"
"ตรีกฏุก, ยาแคปซูล","0","0","0","0.00"
"ตรีพิกัด, ยาแคปซูล","0","0","0","0.00"
"ผสมเพชรสังฆาต สูตรตำรับที่ ๑, ยาแคปซูล","0","0","0","0.00"
"ยาระบายส้มแขกชนิดเม็ด เครื่องหมายการค้าดอกว่าน, ยาเม็ด","0","0","0","0.00"
"หม่องไพล/บาล์มไพล/ไพลบาล์ม/ขี้ผึ้งไพล, ขี้ผึ้ง","0","0","0","0.00"
"ยาดมโบราณ, ยาดม","0","0","0","0.00"
"ทิพย์โอสถ, ยาลูกกลอน","0","0","0","0.00"
"ประสะน้ำนม (รพ.หนองสองห้อง), ยาต้ม","0","0","0","0.00"
"โลชั่นตะไคร้หอม, ครีม","0","0","0","0.00"
"ผสมเพชรสังฆาต, ยาแคปซูล","0","0","0","0.00"
"หม่องเถาเอ็นอ่อน, ขี้ผึ้ง","0","0","0","0.00"
"ยาดมสมุนไพร, ยาดม","0","0","0","0.00"
"น้ำมันกระดูกไก่ดำ-ขัดมอญ, ยาเข้าน้ำมัน","0","0","0","0.00"
"ยาพอกสะเก็ดเงิน, ยาพอก","0","0","0","0.00"
"ยาอมบ้วนปากอดบุหรี่ ตราห้วยเฮิร์บ, ยาน้ำ","0","0","0","0.00"
"แก้ปวดเมื่อย สูตรอภัยภูเบศร, ยาต้ม","0","0","0","0.00"
"ยอ, ยาแคปซูล","0","0","0","0.00"
"แคปซูลสมุนไพรผสมเพชรสังฆาต, ยาแคปซูล","0","0","0","0.00"
"กระชายดำ, ยาแคปซูล","0","0","0","0.00"
"เถาเอ็นอ่อน, ยาแคปซูล","0","0","0","0.00"
