"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"บริการผู้ป่วยนอก(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยนอก(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยนอก(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยนอก(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยนอก(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ"
"11540  :  โรงพยาบาลหลวงพ่อทวีศักดิ์ฯ ชุตินธโร อุทิศ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11541  :  โรงพยาบาลเจริญกรุงประชารักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11546  :  โรงพยาบาลบี เอ็น เอช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11548  :  โรงพยาบาลกรุงเทพคริสเตียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11592  :  โรงพยาบาลบางนา1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","16,838","1,175","6.98","3,724","180","4.83","4,143","248","5.99","4,350","436","10.02","4,621","311","6.73"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11621  :  โรงพยาบาลบางไผ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11626  :  โรงพยาบาลคลองตัน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11628  :  โรงพยาบาลพระราม 9","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","21,989","0","0.00","2,608","0","0.00","8,167","0","0.00","2,800","0","0.00","8,414","0","0.00"
"12246  :  สถาบันราชานุกูล","12,200","22","0.18","3,471","11","0.32","3,337","4","0.12","2,671","2","0.07","2,721","5","0.18"
"12249  :  สถาบันโรคผิวหนัง","2,990","0","0.00","2,221","0","0.00","769","0","0.00","0","0","0.00","0","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","32,573","0","0.00","24,823","0","0.00","7,750","0","0.00","0","0","0.00","0","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","59,359","1,133","1.91","0","0","0.00","15,216","237","1.56","16,393","285","1.74","27,750","611","2.20"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","403,129","11,816","2.93","94,612","3,020","3.19","99,742","2,982","2.99","98,647","2,571","2.61","110,128","3,243","2.94"
"10752  :  โรงพยาบาลบางบ่อ","93,785","7,610","8.11","23,220","1,900","8.18","23,744","2,160","9.10","22,432","1,745","7.78","24,389","1,805","7.40"
"10753  :  โรงพยาบาลบางพลี","134,448","8,045","5.98","34,470","2,184","6.34","34,218","2,141","6.26","30,844","1,735","5.63","34,916","1,985","5.69"
"10754  :  โรงพยาบาลบางจาก","67,275","15,502","23.04","15,792","3,660","23.18","16,455","3,975","24.16","16,658","3,769","22.63","18,370","4,098","22.31"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","73,544","12,827","17.44","17,930","3,377","18.83","19,015","3,592","18.89","17,325","2,891","16.69","19,274","2,967","15.39"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","28,108","0","0.00","7,287","0","0.00","7,352","0","0.00","5,367","0","0.00","8,102","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","128,752","1,908","1.48","34,078","575","1.69","35,180","573","1.63","34,249","437","1.28","25,245","323","1.28"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","32,631","10","0.03","7,903","0","0.00","7,954","0","0.00","8,040","3","0.04","8,734","7","0.08"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","11,907","10","0.08","2,665","1","0.04","3,213","1","0.03","2,620","1","0.04","3,409","7","0.21"
"28785  :  โรงพยาบาลบางเสาธง","28,108","1,517","5.40","6,216","375","6.03","7,303","454","6.22","6,943","367","5.29","7,646","321","4.20"
"10686  :  โรงพยาบาลพระนั่งเกล้า","289,036","12,774","4.42","69,768","3,168","4.54","71,831","3,111","4.33","70,869","3,175","4.48","76,568","3,320","4.34"
"10756  :  โรงพยาบาลบางกรวย","17,250","707","4.10","5,896","254","4.31","6,072","236","3.89","4,301","178","4.14","981","39","3.98"
"10757  :  โรงพยาบาลบางใหญ่","160,638","25,404","15.81","39,975","6,153","15.39","40,632","6,875","16.92","37,848","5,991","15.83","42,183","6,385","15.14"
"10758  :  โรงพยาบาลบางบัวทอง","110,531","13,783","12.47","27,000","3,468","12.84","28,568","3,806","13.32","24,363","2,955","12.13","30,600","3,554","11.61"
"10759  :  โรงพยาบาลไทรน้อย","99,447","19,633","19.74","24,335","3,233","13.29","24,172","4,201","17.38","23,808","5,680","23.86","27,132","6,519","24.03"
"10760  :  โรงพยาบาลปากเกร็ด","93,062","4,717","5.07","24,827","859","3.46","23,644","884","3.74","21,273","1,309","6.15","23,318","1,665","7.14"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","45,602","1,025","2.25","12,185","268","2.20","8,057","195","2.42","10,842","240","2.21","14,518","322","2.22"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","89,760","989","1.10","21,904","215","0.98","21,799","292","1.34","22,546","234","1.04","23,511","248","1.05"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","17,205","687","3.99","48","1","2.08","4,114","100","2.43","6,214","246","3.96","6,829","340","4.98"
"10687  :  โรงพยาบาลปทุมธานี","274,375","21,014","7.66","65,667","5,298","8.07","70,048","5,968","8.52","66,713","3,913","5.87","71,947","5,835","8.11"
"10761  :  โรงพยาบาลคลองหลวง","75,244","21,583","28.68","20,183","5,531","27.40","20,958","5,636","26.89","19,800","6,039","30.50","14,303","4,377","30.60"
"10762  :  โรงพยาบาลธัญบุรี","91,707","1,578","1.72","23,570","526","2.23","22,907","500","2.18","22,841","349","1.53","22,389","203","0.91"
"10763  :  โรงพยาบาลประชาธิปัตย์","61,345","6,728","10.97","16,355","1,345","8.22","15,729","1,320","8.39","13,974","1,706","12.21","15,287","2,357","15.42"
"10764  :  โรงพยาบาลหนองเสือ","54,407","5,743","10.56","12,462","1,126","9.04","13,201","1,678","12.71","13,613","1,440","10.58","15,131","1,499","9.91"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","46,864","2,256","4.81","11,099","640","5.77","11,993","583","4.86","11,179","445","3.98","12,593","588","4.67"
"10766  :  โรงพยาบาลลำลูกกา","73,913","19,953","27.00","18,733","4,526","24.16","16,921","4,736","27.99","18,071","5,627","31.14","20,188","5,064","25.08"
"10767  :  โรงพยาบาลสามโคก","28,443","2,636","9.27","7,026","466","6.63","7,506","487","6.49","6,739","972","14.42","7,172","711","9.91"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","9,537","39","0.41","1,615","4","0.25","1,693","4","0.24","1,861","12","0.64","4,368","19","0.43"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","153,530","396","0.26","39,964","84","0.21","41,570","89","0.21","27,331","65","0.24","44,665","158","0.35"
"10688  :  โรงพยาบาลเสนา","113,070","11,526","10.19","27,516","1,962","7.13","28,261","3,051","10.80","27,248","2,931","10.76","30,045","3,582","11.92"
"10768  :  โรงพยาบาลท่าเรือ","62,374","9,584","15.37","16,509","2,326","14.09","15,502","2,205","14.22","14,135","2,688","19.02","16,228","2,365","14.57"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","41,584","8,687","20.89","10,328","2,503","24.24","10,377","2,328","22.43","9,873","1,998","20.24","11,006","1,858","16.88"
"10770  :  โรงพยาบาลบางไทร","38,097","4,395","11.54","9,245","1,330","14.39","9,908","701","7.08","8,961","1,156","12.90","9,983","1,208","12.10"
"10771  :  โรงพยาบาลบางบาล","29,302","5,163","17.62","7,315","1,118","15.28","7,385","1,529","20.70","7,223","1,410","19.52","7,379","1,106","14.99"
"10772  :  โรงพยาบาลบางปะอิน","87,117","4,010","4.60","22,208","1,435","6.46","22,369","724","3.24","20,011","724","3.62","22,529","1,127","5.00"
"10773  :  โรงพยาบาลบางปะหัน","46,002","4,798","10.43","12,453","1,081","8.68","11,452","1,188","10.37","10,258","1,139","11.10","11,839","1,390","11.74"
"10774  :  โรงพยาบาลผักไห่","51,341","6,601","12.86","11,879","1,273","10.72","13,704","1,575","11.49","12,197","2,148","17.61","13,561","1,605","11.84"
"10775  :  โรงพยาบาลภาชี","46,187","8,187","17.73","11,578","1,827","15.78","11,347","1,994","17.57","11,030","2,111","19.14","12,232","2,255","18.44"
"10776  :  โรงพยาบาลลาดบัวหลวง","40,636","8,293","20.41","9,808","2,538","25.88","10,966","2,561","23.35","9,606","1,795","18.69","10,256","1,399","13.64"
"10777  :  โรงพยาบาลวังน้อย","71,195","21,929","30.80","17,929","6,467","36.07","17,187","5,467","31.81","17,014","5,117","30.08","19,065","4,878","25.59"
"10778  :  โรงพยาบาลบางซ้าย","23,307","3,801","16.31","5,725","831","14.52","6,166","874","14.17","5,478","1,116","20.37","5,938","980","16.50"
"10779  :  โรงพยาบาลอุทัย","67,613","8,909","13.18","16,162","2,303","14.25","18,115","2,380","13.14","15,895","2,128","13.39","17,441","2,098","12.03"
"10780  :  โรงพยาบาลมหาราช","21,500","3,804","17.69","5,130","915","17.84","5,353","925","17.28","5,112","948","18.54","5,905","1,016","17.21"
"10781  :  โรงพยาบาลบ้านแพรก","19,306","3,576","18.52","4,493","860","19.14","4,970","953","19.18","4,556","830","18.22","5,287","933","17.65"
"10689  :  โรงพยาบาลอ่างทอง","110,596","5,473","4.95","28,352","982","3.46","29,164","1,956","6.71","25,637","1,035","4.04","27,443","1,500","5.47"
"10782  :  โรงพยาบาลไชโย","29,788","879","2.95","8,214","222","2.70","7,181","213","2.97","6,766","211","3.12","7,627","233","3.05"
"10784  :  โรงพยาบาลป่าโมก","49,782","7,631","15.33","14,394","2,835","19.70","12,894","2,351","18.23","11,171","1,474","13.19","11,323","971","8.58"
"10785  :  โรงพยาบาลโพธิ์ทอง","61,110","9,710","15.89","15,203","2,741","18.03","15,612","2,918","18.69","14,658","2,097","14.31","15,637","1,954","12.50"
"10786  :  โรงพยาบาลแสวงหา","51,504","4,714","9.15","12,704","1,319","10.38","14,698","1,120","7.62","11,410","1,055","9.25","12,692","1,220","9.61"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","87,153","10,136","11.63","21,396","2,458","11.49","21,672","2,593","11.96","21,216","2,446","11.53","22,869","2,639","11.54"
"10788  :  โรงพยาบาลสามโก้","34,332","3,693","10.76","8,922","1,267","14.20","9,560","1,119","11.71","8,589","725","8.44","7,261","582","8.02"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","194,442","8,579","4.41","45,850","2,460","5.37","52,518","2,440","4.65","48,117","1,786","3.71","47,957","1,893","3.95"
"10691  :  โรงพยาบาลบ้านหมี่","111,243","5,801","5.21","27,394","913","3.33","27,987","884","3.16","26,807","570","2.13","29,055","3,434","11.82"
"10789  :  โรงพยาบาลพัฒนานิคม","65,506","4,633","7.07","18,140","1,436","7.92","18,448","1,130","6.13","13,213","924","6.99","15,705","1,143","7.28"
"10790  :  โรงพยาบาลโคกสำโรง","85,098","22,337","26.25","19,612","5,673","28.93","21,468","6,068","28.27","20,545","5,450","26.53","23,473","5,146","21.92"
"10791  :  โรงพยาบาลชัยบาดาล","121,525","14,215","11.70","28,861","3,709","12.85","29,168","3,496","11.99","29,984","3,335","11.12","33,512","3,675","10.97"
"10792  :  โรงพยาบาลท่าวุ้ง","54,429","4,552","8.36","13,974","1,115","7.98","14,015","1,151","8.21","12,818","1,081","8.43","13,622","1,205","8.85"
"10793  :  โรงพยาบาลท่าหลวง","49,420","14,145","28.62","12,372","3,504","28.32","11,844","3,933","33.21","12,282","3,170","25.81","12,922","3,538","27.38"
"10794  :  โรงพยาบาลสระโบสถ์","35,953","6,946","19.32","8,292","1,874","22.60","9,382","2,026","21.59","8,479","1,524","17.97","9,800","1,522","15.53"
"10795  :  โรงพยาบาลโคกเจริญ","36,473","9,201","25.23","9,639","1,207","12.52","8,850","2,055","23.22","8,043","2,925","36.37","9,941","3,014","30.32"
"10796  :  โรงพยาบาลลำสนธิ","36,031","2,071","5.75","9,139","628","6.87","8,705","577","6.63","9,189","374","4.07","8,998","492","5.47"
"10797  :  โรงพยาบาลหนองม่วง","50,881","9,108","17.90","13,272","1,876","14.14","12,368","2,530","20.46","12,163","2,372","19.50","13,078","2,330","17.82"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","90,699","7,508","8.28","21,630","1,771","8.19","23,321","2,184","9.36","21,687","1,673","7.71","24,061","1,880","7.81"
"10693  :  โรงพยาบาลอินทร์บุรี","86,760","3,017","3.48","21,160","751","3.55","22,926","937","4.09","21,414","682","3.18","21,260","647","3.04"
"10798  :  โรงพยาบาลบางระจัน","45,925","11,181","24.35","11,235","3,426","30.49","11,653","3,127","26.83","11,151","2,426","21.76","11,886","2,202","18.53"
"10799  :  โรงพยาบาลค่ายบางระจัน","36,873","2,987","8.10","8,945","789","8.82","9,336","766","8.20","9,061","759","8.38","9,531","673","7.06"
"10800  :  โรงพยาบาลพรหมบุรี","22,629","1,947","8.60","5,339","517","9.68","6,238","598","9.59","5,352","477","8.91","5,700","355","6.23"
