"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"จ่ายยาสมุนไพรทุกสิทธิ","จ่ายยาสมุนไพรสิทธิ UC","จ่ายยาสมุนไพรสิทธิทุกสิทธิ","จ่ายยาสมุนไพรสิทธิ UC","จ่ายยาสมุนไพรสิทธิทุกสิทธิ","จ่ายยาสมุนไพรสิทธิ UC","จ่ายยาสมุนไพรสิทธิทุกสิทธิ","จ่ายยาสมุนไพรสิทธิ UC","จ่ายยาสมุนไพรสิทธิทุกสิทธิ","จ่ายยาสมุนไพรสิทธิ UC"
"ครั้ง","รายการ","ครั้ง","รายการ","ครั้ง","รายการ","ครั้ง","รายการ","ครั้ง","รายการ","ครั้ง","รายการ","ครั้ง","รายการ","ครั้ง","รายการ","ครั้ง","รายการ","ครั้ง","รายการ"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12246  :  สถาบันราชานุกูล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12249  :  สถาบันโรคผิวหนัง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12439  :  สถาบันประสาทวิทยา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13814  :  โรงพยาบาลศิริราช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14173  :  โรงพยาบาลตำรวจ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14577  :  โรงพยาบาลวิภาราม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15049  :  โรงพยาบาลสิรินธร","522","534","0","0","201","205","0","0","173","173","0","0","148","156","0","0","0","0","0","0"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22155  :  โรงพยาบาลครู","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","3,699","10,575","877","2,447","0","0","0","0","3,699","10,575","877","2,447","0","0","0","0","0","0","0","0"
"10685  :  โรงพยาบาลสมุทรปราการ","7,377","9,400","4,436","5,369","1,929","2,368","1,222","1,400","3,648","4,647","2,118","2,573","1,800","2,385","1,096","1,396","0","0","0","0"
"10752  :  โรงพยาบาลบางบ่อ","6,397","8,632","3,728","4,819","2,184","3,042","1,281","1,728","3,387","4,468","1,934","2,420","826","1,122","513","671","0","0","0","0"
"10753  :  โรงพยาบาลบางพลี","8,328","13,902","1,685","2,143","1,303","1,570","670","762","7,025","12,332","1,015","1,381","0","0","0","0","0","0","0","0"
"10754  :  โรงพยาบาลบางจาก","10,674","12,193","8,949","10,093","2,871","3,636","2,547","3,131","5,415","5,958","4,499","4,908","2,388","2,599","1,903","2,054","0","0","0","0"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","6,143","8,257","5,149","6,899","998","1,231","847","985","3,231","4,689","2,686","3,936","1,914","2,337","1,616","1,978","0","0","0","0"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","1,691","1,691","1,651","1,651","195","195","187","187","977","977","955","955","519","519","509","509","0","0","0","0"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","71","95","8","8","21","23","3","3","48","68","5","5","2","4","0","0","0","0","0","0"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28785  :  โรงพยาบาลบางเสาธง","4,789","7,321","948","1,112","313","382","244","297","3,362","5,362","395","468","1,114","1,577","309","347","0","0","0","0"
"10686  :  โรงพยาบาลพระนั่งเกล้า","8,743","9,453","5,428","5,641","3,712","4,040","2,295","2,378","3,885","4,185","2,434","2,543","1,146","1,228","699","720","0","0","0","0"
"10756  :  โรงพยาบาลบางกรวย","2,745","3,023","1,401","1,480","662","720","417","438","1,257","1,392","652","693","826","911","332","349","0","0","0","0"
"10757  :  โรงพยาบาลบางใหญ่","5,259","6,361","2,127","2,239","1,609","1,971","597","629","2,149","2,591","864","913","1,501","1,799","666","697","0","0","0","0"
"10758  :  โรงพยาบาลบางบัวทอง","8,319","9,269","5,927","6,432","1,213","1,463","850","970","3,797","4,256","2,802","3,024","3,309","3,550","2,275","2,438","0","0","0","0"
"10759  :  โรงพยาบาลไทรน้อย","8,917","12,011","3,037","4,218","873","963","186","209","4,009","5,478","1,439","1,995","4,035","5,570","1,412","2,014","0","0","0","0"
"10760  :  โรงพยาบาลปากเกร็ด","3,783","4,534","1,872","2,062","1,011","1,230","380","397","1,743","2,073","852","923","1,029","1,231","640","742","0","0","0","0"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12256  :  สถาบันโรคทรวงอก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12260  :  โรงพยาบาลศรีธัญญา","1,990","2,057","1,316","1,343","771","796","514","525","762","789","500","509","457","472","302","309","0","0","0","0"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","3,381","3,555","899","934","998","1,034","249","255","1,607","1,681","439","458","776","840","211","221","0","0","0","0"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28875  :  โรงพยาบาลบางบัวทอง ๒","475","477","277","277","74","75","44","44","108","109","60","60","293","293","173","173","0","0","0","0"
"10687  :  โรงพยาบาลปทุมธานี","6,095","8,288","2,943","3,628","2,193","2,991","1,075","1,320","2,941","3,985","1,395","1,747","961","1,312","473","561","0","0","0","0"
"10761  :  โรงพยาบาลคลองหลวง","4,851","5,142","1,978","2,090","777","877","635","686","2,629","2,752","924","964","1,445","1,513","419","440","0","0","0","0"
"10762  :  โรงพยาบาลธัญบุรี","3,158","3,658","914","1,016","402","446","247","264","408","448","283","313","2,348","2,764","384","439","0","0","0","0"
"10763  :  โรงพยาบาลประชาธิปัตย์","7,353","9,737","4,186","4,936","1,646","1,788","1,475","1,593","3,997","6,124","1,855","2,433","1,710","1,825","856","910","0","0","0","0"
"10764  :  โรงพยาบาลหนองเสือ","6,863","9,405","427","461","168","173","125","129","1,896","2,505","170","184","4,799","6,727","132","148","0","0","0","0"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","4,823","4,941","1,748","1,802","518","540","304","317","3,179","3,267","1,058","1,096","1,126","1,134","386","389","0","0","0","0"
"10766  :  โรงพยาบาลลำลูกกา","3,794","4,140","2,827","3,054","623","667","481","506","1,932","2,204","1,499","1,688","1,239","1,269","847","860","0","0","0","0"
"10767  :  โรงพยาบาลสามโคก","5,374","5,842","3,056","3,371","368","504","269","367","2,202","2,421","1,260","1,392","2,804","2,917","1,527","1,612","0","0","0","0"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","14","15","1","1","4","4","1","1","9","10","0","0","1","1","0","0","0","0","0","0"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","8,250","8,488","4,425","4,515","2,908","2,997","1,562","1,596","3,493","3,591","1,817","1,853","1,849","1,900","1,046","1,066","0","0","0","0"
"10688  :  โรงพยาบาลเสนา","7,180","7,602","3,883","4,050","2,043","2,186","1,104","1,161","2,825","3,006","1,486","1,565","2,312","2,410","1,293","1,324","0","0","0","0"
"10768  :  โรงพยาบาลท่าเรือ","4,219","4,676","1,994","2,122","1,122","1,229","660","701","1,661","1,877","808","863","1,436","1,570","526","558","0","0","0","0"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","1,505","1,729","915","984","529","591","339","369","764","871","466","493","212","267","110","122","0","0","0","0"
"10770  :  โรงพยาบาลบางไทร","1,469","1,589","941","992","422","454","275","294","616","674","388","413","431","461","278","285","0","0","0","0"
"10771  :  โรงพยาบาลบางบาล","2,858","2,966","1,826","1,878","381","423","248","269","1,427","1,474","916","939","1,050","1,069","662","670","0","0","0","0"
"10772  :  โรงพยาบาลบางปะอิน","7,745","8,211","5,417","5,686","1,211","1,245","877","895","3,632","3,909","2,556","2,729","2,902","3,057","1,984","2,062","0","0","0","0"
"10773  :  โรงพยาบาลบางปะหัน","3,459","3,819","2,222","2,383","661","754","438","474","1,315","1,471","859","925","1,483","1,594","925","984","0","0","0","0"
"10774  :  โรงพยาบาลผักไห่","4,683","8,168","3,332","5,684","741","806","544","583","1,879","3,151","1,222","1,918","2,063","4,211","1,566","3,183","0","0","0","0"
"10775  :  โรงพยาบาลภาชี","2,242","2,600","1,397","1,620","626","682","413","451","1,011","1,190","637","745","605","728","347","424","0","0","0","0"
"10776  :  โรงพยาบาลลาดบัวหลวง","7,175","8,489","4,499","5,300","1,197","1,515","824","1,034","3,812","4,441","2,243","2,618","2,166","2,533","1,432","1,648","0","0","0","0"
"10777  :  โรงพยาบาลวังน้อย","2,192","2,400","1,285","1,341","567","613","379","392","972","1,044","554","571","653","743","352","378","0","0","0","0"
"10778  :  โรงพยาบาลบางซ้าย","2,007","2,304","1,439","1,588","498","623","367","424","1,041","1,195","752","839","468","486","320","325","0","0","0","0"
"10779  :  โรงพยาบาลอุทัย","4,199","4,672","2,990","3,245","798","886","477","521","1,634","1,788","1,237","1,333","1,767","1,998","1,276","1,391","0","0","0","0"
"10780  :  โรงพยาบาลมหาราช","1,817","2,176","923","1,059","713","823","343","385","895","1,092","480","552","209","261","100","122","0","0","0","0"
"10781  :  โรงพยาบาลบ้านแพรก","2,373","3,180","1,130","1,423","553","700","316","380","1,057","1,350","454","548","763","1,130","360","495","0","0","0","0"
"10689  :  โรงพยาบาลอ่างทอง","963","1,259","402","468","216","312","69","90","402","534","164","193","345","413","169","185","0","0","0","0"
"10782  :  โรงพยาบาลไชโย","706","792","348","356","279","331","128","132","214","240","123","127","213","221","97","97","0","0","0","0"
"10784  :  โรงพยาบาลป่าโมก","2,530","3,206","946","1,076","521","689","185","216","845","1,142","338","404","1,164","1,375","423","456","0","0","0","0"
"10785  :  โรงพยาบาลโพธิ์ทอง","6,013","6,401","657","704","2,335","2,486","221","251","2,166","2,315","267","278","1,512","1,600","169","175","0","0","0","0"
"10786  :  โรงพยาบาลแสวงหา","3,914","4,125","2,990","3,135","972","1,030","784","826","1,159","1,252","931","998","1,783","1,843","1,275","1,311","0","0","0","0"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","11,502","15,299","4,543","4,670","3,252","4,468","1,211","1,267","4,129","5,762","1,439","1,480","4,121","5,069","1,893","1,923","0","0","0","0"
"10788  :  โรงพยาบาลสามโก้","1,538","2,592","445","535","567","860","136","139","557","938","147","178","414","794","162","218","0","0","0","0"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","12,899","15,016","5,856","6,623","2,463","3,209","1,092","1,386","6,528","7,677","2,954","3,358","3,908","4,130","1,810","1,879","0","0","0","0"
"10691  :  โรงพยาบาลบ้านหมี่","4,613","4,890","2,882","3,031","577","605","366","382","1,870","1,978","1,155","1,209","2,166","2,307","1,361","1,440","0","0","0","0"
"10789  :  โรงพยาบาลพัฒนานิคม","3,081","3,738","1,539","1,801","903","1,024","497","554","1,589","1,955","727","862","589","759","315","385","0","0","0","0"
"10790  :  โรงพยาบาลโคกสำโรง","3,865","4,493","2,584","2,831","723","884","448","488","1,917","2,217","1,290","1,426","1,225","1,392","846","917","0","0","0","0"
"10791  :  โรงพยาบาลชัยบาดาล","4,658","4,857","2,571","2,680","779","812","552","563","1,109","1,166","718","750","2,770","2,879","1,301","1,367","0","0","0","0"
"10792  :  โรงพยาบาลท่าวุ้ง","3,283","3,529","2,100","2,139","336","393","166","176","2,071","2,174","1,502","1,521","876","962","432","442","0","0","0","0"
"10793  :  โรงพยาบาลท่าหลวง","3,655","4,606","2,319","2,694","997","1,341","541","663","1,427","1,831","957","1,111","1,231","1,434","821","920","0","0","0","0"
"10794  :  โรงพยาบาลสระโบสถ์","1,744","2,323","1,191","1,493","660","889","457","573","833","1,140","559","717","251","294","175","203","0","0","0","0"
"10795  :  โรงพยาบาลโคกเจริญ","2,306","2,636","1,979","2,181","562","680","484","567","985","1,112","839","919","759","844","656","695","0","0","0","0"
"10796  :  โรงพยาบาลลำสนธิ","781","817","615","640","307","319","244","253","255","277","209","223","219","221","162","164","0","0","0","0"
"10797  :  โรงพยาบาลหนองม่วง","1,446","1,548","941","981","543","558","395","408","524","551","326","335","379","439","220","238","0","0","0","0"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10692  :  โรงพยาบาลสิงห์บุรี","9,728","14,749","3,672","5,945","2,385","4,286","909","1,816","3,713","5,783","1,515","2,416","3,630","4,680","1,248","1,713","0","0","0","0"
"10693  :  โรงพยาบาลอินทร์บุรี","4,818","5,847","2,877","3,318","572","713","289","338","1,730","2,306","1,104","1,388","2,516","2,828","1,484","1,592","0","0","0","0"
"10798  :  โรงพยาบาลบางระจัน","1,947","2,002","1,389","1,422","466","481","366","375","631","662","482","503","850","859","541","544","0","0","0","0"
