"ชื่อยาสมุนไพร","จำนวนจ่ายรวมทุกสิทธิ(ครั้ง)","จำนวนจ่ายรวมสิทธิ UC(ครั้ง)","จำนวนที่จ่ายรวมทุกสิทธิ(หน่วยนับ)","มูลค่ารวมทุกสิทธิ(บาท)"
"เขียวหอม, ยาแคปซูล","20,748","15,648","291,262","1,193,058.57"
"กระเทียม, ยาแคปซูล","19,735","3,081","549,972","5,926,484.93"
"แก้ไอพื้นบ้านอีสาน, ยาน้ำ","19,551","16,190","23,046","619,968.90"
"เบญจกูล / พิกัดเบญจกูล, ยาแคปซูล","19,403","13,562","681,755","1,939,552.99"
"บัวบก, ครีม","18,966","9,751","134,583","2,608,588.72"
"ผสมเพชรสังฆาต สูตรตำรับที่ 2, ยาแคปซูล","18,276","13,876","798,820","1,333,095.24"
"ซินโนวอล, ยาน้ำ","17,110","13,215","33,718","503,562.45"
"ยาที่ปรุงสำหรับผู้ป่วยเฉพาะราย, อื่นๆ","16,838","12,743","101,404","3,189,426.00"
"หม่องสมุนไพร / หม่อง / หม่องแก้ปวด, ขี้ผึ้ง","16,295","13,638","17,225","381,640.00"
"แคปซูลผสมเถาวัลย์เปรียง ตราพระอินทร์, ยาแคปซูล","15,574","13,038","403,913","691,455.95"
"กระเจี๊ยบแดง, ยาชง","15,146","9,483","208,932","1,961,722.41"
"บรรเทาริดสีดวงทวารหนักเพชรสังฆาตชนิดแคปซูล, ยาแคปซูล","15,034","10,617","628,501","1,339,914.41"
"ยาแผนไทยที่ปรุงสำหรับผู้ป่วยเฉพาะราย, อื่นๆ","14,648","10,688","36,587","1,085,110.68"
"แก้ไอผสมมะขามป้อม สูตรตำรับที่ ๑, ยาน้ำ","14,423","9,020","22,257","434,952.00"
"บอระเพ็ด, ยาแคปซูล","14,254","10,273","384,120","1,288,216.33"
"ห้าราก / แก้ไข้ห้าราก / แก้วห้าดวง / เบญจโลกวิเชียร , ยาแคปซูล","12,925","9,586","313,267","886,886.31"
"คลายเส้น (รพ.กาบเชิง), ยาลูกกลอน","12,850","11,442","45,825","624,495.10"
"แก้ไอมะแว้งสูตร 1 , ยาเม็ด","12,683","9,255","34,787","257,775.15"
"แก้ไอมะแว้งตรามังกรทอง, ยาน้ำ","12,650","7,580","17,372","189,670.82"
"พิมเสนน้ำ, ยาน้ำ","12,493","7,230","17,524","537,540.50"
"น้ำมันเหลือง, ยาเข้าน้ำมัน","12,412","9,635","15,809","889,473.50"
"แคปซูลเพชรสังฆาต, ยาแคปซูล","11,165","7,623","449,056","2,423,922.89"
"อำมฤควาที, ยาผง","10,616","7,723","187,998","668,054.57"
"ครีมพริกไพล, ครีม","10,519","8,636","11,285","254,662.00"
"แลกซ์เซ่น ทีเอ็ม ชนิดเม็ด , ยาเม็ด","10,223","7,855","325,636","504,619.00"
"หอมอินทจักร, ยาผง","10,077","7,758","59,262","602,932.35"
"หอมบำรุงหัวใจ, ยาเม็ด","10,051","7,218","30,502","570,811.89"
"ปราบชมพูทวีป, ยาลูกกลอน","10,006","6,028","321,042","9,323,430.60"
"ธรณีสัณฑะฆาต, ยาแคปซูล","9,154","5,396","248,364","504,734.91"
"กล้วย, ยาผง","8,947","6,430","208,769","485,371.88"
"แก้ไอมะขามป้อมสูตร 2, ยาน้ำ","8,558","3,957","14,255","455,121.92"
"หอมทิพโอสถ, ยาผง","8,308","5,467","48,603","724,692.00"
"หอมทิพโอสถ ตราโพธิ์ทอง, ยาผง","7,922","5,603","9,319","337,187.40"
"ผสมโคคลาน สูตรตำรับที่ 2, ยาต้ม","7,920","6,976","12,818","259,701.35"
"กษัยเส้น ตราพรีราน่า, ยาแคปซูล","7,861","6,620","142,795","365,330.60"
"กล้วยขมิ้น, ยาแคปซูล","7,710","6,521","205,600","427,247.61"
"ขี้เหล็ก, ยาเม็ด","7,364","5,966","146,231","256,863.28"
"เลือดงาม, ยาแคปซูล","7,358","5,592","205,070","743,277.70"
"น้ำมันเหลืองตราพระอินทร์, ยาเข้าน้ำมัน","7,349","6,279","7,774","485,358.90"
"แก้ไอผสมกานพลู, ยาลูกกลอน","6,972","5,737","8,856","179,890.30"
"หม่องเสลดพังพอน/เสลดพังพอนบาล์ม/หม่องพญายอ/ขี้ผึ้งพญายอ/   ขี้ผึ้งเสลดพังพอน, ขี้ผึ้ง","6,695","4,337","8,512","236,234.59"
"หม่องตะไคร้/หม่องตะไคร้หอม, ขี้ผึ้ง","6,529","6,031","7,230","230,121.95"
"ไพลครีม  , ครีม","6,474","5,809","6,747","334,656.50"
"ส้มแขก, ยาแคปซูล","6,372","1,172","93,663","1,070,888.80"
"ขี้ผึ้งไพล สูตรตำรับที่ ๑, ขี้ผึ้ง","6,313","4,954","7,670","190,932.00"
"กษัยเส้น, ยาลูกกลอน","5,858","4,797","97,006","310,596.84"
"แก้ไอวิริยมัย สูตรมะขามป้อม, ยาน้ำ","5,812","2,715","8,912","138,363.50"
"บรรเทาอาการไอมะขามป้อม , ยาเม็ด","5,746","4,375","11,607","164,660.60"
"ทิงเจอร์ทองพันชั่ง, ทิงเจอร์","5,375","4,359","30,200","176,560.03"
"หม่องน้ำ, ยาน้ำ","5,334","3,465","6,710","162,697.00"
"ริดสีดวงมหากาฬ (ตำรับในระบบทางเดินอาหารส่วนกลางและส่วนปลาย), ยาแคปซูล","5,318","3,280","208,490","5,082,337.80"
"แคปซูลผสมเถาวัลย์เปรียง, ยาแคปซูล","5,254","3,830","127,133","369,861.10"
"ยาบรรเทาริดสีดวงทวาร  เพชรสังฆาต ชนิดแคปซูล, ยาแคปซูล","5,126","2,479","253,933","721,283.10"
"แก้ไอกานพลู , ยาลูกกลอน","4,825","3,545","29,726","109,829.80"
"น้ำมันเสลดพังพอน, ยาเข้าน้ำมัน","4,666","3,853","5,072","188,262.81"
"ผสมรางจืด หมอยาไทย, ยาผง","4,663","3,618","43,253","812,706.71"
"ยาหอม  , ยาผง","4,492","2,786","21,785","339,767.95"
"แคปซูลเถาเอ็นอ่อน, ยาแคปซูล","4,265","2,807","144,351","250,814.65"
"หญ้าปักกิ่ง, ยาแคปซูล","4,243","1,176","88,369","2,417,437.06"
"ปลูกไฟธาตุ, ยาลูกกลอน","4,183","3,470","79,795","285,099.20"
"แก้ไอสมุนไพร (รพ.กระบี่), ยาน้ำ","3,906","1,768","5,272","183,635.00"
"สตรีหลังคลอด, ยาต้ม","3,892","3,098","50,377","312,832.60"
"น้ำมันทาถูนวด , ยาเข้าน้ำมัน","3,862","3,636","4,018","120,695.00"
"ว่านชักมดลูก, ยาแคปซูล","3,689","2,093","106,229","420,504.17"
"ขี้ผึ้งสมุนไพร, ขี้ผึ้ง","3,287","2,820","3,347","88,708.00"
"น้ำยูอีคอฟ สูตร 1, ยาน้ำ","3,248","2,703","4,033","79,257.50"
"กันยุงตะไคร้หอม, ยาน้ำ","3,197","2,752","3,908","152,089.70"
"ทับหม้อเกลือ, ยาประคบ","3,153","2,949","3,158","140,753.00"
"พริกไทย, ยาแคปซูล","3,129","377","43,747","470,102.70"
"น้ำมันเถาเอ็นอ่อน, ยาเข้าน้ำมัน","3,051","112","6,988","717,152.00"
"เหลืองปิดสมุทร, ยาเม็ด","3,036","1,742","67,197","486,697.26"
"การ์ซิดีน, ยาน้ำ","2,977","502","3,157","154,553.00"
"ยาอมสมุนไพร ตราช่อเขียวมะกอก รสมะแว้ง, ยาเม็ด","2,904","1,644","3,650","36,977.50"
"แคปซูลรางจืด ตราธงทอง, ยาแคปซูล","2,859","2,219","74,114","157,399.35"
"กระชายดำ, ยาแคปซูล","2,728","260","40,692","666,146.50"
"อมฟ้าทะลายโจร, ยาลูกกลอน","2,723","1,868","3,743","41,840.20"
"แคปซูลผสมรางจืด ตราเคเอ็มพี, ยาแคปซูล","2,683","2,020","73,193","206,964.47"
"ยอ, ยาแคปซูล","2,593","916","38,928","351,843.40"
"แคปซูลบำรุงโลหิต ตราทีเอฟดี, ยาแคปซูล","2,576","1,607","126,551","205,789.50"
"แก้ลมอัมพฤกษ์ , ยาผง","2,530","1,708","20,531","158,055.35"
"แก้ไอสมุนไพร (รพ.วังน้ำเย็น), ยาลูกกลอน","2,476","1,988","2,616","81,910.56"
"ประสะจันทน์แดง , ยาแคปซูล","2,460","1,699","62,598","101,917.11"
"ตำรับโปร่งฟ้า , ยาแคปซูล","2,429","1,878","59,410","97,318.80"
"แคปซูลอบเชย, ยาแคปซูล","2,425","2,219","2,474","27,919.00"
"ผสมโคคลาน สูตรตำรับที่ 1, ยาชง","2,401","1,494","3,946","115,739.65"
"หอมสินธร, ยาผง","2,384","687","5,065","250,451.00"
"อมมะขามป้อม, ยาเม็ด","2,323","1,795","3,867","67,505.00"
"หม่องพริกไพล, ขี้ผึ้ง","2,291","1,582","2,827","89,955.00"
"ประสะกะเพรา, ยาแคปซูล","2,274","1,764","75,560","119,471.33"
"สเปรย์ตะไคร้หอม, ยาน้ำ","2,243","1,905","2,300","259,817.37"
"เซ็นนาฮอฟ, ยาแคปซูล","2,187","1,128","123,688","185,856.60"
"แก้ไอมะขามป้อม ตราอภัยภูเบศร สูตร 1 , ยาลูกกลอน","2,187","1,580","2,553","41,482.00"
"แก้ไอผสมมะขามป้อม ตราวังหลัง, ยาน้ำ","2,184","1,473","2,874","67,895.40"
"อมยูอีคอฟ , ยาเม็ด","2,141","1,459","3,449","37,929.50"
"ตรีธาตุ, ยาแคปซูล","2,135","1,848","7,162","212,826.85"
"แก้ไอมะแว้ง ตราปาริฉัตร, ยาน้ำ","2,128","1,466","2,837","78,544.50"
"แก้ไอยูอีคอฟ สูตร 3, ยาน้ำ","2,114","1,681","2,260","57,562.00"
"ประสะกานพลู , ยาเม็ด","2,072","1,604","39,888","63,966.25"
"มธุรเมหะ (รพ.วังน้ำเย็น), ยาลูกกลอน","2,008","1,718","275,462","609,366.00"
"ยาพอกเข่า, ยาน้ำแขวนตะกอน","2,004","1,078","2,472","171,121.50"
"ไพลซาบาล์ม , ขี้ผึ้ง","1,998","1,208","2,825","406,630.00"
"ตำรับโคคลาน, ยาแคปซูล","1,953","1,505","2,850","113,814.00"
"ยาอาบ   หมอยาไทย, ยาผง","1,895","1,607","1,944","128,442.00"
"กรีนครีม, ครีม","1,789","1,362","2,371","90,156.00"
"ตำรับระบายสมุนไพร, ยาแคปซูล","1,784","854","52,115","78,374.00"
"ไฟประลัยกัลป์, ยาแคปซูล","1,762","1,337","43,158","239,523.37"
"ถ่ายดีเกลือฝรั่ง , ยาแคปซูล","1,755","1,455","16,192","57,409.10"
"ตรีพิกัด, ยาแคปซูล","1,728","1,377","34,857","126,613.00"
"แคปซูลผสมเพชรสังฆาต, ยาแคปซูล","1,688","920","99,170","176,788.80"
"ฝาง, ยาต้ม","1,675","1,425","11,289","54,022.00"
"แก้ไอคัฟฟี, ยาน้ำ","1,649","1,508","2,039","42,568.88"
"หม่องพริก, ขี้ผึ้ง","1,631","1,327","1,815","68,666.50"
"มหาหิงคุ์, ยาน้ำ","1,575","1,347","1,666","33,135.74"
"แผลไฟไหม้น้ำร้อนลวก, เจล","1,532","1,004","1,857","53,169.25"
"หม่องขมิ้นชัน, ขี้ผึ้ง","1,519","1,108","2,348","51,539.75"
"แคปซูลผสมรางจืด, ยาแคปซูล","1,519","1,243","47,750","85,570.05"
"ขลู่, ยาชง","1,501","1,061","35,441","53,485.50"
"บรรเทาอาการริดสีดวงทวารหนักชนิดแคปซูล, ยาแคปซูล","1,483","1,037","100,368","176,085.30"
"ตำรับหญ้าหนวดแมว สูตร 1, ยาต้ม","1,465","1,359","4,119","51,919.32"
"เฮโมลอน 3, ยาแคปซูล","1,428","990","57,395","96,468.85"
"ชงสมุนไพรผสมรางจืด, ยาผง","1,410","1,174","5,605","51,823.95"
"ขี้ผึ้งเสลดพังพอนตราบักส์, ขี้ผึ้ง","1,394","1,200","1,501","42,212.00"
"เสลดพังพอนคาลาไมน์, โลชั่น","1,361","1,043","1,565","34,304.00"
"พลู, ครีม","1,352","1,070","1,629","87,077.47"
"มะรุม/ผักอีสุม



, ยาแคปซูล","1,338","73","48,693","379,403.20"
"ผสมโคคลาน สูตรตำรับที่ 3, ยาต้ม","1,301","1,151","1,573","71,105.00"
"ขมิ้นชันคาลาไมน์, โลชั่น","1,280","1,099","2,629","32,678.00"
"โคคลาน, ยาต้ม","1,176","626","54,642","94,904.40"
"อภัยสาลี, ยาลูกกลอน","1,175","872","70,856","170,969.00"
"แคปซูลผสมมะขามแขก ตราอภัยภูเบศร, ยาแคปซูล","1,171","733","13,903","76,232.45"
"หม่องเถาเอ็นอ่อน, ขี้ผึ้ง","1,168","52","3,372","125,905.00"
"เหงือกปลาหมอพริกไทย, ยาชง","1,136","756","22,677","82,702.10"
"อมสมุนไพรผสมมะแว้งรสบ๊วย, ยาเม็ด","1,120","979","3,961","18,290.50"
"แคปซูลรางจืด, ยาแคปซูล","1,110","937","23,972","112,991.02"
"อมแก้ไอรสบ๊วย     , ยาลูกกลอน","1,072","494","1,502","24,056.00"
"ตำรับชุมเห็ดเทศ, ยาชง","1,062","875","6,183","59,211.19"
"ประสะเจตพังคี, ยาแคปซูล","1,057","771","47,394","50,338.90"
"แก้ลมขึ้นเบื้องสูง, ยาแคปซูล","1,050","0","4,081","244,850.00"
"มธุรเมหะ (รพ.บางกระทุ่ม), ยาชง","1,025","0","4,244","144,120.00"
"ปัญจขันธ์, ยาแคปซูล","1,000","35","4,580","373,930.00"
"มันทธาตุ, ยาแคปซูล","983","488","37,001","131,198.64"
"น้ำแก้ไอมะขามป้อม ตราแสงดาว, ยาน้ำ","977","892","1,052","14,676.00"
"ถั่วเหลืองสกัด, ยาแคปซูล","958","542","77,722","158,457.00"
"ตะไคร้, ยาชง","937","292","2,426","92,454.50"
"ยาถ่าย (รพ.ห้วยพูล), ยาแคปซูล","922","475","11,667","78,154.00"
"แคปซิลเจล , เจล","916","573","1,569","86,295.00"
"มังคุด/เปลือกมังคุด, ครีม","914","724","12,398","40,804.85"
"โคเพนครีม, ครีม","909","755","934","23,908.25"
"เบอร์นีเจล, ครีม","903","726","1,116","42,744.99"
"อบเชย, ยาต้ม","885","818","919","14,446.50"
"ครีมพญายอ ตราไตรแว็ก, ยาครีมสำหรับป้ายปาก","884","618","1,161","53,846.00"
"ระบายมะขามแขก(ยาสามัญประจำบ้าน), ยาเม็ด","870","749","21,777","29,965.40"
"หม่องไพล, ขี้ผึ้ง","865","810","870","14,209.00"
"ขับลม แฟลท-ทัย , ยาน้ำ","851","709","867","19,916.75"
"เหงือกปลาหมอ, ยาชง","831","372","14,990","69,759.70"
"ใบหม่อน, ยาชง","827","237","3,869","52,266.00"
"มธุรเมหะ (รพ.สมเด็จพระยุพราชสายบุรี), ยาต้ม","823","667","1,835","80,714.50"
"คลายเส้น, ยาแคปซูล","820","798","6,877","29,610.00"
"แก้ไอมะแว้งสูตร 2, ยาเม็ด","815","679","1,116","23,462.50"
"ยาถ่าย, ยาเม็ด","814","697","23,616","56,815.80"
"น้ำมันสะเก็ดเงิน, ยาเข้าน้ำมัน","781","154","6,227","3,675,679.00"
"เจลเสลดพังพอน, เจล","771","44","846","49,380.00"
"ตำรับเบาหวาน, ยาแคปซูล","736","565","37,858","245,028.90"
"ขี้ผึ้งไพล สูตรตำรับที่ ๒, ขี้ผึ้ง","720","639","720","54,000.00"
"ใบเตย, ยาชง","690","50","2,530","91,856.40"
"แก้ไอมะนาว, ยาน้ำ","677","198","1,222","33,185.00"
"แป๊ะก๊วย, ยาแคปซูล","668","69","3,338","153,097.00"
"แก้เจ็บคอ , อื่นๆ","666","454","13,734","15,912.24"
"ไฟห้ากอง , ยาแคปซูล","665","443","33,031","41,987.55"
"แก้ไอ สูตร 1, ยาลูกกลอน","651","508","736","21,789.00"
"กานพลู, อื่นๆ","646","321","1,513","16,557.00"
"ชะเอมเทศ, ยาชง","642","466","7,448","19,786.85"
"เฮโมลอน, ยาแคปซูล","631","434","24,676","38,635.40"
"ยากระเพาะอาหาร, ยาแคปซูล","618","530","13,372","22,259.60"
"แก้ปวดกล้ามเนื้อ, ยาแคปซูล","607","557","11,732","15,314.40"
"แคปไซ-ไพลบาล์ม, ขี้ผึ้ง","601","59","627","31,785.00"
"แก้ไอน้ำฝาง, ยาน้ำแขวนตะกอน","599","557","599","8,985.00"
"พระขรรค์ชัย, ยาลูกกลอน","593","8","60,334","48,443,681.00"
"เห็ดหลินจือ/เห็ดขอนไม้, ยาแคปซูล","584","247","16,628","247,136.20"
"แก้กษัย, ยาแคปซูล","583","364","22,285","44,570.00"
"เทพธารา (รพ.อู่ทอง), ยาแคปซูล","576","439","10,999","28,320.00"
"น้ำยาบ้วนปากสมุนไพร, ยาน้ำ","574","481","904","19,264.74"
"น้ำมันไพลขมิ้น, ยาเข้าน้ำมัน","566","413","7,595","52,872.00"
"คลายกล้ามเนื้อ, ยาแคปซูล","565","330","929","41,350.00"
"แก้น้ำนมพิการ(รพ.กาบเชิง), ยาผง","555","299","1,485","28,116.90"
"ช่วยย่อยอาหาร สูตร 1, ยาแคปซูล","553","489","737","7,705.00"
"หลังคลอด (รพ.กาบเชิง), ยาต้ม","551","354","925","90,089.50"
"บรรเทาริดสีดวงทวาร (รพ.เทิง), ยาแคปซูล","548","368","27,621","49,997.70"
"ดีบัว, ยาแคปซูล","538","65","1,282","245,400.00"
"พญายอครีม   , ครีม","533","410","655","38,129.68"
"บรรเทาริดสีดวงทวาร (รพ.ห้วยยอด), ยาลูกกลอน","531","415","44,495","35,137.00"
"ประสะน้ำนม (บริษัทพาราฟาร์มาซูติคอล จำกัด), ยาเม็ด","528","436","15,249","99,846.00"
"แก้ไข้หวัด, ยาแคปซูล","523","423","13,544","24,477.50"
"พลูคาว, ยาแคปซูล","506","6","1,555","388,030.00"
"หม่องสมุนไพร หนองฉางบาล์ม, ขี้ผึ้ง","495","6","1,040","35,240.00"
"แอนดิแลค, ยาแคปซูล","492","410","20,970","32,447.40"
"สมุนไพรคำฝอยผสมเก๊กฮวย, ยาชง","490","18","10,999","66,756.80"
"วัฒนะ, ยาแคปซูล","485","75","4,305","54,930.00"
"น้ำมันมะกอก, ยาเข้าน้ำมัน","479","372","582","44,605.34"
"ทิงเจอร์พลู, ทิงเจอร์","468","381","496","14,379.70"
"ขับลมเบอร์ 1    , ยาแคปซูล","467","432","14,776","17,270.40"
"ประสะน้ำนม ทีเอฟดี, ยาแคปซูล","466","361","16,080","27,962.10"
"แก้ไอมะขามป้อม ตราเวชกร, ยาน้ำ","463","422","470","9,662.00"
"แคปซูลบอระเพ็ด, ยาแคปซูล","455","277","15,628","24,693.00"
"อมแก้ไอมะแว้ง, ยาลูกกลอน","452","407","522","5,749.16"
"ผสมรางจืด, ยาชง","449","332","3,863","33,922.00"
"ตำรับหญ้าหนวดแมว สูตร 2, ยาต้ม","445","386","1,135","35,920.50"
"น้ำมันพริกไพล, ยาเข้าน้ำมัน","437","369","462","18,485.50"
"แก้ไอมะขามป้อม ตราอภัยภูเบศร สูตร 2, ยาลูกกลอน","433","362","598","11,940.00"
"แคปซูลขับลมบำรุงธาตุ, ยาแคปซูล","431","380","10,525","15,167.80"
"ภูมิชีวา  , ยาแคปซูล","427","0","1,592","95,520.00"
"บรรเทาริดสีดวงทวาร (รพ.พระปกเกล้า), ยาแคปซูล","421","375","8,400","16,800.00"
"แคปซูลดอกคำฝอย ตราธงทอง, ยาแคปซูล","408","331","14,486","21,411.00"
"หญ้าลูกใต้ใบ, ยาแคปซูล","407","154","19,157","38,174.85"
"อบหลังคลอด  หมอยาไทย, ยาผง","393","327","445","21,699.10"
"เบญจอำมฤตย์ , ยาแคปซูล","389","58","32,436","265,076.00"
"หม่องฟ้าทะลายโจร, ขี้ผึ้ง","383","7","735","26,005.00"
"กำจัดเหา, ยาน้ำแขวนตะกอน","382","318","492","27,319.00"
"แก้ลสิกาพิการ, ยาเข้าน้ำมัน","382","3","1,092","397,800.00"
"น้ำมันเขียว, ยาเข้าน้ำมัน","380","12","735","87,010.00"
"แก้อัมพฤกษ์ อัมพาต(กาบเชิง), ยาผง","377","341","574","23,753.00"
"ยาระบายชนิดน้ำผสมฝักคูณ, ยาน้ำ","377","161","1,036","58,058.20"
"บำรุงน้ำนม, ยาต้ม","375","263","1,188","46,609.50"
"พอนส์ทั่ม, ยาแคปซูล","366","271","13,950","22,109.80"
"ชงสมุนไพรผสมช้าพลู, ยาผง","364","158","1,832","178,984.00"
"ดองมะกรูด แผนไทย, ยาน้ำ","355","0","1,034","93,060.00"
"บำรุงเลือด (รพ.สรรคบุรี), ยาแคปซูล","355","14","43,560","86,001.40"
"แก้ไอมะขาม , ยาน้ำ","346","156","636","17,170.00"
