"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"บริการผู้ป่วยใน(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยใน(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยใน(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยใน(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ","บริการผู้ป่วยใน(ครั้ง)","บริการแพทย์แผนไทย(ครั้ง)","ร้อยละการรับบริการ"
"11534  :  โรงพยาบาลบุรฉัตรไชยากร (รถไฟ)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11535  :  คณะแพทย์ศาสตร์วชิรพยาบาล มหาวิทยาลัยกรุงเทพมหานคร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11536  :  โรงพยาบาลเวชการุณย์รัศมิ์","227","203","89.43","152","121","79.61","61","55","90.16","14","27","90.16","0","0","0.00"
"11537  :  โรงพยาบาลกลาง","1,571","66","4.20","488","7","1.43","436","32","7.34","334","13","7.34","313","14","4.47"
"11538  :  โรงพยาบาลลาดกระบังกรุงเทพมหานคร","84","0","0.00","6","0","0.00","27","0","0.00","26","0","0.00","25","0","0.00"
"11539  :  โรงพยาบาลตากสิน","6,559","383","5.84","4","70","1,750.00","1,296","128","9.88","2,725","94","9.88","2,534","91","3.59"
"11540  :  โรงพยาบาลหลวงพ่อทวีศักดิ์ฯ ชุตินธโร อุทิศ","154","358","232.47","41","63","153.66","45","99","220.00","35","73","220.00","33","123","372.73"
"11541  :  โรงพยาบาลเจริญกรุงประชารักษ์","16,136","176","1.09","4,473","12","0.27","4,059","58","1.43","3,418","53","1.43","4,186","53","1.27"
"11546  :  โรงพยาบาลบี เอ็น เอช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11548  :  โรงพยาบาลกรุงเทพคริสเตียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11592  :  โรงพยาบาลบางนา1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","1,661","228","13.73","426","64","15.02","413","49","11.86","362","59","11.86","460","56","12.17"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11621  :  โรงพยาบาลบางไผ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11626  :  โรงพยาบาลคลองตัน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11628  :  โรงพยาบาลพระราม 9","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","3,905","0","0.00","1,029","0","0.00","1,050","0","0.00","832","0","0.00","994","0","0.00"
"12246  :  สถาบันราชานุกูล","3,299","21","0.64","1,095","12","1.10","1,072","6","0.56","437","0","0.56","695","3","0.43"
"12249  :  สถาบันโรคผิวหนัง","128","0","0.00","45","0","0.00","28","0","0.00","25","0","0.00","30","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","1,069","0","0.00","317","0","0.00","421","0","0.00","160","0","0.00","171","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","12","14","116.67","3","0","0.00","3","5","166.67","3","3","166.67","3","6","200.00"
"12439  :  สถาบันประสาทวิทยา","3,288","32","0.97","1,029","0","0.00","1,017","15","1.47","597","12","1.47","645","5","0.78"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","121","101","83.47","50","33","66.00","44","45","102.27","27","23","102.27","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","1,571","7","0.45","408","0","0.00","414","4","0.97","350","1","0.97","399","2","0.50"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","35,300","645","1.83","9,827","178","1.81","9,087","165","1.82","7,479","117","1.82","8,907","185","2.08"
"10752  :  โรงพยาบาลบางบ่อ","5,603","826","14.74","2,602","243","9.34","1,344","243","18.08","800","175","18.08","857","165","19.25"
"10753  :  โรงพยาบาลบางพลี","15,070","338","2.24","4,230","91","2.15","3,794","99","2.61","3,464","61","2.61","3,582","87","2.43"
"10754  :  โรงพยาบาลบางจาก","6,825","930","13.63","1,777","255","14.35","1,818","223","12.27","1,472","230","12.27","1,758","222","12.63"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","3,000","299","9.97","965","81","8.39","796","71","8.92","611","70","8.92","628","77","12.26"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","1,515","0","0.00","470","0","0.00","420","0","0.00","312","0","0.00","313","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","3,712","5","0.13","1,200","1","0.08","979","3","0.31","712","1","0.31","821","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","1,187","4","0.34","345","0","0.00","185","2","1.08","240","1","1.08","417","1","0.24"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","606","66","10.89","161","15","9.32","124","9","7.26","151","14","7.26","170","28","16.47"
"10686  :  โรงพยาบาลพระนั่งเกล้า","30,218","44","0.15","8,105","2","0.02","7,622","5","0.07","6,608","17","0.07","7,883","20","0.25"
"10756  :  โรงพยาบาลบางกรวย","2,526","190","7.52","720","56","7.78","763","43","5.64","531","52","5.64","512","39","7.62"
"10757  :  โรงพยาบาลบางใหญ่","1,943","175","9.01","1,478","139","9.40","465","36","7.74","0","0","7.74","0","0","0.00"
"10758  :  โรงพยาบาลบางบัวทอง","3,831","327","8.54","1,108","90","8.12","994","95","9.56","856","73","9.56","873","69","7.90"
"10759  :  โรงพยาบาลไทรน้อย","3,143","193","6.14","1,038","44","4.24","1,017","61","6.00","540","48","6.00","548","40","7.30"
"10760  :  โรงพยาบาลปากเกร็ด","2,452","261","10.64","765","65","8.50","598","65","10.87","506","58","10.87","583","73","12.52"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","5,647","47","0.83","9","0","0.00","1,774","26","1.47","1,685","15","1.47","2,179","6","0.28"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","2","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","2","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","5,140","524","10.19","1,461","151","10.34","1,460","147","10.07","1,228","105","10.07","991","121","12.21"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","5,640","56","0.99","956","17","1.78","1,321","19","1.44","1,415","4","1.44","1,948","16","0.82"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","489","33","6.75","171","9","5.26","139","11","7.91","82","4","7.91","97","9","9.28"
"10687  :  โรงพยาบาลปทุมธานี","30,044","490","1.63","7,940","166","2.09","7,819","153","1.96","6,451","82","1.96","7,834","89","1.14"
"10761  :  โรงพยาบาลคลองหลวง","2,816","120","4.26","761","48","6.31","696","29","4.17","618","25","4.17","741","18","2.43"
"10762  :  โรงพยาบาลธัญบุรี","2,960","24","0.81","877","4","0.46","762","3","0.39","754","12","0.39","567","5","0.88"
"10763  :  โรงพยาบาลประชาธิปัตย์","1,592","119","7.47","478","33","6.90","422","34","8.06","312","17","8.06","380","35","9.21"
"10764  :  โรงพยาบาลหนองเสือ","1,460","85","5.82","457","33","7.22","333","10","3.00","303","24","3.00","367","18","4.90"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","1,851","48","2.59","522","17","3.26","490","6","1.22","376","11","1.22","463","14","3.02"
"10766  :  โรงพยาบาลลำลูกกา","2,861","192","6.71","796","74","9.30","782","39","4.99","600","35","4.99","683","44","6.44"
"10767  :  โรงพยาบาลสามโคก","1,010","172","17.03","327","60","18.35","240","45","18.75","183","31","18.75","260","36","13.85"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","1,267","185","14.60","513","87","16.96","416","77","18.51","140","13","18.51","198","8","4.04"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","280","0","0.00","40","0","0.00","88","0","0.00","58","0","0.00","94","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","2,463","3,402","138.12","700","962","137.43","690","937","135.80","520","665","135.80","553","838","151.54"
"10688  :  โรงพยาบาลเสนา","11,079","908","8.20","2,976","243","8.17","2,867","229","7.99","2,496","209","7.99","2,740","227","8.28"
"10768  :  โรงพยาบาลท่าเรือ","2,428","307","12.64","702","63","8.97","645","96","14.88","544","61","14.88","537","87","16.20"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","1,839","263","14.30","488","68","13.93","420","69","16.43","459","43","16.43","472","83","17.58"
"10770  :  โรงพยาบาลบางไทร","1,578","294","18.63","458","93","20.31","335","62","18.51","311","56","18.51","474","83","17.51"
"10771  :  โรงพยาบาลบางบาล","1,021","82","8.03","337","23","6.82","266","17","6.39","205","15","6.39","213","27","12.68"
"10772  :  โรงพยาบาลบางปะอิน","4,672","1,042","22.30","1,446","317","21.92","1,113","248","22.28","951","243","22.28","1,162","234","20.14"
"10773  :  โรงพยาบาลบางปะหัน","2,310","219","9.48","735","92","12.52","685","61","8.91","432","30","8.91","458","36","7.86"
"10774  :  โรงพยาบาลผักไห่","1,578","228","14.45","557","78","14.00","485","61","12.58","159","34","12.58","377","55","14.59"
"10775  :  โรงพยาบาลภาชี","2,257","385","17.06","636","106","16.67","632","129","20.41","443","65","20.41","546","85","15.57"
"10776  :  โรงพยาบาลลาดบัวหลวง","1,147","175","15.26","350","59","16.86","285","57","20.00","245","27","20.00","267","32","11.99"
"10777  :  โรงพยาบาลวังน้อย","3,166","178","5.62","878","47","5.35","777","43","5.53","693","35","5.53","818","53","6.48"
"10778  :  โรงพยาบาลบางซ้าย","429","56","13.05","187","21","11.23","149","16","10.74","69","5","10.74","24","14","58.33"
"10779  :  โรงพยาบาลอุทัย","1,762","399","22.64","476","101","21.22","468","97","20.73","365","84","20.73","453","117","25.83"
"10780  :  โรงพยาบาลมหาราช","699","127","18.17","228","39","17.11","202","49","24.26","98","25","24.26","171","14","8.19"
"10781  :  โรงพยาบาลบ้านแพรก","662","156","23.56","177","37","20.90","187","53","28.34","127","33","28.34","171","33","19.30"
"10689  :  โรงพยาบาลอ่างทอง","15,962","11","0.07","4,453","3","0.07","4,362","1","0.02","3,164","5","0.02","3,983","2","0.05"
"10782  :  โรงพยาบาลไชโย","1,845","76","4.12","536","22","4.10","538","25","4.65","378","11","4.65","393","18","4.58"
"10784  :  โรงพยาบาลป่าโมก","2,507","113","4.51","800","26","3.25","679","26","3.83","493","27","3.83","535","34","6.36"
"10785  :  โรงพยาบาลโพธิ์ทอง","4,356","273","6.27","1,176","76","6.46","1,071","99","9.24","905","50","9.24","1,204","48","3.99"
"10786  :  โรงพยาบาลแสวงหา","1,995","273","13.68","603","89","14.76","522","59","11.30","431","60","11.30","439","65","14.81"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","7,069","1,085","15.35","2,084","311","14.92","1,847","271","14.67","1,279","219","14.67","1,859","284","15.28"
"10788  :  โรงพยาบาลสามโก้","1,496","78","5.21","506","36","7.11","426","17","3.99","320","15","3.99","244","10","4.10"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","25,838","786","3.04","7,238","251","3.47","6,559","306","4.67","5,525","138","4.67","6,516","91","1.40"
"10691  :  โรงพยาบาลบ้านหมี่","9,213","380","4.12","2,904","146","5.03","2,584","121","4.68","1,959","57","4.68","1,766","56","3.17"
"10789  :  โรงพยาบาลพัฒนานิคม","4,160","38","0.91","1,079","21","1.95","1,068","13","1.22","956","3","1.22","1,057","1","0.09"
"10790  :  โรงพยาบาลโคกสำโรง","3,426","581","16.96","1,225","122","9.96","736","152","20.65","680","124","20.65","785","183","23.31"
"10791  :  โรงพยาบาลชัยบาดาล","9,157","691","7.55","2,691","187","6.95","2,440","221","9.06","1,879","120","9.06","2,147","163","7.59"
"10792  :  โรงพยาบาลท่าวุ้ง","2,854","190","6.66","947","64","6.76","785","65","8.28","655","17","8.28","467","44","9.42"
"10793  :  โรงพยาบาลท่าหลวง","1,536","159","10.35","587","58","9.88","556","42","7.55","252","22","7.55","141","37","26.24"
"10794  :  โรงพยาบาลสระโบสถ์","1,680","195","11.61","503","58","11.53","516","68","13.18","357","43","13.18","304","26","8.55"
"10795  :  โรงพยาบาลโคกเจริญ","2,435","231","9.49","679","61","8.98","633","68","10.74","489","44","10.74","634","58","9.15"
"10796  :  โรงพยาบาลลำสนธิ","1,729","170","9.83","451","39","8.65","429","55","12.82","354","28","12.82","495","48","9.70"
"10797  :  โรงพยาบาลหนองม่วง","1,847","47","2.54","488","8","1.64","483","15","3.11","397","14","3.11","479","10","2.09"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","15,394","282","1.83","4,114","91","2.21","4,068","83","2.04","3,149","40","2.04","4,063","68","1.67"
"10693  :  โรงพยาบาลอินทร์บุรี","5,990","124","2.07","1,655","28","1.69","1,542","53","3.44","1,259","14","3.44","1,534","29","1.89"
"10798  :  โรงพยาบาลบางระจัน","2,033","177","8.71","550","65","11.82","497","53","10.66","465","33","10.66","521","26","4.99"
"10799  :  โรงพยาบาลค่ายบางระจัน","1,841","115","6.25","482","28","5.81","468","31","6.62","399","25","6.62","492","31","6.30"
"10800  :  โรงพยาบาลพรหมบุรี","1,186","104","8.77","346","32","9.25","329","27","8.21","239","23","8.21","272","22","8.09"
"10801  :  โรงพยาบาลท่าช้าง","1,084","108","9.96","297","26","8.75","333","50","15.02","224","16","15.02","230","16","6.96"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","19,872","838","4.22","5,464","284","5.20","5,390","318","5.90","3,818","132","5.90","5,200","104","2.00"
"10802  :  โรงพยาบาลมโนรมย์","2,594","163","6.28","778","58","7.46","684","50","7.31","529","17","7.31","603","38","6.30"
"10803  :  โรงพยาบาลวัดสิงห์","1,859","95","5.11","490","20","4.08","476","9","1.89","374","18","1.89","519","48","9.25"
"10804  :  โรงพยาบาลสรรพยา","1,743","61","3.50","437","15","3.43","454","15","3.30","428","17","3.30","424","14","3.30"
"10805  :  โรงพยาบาลสรรคบุรี","3,882","595","15.33","1,047","178","17.00","1,010","195","19.31","803","107","19.31","1,022","115","11.25"
"10806  :  โรงพยาบาลหันคา","2,829","172","6.08","764","40","5.24","806","70","8.68","588","28","8.68","671","34","5.07"
"27974  :  โรงพยาบาลหนองมะโมง","1,480","185","12.50","398","70","17.59","391","55","14.07","294","24","14.07","397","36","9.07"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","43,822","14,267","32.56","12,166","4,135","33.99","11,194","3,715","33.19","9,503","3,434","33.19","10,959","2,983","27.22"
"10695  :  โรงพยาบาลพระพุทธบาท","10,085","151","1.50","2,363","35","1.48","3,005","37","1.23","2,132","19","1.23","2,585","60","2.32"
"10807  :  โรงพยาบาลแก่งคอย","5,219","438","8.39","1,425","145","10.18","1,375","161","11.71","1,071","57","11.71","1,348","75","5.56"
