"ชื่อยาสมุนไพร","จำนวนจ่ายรวมทุกสิทธิ(ครั้ง)","จำนวนจ่ายรวมสิทธิ UC(ครั้ง)","จำนวนที่จ่ายรวมทุกสิทธิ(หน่วยนับ)","มูลค่ารวมทุกสิทธิ(บาท)"
"หอมนวโกฐ, ยาผง","885","673","16,057","96,351.20"
"เซ็นนาฮอฟ, ยาแคปซูล","852","547","18,372","27,558.00"
"บรรเทาอาการไอมะขามป้อม , ยาเม็ด","850","734","2,348","38,316.00"
"แคปซูลเถาวัลย์เปรียง ตราธงทอง, ยาแคปซูล","825","631","19,066","28,606.88"
"มะระขี้นก, ยาแคปซูล","799","620","30,960","60,659.01"
"แก้ไอผสมมะนาวดอง, ยาลูกกลอน","785","617","1,476","18,244.00"
"แอนดิแลค, ยาแคปซูล","785","424","26,682","40,023.00"
"หลังคลอด (รพ.กาบเชิง), ยาต้ม","770","531","3,633","82,750.00"
"ลูกประคบสมุนไพรร้านหมอยาไทย 101, ยาประคบ","765","551","1,376","71,901.60"
"แก้ไอมะแว้งน้ำดำ, ยาน้ำ","761","635","2,047","83,926.63"
"ว่านหางจระเข้, เจล","757","561","16,844","2,414,140,359.26"
"แก้ไอมะแว้ง , ยาลูกกลอน","754","608","2,545","176,976.05"
"แก้ไอพื้นบ้านอีสาน, ยาน้ำ","749","635","1,339","44,733.00"
"เบญจกูล / พิกัดเบญจกูล, ยาแคปซูล","746","633","12,240","60,716.06"
"ขี้ผึ้งไพล  สูตรตำรับที่ 2, ขี้ผึ้ง","745","571","1,141","35,551.25"
"ธาตุบรรจบ , ยาลูกกลอน","735","579","12,821","93,454.90"
"หลังคลอด (รพ.ตระการพืชผล), ยาต้ม","725","532","1,843","94,483.00"
"แก้น้ำนมพิการ(รพ.กาบเชิง), ยาผง","697","470","2,724","93,818.00"
"บำรุงน้ำนม, ยาต้ม","695","638","3,140","37,314.50"
"ผสมเพชรสังฆาต สูตรตำรับที่ 1, ยาแคปซูล","685","538","31,977","53,683.05"
"ยาที่ปรุงสำหรับผู้ป่วยเฉพาะราย, อื่นๆ","647","442","9,322","160,862.10"
"ประสะน้ำนม ทีเอฟดี, ยาแคปซูล","638","338","16,237","25,717.50"
"สเปรย์ตะไคร้หอม, ยาน้ำ","604","454","650","53,379.36"
"หลังคลอด, ยาต้ม","578","323","670","28,856.00"
"บรรเทาริดสีดวงทวารหนักเพชรสังฆาตชนิดแคปซูล, ยาแคปซูล","554","439","29,722","2,076,075.25"
"ไฟประลัยกัลป์, ยาแคปซูล","502","401","11,344","69,240.50"
"ซินโนวอล, ยาน้ำ","447","339","4,083","38,484.00"
"อมผสมมะแว้ง, ยาเม็ด","413","249","-25,086","451,480,434.80"
"ธรณีสันฑะฆาต, ยาแคปซูล","383","315","7,446","28,002.15"
"แก้ไอมะขามป้อมสูตร 1 , ยาลูกกลอน","375","310","451","12,998.50"
"แคปซูลผสมเถาวัลย์เปรียง ตราพระอินทร์, ยาแคปซูล","353","300","10,178","25,206.00"
"ผสมเพชรสังฆาต สูตรตำรับที่ 2, ยาแคปซูล","352","248","18,019","34,855.60"
"อำมฤควาที, ยาลูกกลอน","345","263","5,990","23,370.00"
"แก้ไอมะแว้งน้ำเชื่อม, ยาน้ำ","323","225","441","10,934.00"
"สมุนไพรอบตัว, ยาต้ม","313","226","518","31,026.00"
"แก้ไอยูอีคอฟ สูตร 3, ยาน้ำ","296","243","538","7,174.00"
"อมมะขามป้อม, ยาเม็ด","284","250","1,461","48,943.50"
"ชุมเห็ดเทศ, ยาชง","283","211","4,796","14,754.09"
"แก้ไอมะแว้งสูตร 1 , ยาเม็ด","282","207","573","5,752.50"
"คลายเส้น (พญาเม็งราย), ยาแคปซูล","274","211","7,058","9,387.50"
"น้ำมันเหลือง, ยาเข้าน้ำมัน","267","217","377","18,683.00"
"ปราบชมพูทวีป, ยาลูกกลอน","257","189","3,883","10,740.60"
"ยาน้ำแก้ไอมะขามป้อม ตราเอมบริโคล, ยาน้ำ","255","211","528","9,070.80"
"บำรุงน้ำนม (รพ.ขุนหาญ), ยาต้ม","254","163","380","11,450.00"
"แก้ไอมะแว้งตรา ที.เฮิร์บ, ยาน้ำ","252","175","421","11,788.00"
"แก้ไอมะแว้งตรามังกรทอง, ยาน้ำ","248","195","452","4,586.75"
"สเปรย์กระดูกไก่ดำ-ขัดมอญ, ยาน้ำ","247","117","0","0.00"
"เลือดงาม, ยาแคปซูล","245","141","19,960","41,707.35"
"ห้าราก / แก้ไข้ห้าราก / แก้วห้าดวง / เบญจโลกวิเชียร , ยาแคปซูล","244","202","4,519","12,178.15"
"บัวบก, ครีม","229","128","2,655","23,987.67"
"บำรุงโลหิต, ยาแคปซูล","216","170","7,514","13,928.70"
"อมรสบ๊วย, ยาลูกกลอน","209","158","669","8,037.00"
"อบหลังคลอด  หมอยาไทย, ยาผง","204","158","232","10,497.00"
"ระบายมะขามแขก(ยาสามัญประจำบ้าน), ยาเม็ด","196","173","2,441","3,661.50"
"กระตุ้นน้ำนม, ยาต้ม","184","48","194","5,820.00"
"เขียวหอม, ยาเม็ด","184","144","5,548","15,706.80"
"หม่องเสลดพังพอน/เสลดพังพอนบาล์ม/หม่องพญายอ/ขี้ผึ้งพญายอ/ขี้ผึ้งเสลดพังพอน, ขี้ผึ้ง","175","128","285","7,458.50"
"แก้ไอมะขามป้อม สูตรเย็น, ยาน้ำ","174","126","274","4,247.00"
"ตรีธาตุ, ยาแคปซูล","171","144","3,326","23,517.65"
"คลายเส้น (รพ.กาบเชิง), ยาลูกกลอน","169","138","3,275","40,879.27"
"น้ำมันเสลดพังพอน, ยาเข้าน้ำมัน","163","123","262","14,611.15"
"แคปซูลเพชรสังฆาต, ยาแคปซูล","158","119","9,572","18,222.25"
"ขี้ผึ้งไพล สูตรตำรับที่ ๑, ขี้ผึ้ง","155","126","199","4,735.00"
"แก้ไอมะขามป้อมสูตร 2, ยาลูกกลอน","145","115","293","8,875.00"
"ผสมเถาวัลย์เปรียง สูตรตำรับที่ 2, ยาลูกกลอน","139","104","3,057","7,098.10"
"ยาถ่าย (รพ.ห้วยพูล), ยาแคปซูล","138","111","1,789","6,844.00"
"ห้าราก/แก้ไข้ห้าราก/แก้วห้าดวง/เบญจโลกวิเชียร, ยาแคปซูล","129","93","3,213","4,819.50"
"ครีมกะเม็ง, ครีม","120","91","421","25,697.00"
"น้ำแก้ไอมะขามป้อม ตราแสงดาว, ยาน้ำ","118","100","169","3,211.00"
"ยาบรรเทาริดสีดวงทวาร  เพชรสังฆาต ชนิดแคปซูล, ยาแคปซูล","112","67","5,223","197,792.50"
"สหัสธารา, ยาแคปซูล","107","34","5,082","13,048.00"
"ยาแผนไทยที่ปรุงสำหรับผู้ป่วยเฉพาะราย, อื่นๆ","105","86","338","67,146.00"
"อภัยสาลี, ยาลูกกลอน","96","70","3,079","5,806.00"
"แก้ไอผสมกานพลู, ยาลูกกลอน","87","71","116","3,215.00"
"ธรณีสัณฑะฆาต, ยาแคปซูล","80","67","2,008","8,965.00"
"แก้ไอวิริยมัย สูตรมะขามป้อม, ยาน้ำ","78","44","206","3,903.00"
"บอระเพ็ด, ยาแคปซูล","77","58","2,721","178,664.40"
"แคปซูลอบเชย ตราธงทอง, ยาแคปซูล","74","32","133","4,123.00"
"ฝาง, ยาชง","74","56","87","3,035.50"
"หม่องเสลดพังพอน/เสลดพังพอนบาล์ม/หม่องพญายอ/ขี้ผึ้งพญายอ/   ขี้ผึ้งเสลดพังพอน, ขี้ผึ้ง","71","62","96","5,393.00"
"แคปซูลรางจืด ตราธงทอง, ยาแคปซูล","67","40","1,280","1,874.40"
"ริดสีดวงมหากาฬ (ตำรับในระบบทางเดินอาหารส่วนกลางและส่วนปลาย), ยาแคปซูล","65","49","4,706","5,966.40"
"น้ำมันกระดูกไก่ดำ-ขัดมอญ, ยาเข้าน้ำมัน","64","16","0","0.00"
"แก้ไอมะนาว, ยาน้ำ","63","52","93","2,790.00"
"ตำรับโคคลาน, ยาต้ม","61","54","63","4,599.00"
"ยาถ่าย, ยาเม็ด","61","57","1,193","2,354.00"
"อมฟ้าทะลายโจร, ยาลูกกลอน","60","49","157","1,625.20"
"แคปซูลผสมเถาวัลย์เปรียง, ยาแคปซูล","59","26","2,047","7,522.94"
"ไฟห้ากอง , ยาแคปซูล","59","50","931","2,791.00"
"น้ำมันมะกอก, ยาเข้าน้ำมัน","58","45","86","3,809.00"
"บรรเทาอาการริดสีดวงทวารหนักชนิดแคปซูล, ยาแคปซูล","58","53","2,491","4,379.45"
"ริดสีดวงทวารแคปซูล สูตร 1, ยาแคปซูล","57","48","1,385","73,297.50"
"แก้ไอมะขามป้อม ตราอภัยภูเบศร, ยาน้ำ","54","38","89","1,379.50"
"ยาอมหญ้าดอกขาว, ยาลูกกลอน","53","46","255","2,332.75"
"สตรีเล่งคุณสำหรับหลังคลอดบุตร ชนิดแคปซูล, ยาแคปซูล","53","41","1,561","5,853.75"
"แก้ไอยูอีคอฟ โอเอส, ยาน้ำ","52","43","80","1,120.00"
"น้ำนมราชสีห์, ยาต้ม","47","41","49","3,635.00"
"บำรุงน้ำนม (รพ.พนา), ยาชง","45","38","152","4,560.00"
"หม่องไพล ตราพระอินทร์, ขี้ผึ้ง","44","35","53","1,723.00"
"มังคุด/เปลือกมังคุด, ยาน้ำ","44","35","0","0.00"
"หญ้าปักกิ่ง, ยาแคปซูล","43","25","765","1,586.28"
"บรรเทาริดสีดวงทวาร ชนิดแคปซูล, ยาแคปซูล","42","36","2,306","4,612.00"
"กระเจี๊ยบแดง, ยาชง","40","26","234","2,793.00"
"แก้ปวดเมื่อย สูตรอภัยภูเบศร, ยาต้ม","39","11","0","0.00"
"ผสมรางจืด หมอยาไทย, ยาผง","39","26","636","4,781.00"
"หญ้าลูกใต้ใบ, ยาแคปซูล","37","27","1,577","1,939.30"
"หอมบำรุงหัวใจ, ยาผง","35","31","54","1,502.00"
"ทับทิมไทย, ยาแคปซูล","33","26","39","565.50"
"แคปซูลสมุนไพรผสมเพชรสังฆาต, ยาแคปซูล","33","26","1,399","3,064.00"
"วัฒนะ, ยาแคปซูล","31","29","621","589.95"
"เฮโมลอน 3, ยาแคปซูล","30","21","1,400","2,129.00"
"น้ำมันกาสลัก, ยาเข้าน้ำมัน","30","22","40","2,346.00"
"แก้ไอมะขามป้อม ตราอภัยภูเบศร สูตร 1 , ยาลูกกลอน","28","22","52","780.00"
"แคปซูลเถาเอ็นอ่อน, ยาแคปซูล","27","20","662","930.00"
"ยาอมสมุนไพร ตราช่อเขียวมะกอก รสมะแว้ง, ยาเม็ด","25","21","69","534.75"
"เบญจอำมฤตย์ , ยาแคปซูล","24","23","1,128","5,640.00"
"ยาระบายชนิดน้ำผสมฝักคูณ, ยาน้ำ","24","12","0","0.00"
"หอมอินทจักร, ยาเม็ด","23","19","538","1,259.40"
"ประสะน้ำนม (บริษัทพาราฟาร์มาซูติคอล จำกัด), ยาเม็ด","23","10","658","987.00"
"อาบสมุนไพร, ยาต้ม","23","21","27","1,755.00"
"น้ำมันเถาเอ็นอ่อน, ยาเข้าน้ำมัน","23","4","35","3,580.00"
"แคปซูลอบเชย, ยาแคปซูล","22","13","684","1,600.56"
"อมแก้ไอรสบ๊วย     , ยาลูกกลอน","22","20","24","360.00"
"แคปซูลหญ้าปักกิ่ง ตราธงทอง, ยาแคปซูล","21","11","704","9,237.60"
"แก้ไอกานพลู , ยาลูกกลอน","21","19","44","1,079.00"
"หอมทิพโอสถ, ยาผง","21","16","26","1,610.00"
"ตำรับโลดทะนงแดง  , ยาผง","21","18","27","1,948.00"
"ชากระตุ้นน้ำนม, ยาชง","20","12","22","814.00"
"ครีมไพล, ครีม","20","18","48","2,400.00"
"กระเทียม, ยาแคปซูล","20","13","708","2,842.50"
"หอมทิพโอสถ ตราโพธิ์ทอง, ยาผง","20","13","28","1,168.00"
"ยาธาตุชนิดแคปซูล ร้านเจริญสุขกรุ๊ป, ยาแคปซูล","18","12","601","901.50"
"ผสมเพชรสังฆาต สูตรตำรับที่ ๒, ยาแคปซูล","18","18","317","475.50"
"ประคบใบหน้า/เต้านม, ยาประคบ","18","16","58","2,610.00"
"พิมเสนน้ำ, ยาน้ำ","17","12","18","588.00"
"กระชายดำ, ยาแคปซูล","17","11","218","760.00"
"บรรเทาริดสีดวงทวาร (รพ.สูงเนิน), ยาลูกกลอน","17","7","30","1,050.00"
"เฮโมลอน, ยาแคปซูล","14","12","418","614.80"
"แก้ไอมะขาม , ยาน้ำ","14","12","14","420.00"
"จิตรารมณ์, ยาแคปซูล","14","13","274","548.00"
"มธุรเมหะ (รพ.วังน้ำเย็น), ยาลูกกลอน","13","11","16","572.00"
"แก้ไอสมุนไพร (รพ.วังน้ำเย็น), ยาลูกกลอน","13","11","26","910.00"
"น้ำมันเหลืองตราพระอินทร์, ยาเข้าน้ำมัน","12","9","26","1,279.50"
"น้ำมันสะเก็ดเงิน, ยาเข้าน้ำมัน","12","3","0","0.00"
"แก้ไอมะกรูด, ยาน้ำ","11","5","11","330.00"
"พอนส์ทั่ม, ยาแคปซูล","11","10","366","549.00"
"หม่องน้ำ, ยาน้ำ","11","11","16","381.00"
"กษัยเส้น, ยาลูกกลอน","11","9","451","505.04"
"แคปซูลผสมรางจืด ตราเคเอ็มพี, ยาแคปซูล","11","8","188","357.00"
"แฮงคนชาย, ยาแคปซูล","10","0","0","0.00"
"แคปซูลบอระเพ็ด, ยาแคปซูล","10","6","733","1,099.50"
"ตำรับเบาหวาน, ยาแคปซูล","10","6","386","1,451.00"
"พอกเข่าสมุนไพร, ยาพอก","10","6","18","1,800.00"
"ทิงเจอร์ทองพันชั่ง, ทิงเจอร์","10","10","9","210.00"
"ยาอมบ้วนปากอดบุหรี่ ตราห้วยเฮิร์บ, ยาน้ำ","10","10","19","855.00"
"ขี้เหล็ก, ยาแคปซูล","9","7","142","186.60"
"บรรเทาริดสีดวงทวาร (รพ.พล), ยาแคปซูล","9","9","538","822.00"
"แผลไฟไหม้น้ำร้อนลวก, เจล","8","8","20","708.00"
"ยาระบายส้มแขกชนิดเม็ด เครื่องหมายการค้าดอกว่าน, ยาเม็ด","8","5","79","134.75"
"ประสะจันทน์แดง , ยาแคปซูล","8","8","211","264.00"
"คำฝอย, ยาชง","8","4","31","694.00"
"ครีมพญายอ ตราไตรแว็ก, ยาครีมสำหรับป้ายปาก","8","6","16","662.00"
"กล่อมนางนอน, ยาแคปซูล","8","7","226","452.00"
"ยาถ่าย (รพ.ประโคนชัย), ยาแคปซูล","7","6","167","382.00"
"แคปซูลบำรุงโลหิต ตราทีเอฟดี, ยาแคปซูล","7","5","564","998.00"
"เทพธารา (รพ.อู่ทอง), ยาแคปซูล","7","6","240","264.00"
"น้ำมันสมุนไพร, ยาเข้าน้ำมัน","7","5","21","1,638.00"
"หม่องพริก, ขี้ผึ้ง","6","6","11","330.00"
"ผสมเพชรสังฆาต, ยาแคปซูล","6","4","294","0.00"
"ผสมกระเทียมสกัดชนิดเม็ดเครื่องหมายกการค้าขาวละออ, ยาเม็ด","6","2","222","666.00"
"มธุรเมหะ (รพ.อู่ทอง), ยาแคปซูล","6","6","201","402.00"
"ประสะน้ำนม ตราห้วยเฮิร์บ, ยาแคปซูล","6","3","167","167.00"
"แก้อัมพฤกษ์ อัมพาต(กาบเชิง), ยาผง","6","4","13","494.00"
"ตำรับหญ้าหนวดแมว สูตร 2, ยาต้ม","6","6","10","525.00"
"เถาเอ็นอ่อน, ยาแคปซูล","6","6","396","792.00"
"ประสะน้ำนม (รพ.หนองสองห้อง), ยาต้ม","6","4","12","720.00"
"หม่องขมิ้นชัน, ขี้ผึ้ง","5","4","6","160.00"
"กานพลู, อื่นๆ","5","3","20","260.00"
"แก้เริม งูสวัด /แก้เริม งูสวัด สุกใส, ยาน้ำ","5","4","13","250.00"
"น้ำยาบ้วนปากสมุนไพร, ยาน้ำ","5","2","5","200.00"
"ผสมเพชรสังฆาต สูตรตำรับที่ ๑, ยาแคปซูล","5","5","62","93.00"
"ตรีพิกัด, ยาแคปซูล","5","5","102","6,654.00"
"ทิพย์โอสถ, ยาลูกกลอน","5","5","8","276.00"
"หม่องสมุนไพร / หม่อง / หม่องแก้ปวด, ขี้ผึ้ง","5","2","7","385.00"
"มธุรเมหะ (รพ.กาบเชิง), ยาต้ม","5","5","7","250.00"
"ชาชงลาไพน์, ยาชง","4","2","12","1,380.00"
"ยาพอกดูดพิษ, ยาพอก","4","0","8","248.00"
"ถ่ายดีเกลือฝรั่ง , ยาแคปซูล","4","4","80","123.50"
"ผสมเพชรสังฆาตสูตรตำรับที่ 1, ยาแคปซูล","4","0","12","18.00"
"ว่านชักมดลูก, ยาแคปซูล","4","0","200","300.00"
"หญ้ายุ่ม/หญ้าฮี๋ยุ่ม, ยาแคปซูล","4","0","0","0.00"
"บรรเทาริดสีดวงทวาร สูตร 2, ยาแคปซูล","4","3","267","459.00"
"หม่องตะไคร้/หม่องตะไคร้หอม, ขี้ผึ้ง","4","4","4","140.00"
"บำรุงเลือด, ยาต้ม","4","2","120","156.00"
"เห็ดหลินจือ/เห็ดขอนไม้, ยาแคปซูล","4","2","68","190.40"
"ผสมโคคลาน สูตรตำรับที่ 2, ยาต้ม","3","2","4","116.00"
"ยาพอกเข่า, ยาน้ำแขวนตะกอน","3","3","4","182.00"
"มันทธาตุ, ยาแคปซูล","3","2","192","570.00"
"แคปซูลผสมใบบัวบก, ยาแคปซูล","3","1","112","168.00"
"เบอร์นีเจล, ครีม","3","3","7","287.00"
"ประสะกะเพรา, ยาแคปซูล","3","1","12","304.00"
"คลายเส้น (รพ.ตระการพืชผล), ยาแคปซูล","3","2","206","309.00"
"แคปซูลผสมเพชรสังฆาต, ยาแคปซูล","3","1","66","89.00"
"อมสมุนไพร (รสบ๊วย), ยาลูกกลอน","3","3","3","36.00"
"ประสะกานพลู, ยาแคปซูล","3","3","46","68.00"
"ขับลม แฟลท-ทัย , ยาน้ำ","3","3","3","60.00"
"แคปซิลเจล , เจล","3","2","3","165.00"
"ลม 108 จำพวก , ยาผง","3","2","3","90.00"
"สเปรย์รางจืด, ยาน้ำ","3","1","0","0.00"
"หม่องพริกไพล, ขี้ผึ้ง","2","0","2","50.00"
"ลูกใต้ใบ เครื่องหมายการค้าดอกว่าน, ยาเม็ด","2","1","190","335.00"
"เจนิสต้า, ยาแคปซูล","2","2","16","24.00"
"มะรุม/ผักอีสุม



, ยาแคปซูล","2","0","10","22.00"
"หม่องเถาเอ็นอ่อน, ขี้ผึ้ง","2","0","2","50.00"
"ริดสีดวงทวารแคปซูล สูตร 2, ยาแคปซูล","2","2","24","36.00"
"บำรุงตับ, ยาต้ม","2","1","2","60.00"
"ยาพอกสะเก็ดเงิน, ยาพอก","2","0","0","0.00"
"แก้น้ำนมพิการ(รพ.กุดชุม), ยาผง","2","2","2","74.00"
"ดีบัว, ยาแคปซูล","2","2","0","0.00"
"แคปซูลส้มแขก, ยาแคปซูล","2","0","300","450.00"
"อบเชย, ยาต้ม","1","1","6","18.00"
"แคปซูลผสมรางจืด, ยาแคปซูล","1","1","21","21.00"
"วิสัมพญาใหญ่, ยาผง","1","0","18","33.48"
"เจลเสลดพังพอน, เจล","1","0","1","60.00"
"ยอ, ยาแคปซูล","1","1","58","69.60"
"ชงกระเจี๊ยบ, ยาชง","1","1","30","73.50"
"ดมสมุนไพร, ยาดม","1","1","1","30.00"
"พญายอครีม   , ครีม","1","1","2","108.00"
"กษัยเบอร์ 50, ยาแคปซูล","1","1","39","27.30"
"บรรเทาริดสีดวงทวาร , ยาเม็ด","1","1","180","270.00"
"แก้ไอมะขามป้อม ตราเวชกร, ยาน้ำ","1","1","1","23.00"
"ประสะน้ำนม, ยาต้ม","1","0","1","50.00"
"แก้ปวดเมื่อย, ยาต้ม","1","0","1","35.00"
"สเปรย์หญ้าดอกขาว, ยาน้ำ","1","1","0","0.00"
"เสลดพังพอนคาลาไมน์, โลชั่น","1","1","3","75.00"
"หอมสินธร, ยาผง","1","1","1","50.00"
"อโรติกา รัปโลชั่น, โลชั่น","1","0","1","84.50"
"ประสะน้ำนม (รพ.ชำนิ), ยาต้ม","1","1","2","200.00"
"แก้ลมขึ้นเบื้องสูง, ยาแคปซูล","1","0","1","150.00"
"มหานิลแท่งทอง, ยาเม็ด","1","0","1","1.00"
"จิตรสว่าง , ยาต้ม","1","1","1","184.00"
"น้ำมันไพลขมิ้น, ยาเข้าน้ำมัน","1","1","0","0.00"
"กระชาย, ยาแคปซูล","1","1","2","4.00"
"แก้ประจำเดือนจะหมด, ยาแคปซูล","1","0","0","0.00"
"ยาถ่าย (รพ.พนัสนิคม), ยาแคปซูล","1","1","1","80.00"
"แก้คัน, ยาน้ำแขวนตะกอน","1","1","1","120.00"
"ยาอมสมุนไพร ตราช่อเขียวมะกอก รสกานพลู, ยาเม็ด","1","1","1","25.00"
"ธาตุผสมอบเชย, ยาน้ำ","1","1","2","74.00"
"หลังคลอด (รพ.เอราวัณ), ยาต้ม","0","0","0","0.00"
"ส้มแขก, ยาแคปซูล","0","0","0","0.00"
"กันยุงตะไคร้หอม, ยาน้ำ","0","0","0","0.00"
"น้ำแก้ไอผสมมะขามป้อม, ยาน้ำ","0","0","0","0.00"
"เหงือกปลาหมอพริกไทย, ยาแคปซูล","0","0","0","0.00"
"ยาหอม  , ยาผง","0","0","0","0.00"
"พลู, ครีม","0","0","0","0.00"
"ลมปะกัง, ยาต้ม","0","0","0","0.00"
"รักษาวัยทอง, ยาต้ม","0","0","0","0.00"
"ผสมถั่วเหลือง, ยาแคปซูล","0","0","0","0.00"
"ตำรับหญ้าหนวดแมว สูตร 1, ยาต้ม","0","0","0","0.00"
"ตะไคร้, ยาชง","0","0","0","0.00"
"หม่องไพล, ขี้ผึ้ง","0","0","0","0.00"
"โลชั่นตะไคร้หอม, ครีม","0","0","0","0.00"
"ขี้ผึ้งเสลดพังพอนตราบักส์, ขี้ผึ้ง","0","0","0","0.00"
"ทาพระเส้น, ยาน้ำ","0","0","0","0.00"
"แก้ลมอัมพฤกษ์ , ยาผง","0","0","0","0.00"
